FID,hoogte,soort,jaar,se_anno_cad_data,gdb_geomattr_data,shape
tophoogte.702,5.7,nat,1977,,,POINT (106174.77299999818 399099.688000001)
tophoogte.703,5,kunst,1978,,,POINT (103799.1409999989 399096.0940000005)
tophoogte.704,4,nat,1977,,,POINT (108464.27299999818 399095.938000001)
tophoogte.705,4.3,nat,1977,,,POINT (109076.27299999818 399095.5)
tophoogte.706,4.2,nat,1977,,,POINT (108823.5940000005 399094)
tophoogte.707,2.4,nat,1977,,,POINT (105105.89799999818 399093.5)
tophoogte.708,4.9,nat,1977,,,POINT (105538.10200000182 399092.125)
tophoogte.709,5.7,nat,1977,,,POINT (106471.8440000005 399092.0309999995)
tophoogte.710,3.6,nat,1977,,,POINT (104178.49199999869 399090.2190000005)
tophoogte.711,6.2,nat,1977,,,POINT (102077.6409999989 399089.5309999995)
tophoogte.712,4.9,nat,1977,,,POINT (108985.81300000101 399086.4059999995)
tophoogte.713,4.8,nat,1977,,,POINT (108171.6799999997 399086.0309999995)
tophoogte.714,3.3,nat,1977,,,POINT (109371.2809999995 399085.3440000005)
tophoogte.715,4.5,nat,1978,,,POINT (103305.4059999995 399084.125)
tophoogte.716,3.1,nat,1977,,,POINT (104256.4059999995 399083.1559999995)
tophoogte.717,4,nat,1977,,,POINT (108900.4609999992 399082.0940000005)
tophoogte.718,5.7,nat,1977,,,POINT (106331.60200000182 399081.9690000005)
tophoogte.719,6.7,nat,1977,,,POINT (102417.11699999869 399081.6559999995)
tophoogte.720,4.8,nat,1977,,,POINT (103935.67199999839 399080.5309999995)
tophoogte.721,1.7,nat,1977,,,POINT (100093.38300000131 399079.688000001)
tophoogte.722,6.3,nat,1977,,,POINT (102562.3590000011 399078.7190000005)
tophoogte.723,5.2,nat,1977,,,POINT (101787.8440000005 399078.0940000005)
tophoogte.724,4.7,nat,1978,,,POINT (102954.1799999997 399077.875)
tophoogte.725,1.8,nat,1977,,,POINT (100201.8590000011 399074.813000001)
tophoogte.726,4.2,nat,1977,,,POINT (100597.43699999899 399073.561999999)
tophoogte.727,2,nat,1977,,,POINT (101012.02299999818 399071.6559999995)
tophoogte.728,4.3,nat,1977,,,POINT (108706.1409999989 399071.5940000005)
tophoogte.729,5.5,nat,1977,,,POINT (106242.4059999995 399071.3440000005)
tophoogte.730,4.9,nat,1965,,,POINT (107093.61699999869 399071)
tophoogte.731,3.4,nat,1977,,,POINT (105315.77299999818 399069.5940000005)
tophoogte.732,4.8,nat,1977,,,POINT (109167.02299999818 399068.811999999)
tophoogte.733,4.9,kunst,1978,,,POINT (103576.7890000008 399068.5)
tophoogte.734,3.7,nat,1977,,,POINT (101393.6559999995 399067.563000001)
tophoogte.735,5.3,nat,1977,,,POINT (104039.9690000005 399066.686999999)
tophoogte.736,3.6,nat,1977,,,POINT (104330.4690000005 399065.936999999)
tophoogte.737,5.6,nat,1977,,,POINT (106610.3440000005 399064.2809999995)
tophoogte.738,4.6,nat,1977,,,POINT (108396.79699999839 398371.313000001)
tophoogte.739,5.8,nat,1977,,,POINT (106472.42199999839 398367.7809999995)
tophoogte.740,2.5,nat,1977,,,POINT (105324.3590000011 398367.4059999995)
tophoogte.741,3.2,nat,1977,,,POINT (105097.5940000005 398367)
tophoogte.742,5.2,nat,1977,,,POINT (106661.85200000182 398366.375)
tophoogte.743,5.5,nat,1977,,,POINT (106078.79699999839 398365.0940000005)
tophoogte.744,6.6,nat,1977,,,POINT (104458.64799999818 398362.5)
tophoogte.745,4,nat,1977,,,POINT (105006.8909999989 398360.186999999)
tophoogte.746,5.3,nat,1977,,,POINT (105846.14799999818 398357.875)
tophoogte.747,7.2,kunst,1978,,,POINT (102541.61699999869 398356.625)
tophoogte.748,4.2,nat,1977,,,POINT (107970.60200000182 398355.625)
tophoogte.749,7.2,nat,1978,,,POINT (101909.56300000101 398355.4059999995)
tophoogte.750,3.1,nat,1977,,,POINT (108773.54699999839 398354.561999999)
tophoogte.751,3.7,kunst,1979,,,POINT (109978.72700000182 398351.311999999)
tophoogte.752,6.1,nat,1977,,,POINT (104732.5940000005 398350.436999999)
tophoogte.753,7.5,kunst,1978,,,POINT (103098.47700000182 398349.688000001)
tophoogte.754,1.8,nat,1977,,,POINT (105439.2890000008 398348.936999999)
tophoogte.755,4,nat,1977,,,POINT (105742.22700000182 398347.8440000005)
tophoogte.756,6.2,nat,1977,,,POINT (104233.79699999839 398343.561999999)
tophoogte.757,5.5,nat,1977,,,POINT (106380.60200000182 398340.4059999995)
tophoogte.758,6.7,kunst,1977,,,POINT (104633.22700000182 398340.125)
tophoogte.759,4.3,nat,1977,,,POINT (108066.25 398339.561999999)
tophoogte.760,6.2,nat,1977,,,POINT (104131.18800000101 398339.0940000005)
tophoogte.761,4.2,nat,1977,,,POINT (109599.5309999995 398338.875)
tophoogte.762,7.2,nat,1978,,,POINT (102043.0390000008 398338.8440000005)
tophoogte.763,5,nat,1977,,,POINT (100481.72700000182 398338.3440000005)
tophoogte.764,8.6,kunst,1978,,,POINT (102805.6090000011 398336)
tophoogte.765,7,kunst,1978,,,POINT (102179.13300000131 398335.7190000005)
tophoogte.766,4.7,nat,1977,,,POINT (107435.43800000101 398335.2809999995)
tophoogte.767,6,kunst,1978,,,POINT (103732.22700000182 398335.188000001)
tophoogte.768,5,nat,1977,,,POINT (107230.25 398335)
tophoogte.769,6.8,kunst,1978,,,POINT (103599.1559999995 398334.4690000005)
tophoogte.770,6,nat,1977,,,POINT (104023.75 398334.436999999)
tophoogte.771,4.7,nat,1977,,,POINT (107637.06300000101 398334.313000001)
tophoogte.772,3.4,nat,1977,,,POINT (105154.2890000008 398334.1559999995)
tophoogte.773,4.1,kunst,1979,,,POINT (109769.13300000131 398333.2809999995)
tophoogte.774,5.6,nat,1977,,,POINT (106718.79699999839 398332.5309999995)
tophoogte.775,6.1,nat,1977,,,POINT (103935.1090000011 398331.9059999995)
tophoogte.776,2.2,nat,1977,,,POINT (100818.10200000182 398331.6559999995)
tophoogte.777,5.9,nat,1977,,,POINT (103828.20300000161 398331.563000001)
tophoogte.778,2,nat,1977,,,POINT (100127.29699999839 398330.625)
tophoogte.779,4.2,nat,1977,,,POINT (100629.5940000005 398330.625)
tophoogte.780,5.3,nat,1977,,,POINT (105982.61699999869 398329.875)
tophoogte.781,6,nat,1977,,,POINT (106840.1559999995 398329)
tophoogte.782,6.2,nat,1977,,,POINT (104324.11699999869 398328.7809999995)
tophoogte.783,2.4,nat,1977,,,POINT (109040.54699999839 398328.061999999)
tophoogte.784,6.4,kunst,1977,,,POINT (104421.11699999869 398326.936999999)
tophoogte.785,2,nat,1977,,,POINT (100218.75 398325.5940000005)
tophoogte.786,8.2,nat,1977,,,POINT (104270.52299999818 398324.5309999995)
tophoogte.787,3.2,nat,1977,,,POINT (101024.1559999995 398324.2190000005)
tophoogte.788,5,nat,1977,,,POINT (100416.1559999995 398323.561999999)
tophoogte.789,5.1,nat,1977,,,POINT (100523.11699999869 398323.5309999995)
tophoogte.790,7.1,kunst,1978,,,POINT (103545.77299999818 398323.375)
tophoogte.791,2.6,nat,1977,,,POINT (100013.20300000161 398323.061999999)
tophoogte.792,5.3,nat,1978,,,POINT (101427.9059999995 398323.0309999995)
tophoogte.793,4.5,nat,1978,,,POINT (101232.38300000131 398322.688000001)
tophoogte.794,5,nat,1977,,,POINT (100321.6409999989 398322.2809999995)
tophoogte.795,6.6,kunst,1977,,,POINT (104526.97700000182 398321.4690000005)
tophoogte.796,5.4,nat,1977,,,POINT (108764.10200000182 397560.2809999995)
tophoogte.797,3.6,nat,1977,,,POINT (109464.4690000005 397559.5940000005)
tophoogte.798,3.7,nat,1977,,,POINT (105240.42199999839 397558.8440000005)
tophoogte.799,5.3,nat,1977,,,POINT (107736.39799999818 397558.1559999995)
tophoogte.800,5.7,nat,1977,,,POINT (108873.0309999995 397557.8440000005)
tophoogte.801,5.6,nat,1977,,,POINT (107824 397557.375)
tophoogte.802,4.3,nat,1977,,,POINT (108578.20300000161 397557.3440000005)
tophoogte.803,5,nat,1977,,,POINT (106641.9059999995 397556.438000001)
tophoogte.804,3.3,nat,1977,,,POINT (108337.4609999992 397556.2809999995)
tophoogte.805,6.8,nat,1977,,,POINT (104351.61699999869 397555.625)
tophoogte.806,3.2,nat,1977,,,POINT (108447.92199999839 397555.5940000005)
tophoogte.807,5.4,nat,1977,,,POINT (106329.5390000008 397553.25)
tophoogte.808,5.6,nat,1977,,,POINT (107198.02299999818 397553.0309999995)
tophoogte.809,6.6,nat,1977,,,POINT (104687.81300000101 397552.563000001)
tophoogte.810,6.6,nat,1977,,,POINT (104521.72700000182 397550)
tophoogte.811,5.1,nat,1977,,,POINT (106074.8200000003 397549.9690000005)
tophoogte.812,5.7,nat,1977,,,POINT (107954.99199999869 397549.9690000005)
tophoogte.813,5.4,nat,1977,,,POINT (108977.60200000182 397547.813000001)
tophoogte.814,7.4,nat,1977,,,POINT (104840.64799999818 397545.5309999995)
tophoogte.815,2.3,nat,1977,,,POINT (105383.81199999899 397542.75)
tophoogte.816,5.9,nat,1977,,,POINT (100514.5309999995 397542.625)
tophoogte.817,2.7,nat,1977,,,POINT (105568.42199999839 397542.625)
tophoogte.818,5.1,nat,1977,,,POINT (100124.5309999995 397536.75)
tophoogte.819,5.8,nat,1978,,,POINT (100819.89799999818 397534.4690000005)
tophoogte.820,7.5,kunst,1978,,,POINT (103785.9690000005 397533.9059999995)
tophoogte.821,6.1,nat,1978,,,POINT (100706.5940000005 397533.75)
tophoogte.822,8.6,nat,1977,,,POINT (104169.1559999995 397531.8440000005)
tophoogte.823,5.5,nat,1977,,,POINT (105906.10200000182 397531.688000001)
tophoogte.824,5.8,nat,1977,,,POINT (100321.67199999839 397531.436999999)
tophoogte.825,6,nat,1978,,,POINT (101474.85200000182 397530.936999999)
tophoogte.826,6.2,nat,1978,,,POINT (100599.61699999869 397530.4690000005)
tophoogte.827,7.4,kunst,1978,,,POINT (101986.02299999818 397530.375)
tophoogte.828,8.7,kunst,1978,,,POINT (103354.50800000131 397529.936999999)
tophoogte.829,5.2,nat,1977,,,POINT (106540.9299999997 397526.313000001)
tophoogte.830,6.1,nat,1977,,,POINT (100218.25800000131 397526.125)
tophoogte.831,5.8,nat,1977,,,POINT (105966.25800000131 397525.75)
tophoogte.832,4.6,nat,1977,,,POINT (105159.22700000182 397525.063000001)
tophoogte.833,6.9,nat,1977,,,POINT (104425.3440000005 397524.688000001)
tophoogte.834,5.4,nat,1977,,,POINT (100032.27299999818 397524.061999999)
tophoogte.835,2.5,nat,1977,,,POINT (105482.49199999869 397523.5940000005)
tophoogte.836,5.9,nat,1977,,,POINT (100416.67199999839 397523.311999999)
tophoogte.837,6.2,nat,1977,,,POINT (105017.27299999818 397522.875)
tophoogte.838,5.6,nat,1978,,,POINT (100881.6090000011 397520.5940000005)
tophoogte.839,5.3,nat,1977,,,POINT (106234.6409999989 397519.5309999995)
tophoogte.840,5.4,nat,1977,,,POINT (107620.11699999869 397518.4690000005)
tophoogte.841,5.8,nat,1977,,,POINT (106913.1559999995 397518.2190000005)
tophoogte.842,4.8,nat,1978,,,POINT (101382.5940000005 397517.811999999)
tophoogte.843,4,nat,1977,,,POINT (109888.31300000101 397516.625)
tophoogte.844,6.8,nat,1977,,,POINT (104752.88300000131 397516.0940000005)
tophoogte.845,6.1,nat,1977,,,POINT (100161.06300000101 397515.0940000005)
tophoogte.846,4.6,nat,1977,,,POINT (105820.17199999839 397513.686999999)
tophoogte.847,3.1,nat,1977,,,POINT (105261.49199999869 397511.75)
tophoogte.848,8,kunst,1978,,,POINT (103571.52299999818 397510.8440000005)
tophoogte.849,8.4,kunst,1978,,,POINT (102712.18699999899 397510.4690000005)
tophoogte.850,2.3,nat,1977,,,POINT (105641.54699999839 398694.3440000005)
tophoogte.851,5.9,nat,1977,,,POINT (103978.99199999869 398692.75)
tophoogte.852,3.7,nat,1977,,,POINT (104841.36699999869 398691.8440000005)
tophoogte.853,1.8,nat,1977,,,POINT (100061.5309999995 398691.813000001)
tophoogte.854,4.7,nat,1977,,,POINT (106124.52299999818 398691.1559999995)
tophoogte.855,5.6,nat,1977,,,POINT (104668.68800000101 398690.8440000005)
tophoogte.856,4.7,nat,1977,,,POINT (108004.43699999899 398690.625)
tophoogte.857,5.8,nat,1965,,,POINT (106868.04699999839 398689.936999999)
tophoogte.858,4.4,nat,1977,,,POINT (107547.57800000161 398685.7809999995)
tophoogte.859,4.7,nat,1977,,,POINT (108528.0309999995 398684.9059999995)
tophoogte.860,4.9,nat,1977,,,POINT (106049.3200000003 398684.2190000005)
tophoogte.861,6.1,kunst,1978,,,POINT (103185.6409999989 398684.125)
tophoogte.862,7.5,nat,1978,,,POINT (102255.20300000161 398682.6559999995)
tophoogte.863,4,nat,1977,,,POINT (108315.72700000182 398682.4059999995)
tophoogte.864,4.6,nat,1977,,,POINT (107871.57800000161 398682.0309999995)
tophoogte.865,4.6,nat,1977,,,POINT (108091.22700000182 398680.9690000005)
tophoogte.866,4.5,nat,1977,,,POINT (100486.29699999839 398680.313000001)
tophoogte.867,6.1,kunst,1978,,,POINT (103606.38300000131 398678)
tophoogte.868,4.9,nat,1965,,,POINT (107374.8440000005 398676.936999999)
tophoogte.869,4.1,nat,1977,,,POINT (109061 398675.063000001)
tophoogte.870,4.3,nat,1977,,,POINT (108736.45300000161 398672.4690000005)
tophoogte.871,2.2,nat,1977,,,POINT (105549.75 398671.2809999995)
tophoogte.872,4.4,nat,1977,,,POINT (106363.11699999869 398670.6559999995)
tophoogte.873,3.7,nat,1977,,,POINT (109461.43800000101 398670.0940000005)
tophoogte.874,5.9,nat,1977,,,POINT (104182.7809999995 398669.688000001)
tophoogte.875,4.5,nat,1977,,,POINT (106275.24199999869 398668.9059999995)
tophoogte.876,5.3,nat,1977,,,POINT (105948.92199999839 398667.313000001)
tophoogte.877,3.9,nat,1977,,,POINT (100583.57800000161 398667.125)
tophoogte.878,5.1,nat,1977,,,POINT (105861.56300000101 398666.063000001)
tophoogte.879,6.9,nat,1978,,,POINT (102609.5940000005 398664.7809999995)
tophoogte.880,5.3,nat,1977,,,POINT (106461.10200000182 398664.7190000005)
tophoogte.881,2.9,nat,1977,,,POINT (104923.99199999869 398662.375)
tophoogte.882,1.3,nat,1977,,,POINT (105197.72700000182 398662)
tophoogte.883,4.4,nat,1977,,,POINT (106175.8909999989 398658.311999999)
tophoogte.884,5.1,nat,1965,,,POINT (107144.67199999839 398658.0309999995)
tophoogte.885,4.4,kunst,1979,,,POINT (109579.70300000161 398657.438000001)
tophoogte.886,4.5,nat,1977,,,POINT (104460.27299999818 398657.311999999)
tophoogte.887,4.9,nat,1977,,,POINT (104345.74199999869 398657.25)
tophoogte.888,1.4,nat,1977,,,POINT (100064.24199999869 398652.9690000005)
tophoogte.889,5.6,kunst,1978,,,POINT (103281.45300000161 398652.063000001)
tophoogte.890,4.5,nat,1977,,,POINT (108851.36699999869 398651.7190000005)
tophoogte.891,4.3,nat,1977,,,POINT (108965.11699999869 398650.25)
tophoogte.892,2,nat,1977,,,POINT (105024.47700000182 398648.313000001)
tophoogte.893,7,kunst,1978,,,POINT (103036.38300000131 398647.188000001)
tophoogte.894,5.4,nat,1965,,,POINT (107237.0390000008 398645.5309999995)
tophoogte.895,3.2,nat,1977,,,POINT (108926.57800000161 397920.9059999995)
tophoogte.896,5.7,nat,1977,,,POINT (104459.25800000131 397919.625)
tophoogte.897,3.5,nat,1977,,,POINT (105198.72700000182 397919.436999999)
tophoogte.898,7.2,nat,1977,,,POINT (103977.27299999818 397918.75)
tophoogte.899,5.1,nat,1977,,,POINT (100464.54699999839 397916.9690000005)
tophoogte.900,3.6,nat,1978,,,POINT (101248.6799999997 397916.7809999995)
tophoogte.901,6.5,nat,1977,,,POINT (104292.39799999818 397916.311999999)
tophoogte.902,5.2,nat,1977,,,POINT (106417.36699999869 397915.0940000005)
tophoogte.903,8,kunst,1978,,,POINT (103373.13300000131 397914.813000001)
tophoogte.904,5.8,nat,1977,,,POINT (106086.72700000182 397913.0309999995)
tophoogte.905,4.8,nat,1978,,,POINT (100574.2890000008 397912.0940000005)
tophoogte.906,3.3,nat,1977,,,POINT (109411.54699999839 397911.0940000005)
tophoogte.907,5.9,nat,1977,,,POINT (104626.29699999839 397910.75)
tophoogte.908,3.4,nat,1978,,,POINT (101124.2109999992 397910.186999999)
tophoogte.909,4.4,nat,1977,,,POINT (107116.67199999839 397907.7809999995)
tophoogte.910,2.3,nat,1977,,,POINT (105499.32800000161 397907.4690000005)
tophoogte.911,5.1,nat,1977,,,POINT (106743.63300000131 397907)
tophoogte.912,2.1,nat,1977,,,POINT (105347.2190000005 397906.875)
tophoogte.913,4.6,nat,1977,,,POINT (105037.39799999818 397905.438000001)
tophoogte.914,2.9,nat,1977,,,POINT (108695.8909999989 397900.7190000005)
tophoogte.915,6.8,nat,1978,,,POINT (103897.18800000101 397900.688000001)
tophoogte.916,7.3,kunst,1978,,,POINT (103542.42199999839 397899.311999999)
tophoogte.917,8.2,kunst,1978,,,POINT (103236.17199999839 397898.875)
tophoogte.918,5.6,nat,1977,,,POINT (104237.45300000161 397898.375)
tophoogte.919,4.2,nat,1977,,,POINT (109018.11699999869 397897.75)
tophoogte.920,5.7,nat,1977,,,POINT (105993.93699999899 397894.561999999)
tophoogte.921,4.5,nat,1977,,,POINT (109303.52299999818 397892.2190000005)
tophoogte.922,6.3,nat,1977,,,POINT (104126.18800000101 397890.938000001)
tophoogte.923,5,nat,1977,,,POINT (106470.79699999839 397889.125)
tophoogte.924,5.5,nat,1977,,,POINT (106818.95300000161 397887.75)
tophoogte.925,4.8,nat,1977,,,POINT (107470.54699999839 397887.5940000005)
tophoogte.926,5.5,nat,1977,,,POINT (104525.0940000005 397885.7190000005)
tophoogte.927,3,nat,1977,,,POINT (108815.6559999995 397885.2809999995)
tophoogte.928,6.5,nat,1977,,,POINT (104941.04699999839 397885.2190000005)
tophoogte.929,4.7,nat,1977,,,POINT (105737.11699999869 397880.625)
tophoogte.930,6,nat,1977,,,POINT (106336.1559999995 397880.2809999995)
tophoogte.931,4.4,nat,1977,,,POINT (107560.9059999995 397879.936999999)
tophoogte.932,5.5,nat,1977,,,POINT (106163.4690000005 397877.5309999995)
tophoogte.933,6.7,nat,1978,,,POINT (103791.6559999995 397876.438000001)
tophoogte.934,4.9,nat,1977,,,POINT (108208.70300000161 397876.25)
tophoogte.935,4.2,nat,1977,,,POINT (107893.54699999839 397876.1559999995)
tophoogte.936,7,nat,1978,,,POINT (103974.75 397875.8440000005)
tophoogte.937,3.6,nat,1977,,,POINT (105586.25 397874.936999999)
tophoogte.938,4.8,nat,1977,,,POINT (106641.61699999869 397874.125)
tophoogte.939,5.1,nat,1977,,,POINT (100334.36699999869 397872.625)
tophoogte.940,7.3,kunst,1978,,,POINT (102096.3440000005 397871.5309999995)
tophoogte.941,7.8,kunst,1978,,,POINT (102491.7190000005 397870.9059999995)
tophoogte.942,3.3,nat,1977,,,POINT (105236.54699999839 397870.2190000005)
tophoogte.943,5.7,nat,1977,,,POINT (105897.2890000008 397867.9690000005)
tophoogte.944,3.2,nat,1977,,,POINT (108564.4059999995 397865.4690000005)
tophoogte.945,5.1,nat,1977,,,POINT (100426.5700000003 397863.5)
tophoogte.946,4.9,nat,1977,,,POINT (107803.0700000003 397860.688000001)
tophoogte.947,7,nat,1977,,,POINT (104845.1559999995 397858.375)
tophoogte.948,7.6,kunst,1978,,,POINT (102220.4299999997 397857.061999999)
tophoogte.949,3.9,nat,1978,,,POINT (101005.8440000005 397856.563000001)
tophoogte.950,2.8,nat,1977,,,POINT (109512.31199999899 397855.6559999995)
tophoogte.951,4.8,nat,1977,,,POINT (107694.8590000011 397855.5309999995)
tophoogte.952,4.7,nat,1977,,,POINT (108014.8200000003 397854.8440000005)
tophoogte.953,4.1,nat,1977,,,POINT (103213 399918.813000001)
tophoogte.954,4.7,nat,1965,,,POINT (107122.31300000101 399918.7809999995)
tophoogte.955,6,nat,1977,,,POINT (100299.75800000131 399918.7190000005)
tophoogte.956,3.2,nat,1977,,,POINT (102826.11699999869 399918.5309999995)
tophoogte.957,5.4,nat,1965,,,POINT (106795.89799999818 399918.0940000005)
tophoogte.958,6.1,nat,1977,,,POINT (105110.75 399917.75)
tophoogte.959,3.6,nat,1977,,,POINT (109065.5309999995 399917.4059999995)
tophoogte.960,3.7,nat,1977,,,POINT (102720.70300000161 399915.9059999995)
tophoogte.961,0.6,nat,1977,,,POINT (101106.4059999995 399915.875)
tophoogte.962,4.2,nat,1977,,,POINT (102526.3590000011 399914.3440000005)
tophoogte.963,4,kunst,1978,,,POINT (104571.18800000101 399913.625)
tophoogte.964,5.1,nat,1977,,,POINT (102021.35200000182 399911)
tophoogte.965,2.2,nat,1977,,,POINT (100912.8200000003 399909.7809999995)
tophoogte.966,3.9,nat,1977,,,POINT (108426.3590000011 399906.813000001)
tophoogte.967,1.3,nat,1977,,,POINT (101017.45300000161 399905.0309999995)
tophoogte.968,4.4,nat,1977,,,POINT (106083.5390000008 399903.125)
tophoogte.969,3,nat,1977,,,POINT (103727.5309999995 399902.563000001)
tophoogte.970,4.5,nat,1977,,,POINT (105406.8440000005 399902.4059999995)
tophoogte.971,4.5,nat,1977,,,POINT (108960.52299999818 399902.0940000005)
tophoogte.972,3.7,nat,1977,,,POINT (101768.79699999839 399900.9690000005)
tophoogte.973,5.6,nat,1965,,,POINT (106680.45300000161 399898)
tophoogte.974,2.9,nat,1977,,,POINT (109547.52299999818 399896.0309999995)
tophoogte.975,1.5,nat,1977,,,POINT (100109.1559999995 399895.3440000005)
tophoogte.976,3.3,nat,1977,,,POINT (109823.38300000131 399894.7809999995)
tophoogte.977,4,nat,1977,,,POINT (103259.32800000161 399894.4059999995)
tophoogte.978,5.9,nat,1977,,,POINT (104944.72700000182 399894.2190000005)
tophoogte.979,4.7,nat,1977,,,POINT (106345.36699999869 399893.813000001)
tophoogte.980,3,nat,1977,,,POINT (109940.4609999992 399893.5)
tophoogte.981,2,nat,1977,,,POINT (101466.2109999992 399893.2809999995)
tophoogte.982,4.5,nat,1977,,,POINT (105885.0940000005 399892.9690000005)
tophoogte.983,2.6,nat,1977,,,POINT (109447.39799999818 399890.5940000005)
tophoogte.984,3.3,nat,1977,,,POINT (100799.18800000101 399890.5309999995)
tophoogte.985,5,nat,1977,,,POINT (106241.45300000161 399889.686999999)
tophoogte.986,5.2,nat,1977,,,POINT (105214.20300000161 399888.936999999)
tophoogte.987,1.4,nat,1977,,,POINT (100466.3590000011 399888.8440000005)
tophoogte.988,4,nat,1977,,,POINT (108721.9059999995 399887.4059999995)
tophoogte.989,1.5,nat,1977,,,POINT (100320.52299999818 399887.186999999)
tophoogte.990,4.2,nat,1977,,,POINT (109209.1090000011 399887.061999999)
tophoogte.991,4.8,nat,1965,,,POINT (107355.54699999839 399886.561999999)
tophoogte.992,4.6,nat,1965,,,POINT (107024.04699999839 399886.4059999995)
tophoogte.993,3.8,nat,1977,,,POINT (108624.8590000011 399885.25)
tophoogte.994,4.5,nat,1977,,,POINT (102573.67199999839 399884.375)
tophoogte.995,4.2,nat,1977,,,POINT (108507.49199999869 399883.7190000005)
tophoogte.996,3.1,nat,1977,,,POINT (101582.75 399883.625)
tophoogte.997,5.5,nat,1977,,,POINT (104861.57800000161 399881.811999999)
tophoogte.998,1.1,nat,1977,,,POINT (100218.61699999869 399881.625)
tophoogte.999,3.1,nat,1977,,,POINT (103792.9299999997 399881.5940000005)
tophoogte.1000,4.3,nat,1977,,,POINT (108291.79699999839 399879.25)
tophoogte.1001,3.6,nat,1977,,,POINT (102783.20300000161 399878.186999999)
tophoogte.1002,2.4,nat,1977,,,POINT (101379.99199999869 399875.811999999)
tophoogte.1003,2.8,kunst,1978,,,POINT (104495.50800000131 399875.7809999995)
tophoogte.1004,5.6,nat,1977,,,POINT (105043.4059999995 399875.311999999)
tophoogte.1005,5.6,nat,1977,,,POINT (105147.54699999839 399874.375)
tophoogte.1006,4.1,nat,1977,,,POINT (102290.61699999869 399874)
tophoogte.1007,3.9,nat,1977,,,POINT (101870.99199999869 399873.4059999995)
tophoogte.1008,2.7,kunst,1978,,,POINT (104269.1559999995 399872.188000001)
tophoogte.1009,4.4,nat,1977,,,POINT (102080.2890000008 399872.061999999)
tophoogte.1010,3.3,nat,1977,,,POINT (102879.42199999839 399871.7190000005)
tophoogte.1011,3.6,nat,1977,,,POINT (101536.57800000161 399335.5940000005)
tophoogte.1012,4.4,nat,1977,,,POINT (102815.1559999995 399335.188000001)
tophoogte.1013,4.4,nat,1977,,,POINT (108579.35200000182 399335.188000001)
tophoogte.1014,6.1,nat,1977,,,POINT (102512.97700000182 399334.75)
tophoogte.1015,3.6,nat,1977,,,POINT (109457.47700000182 399334.688000001)
tophoogte.1016,5.8,nat,1977,,,POINT (102587.63300000131 399334.563000001)
tophoogte.1017,1.6,nat,1977,,,POINT (100151.1090000011 399334.4059999995)
tophoogte.1018,6.1,nat,1977,,,POINT (102328.3590000011 399334.3440000005)
tophoogte.1019,6.4,nat,1977,,,POINT (102423.57800000161 399333)
tophoogte.1020,2.5,kunst,1978,,,POINT (104477.8590000011 399453.5940000005)
tophoogte.1021,4.9,nat,1977,,,POINT (105942.57800000161 399452.313000001)
tophoogte.1022,5,nat,1977,,,POINT (105395.8440000005 399452.063000001)
tophoogte.1023,5.5,nat,1977,,,POINT (105271.4059999995 399451.563000001)
tophoogte.1024,5.7,nat,1977,,,POINT (105531.1799999997 399450.4690000005)
tophoogte.1025,3.9,nat,1977,,,POINT (109320.4690000005 399449.7809999995)
tophoogte.1026,6,nat,1977,,,POINT (105595.17199999839 399449.5940000005)
tophoogte.1027,5.3,nat,1977,,,POINT (102692.38300000131 399448.688000001)
tophoogte.1028,4.2,nat,1977,,,POINT (108951.74199999869 399447.9690000005)
tophoogte.1029,4.2,nat,1977,,,POINT (100621.38300000131 399444.6559999995)
tophoogte.1030,4.5,nat,1977,,,POINT (108157.1409999989 399443.6559999995)
tophoogte.1031,3.8,nat,1977,,,POINT (108617.27299999818 399442.9059999995)
tophoogte.1032,3.2,kunst,1978,,,POINT (104091.2890000008 399440.436999999)
tophoogte.1033,4.8,nat,1965,,,POINT (107048.14799999818 399437.9690000005)
tophoogte.1034,5.2,nat,1977,,,POINT (105196.6559999995 399436.5309999995)
tophoogte.1035,4.7,nat,1965,,,POINT (106961.0309999995 399435.188000001)
tophoogte.1036,3.9,nat,1977,,,POINT (108757.3909999989 399433.1559999995)
tophoogte.1037,5.2,nat,1977,,,POINT (106305.85200000182 399432.563000001)
tophoogte.1038,5.6,nat,1977,,,POINT (102132.8590000011 399432.2809999995)
tophoogte.1039,4.1,nat,1977,,,POINT (102816.9690000005 399431.436999999)
tophoogte.1040,3.1,nat,1977,,,POINT (101835.22700000182 399430.7809999995)
tophoogte.1041,3.7,nat,1977,,,POINT (102918.0309999995 399430.311999999)
tophoogte.1042,4,nat,1977,,,POINT (101632.32800000161 399430.25)
tophoogte.1043,4.2,nat,1977,,,POINT (108548.8909999989 399429.5940000005)
tophoogte.1044,3.6,nat,1977,,,POINT (104819.77299999818 399428.1559999995)
tophoogte.1045,2.9,nat,1977,,,POINT (101742.52299999818 399426.7809999995)
tophoogte.1046,1.6,nat,1977,,,POINT (100415.5390000008 399426.6559999995)
tophoogte.1047,4.2,kunst,1978,,,POINT (103393.8909999989 399426.6559999995)
tophoogte.1048,2.9,nat,1977,,,POINT (101530.97700000182 399426.561999999)
tophoogte.1049,5.7,nat,1977,,,POINT (102519.5700000003 399426.125)
tophoogte.1050,3.6,nat,1977,,,POINT (109775.9059999995 399425.938000001)
tophoogte.1051,2.2,nat,1977,,,POINT (100915.2809999995 399425.625)
