Referentiecode RDW,Publicatiedatum RDW,Meldende producent/distributeur,Referentiecode producent,Omschrijving defect,Categorie defect,Materiële gevolgen,Beschrijving van het herstel,Meer informatie op internet,Meer informatie via telefoonnummer,Opmerkingen RDW,Datum aankondiging producent,Datum melding bij RDW,Risicobeoordeling RDW,Datum informeren eigenaar,Datum eigenaren geïnformeerd,Totaal aantal voertuigen terugroepactie,Nationaal opgegeven aantal voertuigen terugroepactie,Publicatiedatum RDW_DT,Datum aankondiging producent_DT,Datum melding bij RDW_DT,Datum informeren eigenaar_DT,Datum eigenaren geïnformeerd_DT,API Terugroep_ actie_status,API Terugroep_actie_risico,API Terugroep_voertuig_merk_type,API Terugroep_infomeren_eigenaar
MGP140341,20150105,Mercedes-Benz Nederland B.V. (Vans),0192066,Bij voertuigen met een OM651 motor is het materiaal en/of de afmeting van de afdichtring van de motorkettingspanner niet juist. Hierdoor dicht de afdichtring niet goed af.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Indien de afdichtring niet juist afdicht kan motorolielekkage optreden. Het verlies van motorolie kan leiden tot verontreiniging van het wegdek en daarmee tot een gevaarlijke situatie voor het overige verkeer en milieu. Tevens kan motorschade schade ontstaan.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de afdichtring van de kettingspanner vervangen.,Niet bekend,00800-17777777,Geen,20141219,20141222,GEM,20150112,20150112,107645,2720,01/05/2015 12:00:00 AM,12/19/2014 12:00:00 AM,12/22/2014 12:00:00 AM,01/12/2015 12:00:00 AM,01/12/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP140342,20150105,Mercedes-Benz Nederland B.V. (Cars),0593003,Bij voertuigen met een OM651 motor is het materiaal en/of de afmeting van de afdichtring van de motorkettingspanner niet juist. Hierdoor dicht de afdichtring niet goed af.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Indien de afdichtring niet juist afdicht kan motorolielekkage optreden. Het verlies van motorolie kan leiden tot verontreiniging van het wegdek en daarmee tot een gevaarlijke situatie voor het overige verkeer en milieu. Tevens kan motorschade schade ontstaan.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de afdichtring van de kettingspanner vervangen.,Niet bekend,00800-17777777,Geen,20141219,20141222,GEM,20150112,20150112,220743,1767,01/05/2015 12:00:00 AM,12/19/2014 12:00:00 AM,12/22/2014 12:00:00 AM,01/12/2015 12:00:00 AM,01/12/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP140343,20150106,BMW Nederland B.V.,0072460100,De veiligheidsgordel rechtsvoor kan bij een temperatuur onder 0 graden Celsius soms niet uitgetrokken worden.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Het is dan moeilijk of niet mogelijk om de gordel rechtsvoor om te doen.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt uitgenodigd een afspraak te maken met de merkdealer. De productiedatum van de veiligheidsgordel rechtsvoor wordt dan gecontroleerd. Is deze van een bepaalde datum, dan wordt de veiligheidsgordel vervangen.",(Nog) niet bekend,0800-0992234,Geen,20150106,20150106,LG,20150106,20150106,19733,893,01/06/2015 12:00:00 AM,01/06/2015 12:00:00 AM,01/06/2015 12:00:00 AM,01/06/2015 12:00:00 AM,01/06/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP140344,20150107,BMW Nederland B.V.,0072470100,De veiligheidsgordel rechtsvoor kan bij een temperatuur onder 0 graden Celsius soms niet uitgetrokken worden.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Het is dan moeilijk of niet mogelijk om de gordel rechtsvoor om te doen.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt uitgenodigd een afspraak te maken met de merkdealer. De veiligheidsgordel rechtsvoor wordt dan vervangen.,Niet bekend,0800-0992234,Geen,20150107,20150107,LG,20150107,20150107,1938,24,01/07/2015 12:00:00 AM,01/07/2015 12:00:00 AM,01/07/2015 12:00:00 AM,01/07/2015 12:00:00 AM,01/07/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP140345,20150106,Pon's Automobielhandel B.V.,39E4,Bij voertuigen van de modeljaren 2012 en 2013 kan het trillingsdempergewicht aan de cardanas losraken van de cardanastussenschijf. Hierdoor kan de cardanas afbreken.,Motorrijtuigen - krachtoverbrenging,Indien de cardanas afbreekt valt de aandrijving van het voertuig uit en komt het voertuig onbedoeld tot stilstand. Tevens kan een  losgebroken cardanas het voertuig aan de onderkant zwaar beschadigen.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht contact op te nemen met de merkdealer. Deze zal de cardanas controleren en indien nodig het trillingsdempergewicht vervangen door een tussenschijf zonder dempergewicht.,Niet bekend,Niet bekend,Geen,20141221,20141223,ERN,20141229,20141229,34359,1630,01/06/2015 12:00:00 AM,12/21/2014 12:00:00 AM,12/23/2014 12:00:00 AM,12/29/2014 12:00:00 AM,12/29/2014 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150001,20150115,Mercedes-Benz Trucks Nederland B.V.,4290263,"Als gevolg van verontreiniging door kool- en granulaatstof kan de ontluchtingsfunctie van het afschakel- en veiligheidsventiel in de luchtdroger beïnvloed worden. Hierdoor kan de reguliere ontluchtingsdruk van 18,5 bar oplopen tot boven de 40 bar.",Motorrijtuigen en aanhangwagens - reminrichting,Indien het defect zich voordoet kan het bovendeel van de luchtdrogerpatroonbehuizing abrupt losraken. De bestuurder kan dit opmerken door een luid geluid. Het remsysteem zorgt ervoor dat het voertuig  kan stoppen. Door het verlies van luchtdruk kan de werking van het remsysteem beïnvloed worden.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal een drukbegrenzingsventiel in de hogedrukkring van het luchtdruksysteem inbouwen.,Niet bekend,00800-17777777,Geen,20141219,20151231,ERN,20150122,20150122,3115,4,01/15/2015 12:00:00 AM,12/19/2014 12:00:00 AM,12/31/2015 12:00:00 AM,01/22/2015 12:00:00 AM,01/22/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150002,20150113,Nissan Nederland,PG4BL,"Is een trekhaak van het merk Nissan, Thule of SK gemonteerd, dan kan de body coating van de chassisbalk niet zijn verwijderd en de bouten onvoldoende zijn vastgedraaid.",Motorrijtuigen en aanhangwagens - verbinding tussen motorvoertuig en aanhangwagen,De trekhaak kan losraken.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt voor het maken van een afspraak verzocht contact op te nemen met een merkdealer. Alle voertuigen, waar deze trekhaak onder gemonteerd kan zijn, worden teruggeroepen. De dealer zal de juiste montage van de trekhaak controleren. Voor het merk trekhaak Thule en SK wordt de eigenaar doorverwezen naar de trekhaakleverancier of Thule. Is de trekhaak van het merk Nissan, dan wordt de bevestiging van de trekhaak met nieuwe bevestigingsmaterialen aangepast.",Niet bekend,0800 0231513,Geen,20150113,20150113,ERN,20150113,20150113,205788,5638,01/13/2015 12:00:00 AM,01/13/2015 12:00:00 AM,01/13/2015 12:00:00 AM,01/13/2015 12:00:00 AM,01/13/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150003,20150113,Nissan Nederland,PG4BR,"De stuuraskoppeling kan bij een niet volledig gemonteerde stuuras zijn gemonteerd. De bevestigingsbout en borgclip van de stuuraskoppeling zitten dan niet goed vast, de bevestiging van de stuuraskoppeling aan de stuuras is dan onvoldoende geborgd.",Motorrijtuigen en aanhangwagens - stuurinrichting,De stuuraskoppeling kan losraken van de stuuras. Het voertuig is dan onbestuurbaar.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt voor het maken van een afspraak verzocht contact op te nemen met een merkdealer. Deze zal de bevestiging van de stuuraskoppeling aan de stuuras controleren en, indien nodig, de stuuras vervangen.",Niet bekend,0800 0231513,Geen,20141219,20150107,ERN,20150115,20150115,20021,1058,01/13/2015 12:00:00 AM,12/19/2014 12:00:00 AM,01/07/2015 12:00:00 AM,01/15/2015 12:00:00 AM,01/15/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150004,20150115,Nissan Nederland,PG4BS,Het autonome noodstopsysteem interpreteert kleine objecten met een hoge radarreflectie vóór de auto mogelijk onnodig als een mogelijke kans op een aanrijding.,Motorrijtuigen en aanhangwagens - reminrichting,Het automatische remsysteem kan zichzelf onnodig activeren en brengt het voertuig dan onverwacht tot stilstand.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt voor het maken van een afspraak verzocht contact op te nemen met een merkdealer. De programmering van de control unit van het noodstopsysteem wordt dan aangepast.,Niet bekend,0800 0231513,Geen,20141202,20150112,GEM,20150115,20150115,144679,4675,01/15/2015 12:00:00 AM,12/02/2014 12:00:00 AM,01/12/2015 12:00:00 AM,01/15/2015 12:00:00 AM,01/15/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150005,20150114,Pon's Automobielhandel B.V. (Luxury Cars),AF01,In de onderste draagarmen van de vooras kan scheurvorming ontstaan. Als gevolg daarvan kunnen onderstelcomponenten van de vooras scheuren en afbreken.,Motorrijtuigen en aanhangwagens - ophanging,Door het afbreken van onderstelcomponenten kan het voertuig onbestuurbaar worden.,"De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht het voertuig niet te gebruiken, totdat de benodigde werkzaamheden zijn uitgevoerd. De onderdelen zullen eind februari 2015 beschikbaar zijn en met de voertuigeigenaar wordt contact opgenomen over de planning.",Niet bekend,(0)33 49 49 757,Geen,20141222,20150112,ERN,20151219,20151219,205,7,01/14/2015 12:00:00 AM,12/22/2014 12:00:00 AM,01/12/2015 12:00:00 AM,12/19/2015 12:00:00 AM,12/19/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150007,20150115,Harley-Davidson GmbH,0163,Er kan corrosie optreden in de hoofdremcilinder van de voorrem op het schroefdraad van de banjobout van de remleiding. Ook kan er gel ontstaan in de hoofdremcilinder.,Motorrijtuigen en aanhangwagens - reminrichting,"Wordt dit niet ontdekt, dan kan er plotseling remvloeistof gaan lekken. De remcapaciteit kan verminderen.",De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de hoofdremcilinder inspecteren en spoelen. Indien nodig wordt de hoofdremcilinder vervangen.,Niet bekend,Niet bekend,Geen,20141219,20150112,ERN,20150116,20150117,29738,29738,01/15/2015 12:00:00 AM,12/19/2014 12:00:00 AM,01/12/2015 12:00:00 AM,01/16/2015 12:00:00 AM,01/17/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150008,20150115,Harley-Davidson GmbH,0164,Er kan corrosie optreden in de hoofdremcilinder van de voorrem op het schroefdraad van de banjobout van de remleiding. Ook kan er gel ontstaan in de hoofdremcilinder.,Motorrijtuigen en aanhangwagens - reminrichting,"Wordt dit niet ontdekt, dan kan er plotseling remvloeistof gaan lekken. De remcapaciteit kan verminderen.",De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de hoofdremcilinder inspecteren en spoelen. Indien nodig wordt de hoofdremcilinder vervangen.,Niet bekend,Niet bekend,Geen,20141219,20150112,ERN,20150116,20150117,2520,2520,01/15/2015 12:00:00 AM,12/19/2014 12:00:00 AM,01/12/2015 12:00:00 AM,01/16/2015 12:00:00 AM,01/17/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150009,20150114,Mercedes-Benz Trucks Nederland B.V.,4690183,De stuurhoeksensor kan defect raken.,Motorrijtuigen en aanhangwagens - stuurinrichting,De besturing voelt aan alsof deze blokkeert. Dit vermindert de bestuurbaarheid van het voertuig.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de stuurhoeksensor controleren en indien nodig het stuurhuis met de stuurhoeksensor vernieuwen.,Niet bekend,00800-97777777,Geen,20141218,20150113,ERN,20150130,20150130,931,5,01/14/2015 12:00:00 AM,12/18/2014 12:00:00 AM,01/13/2015 12:00:00 AM,01/30/2015 12:00:00 AM,01/30/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150011,20150116,BMW Nederland B.V.,0072410100,Door verouderingseffecten in de  gasgenerator van de bijrijdersairbag kan  bij het activeren  een te hoge druk ontstaan. Hierdoor kan van de gasgenerator de behuizing  losraken en kunnen metalen fragmenten losraken en wegschieten.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),"Wordt de airbag ten gevolge van een ongeval geactiveerd en raakt de behuizing los, dan zal de airbag geen bescherming bieden en is er kans op het verwonden van de inzittenden.",De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt uitgenodigd een afspraak te maken met de merkdealer. Deze zal de airbagmodule aan de passagierszijde vervangen.,Niet bekend,0800 0992234,Geen,20141204,20150114,ERN,20150201,20150401,1200000,38060,01/16/2015 12:00:00 AM,12/04/2014 12:00:00 AM,01/14/2015 12:00:00 AM,02/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150012,20150116,Stellantis BV,OSB-14-10-065,De cilinder van het contactslot vertoont versnelde slijtage. Hierdoor kan het voorkomen dat vanuit de stand OFF de motor zonder tussenkomst van de bestuurder gestart wordt.,Motorrijtuigen en aanhangwagens - elektrische installatie,Indien het defect zich voordoet kan de motor automatisch aanslaan. Mocht de wagen in de versnelling staan en niet op de handrem dan kan het voertuig gaan rijden.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een erkend reparateur. Deze zal het contactslot vervangen.,Niet bekend,0800 2342345,Geen,20150113,20150115,GEM,20150114,20150121,55098,2701,01/16/2015 12:00:00 AM,01/13/2015 12:00:00 AM,01/15/2015 12:00:00 AM,01/14/2015 12:00:00 AM,01/21/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150013,20150312,Humbaur GmbH,KBA_0001,De steunbeugel op de trekboom ontbreekt. Hierdoor komt het laagste punt van de handremhandel bij het losraken van de aanhangwagen van het voertuig op de grond.,Motorrijtuigen en aanhangwagens - reminrichting,Indien de aanhangwagen tijdens gebruik losraakt van het voertuig zal de losbreekreminrichting in werking treden waardoor de handrem wordt aangetrokken. Doordat de handremhevel de grond raakt zal deze de rem weer lossen. Als gevolg hiervan wordt een losgeraakte aanhangwagen niet meer afgeremd.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal een steun aanbrengen die voorkomt dat de handremhandel de grond raakt.,Niet bekend,+49 821 24929 620,Geen,20141215,20150310,GEM,20150401,20150410,30577,534,03/12/2015 12:00:00 AM,12/15/2014 12:00:00 AM,03/10/2015 12:00:00 AM,04/01/2015 12:00:00 AM,04/10/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150020,20150126,Ford Motor Company Ltd,4U626,De gordelsloten op de achterbank hebben mogelijk een defecte vergrendeling.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),"Bij een ongeval zal een defecte vergrendeling wellicht niet werken, waardoor de persoon op de achterbank niet wordt tegengehouden door de veiligheidsgordel.",De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken bij een Ford erkend reparateur. De dealer zal de vergrendeling van de gordelsloten inspecteren en indien nodig vervangen.,Niet bekend,020-5044646,Geen,20141212,20150126,ERN,20150126,20150130,34648,1139,01/26/2015 12:00:00 AM,12/12/2014 12:00:00 AM,01/26/2015 12:00:00 AM,01/26/2015 12:00:00 AM,01/30/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150022,20150129,Stellantis BV,NGS,De bevestiging van de onderste beschermplaat van de voorbumper is niet in orde.,Motorrijtuigen en aanhangwagens - algemene bouwwijze,De luchtgeleider kan losraken. Deze kan op de weg komen en een gevaar vormen voor het overige verkeer.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De bevestigingspunten worden dan aangepast en aangevuld.,Niet bekend,0800 2487636,Geen,20150123,20150127,GEM,20150129,20150130,2879,199,01/29/2015 12:00:00 AM,01/23/2015 12:00:00 AM,01/27/2015 12:00:00 AM,01/29/2015 12:00:00 AM,01/30/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150025,20150129,Stellantis BV,15-C-004,De motorregelmodule(ECM) bevat een softwarefout in regellogica voor de ventilatormotor. Hierdoor kan de koelventilator blokkeren.,Motorrijtuigen en aanhangwagens - elektrische installatie,Bij een geblokkeerde koelventilator van de radiateur is er kans op kortsluiting. Dit kan op zijn beurt schade aan de koelventilatormodule en brand veroorzaken.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt uitgenodigd een afspraak te maken met de Opel Erkend Reparateur. De motorregelmodule wordt geherprogrammeerd. Hierdoor wordt kortsluiting voorkomen indien de koelventilator blokkeert.,Niet bekend,Niet bekend,Geen,20150122,20150128,ERN,20150902,20150902,6283,25,01/29/2015 12:00:00 AM,01/22/2015 12:00:00 AM,01/28/2015 12:00:00 AM,09/02/2015 12:00:00 AM,09/02/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150026,20150202,FCA Netherlands B.V.,P54,Het brandstofpomprelais kan uitschakelen of onregelmatig gaan werken.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Bij uitschakelen van het brandstofpomprelais slaat de motor onverwacht af.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt uitgenodigd een afspraak te maken met een merkdealer voor het laten uitvoeren van een aanpassing. Deze installeert dan een vervangende brandstofpomprelais.,Niet bekend,00800 04265337,Deze terugroepactie is vervangen door terugroepactie MGP210478 (V62).,20141101,20150128,ERN,20150201,20150201,230760,75,02/02/2015 12:00:00 AM,11/01/2014 12:00:00 AM,01/28/2015 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP150028,20150218,Klintberg and Way AB,14271EU,"Bij sommige voertuigen kan  de bout waarmee de elektrische hoogteverstelling van de voorstoel is vastgezet, loskomen of eruit vallen. Als de bout eruit valt, valt de stoel plotseling helemaal omlaag.",Motorrijtuigen - carrosserie (zitplaatsen),Door deze plotselinge beweging van de stoel kan de rijveiligheid in het geding komen of is er meer kans op letsel van de inzittende bij een botsing.,De producent roept de betreffende voertuigen terug. Maatregelen worden genomen om het defect te verhelpen. De voertuigeigenaar wordt verzocht een afspraak te maken met een erkende merkdealer. Deze zal de pasbout van de hoogteverstelling vervangen.,Niet bekend,00080086808800,Geen,20150126,20150218,ERN,20150302,20150302,475224,26,02/18/2015 12:00:00 AM,01/26/2015 12:00:00 AM,02/18/2015 12:00:00 AM,03/02/2015 12:00:00 AM,03/02/2015 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
