OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
1726,c70e55d6-0a40-4d5f-9bd1-16bad918db4b,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,519,a,519,519_a,Roermond,"47,537699",-9.327347,"-9,327347",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,197983.155,357170.211,26.649,Roermond - Haelen,RM-HLN,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,51.20229804,6.00220954,47.537699
1727,5a19124d-d70a-4094-9f45-1b097dfbb18d,,60,Bestaand,Mt-Glk,Maastricht - Lanaken (B) ,520,c,520,520_c,Maastricht,"36,887011",-2.620714,"-2,620714",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177082.81599999,318683.88199999,50.929,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85755523,5.70080653,36.887011
1728,0cb6c0f7-ec3c-4c53-b86c-229e8db65e39,,60,Bestaand,Mt-Glk,Maastricht - Lanaken (B) ,520,c,520,520_c,Maastricht,"36,886314",-2.611571,"-2,611571",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177083.337,318683.407,50.929,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85755094,5.7008139,36.886314
1729,78b99ff1-aa67-4457-9f84-ecc22bba1c1b,,60,Bestaand,Mt-Glk,Maastricht - Lanaken (B) ,520,c,520,520_c,Maastricht,"36,606504",3.468456,"3,468456",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177229.608,318445.27399999,46.941,Maastricht Lijnwerkplaats,MTWPL,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85540477,5.70287655,36.606504
1730,11c287f3-031b-472b-8e04-668ba0667630,,60,Bestaand,Mt-Glk,Maastricht - Lanaken (B) ,520,c,520,520_c,Maastricht,"36,646057",11.769033,"11,769033",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177221.864,318484.55099999,46.93099999,Maastricht Lijnwerkplaats,MTWPL,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85575812,5.70276899,36.646057
1731,59518b5f-f45c-44b5-8f7f-954820d853ee,,60,Bestaand,Mt-Glk,Maastricht - Lanaken (B) ,520,c,520,520_c,Maastricht,"36,647547",11.908695,"11,908695",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177221.413,318485.96299999,46.93099999,Maastricht Lijnwerkplaats,MTWPL,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85577083,5.70276267,36.647547
1732,97531d86-bc4d-497c-b7fa-52fdeabee8f7,,60,Bestaand,Mt-Glk,Maastricht - Lanaken (B) ,520,c,520,520_c,Maastricht,"36,647871",7.321324,"7,321324",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177217.068,318484.45699999,46.93999999,Maastricht Lijnwerkplaats,MTWPL,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85575747,5.70270088,36.647871
1733,f0159f0e-a2c0-4f52-8550-6ea90f9bd2ce,,60,Bestaand,Mt-Glk,Maastricht - Lanaken (B) ,520,c,520,520_c,Maastricht,"36,648280",-7.982877,"-7,982877",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177202.834,318478.82,46.93999999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85570735,5.7024984,36.64828
1734,98743a50-3938-4035-ac8b-b0cfb3c0e1b8,,60,Bestaand,Mt-Glk,Maastricht - Lanaken (B) ,520,c,520,520_c,Maastricht,"36,646834",-7.789606,"-7,789606",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177203.57399999,318477.579,46.936,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85569616,5.70250883,36.646834
1735,e355896c-945e-4b2e-be38-516bcf266c82,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,703763",-24.765676,"-24,765676",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177285.371,318254.129,48.19599999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85368446,5.70365668,0.703763
1736,d9998da9-798d-4cbd-a4dd-2d3079a96e75,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,703339",-24.760158,"-24,760158",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177285.49799999,318253.71899999,48.19599999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85368077,5.70365846,0.703339
1737,4500b66e-a327-475e-995d-192e0fc990dd,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,837214",-16.2579,"-16,257900",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177257.448,318389.54499999,48.387,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85490276,5.70326848,0.837214
1738,cf43518f-84ce-4dc3-8a4f-d9b840d2f28b,,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,836858",-16.228097,"-16,228097",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177257.529,318389.188,48.387,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85489955,5.70326961,0.836858
1739,0a71ddbd-d27e-4424-9762-798e28e54aff,51406_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,709090",-8.298714,"-8,298714",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177299.633,318263.96899999,48.335,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85377235,5.70385981,0.70909
1740,42d0337e-46d5-4f6b-9a8a-ff96165f571d,51316_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"1,215178",11.949858,"11,949858",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177413.195,318736.342,48.307,Maastricht,MT_75,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85801396,5.70550161,1.215178
1741,a9327631-fec8-47a6-9ab2-4786d16f1496,51322_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"1,081190",-12.419612,"-12,419612",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177317.795,318636.678,48.276,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85712183,5.70414065,1.08119
1742,b9f34b6c-61bc-4c56-96c7-5bdc62d38407,51408_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,738041",-18.136728,"-18,136728",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177281.89,318289.276,48.22699999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85400052,5.70360941,0.738041
1743,b809ba57-a49e-4f6e-b717-1fd322ced144,51299_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,793573",-9.017295,"-9,017295",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177275.027,318345.61099999,46.883,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85450717,5.70351542,0.793573
1744,be8d3df8-0eb3-46e7-90a0-dc48e01ea207,51411_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,794986",-9.064968,"-9,064968",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177274.59599999,318346.956,46.883,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85451927,5.70350938,0.794986
1745,5e02d048-3879-49b2-92b3-f908a43ae06e,51364_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,990936",14.337822,"14,337822",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177300.184,318544.983,48.29699999,Maastricht,MT_51-52,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85629829,5.70388491,0.990936
1746,66809099-aa44-4fd8-a1ed-c1c291fa4c44,51324_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"1,088991",-11.882641,"-11,882641",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177322.265,318643.05099999,48.35399999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85717894,5.70420452,1.088991
1747,203db7ed-3612-44cb-81c5-4e4e5525a9c1,51294_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"1,220836",11.853157,"11,853157",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177416.266,318741.12,48.308,Maastricht,MT_75,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85805678,5.70554551,1.220836
1748,6435e7c0-172c-4553-8a1e-ada525f59682,51375_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,835077",-14.083199,"-14,083199",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177259.91,318387.684,48.43699999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85488594,5.70330333,0.835077
1749,df6099bb-7a8b-493b-920d-55af315aeb52,51371_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,829222",-14.658484,"-14,658484",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177260.84299999,318380.45,48.29699999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85482088,5.70331613,0.829222
1750,7645bd98-b230-4c52-984a-a89118e982f7,51267_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,669591",-9.457941,"-9,457941",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177309.31,318225.91399999,48.393,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85342991,5.70399489,0.669591
1751,b08f229d-6900-4e1a-98d2-1841f10811a4,51268_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,688583",-8.79282,"-8,792820",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177304.82199999,318244.21399999,48.27,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85359458,5.70393228,0.688583
1752,ac593144-6ead-43af-9a97-ad367fde8dee,51341_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,737630",-18.124363,"-18,124363",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177282.01999999,318288.88,48.22699999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85399696,5.70361123,0.73763
1753,fe59a9d0-c194-4a6b-b6a3-0dda284b6d63,51178_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,534083",30.247683,"30,247683",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177385.41899999,318106.657,48.204,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85235498,5.70506829,0.534083
1754,8b62bc0a-b2a0-4898-86ab-a5da9070f7bd,51274_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,540309",29.761129,"29,761129",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177383.135,318112.575,48.204,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85240826,5.70503622,0.540309
1755,17601cf1-58bd-4fac-bbd4-ea631fd063f0,51290_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,401646",41.558673,"41,558673",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177434.59099999,317983.239,46.825,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85124368,5.70575889,0.401646
1756,c8c4b6b1-8de3-41ca-9052-79955a9f5366,51289_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,402960",41.540732,"41,540732",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177434.19399999,317984.48499999,46.783,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.8512549,5.70575333,0.40296
1757,8f36ba75-c166-4f9c-84e3-73a725299095,51285_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,286090",59.136744,"59,136744",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177485.84899999,317878.62599999,48.29099999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85030134,5.70648024,0.28609
1758,8bdbf05c-356d-4e6c-b590-e3a2cd52ad16,51283_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,279460",59.236305,"59,236305",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177487.92,317872.25699999,48.274,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85024401,5.70650925,0.27946
1759,b5d07468-b301-4abb-a4b0-85f459c65283,51674_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,182173",41.787979,"41,787979",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177499.92499999,317771.20899999,48.29699999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.84933524,5.70667344,0.182173
1760,b73ea4aa-e8a4-437f-88b5-363b9efd85d0,51292_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,181487",41.612888,"41,612888",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177499.927,317770.499,48.29699999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.84932886,5.70667343,0.181487
1761,c8f4b020-5f4b-40d9-bf83-8b4eae26df14,51293_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,073843",17.816042,"17,816042",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177501.61499999,317658.226,48.59799999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.8483196,5.70669043,0.073843
1762,dd48b5a4-d1db-4201-b770-f6bbf464e28a,51243_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,083781",18.357107,"18,357107",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177500.624,317668.014,48.54099999,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.84840762,5.70667697,0.083781
1763,25e3c14c-e81f-4397-851a-5e146aac12b9,51271_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,951454",58.056301,"58,056301",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177331.548,318496.45299999,48.258,Maastricht,MT_75,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85586085,5.70432732,0.951454
1764,65fd0212-96b8-4f81-aaef-323279f7c928,51272_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,952033",57.943691,"57,943691",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177331.571,318497.076,48.258,Maastricht,MT_75,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85586645,5.70432769,0.952033
1765,4d75657e-7b85-405e-9613-7244f19cdedd,51277_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,950933",58.183889,"58,183889",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177331.553,318495.88699999,48.258,Maastricht,MT_75,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85585576,5.70432736,0.950933
1766,240ef182-971b-4d7c-89d9-1097ef4404fe,51273_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,950353",58.311033,"58,311033",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177331.54399999,318495.26,48.258,Maastricht,MT_75,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85585012,5.70432719,0.950353
1767,d7ad64f8-7123-4930-a3da-abe2f1a82689,51276_2008_BEB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,943778",36.060811,"36,060811",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177308.314,318493.28899999,48.338,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85583331,5.70399719,0.943778
1768,70e1f6be-837e-4a56-85bb-3f68eedf131f,51278_2008_BOB,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,943817",36.436757,"36,436757",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177308.69,318493.248,48.338,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85583293,5.70400252,0.943817
1769,92579fcb-7c43-465a-b324-5a804cd3851a,51244_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,751973",10.144703,"10,144703",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177305.01199999,318310.81699999,48.335,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85419325,5.70393908,0.751973
1770,a364cdba-3029-4e84-9d78-aafdb715ae3f,51317_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,751577",10.148288,"10,148288",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177305.12899999,318310.434,48.298,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.8541898,5.70394071,0.751577
1771,3273f5d8-1f51-43f6-969e-da635db86262,51407_2008_BOB-F,60,Bestaand,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,"0,708723",-8.303383,"-8,303383",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177299.734,318263.61099999,48.335,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.85376913,5.70386122,0.708723
1772,541f055b-9ac3-475a-af0e-0fd1ae95a00e,51399_2008_BOB,60,Bestaand,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,"28,330036",-5.506652,"-5,506652",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177550.144,317421.89299999,49.402,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.84619336,5.70736479,28.330036
1773,73c1b529-de4a-462d-824f-ace613d1ce4f,51401_2008_BOB,60,Bestaand,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,"28,334626",4.959111,"4,959111",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177556.276,317431.54499999,49.329,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.84627988,5.70745245,28.334626
1774,47815b04-4f4b-49f3-9373-21efbfd21864,51402_2008_BEB,60,Bestaand,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,"28,335037",4.969682,"4,969682",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177556.05499999,317431.89399999,49.329,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.84628302,5.70744934,28.335037
1775,6cef6a7d-afdd-4007-b0d9-cc78077dd92b,51400_2008_BEB,60,Bestaand,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,"28,330723",-5.50826,"-5,508260",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,177549.75899999,317422.465,49.402,Maastricht,MT,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Oost,50.84619851,5.70735936,28.330723
1776,447e32c1-1698-417d-9c55-f557b9fbd46a,,60,Bestaand,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,"115,244238",10.999697,"10,999697",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,40911.57899999,385326.76199999,4.08999999,Sloehaven Emplacement,SLOE,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.44547723,3.74601428,115.244238
1777,1940300b-af4b-4004-9386-d3854cecf0d6,,60,Bestaand,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,"115,342852",53.927769,"53,927769",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,40840.31399999,385265.242,4.165,Sloehaven Emplacement,SLOE_525-571,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.44491001,3.74500944,115.342852
1778,fc85d925-07bc-4376-b158-f7027ec3f3f7,,60,Bestaand,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,"200,122477",-40.470502,"-40,470502",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,40440.222,386255.906,3.87999999,Sloehaven Emplacement,SLOE,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.45373063,3.73893438,200.122477
1779,9d621d27-ada0-4429-bb85-22700b6a2683,,60,Bestaand,Sloe-Blvh,Sloehaven Emplacement - Bijleveldhaven ,817,m,817,817_m,Vlissingen Sloehaven,"800,100000",2.941422,"2,941422",Derden - Overig - Kloosterboer,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,39057.593,388820.309,7.09799999,Sloehaven Emplacement,SLOE_VP,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.47649064,3.71820497,800.1
1780,f64c9990-4d03-4042-bebb-9589c4bc3718,,60,Bestaand,Eupwo-IJslw,Europaweg Oost - IJslandweg ,817,k,817,817_k,Vlissingen Sloehaven,"600,064696",5.186375,"5,186375",Strukton Rail Short Line,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,40616.906,384781.161,4.322,Sloehaven Emplacement,SLOE_523-524,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.44051495,3.74195403,600.064696
1781,cd156bbb-b14e-490b-92fd-ffca3b4ed9b2,,60,Bestaand,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,"200,123963",-31.079177,"-31,079177",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,40447.794,386261.65399999,3.986,Sloehaven Emplacement,SLOE,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.45378382,3.73904141,200.123963
1782,bbe2af97-0350-48ab-84aa-244b23e8197d,,60,Bestaand,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,"200,448911",-7.262529,"-7,262529",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,40306.79299999,386552.43199999,4.27099999,Sloehaven Emplacement,SLOE,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-West,51.45636798,3.73691886,200.448911
