OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,NAAM,HOEKVERHOUDING,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_KRUISING_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
564,fe45aa8f-53fc-4333-b393-f65a198325d3,6ed7dd14-0d3f-43b1-abcd-58bc2e74b1ec,217B/219A,01:09:00,60,Bestaand,553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,"21,271529",-5.138927,"-5,138927",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Sittard,STD,PPLG,187834.818,334319.261,51.11699999,217B/219A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.99757956,5.85491704,21.271529
565,416d2461-5aa6-4084-ba4c-936d9bf345bc,58f02946-7cce-4084-9714-8f346d91a866,183/199A,01:09:00,60,Bestaand,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,"0,056300",-28.55906,"-28,559060",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209516.40599999,375415.43599999,21.616,183/199A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36529691,6.17001718,0.0563
566,fd76f391-a594-4b7c-808f-b428677922e2,45f58b71-983e-4db0-80a2-0b4b0aa00bed,85B/87,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,401072",7.557928,"7,557928",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,91001.25199999,395432.025,4.238,85B/87,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54420939,4.46460045,22.401072
567,5ab82177-0e67-4118-bf43-6714b470a77b,411a75ba-f7bb-4b0d-9c59-258205d1421d,41B/45,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,263295",-14.405146,"-14,405146",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,152786.467,463160.14399999,5.495,41B/45,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15660787,5.35485713,43.263295
568,699f3509-a426-4916-adc7-1269c88b1dd0,a3e61b4d-a204-4055-92cc-83c67244a170,379/381,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","18,305695",13.729874,"13,729874",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,PPLG,78865.74,431624.933,5.088,379/381,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.86796806,4.28176207,18.305695
569,59d02e04-65ec-4032-b7c1-00107f948941,277e9dc6-af84-41ce-89b5-fe6e140b5fc4,78A/78B,01:09:00,60,Bestaand,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,"205,730002",2.258156,"2,258156",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sloehaven Emplacement,SLOE_VP,NCBG,37761.932,388263.568,4.86,78A/78B,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.47121995,3.69974705,205.730002
570,d3b1a820-2034-438c-85d9-16345660f52b,950fca7e-0b3e-4890-9232-5148f2095086,229B/291A,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,568575",30.285862,"30,285862",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91527.39299999,437658.31699999,2.98499999,229B/291A,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92377848,4.46446724,83.568575
571,9166ba49-2bc2-4957-a2e7-cd3d85a51330,4883c8b4-4f22-42e0-8eb3-cee8ebb666f6,19B/25,01:09:00,60,Bestaand,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,162761",-1.386289,"-1,386289",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Groningen,GN,PPLG,233370.31,581078.35499999,2.297,19B/25,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.21059185,6.56028179,80.162761
572,d1e10834-19d0-4dbb-927e-695b6ca2fd81,d833659d-8404-4526-9932-bb4974105938,125/127A,01:09:00,60,Bestaand,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,"49,554882",-0.278049,"-0,278049",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Enkhuizen,EKZ,PPLG,147897.75,523506.69099999,2.672,125/127A,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.69892647,5.2821411,49.554882
573,764e1205-a774-44b4-94e2-26349f7188c2,86885197-670a-4785-bbc3-c591755a9f9c,137/138,01:09:00,60,Bestaand,818,a,818,818_a,Terneuzen Dow Chemical,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,"107,250556",7.197834,"7,197834",Zuid,Z,Goes,18,Baan,Zeeland,Strukton Rail Short Line,Sas van Gent,SVG,NCBG,43088.366,373012.449,2.069,137/138,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.33525926,3.78121487,107.250556
574,40acd9d5-814d-4128-a9a0-70fdff26350a,e5893f21-a6c1-4731-8fee-129ebc83ceb9,1273A/1275B,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,855665",15.87949,"15,879490",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82439.301,454916.955,0.444,1273A/1275B,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07776907,4.32871337,24.855665
575,155a6596-ae6f-4930-82aa-e865ed457475,58598d01-325d-4d6b-b067-3624b57539ee,335/337A,01:12:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"84,080541",-7.504928,"-7,504928",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,92009.80999999,437826.59299999,3.38799999,335/337A,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92534565,4.47144873,84.080541
576,31c0c1ec-888b-4315-b7e2-8e6493a54271,30d67d32-0312-4212-bc67-23f41a515787,941A/941B,01:09:00,60,Bestaand,516,b,516,516_b,Blerick,Ah-Vl,Arnhem - Venlo ,"75,111528",-7.404185,"-7,404185",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Blerick,BR_108,NCBG,207674.986,377345.57699999,19.79299999,941A/941B,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.38281976,6.14386536,75.111528
577,57864e80-a18a-4ac7-877f-01781abd43e6,528b5d06-c911-45b5-bfe5-5207d72554d7,1175/1177A,01:09:00,60,Bestaand,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"19,976330",-38.256121,"-38,256121",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Hoofddorp,HFD,PPLG,107283.581,477939.30499999,-3.478,1175/1177A,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord-West,52.28737672,4.68786331,19.97633
578,5af61a24-4cc7-4a47-a912-70b77f41db79,983c6a85-c3df-4499-a04b-d3842325ef4a,55A/55B,01:09:00,60,Bestaand,817,h,817,817_h,Vlissingen Sloehaven,Frkw-Qh,Frankrijkweg - Quarleshaven ,"310,347805",14.34259,"14,342590",Zuid,Z,Goes,18,Baan,Zeeland,Strukton Rail Short Line,Sloehaven Emplacement,SLOE_VP,NCBG,39150.728,387256.39899999,5.73299999,55A/55B,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.46245716,3.72005982,310.347805
579,5b91e5c8-9ea6-4f7f-b93f-5ec77bc8c309,7d53ec45-410b-4335-8cc1-82c11f126ae4,189A/191,01:09:00,60,Bestaand,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,"0,123515",-23.691281,"-23,691281",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209466.014,375454.89799999,21.757,189A/191,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36565646,6.16929973,0.123515
580,40a97d98-af02-4895-9bf6-ebdd0370fce0,5f6f0dcd-38a3-42c0-9408-66edc8f2d297,81B/83A,01:09:00,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,287249",-3.440953,"-3,440953",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,PPLG,110899.22,516799.902,2.431,81B/83A,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63691567,4.73572733,42.287249
581,7b4fb1df-15a2-4f3a-a530-c9ab838b1d95,cfd13ac9-aca3-40cd-b372-2aedb96e9d30,962A/962B,01:09:00,60,Bestaand,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"48,881348",-41.751519,"-41,751519",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Noord Goederenstation,RTNG,NCBG,94836.91999999,440096.411,0.519,962A/962B,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.94605817,4.5121474,48.881348
582,7144a031-23d8-4607-8bda-5590e524a9b4,77daf9d8-0aae-4928-ae2b-0f424a0956cc,3083A/3085,01:09:00,60,Bestaand,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,"905,707894",49.538882,"49,538882",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Watergraafsmeer,WGM,NCBG,125543.00199999,484829.53399999,2.75199999,3083A/3085,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.35058196,4.9548644,905.707894
583,708eb422-d65d-40d4-9fae-35454722a2a3,bf517c34-b049-43bf-b4c8-eb357ad5b98c,47B/49A,01:09:00,60,Bestaand,539,,539,539__,Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"79,301174",5.052702,"5,052702",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Schiedam Centrum,SDM,PPLG,87401.58,437706.907,4.222,47B/49A,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Zuid-Holland Zuid,51.9237291,4.40448658,79.301174
584,1d9cca55-8df2-4203-b166-e68484b005a6,9a7eea1a-d19c-4f57-aa8f-fea8a252c614,2509B/2517A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,218732",-0.427978,"-0,427978",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121362.065,488307.45799999,5.567,2509B/2517A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38159911,4.89315526,80.218732
585,e347bda5-ecbd-43d1-a32f-91e5d7cd684c,9a69a54d-f113-4897-b5ea-569a43cc5f18,431B/433,01:09:00,283,Bestaand,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,"66,068839",-0.115572,"-0,115572",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Nieuw Amsterdam,NA,PPLG,253722.022,526590.46799999,15.085,431B/433,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.71771723,6.84831208,66.068839
586,b7cc2ead-e189-4c8f-a443-c2460a3ddf0e,1bef73a1-7f12-4205-9c62-774695b5df8f,2527B/2539A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,298414",-13.469952,"-13,469952",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121435.975,488273.232,5.57099999,2527B/2539A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38129603,4.89424418,80.298414
587,e20d4026-26b5-4fa6-8156-2e8fa02a96b4,82384c0a-81b1-4e5a-8d01-531c38d9128b,75B/83A,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,320704",-2.977341,"-2,977341",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,91065.41199999,395481.46,4.36099999,75B/83A,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.544661,4.46551625,22.320704
588,d8f2ee48-514c-4f9f-bcf5-a97458966b1e,0b94ec4e-87c6-4b3d-8e0f-07fa3c5e94e9,351B/353A,01:09:00,60,Bestaand,588,,588,588__,Amsterdam Dijksgracht,Asd-Zp,Amsterdam Centraal - Zutphen ,"1,262896",-10.915124,"-10,915124",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,123075.636,487713.837,5.91699999,351B/353A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37636635,4.91837838,1.262896
589,62ab44c8-058d-4789-9018-70128c8d11d2,93537314-293d-4151-8ce4-d4ba9b174c37,113/119,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","7,026270",32.144144,"32,144144",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,PPLG,89892.928,431791.678,3.789,113/119,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87086449,4.44181845,7.02627
590,4d8db27d-1f05-4806-91e5-cd459db440e3,152823f1-a0b2-4681-98b1-6584cabe6be5,53B/55A,01:09:00,60,Bestaand,539,,539,539__,Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"79,165999",8.010129,"8,010129",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Schiedam Centrum,SDM,PPLG,87299.13899999,437796.50099999,3.50999999,53B/55A,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Zuid-Holland Zuid,51.92452183,4.40297991,79.165999
591,fb2f6abe-dff8-4906-9d2f-d4c8f7af0e3b,7a3db4f2-9aa3-43a8-a537-bc6d3054d89e,39B/43,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,223657",-9.668674,"-9,668674",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,152757.07699999,463187.73599999,5.461,39B/43,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15685575,5.35442747,43.223657
592,29fecc9b-3d3d-49ad-81b0-0814e48160e5,97edd04d-7823-49db-96c2-5f4094f567b4,1121/1123A,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,633090",25.358746,"25,358746",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61838.36899999,438981.96299999,5.14599999,1121/1123A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93149249,4.03259941,0.63309
593,79d7a60b-3c4d-4540-84dc-15b845febe96,d889f3a6-3fd6-41f9-a508-de77920eab6b,X0365/X0366,01:07:00,60,Bestaand,810,c,810,810_c,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrgvl,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Grevelingenweg ,"200,631300",2.205237,"2,205237",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,Derden - Overig - Chemours,Dordrecht Aansl. Industrieterrein De Staart,DDRI,NCBG,109563.522,425771.81599999,3.15399999,X0365/X0366,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.81871021,4.72821407,200.6313
594,69b7a567-0e69-4e8e-ad33-bf40157586e2,cf54979d-2fde-4158-9ab4-94ab3ff0f3f2,211B/213A,01:09:00,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"46,172895",2.108101,"2,108101",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,PPLG,251943.397,475315.585,21.596,211B/213A,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.25732836,6.80711266,46.172895
595,e1e2e7a9-2c63-4905-b8a6-17ea514f1e25,a3fca2e0-fca0-4ac6-b6a6-78238867b6ef,345B/347,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","17,455708",12.890665,"12,890665",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,PPLG,79711.68499999,431666.44,4.314,345B/347,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.86845611,4.29403359,17.455708
596,162f2597-9da4-4b9d-86c8-d944c5c5eef8,f826d39c-12aa-430a-8fd6-4b37eddcb9f7,33B/41A,01:09:00,60,Bestaand,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,"58,678342",1.012703,"1,012703",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,161205.336,383704.629,19.93199999,33B/41A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44240249,5.47645369,58.678342
597,bd34c621-07c4-4cbe-a6ad-3cd8442bc424,9658fad1-7896-422e-962a-eef947c405bf,3591B/3605,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"35,813464",10.64805,"10,648050",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,99928.97999999,427755.543,3.343,3591B/3605,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83567131,4.58817595,35.813464
598,5d7b8f57-4983-4e8b-a08f-1d62a6886d4a,8b802119-99a4-42ad-87c0-a30f299675d5,319B/323A,01:08:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,358116",7.589365,"7,589365",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122360.36599999,487760.50699999,5.682,319B/323A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37674374,4.90787014,81.358116
599,a1d1b989-c363-4789-918b-0d7be809d45b,8c87b8f0-cf9e-4221-9c48-bbbc218da7b8,1007/1009,01:09:00,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","39,848399",2.295285,"2,295285",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,62317.194,438644.934,5.24699999,1007/1009,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.92854396,4.03965079,39.848399
600,7d81af93-60de-419f-87a9-e39730d7e629,7f4f45b6-312a-44c4-b575-9578a2232e04,91A/2561B,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,435352",4.588011,"4,588011",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121542.414,488185.748,5.43299999,91A/2561B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38051628,4.89581611,80.435352
601,53ced625-4112-4de9-949e-b493399d08dd,bda172b7-046c-4387-99fa-b9c5fdecb7b3,929A/929B,01:09:00,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"42,212675",-9.450587,"-9,450587",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,NCBG,209118.495,474696.837,10.018,929A/929B,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.25764174,6.17984665,42.212675
602,3165bbb0-1da4-4975-9e3e-69c13ae7c20c,7edbe6dd-fd51-40f6-b45e-2fbe8f86c3db,131B/135A,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,978149",0.506861,"0,506861",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90593.827,395026.46299999,4.2,131B/135A,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.5405178,4.45880222,22.978149
603,110b6af1-2219-40ae-8556-31c357f97f29,cd2cf121-1a12-4f24-b50b-aed3164d20fd,413B/417A,01:09:00,60,Bestaand,588,,588,588__,Amsterdam Dijksgracht,Asd-Zp,Amsterdam Centraal - Zutphen ,"2,889622",4.389596,"4,389596",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Amsterdam Muiderpoort,ASDM,PPLG,124034.999,486762.27899999,6.30299999,413B/417A,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.36786931,4.93255429,2.889622
604,92a5c2e3-8e3e-4dbc-9afb-5e6b4b371ac3,b17cfaaf-9983-42dd-b211-d5749765e2bf,31A/33,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,137602",-9.256929,"-9,256929",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,152701.178,463253.20699999,5.476,31A/33,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15744397,5.35361017,43.137602
605,74cac100-281d-44d0-af17-121a9edda022,14e1c809-48a8-407d-9fc4-d66dc7338726,47B/49A,01:09:00,60,Bestaand,520,b,520,520_b,Maastricht,Fvs-Mt,Visé (B) - Maastricht ,"28,424430",-0.860939,"-0,860939",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177516.40299999,317510.292,47.85999999,47B/49A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.84698928,5.70689122,28.42443
606,395980e7-f771-4790-b6f8-a9f8aac26d36,d00ad43f-bbc1-45c4-85ea-903cff2957da,403A/403B,01:09:00,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"48,403460",-14.749233,"-14,749233",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,148413.44399999,410838.223,6.39499999,403A/403B,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.68629108,5.29195372,48.40346
607,8125dbb9-fc40-4c67-951a-d631f9939d15,fa081719-bf6f-4fc0-9373-4997ab4a1724,87B/89A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,501816",23.468289,"23,468289",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121590.969,488134.45899999,5.44399999,87B/89A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38005829,4.89653431,80.501816
608,3bd29c15-0560-4da7-bb29-0b8db5c0494e,bc024825-9003-41f4-bb92-c161a51a54f0,223B/229A,01:09:00,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"83,401763",17.400185,"17,400185",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,91360.425,437653.527,2.704,223B/229A,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92371636,4.46204112,83.401763
609,3285a66e-581b-4256-9995-e15c55961e2c,cc91a6f8-afb1-401b-86ae-f001e63044d3,109B/111A,01:09:00,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","41,815430",17.118005,"17,118005",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,61569.60399999,440460.353,5.205,109B/111A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94473228,4.02829044,41.81543
