OBJECTID,BEHEERCODE,BEHEERTYPE,HOOFDSOORT,BEHEERDER,PARKNAAM_LANDGOED,OPPERVLAKTE,OMTREK,MAAIFREQUENTIE,BEHEERKLASSE,MATERIAAL_ONDERGROND,GEBIEDSNAAM,SHAPESTArea,SHAPESTLength
648,06.22.G.3541,Vaste planten,Vinca minor,Stadsdeel 6,,5.945,10.372,,,,Elden en De Laar,5.943655775,10.369164810441
649,04.03.G.1612,Vaste planten,Prairiemengsel Spinel,Stadsdeel 4,,42.256,36.297,,Prairiegarden,,CSA,42.25474118,36.2960525082579
650,06.20.G.1469,Haag,Fagus sp.,Stadsdeel 6,,2.116,6.814,,,,Elden en De Laar,2.116229,6.81448852415757
651,06.20.G.1329,Haag,Taxus baccata,Afdeling Bossen & Parken,Park Westerveld,25.977,105.153,,,,Elden en De Laar,25.9768155,105.153313984474
652,04.05.G.1772,Struweel,,Stadsdeel 4,,398.525,76.855,,,,Presikhaaf,398.524845,76.8554903332802
653,06.22.G.0976,Gazon,,Stadsdeel 6,,64.299,97.081,16 x per jaar | Machinaal,,,Elden en De Laar,64.2988365,97.0811261530809
654,05.18.G.0084,Gazon,,Stadsdeel 5,,4.661,8.639,16 x per jaar | Machinaal,,,Malburgen,4.6606435,8.63908967629349
655,06.21.G.1075,Heesters laag,Lonicera nitida 'Maigrun',Stadsdeel 6,,192.783,106.421,,Onkruid beheersen,,"Schuytgraaf, Elderveld",192.782984,106.420820331011
656,06.21.G.2247,Blokhaag,Acer campestre,Stadsdeel 6,,26.724,20.721,,,,"Schuytgraaf, Elderveld",26.72367,20.7209604306725
657,02.13.G.0322,Wadi,,Stadsdeel 2,,129.706,70.022,16 x per jaar | Op Talud | Machinaal,,,Noord-West,129.65968707,70.0185422634175
658,06.22.G.2777,Gras/kruiden,,Stadsdeel 6,,636.484,576.475,3 x per jaar | Machinaal,,,Elden en De Laar,636.4837495,576.475228282937
659,02.12.G.3293,Gazon,,Stadsdeel 2,,15.381,18.991,16 x per jaar | Machinaal,,,Noord-West,15.38109771,18.9894534623385
660,05.23.G.0101,Gazon,,Stadsdeel 5,,69.521,55.398,16 x per jaar | Machinaal,,,VKR,69.509219315,55.3915237150568
661,05.17.G.0735,Gazon,,Stadsdeel 5,,160.139,236.593,16 x per jaar | Handmatig,,,Malburgen,160.136736555,236.589931473632
662,03.09.G.0690,Wadi,,Stadsdeel 3,,1971.468,691.507,16 x per jaar | Op Talud | Handmatig,,,Noord-Oost,1971.4684115,691.507024582997
663,05.23.G.0447,Gazon,,Stadsdeel 5,,52.946,28.711,16 x per jaar | Machinaal,,,VKR,52.9464345,28.711364579108
664,06.20.G.0625,Gazon,,Stadsdeel 6,,5.894,18.109,16 x per jaar | Machinaal,,,Elden en De Laar,5.8940085,18.1090635182628
665,06.24.G.0892,Haag,,Stadsdeel 6,,53.767,135.992,,,,"Schuytgraaf, Elderveld",53.767198,135.991903830927
666,06.20.G.1334,Haag,Buxus sp.,Afdeling Bossen & Parken,Park Westerveld,32.337,130.383,,,,Elden en De Laar,32.337329,130.383131783931
667,03.09.G.0491,Gazon,,Stadsdeel 3,,27.366,21.746,16 x per jaar | Machinaal,,,Noord-Oost,27.36581,21.7459228059035
668,05.17.G.0453,Gazon,,Stadsdeel 5,,96.439,41.794,16 x per jaar | Machinaal,,,Malburgen,96.438936,41.7937741553022
669,04.03.G.0580,Gras/kruiden,,Stadsdeel 4,,143.497,120.95,2 x per jaar | Op Talud | Machinaal,,,CSA,143.4965735,120.950250810729
670,06.22.G.0119,Blokhaag,,Stadsdeel 6,,41.561,31.046,,,,Elden en De Laar,41.560545,31.0457769344401
671,05.18.G.2492,Gras/kruiden,,Stadsdeel 5,,153.767,173.734,2 x per jaar | Machinaal,,,Malburgen,154.43415715,173.701179199021
672,03.07.G.1403,Gazon,,Stadsdeel 3,,6.186,10.227,16 x per jaar | Machinaal,,,Noord-West,6.18540011,10.2260693498214
673,06.24.G.2929,Gras/kruiden,,Stadsdeel 6,,1059.789,147.478,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",1059.7887875,147.477520901915
674,06.24.G.1333,Gazon,,Stadsdeel 6,,541.777,465.624,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",541.717544145,465.613075213166
675,05.17.G.0899,Heesters hoog,Lonicera tatarica 'Hack's Red',Stadsdeel 5,,17.714,19.648,,Geen onkruid beheersen,,Malburgen,17.714126,19.6478032211673
676,06.24.G.3006,Vlak onderhoud derden,Rudbeckia fulgida 'Goldsturm',Derden,,14.09,16.994,,,,"Schuytgraaf, Elderveld",14.0897165,16.9939425373701
677,06.24.G.3122,Gazon,,Stadsdeel 6,,5.797,14.234,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",5.7973815,14.2344064720766
678,05.16.G.0429,Gras/kruiden,,Stadsdeel 5,,53.509,30.301,2 x per jaar | Machinaal,,,Malburgen,53.5088215,30.301215255057
679,06.22.G.4082,Gazon,,Stadsdeel 6,,334.349,96.854,16 x per jaar | Machinaal,,,Elden en De Laar,334.3486035,96.8540763307612
680,04.03.G.0284,Gazon,,Stadsdeel 4,,417.525,156.211,16 x per jaar | Machinaal,,,CSA,417.477902125,156.202172981132
681,04.04.G.1589,Vaste planten,,Stadsdeel 4,,28.354,23.649,,,,Presikhaaf,28.354425,23.6490034806305
682,05.19.G.0363,Gazon,,Stadsdeel 5,,41.025,54.725,16 x per jaar | Machinaal,,,VKR,40.8100028,54.7169401380422
683,05.19.G.0815,Gazon,,Stadsdeel 5,,39.179,31.11,16 x per jaar | Machinaal,,,VKR,39.178759,31.1102781699954
684,05.18.G.1520,Gazon,,Stadsdeel 5,,53.823,44.268,16 x per jaar | Machinaal,,,Malburgen,53.822783,44.267958091077
685,05.17.G.1192,Gras/kruiden,,Stadsdeel 5,,124.971,159.828,2 x per jaar | Op Talud | Machinaal,,,Malburgen,124.8978445,159.826699817911
686,05.18.G.1747,Blokhaag,,Stadsdeel 5,,3.148,7.57,,,,Malburgen,3.14716352,7.56812492689944
687,05.17.G.0314,Gazon,,Stadsdeel 5,,145.242,74.359,16 x per jaar | Machinaal,,,Malburgen,145.632794445,74.339801582261
688,02.13.G.0215,Blokhaag,,Stadsdeel 2,,18.799,39.612,,,,Noord-West,18.7988685,39.6115240394225
689,04.05.G.0446,Haag,,Stadsdeel 4,,16.452,63.35,,,,Presikhaaf,16.4524955,63.3501637665458
690,06.22.G.3342,Heesters laag,Mahonia aquifolium 'Darhil' (Hyllary),Stadsdeel 6,,24.738,20.637,,Onkruid beheersen,,Elden en De Laar,24.73795,20.6367461810691
691,06.22.G.4046,Gazon,,Stadsdeel 6,,68.548,69.121,16 x per jaar | Machinaal,,,Elden en De Laar,68.5482225,69.1209553307274
692,05.17.G.1136,Droge ruigte,,Stadsdeel 5,,729.509,143.334,1 x per 2 jaar (even jaren) | Machinaal,,,Malburgen,729.508613,143.334080014408
693,04.04.G.0122,Gazon,,Stadsdeel 4,,105.272,75.236,16 x per jaar | Machinaal,,,Presikhaaf,105.17752988,75.2305928873172
694,05.19.G.0555,Gazon,,Stadsdeel 5,,31.878,27.988,16 x per jaar | Machinaal,,,VKR,31.877708,27.9876234681562
695,03.06.G.0806,Gras/kruiden,,Stadsdeel 3,,180.372,224.579,2 x per jaar | Machinaal,,,Noord-West,180.37103538,224.577815955632
696,06.24.G.3141,Gazon,,Stadsdeel 6,,93.807,189.631,16 x per jaar | Handmatig,,,"Schuytgraaf, Elderveld",93.8071515,189.631148581456
697,05.18.G.1177,Gazon,,Stadsdeel 5,,29.515,25.659,16 x per jaar | Machinaal,,,Malburgen,29.514774,25.6590904629348
698,04.05.G.0879,Gras/kruiden,,Stadsdeel 4,,35.516,50.092,2 x per jaar | Machinaal,,,Presikhaaf,35.5157675,50.0924351317863
699,05.17.G.0949,Gazon,,Stadsdeel 5,,58.505,42.178,16 x per jaar | Machinaal,,,Malburgen,58.5046645,42.1779521687915
700,02.12.G.0757,Gazon,,Stadsdeel 2,,115.387,45.144,16 x per jaar | Machinaal,,,Noord-West,115.387064,45.1441778918246
701,06.20.G.1445,Gras/kruiden,,Stadsdeel 6,,362.028,247.751,2 x per jaar | Machinaal,,,Elden en De Laar,362.55367166,247.718448217579
702,03.10.G.0585,Vaste planten,Geranium macrorrhizum,Stadsdeel 3,,2.845,7.513,,,,Noord-Oost,2.843721755,7.51150893179711
703,04.03.G.1746,Vlak onderhoud derden,,Derden,,40.727,33.542,,,,CSA,40.674247905,33.5349021871337
704,06.21.G.3667,Haag,Hedera helix,Stadsdeel 6,,0.599,3.398,,,,"Schuytgraaf, Elderveld",0.5993785,3.39759185856619
705,05.16.G.0295,Gazon,,Stadsdeel 5,,77.546,57.772,16 x per jaar | Machinaal,,,Malburgen,77.45389866,57.7643736718754
706,06.22.G.0907,Gazon,,Stadsdeel 6,,51.674,43.872,16 x per jaar | Machinaal,,,Elden en De Laar,51.865050605,43.8627288965262
707,03.11.G.2474,Vlak onderhoud derden,,Derden,,4.334,8.534,,,,Noord-Oost,4.334424,8.53386868785444
708,05.23.G.0944,Blokhaag,Lonicera nitida 'Elegant',Stadsdeel 5,,81.843,35.328,,,,VKR,81.81084462,35.3201173666292
709,05.18.G.1225,Blokhaag,,Stadsdeel 5,,13.357,19.633,,,,Malburgen,13.3571705,19.633216141945
710,02.12.G.3428,Gazon,,Afdeling Bossen & Parken,Park Sonsbeek,10.857,49.633,25 x per jaar | Machinaal,,,Noord-West,11.080035,49.6319474141261
711,05.17.G.0942,Gazon,,Stadsdeel 5,,74.515,104.271,16 x per jaar | Handmatig,,,Malburgen,74.5137913,104.26568367625
712,06.21.G.0581,Gazon,,Stadsdeel 6,,52.455,43.307,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",52.4553755,43.3071391375891
713,06.24.G.0070,Gazon,,Stadsdeel 6,,198.504,59.327,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",198.5044905,59.3272656536221
714,05.19.G.1271,Haag,Ligustrum sp.,Stadsdeel 5,,5.398,14.188,,,,VKR,5.397585,14.1882576978546
715,03.11.G.1685,Gazon,,Stadsdeel 3,,51.987,142.306,16 x per jaar | Machinaal,,,Noord-Oost,51.954893315,142.30131654225
716,04.04.G.1640,Wadi,,Stadsdeel 4,,103.849,69.413,3 x per jaar | Op Talud | Machinaal,,,Presikhaaf,103.848527,69.4127242351568
717,03.10.G.0690,Vlak onderhoud projecten,Geranium macrorrhizum 'Ingwersen's Variety',Projecten,,6.718,11.643,,,,Noord-Oost,6.716914125,11.6405262146328
718,06.20.G.1022,Gazon,,Stadsdeel 6,,937.712,1625.453,16 x per jaar | Machinaal,,,Elden en De Laar,937.69821692,1625.45115780916
719,05.18.G.2544,Vlak onderhoud derden,,Derden,,11.784,14.659,,,,Malburgen,11.783636,14.6585280644611
720,02.12.G.1168,Gras/kruiden,,Stadsdeel 2,,124.598,154.801,2 x per jaar | Op Talud | Machinaal,,,Noord-West,124.72792,154.799234973442
721,05.17.G.0446,Gazon,,Stadsdeel 5,,53.916,63.276,16 x per jaar | Machinaal,,,Malburgen,53.7587225,63.2573913627205
722,03.08.G.1028,Gazon,,Stadsdeel 3,,42.153,30.021,16 x per jaar | Machinaal,,,Noord-Oost,42.153144,30.0209199545502
723,05.18.G.1467,Gazon,,Stadsdeel 5,,90.72,58.231,16 x per jaar | Machinaal,,,Malburgen,90.718124755,58.2293204415345
724,04.05.G.0518,Vlak onderhoud derden,,Derden,,30.271,22.695,,Geen onkruid beheersen,,Presikhaaf,30.2710925,22.6954104574205
725,04.04.G.0778,Haag,,Stadsdeel 4,,14.521,30.831,,,,Presikhaaf,14.521078,30.8306432063231
726,01.01.G.1834,Haag,Taxus sp.,Stadsdeel 1,,7.11,29.438,,,,CSA,7.1103165,29.4380460376916
727,04.04.G.0454,Heesters hoog,Hypericum kalmianum 'Sonnenbraut',Stadsdeel 4,,19.58,20.795,,Onkruid beheersen,,Presikhaaf,19.5797195,20.7950331748389
728,06.21.G.1326,Struweel,,Stadsdeel 6,,240.682,76.052,,,,"Schuytgraaf, Elderveld",240.682203,76.0523716958125
729,06.22.G.2906,Heesters laag,Ligustrum sp.,Stadsdeel 6,,18.779,17.016,,Onkruid beheersen,,Elden en De Laar,18.77059998,17.0142524768752
730,03.09.G.4243,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,50.541,31.41,,,,Noord-Oost,50.5414105,31.410313526244
731,06.24.G.2899,Gazon,,Stadsdeel 6,,19.179,21.939,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",19.1745662,21.9367873950841
732,02.14.G.0194,Gazon,,Stadsdeel 2,,27.555,28.441,16 x per jaar | Machinaal,,,Noord-West,27.555261,28.4405841945272
733,06.21.G.0972,Vlak onderhoud derden,Acer campestre,Derden,,18.382,47.494,,,,"Schuytgraaf, Elderveld",18.381793,47.4939686476997
734,06.21.G.2965,Gazon,,Stadsdeel 6,,37.225,48.669,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",36.89462207,48.6517116175227
735,06.21.G.2930,Haag,,Stadsdeel 6,,5.012,21.016,,,,"Schuytgraaf, Elderveld",5.011946,21.0159583240773
736,05.16.G.0141,Gazon,,Stadsdeel 5,,887.7,141.818,16 x per jaar | Machinaal,,,Malburgen,887.05633956,141.799152427602
737,05.18.G.2293,Gazon,,Stadsdeel 5,,2630.735,616.821,16 x per jaar | Machinaal,,,Malburgen,2630.671392,616.820851045428
738,04.04.G.0846,Gazon,,Stadsdeel 4,,569.769,256.676,16 x per jaar | Machinaal,,,Presikhaaf,569.723703265,256.668674353565
739,03.10.G.0036,Gazon,,Stadsdeel 3,,69.563,42.349,16 x per jaar | Machinaal,,,Noord-Oost,69.563086,42.3486517950994
740,06.22.G.1739,Struweel,,Stadsdeel 6,,41.083,47.726,,,,Elden en De Laar,41.083323,47.7256117051636
741,03.10.G.0653,Vlak onderhoud derden,Geranium macrorrhizum 'Ingwersen's Variety',Derden,,4.408,8.581,,,,Noord-Oost,4.406879685,8.58039200231179
742,06.22.G.0548,Gazon,,Stadsdeel 6,,24.216,24.756,16 x per jaar | Machinaal,,,Elden en De Laar,24.21595,24.7562514445438
743,03.11.G.1385,Gazon,,Stadsdeel 3,,539.995,290.3,16 x per jaar | Machinaal,,,Noord-Oost,539.99472,290.300026119443
744,05.19.G.0470,Gazon,,Stadsdeel 5,,277.228,92.289,16 x per jaar | Machinaal,,,VKR,277.2276,92.2892673904206
745,02.14.G.0220,Gras/kruiden,,Stadsdeel 2,,196.373,77.316,2 x per jaar | Machinaal,,,Noord-West,196.37029195,77.3155682708779
746,01.01.G.1599,Boomspiegel,,Stadsdeel 1,,3.689,7.683,,,,CSA,3.6890675,7.68278777722562
747,04.03.G.1718,Gazon,,Stadsdeel 4,,84.53,69.37,16 x per jaar | Machinaal,,,CSA,84.52871301,69.3680989846767
748,06.22.G.1788,Blokhaag,,Stadsdeel 6,,7.636,11.016,,,,Elden en De Laar,7.63589,11.0156128943221
749,03.08.G.2163,Gazon,,Stadsdeel 3,,228.19,86.976,16 x per jaar | Machinaal,,,Noord-Oost,228.19018129,86.972534133811
750,06.20.G.1448,Gazon,,Stadsdeel 6,,452.355,465.09,16 x per jaar | Machinaal,,,Elden en De Laar,452.3549915,465.090013288521
751,05.19.G.1997,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,410.439,90.57,2 x per jaar | Machinaal,,,VKR,410.4388545,90.5696816379505
752,02.14.G.0351,Vlak onderhoud derden,,Derden,,3.956,7.972,16 x per jaar,,,Noord-West,3.956102,7.97189317248989
753,02.12.G.3233,Haag,Fagus sylvatica,Stadsdeel 2,,11.65,32.614,,,,Noord-West,11.6499605,32.614277243333
754,06.24.G.1935,Gras/kruiden,,Stadsdeel 6,,270.12,174.81,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",270.120181,174.810037736284
755,01.01.G.1345,Gazon,,Stadsdeel 1,,40.147,31.886,20 x per jaar | Machinaal,,,CSA,40.1465025,31.8859619690131
756,05.23.G.2195,Gazon,,Stadsdeel 5,,16.466,17.613,16 x per jaar | Machinaal,,,VKR,16.46641,17.6127408188762
757,06.22.G.0781,Gazon,,Stadsdeel 6,,8.229,13.24,16 x per jaar | Machinaal,,,Elden en De Laar,8.22922,13.2402307278376
758,06.24.G.34771,Struweel,Viburnum opulus,Stadsdeel 6,,234.511,81.936,,,,"Schuytgraaf, Elderveld",234.5109155,81.9355672189894
759,02.12.G.0719,Gazon,,Stadsdeel 2,,120.964,84.652,16 x per jaar | Machinaal,,,Noord-West,121.05298451,84.6328034380208
760,06.20.G.0398,Blokhaag,Prunus laurocerasus 'Otto Luyken',Stadsdeel 6,,11.055,13.542,,,,Elden en De Laar,11.0549,13.542231881331
761,04.02.G.0625,Vlak onderhoud derden,,Derden,,6.511,11.478,,,,CSA,6.510845,11.4782861296504
762,03.09.G.2274,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,70.599,70.963,,,,Noord-Oost,70.5994265,70.9628490330931
763,03.09.G.4190,Struweel,,Afdeling Bossen & Parken,Begraafpark Moscowa,20.004,18.754,,,,Noord-Oost,20.004092,18.753789672521
764,05.18.G.1115,Gazon,,Stadsdeel 5,,3488.821,1172.613,16 x per jaar | Machinaal,,,Malburgen,3488.813857315,1172.61064807058
765,02.12.G.3555,Gazon,,Stadsdeel 2,,6.347,10.775,16 x per jaar | Machinaal,,,Noord-West,6.345259825,10.771744093785
766,03.08.G.2226,Gazon,,Stadsdeel 3,,4.206,8.362,16 x per jaar | Machinaal,,,Noord-Oost,4.20460122,8.36135477522893
767,02.12.G.2245,Gazon,,Afdeling Bossen & Parken,Park Sonsbeek,2881.322,279.282,25 x per jaar | Machinaal,,,Noord-West,2881.322353,279.281651355693
768,06.24.G.1792,Vlak onderhoud derden,,Derden,,171,68.265,,,,"Schuytgraaf, Elderveld",170.9997225,68.2651373555769
769,06.22.G.4131,Heesters laag,Rosa 'Schneeflocke' (Noaschnee),Stadsdeel 6,,3.882,10.114,,Onkruid beheersen,,Elden en De Laar,3.88121947,10.1114783273207
770,02.13.G.0179,Gras/kruiden,,Stadsdeel 2,,38.707,76.292,2 x per jaar | Machinaal,,,Noord-West,38.7070685,76.2916362576301
771,05.18.G.0923,Blokhaag,,Stadsdeel 5,,35.553,27.797,,,,Malburgen,35.553188,27.7973979144504
772,02.12.G.2759,Gazon,,Stadsdeel 2,,8.794,12.098,16 x per jaar | Machinaal,,,Noord-West,8.77102645,12.095463282473
773,02.13.G.0262,Gras/kruiden,,Stadsdeel 2,,10.749,17.636,2 x per jaar | Machinaal,,,Noord-West,10.747134675,17.6341084397479
774,02.12.G.3126,Heesters hoog,Rhododendron 'Morgenrot',Stadsdeel 2,,10.396,12.698,,Rhododendron,,Noord-West,10.3960435,12.6977740307165
775,06.21.G.1920,Heesters laag,Mahonia aquifolium 'Atropurpurea',Stadsdeel 6,,10.826,14.237,,Onkruid beheersen,,"Schuytgraaf, Elderveld",10.82563,14.2368628724705
776,05.23.G.1578,Gazon,,Stadsdeel 5,,78.197,100.723,16 x per jaar | Machinaal,,,VKR,78.196612,100.722678655389
777,04.04.G.0658,Gras/kruiden,,Stadsdeel 4,,256.817,135.668,2 x per jaar | Machinaal,,,Presikhaaf,257.738964065,135.665696015748
778,03.11.G.1987,Gazon,,Stadsdeel 3,,309.107,146.67,16 x per jaar | Op Talud | Machinaal,,,Noord-Oost,309.106607,146.670142121807
779,06.21.G.1890,Haag,Hedera sp.,Stadsdeel 6,,3.498,14.997,,,,"Schuytgraaf, Elderveld",3.4982785,14.9972469729021
780,05.18.G.1231,Heesters hoog,Gemengde soorten,Stadsdeel 5,,262.711,99.574,,Geen onkruid beheersen,,Malburgen,262.71068,99.5743257974078
781,06.22.G.4192,Rozen,Rosa 'Red Meidiland',Stadsdeel 6,,4.504,9.711,,,,Elden en De Laar,4.50357,9.71135869747185
782,05.19.G.0136,Blokhaag,,Stadsdeel 5,,106.946,46.098,,,,VKR,106.969319585,46.0723563324937
783,05.17.G.0327,Gazon,,Stadsdeel 5,,59.098,50.136,16 x per jaar | Machinaal,,,Malburgen,59.0978725,50.1359233856249
784,05.23.G.0924,Haag,,Stadsdeel 5,,4.845,25.505,,,,VKR,4.844548,25.5046546375035
785,05.23.G.0251,Gazon,,Stadsdeel 5,,131.506,249.861,16 x per jaar | Machinaal,,,VKR,131.505603,249.860801869036
786,06.24.G.2267,Gazon,,Stadsdeel 6,,141.224,251.608,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",140.892229285,251.592531806995
787,03.09.G.5167,Gras/kruiden,,Stadsdeel 3,,233.946,102.35,2 x per jaar | Machinaal,,,Noord-Oost,233.9464935,102.349745787233
788,05.19.G.2394,Gazon,,Afdeling Bossen & Parken,Park Immerloo,223.011,448.11,18 x per jaar | Machinaal,,,VKR,223.0108535,448.110498794936
789,04.05.G.1483,Gazon,,Stadsdeel 4,,97.942,94.3,16 x per jaar | Machinaal,,,Presikhaaf,97.9418975,94.3003243817075
790,06.22.G.0028,Heesters hoog,Gemengde soorten zie doc.,Stadsdeel 6,,9.489,24.776,,Onkruid beheersen,,Elden en De Laar,9.4893845,24.7760560778081
791,03.09.G.4067,Vaste planten,,Stadsdeel 3,,4.568,9.073,,,,Noord-Oost,4.56840732,9.07148822598963
792,09.702.V.0007,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed compl. Sportlaan,337.388,236.975,2 x per jaar | Machinaal,,,Noord-West,337.388186,236.974940222504
793,09.702.V.0029,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed compl. Sportlaan,191.976,386.408,1 x per jaar | Handmatig,,,Noord-West,191.976004,386.40754540839
794,09.701.V.0024,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Rijk der Heide,363.512,185.796,1 x per jaar | Machinaal,,,Noord-West,363.511614,185.795783199049
795,09.103.V.0007,Overig terrein,,Afdeling Bossen & Parken,Landgoed Maasbergse bos,2223.706,206.18,,,,Noord-West,2223.7064285,206.180066761533
796,09.202.V.0013,Overig terrein,,Afdeling Bossen & Parken,Landgoed Schaarbergen zuid,6395.113,462.086,,,,Noord-West,6395.112505,462.085539389598
797,09.412.V.0041,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,403.008,808.213,1 x per jaar | Handmatig,,,Noord-West,403.007688,808.213316628226
798,09.309.V.0013,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Waterberg,68.647,52.695,2 x per jaar | Machinaal,,,Noord-West,68.50717779,52.6858614422725
799,09.702.V.0039,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed compl. Sportlaan,805.929,468.083,2 x per jaar | Machinaal,,,Noord-West,805.9286175,468.082578337095
800,05.19.G.3882,Gazon,,Stadsdeel 5,,51.769,43.793,16 x per jaar | Machinaal,,,VKR,51.82918501,43.7884371578056
801,05.16.G.0702,Gras/kruiden,,Afdeling Bossen & Parken,Meinerswijk,26545.724,3106.129,Niet van toepassing | Begrazing runderen,,,Malburgen,26545.758084695,3106.12219731761
802,06.24.G.2532,Gazon,,Stadsdeel 6,,2.722,10.266,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",2.721605,10.2658466751787
803,04.03.G.0048,Gazon,,Stadsdeel 4,,116.492,61.598,16 x per jaar | Machinaal,,,CSA,116.4918715,61.5980904367061
804,06.24.G.2312,Vlak onderhoud derden,,Derden,,17.979,16.773,,,,"Schuytgraaf, Elderveld",17.9786915,16.7730862034443
805,04.03.G.0487,Gazon,,Stadsdeel 4,,54.301,36.564,16 x per jaar | Machinaal,,,CSA,54.3007785,36.5643952261533
806,06.22.G.3944,Gazon,,Stadsdeel 6,,112.75,124.133,16 x per jaar | Machinaal,,,Elden en De Laar,112.750467,124.133325844512
807,06.24.G.3213,Gazon,,Stadsdeel 6,,149.977,68.598,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",149.977249,68.5982464058986
808,02.14.G.0313,Blokhaag,,Stadsdeel 2,,17.762,21.292,,,,Noord-West,17.87265225,21.2909440322984
809,03.08.G.0955,Gazon,,Stadsdeel 3,,13.726,15.781,16 x per jaar | Machinaal,,,Noord-Oost,13.72466446,15.7778351187306
810,04.03.G.1264,Gazon,,Stadsdeel 4,,13.61,24.379,16 x per jaar | Machinaal,,,CSA,13.609957,24.3793475391603
811,03.11.G.2088,Gazon,,Stadsdeel 3,,1165.466,226.269,16 x per jaar | Machinaal,,,Noord-Oost,1165.466385,226.268632899581
812,04.03.G.0046,Gazon,,Stadsdeel 4,,93.323,77.193,16 x per jaar | Machinaal,,,CSA,93.26347173,77.1875312441442
813,05.23.G.3347,Gazon,,Stadsdeel 5,,138.073,282.728,16 x per jaar | Machinaal,,,VKR,140.3332358,282.717599206615
814,05.17.G.0833,Haag,Ligustrum sp.,Stadsdeel 5,,4.341,11.007,,,,Malburgen,4.340819,11.0074075472786
815,03.09.G.2459,Haag,Taxus sp.,Afdeling Bossen & Parken,Begraafpark Moscowa,71.655,145.295,,,,Noord-Oost,71.6550765,145.295302046612
816,05.19.G.0568,Gazon,,Stadsdeel 5,,45.737,52.469,16 x per jaar | Machinaal,,,VKR,45.737208,52.4688203410112
817,01.01.G.0571,Gazon,,Stadsdeel 1,,283.159,197.837,20 x per jaar | Machinaal,,,CSA,283.9694784,197.836309102472
818,06.21.G.1986,Gazon,,Stadsdeel 6,,2869.646,1609.62,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",2869.71887693,1609.61349804325
819,06.22.G.0404,Gazon,,Stadsdeel 6,,23.116,20.928,16 x per jaar | Machinaal,,,Elden en De Laar,23.1155,20.9279825064736
820,03.08.G.1835,Vaste planten,Geranium macrorrhizum 'Bevan's Variety',Stadsdeel 3,,5.11,9.672,,,,Noord-Oost,5.10887346,9.66867832912334
821,09.228.V.0019,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Schaarbergen noord,368.301,220.754,2 x per jaar | Machinaal,,,Noord-West,368.301099,220.753893040862
822,09.701.V.0009,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Rijk der Heide,428.561,1398.625,1 x per jaar | Machinaal,,,Noord-West,428.56132,1398.62471367112
823,09.412.V.0039,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,265.802,905.847,1 x per jaar | Handmatig,,,Noord-West,265.801626,905.847355938716
824,09.309.V.0012,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Waterberg,42.482,37.913,3 x per jaar | Machinaal,,,Noord-West,42.477692095,37.9088625759212
825,09.401.V.0017,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,354.356,139.836,1 x per jaar | Machinaal,,,Noord-West,354.3560285,139.836378545504
826,09.701.V.0021,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Rijk der Heide,1753.013,1088.532,1 x per jaar | Machinaal,,,Noord-West,1753.0125005,1088.53189475159
