OBJECTID_1,OBJECTID,Gemeentena,Kruispuntn,KPX,KPY,Nomenclatu,Nomencla_1,Omschrijvi,Onderhouds,Onderhou_1,Onderhou_2,Ordernumme,Provincie,Wegbeheerd,Wegbehee_1,Wegbehee_2,Wegnummer,Wegwijzern,WWX,WWY,F21
543,543,ASSEN,23358,231651,561756, paddestoel, NTG, Minister Cremerstraat, Gemeente Assen,11791, GEM,21768, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
544,544,ASSEN,23528,229928,553851, paddestoel, NTG, a/h prov fietspad Assen-, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
545,545,ASSEN,23532,231041,555613, paddestoel, NTG, Witterweg-Rijsweggedeelte 36, Gemeente Assen,11791, GEM,24478, Drenthe, Gemeente Assen,11791, GEM, ,1,231045,555599, 
546,546,ASSEN,23536,235821,555639, paddestoel, NTG, a/d weg Anreep-schieven waar, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
547,547,ASSEN,23537,235831,555528, paddestoel, NTG, Schieven - Anreperstraat, Gemeente Assen,11791, GEM,24198, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
548,548,ASSEN,23616,235403,555025, paddestoel, NTG, Anreep - Kerkepad, Gemeente Assen,11791, GEM,21768, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
549,549,ASSEN,24918,228815,554523, paddestoel, NTG, Ten Z. van Bovensmilde, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
550,550,ASSEN,24919,230280,556226, paddestoel, NTG, Ten NW van Witten., Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
551,551,ASSEN,24920,230545,555528, paddestoel, NTG, Ten W. van Witten., Gemeente Assen,11791, GEM,10935, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
552,552,ASSEN,24921,229021,554824, paddestoel, NTG, Witterzomer, Gemeente Assen,11791, GEM,10935, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
553,553,ASSEN,24997,232360,554248, paddestoel, NTG, De Haar, Gemeente Assen,11791, GEM,10935, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
554,554,ASSEN,24998,232169,554015, paddestoel, NTG, Ten Z. van Assen, aansluiting, Gemeente Assen,11791, GEM,2955, Drenthe,0,11791, GEM,0,1, , 
555,555,ASSEN,25237,235831,555719, paddestoel, NTG, Buurtschap Schieven., Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
556,556,ASSEN,25238,235429,556142, paddestoel, NTG, Te Assen. Kruispunt, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
557,557,ASSEN,62175,230568,556655, fietswegwijzer, NFM, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, N371,10, , , 
558,558,ASSEN,62175,230568,556655, lichtwegwijzer, TLC, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,1, , , 
559,559,ASSEN,62175,230568,556655, lichtwegwijzer, TLC, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,2, , , 
560,560,ASSEN,62175,230568,556655, lichtwegwijzer, TLC, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,3, , , 
561,561,ASSEN,62175,230568,556655, paddestoel, NTG, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, N371,11, , , 
562,562,ASSEN,62175,230568,556655, voorwegwijzer, VVS, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM,7380, Drenthe, Gemeente Assen,11791, GEM, N371,5, , , 
563,563,ASSEN,62175,230568,556655, voorwegwijzer, VVS, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM,7380, Drenthe, Gemeente Assen,11791, GEM, N371,6, , , 
564,564,ASSEN,62175,230568,556655, voorwegwijzer, VVS, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM,7380, Drenthe, Gemeente Assen,11791, GEM, N371,7, , , 
565,565,ASSEN,62175,230568,556655, voorwegwijzer, VVS, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM,7380, Drenthe, Gemeente Assen,11791, GEM, N371,8, , , 
566,566,ASSEN,62175,230568,556655, voorwegwijzer, VVS, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM,7380, Drenthe, Gemeente Assen,11791, GEM, N371,9, , , 
567,567,ASSEN,62175,230568,556655, voorwegwijzer, VVS, Balkenweg - Prof. Prakkeweg, Gemeente Assen,11791, GEM,25393, Drenthe, Gemeente Assen,11791, GEM, N371,4,230878,556744, 
568,568,ASSEN,62176,229667,556867, lichtwegwijzer, TLM, N371-Hoofdweg, Provincie Drenthe,11233, PROV, S02941, Drenthe, Provincie Drenthe,11233, PROV, N371,1, , , 
569,569,ASSEN,62176,229667,556867, voorwegwijzer, VVS, N371-Hoofdweg, Provincie Drenthe,11233, PROV,0, Drenthe, Provincie Drenthe,11233, PROV, N371,2, , , 
570,570,ASSEN,62176,229667,556867, voorwegwijzer, VVS, N371-Hoofdweg, Provincie Drenthe,11233, PROV,16148, Drenthe, Provincie Drenthe,11233, PROV, N371,3, , , 
571,571,ASSEN,63299,231148,555174, paddestoel, NTG, Witterhaar, Gemeente Assen,11791, GEM,24478, Drenthe, Gemeente Assen,11791, GEM, ,1,231176,555174, 
572,572,ASSEN,63299,231148,555174, paddestoel, NTG, Witterhaar, Gemeente Assen,11791, GEM,24478, Drenthe, Gemeente Assen,11791, GEM, ,2,231153,555204, 
573,573,ASSEN,63299,231148,555174, paddestoel, NTG, Witterhaar, Gemeente Assen,11791, GEM,24478, Drenthe, Gemeente Assen,11791, GEM, ,3,231202,555231, 
574,574,ASSEN,64274,232132,555798, fietswegwijzer, NFM, Hoofdlaan-De Wouden, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
575,575,ASSEN,65098,228322,555285, wijk-/objectbord, VWF, Hoofdweg (N371)-Schoolstraat,15038, , PROV,21832, Drenthe, Provincie Drenthe,11233, O, ,1, , , 
576,576,ASSEN,65098,228322,555285, wijk-/objectbord, VWF, Hoofdweg (N371)-Schoolstraat,15038, , PROV,21832, Drenthe, Provincie Drenthe,11233, O, ,2, , , 
577,577,ASSEN,65099,229868,555311, wijk-/objectbord, VWF, Witterzomer,15038, , GEM,20609, Drenthe, Gemeente Assen,11791, O, ,2, , , 
578,578,ASSEN,65099,229868,555311, wijk-/objectbord, VWF, Witterzomer,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, ,1, , , 
579,579,ASSEN,67744,233098,556984, fietswegwijzer, NFM, Te Assen., Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
580,580,ASSEN,68655,234463,560783, lichtwegwijzer, TLA, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
581,581,ASSEN,68655,234463,560783, lichtwegwijzer, TLB, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
582,582,ASSEN,68655,234463,560783, lichtwegwijzer, TLC, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
583,583,ASSEN,68655,234463,560783, lichtwegwijzer, TLD, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
584,584,ASSEN,68655,234463,560783, stapelbord, VSM, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
585,585,ASSEN,68655,234463,560783, stapelbord, VSM, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
586,586,ASSEN,68655,234463,560783, stapelbord, VSS, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
587,587,ASSEN,68656,234471,560545, fietswegwijzer, NFM, Peelo-Azieweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
588,588,ASSEN,68656,234471,560545, lichtwegwijzer, TLA, Peelo-Azieweg, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
589,589,ASSEN,68656,234471,560545, lichtwegwijzer, TLC, Peelo-Azieweg, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
590,590,ASSEN,68656,234471,560545, lichtwegwijzer, TLP, Peelo-Azieweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
591,591,ASSEN,68656,234471,560545, lichtwegwijzer, TLP, Peelo-Azieweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
592,592,ASSEN,68656,234471,560545, stapelbord, VSM, Peelo-Azieweg, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
593,593,ASSEN,68656,234471,560545, stapelbord, VSS, Peelo-Azieweg, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
594,594,ASSEN,68657,234719,560540, aftakkingsbord, VAM, Het Grote Veld-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
595,595,ASSEN,68657,234719,560540, lichtwegwijzer, TLP, Het Grote Veld-, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
596,596,ASSEN,68657,234719,560540, lichtwegwijzer, TLP, Het Grote Veld-, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
597,597,ASSEN,68657,234719,560540, lichtwegwijzer, TLP, Het Grote Veld-, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
598,598,ASSEN,68657,234719,560540, lichtwegwijzer, TLP, Het Grote Veld-, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
599,599,ASSEN,68657,234719,560540, stapelbord, VSM, Het Grote Veld-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
600,600,ASSEN,68657,234719,560540, stapelbord, VSS, Het Grote Veld-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
601,601,ASSEN,68658,234479,560218, lichtwegwijzer, TLC, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
602,602,ASSEN,68658,234479,560218, lichtwegwijzer, TLC, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
603,603,ASSEN,68658,234479,560218, lichtwegwijzer, TLD, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
604,604,ASSEN,68658,234479,560218, lichtwegwijzer, TLE, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
605,605,ASSEN,68658,234479,560218, stapelbord, VSM, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
606,606,ASSEN,68658,234479,560218, stapelbord, VSS, Peelo-, Gemeente Assen,11791, GEM,20444, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
607,607,ASSEN,68658,234479,560218, voorsorteerbord, VDM, Peelo-, Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, ,8, , , 
608,608,ASSEN,68881,233583,556681, fietswegwijzer, NFM, Dr. Nassaulaan - v.d.Feltzpark, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
609,609,ASSEN,68882,234648,556806, fietswegwijzer, NFM, Vredeveldseweg-Buizerdstraat, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
610,610,ASSEN,68883,234447,556880, fietswegwijzer, NFM, Stationsstraat / fietstunnel, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
611,611,ASSEN,68884,234111,556870, fietswegwijzer, NFM, Kloosterstraat - Oostersingel, Gemeente Assen,11791, GEM, S00853, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
612,612,ASSEN,68885,236317,557356, paddestoel, NTG, Dijkveldpad-Europaweg Oost, Gemeente Assen,11791, GEM,7226, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
613,613,ASSEN,68886,236904,557141, paddestoel, NTG, Muijzenbergpad, Gemeente Assen,11791, GEM,7226, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
614,614,ASSEN,68887,232932,559583, fietswegwijzer, NFM, Groene Dijk-Weth.Bergerweg, Gemeente Assen,11791, GEM, S00853, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
615,615,ASSEN,68888,232859,560021, fietswegwijzer, NFM, Zeyerweg - Ten Oeverstraat, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
616,616,ASSEN,68889,230843,559633, fietswegwijzer, NFM, Ten Oeverstr - Jan Wittestr, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
617,617,ASSEN,68890,230795,559786, fietswegwijzer, NFM, Jan Wittestraat-Koelenweg, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
618,618,ASSEN,68891,232604,561025, fietswegwijzer, NFM, Zeijerweg-fietspad, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
619,619,ASSEN,68892,231473,555649, fietswegwijzer, NFM, Veenkamp - Witterhoofdweg, Gemeente Assen,11791, GEM,29974, Drenthe, Gemeente Assen,11791, GEM, A028,1, , , 
620,620,ASSEN,68893,233878,557554, fietswegwijzer, NFM, Groen v Prinsterlaan, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
621,621,ASSEN,68894,234793,557114, fietsbord/fietswegwijzer, NFC, ROLDERHOOFDWEG, Gemeente Assen,11791, GEM,7226, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
622,622,ASSEN,70074,235115,555751, stapelbord, VSF, Anreperstraat - Zevensterstraa,15038, , GEM,10296, Drenthe, Gemeente Assen,11791, O, ,1, , , 
623,623,ASSEN,70075,234431,554371, stapelbord, VSF, Diepstroeten-weg naar H. van B,15038, , GEM,10296, Drenthe, Gemeente Assen,11791, O, ,1, , , 
624,624,ASSEN,70318,234451,558702, voorsorteerbord, VDS, Industrieweg-Claes van Gorcums, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
625,625,ASSEN,70604,235761,560814, fietswegwijzer, NFM, Kleuvenveld - Markepad, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
626,626,ASSEN,70605,236753,561849, fietswegwijzer, NFM, Het Kleuvenveld- Taarloseweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
627,627,ASSEN,70606,236372,559040, fietswegwijzer, NFM, Marsdijk, Gemeente Assen,11791, GEM,15128, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
628,628,ASSEN,70607,236406,559122, fietswegwijzer, NFM, Marsdijk - Koraalstoep, Gemeente Assen,11791, GEM,24265, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
629,629,ASSEN,70608,235594,558780, fietswegwijzer, NFM, Stelmakerstraat-A. Sacharovweg, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
630,630,ASSEN,70609,235639,560423, fietswegwijzer, NFM, Markepad-Steigermesschen, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
631,631,ASSEN,70610,235677,558972, fietswegwijzer, NFM, Marsdijk  -Sacharovweg, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
632,632,ASSEN,70611,234850,559130, fietswegwijzer, NFM, Mahatma Gandhiweg - Marsdijk, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,2,234911,559083, 
633,633,ASSEN,70611,234850,559130, fietswegwijzer, NFM, Mahatma Gandhiweg - Marsdijk, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
634,634,ASSEN,70612,234856,559320, fietswegwijzer, NFM, Tymanshof - Kymmelhof, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
635,635,ASSEN,70613,234735,559429, fietswegwijzer, NFM, Derkingehof - Tymanshof, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
636,636,ASSEN,70614,234595,559597, fietswegwijzer, NFM, Derkingehof - M.L. Kingweg, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
637,637,ASSEN,70615,237008,559162, fietswegwijzer, NFM, Vrieserweg - Peelo??rweg, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
638,638,ASSEN,70616,234528,560044, fietswegwijzer, NFM, Peelo - Willemskanaal, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
639,639,ASSEN,70616,234528,560044, fietswegwijzer, NFM, Peelo - Willemskanaal, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
640,640,ASSEN,70616,234528,560044, fietswegwijzer, NFM, Peelo - Willemskanaal, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,3,234470,559991, 
641,641,ASSEN,70616,234528,560044, fietswegwijzer, NFM, Peelo - Willemskanaal, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,4,234256,560079, 
642,642,ASSEN,70617,230387,556226, paddestoel, NTG, kruising fietspaden, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
643,643,ASSEN,70618,230447,557061, fietswegwijzer, NFM, Prof. Prakkeweg-Hoofdvaartsweg, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
644,644,Assen,71470,231419,557836, fietswegwijzer, NFM, M.Montessoriweg-Asserwijk, Gemeente Assen,11791, GEM,21511, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
645,645,Assen,71470,231419,557836, fietswegwijzer, NFM, M.Montessoriweg-Asserwijk, Gemeente Assen,11791, GEM,21511, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
646,646,ASSEN,71470,231419,557836, voorwegwijzer, VVS, M.Montessoriweg-Asserwijk, Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,1,231355,557870, 
647,647,ASSEN,71470,231419,557836, voorwegwijzer, VVS, M.Montessoriweg-Asserwijk, Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,2,231483,557803, 
648,648,ASSEN,71471,231827,557663, voorwegwijzer, VVS, , Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,1,231775,557706, 
649,649,ASSEN,71471,231827,557663, voorwegwijzer, VVS, , Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,2,231880,557620, 
650,650,ASSEN,71472,231984,557509, grote handwijzer, VEM, Europaweg-West-Hoofdvaartseweg, Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
651,651,ASSEN,71472,231984,557509, lichtwegwijzer, TLA, Europaweg-West-Hoofdvaartseweg, Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
652,652,ASSEN,71472,231984,557509, VEA, VEA, Europaweg-West-Hoofdvaartseweg, Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
653,653,ASSEN,71472,231984,557509, voorwegwijzer, VVS, Europaweg-West-Hoofdvaartseweg, Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
654,654,ASSEN,71472,231984,557509, voorwegwijzer, VVS, Europaweg-West-Hoofdvaartseweg, Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
655,655,ASSEN,71472,231984,557509, voorwegwijzer, VVS, Europaweg-West-Hoofdvaartseweg, Gemeente Assen,11791, GEM,18649, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
656,656,Assen,72412,231618,559405, paddestoel, NTG, Ten Oeverstraat-Schoolpad, Gemeente Assen,11791, GEM,21511, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
657,657,Assen,72413,232583,559744, paddestoel, NTG, Ten Oeverstraat-Daan Huizingap, Gemeente Assen,11791, GEM,21511, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
658,658,Assen,72414,231191,558083, fietswegwijzer, NFM, Asserwijk-Daan Huizingapad, Gemeente Assen,11791, GEM,21511, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
659,659,Assen,72415,231884,558900, paddestoel, NTG, Daan Huizingapad-Pitteloseweg, Gemeente Assen,11791, GEM,21511, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
660,660,ASSEN,74026,234210,557537, TEE, TEE, HET KANAAL- JAN fABRICIUSSTRAA, Gemeente Assen,11791, GEM,31136, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
661,661,Assen,91189,236438,564653, VKS, VKS, ,15664, , RWS,0, Drenthe,15664,0, RWS, ?00,1,236438,564653, 
662,662,Assen,91189,236438,564653, VKS, VKS, ,15664, , RWS,0, Drenthe,15664,0, RWS, A028,1,236438,564653, 
663,663,Assen,94434,231918,558352, VVT, VVT, ,15664, , RWS,0, Drenthe,15664,0, RWS, ?00,1,231918,558352, 
664,664,Assen,94434,231918,558352, VVT, VVT, ,15664, , RWS,0, Drenthe,15664,0, RWS, A028,1,231918,558352, 
665,665,MIDDEN-DRENTHE,2112,232793,548616, lichtwegwijzer, TLM, Middendorp-Beilerweg, Gemeente Midden-Drenthe,10237, GEM,24479, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,18, , , 
666,666,MIDDEN-DRENTHE,2112,232793,548616, richtingbord, OBH, Middendorp-Beilerweg, Gemeente Midden-Drenthe,10237, GEM,0, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,9, , , 
667,667,MIDDEN-DRENTHE,2112,232793,548616, stapelbord, VSS, Middendorp-Beilerweg, Gemeente Midden-Drenthe,10237, GEM,25469, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,4, , , 
668,668,MIDDEN-DRENTHE,2112,232793,548616, straatnaam-/objectbord, VXF, Middendorp-Beilerweg,15038, , GEM,0, Drenthe, Gemeente Midden-Drenthe,10237, O, ,10, , , 
669,669,MIDDEN-DRENTHE,2112,232793,548616, straatnaam-/objectbord, VXF, Middendorp-Beilerweg,15038, , GEM,0, Drenthe, Gemeente Midden-Drenthe,10237, O, ,16, , , 
670,670,MIDDEN-DRENTHE,2112,232793,548616, straatnaam-/objectbord, VXF, Middendorp-Beilerweg,15038, , GEM,0, Drenthe, Gemeente Midden-Drenthe,10237, O, ,17, , , 
671,671,MIDDEN-DRENTHE,2112,232793,548616, voorwegwijzer, VVS, Middendorp-Beilerweg, Gemeente Midden-Drenthe,10237, GEM,0, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,5, , , 
672,672,MIDDEN-DRENTHE,2112,232793,548616, voorwegwijzer, VVS, Middendorp-Beilerweg, Gemeente Midden-Drenthe,10237, GEM,0, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,7, , , 
673,673,MIDDEN-DRENTHE,2112,232793,548616, voorwegwijzer, VVS, Middendorp-Beilerweg, Gemeente Midden-Drenthe,10237, GEM,25469, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,6, , , 
674,674,MIDDEN-DRENTHE,2112,232793,548616, voorwegwijzer, VVS, Middendorp-Beilerweg, Gemeente Midden-Drenthe,10237, GEM,25469, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,8, , , 
675,675,MIDDEN-DRENTHE,2112,232793,548616, wijk-/objectbord, VWF, Middendorp-Beilerweg,15038, , GEM,3407, Drenthe, Gemeente Midden-Drenthe,10237, O, ,13, , , 
676,676,MIDDEN-DRENTHE,2112,232793,548616, wijk-/objectbord, VWF, Middendorp-Beilerweg,15038, , GEM,3407, Drenthe, Gemeente Midden-Drenthe,10237, O, ,14, , , 
677,677,MIDDEN-DRENTHE,2112,232793,548616, wijk-/objectbord, VWF, Middendorp-Beilerweg,15038, , GEM,3407, Drenthe, Gemeente Midden-Drenthe,10237, O, ,15, , , 
678,678,MIDDEN-DRENTHE,2112,232793,548616, wijk-/objectbord, VWF, Middendorp-Beilerweg,15038, , GEM,19155, Drenthe, Gemeente Midden-Drenthe,10237, O, ,19, , , 
679,679,MIDDEN-DRENTHE,2112,232793,548616, wijk-/objectbord, VWF, Middendorp-Beilerweg,15038, , GEM,20139, Drenthe, Gemeente Midden-Drenthe,10237, O, ,11, , , 
680,680,MIDDEN-DRENTHE,2112,232793,548616, wijk-/objectbord, VWF, Middendorp-Beilerweg,15038, , GEM,20139, Drenthe, Gemeente Midden-Drenthe,10237, O, ,12, , , 
681,681,MIDDEN-DRENTHE,2116,229204,556768, lichtwegwijzer, TLC, N373-DRENTSE HOOFDVAART, Provincie Drenthe,11233, PROV, S00395, Drenthe, Provincie Drenthe,11233, PROV, N373,1, , , 
682,682,MIDDEN-DRENTHE,5082,229188,556628, lichtwegwijzer, TLC, N371-N373-SMILDE, Provincie Drenthe,11233, PROV, S00499, Drenthe, Provincie Drenthe,11233, PROV, N371,1, , , 
683,683,MIDDEN-DRENTHE,5082,229188,556628, lichtwegwijzer, TLC, N371-N373-SMILDE, Provincie Drenthe,11233, PROV, S00499, Drenthe, Provincie Drenthe,11233, PROV, N373,1, , , 
684,684,MIDDEN-DRENTHE,5082,229188,556628, voorwegwijzer, VVS, N371-N373-SMILDE, Provincie Drenthe,11233, PROV,1398, Drenthe, Provincie Drenthe,11233, PROV, N371,2, , , 
685,685,MIDDEN-DRENTHE,5082,229188,556628, voorwegwijzer, VVS, N371-N373-SMILDE, Provincie Drenthe,11233, PROV,1398, Drenthe, Provincie Drenthe,11233, PROV, N373,2, , , 
686,686,MIDDEN-DRENTHE,5560,232442,547222, fietsbord, NFF, BEILEN-ASSEN/WESTERBORK-ZWIGGE, Gemeente Midden-Drenthe,10237, GEM,0, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,5, , , 
687,687,MIDDEN-DRENTHE,5560,232442,547222, fietswegwijzer, NFM, BEILEN-ASSEN/WESTERBORK-ZWIGGE, Gemeente Midden-Drenthe,10237, GEM, S04202, Drenthe, Gemeente Midden-Drenthe,10237, GEM, ,3, , , 
