Type;Locatie;Code;Naam;Aanduiding;Straat;Wijk;Plaatsnaam;Objectgroep;Typenummer;Bouwjaar;Ondergrond;Oppervlakte;Aantal;RDX;RDY;LON;LAT
Overig      ;442 100 - Biesbosstraat 46                          ;39           ;Ballenvanger dubbelstaafmat               ;10m, hoogte 2,00m.                                    ;Biesbosstraat      ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;161580;500921;5,484097217;52,49595443
Overig      ;442 100 - Biesbosstraat 46                          ;38           ;Ballenvanger dubbelstaafmat               ;10m, hoogte 2,00m.                                    ;Biesbosstraat      ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;161567;500923;5,4839052388;52,4959717527
Overig      ;442 190 - Merenlaan 84                              ;33           ;Hekwerk dubbelstaafmat                    ;54m, hoogte 1,00m.                                    ;Merenlaan          ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162015;500391;5,490489886;52,4911886128
Overig      ;442 190 - Merenlaan 84                              ;32           ;Ballenvanger dubbelstaafmat               ;44m, hoogte 4,00m.                                    ;Merenlaan          ;Waterwijk         ;Lelystad ;Hekwerk                ;                       ;               ;                       ;     ;1;162016;500411;5,4905086998;52,4913634002
Speelplek   ;442 190 - Merenlaan 84                              ;442 190      ;Merenlaan 84                              ;                                                      ;Merenlaan          ;Waterwijk         ;Lelystad ;                       ;                       ;1997           ;                       ;     ;1;162022;500395;5,4905915436;52,4912162949
Speeltoestel;442 190 - Merenlaan 84                              ;442 190 01   ;basketbalpaal                             ;                                                      ;Merenlaan          ;Waterwijk         ;Lelystad ;Sporttoestel           ;$70209                 ;1997           ;Betontegel             ;0,0  ;1;162021;500375;5,4905756762;52,4910423138
Speeltoestel;442 190 - Merenlaan 84                              ;442 190 02   ;Basketbalpaal                             ;ring                                                  ;Merenlaan          ;Waterwijk         ;Lelystad ;Sporttoestel           ;$70209                 ;1997           ;Betontegel             ;0,0  ;1;162023;500405;5,4906151712;52,4913089338
Speeltoestel;442 190 - Merenlaan 84                              ;442 190 03   ;vollybalpalen                             ;Vollyballen                                           ;Merenlaan          ;Waterwijk         ;Lelystad ;Sporttoestel           ;                       ;1997           ;Betontegel             ;0,0  ;1;162016;500393;5,4905100933;52,4912039635
Speeltoestel;442 210 - Rivierenlaan 77                           ;442 210.03   ;Triodraai                                 ;Draaien                                               ;Rivierenlaan       ;Waterwijk         ;Lelystad ;Draaitoestel           ;766009 (PP09)          ;2009           ;Kunstgras              ;25,0 ;1;162301;500400;5,4947032048;52,4912568512
Speeltoestel;442 210 - Rivierenlaan 77                           ;442 210.02   ;Almikunst Klimop                          ;Klimmen/glijden                                       ;Rivierenlaan       ;Waterwijk         ;Lelystad ;Klimtoestel            ;AK.710 (2)             ;2009           ;Gras                   ;     ;1;162307;500397;5,4947933969;52,4912307959
Speeltoestel;442 210 - Rivierenlaan 77                           ;442 200 03   ;CP - Duikelrek - 1-delig - 80cm           ;Duikelen                                              ;Rivierenlaan       ;Waterwijk         ;Lelystad ;Duikelrek              ;30.2.216               ;2000           ;Kunstgras              ;9,0  ;1;162243;500474;5,4938448135;52,4919247579
Speeltoestel;442 210 - Rivierenlaan 77                           ;442 210.05   ;Basic Play combinatie                     ;                                                      ;Rivierenlaan       ;Waterwijk         ;Lelystad ;Combinatietoestel      ;BBP.420.6AR            ;2017           ;Kunstgras              ;108,0;1;162310;500414;5,4948370576;52,4913838107
Speelplek   ;442 210 - Rivierenlaan 77                           ;442 210      ;Rivierenlaan 77                           ;                                                      ;Rivierenlaan       ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162302;500415;5,4947104549;52,4913922839
Speelplek   ;442 240 - Waalstraat 11                             ;442 240      ;Waalstraat 11                             ;                                                      ;Waalstraat         ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162431;500314;5,4966165404;52,4904863213
Speeltoestel;442 240 - Waalstraat 11                             ;442 240 01   ;klim- glijtoestel                         ;klimmen/ glijden                                      ;Waalstraat         ;Waterwijk         ;Lelystad ;Combinatietoestel      ;32.3.609 (2)           ;2002           ;Rubbertegel            ;49,0 ;1;162426;500314;5,496541443;52,4904829755
Speeltoestel;442 240 - Waalstraat 11                             ;442 240 02   ;Mini Play - Veerhobbel Paard              ;Veertoestel                                           ;Waalstraat         ;Waterwijk         ;Lelystad ;                       ;MNP.708.001 (34.3.708) ;2002           ;Klinkers               ;0,0  ;1;162429;500312;5,4965779156;52,4904663152
Speeltoestel;442 250 - Scheldestraat 20                          ;442 250.     ;Slider                                    ;glijden                                               ;Scheldestraat      ;Waterwijk         ;Lelystad ;Glijbaan               ;725343-1358            ;2009           ;Kunstgras              ;24,0 ;1;162347;500250;5,495382636;52,489910018
Speeltoestel;442 250 - Scheldestraat 20                          ;442 250 03   ;Duikelrek 2-delig                         ;Duikelen                                              ;Scheldestraat      ;Waterwijk         ;Lelystad ;Duikelrek              ;30.2.225               ;1999           ;Kunstgras              ;18,0 ;1;162348;500248;5,4953882021;52,4898983294
Speeltoestel;442 250 - Scheldestraat 20                          ;442 250.05   ;Schommel T for 2                          ;                                                      ;Scheldestraat      ;Waterwijk         ;Lelystad ;Schommel               ;765940 (KF06)          ;2009           ;Kunstgras              ;45,0 ;1;162355;500245;5,4954982501;52,4898652452
Speeltoestel;442 250 - Scheldestraat 20                          ;442 250 02   ;Draaischijf                               ;Draaien                                               ;Scheldestraat      ;Waterwijk         ;Lelystad ;Draaitoestel           ;30.2.405               ;1999           ;Kunstgras              ;25,0 ;1;162351;500247;5,4954314528;52,4898839101
Speelplek   ;442 250 - Scheldestraat 20                          ;442 250      ;Scheldestraat 20                          ;kunstgras                                             ;Scheldestraat      ;Waterwijk         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;162354;500247;5,495480494;52,4898892577
Speelplek   ;442 270 - MBS de Fontijn School                     ;442 270      ;MBS de Fontijn School                     ;School                                                ;Maasstraat         ;Waterwijk         ;Lelystad ;                       ;                       ;               ;                       ;     ;1;162461;500110;5,4970504281;52,4886492653
Speeltoestel;442 270 - MBS de Fontijn School                     ;442 270.05   ;Roos                                      ;                                                      ;Maasstraat         ;Waterwijk         ;Lelystad ;Klimtoestel            ;AK.714                 ;2017           ;Rubbertegel            ;75,0 ;1;162475;500106;5,4972594066;52,4886154586
Speeltoestel;442 270 - MBS de Fontijn School                     ;442 270.02   ;Glijbaan                                  ;glijden                                               ;Maasstraat         ;Waterwijk         ;Lelystad ;Glijbaan               ;AK768                  ;1996           ;Rubbertegel            ;30,0 ;1;162476;500096;5,4972756703;52,4885249408
