FID,NITG,INTERN_NR,DATUM_MIN_MAX,MV_TOV_NAP,FILTERSTELLING_TOV_NAP,OPMERKINGEN,MONITORINGNETWERK,EIGENAAR_CONTACTPERSOON,GRONDWATERSTANDEN_TNO_JANEE,GRONDWATERSTANDEN_TNO_LINK,META_DATA_TNO_LINK,GRONDWATERSTANDEN_NMG_JANEE,GRONDWATERSTANDEN_NMG,WION_JANEE,GEOMETRIE
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f4d,B40C3774,702,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3774"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3774"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (186449 427987)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f4e,B40C3775,703,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3775"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3775"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (186377 427845)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f4f,B40C3776,M13,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3776"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3776"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (185727 427478)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f50,B40C3777,5000,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3777"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3777"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (187277 427761)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f51,B40C3778,1_Dr. de Bleucourstraat 49,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3778"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3778"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (184400 428156)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f52,B40C3779,2_Dr. de Bleucourstraat 49,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3779"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3779"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (184755 428320)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f53,B40C3780,3_Dr. de Bleucourstraat 49,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3780"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3780"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (184633 427845)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f54,B40C3781,PL9_Dr. de Blecourt 49 en Ambachtsweg 4,Geen monitoring grondwaterstand,0,,,Diepe peilbuis (geen monitoring),,,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3781"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3781"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,POINT (184514 428314)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f55,B46A1572,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1572"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1572"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187045 420539)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f56,B46A1573,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1573"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1573"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (189465 417671)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f57,B46A1574,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1574"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1574"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188993 418143)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f58,B46A1577,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1577"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1577"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186164 418091)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f59,B46A1578,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1578"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1578"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186165 418092)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f5a,B46A1579,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1579"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1579"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186231 417922)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f5b,B46A1580,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1580"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1580"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185491 417881)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f5c,B46A1581,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1581"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1581"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185982 415956)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f5d,B46A1582,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1582"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1582"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184761 416364)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f5e,B46A1583,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1583"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1583"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184732 415573)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f5f,B46A1584,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1584"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1584"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184733 415574)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f60,B46A1585,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1585"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1585"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184463 417238)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f61,B46A1586,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1586"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1586"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185422 417961)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f62,B46A1587,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1587"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1587"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184886 418485)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f63,B46A1588,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1588"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1588"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185020 417799)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f64,B46A1589,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1589"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1589"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184657 416208)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f65,B46A1590,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1590"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1590"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186159 415516)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f66,B46A1591,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1591"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1591"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186490 420757)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f67,B46A1592,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1592"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1592"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184040 418967)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f68,B46A1600,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1600"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1600"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187054 421578)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f69,B46A1601,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1601"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1601"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (182181 419772)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f6a,B46A1602,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1602"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1602"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186237 413009)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f6b,B46A1603,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1603"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1603"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (182206 414228)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f6c,B46A1604,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1604"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1604"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185200 412927)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f6d,B46A1636,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1636"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1636"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188319 412677)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f6e,B46A1637,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1637"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1637"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188525 412974)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_f6f,B46A1638,-,,0,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B46A1638"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B46A1638"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186274 417194)
