COUNTER;ID;GEBIEDTYPE;OMSCHR;WEBSITE;SOORT;STRAATNAAM
838;1195017;Gazon;Tussen Moskousingel en Waterkersvijver;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laan van Wateringse Veld
839;1195022;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Moskousingel
686;345236;Bos (Landgoed) Bosjes van Zanen;Aan Van Ouwenlaan en Ruychrocklaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Clingendael
687;345237;Speeltuin (plaats);Tussen "Internationaleschool VNS" en "Schoolvereniging Wolters";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Nijenrodestraat
688;345238;Speeltuin, Gazon en Plantsoen;Ter hoogte van perceel 80;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Pieter Bothstraat
932;794343;Gazon en Beplanting;Tussen Melis Stokezijde en Beresteinlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Melis Stokelaan
933;1117047;Gazon en Plantsoen;Tussen Stadhoudersplantsoen en Johan de wittlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;President Kennedylaan
749;2382187;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bosjes van Pex
750;3752609;Gazon en Struweel;Aan zijde Madepolderweg tussen brug nabij Boomawegen ingang Partycentrum Madestein;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Madestein west
751;3752640;Jeux de boule;Naast Stadsdeelkantoor Haagse Hout;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Heutszstraat
752;4175449;;Gazon (middennaald);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Florence Nightingaleweg
840;1195028;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Boekarestpad
841;1195946;Gazon en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Alikruiksingel
842;1196081;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Meerkoetsingel
843;345329;Speeltuin, Sportveld, Gazon en plantsoen;Tussen Roek en Kwikstaartpad;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Knobbelzwaansingel
689;345239;Voetbalkooi, Gazon en plantsoen;Tussen Schenkweg en Laurens Reaelstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Schenkweg
690;345240;Doogroei en Gazon;Langs het Spoor;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Schenkweg
691;345242;Parkeerplaatsen en Gazon;Tussen Lekstraatpad en Utrechtsebaan, aan zijde perceel 1a;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Schenkkade
692;345243;Speeltuin, Speelveld, Gazon en plantsoen;Tevens aan Carolina van Nassaustraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Koningin Sophiestraat
693;345186;Gazon en plantsoen;Tussen Aaltje Noorderwierstraat en Denijsstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Mozartlaan
934;345292;Struweel en Doorgroei;Tevens langs Waalsdorperweg en Oude Waalsdorperweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Landscheidingsweg
935;345294;Doogroei en Gazon;Malieveld;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Boorlaan
936;345295;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Boslaan
937;345296;Speeltuin;Bij "RK International English Speaking Parish Church of Our Saviour";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Helenastraat
753;4175450;Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Florence Nightingalepark
754;4639479;Gazon,Plantsoen en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Meyvlietpad
755;2382188;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bosjes van Pex
756;2382189;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bosjes van Pex
757;2382190;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bosjes van Pex
758;2382191;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bosjes van Pex
759;2382192;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bosjes van Pex
760;2384932;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;;Arend Vijfvinkelplein
844;345331;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Knobbelzwaansingel
845;345335;Doorgroei en Haag;Tussen Van Weerdenpoelmanpad en Tedingerbroek;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Ringelwikke
846;1196083;Gazon en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bootsmansingel
847;1196384;Speeltuin, Gazon en Plantsoen;Tussen perceel 14 en 16;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wulpplantsoen
694;345187;Gazon, Doorgroei en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Balsemienlaan
695;345188;Duinen;Weide in Westduinpark;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Paddepad
696;345189;Gazon en plantsoen;Tussen Lobelialaan en Hoefbladlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Aronskelkweg
697;345190;Gazon en plantsoen;Tussen Hoefbladlaan en Godetiaweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Aronskelkweg
698;345191;Gazon;Tussen Palestrinaweg en perceel 115 Mozartlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Mozartlaan
938;345297;Speelkooi;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Haringkade
939;1117069;Gazon en Plantsoen;Tussen Reinkenstraat en Koningin Emmakade;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Sweelinckplein
940;1117313;Tussen van Alkemadelaan en de Badhuisweg aan zijde Gevangenis;Gazon, Doorgroei en Plantsoen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Pompstationsweg
941;1136224;Buurtpark, speeltuin en speelkooi;Stadspark "De Verademing";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Gaslaan
942;1136589;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;
943;1136591;Speeltuin;Aan de Evert Wijtemaweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bosjes van Pex
761;2384934;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Arend Vijfvinkelplein
762;2393659;Bos;Tussen Koninginnegracht en Aletta Jacobsweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Scheveningse Bos
763;4639480;Gazon,Plantsoen en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Rotterdamsebaan
764;4894217;Speeltuin;Hoek Guirlande;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wingerd
765;4895801;Gazon,Plantsoen en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Molenslootpad
766;4912662;speeltuin;Ter hoogte van Richard Wagnerlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Robert Stolzplantsoen
767;4916766;Gazon,Plantsoen en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Molenslootpad
848;1197735;Sportveldje;Achter Zwetstraat en Eemstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Lauwersstraat
849;345339;Struweel;Rondom Plas Boswijk;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Wingerd
850;345348;Speeltuin, Speelkooi en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bitterzoetpad
851;345349;Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Veenpluispad
852;345350;Speeltuin, Gazon en Plantsoen;Tegenover perceel 75;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Berkebroeklaan
699;345192;Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Pyrolalaan
700;345194;Struweel;Aan overzijde Meer en Bos;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Wijndaelerplantsoen
701;345195;Gazon en plantsoen;Tussen Muurbloemweg en Lobelialaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Aronskelkweg
702;345199;Speeltuin, Speelveld en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Petuniaplein
703;345200;Speeltuin;In Meer en Bos;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Heliotrooplaan
704;345201;Doorgroei en Beplanting;Tussen MGR. Nolenslaan en Sportterrein;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Wandelgangen
705;345202;Gazon en Plantsoen;Tussen de Albardastraat en ingang sporthal;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Wandelgangen
944;345298;Doorgroei;Tussen Marjoleinveld en Pijlkruidveld;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Spireaveld
945;345300;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Lisdoddeveld
946;345302;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Lisdoddeveld
947;345303;Gazon;Tussen Spireaveld en Zoetermeerse Rijweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Oude Middenweg
948;345304;Gazon en Haag;Tussen Oude Middenweg en Marjoleinveld;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Lisdoddeveld
768;5086741;Speeltuin, Speelweide, en Gazon ;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Koolwitjelaan
769;5086748;Speeltuin, Speelweide, en Gazon ;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Boomblauwtjeslaan
770;2393660;Bos;Tussen Koninginnegracht en Aletta Jacobsweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Scheveningse Bos
771;2393661;Begraafplaats;Begraafplaats Kerkhoflaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kerkhoflaan
772;2395825;Gazon, Doorgroei en Beplanting;Drentheplantsoen tussen Dedemsvaartweg en Leyweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Melis Stokelaan
773;2396055;Speeltuin;Ter hoogte van perceel 171;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Walnootstraat
853;345352;Gazon en Haag;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Oude Polderweg
854;345353;Gazon;Tussen Kampioensingel en Sportsingel;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Middenlijn
855;345354;Speeltuin, Gazon en Plantsoen;Speeltuinen tussen Golfbaan en Wielerbaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Middenlijn
856;345355;Speelkooi en Fitness;Nabij Valutapad;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Ypenburgse Boslaan
706;345204;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Abdis Eustachiastraat
707;345205;Speeltuin, Speelweide en Gazon;Tussen De Gaarde en Droogscheerdersgaarde;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Droogscheerdersgaarde
708;345207;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bleekveld
709;345208;Speelobjecten;Hoek Lamgroen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Nieuwe Havendwarsstraat
710;345209;Hangplek;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Loire
711;345211;Speeltuin;Tussen perceel 31 en 43;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Meppelrade
712;345212;Duinen;Tussen Pompstationsweg en Harstenhoekweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Zwolsestraat
949;1139274;Gazon en Doorgroei;Tussen Rijner Wateringkade en Laan van Wateringse Veld;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Middenweg
950;1140196;Speeltuin;Ter hoogte van perceel 296;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Charlie Parkerstraat
951;1140601;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Wijkpark Bokkefort
952;1141281;Dijk met Beplanting en Doorgroei;Tussen J. Presserstraat en voormalig Kampterrein;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Q.A. Nederpelstraat
