FID,aanlegjaar,type,soortnaam_lat,soortnaam_ned,categorie,geometrie
O10002_Bomenkaart_OD.1014,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((173271.464 499022.223))
O10002_Bomenkaart_OD.1015,1985,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((177272.315 503809.718))
O10002_Bomenkaart_OD.1016,2008,Straat- / laanboom,Tilia cordata 'Rancho',Kleinbladige linde,Boom,MULTIPOINT ((177290.683 503978.241))
O10002_Bomenkaart_OD.1017,2019,Straat- / laanboom,Tilia platyphyllos 'Delft',Grootbladige linde,Boom,MULTIPOINT ((177433.003 502658.474))
O10002_Bomenkaart_OD.1018,2019,Straat- / laanboom,Prunus yedoensis,Japanse Sierkers,Boom,MULTIPOINT ((178142.208 502671.057))
O10002_Bomenkaart_OD.1019,1990,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((177438.879 504625.72))
O10002_Bomenkaart_OD.1020,1990,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((177502.669 504622.61))
O10002_Bomenkaart_OD.1021,2015,Boomgroep boom,Liquidambar styraciflua 'Lane Roberts',Amberboom,Boom,MULTIPOINT ((176359.365 504981.067))
O10002_Bomenkaart_OD.1022,2010,Straat- / laanboom,Fraxinus excelsior 'Westhofs Glorie',Es,Boom,MULTIPOINT ((169092.03 508567.8))
O10002_Bomenkaart_OD.1023,2010,Straat- / laanboom,Tilia cordata,Winterlinde,Boom,MULTIPOINT ((169625.03 508690.93))
O10002_Bomenkaart_OD.1024,2010,Straat- / laanboom,Tilia cordata,Winterlinde,Boom,MULTIPOINT ((169588.59 508686.76))
O10002_Bomenkaart_OD.1025,2010,Straat- / laanboom,Fraxinus excelsior 'Westhofs Glorie',Es,Boom,MULTIPOINT ((168975.47 508536.14))
O10002_Bomenkaart_OD.1026,2018,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((175881.541 496081.453))
O10002_Bomenkaart_OD.1027,2010,Straat- / laanboom,Fraxinus excelsior 'Westhofs Glorie',Es,Boom,MULTIPOINT ((169115.66 508574.57))
O10002_Bomenkaart_OD.1028,2010,Straat- / laanboom,Fraxinus excelsior 'Westhofs Glorie',Es,Boom,MULTIPOINT ((169226.85 508600.44))
O10002_Bomenkaart_OD.1029,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((173663.643 499299.497))
O10002_Bomenkaart_OD.1030,1970,Straat- / laanboom,Populus canescens,Grauwe abeel,Boom,MULTIPOINT ((177302.359 504651.5))
O10002_Bomenkaart_OD.1031,1990,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((177519.859 504643.44))
O10002_Bomenkaart_OD.1032,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((173242.642 498999.479))
O10002_Bomenkaart_OD.1033,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((173778.76 499389.678))
O10002_Bomenkaart_OD.1780,2008,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((175731.713 505104.525))
O10002_Bomenkaart_OD.1034,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((173916.354 499529.757))
O10002_Bomenkaart_OD.1035,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174136.872 499899.159))
O10002_Bomenkaart_OD.1036,1998,Straat- / laanboom,Prunus avium,Zoete kers,Boom,MULTIPOINT ((176161.827 504725.054))
O10002_Bomenkaart_OD.1037,2021,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((176565.938 496183.002))
O10002_Bomenkaart_OD.1038,2021,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((176585.842 496218.376))
O10002_Bomenkaart_OD.1039,2021,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((176507.623 496143.926))
O10002_Bomenkaart_OD.1040,2021,Straat- / laanboom,Ginkgo biloba 'Fastigiata',Japanse notenboom,Boom,MULTIPOINT ((176660.572 496259.855))
O10002_Bomenkaart_OD.1041,2005,Solitaire boom,Populus canescens,Grauwe abeel,Boom,MULTIPOINT ((176311.409 504298.037))
O10002_Bomenkaart_OD.1042,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((172040.72 508994.691))
O10002_Bomenkaart_OD.1043,1980,Straat- / laanboom,Fraxinus penns. 'Zundert',Zachte es,Boom,MULTIPOINT ((172060.097 509012.348))
O10002_Bomenkaart_OD.1044,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((172056.126 508970.545))
O10002_Bomenkaart_OD.1045,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((172016.849 509032.01))
O10002_Bomenkaart_OD.1046,1980,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177479.807 503502.441))
O10002_Bomenkaart_OD.1047,2010,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((175456.73 505160.204))
O10002_Bomenkaart_OD.1048,2021,Straat- / laanboom,Liquidambar styraciflua 'Moraine',Amberboom,Boom,MULTIPOINT ((175023.744 505329.932))
O10002_Bomenkaart_OD.1049,2012,Straat- / laanboom,Gleditsia triacanthos 'Sunburst',Valse christusdoorn,Boom,MULTIPOINT ((176613.704 504925.407))
O10002_Bomenkaart_OD.1050,2021,Straat- / laanboom,Malus 'Evereste',Sierappel,Boom,MULTIPOINT ((176699.798 504175.27))
O10002_Bomenkaart_OD.1051,2021,Straat- / laanboom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((176673.295 504193.044))
O10002_Bomenkaart_OD.1052,2021,Straat- / laanboom,Malus 'Evereste',Sierappel,Boom,MULTIPOINT ((176703.909 504163.054))
O10002_Bomenkaart_OD.1053,2016,Solitaire boom,Juglans regia,Walnoot,Boom,MULTIPOINT ((175181.869 504834.133))
O10002_Bomenkaart_OD.1054,2012,Boomgroep boom,Liriodendron tulipifera,Tulpenboom,Boom,MULTIPOINT ((177729.122 505345.197))
O10002_Bomenkaart_OD.1055,2021,Straat- / laanboom,Prunus 'Spire',Sierkers,Boom,MULTIPOINT ((172485.923 508323.5))
O10002_Bomenkaart_OD.1056,1970,Straat- / laanboom,Populus canad. 'Robusta',Canadapopulier,Boom,MULTIPOINT ((177773.692 504952.55))
O10002_Bomenkaart_OD.1057,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((177533.737 503395.027))
O10002_Bomenkaart_OD.1058,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((177518.856 503396.601))
O10002_Bomenkaart_OD.1059,1988,Straat- / laanboom,Aesculus hippocastanum,Kastanje,Boom,MULTIPOINT ((177346.456 503483.278))
O10002_Bomenkaart_OD.1060,1983,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((177190.582 503775.874))
O10002_Bomenkaart_OD.1061,2000,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((178319.282 504593.442))
O10002_Bomenkaart_OD.1062,2012,Straat- / laanboom,Tilia cordata 'Dila',Kleinbladige linde,Boom,MULTIPOINT ((177814.485 505432.217))
O10002_Bomenkaart_OD.1063,2012,Straat- / laanboom,Tilia cordata 'Dila',Kleinbladige linde,Boom,MULTIPOINT ((177734.654 505300.597))
O10002_Bomenkaart_OD.1064,2011,Straat- / laanboom,Gleditsia triacanthos,Valse christusdoorn,Boom,MULTIPOINT ((175527.126 504825.257))
O10002_Bomenkaart_OD.1065,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178838.659 505599.06))
O10002_Bomenkaart_OD.1066,1989,Straat- / laanboom,Tilia tomentosa 'Brabant',Linde,Boom,MULTIPOINT ((177564.139 502336.82))
O10002_Bomenkaart_OD.1067,1985,Straat- / laanboom,Gleditsia triacanthos 'Sunburst',Valse christusdoorn,Boom,MULTIPOINT ((178156.796 504657.924))
O10002_Bomenkaart_OD.1068,2007,Straat- / laanboom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((177993.66 503461.091))
O10002_Bomenkaart_OD.1069,1997,Straat- / laanboom,Prunus avium 'Plena',Zoete kers,Boom,MULTIPOINT ((178153.644 504235.262))
O10002_Bomenkaart_OD.1070,0,Boomgroep boom,Populus,Populier,Boom,MULTIPOINT ((176053.015 495514.178))
O10002_Bomenkaart_OD.1071,2021,Boomgroep boom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((172627.321 508094.261))
O10002_Bomenkaart_OD.1072,2013,Straat- / laanboom,Fraxinus excelsior 'Westhofs Glorie',Es,Boom,MULTIPOINT ((171413.01 507175.13))
O10002_Bomenkaart_OD.1073,2021,Straat- / laanboom,Liquidambar styraciflua 'Moraine',Amberboom,Boom,MULTIPOINT ((175089.405 505336.674))
O10002_Bomenkaart_OD.1074,2021,Boomgroep boom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((172567.778 508132.129))
O10002_Bomenkaart_OD.1075,2020,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((175073.453 505555.446))
O10002_Bomenkaart_OD.1076,2020,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((174856.99 505757.602))
O10002_Bomenkaart_OD.1077,1996,Straat- / laanboom,Acer platanoides 'Cleveland',Esdoorn,Boom,MULTIPOINT ((175891.864 495794.328))
O10002_Bomenkaart_OD.1078,2016,Straat- / laanboom,Prunus 'Accolade',Sierkers,Boom,MULTIPOINT ((172457.606 507884.065))
O10002_Bomenkaart_OD.1079,2020,Straat- / laanboom,Acer buergerianum,Esdoorn,Boom,MULTIPOINT ((174957.946 504821.435))
O10002_Bomenkaart_OD.1080,2020,Straat- / laanboom,Acer buergerianum,Esdoorn,Boom,MULTIPOINT ((174959.988 504800.011))
O10002_Bomenkaart_OD.1081,2021,Straat- / laanboom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((176748.595 496319.092))
O10002_Bomenkaart_OD.1082,2021,Straat- / laanboom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((176771.945 496288.636))
O10002_Bomenkaart_OD.1083,0,Boomgroep boom,Populus,Populier,Boom,MULTIPOINT ((175530.078 495522.831))
O10002_Bomenkaart_OD.1084,0,Boomgroep boom,Populus,Populier,Boom,MULTIPOINT ((175995.391 495578.227))
O10002_Bomenkaart_OD.1085,0,Boomgroep boom,Populus,Populier,Boom,MULTIPOINT ((175548.413 495543.04))
O10002_Bomenkaart_OD.1086,2020,Straat- / laanboom,Tilia cordata 'Bohlje',Winterlinde,Boom,MULTIPOINT ((176133.646 506501.689))
O10002_Bomenkaart_OD.1087,2020,Boom in bosplantsoen,Ulmus 'Columella',Iep,Boom,MULTIPOINT ((176284.899 506280.313))
O10002_Bomenkaart_OD.1088,1998,Straat- / laanboom,Malus 'Liset',Sierappel,Boom,MULTIPOINT ((172344.058 509124.075))
O10002_Bomenkaart_OD.1089,2008,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((172449.089 508702.745))
O10002_Bomenkaart_OD.1090,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171859.672 509113.424))
O10002_Bomenkaart_OD.1897,1980,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177408.476 504460.942))
O10002_Bomenkaart_OD.1091,1998,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((172267.576 508578.332))
O10002_Bomenkaart_OD.1092,2000,Straat- / laanboom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((172364.496 508266.165))
O10002_Bomenkaart_OD.1093,1997,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172128.178 508652.028))
O10002_Bomenkaart_OD.1094,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((171980.216 509081.208))
O10002_Bomenkaart_OD.1095,1975,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((172202.746 508771.532))
O10002_Bomenkaart_OD.1096,1975,Solitaire boom,Crataegus persimilis 'Splendens',Meidoorn,Boom,MULTIPOINT ((175787.674 496070.683))
O10002_Bomenkaart_OD.1097,1990,Straat- / laanboom,Fraxinus excelsior 'Eureka',Es,Boom,MULTIPOINT ((175639.64 496252))
O10002_Bomenkaart_OD.1098,1965,Straat- / laanboom,Populus canescens,Grauwe abeel,Boom,MULTIPOINT ((178787.017 510359.088))
O10002_Bomenkaart_OD.1099,2014,Boomgroep boom,Magnolia 'Galaxy',Beverboom,Boom,MULTIPOINT ((176168.417 496414.647))
O10002_Bomenkaart_OD.1100,1990,Solitaire boom,Sorbus intermedia 'Brouwers',Lijsterbes,Boom,MULTIPOINT ((172466.054 508734.054))
O10002_Bomenkaart_OD.1101,1980,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((172626.897 508750.267))
O10002_Bomenkaart_OD.1102,1975,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((172565.969 508548.712))
O10002_Bomenkaart_OD.1103,1997,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((176738.221 497207.927))
O10002_Bomenkaart_OD.1104,2008,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((172573.247 508863.724))
O10002_Bomenkaart_OD.1105,1999,Straat- / laanboom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((172690.279 508919.66))
O10002_Bomenkaart_OD.1106,2010,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((172013.268 508369.867))
O10002_Bomenkaart_OD.1107,1975,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((175569.469 496091.92))
O10002_Bomenkaart_OD.1108,1965,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((172300.129 509326.37))
O10002_Bomenkaart_OD.1109,1998,Lei- / vormboom,Tilia cordata,Kleinbladige linde,Boom,MULTIPOINT ((175632.792 496406.618))
O10002_Bomenkaart_OD.1110,1997,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((176529.098 497060.911))
O10002_Bomenkaart_OD.1111,1997,Solitaire boom,Malus 'Red Sentinel',Sierappel,Boom,MULTIPOINT ((176199.046 496169.427))
O10002_Bomenkaart_OD.1112,1994,Lei- / vormboom,Morus bombycis,Moerbei,Boom,MULTIPOINT ((175550.805 495799.452))
O10002_Bomenkaart_OD.1113,1994,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((175597.664 495779.223))
O10002_Bomenkaart_OD.1114,1985,Solitaire boom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((171765.329 508501.16))
O10002_Bomenkaart_OD.1115,2008,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((175822.592 496521.36))
O10002_Bomenkaart_OD.1116,1984,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((175896.745 496257.075))
O10002_Bomenkaart_OD.1117,1978,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((175990.39 496656.023))
O10002_Bomenkaart_OD.1118,1984,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((175979.727 496176.302))
O10002_Bomenkaart_OD.1119,1984,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((175989.31 496153.99))
O10002_Bomenkaart_OD.1120,1975,Solitaire boom,Crataegus persimilis 'Splendens',Meidoorn,Boom,MULTIPOINT ((175797.778 496059.555))
O10002_Bomenkaart_OD.1121,1985,Solitaire boom,Crataegus wattiana,Meidoorn,Boom,MULTIPOINT ((178019.989 502867.97))
O10002_Bomenkaart_OD.1122,2012,Solitaire boom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177879.214 503292.898))
O10002_Bomenkaart_OD.1123,1994,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((171866.376 509652.594))
O10002_Bomenkaart_OD.1124,1975,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((172096.259 509665.11))
O10002_Bomenkaart_OD.1125,1998,Solitaire boom,Malus sylvestris,Sierappel,Boom,MULTIPOINT ((175755.442 496713.528))
O10002_Bomenkaart_OD.1126,2004,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((175137.687 496258.51))
O10002_Bomenkaart_OD.1127,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((175735.651 496405.818))
O10002_Bomenkaart_OD.1128,1996,Solitaire boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((175826.301 495923.08))
O10002_Bomenkaart_OD.1129,2008,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((175801.921 496400.057))
O10002_Bomenkaart_OD.1130,1995,Straat- / laanboom,Tilia cordata,Kleinbladige linde,Boom,MULTIPOINT ((175938.417 496896.656))
O10002_Bomenkaart_OD.1131,2003,Boomgroep boom,Alnus glutinosa 'Laciniata',Els,Boom,MULTIPOINT ((172396.624 508043.626))
O10002_Bomenkaart_OD.1132,1985,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((172999.519 508593.59))
O10002_Bomenkaart_OD.1133,1980,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((172356.209 509436.946))
O10002_Bomenkaart_OD.1134,2009,Straat- / laanboom,Tilia europaea 'Euchlora',Hollandse linde,Boom,MULTIPOINT ((175682.105 496125.111))
O10002_Bomenkaart_OD.1135,2002,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((175836.41 496809.665))
O10002_Bomenkaart_OD.1136,2003,Boomgroep boom,Fraxinus excelsior 'Geessink',Es,Boom,MULTIPOINT ((172580.439 507919.188))
O10002_Bomenkaart_OD.1137,2000,Straat- / laanboom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((172092.763 508131.61))
O10002_Bomenkaart_OD.1138,2000,Straat- / laanboom,Salix alba 'Sericea',Wilg,Boom,MULTIPOINT ((172235.588 507985.904))
O10002_Bomenkaart_OD.1139,2001,Solitaire boom,Corylus colurna,Hazelaar,Boom,MULTIPOINT ((172684.776 508675.064))
O10002_Bomenkaart_OD.1140,1997,Solitaire boom,Acer campestre 'Queen Elizabeth',Veldesdoorn,Boom,MULTIPOINT ((172170.015 508564.929))
O10002_Bomenkaart_OD.1141,1980,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((172240.134 509033.33))
O10002_Bomenkaart_OD.1142,1980,Solitaire boom,Malus sylvestris,Sierappel,Boom,MULTIPOINT ((172578.008 508893.077))
O10002_Bomenkaart_OD.1143,2000,Straat- / laanboom,Salix alba 'Sericea',Wilg,Boom,MULTIPOINT ((172228.706 507988.381))
O10002_Bomenkaart_OD.1144,1975,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((172090.988 509662.27))
O10002_Bomenkaart_OD.1145,1996,Solitaire boom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((172177.576 508739.099))
O10002_Bomenkaart_OD.1146,1996,Straat- / laanboom,Acer platanoides 'Cleveland',Esdoorn,Boom,MULTIPOINT ((175943.054 496014.532))
O10002_Bomenkaart_OD.1147,2009,Straat- / laanboom,Prunus serrulata 'Kanzan',Japanse kers,Boom,MULTIPOINT ((175475.616 496328.696))
O10002_Bomenkaart_OD.1148,1998,Solitaire boom,Acer platanoides 'Olmsted',Esdoorn,Boom,MULTIPOINT ((175537.871 495970.955))
O10002_Bomenkaart_OD.1149,1978,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((175936.919 496346.762))
O10002_Bomenkaart_OD.1150,1965,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((172286.799 509289.29))
O10002_Bomenkaart_OD.1151,1980,Straat- / laanboom,Populus nigra,Zwarte populier,Boom,MULTIPOINT ((172197.559 509741.59))
O10002_Bomenkaart_OD.1152,1993,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172588.31 509279.965))
O10002_Bomenkaart_OD.1153,2000,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((172118.101 508212.375))
O10002_Bomenkaart_OD.1154,2000,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((172247.064 508186.452))
O10002_Bomenkaart_OD.1155,1992,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171729.006 509147.88))
O10002_Bomenkaart_OD.1156,1980,Straat- / laanboom,Platanus orientalis,Oosterse plataan,Boom,MULTIPOINT ((172683.603 508662.893))
O10002_Bomenkaart_OD.1157,2015,Straat- / laanboom,Ulmus 'Plantijn',Iep,Boom,MULTIPOINT ((171656.491 509162.264))
O10002_Bomenkaart_OD.1158,1980,Solitaire boom,Malus 'Golden Hornet',Sierappel,Boom,MULTIPOINT ((172608.186 508590.333))
O10002_Bomenkaart_OD.1159,2002,Solitaire boom,Carpinus betulus 'Frans Fontaine',Haagbeuk,Boom,MULTIPOINT ((171675.468 509078.175))
O10002_Bomenkaart_OD.1160,1978,Straat- / laanboom,Populus canescens 'Witte v Haamsted,Grauwe abeel,Boom,MULTIPOINT ((176018.162 496677.938))
O10002_Bomenkaart_OD.1161,1975,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((172447.757 509005.186))
O10002_Bomenkaart_OD.1162,1997,Solitaire boom,Acer campestre 'Queen Elizabeth',Veldesdoorn,Boom,MULTIPOINT ((172191.744 508599.113))
O10002_Bomenkaart_OD.1163,2003,Boomgroep boom,Acer platanoides 'Cleveland',Esdoorn,Boom,MULTIPOINT ((172468.129 508176.121))
O10002_Bomenkaart_OD.1164,2003,Boomgroep boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((172331.586 507972.04))
O10002_Bomenkaart_OD.1165,1980,Solitaire boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((172126.01 509196.323))
O10002_Bomenkaart_OD.1166,2008,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((173056.181 509404.505))
O10002_Bomenkaart_OD.1167,2006,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((171883.032 508801.326))
O10002_Bomenkaart_OD.1168,2006,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((171888.416 508792.902))
O10002_Bomenkaart_OD.1169,2006,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((171839.297 508867.777))
O10002_Bomenkaart_OD.1170,2006,Straat- / laanboom,Acer campestre 'Queen Elizabeth',Veldesdoorn,Boom,MULTIPOINT ((172220.206 509343.405))
O10002_Bomenkaart_OD.1171,1997,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172104.274 508467.868))
O10002_Bomenkaart_OD.1172,1975,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((172477.994 508552.602))
O10002_Bomenkaart_OD.1173,1985,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((172333.359 509448.5))
O10002_Bomenkaart_OD.1174,1990,Solitaire boom,Fraxinus excelsior 'Jaspidea',Es,Boom,MULTIPOINT ((172253.799 509522.28))
O10002_Bomenkaart_OD.1175,1990,Solitaire boom,Sorbus intermedia 'Brouwers',Lijsterbes,Boom,MULTIPOINT ((172348.457 508707.353))
O10002_Bomenkaart_OD.1176,2006,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((171854.78 508891.402))
O10002_Bomenkaart_OD.1177,1995,Straat- / laanboom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172897.425 508713.713))
O10002_Bomenkaart_OD.1178,1998,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((172275.6 508573.875))
O10002_Bomenkaart_OD.1179,1980,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((172789.159 508858.88))
O10002_Bomenkaart_OD.1180,1994,Solitaire boom,Prunus 'Pandora',Sierkers,Boom,MULTIPOINT ((172101.56 509631.808))
O10002_Bomenkaart_OD.1181,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172182.454 508836.214))
O10002_Bomenkaart_OD.1182,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171746.129 509101.826))
O10002_Bomenkaart_OD.1183,1985,Straat- / laanboom,Fraxinus excelsior Dronten 2,Es,Boom,MULTIPOINT ((171759.194 509322.789))
O10002_Bomenkaart_OD.1184,2000,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((172047.067 508920.59))
O10002_Bomenkaart_OD.1185,1990,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((172556.839 508938.898))
O10002_Bomenkaart_OD.1186,2008,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172060.898 509171.233))
O10002_Bomenkaart_OD.1187,2007,Straat- / laanboom,Acer freemanii 'Armstrong',Esdoorn,Boom,MULTIPOINT ((172051.206 508069.898))
O10002_Bomenkaart_OD.1188,1988,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((172629.694 508447.096))
O10002_Bomenkaart_OD.1189,1997,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172139.007 508521.254))
O10002_Bomenkaart_OD.1190,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171794.072 509121.53))
O10002_Bomenkaart_OD.1191,1998,Straat- / laanboom,Quercus cerris 'Wodan',Scharlaken eik,Boom,MULTIPOINT ((172410.079 509046.117))
O10002_Bomenkaart_OD.1192,1975,Straat- / laanboom,Populus tremula,Ratelpopulier,Boom,MULTIPOINT ((179578.768 507765.228))
O10002_Bomenkaart_OD.1193,1980,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((172221.471 509190.132))
O10002_Bomenkaart_OD.1194,1970,Straat- / laanboom,Populus canescens,Grauwe abeel,Boom,MULTIPOINT ((171704.109 508516.36))
O10002_Bomenkaart_OD.1195,1970,Straat- / laanboom,Populus canescens,Grauwe abeel,Boom,MULTIPOINT ((171721.089 508520.03))
O10002_Bomenkaart_OD.1196,1985,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((172985.199 508572.25))
