Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
14-12-2016 13:13;Definitief afgesloten;Afgesloten;21-12-2016 13:13;Groen;Overig (Groen);Paduaweg;;Den Dolder e.o.
14-12-2016 11:20;Definitief afgesloten;Afgesloten;21-12-2016 11:20;Openbare verlichting;Overig (verlichting);Vrijheidsplein;2 bushokjes;Zeist Noord
14-12-2016 10:07;Definitief afgesloten;Afgesloten;14-12-2016 10:07;Wegen en fietspaden;Paaltjes;Utrechtseweg;lommerlust-utrechtseweg fietspad;Zeist Noord
14-12-2016 9:59;Definitief afgesloten;Afgesloten;21-12-2016 9:59;Groen;Bladoverlast;Scheeperslaan;;Zeist Centrum
14-12-2016 9:18;Definitief afgesloten;Afgesloten;21-12-2016 9:18;Groen;Bladoverlast;Dassenlaan;;Den Dolder e.o.
14-12-2016 9:05;Definitief afgesloten;Afgesloten;21-12-2016 9:05;Wegen en fietspaden;Gebreken fiets-/voetpaden;Korte Steynlaan;;Zeist Centrum
14-12-2016 8:37;Definitief afgesloten;Afgesloten;21-12-2016 8:37;Wegen en fietspaden;Gebreken fiets-/voetpaden;Cronjélaan;;Zeist Centrum
14-12-2016 0:00;Definitief afgesloten;Afgesloten;14-12-2016 0:00;Handhaving;Handhaving;Oude Arnhemseweg;Locatie Oude Arnhemseweg 140 Mastnummer;Zeist Noord
14-12-2016 0:00;Definitief afgesloten;Afgesloten;21-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Korte Steynlaan;Locatie Korte Steynlaan / Antonlaan , naast brandkraan . Mastnummer;Zeist Centrum
14-12-2016 0:00;Definitief afgesloten;Afgesloten;14-12-2016 0:00;Openbare verlichting;;Van Tetslaan;Locatie Van tetslaan bij hoofdingang Dieptetuin Mastnummer;Zeist Centrum
14-12-2016 0:00;Definitief afgesloten;Afgesloten;21-12-2016 0:00;Openbare verlichting;Lamp defect;Fornheselaan;Locatie fornheselaan 138, 3734GE Den Dolder Mastnummer;Den Dolder e.o.
14-12-2016 0:00;Definitief afgesloten;Afgesloten;14-12-2016 0:00;Riolering;;Slotlaan;Locatie Hotel Corona, Hoek Slotlaan/Korte SteynlaanExacte locatie naast entree aan de Korte Steynlaan ter hoogte van het kelderluik en de boom Mastnummer;Zeist Centrum
14-12-2016 0:00;Definitief afgesloten;Afgesloten;21-12-2016 0:00;Groen;Bladoverlast;Louise de Colignyplein;Locatie Louise de Colignyplein 1 t/m 11, Zeist Mastnummer;Zeist Oost
14-12-2016 0:00;Definitief afgesloten;Afgesloten;21-12-2016 0:00;Groen;Bladoverlast;Hortensialaan;Locatie Tulpstraat, Hortensialaan, ter hoogte van Sint Josephkerk Mastnummer;Zeist Centrum
13-12-2016 22:47;Definitief afgesloten;Afgesloten;20-12-2016 22:47;Groen;Bladoverlast;Nijenheim;achter 1177;Zeist West
13-12-2016 15:57;Definitief afgesloten;Afgesloten;13-12-2016 15:57;Afvaldumping;Afvaldumping;Vincent van Goghlaan;;Den Dolder e.o.
13-12-2016 15:31;Definitief afgesloten;Afgesloten;13-12-2016 15:31;Handhaving;Handhaving;Javalaan;javalaan 73 en waterwinpark;Zeist Noord
13-12-2016 14:26;Definitief afgesloten;Afgesloten;13-12-2016 14:26;;;Couwenhoven;;Zeist West
13-12-2016 14:15;Definitief afgesloten;Afgesloten;20-12-2016 14:15;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
13-12-2016 12:47;Definitief afgesloten;Afgesloten;20-12-2016 12:47;Wegen en fietspaden;Gebreken fiets-/voetpaden;Van der Heijdenlaan;;Zeist Noord
13-12-2016 11:26;Definitief afgesloten;Afgesloten;20-12-2016 11:26;Openbare verlichting;Lamp defect;Oude Arnhemseweg;Utrechtseweg op losliggend fietspad;Zeist Centrum
13-12-2016 11:07;Definitief afgesloten;Afgesloten;14-12-2016 11:07;Openbare verlichting;Lichtmast gebroken/krom;Hoog Kanje;;Zeist Oost
13-12-2016 10:40;Definitief afgesloten;Afgesloten;20-12-2016 10:40;Openbare verlichting;Lamp defect;Noordweg;2300-0051;Zeist West
13-12-2016 10:24;Definitief afgesloten;Afgesloten;20-12-2016 10:24;Groen;Overig (Groen);Utrechtseweg;Griftlaan / Utrechtseweg;Zeist Noord
13-12-2016 10:00;Nieuw via KCC;Ontvangen;13-12-2016 10:00;;;;;
13-12-2016 0:00;Definitief afgesloten;Afgesloten;13-12-2016 0:00;Handhaving;Handhaving;Oude Arnhemseweg;Locatie Achter het hek van oude arnhemseweg 212 aan de voorkant. Koffer staat nu een beetje in de struiken. Mastnummer;Zeist Noord
13-12-2016 0:00;Definitief afgesloten;Afgesloten;20-12-2016 0:00;Groen;Bladoverlast;Oranje Nassauplein;Locatie Oranje Nassauplein 16 Mastnummer;Zeist Oost
13-12-2016 0:00;Definitief afgesloten;Afgesloten;13-12-2016 0:00;Parkeren;Parkeren;Dijnselweg;Locatie dijnselweg 843705 en zeist Mastnummer;Zeist Noord
13-12-2016 0:00;Definitief afgesloten;Afgesloten;20-12-2016 0:00;Riolering;Overig (Riolering);Dijnselweg;Locatie dijnselweg 84 Mastnummer;Zeist Noord
13-12-2016 0:00;Definitief afgesloten;Afgesloten;13-12-2016 0:00;Afvaldumping;Afvaldumping;Dr. s'Jacoblaan;Locatie Valckenbosch, waterwinpark Mastnummer;Zeist Centrum
13-12-2016 0:00;Definitief afgesloten;Afgesloten;20-12-2016 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Weeshuislaan;Locatie weeshuislaan aan de overzijde van leger des heils Mastnummer;Zeist Centrum
12-12-2016 21:18;Definitief afgesloten;Afgesloten;19-12-2016 21:18;Groen;Onkruid;Brugakker;;Zeist West
12-12-2016 15:43;Definitief afgesloten;Afgesloten;19-12-2016 15:43;Wegen en fietspaden;Gebreken fiets-/voetpaden;Kamerlingh Onneslaan;voetpad tegen Soesterweg aan bij de sportvelden en de gele geschakelde huizen;
12-12-2016 15:36;Definitief afgesloten;Afgesloten;12-12-2016 15:36;Handhaving;Handhaving;Brugakker;;Zeist West
12-12-2016 14:16;Definitief afgesloten;Afgesloten;19-12-2016 14:16;Openbare verlichting;Armatuur kapot;Prinses Marijkelaan;Bij de woning;Zeist Oost
12-12-2016 13:56;Definitief afgesloten;Afgesloten;12-12-2016 13:56;Handhaving;Handhaving;Brugakker;;Zeist West
12-12-2016 13:27;Definitief afgesloten;Afgesloten;19-12-2016 13:27;Groen;Bladoverlast;De Posterij;;Zeist Centrum
12-12-2016 13:05;Definitief afgesloten;Afgesloten;19-12-2016 13:05;Openbare verlichting;Lamp defect;Mesdaglaan;;Den Dolder e.o.
12-12-2016 12:22;Definitief afgesloten;Afgesloten;19-12-2016 12:22;Groen;Bladoverlast;Dolderseweg;;Den Dolder e.o.
12-12-2016 11:52;Definitief afgesloten;Afgesloten;12-12-2016 11:52;Wegen en fietspaden;Paaltjes;Driebergseweg;;Zeist Oost
12-12-2016 11:01;Definitief afgesloten;Afgesloten;12-12-2016 11:01;Handhaving;Handhaving;Costerlaan;nr. 1 B;Zeist Centrum
12-12-2016 10:49;Definitief afgesloten;Afgesloten;12-12-2016 10:49;Wegen en fietspaden;Borden;Dolderseweg;huisnummer 81;Den Dolder e.o.
12-12-2016 10:08;Definitief afgesloten;Afgesloten;19-12-2016 10:08;Groen;Bladoverlast;Nijenheim;;Zeist West
12-12-2016 9:06;Definitief afgesloten;Afgesloten;19-12-2016 9:06;Groen;Bladoverlast;Bremlaan;;Den Dolder e.o.
12-12-2016 8:37;Definitief afgesloten;Afgesloten;13-12-2016 8:37;Riolering;Gemalen;Vossenlaan;;Den Dolder e.o.
12-12-2016 0:00;Definitief afgesloten;Afgesloten;12-12-2016 0:00;Wegen en fietspaden;Paaltjes;Tolhuislaan;Locatie Hoek Tolhuislaan / Paltzerweg. Oostzijde Mastnummer;Den Dolder e.o.
12-12-2016 0:00;Definitief afgesloten;Afgesloten;12-12-2016 0:00;Handhaving;Handhaving;Van Doornlaantje;Locatie Krugerlaan / Cronjelaan Mastnummer;Zeist Centrum
12-12-2016 0:00;Definitief afgesloten;Afgesloten;20-12-2016 0:00;Wegen en fietspaden;Gebreken wegdek;Jacob Catslaan;Locatie Tegenover Huisnr. 10 op de Jacob Catslaan te Zeist Mastnummer;Zeist Noord
12-12-2016 0:00;Definitief afgesloten;Afgesloten;12-12-2016 0:00;Wegen en fietspaden;;Marterlaan;Locatie Den Dolder.In de omschrijving is de locatie helder denk ik. Mastnummer;Den Dolder e.o.
11-12-2016 0:00;Definitief afgesloten;Afgesloten;20-12-2016 0:00;Groen;Bladoverlast;Gerolaan;Locatie Gerolaan 42/44 Mastnummer;Zeist Centrum
11-12-2016 0:00;Definitief afgesloten;Afgesloten;11-12-2016 0:00;Wegen en fietspaden;;Driebergseweg;Locatie Hoek Driebergseweg - Molenweg Mastnummer;Zeist Oost
10-12-2016 0:00;Definitief afgesloten;Afgesloten;10-12-2016 0:00;Bomen;Bomen;Dierenriem;Locatie Dierenriem 44 Mastnummer;Den Dolder e.o.
10-12-2016 0:00;Definitief afgesloten;Afgesloten;10-12-2016 0:00;;;Noordweg;Locatie Noordweg 1-37 Mastnummer;Zeist West
10-12-2016 0:00;Definitief afgesloten;Afgesloten;17-12-2016 0:00;Wegen en fietspaden;Gebreken wegdek;Griffensteijnselaan;Locatie Parkeerplaats Zinzendorflaan bij ingang voetbalvereniging FZO (tegenover Daniel Marotplein).Zie bijgevoegde foto's. Mastnummer;Zeist Centrum
9-12-2016 22:01;Definitief afgesloten;Afgesloten;9-12-2016 22:01;Wegen en fietspaden;;Godfried van Seijstlaan;;Zeist West
9-12-2016 17:58;Definitief afgesloten;Afgesloten;16-12-2016 17:58;Groen;Bladoverlast;Amersfoortseweg;fietspad amersfoortseweg;Zeist Noord
9-12-2016 14:45;Definitief afgesloten;Afgesloten;9-12-2016 14:45;Afvaldumping;Afvaldumping;Warande;;Zeist Noord
9-12-2016 13:55;Definitief afgesloten;Afgesloten;16-12-2016 13:55;Openbare verlichting;Lamp defect;Douglaslaan;0706-0006;Den Dolder e.o.
9-12-2016 13:36;Definitief afgesloten;Afgesloten;9-12-2016 13:36;Handhaving;Handhaving;De Clomp;;Zeist West
9-12-2016 13:29;Definitief afgesloten;Afgesloten;9-12-2016 13:29;Afvaldumping;Afvaldumping;Dijnselburgerlaan;;Zeist Noord
9-12-2016 12:40;Definitief afgesloten;Afgesloten;16-12-2016 12:40;Groen;Onkruid;Crosestein;;Zeist West
9-12-2016 10:34;Definitief afgesloten;Afgesloten;9-12-2016 10:34;Afvaldumping;Afvaldumping;De Clomp;;Zeist West
9-12-2016 10:01;Definitief afgesloten;Afgesloten;9-12-2016 10:01;Afvaldumping;Afvaldumping;Heideweg;;Zeist Oost
9-12-2016 9:27;Definitief afgesloten;Afgesloten;16-12-2016 9:27;Openbare verlichting;Lamp defect;Schaerweijdelaan;;Zeist Centrum
9-12-2016 9:09;Definitief afgesloten;Afgesloten;9-12-2016 9:09;Handhaving;Handhaving;Paltzerweg;;
9-12-2016 8:35;Definitief afgesloten;Afgesloten;12-12-2016 8:35;Riolering;Gemalen;Vossenlaan;;Den Dolder e.o.
9-12-2016 0:00;Definitief afgesloten;Afgesloten;16-12-2016 0:00;Wegen en fietspaden;Gebreken wegdek;Breullaan;Locatie Bij kruising Breullaan/Odijkerweg;Zeist Oost
9-12-2016 0:00;Definitief afgesloten;Afgesloten;9-12-2016 0:00;Openbare verlichting;;Couwenhoven;Locatie Het gaat om vijf lantaarnpalen op de parkeerplaats bij flat 20,t.w. paal 2101, 2102, 2103, 2104 en 2107 Mastnummer;Zeist West
9-12-2016 0:00;Definitief afgesloten;Afgesloten;16-12-2016 0:00;Openbare verlichting;Lamp defect;Platolaan;2521-0028;Zeist Centrum
8-12-2016 16:09;Definitief afgesloten;Afgesloten;9-12-2016 16:09;Riolering;Gemalen;Vossenlaan;;Den Dolder e.o.
8-12-2016 15:25;Definitief afgesloten;Afgesloten;15-12-2016 15:25;Groen;Bladoverlast;Hezer Enghweg;Rond de Torteltuin.;Den Dolder e.o.
8-12-2016 15:01;Definitief afgesloten;Afgesloten;8-12-2016 15:01;Milieu;Mileu;De Clomp;Winkelcentrum de Clomp;Zeist West
8-12-2016 14:59;Definitief afgesloten;Afgesloten;8-12-2016 14:59;Handhaving;Handhaving;Nelson Mandelalaan;;Zeist Centrum
8-12-2016 13:08;Definitief afgesloten;Afgesloten;15-12-2016 13:08;Wegen en fietspaden;Gebreken fiets-/voetpaden;Odijkerweg;Odijkerweg Ter hoogte van het tunneltje A12;Zeist Oost
8-12-2016 12:03;Definitief afgesloten;Afgesloten;8-12-2016 12:03;Afvaldumping;;Schroeder vd Kolklaan;;Den Dolder e.o.
8-12-2016 11:46;Definitief afgesloten;Afgesloten;8-12-2016 11:46;Handhaving;Handhaving;Cronjélaan;;Zeist Centrum
8-12-2016 11:43;Definitief afgesloten;Afgesloten;15-12-2016 11:43;Groen;Bladoverlast;Driebergseweg;langs de weg;Zeist Oost
8-12-2016 11:14;Definitief afgesloten;Afgesloten;15-12-2016 11:14;Wegen en fietspaden;Gebreken fiets-/voetpaden;Park Rodichem;;Den Dolder e.o.
8-12-2016 10:43;Definitief afgesloten;Afgesloten;8-12-2016 10:43;Klachten afvalinzameling;Klacht afvalimzameling;Prinses Margrietlaan;;Zeist Oost
8-12-2016 10:31;Definitief afgesloten;Afgesloten;15-12-2016 10:31;Openbare verlichting;Lamp defect;Arnhemse Bovenweg;;Zeist Oost
8-12-2016 10:21;Definitief afgesloten;Afgesloten;15-12-2016 10:21;Openbare verlichting;Lamp defect;Sophialaan;0051-0010;Zeist Oost
8-12-2016 10:16;Definitief afgesloten;Afgesloten;15-12-2016 10:16;Openbare verlichting;Lamp defect;Dennenweg;3081-0010;Den Dolder e.o.
8-12-2016 10:12;Definitief afgesloten;Afgesloten;9-12-2016 10:12;Riolering;Verstopping huisaansluiting;Oude Arnhemseweg;;Zeist Noord
8-12-2016 9:23;Definitief afgesloten;Afgesloten;15-12-2016 9:23;Handhaving;;Panweg;huisnummer 12;Zeist Noord
8-12-2016 9:11;Definitief afgesloten;Afgesloten;15-12-2016 9:11;Wegen en fietspaden;Gebreken fiets-/voetpaden;Utrechtseweg;tussen de uitritten van de huisnummers 84 - 86;Zeist Noord
8-12-2016 9:00;Definitief afgesloten;Afgesloten;15-12-2016 9:00;Openbare verlichting;Lamp defect;Utrechtseweg;;Zeist Noord
8-12-2016 0:00;Definitief afgesloten;Afgesloten;8-12-2016 0:00;Bomen;;Van der Heijdenlaan;Locatie Van der Heijdenlaan 88 en omgeving Mastnummer;Zeist Noord
7-12-2016 22:03;Definitief afgesloten;Afgesloten;7-12-2016 22:03;Handhaving;Handhaving;Platolaan;80;Zeist Centrum
7-12-2016 15:28;Definitief afgesloten;Afgesloten;14-12-2016 15:28;;Paaltjes;Sanatoriumlaan;terrein voorheen VW garage / BP station;Zeist Noord
7-12-2016 15:17;Definitief afgesloten;Afgesloten;14-12-2016 15:17;Groen;Bladoverlast;Brugakker;;Zeist West
7-12-2016 14:42;Definitief afgesloten;Afgesloten;14-12-2016 14:42;Groen;Bladoverlast;Austerlitzseweg;;Zeist Oost
7-12-2016 14:34;Definitief afgesloten;Afgesloten;14-12-2016 14:34;Openbare verlichting;Lamp defect;Amersfoortseweg;0031-0005;Den Dolder e.o.
7-12-2016 14:27;Definitief afgesloten;Afgesloten;14-12-2016 14:27;Openbare verlichting;Overig (verlichting);Pleineslaan;;Den Dolder e.o.
7-12-2016 14:00;Definitief afgesloten;Afgesloten;14-12-2016 14:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Cronjélaan;;Zeist Centrum
7-12-2016 13:56;Definitief afgesloten;Afgesloten;8-12-2016 13:56;Afvaldumping;;De Wetlaan;;Zeist Centrum
7-12-2016 13:53;Definitief afgesloten;Afgesloten;14-12-2016 13:53;Openbare verlichting;Lamp defect;Couwenhoven;0591-4105;Zeist West
7-12-2016 12:07;Definitief afgesloten;Afgesloten;14-12-2016 12:07;Groen;Bladoverlast;Crosestein;;Zeist West
7-12-2016 11:52;Definitief afgesloten;Afgesloten;8-12-2016 11:52;Afvaldumping;;Anna Paulownalaan;;Zeist Oost
7-12-2016 11:41;Definitief afgesloten;Afgesloten;8-12-2016 11:41;Afvaldumping;;Brugakker;tegenover Brugakker 3706;Zeist West
7-12-2016 11:17;Definitief afgesloten;Afgesloten;14-12-2016 11:17;Groen;;Graaf Janlaan;;Zeist Oost
7-12-2016 11:07;Definitief afgesloten;Afgesloten;14-12-2016 11:07;Afvaldumping;;Baarnseweg;;Den Dolder e.o.
7-12-2016 11:03;Definitief afgesloten;Afgesloten;14-12-2016 11:03;;;Meester Lasterielaan;;Den Dolder e.o.
7-12-2016 10:36;Definitief afgesloten;Afgesloten;14-12-2016 10:36;Groen;Overig (Groen);Korhoenlaan;;Zeist West
7-12-2016 10:26;Definitief afgesloten;Afgesloten;8-12-2016 10:26;Afvaldumping;;Anna Paulownalaan;ondergrondse containers aan de kant vasn de Sofialaan;Zeist Oost
6-12-2016 16:42;Definitief afgesloten;Afgesloten;13-12-2016 16:42;Openbare verlichting;Lamp defect;Dolderseweg;net buiten de poort van Dolderseweg 158 B;Den Dolder e.o.
6-12-2016 16:37;Definitief afgesloten;Afgesloten;13-12-2016 16:37;Openbare verlichting;Lamp defect;Van Tetslaan;3261-0002;Zeist Centrum
6-12-2016 15:53;Definitief afgesloten;Afgesloten;13-12-2016 15:53;Wegen en fietspaden;;Dolderseweg;;Den Dolder e.o.
6-12-2016 15:50;Definitief afgesloten;Afgesloten;13-12-2016 15:50;;;Nelson Mandelalaan;;Zeist Centrum
6-12-2016 15:15;Definitief afgesloten;Afgesloten;13-12-2016 15:15;Handhaving;;Van Reedestraat;t.o. Bartimeus;
6-12-2016 13:59;Definitief afgesloten;Afgesloten;13-12-2016 13:59;Groen;;Sanatoriumlaan;;Zeist Noord
6-12-2016 13:57;Definitief afgesloten;Afgesloten;13-12-2016 13:57;Afvaldumping;;Brugakker;;Zeist West
6-12-2016 13:48;Definitief afgesloten;Afgesloten;7-12-2016 13:48;Afvaldumping;;Platostraat;;
6-12-2016 13:35;Definitief afgesloten;Afgesloten;13-12-2016 13:35;Openbare verlichting;Lamp defect;Blikkenburgerlaan;0251 / 0003, 0251 / 0010, 0251 / 0009, 0251 / 0008, 0251 / 0006 en 0251 / 0005;Zeist West
6-12-2016 12:38;Definitief afgesloten;Afgesloten;13-12-2016 12:38;Handhaving;;Vestdijklaan;;Zeist Noord
6-12-2016 9:49;Definitief afgesloten;Afgesloten;13-12-2016 9:49;Afvaldumping;;Jufferstraat;;Zeist Centrum
6-12-2016 9:48;Definitief afgesloten;Afgesloten;13-12-2016 9:48;Groen;Overig (Groen);Couwenhoven;het fietspad richting tunnel onder de Weteringlaan;Zeist West
6-12-2016 9:05;Definitief afgesloten;Afgesloten;13-12-2016 9:05;Afvaldumping;;Prinses Marijkelaan;de ondergrondse container bij de bushalte met op de klep nr. 316;Zeist Oost
5-12-2016 19:27;Definitief afgesloten;Afgesloten;12-12-2016 19:27;Openbare verlichting;Lamp defect;Guido Gezellelaan;0996-0005;Zeist Noord
5-12-2016 19:18;Definitief afgesloten;Afgesloten;6-12-2016 19:18;Openbare verlichting;Netwerkstoring;Couwenhoven;tussen 4225 en 4227 en verder op het plein;Zeist West
5-12-2016 15:31;Definitief afgesloten;Afgesloten;6-12-2016 15:31;Afvaldumping;;Gerolaan;;Zeist Centrum
5-12-2016 15:24;Definitief afgesloten;Afgesloten;12-12-2016 15:24;Groen;Overig (Groen);Parklaan;de hele straat of te wel Wilhelminapark.;Zeist Centrum
5-12-2016 12:16;Definitief afgesloten;Afgesloten;12-12-2016 12:16;Handhaving;;Krugerlaan;Cronjelaan;Zeist Centrum
5-12-2016 12:06;Definitief afgesloten;Afgesloten;12-12-2016 12:06;Handhaving;;Nijenheim;;Zeist West
5-12-2016 11:26;Definitief afgesloten;Afgesloten;6-12-2016 11:26;Riolering;Verstopping huisaansluiting;Henriëtte v Lijndenlaan;;Zeist West
5-12-2016 11:24;Definitief afgesloten;Afgesloten;12-12-2016 11:24;Openbare verlichting;Lamp defect;Couwenhoven;5303 en 5310;Zeist West
5-12-2016 10:46;Definitief afgesloten;Afgesloten;12-12-2016 10:46;Groen;;Utrechtseweg;Utrechtseweg en Warande voetpad;
5-12-2016 10:05;Definitief afgesloten;Afgesloten;12-12-2016 10:05;Openbare verlichting;Lamp defect;Couwenhoven;;Zeist West
5-12-2016 9:42;Definitief afgesloten;Afgesloten;6-12-2016 9:42;Riolering;Verstopping huisaansluiting;Laan van Cattenbroeck;;Zeist West
5-12-2016 9:38;Definitief afgesloten;Afgesloten;12-12-2016 9:38;Groen;Overig (Groen);Thorbeckelaan;vijver;Zeist Noord
5-12-2016 9:14;Definitief afgesloten;Afgesloten;12-12-2016 9:14;Riolering;Overig (Riolering);Brugakker;3609;Zeist West
5-12-2016 9:05;Definitief afgesloten;Afgesloten;6-12-2016 9:05;Openbare verlichting;Netwerkstoring;Couwenhoven;parkeerplaats bij flat 20;Zeist West
5-12-2016 9:00;Definitief afgesloten;Afgesloten;12-12-2016 9:00;Wegen en fietspaden;Borden;Griffensteijnselaan;;Zeist West
5-12-2016 8:50;Definitief afgesloten;Afgesloten;12-12-2016 8:50;Riolering;Verstopping straatkolk;Brugakker;;Zeist West
4-12-2016 20:45;Definitief afgesloten;Afgesloten;12-12-2016 20:45;Afvaldumping;;Verlengde Slotlaan;;Zeist Centrum
4-12-2016 19:47;Definitief afgesloten;Afgesloten;12-12-2016 19:47;Openbare verlichting;Lamp defect;Couwenhoven;Huisnummer 5303 + 5310;Zeist West
4-12-2016 19:08;Definitief afgesloten;Afgesloten;12-12-2016 19:08;Handhaving;;Willem Versteeghstraat;Willem Versteeghstraat + Korte Bergweg;Den Dolder e.o.
3-12-2016 18:22;Definitief afgesloten;Afgesloten;12-12-2016 18:22;Wegen en fietspaden;Gebreken wegdek;Boulevard;;Zeist Centrum
3-12-2016 18:21;Definitief afgesloten;Afgesloten;12-12-2016 18:21;Wegen en fietspaden;;De la Reylaan;;Zeist Centrum
3-12-2016 16:29;Definitief afgesloten;Afgesloten;12-12-2016 16:29;Openbare verlichting;Lamp defect;Marmontweg;2051-0001;Zeist Oost
3-12-2016 15:56;Definitief afgesloten;Afgesloten;12-12-2016 15:56;Openbare verlichting;Lamp defect;Paduaweg;2422-0026;Den Dolder e.o.
3-12-2016 12:54;Definitief afgesloten;Afgesloten;12-12-2016 12:54;Handhaving;;Dr. Marga Klompélaan;;Zeist Noord
3-12-2016 12:19;Definitief afgesloten;Afgesloten;12-12-2016 12:19;Openbare verlichting;Lamp defect;Couwenhoven;0591-4116 en 0591-4118;Zeist West
3-12-2016 11:53;Definitief afgesloten;Afgesloten;12-12-2016 11:53;Openbare verlichting;Lamp defect;Couwenhoven;bij couwenhoven 4227, 4222 en 4101;Zeist West
3-12-2016 10:53;Definitief afgesloten;Afgesloten;12-12-2016 10:53;Groen;;Slotlaan;Walkartpark;Zeist Centrum
2-12-2016 20:26;Definitief afgesloten;Afgesloten;9-12-2016 20:26;;Overig (Straatmeubilair);Nijenheim;(achter rouwcentrum Nijenheim);Zeist West
2-12-2016 16:12;Definitief afgesloten;Afgesloten;9-12-2016 16:12;Handhaving;;Johan v Oldenbarneveltln;;Zeist Noord
2-12-2016 15:20;Definitief afgesloten;Afgesloten;9-12-2016 15:20;Openbare verlichting;Lamp defect;Weteringlaan;;Zeist West
2-12-2016 15:03;Definitief afgesloten;Afgesloten;9-12-2016 15:03;;Paaltjes;Laan van Vollenhove;;Zeist Noord
2-12-2016 13:26;Definitief afgesloten;Afgesloten;9-12-2016 13:26;Handhaving;;Brugakker;;Zeist West
2-12-2016 13:22;Definitief afgesloten;Afgesloten;9-12-2016 13:22;Handhaving;;Brugakker;;Zeist West
2-12-2016 12:11;Definitief afgesloten;Afgesloten;9-12-2016 12:11;;;Woudenbergseweg;;Zeist Centrum
2-12-2016 9:25;Definitief afgesloten;Afgesloten;5-12-2016 9:25;Afvaldumping;;Brugakker;;Zeist West
2-12-2016 9:16;Definitief afgesloten;Afgesloten;9-12-2016 9:16;Handhaving;;Waterigeweg;;Zeist West
2-12-2016 8:54;Definitief afgesloten;Afgesloten;9-12-2016 8:54;Afvaldumping;;Dr. Ramaerlaan;;
1-12-2016 23:38;Definitief afgesloten;Afgesloten;8-12-2016 23:38;;;Nijenheim;;Zeist West
1-12-2016 17:03;Definitief afgesloten;Afgesloten;8-12-2016 17:03;Groen;Overig (Groen);Fornheselaan;;
1-12-2016 14:40;Definitief afgesloten;Afgesloten;8-12-2016 14:40;Handhaving;;De Posterij;achter op de parkeerplaats;Zeist Centrum
1-12-2016 13:26;Definitief afgesloten;Afgesloten;8-12-2016 13:26;Handhaving;;Driebergseweg;voor KOS<PS;Zeist Oost
1-12-2016 12:56;Definitief afgesloten;Afgesloten;8-12-2016 12:56;Groen;;Strausslaan;;Zeist Noord
1-12-2016 11:52;Definitief afgesloten;Afgesloten;8-12-2016 11:52;Afvaldumping;;Cornelis Schellingerlaan;nummer 79;Zeist West
