Kenteken,Vervaldatum keuring,Vervaldatum keuring DT
00GDK6,20230602,06/02/2023 12:00:00 AM
00GDK8,20230816,08/16/2023 12:00:00 AM
00GDK9,20230307,03/07/2023 12:00:00 AM
00GDL2,20210703,07/03/2021 12:00:00 AM
00GDL3,20230617,06/17/2023 12:00:00 AM
00GDL4,20230605,06/05/2023 12:00:00 AM
00GDL6,20230725,07/25/2023 12:00:00 AM
00GDL7,20230404,04/04/2023 12:00:00 AM
00GDN1,20230607,06/07/2023 12:00:00 AM
00GDN2,20230327,03/27/2023 12:00:00 AM
00GDN8,20230531,05/31/2023 12:00:00 AM
00GDN9,20231207,12/07/2023 12:00:00 AM
00GDP1,20231212,12/12/2023 12:00:00 AM
00GDP3,20240222,02/22/2024 12:00:00 AM
00GDP4,20240110,01/10/2024 12:00:00 AM
00GDP5,20230322,03/22/2023 12:00:00 AM
00GDP6,20230926,09/26/2023 12:00:00 AM
00GDP8,20230530,05/30/2023 12:00:00 AM
00GDP9,20230605,06/05/2023 12:00:00 AM
00GDR3,20230606,06/06/2023 12:00:00 AM
00GDR5,20230804,08/04/2023 12:00:00 AM
00GDR6,20230602,06/02/2023 12:00:00 AM
00GDR8,20230430,04/30/2023 12:00:00 AM
00GDR9,20240209,02/09/2024 12:00:00 AM
00GDS1,20230614,06/14/2023 12:00:00 AM
00GDS2,20230708,07/08/2023 12:00:00 AM
00GDS3,20230603,06/03/2023 12:00:00 AM
00GDS5,20230322,03/22/2023 12:00:00 AM
00GDS6,20230824,08/24/2023 12:00:00 AM
00GDS7,20231122,11/22/2023 12:00:00 AM
00GDS8,20230526,05/26/2023 12:00:00 AM
00GDT1,20230523,05/23/2023 12:00:00 AM
00GDT3,20230912,09/12/2023 12:00:00 AM
00GDT4,20230715,07/15/2023 12:00:00 AM
00GDT6,20230827,08/27/2023 12:00:00 AM
00GDT7,20230617,06/17/2023 12:00:00 AM
00GDT8,20230613,06/13/2023 12:00:00 AM
00GDT9,20230312,03/12/2023 12:00:00 AM
00GDV3,20240313,03/13/2024 12:00:00 AM
00GDV5,20231118,11/18/2023 12:00:00 AM
00GDV7,20231103,11/03/2023 12:00:00 AM
00GDV9,20230707,07/07/2023 12:00:00 AM
00GDX1,20230724,07/24/2023 12:00:00 AM
00GDX2,20230611,06/11/2023 12:00:00 AM
00GDX7,20230605,06/05/2023 12:00:00 AM
00GDX8,20230606,06/06/2023 12:00:00 AM
00GDZ1,20231111,11/11/2023 12:00:00 AM
00GDZ3,20230523,05/23/2023 12:00:00 AM
00GDZ6,20230414,04/14/2023 12:00:00 AM
00GDZ8,20240128,01/28/2024 12:00:00 AM
00GE35,20240324,03/24/2024 12:00:00 AM
00GE72,20230924,09/24/2023 12:00:00 AM
00GF55,,
00GFB1,20230606,06/06/2023 12:00:00 AM
00GFB2,20230617,06/17/2023 12:00:00 AM
00GFB3,20230519,05/19/2023 12:00:00 AM
00GFB4,20191122,11/22/2019 12:00:00 AM
00GFB7,20230717,07/17/2023 12:00:00 AM
00GFB8,20231012,10/12/2023 12:00:00 AM
00GFD2,20230704,07/04/2023 12:00:00 AM
00GFD3,20230629,06/29/2023 12:00:00 AM
00GFD5,20230728,07/28/2023 12:00:00 AM
00GFD6,20230618,06/18/2023 12:00:00 AM
00GFD7,20230921,09/21/2023 12:00:00 AM
00GFF4,20230327,03/27/2023 12:00:00 AM
00GFF5,20230403,04/03/2023 12:00:00 AM
00GFF6,20231221,12/21/2023 12:00:00 AM
00GFF8,20230815,08/15/2023 12:00:00 AM
00GFF9,20230311,03/11/2023 12:00:00 AM
00GFG1,20230330,03/30/2023 12:00:00 AM
00GFG2,20230606,06/06/2023 12:00:00 AM
00GFG3,20230714,07/14/2023 12:00:00 AM
00GFG4,20230401,04/01/2023 12:00:00 AM
00GFG5,20230917,09/17/2023 12:00:00 AM
00GFG6,20230731,07/31/2023 12:00:00 AM
00GFG7,20231213,12/13/2023 12:00:00 AM
00GFH1,20230619,06/19/2023 12:00:00 AM
00GFH2,20230823,08/23/2023 12:00:00 AM
00GFH3,20231207,12/07/2023 12:00:00 AM
00GFH4,20230606,06/06/2023 12:00:00 AM
00GFH6,20230824,08/24/2023 12:00:00 AM
00GFH7,20230429,04/29/2023 12:00:00 AM
00GFH8,20230506,05/06/2023 12:00:00 AM
00GFJ1,20230606,06/06/2023 12:00:00 AM
00GFJ3,20240117,01/17/2024 12:00:00 AM
00GFJ5,20231115,11/15/2023 12:00:00 AM
00GFJ7,20230715,07/15/2023 12:00:00 AM
00GFJ8,20230416,04/16/2023 12:00:00 AM
00GFJ9,20230705,07/05/2023 12:00:00 AM
00GFK3,20230706,07/06/2023 12:00:00 AM
00GFK6,20230405,04/05/2023 12:00:00 AM
00GFK7,20230308,03/08/2023 12:00:00 AM
00GFK8,20240115,01/15/2024 12:00:00 AM
00GFL1,20231111,11/11/2023 12:00:00 AM
00GFL2,20230620,06/20/2023 12:00:00 AM
00GFL3,20231206,12/06/2023 12:00:00 AM
00GFL6,20230608,06/08/2023 12:00:00 AM
00GFL7,20230904,09/04/2023 12:00:00 AM
00GFL8,20230522,05/22/2023 12:00:00 AM
00GFL9,20230616,06/16/2023 12:00:00 AM
00GFN1,20230308,03/08/2023 12:00:00 AM
00GFN3,20230128,01/28/2023 12:00:00 AM
00GFN4,20231230,12/30/2023 12:00:00 AM
00GFN6,20230415,04/15/2023 12:00:00 AM
00GFN7,20240104,01/04/2024 12:00:00 AM
00GFN8,20230314,03/14/2023 12:00:00 AM
00GFN9,20230606,06/06/2023 12:00:00 AM
00GFP2,20230611,06/11/2023 12:00:00 AM
00GFP3,20230306,03/06/2023 12:00:00 AM
00GFP4,20240131,01/31/2024 12:00:00 AM
00GFP5,20230420,04/20/2023 12:00:00 AM
00GFP6,20240715,07/15/2024 12:00:00 AM
00GFP7,20140301,03/01/2014 12:00:00 AM
00GFP9,20230127,01/27/2023 12:00:00 AM
00GFR1,20231112,11/12/2023 12:00:00 AM
00GFR3,20230719,07/19/2023 12:00:00 AM
00GFR4,20230607,06/07/2023 12:00:00 AM
00GFR9,20230613,06/13/2023 12:00:00 AM
00GFS1,20230901,09/01/2023 12:00:00 AM
00GFS2,20230627,06/27/2023 12:00:00 AM
00GFS4,20230625,06/25/2023 12:00:00 AM
00GFS5,20231012,10/12/2023 12:00:00 AM
00GFS7,20240201,02/01/2024 12:00:00 AM
00GFS8,20230528,05/28/2023 12:00:00 AM
00GFT1,20230613,06/13/2023 12:00:00 AM
00GFT3,20230620,06/20/2023 12:00:00 AM
00GFT4,20230408,04/08/2023 12:00:00 AM
00GFT5,20230620,06/20/2023 12:00:00 AM
00GFT7,20231027,10/27/2023 12:00:00 AM
00GFT8,20230918,09/18/2023 12:00:00 AM
00GFT9,20230214,02/14/2023 12:00:00 AM
00GFV1,20230614,06/14/2023 12:00:00 AM
00GFV3,20220813,08/13/2022 12:00:00 AM
00GFV4,20230618,06/18/2023 12:00:00 AM
00GFV5,20230922,09/22/2023 12:00:00 AM
00GFV6,20230703,07/03/2023 12:00:00 AM
00GFV7,20231118,11/18/2023 12:00:00 AM
00GFV8,20230705,07/05/2023 12:00:00 AM
00GFV9,20230729,07/29/2023 12:00:00 AM
00GFX1,20231217,12/17/2023 12:00:00 AM
00GFX2,20230402,04/02/2023 12:00:00 AM
00GFX3,20230701,07/01/2023 12:00:00 AM
00GFX4,20240120,01/20/2024 12:00:00 AM
00GFX6,20230316,03/16/2023 12:00:00 AM
00GFX9,20230503,05/03/2023 12:00:00 AM
00GFZ1,20230614,06/14/2023 12:00:00 AM
00GFZ2,20230711,07/11/2023 12:00:00 AM
00GFZ3,20230629,06/29/2023 12:00:00 AM
00GFZ4,20230620,06/20/2023 12:00:00 AM
00GFZ5,20230319,03/19/2023 12:00:00 AM
00GFZ9,20240118,01/18/2024 12:00:00 AM
00GG08,20230611,06/11/2023 12:00:00 AM
00GG30,20240627,06/27/2024 12:00:00 AM
00GGB2,20230329,03/29/2023 12:00:00 AM
00GGB3,20230925,09/25/2023 12:00:00 AM
00GGB4,20230530,05/30/2023 12:00:00 AM
00GGB6,20240302,03/02/2024 12:00:00 AM
00GGD1,20230618,06/18/2023 12:00:00 AM
00GGD3,20230627,06/27/2023 12:00:00 AM
00GGD4,20240223,02/23/2024 12:00:00 AM
00GGD5,20230412,04/12/2023 12:00:00 AM
00GGD6,20230618,06/18/2023 12:00:00 AM
00GGD7,20230810,08/10/2023 12:00:00 AM
00GGD8,20230613,06/13/2023 12:00:00 AM
00GGF1,20231003,10/03/2023 12:00:00 AM
00GGF3,20230804,08/04/2023 12:00:00 AM
00GGF5,20230714,07/14/2023 12:00:00 AM
00GGF7,20231206,12/06/2023 12:00:00 AM
00GGF8,20230305,03/05/2023 12:00:00 AM
00GGG1,20230617,06/17/2023 12:00:00 AM
00GGG3,20231013,10/13/2023 12:00:00 AM
00GGG5,20230619,06/19/2023 12:00:00 AM
00GGG6,20230620,06/20/2023 12:00:00 AM
00GGG7,20230730,07/30/2023 12:00:00 AM
00GGG8,20231205,12/05/2023 12:00:00 AM
00GGH2,20230624,06/24/2023 12:00:00 AM
00GGH6,20240103,01/03/2024 12:00:00 AM
00GGH7,20240119,01/19/2024 12:00:00 AM
00GGH9,20240204,02/04/2024 12:00:00 AM
00GGJ2,20230617,06/17/2023 12:00:00 AM
00GGJ4,20230321,03/21/2023 12:00:00 AM
00GGJ7,20230620,06/20/2023 12:00:00 AM
00GGJ8,20230414,04/14/2023 12:00:00 AM
00GGK1,20240201,02/01/2024 12:00:00 AM
00GGK3,20230618,06/18/2023 12:00:00 AM
00GGK4,20230902,09/02/2023 12:00:00 AM
00GGK7,20230813,08/13/2023 12:00:00 AM
00GGK9,20240119,01/19/2024 12:00:00 AM
00GGL2,20230728,07/28/2023 12:00:00 AM
00GGL3,20231115,11/15/2023 12:00:00 AM
00GGL5,20211007,10/07/2021 12:00:00 AM
00GGL8,20230615,06/15/2023 12:00:00 AM
00GGN1,20230105,01/05/2023 12:00:00 AM
00GGN3,20230701,07/01/2023 12:00:00 AM
00GGN5,20230701,07/01/2023 12:00:00 AM
00GGN6,20230714,07/14/2023 12:00:00 AM
00GGN9,20230331,03/31/2023 12:00:00 AM
00GGP1,20230625,06/25/2023 12:00:00 AM
00GGP2,20230609,06/09/2023 12:00:00 AM
00GGP4,20240210,02/10/2024 12:00:00 AM
00GGP5,20240120,01/20/2024 12:00:00 AM
00GGP7,20230912,09/12/2023 12:00:00 AM
00GGP8,20230622,06/22/2023 12:00:00 AM
00GGP9,20230328,03/28/2023 12:00:00 AM
00GGR2,20230713,07/13/2023 12:00:00 AM
00GGR3,20230627,06/27/2023 12:00:00 AM
00GGR4,20230528,05/28/2023 12:00:00 AM
00GGR5,20230409,04/09/2023 12:00:00 AM
00GGR6,20231101,11/01/2023 12:00:00 AM
00GGR7,20240205,02/05/2024 12:00:00 AM
00GGR9,20240328,03/28/2024 12:00:00 AM
00GGS1,20230726,07/26/2023 12:00:00 AM
00GGS4,20230406,04/06/2023 12:00:00 AM
00GGS5,20230626,06/26/2023 12:00:00 AM
00GGT1,20230329,03/29/2023 12:00:00 AM
00GGT2,20230413,04/13/2023 12:00:00 AM
00GGT4,20230828,08/28/2023 12:00:00 AM
00GGT5,20230627,06/27/2023 12:00:00 AM
00GGT7,20230607,06/07/2023 12:00:00 AM
00GGT8,20230226,02/26/2023 12:00:00 AM
00GGV1,20230408,04/08/2023 12:00:00 AM
00GGV4,20230601,06/01/2023 12:00:00 AM
00GGV6,20230421,04/21/2023 12:00:00 AM
00GGV7,20231026,10/26/2023 12:00:00 AM
00GGV8,20230513,05/13/2023 12:00:00 AM
00GGV9,20231109,11/09/2023 12:00:00 AM
00GGX1,20230624,06/24/2023 12:00:00 AM
00GGX3,20230620,06/20/2023 12:00:00 AM
00GGX6,20230627,06/27/2023 12:00:00 AM
00GGX8,20230821,08/21/2023 12:00:00 AM
00GGZ1,20230422,04/22/2023 12:00:00 AM
00GGZ3,20230711,07/11/2023 12:00:00 AM
00GGZ4,20200329,03/29/2020 12:00:00 AM
00GGZ5,20230701,07/01/2023 12:00:00 AM
00GGZ6,20230625,06/25/2023 12:00:00 AM
00GGZ8,20230627,06/27/2023 12:00:00 AM
00GH51,20240915,09/15/2024 12:00:00 AM
00GHB1,20230405,04/05/2023 12:00:00 AM
00GHB2,20230204,02/04/2023 12:00:00 AM
00GHB4,20230829,08/29/2023 12:00:00 AM
00GHB6,20230614,06/14/2023 12:00:00 AM
00GHB7,20230714,07/14/2023 12:00:00 AM
00GHB8,20230405,04/05/2023 12:00:00 AM
00GHB9,20230623,06/23/2023 12:00:00 AM
00GHD1,20230726,07/26/2023 12:00:00 AM
00GHD3,20230406,04/06/2023 12:00:00 AM
00GHD6,20231020,10/20/2023 12:00:00 AM
00GHD8,20230817,08/17/2023 12:00:00 AM
00GHD9,20231108,11/08/2023 12:00:00 AM
00GHF2,20230715,07/15/2023 12:00:00 AM
00GHF3,20231115,11/15/2023 12:00:00 AM
00GHF5,20230709,07/09/2023 12:00:00 AM
00GHF6,20231223,12/23/2023 12:00:00 AM
00GHG1,20230620,06/20/2023 12:00:00 AM
00GHG2,20230916,09/16/2023 12:00:00 AM
00GHG3,20240128,01/28/2024 12:00:00 AM
00GHG6,20230314,03/14/2023 12:00:00 AM
00GHH1,20231220,12/20/2023 12:00:00 AM
00GHH2,20230819,08/19/2023 12:00:00 AM
00GHH6,20230629,06/29/2023 12:00:00 AM
00GHH7,20231013,10/13/2023 12:00:00 AM
00GHH8,20230628,06/28/2023 12:00:00 AM
00GHJ1,20230407,04/07/2023 12:00:00 AM
00GHJ2,20230704,07/04/2023 12:00:00 AM
00GHJ3,20230626,06/26/2023 12:00:00 AM
00GHJ4,20230922,09/22/2023 12:00:00 AM
00GHJ7,20230704,07/04/2023 12:00:00 AM
00GHJ8,20240121,01/21/2024 12:00:00 AM
00GHJ9,20230704,07/04/2023 12:00:00 AM
00GHK1,20230711,07/11/2023 12:00:00 AM
00GHK2,20230715,07/15/2023 12:00:00 AM
00GHK4,20230701,07/01/2023 12:00:00 AM
00GHK5,20230505,05/05/2023 12:00:00 AM
00GHK6,20230719,07/19/2023 12:00:00 AM
00GHK7,20230713,07/13/2023 12:00:00 AM
00GHL1,20240111,01/11/2024 12:00:00 AM
00GHL3,20240119,01/19/2024 12:00:00 AM
00GHL5,20231222,12/22/2023 12:00:00 AM
00GHL8,20230728,07/28/2023 12:00:00 AM
00GHL9,20230708,07/08/2023 12:00:00 AM
00GHN2,20230627,06/27/2023 12:00:00 AM
00GHN3,20230630,06/30/2023 12:00:00 AM
00GHN4,20231120,11/20/2023 12:00:00 AM
00GHN8,20230510,05/10/2023 12:00:00 AM
00GHN9,20230907,09/07/2023 12:00:00 AM
00GHP1,20231023,10/23/2023 12:00:00 AM
00GHP2,20231008,10/08/2023 12:00:00 AM
00GHP5,20230627,06/27/2023 12:00:00 AM
00GHP7,20230405,04/05/2023 12:00:00 AM
00GHP8,20230405,04/05/2023 12:00:00 AM
00GHP9,20230626,06/26/2023 12:00:00 AM
00GHR1,20230213,02/13/2023 12:00:00 AM
00GHR2,20230628,06/28/2023 12:00:00 AM
00GHR3,20231011,10/11/2023 12:00:00 AM
00GHR5,20220912,09/12/2022 12:00:00 AM
00GHR6,20230825,08/25/2023 12:00:00 AM
00GHR7,20230825,08/25/2023 12:00:00 AM
00GHS4,20230629,06/29/2023 12:00:00 AM
00GHS6,20230425,04/25/2023 12:00:00 AM
00GHS9,20240104,01/04/2024 12:00:00 AM
00GHT1,20230716,07/16/2023 12:00:00 AM
00GHT2,20230725,07/25/2023 12:00:00 AM
00GHT3,20230627,06/27/2023 12:00:00 AM
00GHT4,20231013,10/13/2023 12:00:00 AM
00GHT5,20230701,07/01/2023 12:00:00 AM
00GHT6,20230328,03/28/2023 12:00:00 AM
00GHT7,20231207,12/07/2023 12:00:00 AM
00GHT8,20230813,08/13/2023 12:00:00 AM
00GHV2,20230628,06/28/2023 12:00:00 AM
00GHV3,20231208,12/08/2023 12:00:00 AM
00GHV4,20230929,09/29/2023 12:00:00 AM
00GHV5,20231009,10/09/2023 12:00:00 AM
00GHV6,20231108,11/08/2023 12:00:00 AM
00GHV7,20230505,05/05/2023 12:00:00 AM
00GHV8,20230703,07/03/2023 12:00:00 AM
00GHX6,20230714,07/14/2023 12:00:00 AM
00GHX7,20231126,11/26/2023 12:00:00 AM
00GHX9,20230620,06/20/2023 12:00:00 AM
00GHZ2,20230502,05/02/2023 12:00:00 AM
00GHZ3,20230714,07/14/2023 12:00:00 AM
00GHZ4,20230418,04/18/2023 12:00:00 AM
00GHZ5,20230711,07/11/2023 12:00:00 AM
00GHZ7,20231125,11/25/2023 12:00:00 AM
00GHZ8,20230709,07/09/2023 12:00:00 AM
00GHZ9,20230627,06/27/2023 12:00:00 AM
00GJB2,20230720,07/20/2023 12:00:00 AM
00GJB3,20230715,07/15/2023 12:00:00 AM
00GJB5,20230822,08/22/2023 12:00:00 AM
00GJB6,20230423,04/23/2023 12:00:00 AM
00GJB7,20100824,08/24/2010 12:00:00 AM
00GJB9,20230221,02/21/2023 12:00:00 AM
00GJD1,20230627,06/27/2023 12:00:00 AM
00GJD2,20230425,04/25/2023 12:00:00 AM
00GJD3,20230323,03/23/2023 12:00:00 AM
00GJD4,20230504,05/04/2023 12:00:00 AM
00GJD7,20230511,05/11/2023 12:00:00 AM
00GJD8,20230704,07/04/2023 12:00:00 AM
00GJF1,20230223,02/23/2023 12:00:00 AM
00GJF2,20230723,07/23/2023 12:00:00 AM
00GJF3,20230826,08/26/2023 12:00:00 AM
00GJF5,20230628,06/28/2023 12:00:00 AM
00GJF6,20231220,12/20/2023 12:00:00 AM
00GJF7,20230705,07/05/2023 12:00:00 AM
00GJF8,20230519,05/19/2023 12:00:00 AM
00GJG1,20230716,07/16/2023 12:00:00 AM
00GJG2,20230627,06/27/2023 12:00:00 AM
00GJG3,20230825,08/25/2023 12:00:00 AM
00GJG4,20230616,06/16/2023 12:00:00 AM
00GJG5,20230630,06/30/2023 12:00:00 AM
00GJG6,20230722,07/22/2023 12:00:00 AM
00GJG7,20230301,03/01/2023 12:00:00 AM
00GJG8,20230630,06/30/2023 12:00:00 AM
00GJG9,20230803,08/03/2023 12:00:00 AM
00GJH3,20230730,07/30/2023 12:00:00 AM
00GJH5,20240125,01/25/2024 12:00:00 AM
00GJH6,20230918,09/18/2023 12:00:00 AM
00GJH9,20230630,06/30/2023 12:00:00 AM
00GJJ1,20230715,07/15/2023 12:00:00 AM
00GJJ2,20230425,04/25/2023 12:00:00 AM
00GJJ3,20240224,02/24/2024 12:00:00 AM
00GJJ5,20231123,11/23/2023 12:00:00 AM
