OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,AZIMUT,BRON,REF_PAALINSTALLATIE_PUIC,REF_OVERWEG_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
1135,e6a2e9d7-d52c-4b64-b3c1-f4833897471e,,60,Bestaand,,,Arcadis,802c52a4-8ba3-4efb-bc76-cd302bffb36d,fd0558aa-2718-43bf-a7aa-d05a76aa0e75,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,30.13702,"30,137020",-4.938233,"-4,938233",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,236813.595,472037.164,52.23032358,6.58476676,Goor,GO,PPLG
1136,84a5e422-1bf5-40fc-b626-188accba79e7,,60,Bestaand,,,Arcadis,cede598d-48f7-4a2b-b7d9-3e26c4db28c3,fd0558aa-2718-43bf-a7aa-d05a76aa0e75,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,30.13194,"30,131940",4.994791,"4,994791",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,236808.404,472027.294,52.23023565,6.58468841,Goor,GO,PPLG
1137,bf9e4c3c-be8a-4389-ad7f-d6001a908473,,60,Bestaand,,,Fugro,,163f4b8a-17e7-482e-b9a4-12dc0a97a8a0,Mt-Vl,Maastricht - Venlo ,063,,63,063__,Maastricht - Sittard,13.835312,"13,835312",6.289487,"6,289487",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,183006.75,328661.136,50.94697811,5.78570586,Beek = Elsloo,BK,PPLG
1138,fa330283-7d04-44c4-9742-03092b02c68d,,60,Bestaand,,,Arcadis,fa30f52c-1632-4090-ad0f-b63ef33b931d,6c748e41-d8f0-4c7b-9695-894d7e4f6881,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,9.316166,"9,316166",-3.166177,"-3,166177",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,218491.268,465154.362,52.17088386,6.31531939,Zutphen - Laren = Almen,ZP-LR,Vrije baan
1139,65dce259-6110-4477-a152-b433532df13c,,60,Bestaand,,,Arcadis,,12b9cf48-8f25-49bf-a8b2-28a42b27ccf8,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,3.751249,"3,751249",3.977168,"3,977168",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,113217.78,549313.257,52.92927219,4.76584713,Den Helder Zuid,HDRZ,PPLG
1140,4bf6757f-63d4-428f-8b67-a7aca79c8080,,60,Bestaand,,,Arcadis,,12b9cf48-8f25-49bf-a8b2-28a42b27ccf8,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,3.754273,"3,754273",-4.648835,"-4,648835",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,113226.915,549312.863,52.92926936,4.76598302,Den Helder Zuid,HDRZ,PPLG
1141,bc65bcdc-3843-4fd9-9a23-f549d69d50eb,,60,Bestaand,,,Arcadis,70be3db0-11e4-4011-973b-563c5291d0bc,c965cbbc-029c-4f26-b3af-4e3bd6f8a186,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,56.968422,"56,968422",3.884727,"3,884727",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,261110.177,471620.052,52.22243403,6.94017251,Enschede - Enschede Grens,ES-ESG,Vrije baan
1142,6cc6f9cb-9b0f-42f8-b562-1c0588c13cae,,60,Bestaand,,,Arcadis,f37df13d-0468-4eed-9cf3-2312e62fed5b,5762cdde-6871-4e9a-8114-5ee9a7e0d004,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,26.545025,"26,545025",3.823706,"3,823706",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,231962.571,452072.141,52.05160572,6.50925345,Lichtenvoorde = Groenlo - Ruurlo,LTV-RL,Vrije baan
1143,2edefd8a-8cd4-4f33-85ac-b3147c72a8db,,60,Bestaand,,,Arcadis,2fc8dd4f-a880-46aa-a30a-3fd787f691fd,5762cdde-6871-4e9a-8114-5ee9a7e0d004,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,26.536885,"26,536885",-3.68052,"-3,680520",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,231961.344,452083.153,52.05170486,6.50923805,Lichtenvoorde = Groenlo - Ruurlo,LTV-RL,Vrije baan
1144,2a04281f-aa4f-4940-864b-38875ea6551e,,60,Bestaand,,,Fugro,,e3b42dde-3009-4a88-8210-33a85e8cdf3b,Bd-Rtd,Breda - Rotterdam Centraal ,119,a,119,119_a,Lage Zwaluwe - Dordrecht,23.68388,"23,683880",-6.116759,"-6,116759",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,104052.097,419781.154,51.76439141,4.64916657,Willemsdorp - Dordrecht,WLD-DDR,Vrije baan
1145,9214296b-ff85-4441-910a-59e0dae35fc1,,60,Bestaand,,,Arcadis,cbc31964-b70a-46a6-820e-95e92f54814a,25435909-949b-4c1d-81fa-ec0478d006f0,Aml-Hgl,Almelo - Hengelo ,025,,25,025__,Almelo - Hengelo,10.253854,"10,253854",6.145292,"6,145292",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,247948.974,479673.775,52.2971783,6.74982309,Almelo - Hengelo,AML-HGL,Vrije baan
1146,1bca9b4c-a498-4e34-b717-95908abd2e60,,60,Bestaand,,,Arcadis,4bcef168-87cf-4cb5-a1d4-49b1921187b2,25435909-949b-4c1d-81fa-ec0478d006f0,Aml-Hgl,Almelo - Hengelo ,025,,25,025__,Almelo - Hengelo,10.235895,"10,235895",7.656104,"7,656104",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,247937.834,479688.039,52.29730836,6.74966375,Almelo - Hengelo,AML-HGL,Vrije baan
1147,bce834a8-b8b6-45d9-a9dc-0b42906805a8,,60,Bestaand,,,Arcadis,622730b2-adb1-4ab7-a6f1-a6f73216f167,25435909-949b-4c1d-81fa-ec0478d006f0,Aml-Hgl,Almelo - Hengelo ,025,,25,025__,Almelo - Hengelo,10.234892,"10,234892",-7.13773,"-7,137730",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,247949.661,479696.983,52.29738673,6.74983955,Almelo - Hengelo,AML-HGL,Vrije baan
1148,bc94e66a-edc1-42ad-8e0c-06eee9a06ff3,,60,Bestaand,,,Arcadis,e92c27ac-94f9-4f9b-96c8-8ef064e10f15,20efe305-7044-4f05-bf59-8137f5a89f71,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,36.431788,"36,431788",3.261304,"3,261304",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,191844.625,581646.518,53.22016382,5.93881942,Hurdegaryp,HDG,PPLG
1149,a593e9de-c25b-4f01-9fbb-15cde80dba51,,60,Bestaand,,,Arcadis,,f2f53fa4-abb4-4012-9c20-272ffb4a3f00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,49.925839,"49,925839",5.53048,"5,530480",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,171656.243,483538.756,52.33951797,5.63160657,Harderwijk,HD,PPLG
1150,f6378105-9866-4081-a89e-e7f162a540eb,,60,Bestaand,,,Arcadis,,f2f53fa4-abb4-4012-9c20-272ffb4a3f00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,49.926076,"49,926076",-5.517155,"-5,517155",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,171653.464,483549.451,52.33961418,5.63156632,Harderwijk,HD,PPLG
1151,3f514acf-4d26-447e-a9ea-4f5ae949b1b1,,60,Bestaand,,,Arcadis,,f2f53fa4-abb4-4012-9c20-272ffb4a3f00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,49.902806,"49,902806",-5.667474,"-5,667474",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,171631.126,483543.291,52.3395595,5.63123825,Harderwijk,HD,PPLG
1152,1fb5ef15-5118-4288-9c2b-bbc34d8eda24,,60,Bestaand,,,Fugro,,1be06d30-ac93-4199-ad97-5a8bc20e012e,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,35.813808,"35,813808",8.94883,"8,948830",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,190640.13,348226.003,51.12241161,5.896256,Susteren - Maasbracht,SRN-MBT,Vrije baan
1153,06b540ae-1766-4b5a-a828-b33e3bc6827d,,60,Bestaand,,,Fugro,,1be06d30-ac93-4199-ad97-5a8bc20e012e,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,35.844768,"35,844768",-8.142316,"-8,142316",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,190650.118,348260.001,51.12271658,5.89640204,Susteren - Maasbracht,SRN-MBT,Vrije baan
1154,a35c57ac-2ea2-435d-86f9-9b634b3c911e,,60,Bestaand,,,Fugro,,1be06d30-ac93-4199-ad97-5a8bc20e012e,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,35.823539,"35,823539",-9.362816,"-9,362816",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,190634.153,348245.872,51.12259058,5.89617261,Susteren - Maasbracht,SRN-MBT,Vrije baan
1155,9207f10c-a07e-47ff-beac-33a72d972107,,60,Bestaand,,,Fugro,,1be06d30-ac93-4199-ad97-5a8bc20e012e,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,35.810701,"35,810701",-8.284116,"-8,284116",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,190625.778,348236.038,51.12250271,5.89605201,Susteren - Maasbracht,SRN-MBT,Vrije baan
1156,3728de7a-c193-4cb1-87fb-c9c5844a8733,,60,Bestaand,,,Arcadis,728588e9-0f65-49b9-82bf-f69008d40245,55278911-ba9f-4c84-957f-d6f0d77188bf,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,22.718458,"22,718458",-6.370662,"-6,370662",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,139447.884,476386.795,52.27527156,5.15933348,Naarden = Bussum-Crailoo,NDB-CR,Vrije baan
1157,26b6c192-f1f9-4c32-b23f-345f4069e125,,60,Bestaand,,,Arcadis,f9af63b8-accd-43ef-b7b8-7c4e0260ed20,55278911-ba9f-4c84-957f-d6f0d77188bf,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,22.701876,"22,701876",-6.482262,"-6,482262",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,139444.046,476403.088,52.27541788,5.15927649,Naarden = Bussum-Crailoo,NDB-CR,Vrije baan
1158,534d5091-ddbe-476c-b425-6f0325971bc9,,60,Bestaand,,,Arcadis,6722c3b0-05fe-43b3-b9d6-d7c68a670a30,55278911-ba9f-4c84-957f-d6f0d77188bf,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,22.702332,"22,702332",4.747841,"4,747841",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,139433.241,476399.993,52.27538976,5.15911832,Naarden = Bussum-Crailoo,NDB-CR,Vrije baan
1159,bce9f2c6-cdaa-46a2-9c91-68683f154cb3,,60,Bestaand,,,Fugro,,2d8efb45-efae-49c0-8b76-806b61637324,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,73.192833,"73,192833",-7.058457,"-7,058457",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,30330.271,386558.942,51.45430883,3.59343237,Vlissingen,VS,PPLG
1160,c0ce24e0-a95e-476e-be3a-0120f4800492,,60,Bestaand,,,Fugro,,2d8efb45-efae-49c0-8b76-806b61637324,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,73.199535,"73,199535",-7.207769,"-7,207769",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,30331,386552.327,51.45424956,3.59344519,Vlissingen,VS,PPLG
1161,062aa1cb-47b8-4708-ba5c-9fbbab76a3dd,,60,Bestaand,,,Fugro,,2d8efb45-efae-49c0-8b76-806b61637324,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,73.2002,"73,200200",9.41767,"9,417670",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,30314.534,386549.912,51.45422422,3.59320924,Vlissingen,VS,PPLG
1162,014c865f-5603-49d9-b67f-fd85d53a7f3a,,60,Bestaand,,,Fugro,,68d50e89-6967-4fac-9152-d38ee3155d6c,Rsd-Rsdbw2,Roosendaal - Roosendaal Borchwerf 2 ,120,b,120,120_b,Lage Zwaluwe - Roosendaal,200.301525,"200,301525",-4.152193,"-4,152193",Derden - Overig - Gemeente Roosendaal,Zuid,Z,BAAN,n.v.t.,,n.v.t.,,91653.129,396460.584,51.55352762,4.47381096,Roosendaal,RSD,NCBG
1163,6de70192-d800-41d1-9b0c-a60042bf9fa3,,60,Bestaand,,,Fugro,,68d50e89-6967-4fac-9152-d38ee3155d6c,Rsd-Rsdbw2,Roosendaal - Roosendaal Borchwerf 2 ,120,b,120,120_b,Lage Zwaluwe - Roosendaal,200.281553,"200,281553",-6.041837,"-6,041837",Derden - Overig - Gemeente Roosendaal,Zuid,Z,BAAN,n.v.t.,,n.v.t.,,91634.153,396454.797,51.55347347,4.47353842,Roosendaal,RSD,NCBG
1164,6452e81d-427a-4ed5-8a4c-f09e09e36070,,60,Bestaand,,,Fugro,,68d50e89-6967-4fac-9152-d38ee3155d6c,Rsd-Rsdbw2,Roosendaal - Roosendaal Borchwerf 2 ,120,b,120,120_b,Lage Zwaluwe - Roosendaal,200.27739,"200,277390",2.263246,"2,263246",Derden - Overig - Gemeente Roosendaal,Zuid,Z,BAAN,n.v.t.,,n.v.t.,,91633.261,396445.435,51.55338922,4.47352726,Roosendaal,RSD,NCBG
1165,3b26d913-6b18-4313-ad94-a74b0b8ae57a,,60,Bestaand,,,Arcadis,,bdbd670d-5772-43ab-8049-d0d378f2254b,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,80.433748,"80,433748",6.875202,"6,875202",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,197690.936,497835.33,52.46659551,6.01542455,'t Harde - Hattemerbroek Aansl.,HDE-HTBA,Vrije baan
1166,021764c6-9fd1-456c-a892-9f5ee8c74e85,,60,Bestaand,,,Arcadis,,125d3b8e-b2af-45a3-bef6-fb6d81e4b0a4,Swd-Rd,Sauwerd - Roodeschool ,200,,200,200__,Winsum - Roodeschool,24.512408,"24,512408",4.674682,"4,674682",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,244306.906,603727.617,53.41234278,6.73026841,Uithuizermeeden,UHM,PPLG
1167,0d7f71a0-1566-49e3-99ed-c285300e6912,,60,Bestaand,,,Fugro,,17757ccf-f814-4068-bd1b-f9aef19c502c,Rsd-Bd,Roosendaal - Breda ,122,,122,122__,Roosendaal - Breda,9.757999,"9,757999",5.545769,"5,545769",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,99159.281,397589.445,51.5644693,4.58185063,Roosendaal - Breda,RSD-BD,Vrije baan
1168,abcd891b-328e-4ee5-94f9-a1f34830d188,,60,Bestaand,,,Fugro,,17757ccf-f814-4068-bd1b-f9aef19c502c,Rsd-Bd,Roosendaal - Breda ,122,,122,122__,Roosendaal - Breda,9.761589,"9,761589",-5.626353,"-5,626353",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,99159.906,397601.165,51.5645747,4.58185778,Roosendaal - Breda,RSD-BD,Vrije baan
1169,806effe8-0f67-49ad-9e25-b205fe356759,,60,Bestaand,,,Arcadis,a95f4d02-b3f7-48a6-bd62-145d81c26e91,d8f330d1-4331-451f-a716-d996bbbe32e1,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,36.124483,"36,124483",5.230009,"5,230009",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,191570.215,581505.548,53.218916,5.93469531,Hurdegaryp,HDG,PPLG
1170,77da24a6-4fb5-4ca5-bb89-d9e6542233ee,,60,Bestaand,,,Arcadis,64479b2d-eaea-43fc-bc0f-8f6ea25492df,d8f330d1-4331-451f-a716-d996bbbe32e1,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,36.124914,"36,124914",-4.624004,"-4,624004",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,191566.215,581514.564,53.21899729,5.93463646,Hurdegaryp,HDG,PPLG
1171,bf08e087-16ca-43a3-af76-d9b9781ecd32,,60,Bestaand,,,Arcadis,,66573f8e-4cb8-4a54-9d06-5835b6f0f6be,Rda-Eem,Rodeschool Aansl. - Eemshaven ,815,a,815,815_a,Roodeschool Eemshaven,4.414813,"4,414813",2.022523,"2,022523",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,248232.369,607595.389,53.44641255,6.79041961,Eemshaven Industrie Aansluiting,EEMIA,PPLG
1172,9b3ca0ab-7797-4e9f-bcb0-47e58a37e03c,,60,Bestaand,,,Arcadis,d4ce09a9-d7f9-49e5-ba8e-32a807ba7960,47269b2e-2132-45d1-89c3-052d001d389f,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,23.576379,"23,576379",4.841301,"4,841301",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,172190.165,453903.154,52.07314279,5.63793548,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
1173,28e26f02-5998-4bd7-bb6b-4f16a4a01b1c,,60,Bestaand,,,Arcadis,441f9735-a43b-4c82-9414-ea733faf7e75,c48800d4-968f-4482-bf52-6b158bf7a2eb,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,083,,83,083__,Haarlem - Zandvoort aan Zee,7.851761,"7,851761",-9.012429,"-9,012429",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,96996.811,487751.645,52.37457029,4.53542369,Zandvoort aan Zee,ZVT,PPLG
1174,a08d0cba-dcda-459d-a09d-b6d9180d8f46,,60,Bestaand,,,Arcadis,69d62c16-1563-4579-b5ff-da10863e51fb,c48800d4-968f-4482-bf52-6b158bf7a2eb,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,083,,83,083__,Haarlem - Zandvoort aan Zee,7.839211,"7,839211",10.310935,"10,310935",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,97014.928,487766.113,52.37470222,4.53568721,Zandvoort aan Zee,ZVT,PPLG
1175,34060a10-b6d6-4c4d-aff3-1114ac8f9d80,,60,Bestaand,,,Arcadis,66bf5b25-7fd5-4aad-919c-2c366f16b224,c48800d4-968f-4482-bf52-6b158bf7a2eb,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,083,,83,083__,Haarlem - Zandvoort aan Zee,7.851598,"7,851598",11.392166,"11,392166",ProRail,Randstad Noord,RN,BAAN,Kennemerland,240,Haarlem,8,97003.222,487771.017,52.37474506,4.53551448,Zandvoort aan Zee,ZVT,PPLG
1176,c72aeb60-b7d6-412f-b1fe-bffd82357f31,,60,Bestaand,,,Arcadis,15678be7-82b1-4b3e-83be-df8378b444d6,3ea76139-0547-4169-b3fb-fdc896695b4f,Mrb-Aml,Mariënberg - Almelo ,205,,205,205__,Mariënberg - Almelo,1.423199,"1,423199",-4.651165,"-4,651165",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,235089.121,501775.08,52.49780392,6.56661665,Mariënberg - Vroomshoop,MRB-VHP,Vrije baan
1177,33c32b73-0a84-4ebe-8fb3-353317330415,,60,Bestaand,,,Arcadis,be235375-b374-400e-860c-158ac5634064,3ea76139-0547-4169-b3fb-fdc896695b4f,Mrb-Aml,Mariënberg - Almelo ,205,,205,205__,Mariënberg - Almelo,1.424322,"1,424322",4.622768,"4,622768",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,235079.794,501774.561,52.49780062,6.5664792,Mariënberg - Vroomshoop,MRB-VHP,Vrije baan
1178,a27a5b9e-cd8e-4f17-89dc-99250eb6b347,,60,Bestaand,,,Arcadis,84367e3a-e67b-4a25-b8f7-6140503e6671,3ebe7259-aba1-4ac2-95d2-41fc8b95c11d,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,3.482799,"3,482799",4.21224,"4,212240",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,212987.447,463679.998,52.15823922,6.23462162,Vorden - Zutphen,VD-ZP,Vrije baan
1179,2de704f5-adb1-48e0-bf98-c51a96f2fdce,,60,Bestaand,,,Arcadis,13bbb80f-e95b-4219-b4a9-a7ac51b18675,3ebe7259-aba1-4ac2-95d2-41fc8b95c11d,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,3.490485,"3,490485",-4.021403,"-4,021403",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,212996.542,463686.611,52.15829769,6.23475564,Vorden - Zutphen,VD-ZP,Vrije baan
1180,aef81562-137c-47b1-8f1d-9cb33f47ca7e,,60,Bestaand,,,Arcadis,646f3eb4-c2d2-419a-bb67-9e80478dcdde,3ebe7259-aba1-4ac2-95d2-41fc8b95c11d,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,3.478541,"3,478541",-3.444604,"-3,444604",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,212984.751,463688.326,52.15831435,6.23458364,Vorden - Zutphen,VD-ZP,Vrije baan
1181,a49482f3-c899-4a31-9616-1891662a54b8,,120,Bestaand,,,Fugro,2c20b1b0-6228-437a-8579-7a5195816bfa,ef726da0-4196-4f6c-8f68-eebc4f47b968,Bot-Bottha,"Rotterdam, Botlek - Botlek Theemsweg Aansl. ",476,a,476,476_a,Rotterdam Europoort 2,101.203047,"101,203047",3.339862,"3,339862",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Europoort,4,77482.198,432729.405,51.8777029,4.26142895,"Rotterdam, Emplacement Botlek Theemsweg",BOTTH,NCBG
1182,db3df430-c34b-411d-a813-70cc6cc8b6da,,60,Bestaand,,,Arcadis,abe0f684-e2b7-4884-8adc-066e6cb1fc5f,265c1ba0-b940-4e5c-b526-8e81e6f1b5a4,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,8.832017,"8,832017",-4.87584,"-4,875840",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,216498.1,474215.6,52.25254194,6.28783154,Deventer - Rijssen,DV-RSN,Vrije baan
1183,7cbf9598-dfdd-4840-ace2-4bc182b543e7,,60,Bestaand,,,Fugro,3bf7fb61-7380-4a18-b17d-5ff3cc05f327,b3ac549d-7a7a-49aa-b126-4a616396fb59,Std-Hz,Sittard - Herzogenrath (D) ,064,,64,064__,Sittard - Heerlen,12.884856,"12,884856",-5.66887,"-5,668870",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,191412.557,325084.266,50.91435353,5.90494773,Heerlen - Sittard,HRL-STD,Vrije baan
1184,8808fddd-093b-4f9e-9f30-97b4afb9b9ae,,60,Bestaand,,,Arcadis,2f45225e-78ef-49af-9826-6fb09a7a38c2,b5b380ab-06e1-472f-a7af-c03deb4972e3,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,5.008868,"5,008868",-5.191205,"-5,191205",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,212681.419,473989.131,52.25091972,6.23190444,Deventer - Rijssen,DV-RSN,Vrije baan
1185,eb934a02-5689-4072-8c65-c06329c0f7fa,,60,Bestaand,,,Fugro,,5bb8c0d0-f26c-4814-a7b2-7b17b599e63f,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,15.54173,"15,541730",-5.667005,"-5,667005",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,79237.148,387094.108,51.46781188,4.29683536,Bergen op Zoom - Rilland = Bath,BGN-RB,Vrije baan
1186,76afc6ea-9e74-492d-9325-5b5d446d664b,,60,Bestaand,,,Arcadis,,b04c892c-1ac0-4894-9c32-4961147c9f43,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,4.083156,"4,083156",3.590943,"3,590943",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,244443.799,439883.983,51.94020578,6.68799452,Aalten - Winterswijk,ATN-WW,Vrije baan
1187,1941b000-130f-4645-ab77-1c8a9c2670d7,,60,Bestaand,,,Fugro,ae4273a0-eb56-4bb6-9183-48bdd2da03ec,7f125461-14fb-4ff3-b8e4-632ee43a6683,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,48.684414,"48,684414",7.426316,"7,426316",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,164276.454,384234.161,51.44712003,5.52064088,Eindhoven - Helmond,EHV-HM,Vrije baan
1188,fdbde5d2-ae86-48ac-a2bf-b716e0b0bbbb,,60,Bestaand,,,Fugro,71329074-6279-4e4a-bf17-a5860d412845,7f125461-14fb-4ff3-b8e4-632ee43a6683,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,48.701381,"48,701381",-5.217041,"-5,217041",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,164262.284,384218.311,51.44697779,5.52043663,Eindhoven - Helmond,EHV-HM,Vrije baan
1189,475d766b-d103-4cf3-9c5a-ba7ae53da2c6,,60,Bestaand,,,Arcadis,6b55742c-e21a-43af-b201-3ec8919a380c,a37923b3-6a53-43eb-9d3d-1d307db6a518,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,3.133113,"3,133113",-7.726242,"-7,726242",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,212292.639,464286.593,52.16376328,6.22457119,Zutphen,ZP,PPLG
