OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,KERIDENT,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,GlobalID,Shape__Length
115,99,,,,14.3,,98,,,,,,,,,,,,OV.110-D120,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,23749b7c-c136-4c5b-9201-e75b6fadfc6c,14.3110279976681
116,1,,-0.35,-0.27,7.42,0.3,20,1,,,,,,,,,,,D759066,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,47c368d4-b756-4aee-bd6c-af50e154f80f,7.4220909991586
117,1,,4.13,4.17,14,0.3,3,,,,,,,,,,,,OV.80.46-D122,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,3d3b4f0a-3e42-49d3-bd14-13a33ba13fe1,10.8112147778803
118,1,,0.06,-0.1,7.53,0.3,20,1,,,,,,,,,,,D759062,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,f13c8e90-0a34-4417-b149-11a73bc3b584,7.52718549138098
119,1,,,,9.3,,,,,,,,,,,,,,SZ.270-D1303,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,0fd7a393-4dba-431e-8cf6-98f3d4f9de1e,9.30022591368775
120,1,,-0.09,-0.08,7.26,0.3,20,1,,,,,,,,,,,D759068,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,32c67c40-f385-4171-bd59-fb9109cfd7e7,7.25583340135993
121,1,,1.23,1.25,32.3,0.8,3,,,,,,,,,,,,SZ.270.80-D578,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Onderhoud hoofdconstructie,ae55a77e-de26-4766-9824-6951d6ad4cb7,32.6002135102981
122,1,,2.07,2.08,9.8,0.8,3,,,,,,,,,,,,DV.30.248-D139,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,0c932ec6-c692-41a9-8d26-1cfb107249cb,9.79875997112752
123,1,,1.65,1.66,26.5,0.5,3,,,,,,,,,,,,SZ.270.80-D574,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Onderhoud hoofdconstructie,56889efb-3b5a-4b4b-819d-a67a3fbb8a50,26.4983610045928
124,1,,1.37,1.5,36,0.5,3,,,,,,,,,,,,SZ.270.80-D575,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Onderhoud hoofdconstructie,876d7218-6b3c-4534-b39f-c7fb80872642,36.0271412103152
125,1,,2.69,2.74,11.7,0.3,20,,,,,,,,,,,,DV.30.310-D154,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,2abdcdd1-4afa-45d7-b280-817132be059e,11.7118560161374
126,1,,4.05,4,10.5,0.3,20,,,,,,,,,,,,SZ.335.40-D594,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,2b50ef83-63a0-48af-ba78-9b5cecff690c,10.4995118451804
127,1,,3.28,3.39,14.6,0.5,3,,,,,,,,,,,,SZ.335.40-D597,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,375ca539-afbb-459c-b1a3-5ac46390f7bb,14.5986217342561
128,1,,0.26,0.3,7.55,0.3,20,1,,,,,,,,,,,D759070,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,3777ab19-3a4a-4298-80c2-a375e35f5dd1,7.550901051122
129,1,,0.39,0.19,7.2,0.3,20,1,,,,,,,,,,,D759071,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,26d338e6-fb63-4f5b-a946-69436ff5f98e,7.18788702068699
130,1,,1.3,1.3,8.1,0.6,31,,,,,,,,,,,,DV.30.262-D177,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,d750d2b2-9173-4e78-8534-116650bb3b9a,8.14137979386864
131,1,,1.28,1.26,8.2,0.6,31,,,,,,,,,,,,DV.30.262-D179,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,ec6ffd28-a425-4c2a-a314-551c1c9c63ae,8.15648361388395
132,1,,0.23,0.07,7.1,0.3,20,1,,,,,,,,,,,D759069,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,c593e9cd-a145-4302-97ca-96d837782aff,7.09305098342033
133,1,,0.39,0.02,7.62,0.3,20,1,,,,,,,,,,,D759072,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,f3983ce0-bd49-4115-89b8-c9f91cdde9a1,7.61155601815006
134,1,,-2.02,-1.93,5.3,1.2,3,,,,,,,,,,,,KO.30-PD43,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,34bdedca-d206-421c-8259-7df059d50989,5.2580699891668
135,1,,1.21,1.22,8.2,0.6,31,,,,,,,,,,,,DV.30.262-D180,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,d239ebde-4320-4b38-a3eb-cecb51441184,8.20000054889127
136,1,,1.16,1.19,8.3,0.6,31,,,,,,,,,,,,DV.30.262-D181,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,3d6039c5-12c8-4d95-a8ce-ede2b7a28e01,8.31615788586319
137,1,,0.87,0.86,13,1,3,,,,,,,,,,,,SZ.270.80-D11,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,c19db4a3-3e03-487e-b056-55791a1613af,12.9966359097994
138,1,,,,13,0.6,3,,,,,,,,,,,,SZ.270.86-D19,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,8731ba49-5cde-4fe6-9284-113fb40061ab,12.9999124713277
139,1,,1.43,1.37,7.2,0.5,3,,,,Plan Stouwe,,,,,,,,SZ.270-D21,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0dae1dfb-7f35-4315-8419-21d5a16ed938,7.19787503506996
140,1,,1.33,1.33,8.8,0.5,3,,,,Plan Stouwe,,,,,,,,SZ.270-D23,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,c07d2bca-1450-4592-bc16-8b0274abfba3,8.79699039295719
141,1,,1.11,2.72,15.9,0.6,3,,,,,,,,,,,,SZ.270.82-D1,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,5e8b554c-9f75-4a0f-aa6d-e5f180111cd2,15.1510223092212
142,1,,,,5,0.3,3,,,,,,,,,,,,SZ.270.76-D3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,dced08da-478c-4fd5-bf8d-dfba9e4bdabb,4.99657582819309
143,1,,1.05,1.1,6.15,0.35,20,,,,,,,,,,,,SZ.270.74-D6,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,226cdddc-899a-4596-9c71-a59dd5d78541,6.14738912108433
144,1,,-1.05,-1.05,4,0.6,3,,,,,,,,,,,,KO.30-PD6,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,824b548d-455b-4233-910c-3f9ce32cbb16,6.20972285944478
145,1,,-1.18,-1.18,4,0.6,3,,,,,,,,,,,,KO.30-PD7,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,6bfc5469-c97c-418e-9593-5f34b7cb6ed2,3.99811418250566
146,1,,-1.52,-1.57,5.2,0.8,3,,,,,,,,,,,,KZ.10.2-PD2,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Onderhoud hoofdconstructie,336fceb3-5b8b-46d1-9278-96615e47c98c,5.48033228953671
147,1,,2.27,2.32,11.7,0.5,3,,,,,De Stokte,,,,,,,SZ.270.46-D12,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,7f4ee410-373c-4f47-89db-85a0a797ac1b,11.553026661183
148,1,,2.06,2.01,33.7,0.6,3,,,,,,,,,,,,SZ.270.44-D5,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,98042187-abf4-4846-afa3-9dda339b12bd,33.6711488542071
149,1,,,,2,0.3,3,,,,,,,,,,,,SZ.270.108-D1,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,8367a6c6-a2ea-498f-add4-8245f2961b73,1.9963586854151
150,1,,-0.46,-0.34,7.56,0.3,20,1,,,,,,,,,,,D759086,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,301bb8ec-9062-4994-9b24-d3b06d21e689,7.56646725544454
151,1,,-0.19,-0.19,11.43,0.3,20,1,,,,,,,,,,,D759083,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,70132fe6-d263-404d-925f-6ed334a4f631,11.4298280539067
152,1,,-0.48,-0.48,7.58,0.3,20,1,,,,,,,,,,,D759087,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,34516eea-e7dd-4871-a83f-aecb294ab9a6,7.58861223091214
153,,,,,,,,4,,,,,Dam met duiker,,,,,,D734104,,,,,,,,,Aangeland,Geheel onderhoud,,,d09853a7-ccd2-4427-a486-b8cd5a2a0a9a,10.8150805006121
154,99,,,,23.7,,98,,,,,,,,,,,,DV.30.290-D877,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,c866ec86-6d31-4360-b84b-a4ad42444463,23.7295151227528
155,99,,,,20,,98,,,,,,,,,,,,DV.30.290-D878,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,f15937c7-a0c0-429f-8a0a-893d2b301517,20.0151913606496
156,1,,2.73,2.73,,0.32,20,,,,,,,,,,,,OV.75-D101,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,b8f2eb46-4d0e-4ede-a61a-19b115ffd0e1,5.98771951605478
157,1,,-0.22,-0.18,7.52,0.3,20,1,,,,,,,,,,,D759084,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,b37236d9-e72f-4800-b75c-c0408df2f5ec,7.52986000257406
158,1,,-0.34,-0.28,7.58,0.3,20,1,,,,,,,,,,,D759085,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,d85d1278-dff7-4d25-9fa2-b73b9a1c3e47,7.58021116338545
159,1,,-0.04,-0.07,5.72,0.3,20,1,,,,,,,,,,,D759089,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,dc48b722-a92b-4153-b2db-614f5bdcf3ee,5.72409065591138
160,1,,-0.36,-0.35,11.5,0.6,3,,,,,De Hooislagen,,,,,,,SZ.265-D1,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,e324b236-4bb5-40e0-ba5b-73d227bb38c4,11.4976869429249
161,1,,0.25,0.16,10,0.5,3,,,,,,,,,,,,SZ.255.44-D4,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,d61a318f-7962-4345-977b-bb71f0bdb99a,9.9964118560227
162,,,,,,,,4,,,,,Dam met duiker,,,,,,D707262,,,,,,,,,Aangeland,Geheel onderhoud,,,9b6cb511-8cfb-42c5-b819-5638a88cbc14,11.4816400407281
163,1,,-0.68,-0.68,12,0.9,3,,,,,De Bese,,,,,,,SZ.255.28-D14,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,d25a5411-ec6f-4055-aa97-22e3fe04f857,11.9969504444502
164,1,,-0.71,-0.69,8.5,1.1,3,,,,,,,,,,,,SZ.255.28-D16,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,b9a7279f-f75e-44e3-9790-1081278bd355,8.49776047067865
165,1,,,,23,0.4,3,,,,,,,,,,,,SZ.255.24-D4,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,7d53eccc-4117-48f9-94af-d63bd9158a7d,22.9970587904427
166,1,,,,8,0.5,3,,,,,,,,,,,,SZ.255.24-D1,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,0e1586de-b579-4532-9d9d-4bab33235b43,7.99834839058543
167,2,1.95,-2.13,-2.13,11.5,2.5,3,,,,,De Bese,,,,,,,SZ-D18,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,29280884-88c4-49f8-997c-7a35e69844a1,11.4987519530546
168,1,,0.16,0.29,36.9,0.6,3,,,,,,,,,,,,SZ.250.18-D2,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,e5657c6e-1025-4f07-962b-cf3a22618b20,36.8950035085928
169,,,,,,,,4,,,,,Dam met duiker,,,,,,D707263,,,,,,,,,Aangeland,Geheel onderhoud,,,8228df31-6d8a-4227-8ac6-f0e7c43384d7,12.8733156670242
170,,,,,,,,4,,,,,Dam met duiker,,,,,,D707264,,,,,,,,,Aangeland,Geheel onderhoud,,,acd5fd9c-ff7a-4ca3-96e1-e3688241dbb9,14.1720654538655
171,1,,,,5,0.3,3,,,,,,,,,,,,OV.80.35-D4,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,b8112503-1fc3-4869-82a6-de9f0a5f5bfb,4.99748392365433
172,99,,,,9.8,,98,,,,,,,,,,,,DV.30.242-D394,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,74c2c385-5789-4243-93fb-f8a6054e39b5,9.81944724457399
173,,,,,,,,4,,,,,Dam met duiker,,,,,,D707265,,,,,,,,,Aangeland,Geheel onderhoud,,,cd7f283a-0739-4f04-bf05-0a9df03afb6c,4.5320026298252
174,,,,,,,,4,,,,,Dam met duiker,,,,,,D707266,,,,,,,,,Aangeland,Geheel onderhoud,,,d3be0a93-97c6-4e45-9a95-bd5c06950978,4.29018347564199
175,,,,,,,,4,,,,,Dam met duiker,,,,,,D707267,,,,,,,,,Aangeland,Geheel onderhoud,,,50d5acf3-9ed4-4e15-8b27-4e72b0e03d94,3.3432041412874
176,99,,,,10.2,,98,,,,,,,,,,,,DV.30.242-D391,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,2da4d587-d4d8-46f5-8e61-e344c7979fe1,10.1819213998312
177,99,,,,10,,98,,,,,,,,,,,,DV.30.242-D392,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,072bf06d-da9c-446e-9409-6bded49cf930,9.96444049564624
178,99,,,,7.4,,98,,,,,,,,,,,,DV.30.242-D393,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,d5c65e2f-548a-45c6-8d00-0eec26388f70,7.36527244532575
179,99,,,,7,,98,,,,,,,,,,,,DV.30.242-D395,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,81bda546-42bd-4b8e-a36c-7f9254e687ee,7.03323248335242
180,99,,,,4.8,,98,,,,,,,,,,,,DV.30.204-D395,,,2,,,2,,,Onbekend,Onbekend,,,20ee0050-98f6-4120-847b-86e69a87b9a9,4.78635556476986
181,99,,,,6.7,,98,,,,,,,,,,,,DV.30.269-D396,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,02bafae6-a406-4cc2-b256-bb5db37c53a9,6.68514992896118
182,99,,,,6,,98,,,,,,,,,,,,DV.30.176-D406,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,0bef917d-3fb9-4767-ad5c-c74859f42f38,5.98821718097103
183,99,,,,7.7,,98,,,,,,,,,,,,DV.30.176-D408,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,5c646f92-ec32-45e2-a34d-b2130ea2a5ab,7.71632906408337
184,99,,,,5.6,,98,,,,,,,,,,,,DV.30.176-D409,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,0158f1d9-a5bd-444b-8ce1-b3ecf498b7f6,5.56766191699514
185,1,,,,4,0.3,3,,,,,,,,,,,,OV.80.7-D3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,15fd8d9e-9a94-44e6-9855-04179cb37680,3.99649008539989
186,1,,,,3,0.3,3,,,,,,,,,,,,OV.80.7-D2,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,fbab0c5f-2423-4c8b-a394-fb085d262670,2.99736217506871
187,1,,,,3,0.3,3,,,,,,,,,,,,OV.80.5-D5,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,fb5eccea-3cfd-47ac-8e04-093d389ef137,2.99720202921765
188,1,,,,4,0.3,3,,,,,,,,,,,,OV.80.5-D4,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,a94d7b6b-acf6-4b93-a42b-a343541f37b0,3.99804952277248
189,1,,,,4,0.3,98,,,,,,,,,,,,OV.80.5-D2,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,babc2998-d1d4-47b1-b4bd-af411243ddda,3.99670126464974
190,1,,0.69,0.8,6.65,0.3,13,4,,,,,Dam met duiker,,,,,,D3185,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de dam links (grondlichaam),e8be58f4-49fd-4275-8078-49a82e0b721e,6.64620413544732
191,4,1.81,9.4,9.4,17,1.81,4,,,,,Pitteloseweg,Dam met duiker,,,,,,NV-02_B_6,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de gehele dam (grondlichaam),f500920a-9ee2-46ac-9fe1-a0e8be6d8aba,13.643546479017
192,1,,11.05,11.05,6.62,0.3,3,3,,,,,Dam met duiker,,,,,,D874,,,2,,,2,,,Aangeland,Onderhoud geheel bij rechter aangeland,,,5c42459e-85c0-46b4-8905-1e9b8de16e42,6.62006162090143
193,1,,0.37,0.39,7.7,1,3,,,,,,,,,,,,SZ.355-DK136,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,cbe2a93e-12aa-4bda-a0ea-aede1b4faacb,7.69817367479117
194,1,,0.89,0.96,7.2,0.5,3,,,,Plan Stouwe,,,,,,,,SZ.355.10-DK138,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,13d8456a-f35e-45f5-9da9-29d98a4488d8,7.19740022674515
195,,,,,,,,4,,,,,Dam met duiker,,,,,,D711120,,,,,,,,,Aangeland,Geheel onderhoud,,,1502357b-d04b-482b-84cd-021f7ac68e05,14.2795636769457
196,1,,,,10,0.8,3,,,,,,,,,,,,SZ.375-D3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,901f6497-e604-4c56-9256-0e3efcfa1866,9.9991923675196
197,1,,,,7.2,0.8,3,,,,,,,,,,,,SZ.370-D1142,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4591e772-3556-4803-a55c-a71cce5741c4,7.19761050569965
198,1,,1.11,1.14,5.15,0.6,3,,,,,,,,,,,,SZ.370-D3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,88774a5a-1ed2-45ec-81e3-18cdebc663d6,5.14826262061666
199,1,,1.04,1.04,9.6,0.31,20,,,,,,,,,,,,SZ.365-D1,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6c25eb9f-56e9-4264-bf94-e26ca3d6916c,9.59570346629916
200,1,,1.42,1.42,7.2,0.5,3,,,,Plan Stouwe,,,,,,,,SZ.335-D1108,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,ee9f9f6d-fafe-4217-a326-15c5d9274dc6,7.19739563997716
201,1,,,,6,0.3,3,,,,,,,,,,,,SZ.360.6-D3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,fd31077e-fbe1-4413-84bd-22554f860232,5.99773990726702
202,1,,,,14,0.4,3,,,,,,,,,,,,SZ.360.6-D5,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,de3e9ed8-30ac-431e-a69c-3ae112a97dc1,13.9991647009996
203,1,,,,6,0.4,20,,,,,,,,,,,,SZ.335.8-D1,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,b7dfd0cd-b2cd-47c7-90b3-4c83367bc338,5.99712687088513
204,1,,1.28,1.28,6,0.4,3,,,,,,,,,,,,SZ.350-D5,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,1c19810c-6943-452b-9869-08372010733a,5.99654242147009
205,1,,0.92,0.91,6.2,0.5,3,,,,,,,,,,,,SZ.350-D11,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4e6158dd-19b8-4dbd-8710-19d894100696,6.1987260794768
206,1,,0.59,0.6,13.5,0.5,3,,,,,,,,,,,,SZ.350-D18,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,1a5abafa-5ca9-42d0-8b37-2158cfbb99a0,13.5003039195813
207,,,,,,,,4,,,,,Dam met duiker,,,,,,D711121,,,,,,,,,Aangeland,Geheel onderhoud,,,30114f9c-1e1e-4679-8e5e-8d72abfea274,7.55242398656773
208,,,,,,,,4,,,,,Dam met duiker,,,,,,D711122,,,,,,,,,Aangeland,Geheel onderhoud,,,a97d29c8-9d75-4f5a-90a4-8070394a24f2,8.50715246305147
209,,,,,,,,4,,,,,Dam met duiker,,,,,,D711123,,,,,,,,,Aangeland,Geheel onderhoud,,,9a34befb-d491-4326-aad2-d916e25496a4,12.5066591152506
210,1,,1.17,1.16,6,0.5,3,,,,,,,,,,,,SZ.350-D7,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,1abb35af-315a-425e-b0a4-2ebe69dda179,5.99735350064889
211,1,,0.84,0.88,6,0.5,3,,,,,,,,,,,,SZ.350-D8,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,9ea13451-ca4d-4d81-a2b3-5364ca120c3c,5.99660245413913
212,1,,1.24,1.28,8.3,0.5,3,,,,,Veldhoeveweg,,,,,,,SZ.360.4-D1,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,81759e98-d070-4b94-a3b5-93f9f244d139,8.29807206736939
213,,,,,,,,4,,,,,Dam met duiker,,,,,,D711124,,,,,,,,,Aangeland,Geheel onderhoud,,,a52e7587-2e2c-4057-a58d-f553826bf1d4,9.15877555179448
214,,,,,,,,4,,,,,Dam met duiker,,,,,,D711125,,,,,,,,,Aangeland,Geheel onderhoud,,,6f1e51d6-2946-4425-8c4d-f16748fe232a,8.00775354297501
215,,,,,,,,4,,,,,Dam met duiker,,,,,,D711126,,,,,,,,,Aangeland,Geheel onderhoud,,,d5fe5251-6a3f-4e8c-bd2f-d028505fa049,2.54371433717855
216,,,,,,,,4,,,,,Dam met duiker,,,,,,D711127,,,,,,,,,Aangeland,Geheel onderhoud,,,1c2c4566-762f-4054-adaf-f2f909162dff,9.26618350799325
217,,,,,,,,4,,,,,Dam met duiker,,,,,,D711128,,,,,,,,,Aangeland,Geheel onderhoud,,,46b4bf81-81c9-4dc0-bee9-ef9239267561,5.21903644573434
218,,,,,,,,4,,,,,Dam met duiker,,,,,,D711129,,,,,,,,,Aangeland,Geheel onderhoud,,,c20f9508-ecda-4654-a57b-f86996171975,8.05034673873654
219,,,,,,,,4,,,,,Dam met duiker,,,,,,D711130,,,,,,,,,Aangeland,Geheel onderhoud,,,7febe2e0-0b2f-4bc8-885e-334f1296b481,9.78456906093542
220,,,,,,,,4,,,,,Dam met duiker,,,,,,D711131,,,,,,,,,Aangeland,Geheel onderhoud,,,642f5887-45ec-44eb-865b-ee58f8835066,10.5127502287841
221,,,,,,,,4,,,,,Dam met duiker,,,,,,D711132,,,,,,,,,Aangeland,Geheel onderhoud,,,c51fc0c0-a577-4784-9ba3-028b6db98565,10.9799182548745
222,,,,,,,,4,,,,,Dam met duiker,,,,,,D711133,,,,,,,,,Aangeland,Geheel onderhoud,,,c4eea37e-d65b-497e-bb14-13e14a40578f,8.26221384164163
223,,,,,,,,4,,,,,Dam met duiker,,,,,,D711134,,,,,,,,,Aangeland,Geheel onderhoud,,,29e2ce1d-ec0c-44cf-ac79-59b6877db306,14.4671463597169
224,,,,,,,,4,,,,,Dam met duiker,,,,,,D712741,,,,,,,,,Aangeland,Geheel onderhoud,,,06f65121-6dc4-4174-b89b-0ecea7414d37,11.1959442878963
225,,,,,,,,4,,,,,Dam met duiker,,,,,,D712742,,,,,,,,,Aangeland,Geheel onderhoud,,,297f3f5e-1bf7-4b77-9302-a5b04848b6e9,5.52142526124183
226,,,,,,,,4,,,,,Dam met duiker,,,,,,D712743,,,,,,,,,Aangeland,Geheel onderhoud,,,79122118-0411-405c-878b-2eb1f9fcc6cf,17.210857162988
227,,,,,,,,4,,,,,Dam met duiker,,,,,,D707268,,,,,,,,,Aangeland,Geheel onderhoud,,,7ae731b2-47c0-4a4b-b409-dbbab743699d,6.62435534307681
228,1,,,,6,0.3,3,,,,,,,,,,,,SZ.360.10-D613,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,91d93c72-3da5-4abe-836f-5e21e5cfc133,5.99686421062631
229,1,,1.5,1.51,6,0.3,3,,,,,,,,,,,,SZ.360.10-D614,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,49dec748-1a62-4a09-bc62-f96f9f69d92c,5.99805112039085
230,1,,,,7.2,0.8,3,,,,,,,,,,,,SZ.370-D618,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,c6e38fec-3373-4b1c-960b-c404bae2f040,7.19768247294554
231,,,,,,,,4,,,,,Dam met duiker,,,,,,D707269,,,,,,,,,Gemeente,Geheel onderhoud,,,3b0c63fb-a927-48cf-a915-87f475076f32,5.87166234722758
232,1,,,,8,0.6,21,,,,,,,,,,,,SZ.270.104-D622,,,2,,,2,,,Onbekend,Onbekend,,,5a8a1bf8-2683-4836-9904-70c4c596c808,8.00004556236633
233,1,,,,6,0.3,3,,,,,,,,,,,,SZ.355.12-D627,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,9e44f05c-2146-472a-9451-87f0005a4ed8,5.9973484999016
234,1,,,,6,0.3,3,,,,,,,,,,,,SZ.355.12-D628,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,390ef9c0-e119-4f23-82a9-61bf70700e01,5.99796160929493
235,1,,,,5,1.1,3,,,,,,,,,,,,SZ.270.26-D630,,,2,,,2,,,Onbekend,Gewoon en buitengewoon en constructie,,,b92fdcbe-390e-4e40-bcae-664bf0e4722a,4.99688953340474
236,1,,,,6,0.4,3,,,,,,,,,,,,SZ.330-D633,,,2,,,2,,,Onbekend,Gewoon en buitengewoon en constructie,,,e8c61e15-8f86-444b-bb7c-d109627649bb,5.99869390737103
237,,,,,,,,4,,,,,Dam met duiker,,,,,,D707270,,,,,,,,,Aangeland,Geheel onderhoud,,,aa9b36ef-b197-43b7-9747-608ddbea1bb1,69.8668308140297
238,,,,,,,,4,,,,,Dam met duiker,,,,,,D707271,,,,,,,,,Aangeland,Geheel onderhoud,,,38333727-10f2-4c46-a06a-bee0c6a286e0,43.6536387798303
239,,,,,,,,4,,,,,Dam met duiker,,,,,,D711119,,,,,,,,,Aangeland,Geheel onderhoud,,,81af411c-3678-4c72-81f5-625fd018068d,8.91298612041991
240,1,,0.58,0.54,7.5,0.3,3,,,,,,,,,,,,SZ.330.2-D635,,,2,,,2,,,Onbekend,Gewoon en buitengewoon en constructie,,,0e515c3e-b5bd-4d24-900f-30ac59f28374,7.49621691239381
