Gemeente,CBS Gemeentecode,Bouwjaar,BAG Pand nummer,Status Pand,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,G1904,1900,0329100000001751,Pand in gebruik,Mijndensedijk 23 A Loenen aan de Vecht,"POLYGON ((130052.21 468284.925,130058.483 468277.215,130065.983 468283.283,130058.738 468292.208,130053.162 468288.019,130052.21 468284.925))"
Stichtse Vecht,G1904,1900,0329100000005141,Pand in gebruik,Klompweg 42 Nigtevecht,"POLYGON ((131637.24 476782.936,131639.101 476773.814,131646.217 476775.266,131644.356 476784.388,131637.24 476782.936))"
Stichtse Vecht,G1904,1900,0329100000003624,Pand in gebruik,Rijksstraatweg 20 Nieuwersluis,"POLYGON ((128799.543 467227.974,128799.848 467235.587,128791.68 467236.536,128790.945 467229.049,128799.543 467227.974))"
Stichtse Vecht,G1904,1900,0329100000004860,Pand in gebruik,Zandpad 8 Nieuwersluis,"POLYGON ((128980.33 467499.12,128982.819 467496.364,128986.703 467500,128987.299 467500.543,128984.851 467503.234,128981.297 467500,128980.33 467499.12))"
Stichtse Vecht,G1904,1900,0329100000006226,Pand in gebruik,Rijksstraatweg 236 Loenersloot,"POLYGON ((128441.991 471430.844,128442.983 471427.275,128452.929 471429.562,128453.529 471429.697,128452.747 471433.297,128441.991 471430.844))"
Stichtse Vecht,G1904,1900,0329100000005031,Pand in gebruik,Klompweg 40 Nigtevecht,"POLYGON ((131582.494 476853.687,131583.98 476843.697,131593.166 476845.063,131591.68 476855.053,131591.068 476854.962,131582.494 476853.687))"
Stichtse Vecht,G1904,1900,1904100000038266,Pand in gebruik,Kanaaldijk Oost 7 Nigtevecht,"POLYGON ((130096.594 476387.907,130096.547 476383.677,130099.084 476383.649,130099.131 476387.879,130096.594 476387.907))"
Stichtse Vecht,G1904,1900,0329100000005553,Pand in gebruik,Bergseweg 36 Vreeland,"POLYGON ((131701.358 472714.554,131685.308 472729.454,131682.872 472726.806,131682.255 472726.135,131679.042 472722.642,131695.587 472707.865,131698.586 472711.323,131701.358 472714.554))"
Stichtse Vecht,G1904,1901,0333100000020571,Pand in gebruik,,"POLYGON ((130412.276 462599.869,130417.805 462593.009,130425.046 462598.844,130412.689 462614.177,130405.366 462608.276,130409.667 462602.939,130412.276 462599.869))"
Stichtse Vecht,G1904,1901,0333100000018929,Pand in gebruik,,"POLYGON ((130504.964 462617.194,130501.425 462613.519,130507.92 462607.262,130511.484 462610.961,130504.964 462617.194))"
Stichtse Vecht,G1904,1903,0311100000009329,Pand in gebruik,Portengen 70,"POLYGON ((125512.533 463987.112,125522.041 463969.948,125534.659 463977.081,125525.003 463994.162,125512.533 463987.112))"
Stichtse Vecht,G1904,1903,0311100000009330,Pand in gebruik,Portengen 70,"POLYGON ((125526.539 463953.99,125529.25 463948.238,125536.125 463947.974,125539.232 463953.196,125536.39 463958.485,125530.043 463958.617,125526.539 463953.99))"
Stichtse Vecht,G1904,1904,0333100000016279,Pand in gebruik,,"POLYGON ((133918.875 464904.31,133910.078 464901.617,133912.127 464894.924,133920.924 464897.617,133918.875 464904.31))"
Stichtse Vecht,G1904,1905,0311100000008578,Pand in gebruik,Oukoop 11,"POLYGON ((127700.585 468944.285,127701.777 468928.819,127727.834 468930.888,127726.265 468946.258,127700.585 468944.285))"
Stichtse Vecht,G1904,1905,0329100000006116,Pand in gebruik,Rijksstraatweg 51 Nieuwersluis,"POLYGON ((129506.14 468024.212,129501.216 468013.819,129507.271 468010.951,129512.195 468021.343,129506.14 468024.212))"
Stichtse Vecht,G1904,1905,0333100000020440,Pand in gebruik,,"POLYGON ((131378.354 461413.294,131378.22 461417.143,131372.643 461416.632,131372.766 461413.098,131378.354 461413.294))"
Stichtse Vecht,G1904,1905,0311100000008334,Pand in gebruik,Spengen 19,"POLYGON ((123010.223 463354.435,123014.802 463346.406,123025.327 463352.41,123028.231 463347.319,123028.457 463347.452,123031.222 463349.161,123028.35 463354.136,123027.364 463353.519,123022.63 463361.513,123010.223 463354.435))"
Stichtse Vecht,G1904,1905,0333100000016960,Pand in gebruik,,"POLYGON ((131639.336 460623.106,131643.288 460626.96,131640.146 460630.181,131636.194 460626.327,131639.336 460623.106))"
Stichtse Vecht,G1904,1905,1904100000041469,Pand in gebruik,Westbroekse Binnenweg 96 Tienhoven,"POLYGON ((136008.502 461193.102,136019.55 461184.922,136023.694 461190.446,136012.521 461198.719,136012.288 461198.394,136008.502 461193.102))"
Stichtse Vecht,G1904,1905,0329100000006117,Pand in gebruik,Rijksstraatweg 51 Nieuwersluis,"POLYGON ((129511.755 468017.84,129521.515 468013.216,129523.023 468016.399,129523.442 468017.282,129513.682 468021.906,129511.755 468017.84))"
Stichtse Vecht,G1904,1905,0333100000020072,Pand in gebruik,,"POLYGON ((131633.876 460642.398,131636.196 460640.064,131634.779 460638.67,131635.658 460637.673,131636.991 460638.925,131639.198 460641.118,131635.914 460644.423,131633.876 460642.398))"
Stichtse Vecht,G1904,1905,1904100000041470,Pand in gebruik,Westbroekse Binnenweg 96 Tienhoven,"POLYGON ((136008.913 461200.893,136012.288 461198.394,136012.521 461198.719,136018.082 461206.228,136014.712 461208.724,136008.913 461200.893))"
Stichtse Vecht,G1904,1905,0333100000020073,Pand in gebruik,,"POLYGON ((131636.991 460638.925,131640.018 460635.796,131642.354 460637.871,131642.392 460637.904,131639.723 460640.59,131639.198 460641.118,131636.991 460638.925))"
Stichtse Vecht,G1904,1905,0333100000020070,Pand in gebruik,,"POLYGON ((131629.03 460644.575,131632.394 460640.974,131633.876 460642.398,131635.914 460644.423,131632.411 460647.947,131630.011 460645.562,131629.03 460644.575))"
Stichtse Vecht,G1904,1905,1904100000041932,Pand in gebruik,Parkweg 2 Maarssen,"POLYGON ((131350.941 461355.188,131351.245 461351.202,131357.417 461351.359,131357.28 461355.328,131350.941 461355.188))"
Stichtse Vecht,G1904,1905,0311100000008427,Pand in gebruik,Wagendijk 41,"POLYGON ((124915.85 462211.049,124914.014 462212.993,124910.919 462210.245,124912.709 462208.207,124915.85 462211.049))"
Stichtse Vecht,G1904,1905,0329100000004923,Pand in gebruik,Vreelandseweg 30 Nigtevecht,"POLYGON ((130376.154 474998.005,130379.222 474992.414,130393.042 475000,130393.343 475000.165,130390.278 475005.749,130379.789 475000,130376.154 474998.005))"
Stichtse Vecht,G1904,1905,0333100000018460,Pand in gebruik (niet ingemeten),,"POLYGON ((134160.601 461123.295,134164.925 461119.352,134177.439 461134.9,134172.585 461138.692,134160.601 461123.295))"
Stichtse Vecht,G1904,1905,0311100000008335,Pand in gebruik,Spengen 19,"POLYGON ((123001.525 463347.826,123005.677 463340.548,123013.069 463344.764,123008.916 463352.043,123001.525 463347.826))"
Stichtse Vecht,G1904,1905,0311100000008415,Pand in gebruik,Wagendijk 55,"POLYGON ((124748.746 462370.68,124752.948 462360.806,124754.775 462361.499,124766.328 462366.129,124764.342 462370.85,124776.671 462375.514,124776.388 462376.446,124774.327 462380.878,124757.929 462374.455,124748.746 462370.68))"
Stichtse Vecht,G1904,1905,0311100000008430,Pand in gebruik,Wagendijk 38,"POLYGON ((124916.815 462194.606,124917.934 462192.628,124918.408 462191.84,124919.595 462189.748,124921.742 462190.937,124918.01 462197.05,124916.815 462194.606))"
Stichtse Vecht,G1904,1905,0329100000006115,Pand in gebruik,Rijksstraatweg 51 Nieuwesluis,"POLYGON ((129495.893 468030.237,129493.966 468026.171,129503.726 468021.547,129505.653 468025.613,129495.893 468030.237))"
Stichtse Vecht,G1904,1906,0311100000008552,Pand in gebruik,Gieltjesdorp 15,"POLYGON ((127318.904 461324.488,127315.137 461329.601,127305.092 461322.425,127308.859 461317.223,127318.904 461324.488))"
Stichtse Vecht,G1904,1906,0311100000008558,Pand in gebruik,Gieltjesdorp 19,"POLYGON ((127366.682 461205.539,127368.448 461202.713,127371.185 461204.391,127369.419 461207.305,127366.682 461205.539))"
Stichtse Vecht,G1904,1906,0333100000013863,Pand in gebruik,Dorpsstraat 20 Oud Zuilen,"POLYGON ((133311.657 459997.699,133313.367 459995.345,133320.306 460000.252,133318.497 460002.68,133311.657 459997.699))"
Stichtse Vecht,G1904,1906,0333100000020434,Pand in gebruik,,"POLYGON ((131376.116 461340.982,131381.327 461341.025,131381.296 461344.816,131378.313 461344.792,131378.323 461343.55,131376.095 461343.532,131376.116 461340.982))"
Stichtse Vecht,G1904,1906,0333100000020435,Pand in gebruik,,"POLYGON ((131381.296 461344.816,131381.327 461341.025,131387.199 461341.073,131387.168 461344.864,131386.833 461344.861,131381.296 461344.816))"
Stichtse Vecht,G1904,1906,0311100000008553,Pand in gebruik,Gieltjesdorp 15,"POLYGON ((127268.908 461304.27,127275.44 461295.337,127281.652 461300,127288.027 461304.697,127281.574 461313.531,127268.908 461304.27))"
Stichtse Vecht,G1904,1906,0333100000020429,Pand in gebruik,,"POLYGON ((131316.516 461295.29,131319.236 461295.283,131319.246 461299.184,131316.526 461299.247,131316.516 461295.29))"
Stichtse Vecht,G1904,1906,0333100000020433,Pand in gebruik,,"POLYGON ((131371.219 461340.942,131376.116 461340.982,131376.095 461343.532,131371.198 461343.492,131371.219 461340.942))"
Stichtse Vecht,G1904,1906,0329100000000157,Pand in gebruik,Dorpsstraat 71 Nigtevecht,"POLYGON ((130234.845 469128.789,130237.951 469123.841,130241.3 469125.943,130238.194 469130.891,130234.845 469128.789))"
Stichtse Vecht,G1904,1906,0311100000008557,Pand in gebruik,Gieltjesdorp 19,"POLYGON ((127363.15 461211.544,127365.975 461207.217,127370.357 461209.993,127367.546 461214.228,127363.15 461211.544))"
Stichtse Vecht,G1904,1907,0333100000019961,Pand in gebruik,,"POLYGON ((132934.189 459890.869,132936.174 459889.114,132938.265 459891.471,132936.351 459893.314,132934.189 459890.869))"
Stichtse Vecht,G1904,1907,0333100000017502,Pand in gebruik,,"POLYGON ((132942.434 459887.459,132939.11 459890.281,132937.224 459888.059,132940.549 459885.238,132942.434 459887.459))"
Stichtse Vecht,G1904,1907,0333100000019960,Pand in gebruik,Daalseweg 11 in Oud Zuilen,"POLYGON ((132932.656 459892.309,132934.189 459890.869,132936.351 459893.314,132934.791 459894.679,132932.656 459892.309))"
Stichtse Vecht,G1904,1907,1904100000039639,Pand in gebruik,Zandweg 33,"POLYGON ((131575.069 461298.8,131575.834 461295.039,131585.964 461297.101,131585.199 461300.861,131575.069 461298.8))"
Stichtse Vecht,G1904,1907,0311100000006877,Pand in gebruik,Purperreiger 60,"POLYGON ((125022.459 462575.382,125021.78 462577.089,125018.65 462575.968,125019.461 462573.719,125022.459 462575.382))"
Stichtse Vecht,G1904,1908,0311100000003603,Pand in gebruik,Willink van Collenstraat 15,"POLYGON ((128709.694 464626.884,128707.812 464632.036,128703.958 464630.631,128705.852 464625.51,128709.694 464626.884))"
Stichtse Vecht,G1904,1908,0311100000003688,Pand in gebruik,Willink van Collenstraat 35,"POLYGON ((128652.178 464603.812,128653.406 464600.023,128655.859 464600.853,128655.966 464600.888,128655.163 464603.332,128654.729 464604.651,128652.178 464603.812))"
Stichtse Vecht,G1904,1908,0311100000009643,Pand in gebruik,Straatweg 70 Breukelen,"POLYGON ((129104.741 464576.952,129106.866 464572.254,129114.361 464575.498,129112.123 464580.42,129104.741 464576.952))"
Stichtse Vecht,G1904,1908,0311100000003692,Pand in gebruik,Willink van Collenstraat 45,"POLYGON ((128625.894 464594.139,128627.002 464590.766,128630.323 464591.814,128629.27 464595.217,128625.894 464594.139))"
Stichtse Vecht,G1904,1908,0311100000003690,Pand in gebruik,Willink van Collenstraat 41,"POLYGON ((128637.069 464594.612,128640.109 464595.636,128639.163 464598.62,128635.991 464597.63,128637.069 464594.612))"
Stichtse Vecht,G1904,1910,0311100000008748,Pand in gebruik,Oukoop 30,"POLYGON ((126966.82 468605.18,126967.224 468599.133,126972.614 468599.493,126979.115 468599.928,126978.583 468605.769,126966.82 468605.18))"
Stichtse Vecht,G1904,1910,0311100000006021,Pand in gebruik,Domineeslaantje 21,"POLYGON ((128209.55 464949.34,128211.844 464929.331,128215.71 464929.761,128214.764 464935.321,128224.465 464936.39,128224.134 464938.322,128222.967 464945.123,128221.798 464951.426,128221.67 464951.403,128210.118 464949.441,128209.55 464949.34))"
Stichtse Vecht,G1904,1910,1904100000038926,Pand in gebruik,Zandpad 44c Breukelen,"POLYGON ((128799.611 465103.781,128850.981 465111.168,128849.854 465119.118,128841.286 465117.904,128840.569 465122.963,128827.054 465121.047,128826.371 465125.798,128797.052 465121.581,128799.611 465103.781))"
Stichtse Vecht,G1904,1910,0329100000002225,Pand in gebruik,Rijksstraatweg 69 Loenen aan de Vecht,"POLYGON ((129793.121 468372.282,129795.016 468372.008,129799.918 468371.518,129800.277 468374.216,129800.299 468374.381,129793.53 468375.217,129793.121 468372.282))"
Stichtse Vecht,G1904,1910,0311100000006653,Pand in gebruik,Willink van Collenstraat 69,"POLYGON ((128564.244 464568.669,128564.947 464566.51,128569.951 464568.21,128569.225 464570.332,128564.244 464568.669))"
Stichtse Vecht,G1904,1910,1904100000039805,Pand in gebruik,Kleizuwe 129 Vreeland,"POLYGON ((131803.011 471848.96,131813.178 471832.673,131815.621 471834.198,131817.936 471835.643,131821.393 471837.801,131811.225 471854.088,131803.011 471848.96))"
Stichtse Vecht,G1904,1910,0311100000001902,Pand in gebruik,Bosdijk 2,"POLYGON ((126963.855 468679.856,126963.478 468678.433,126964.961 468678.086,126965.294 468679.522,126963.855 468679.856))"
Stichtse Vecht,G1904,1910,0329100000003791,Pand in gebruik,Sluisje 6 Vreeland,"POLYGON ((131287.935 471298.392,131288.122 471298.336,131288.218 471298.307,131290.68 471297.569,131291.608 471300.661,131288.955 471301.456,131288.862 471301.484,131287.935 471298.392))"
Stichtse Vecht,G1904,1910,0311100000008352,Pand in gebruik,Spengen 30,"POLYGON ((122958.64 463674.965,122954.462 463685.208,122948.128 463682.512,122952.441 463672.54,122958.64 463674.965))"
Stichtse Vecht,G1904,1910,0311100000002553,Pand in gebruik,Straatweg 25 Orangerie,"POLYGON ((129046.663 464171.341,129046.962 464170.86,129050.23 464165.616,129050.371 464165.436,129050.549 464165.293,129050.754 464165.192,129050.977 464165.14,129051.205 464165.139,129051.428 464165.189,129051.634 464165.288,129054.949 464159.966,129060.389 464163.355,129062.457 464160.036,129067.159 464162.967,129069.636 464164.511,129064.382 464173.241,129061.949 464171.777,129060.905 464173.511,129059.043 464172.391,129056.123 464177.079,129051.804 464174.387,129047.203 464171.677,129046.663 464171.341))"
Stichtse Vecht,G1904,1910,0311100000007289,Pand in gebruik,Wagendijk 1,"POLYGON ((125754.625 460683.956,125760.074 460672.312,125760.502 460671.398,125769.451 460675.586,125763.574 460688.144,125754.625 460683.956))"
Stichtse Vecht,G1904,1910,0311100000008460,Pand in gebruik,Honderdsche Laantje 2,"POLYGON ((127287.07 467271.309,127293.719 467263.028,127307.132 467273.796,127300.534 467282.118,127287.07 467271.309))"
Stichtse Vecht,G1904,1910,0329100000004955,Pand in gebruik,Kleizuwe 131 Vreeland,"POLYGON ((132008.359 471959.596,131995.068 471952.801,132010.264 471923.084,132023.554 471929.879,132008.359 471959.596))"
Stichtse Vecht,G1904,1910,0329100000005887,Pand in gebruik,Dorpsstraat 148 Nigtevecht,"POLYGON ((130640.336 476156.806,130637.266 476153.01,130643.131 476148.499,130645.926 476152.148,130640.336 476156.806))"
Stichtse Vecht,G1904,1910,0311100000002733,Pand in gebruik,Broekdijk Oost 16a,"POLYGON ((128347.313 464228.22,128351.288 464222.239,128356.498 464225.634,128352.484 464231.616,128347.313 464228.22))"
Stichtse Vecht,G1904,1910,0329100000004899,Pand in gebruik,Vreelandseweg 18 Nigtevecht,"POLYGON ((130176.055 475770.935,130177.957 475767.405,130183.239 475770.251,130181.337 475773.781,130176.055 475770.935))"
Stichtse Vecht,G1904,1910,0329100000004236,Pand in gebruik,Nigtevechtseweg 188 Vreeland,"POLYGON ((131502.08 473846.315,131502.618 473838.507,131507.795 473838.864,131507.958 473836.496,131517.947 473837.114,131517.78 473839.552,131522.932 473839.906,131522.394 473847.714,131502.08 473846.315))"
Stichtse Vecht,G1904,1910,0311100000007212,Pand in gebruik,Laan van Gunterstein 2,"POLYGON ((129051.269 465032.484,129052.497 465025.193,129056.536 465025.873,129055.157 465033.223,129051.269 465032.484))"
Stichtse Vecht,G1904,1910,0329100000004915,Pand in gebruik,Vreelandseweg 28 Nigtevecht,"POLYGON ((130226.685 475659.938,130231.047 475647.712,130234.565 475648.967,130240.121 475650.95,130235.758 475663.176,130226.685 475659.938))"
Stichtse Vecht,G1904,1910,0311100000007811,Pand in gebruik,Straatweg 195,"POLYGON ((128880.175 466519.998,128881.427 466515.053,128889.182 466517.017,128887.93 466521.962,128880.175 466519.998))"
Stichtse Vecht,G1904,1910,0329100000004950,Pand in gebruik,Kleizuwe 129 Vreeland,"POLYGON ((131825.814 471841.816,131831.36 471845.348,131831.097 471851.999,131825.388 471855.022,131819.825 471851.539,131820.013 471844.889,131825.814 471841.816))"
Stichtse Vecht,G1904,1910,0311100000007135,Pand in gebruik,Laan van Gunterstein 2,"POLYGON ((129004.414 465020.101,129005.158 465014.884,129013.674 465016.099,129013.664 465016.174,129013.527 465017.035,129012.845 465021.304,129004.414 465020.101))"
Stichtse Vecht,G1904,1910,0311100000008353,Pand in gebruik,Spengen 30,"POLYGON ((122938.021 463675.774,122934.517 463671.327,122936.404 463666.071,122942.334 463664.723,122946.107 463669.44,122943.681 463674.831,122938.021 463675.774))"
Stichtse Vecht,G1904,1910,0311100000009172,Pand in gebruik,Honderdsche Laantje 2,"POLYGON ((127307.391 467286.024,127305.696 467281.296,127308.372 467277.818,127312.832 467278.531,127314.349 467282.545,127312.03 467286.292,127307.391 467286.024))"
Stichtse Vecht,G1904,1910,0311100000002735,Pand in gebruik,Broekdijk Oost 16a,"POLYGON ((128357.192 464210.739,128354.877 464209.041,128357.192 464205.915,128359.507 464207.613,128357.192 464210.739))"
Stichtse Vecht,G1904,1910,0333100000014619,Pand in gebruik,,"POLYGON ((132644.447 460046.905,132663.953 460039.126,132664.784 460041.211,132674.099 460037.52,132677.066 460044.96,132667.398 460048.77,132650.713 460055.345,132648.206 460056.333,132644.447 460046.905))"
Stichtse Vecht,G1904,1910,0333100000016182,Pand in gebruik,Oudedijk 5 Tienhoven,"POLYGON ((133807.118 462740.046,133802.684 462744.38,133801.258 462742.921,133805.692 462738.587,133807.118 462740.046))"
Stichtse Vecht,G1904,1910,0329100000006128,Pand in gebruik,Rijksstraatweg 24 Nieuwersluis,"POLYGON ((128793.086 467270.397,128802.131 467267.033,128803.035 467269.464,128803.481 467270.664,128810.117 467268.197,128809.932 467263.562,128820.685 467263.143,128820.87 467268.357,128817.116 467268.528,128804.109 467273.329,128804.075 467273.243,128801.029 467274.378,128795.345 467276.492,128793.86 467272.477,128793.086 467270.397))"
