FID,omschrijving,structuurtype,geometrie
O10002_GBI_Groenstructuur.1192,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177029.371 506102.811, 177015.689 506110.595, 177013.066 506120.167, 177029.98 506149.833, 177027.473 506151.527, 177011.375 506123.26, 177009.983 506120.284, 177009.211 506116.419, 177009.239 506114.145, 177009.535 506112.238, 177010.663 506108.994, 177011.354 506107.726, 177012.779 506105.768, 177013.899 506104.601, 177014.78 506103.841, 177024.303 506098.223, 177027.399 506099.37, 177029.371 506102.811)))"
O10002_GBI_Groenstructuur.1193,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177115.883 503128.255, 177116.751 503128.295, 177117.612 503128.414, 177118.459 503128.612, 177119.284 503128.885, 177120.081 503129.234, 177120.843 503129.653, 177121.563 503130.14, 177122.235 503130.692, 177122.854 503131.302, 177123.415 503131.966, 177123.913 503132.679, 177124.343 503133.435, 177124.703 503134.226, 177124.988 503135.048, 177125.198 503135.891, 177125.329 503136.751, 177125.382 503137.619, 177125.357 503138.455, 177125.259 503139.285, 177125.088 503140.104, 177124.845 503140.904, 177124.534 503141.681, 177124.155 503142.426, 177123.712 503143.136, 177123.209 503143.803, 177122.648 503144.424, 177122.035 503144.994, 177121.375 503145.507, 177120.672 503145.96, 177119.932 503146.349, 177119.16 503146.672, 177118.363 503146.926, 177117.547 503147.108, 177116.718 503147.218, 177115.883 503147.255, 177115.049 503147.219, 177114.222 503147.109, 177113.408 503146.927, 177112.613 503146.675, 177111.843 503146.354, 177111.104 503145.966, 177110.403 503145.515, 177109.743 503145.005, 177109.131 503144.438, 177108.57 503143.82, 177108.067 503143.155, 177107.623 503142.449, 177107.243 503141.706, 177106.93 503140.933, 177106.686 503140.135, 177106.512 503139.319, 177106.409 503138.458, 177106.384 503137.59, 177106.439 503136.724, 177106.572 503135.867, 177106.784 503135.025, 177107.071 503134.206, 177107.431 503133.417, 177107.862 503132.664, 177108.361 503131.953, 177108.921 503131.291, 177109.54 503130.683, 177110.212 503130.133, 177110.931 503129.648, 177111.692 503129.23, 177112.487 503128.883, 177113.311 503128.61, 177114.156 503128.414, 177115.016 503128.295, 177115.883 503128.255)))"
O10002_GBI_Groenstructuur.1194,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176104.291 505558.705, 176103.502 505558.805, 176102.707 505558.838, 176101.857 505558.8, 176101.014 505558.686, 176100.184 505558.497, 176099.375 505558.235, 176098.593 505557.901, 176097.843 505557.499, 176097.133 505557.031, 176096.467 505556.502, 176095.851 505555.915, 176095.29 505555.275, 176094.789 505554.588, 176094.351 505553.859, 176093.98 505553.093, 176093.679 505552.298, 176093.451 505551.478, 176093.296 505550.642, 176093.218 505549.795, 176093.215 505548.944, 176093.288 505548.097, 176093.437 505547.259, 176093.66 505546.438, 176093.956 505545.641, 176094.322 505544.873, 176094.755 505544.141, 176095.252 505543.45, 176095.808 505542.807, 176096.42 505542.216, 176097.083 505541.682, 176097.79 505541.21, 176098.537 505540.803, 176099.317 505540.464, 176100.125 505540.196, 176100.953 505540.002, 176101.795 505539.882, 176102.25 505539.85, 176102.707 505539.839, 176103.561 505539.877, 176104.41 505539.992, 176105.244 505540.184, 176106.057 505540.449, 176106.844 505540.787, 176107.597 505541.194, 176108.31 505541.667, 176108.977 505542.202, 176109.594 505542.796, 176110.155 505543.442, 176110.656 505544.136, 176111.091 505544.873, 176111.459 505545.646, 176111.756 505546.448, 176111.98 505547.275, 176112.128 505548.118, 176112.199 505548.97, 176112.194 505549.826, 176112.111 505550.678, 176111.953 505551.519, 176111.719 505552.342, 176111.412 505553.141, 176111.034 505553.909, 176110.589 505554.64, 176110.08 505555.328, 176109.511 505555.968, 176108.887 505556.553, 176108.212 505557.08, 176107.493 505557.544, 176106.735 505557.942, 176105.945 505558.269, 176105.128 505558.525, 176104.291 505558.705)))"
O10002_GBI_Groenstructuur.1195,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177696.745 505070.851, 177746.428 505060.56, 177732.231 504992.309, 177732.347 504989.203, 177732.899 504986.075, 177733.795 504983.137, 177735.202 504980.263, 177737.613 504976.83, 177739.004 504975.331, 177741.405 504973.197, 177744.097 504971.526, 177782.853 504951.884, 177785.444 504951.873, 177786.419 504956.305, 177831.864 504946.732, 177834.233 504956.064, 177751.593 504974.035, 177746.436 504975.959, 177744.406 504977.219, 177742.506 504978.908, 177739.567 504982.718, 177738.461 504984.977, 177737.331 504989.733, 177737.589 504995.11, 177739.68 505004.92, 177752.352 505064.439, 177696.618 505075.983, 177696.745 505070.851)))"
O10002_GBI_Groenstructuur.1196,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177701.891 505082.313, 177752.894 505071.752, 177752.607 505072.753, 177752.114 505074.227, 177751.505 505075.37, 177750.504 505076.501, 177749.465 505077.359, 177748.255 505077.982, 177746.934 505078.394, 177747.227 505079.318, 177746.229 505079.534, 177734.445 505082.094, 177731.514 505082.594, 177729.562 505082.858, 177728.521 505082.985, 177709.913 505085.036, 177706.692 505085.364, 177702.578 505086.099, 177701.891 505082.313)))"
O10002_GBI_Groenstructuur.1197,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177705.699 505374.59, 177704.488 505372.338, 177704.206 505371.6, 177704.133 505370.813, 177704.373 505369.837, 177704.916 505368.996, 177705.498 505368.512, 177713.334 505364.585, 177714.695 505364.566, 177715.633 505364.883, 177718.056 505367.557, 177705.699 505374.59)))"
O10002_GBI_Groenstructuur.1198,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177623.919 505412.98, 177626.625 505411.439, 177630.868 505410.51, 177636.717 505411.2, 177641.562 505413.693, 177644.994 505417.694, 177664.398 505451.625, 177690.769 505497.919, 177737.826 505580.545, 177739.155 505584.638, 177734.724 505586.552, 177705.633 505535.926, 177695.995 505541.245, 177689.415 505528.2, 177623.919 505412.98)))"
O10002_GBI_Groenstructuur.1199,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177124.811 506048.556, 177123.054 506045.416, 177123.47 506041.732, 177134.201 506035.627, 177138.017 506036.802, 177139.798 506039.969, 177124.811 506048.556)))"
O10002_GBI_Groenstructuur.1200,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177034.606 505639.966, 177029.709 505618.099, 177032.559 505617.466, 177033.419 505617.275, 177036.322 505618.504, 177040.453 505636.647, 177038.458 505639.107, 177037.584 505639.302, 177034.606 505639.966)))"
O10002_GBI_Groenstructuur.1201,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177042.818 505577.843, 177046.874 505598.83, 177043.877 505599.499, 177041.842 505599.382, 177040.273 505598.696, 177038.651 505597.047, 177032.99 505572.221, 177032.184 505568.383, 177026.862 505545.033, 177021.437 505520.921, 177030.264 505518.905, 177038.014 505556.14, 177040.361 505567.413, 177040.684 505568.971, 177042.818 505577.843)))"
O10002_GBI_Groenstructuur.1202,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176336.357 505432.106, 176335.596 505432.263, 176334.825 505432.359, 176334.049 505432.39, 176333.198 505432.352, 176332.353 505432.238, 176331.522 505432.048, 176330.711 505431.784, 176329.927 505431.449, 176329.177 505431.046, 176328.465 505430.576, 176327.799 505430.044, 176327.183 505429.455, 176326.622 505428.813, 176326.121 505428.124, 176325.684 505427.392, 176325.314 505426.624, 176325.014 505425.826, 176324.788 505425.004, 176324.635 505424.166, 176324.559 505423.317, 176324.559 505422.464, 176324.635 505421.615, 176324.788 505420.776, 176325.014 505419.955, 176325.314 505419.157, 176325.684 505418.389, 176326.121 505417.657, 176326.622 505416.967, 176327.183 505416.325, 176327.799 505415.736, 176328.465 505415.205, 176329.177 505414.735, 176329.927 505414.331, 176330.711 505413.996, 176331.522 505413.733, 176332.353 505413.543, 176333.198 505413.429, 176334.049 505413.39, 176334.351 505413.395, 176335.199 505413.46, 176336.037 505413.601, 176336.86 505413.816, 176337.66 505414.103, 176338.431 505414.461, 176339.167 505414.886, 176339.862 505415.376, 176340.51 505415.926, 176341.107 505416.531, 176341.647 505417.188, 176342.126 505417.89, 176342.541 505418.632, 176342.888 505419.408, 176343.164 505420.212, 176343.367 505421.037, 176343.495 505421.878, 176343.548 505422.726, 176343.524 505423.576, 176343.425 505424.42, 176343.251 505425.252, 176343.003 505426.065, 176342.683 505426.853, 176342.294 505427.609, 176341.84 505428.327, 176341.322 505429.002, 176340.747 505429.628, 176340.118 505430.199, 176339.44 505430.713, 176338.719 505431.163, 176337.961 505431.548, 176337.171 505431.863, 176336.357 505432.106)))"
O10002_GBI_Groenstructuur.1203,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176242.186 505372.544, 176241.371 505372.295, 176240.581 505371.974, 176239.823 505371.584, 176239.104 505371.127, 176238.428 505370.607, 176237.801 505370.03, 176237.229 505369.398, 176236.716 505368.717, 176236.266 505367.994, 176235.882 505367.232, 176235.568 505366.44, 176235.327 505365.623, 176235.16 505364.787, 176235.068 505363.939, 176235.053 505363.087, 176235.114 505362.237, 176235.251 505361.396, 176235.463 505360.57, 176235.748 505359.767, 176236.104 505358.992, 176236.528 505358.253, 176237.016 505357.554, 176237.565 505356.903, 176238.17 505356.303, 176238.827 505355.759, 176239.458 505355.322, 176240.122 505354.937, 176240.815 505354.607, 176241.532 505354.334, 176242.269 505354.12, 176243.021 505353.966, 176243.782 505353.874, 176244.549 505353.843, 176245.401 505353.881, 176246.245 505353.995, 176247.076 505354.185, 176247.887 505354.448, 176248.671 505354.783, 176249.422 505355.187, 176250.133 505355.657, 176250.799 505356.188, 176251.416 505356.777, 176251.976 505357.419, 176252.477 505358.109, 176252.915 505358.841, 176253.284 505359.609, 176253.584 505360.407, 176253.811 505361.229, 176253.963 505362.067, 176254.039 505362.916, 176254.039 505363.769, 176253.963 505364.618, 176253.811 505365.456, 176253.584 505366.278, 176253.284 505367.076, 176252.915 505367.844, 176252.477 505368.576, 176251.976 505369.266, 176251.416 505369.908, 176250.799 505370.497, 176250.133 505371.028, 176249.422 505371.498, 176248.671 505371.902, 176247.887 505372.237, 176247.076 505372.5, 176246.245 505372.69, 176245.401 505372.804, 176244.549 505372.842, 176243.754 505372.809, 176242.964 505372.709, 176242.186 505372.544)))"
O10002_GBI_Groenstructuur.1204,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176735.987 505088.567, 176736.856 505088.606, 176737.717 505088.725, 176738.564 505088.923, 176739.389 505089.197, 176740.186 505089.545, 176740.947 505089.964, 176741.667 505090.452, 176742.34 505091.003, 176742.959 505091.613, 176743.52 505092.278, 176744.018 505092.991, 176744.448 505093.746, 176744.808 505094.538, 176745.093 505095.359, 176745.303 505096.203, 176745.434 505097.062, 176745.486 505097.93, 176745.462 505098.766, 176745.363 505099.596, 176745.192 505100.415, 176744.95 505101.216, 176744.639 505101.992, 176744.26 505102.737, 176743.817 505103.447, 176743.313 505104.115, 176742.753 505104.735, 176742.14 505105.305, 176741.48 505105.818, 176740.777 505106.271, 176740.037 505106.66, 176739.265 505106.983, 176738.468 505107.237, 176737.652 505107.419, 176736.823 505107.53, 176735.987 505107.566, 176735.154 505107.53, 176734.327 505107.42, 176733.513 505107.238, 176732.718 505106.986, 176731.948 505106.665, 176731.209 505106.277, 176730.507 505105.826, 176729.848 505105.316, 176729.235 505104.749, 176728.675 505104.131, 176728.171 505103.466, 176727.728 505102.76, 176727.348 505102.017, 176727.035 505101.244, 176726.79 505100.446, 176726.617 505099.63, 176726.514 505098.769, 176726.489 505097.901, 176726.544 505097.035, 176726.677 505096.178, 176726.888 505095.336, 176727.175 505094.517, 176727.536 505093.728, 176727.967 505092.975, 176728.465 505092.264, 176729.026 505091.602, 176729.645 505090.994, 176730.317 505090.445, 176731.036 505089.959, 176731.797 505089.541, 176732.592 505089.194, 176733.416 505088.921, 176734.261 505088.725, 176735.121 505088.606, 176735.987 505088.567)))"
O10002_GBI_Groenstructuur.1205,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176551.925 505021.155, 176551.822 505020.293, 176551.797 505019.426, 176551.852 505018.56, 176551.985 505017.703, 176552.196 505016.861, 176552.484 505016.042, 176552.844 505015.253, 176553.275 505014.5, 176553.773 505013.789, 176554.334 505013.127, 176554.953 505012.519, 176555.625 505011.969, 176556.344 505011.484, 176557.105 505011.066, 176557.9 505010.719, 176558.724 505010.446, 176559.569 505010.249, 176560.429 505010.131, 176561.296 505010.091, 176562.164 505010.131, 176563.025 505010.25, 176563.872 505010.447, 176564.697 505010.721, 176565.494 505011.069, 176566.256 505011.489, 176566.976 505011.976, 176567.648 505012.528, 176568.267 505013.138, 176568.828 505013.802, 176569.326 505014.515, 176569.756 505015.271, 176570.116 505016.062, 176570.401 505016.883, 176570.611 505017.727, 176570.742 505018.587, 176570.794 505019.455, 176570.77 505020.291, 176570.671 505021.121, 176570.501 505021.94, 176570.258 505022.74, 176569.947 505023.516, 176569.568 505024.262, 176569.125 505024.971, 176568.621 505025.639, 176568.061 505026.26, 176567.448 505026.829, 176566.788 505027.342, 176566.085 505027.795, 176565.345 505028.185, 176564.573 505028.508, 176563.776 505028.761, 176562.96 505028.944, 176562.131 505029.054, 176561.296 505029.091, 176560.462 505029.054, 176559.635 505028.945, 176558.821 505028.763, 176558.026 505028.511, 176557.256 505028.189, 176556.517 505027.802, 176555.815 505027.351, 176555.156 505026.84, 176554.544 505026.274, 176553.983 505025.656, 176553.479 505024.991, 176553.036 505024.284, 176552.656 505023.542, 176552.343 505022.769, 176552.099 505021.971, 176551.925 505021.155)))"
O10002_GBI_Groenstructuur.1206,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((176910.41 506180.609, 176912.236 506183.871, 176912.839 506185.557, 176912.442 506188.257, 176911.559 506189.526, 176909.811 506190.652, 176906.12 506190.835, 176903.407 506190.092, 176901.057 506188.744, 176899.022 506186.746, 176896.738 506182.91, 176865.251 506127.696, 176841.974 506086.88, 176811.211 506032.893, 176781.629 505980.962, 176763.002 505948.245, 176751.004 505926.375, 176733.679 505891.86, 176721.985 505866.5, 176712.874 505845.288, 176701.959 505817.453, 176697.985 505806.491, 176696.458 505798.705, 176695.581 505792.38, 176694.315 505787.193, 176689.231 505772.295, 176686.603 505765.174, 176680.565 505752.196, 176678.247 505747.699, 176676.49 505743.995, 176668.322 505719.884, 176657.5 505687.983, 176669.904 505683.856, 176688.078 505737.367, 176698.299 505767.46, 176706.125 505790.435, 176714.777 505814.392, 176723.818 505837.179, 176733.799 505860.635, 176744.564 505884.108, 176755.227 505906.157, 176766.5 505927.963, 176783.073 505956.921, 176819.058 506020.037, 176835.227 506048.47, 176865.988 506102.535, 176888.062 506141.331, 176910.41 506180.609)))"
O10002_GBI_Groenstructuur.1207,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((177630.149 504718.27, 177631.125 504718.34, 177632.13 504718.56, 177633.002 504718.885, 177633.913 504719.381, 177634.648 504719.926, 177635.237 504720.49, 177636.039 504721.535, 177636.392 504722.169, 177636.604 504722.648, 177636.878 504723.481, 177663.811 504848.869, 177663.892 504849.494, 177663.785 504851.111, 177663.272 504852.688, 177662.737 504853.57, 177662.222 504854.189, 177661.671 504854.701, 177661.008 504855.176, 177659.989 504855.682, 177659.325 504855.897, 177649.716 504858.075, 177647.232 504847.64, 177630.149 504718.27)))"
O10002_GBI_Groenstructuur.1208,Groenstructuur,Hoofdstructuur,"MULTIPOLYGON (((177651.333 504867.12, 177651.89 504867.081, 177652.631 504867.123, 177653.149 504867.217, 177653.82 504867.423, 177654.686 504867.852, 177655.26 504868.263, 177655.665 504868.634, 177656.153 504869.212, 177656.484 504869.729, 177658.66 504869.315, 177658.78 504869.638, 177659.024 504870.53, 177659.116 504871.08, 177668.165 504913.088, 177661.561 504914.728, 177651.333 504867.12)))"
O10002_GBI_Groenstructuur.1215,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177034.217 502936.112, 177033.384 502936.076, 177032.557 502935.966, 177031.742 502935.784, 177030.947 502935.532, 177030.177 502935.211, 177029.439 502934.823, 177028.737 502934.372, 177028.077 502933.862, 177027.465 502933.295, 177026.905 502932.677, 177026.401 502932.012, 177025.957 502931.306, 177025.577 502930.563, 177025.264 502929.79, 177025.02 502928.992, 177024.847 502928.176, 177024.743 502927.315, 177024.718 502926.447, 177024.773 502925.581, 177024.907 502924.724, 177025.118 502923.882, 177025.405 502923.063, 177025.766 502922.274, 177026.197 502921.521, 177026.695 502920.81, 177027.256 502920.148, 177027.875 502919.54, 177028.546 502918.99, 177029.266 502918.505, 177030.026 502918.087, 177030.821 502917.74, 177031.645 502917.467, 177032.49 502917.271, 177033.35 502917.152, 177034.217 502917.112, 177035.085 502917.152, 177035.947 502917.271, 177036.793 502917.468, 177037.619 502917.742, 177038.415 502918.091, 177039.177 502918.51, 177039.897 502918.997, 177040.569 502919.549, 177041.189 502920.159, 177041.749 502920.823, 177042.247 502921.536, 177042.677 502922.292, 177043.037 502923.083, 177043.323 502923.905, 177043.532 502924.748, 177043.664 502925.608, 177043.716 502926.476, 177043.691 502927.312, 177043.593 502928.142, 177043.422 502928.961, 177043.18 502929.761, 177042.868 502930.538, 177042.489 502931.283, 177042.046 502931.993, 177041.543 502932.66, 177040.982 502933.281, 177040.37 502933.85, 177039.709 502934.364, 177039.006 502934.817, 177038.266 502935.206, 177037.495 502935.529, 177036.698 502935.783, 177035.882 502935.965, 177035.052 502936.075, 177034.217 502936.112)))"
