FID,aanlegjaar,categorie,leeftijd_doelgroep,max_valhoogte,omschrijving,toesteltype,geometrie
O10002_Speelobjecten_OD.533,Niet ingevuld,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177762.989 502774.94))
O10002_Speelobjecten_OD.534,2020,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177755.702 502781.199))
O10002_Speelobjecten_OD.535,2020,speelelement,Niet ingevuld,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177755.184 502789.061))
O10002_Speelobjecten_OD.536,2022,speelelement,6-12 jaar,10 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((175005.164 504920.515))
O10002_Speelobjecten_OD.537,2021,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((174970.87 505143.197))
O10002_Speelobjecten_OD.538,2017,speelelement,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((174936.827 505888.797))
O10002_Speelobjecten_OD.539,2014,speelelement,0-6 jaar,Niet ingevuld,speelvoorziening,Pleinplakker,MULTIPOINT ((175484.188 505889.576))
O10002_Speelobjecten_OD.540,2016,speelelement,6-12 jaar,140 cm,speelvoorziening,Boomstam,MULTIPOINT ((176488.382 503297.245))
O10002_Speelobjecten_OD.541,2021,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176406.719 496185.733))
O10002_Speelobjecten_OD.542,2021,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176417.595 496193.227))
O10002_Speelobjecten_OD.543,2021,speelelement,Niet ingevuld,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177519.61 502639.517))
O10002_Speelobjecten_OD.544,2021,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176619.37 504919.777))
O10002_Speelobjecten_OD.545,2020,speelelement,5-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((172445.284 508004.584))
O10002_Speelobjecten_OD.546,2012,speelelement,0-6 jaar,40 cm,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175845.04 505347.342))
O10002_Speelobjecten_OD.547,2011,speelelement,6-12 jaar,50 cm,speelvoorziening,Zwerfkeien,MULTIPOINT ((175726.073 504772.862))
O10002_Speelobjecten_OD.548,2011,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175254.962 504719.843))
O10002_Speelobjecten_OD.549,2011,speelelement,6-12 jaar,60 cm,speelvoorziening,Zwerfkeien,MULTIPOINT ((175270.779 504708.007))
O10002_Speelobjecten_OD.550,2011,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((175284.844 504720.951))
O10002_Speelobjecten_OD.551,2015,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177819.29 502706.248))
O10002_Speelobjecten_OD.552,2015,speelelement,0-6 jaar,60 cm,speelvoorziening,Stappalen,MULTIPOINT ((177822.945 502713.427))
O10002_Speelobjecten_OD.553,1994,speelelement,6-12 jaar,300 cm,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((172338.57 509297.714))
O10002_Speelobjecten_OD.554,2014,speelelement,6-12 jaar,40 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((172188.253 509221.921))
O10002_Speelobjecten_OD.555,2011,speelelement,0-6 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((172016.065 508747.657))
O10002_Speelobjecten_OD.556,2010,speelelement,6-12 jaar,40 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((171457.14 509431.15))
O10002_Speelobjecten_OD.557,2016,speelelement,Niet ingevuld,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176672.811 503132.87))
O10002_Speelobjecten_OD.558,2016,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176674.302 503123.248))
O10002_Speelobjecten_OD.559,2016,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((172392.262 509119.371))
O10002_Speelobjecten_OD.560,2016,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((172374.271 509112.612))
O10002_Speelobjecten_OD.561,2016,speelelement,6-12 jaar,140 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((172347.99 509117.784))
O10002_Speelobjecten_OD.562,2016,speelelement,6-12 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((172394.904 509133.194))
O10002_Speelobjecten_OD.563,2014,speelelement,0-6 jaar,Niet ingevuld,speelvoorziening,Pleinplakker,MULTIPOINT ((175607.647 505822.775))
O10002_Speelobjecten_OD.564,Niet ingevuld,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Schommel,MULTIPOINT ((186327.548 506542.73))
O10002_Speelobjecten_OD.565,Niet ingevuld,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((186203.649 506520.235))
O10002_Speelobjecten_OD.566,2015,speeltoestel,0-6 jaar,100 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((176393.86 504704.049))
O10002_Speelobjecten_OD.567,1999,speeltoestel,0-6 jaar,51 cm,speelvoorziening,Veertoestel,MULTIPOINT ((176394.355 504698.762))
O10002_Speelobjecten_OD.568,1999,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Glijbaan,MULTIPOINT ((176387.113 504699.849))
O10002_Speelobjecten_OD.569,2008,speeltoestel,6-12 jaar,145 cm,speelvoorziening,Speelhuisje,MULTIPOINT ((176387.798 504705.858))
O10002_Speelobjecten_OD.570,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((177937.873 502482.042))
O10002_Speelobjecten_OD.571,2021,speeltoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Speeltoestel,MULTIPOINT ((177913.662 502484.319))
O10002_Speelobjecten_OD.572,2021,speeltoestel,6-12 jaar,150 cm,speelvoorziening,Schommel,MULTIPOINT ((177944.535 502481.421))
O10002_Speelobjecten_OD.573,2012,speeltoestel,6-12 jaar,107 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((177144.906 505733.184))
O10002_Speelobjecten_OD.574,2012,speeltoestel,6-12 jaar,116 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((177141.948 505727.863))
O10002_Speelobjecten_OD.575,2019,speeltoestel,6-12 jaar,60 cm,speelvoorziening,Glijbaan,MULTIPOINT ((177928.979 502485.719))
O10002_Speelobjecten_OD.576,2012,speeltoestel,0-6 jaar,60 cm,speelvoorziening,Veertoestel,MULTIPOINT ((177142.91 505729.711))
O10002_Speelobjecten_OD.577,2012,speeltoestel,6-12 jaar,136 cm,speelvoorziening,Schommel,MULTIPOINT ((177140.47 505724.907))
O10002_Speelobjecten_OD.578,2012,speeltoestel,6-12 jaar,220 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((177141.207 505726.09))
O10002_Speelobjecten_OD.579,2021,speeltoestel,5-12 jaar,58 cm,speelvoorziening,Trimparcours,MULTIPOINT ((175881.146 505359.222))
O10002_Speelobjecten_OD.580,2021,speeltoestel,5-12 jaar,111 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((175894.36 505362.288))
O10002_Speelobjecten_OD.581,2003,speeltoestel,0-6 jaar,51 cm,speelvoorziening,Veertoestel,MULTIPOINT ((172067.626 509026.539))
O10002_Speelobjecten_OD.582,2003,speeltoestel,6-12 jaar,44 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((172067.565 509019.025))
O10002_Speelobjecten_OD.583,2003,speeltoestel,6-12 jaar,240 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((172069.131 509022.357))
O10002_Speelobjecten_OD.584,2003,speeltoestel,0-6 jaar,100 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((172073.423 509028.861))
O10002_Speelobjecten_OD.585,1999,speeltoestel,0-6 jaar,51 cm,speelvoorziening,Veertoestel,MULTIPOINT ((177135.201 505712.982))
O10002_Speelobjecten_OD.586,1999,speeltoestel,6-12 jaar,140 cm,speelvoorziening,Schommel,MULTIPOINT ((177133.69 505708.031))
O10002_Speelobjecten_OD.587,1999,speeltoestel,0-6 jaar,80 cm,speelvoorziening,Wiptoestel,MULTIPOINT ((177134.772 505711.409))
O10002_Speelobjecten_OD.588,1999,speeltoestel,6-12 jaar,165 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((177134.306 505709.836))
O10002_Speelobjecten_OD.589,2008,speeltoestel,6-12 jaar,60 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((177132.518 505704.794))
O10002_Speelobjecten_OD.590,2007,speeltoestel,0-6 jaar,150 cm,speelvoorziening,Speelhuisje,MULTIPOINT ((177133.153 505706.385))
O10002_Speelobjecten_OD.591,2003,speeltoestel,0-6 jaar,100 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((172073.099 509016.973))
O10002_Speelobjecten_OD.592,2021,speeltoestel,5-12 jaar,90 cm,speelvoorziening,Bokspringpaal,MULTIPOINT ((176349.046 503177.479))
O10002_Speelobjecten_OD.593,2020,speeltoestel,4-12 jaar,150 cm,speelvoorziening,Vogelnestschommel,MULTIPOINT ((175229.294 505304.879))
O10002_Speelobjecten_OD.594,2009,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Kabelbaan,MULTIPOINT ((175451.783 505179.98))
O10002_Speelobjecten_OD.595,2020,speeltoestel,4-12 jaar,35 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((175232.096 505276.651))
O10002_Speelobjecten_OD.596,2020,speeltoestel,4-12 jaar,25 cm,speelvoorziening,Veertoestel,MULTIPOINT ((175232.701 505285.909))
O10002_Speelobjecten_OD.597,2021,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((174994.866 504921.334))
O10002_Speelobjecten_OD.598,2021,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((174991.646 504921.106))
O10002_Speelobjecten_OD.599,2021,speeltoestel,5-12 jaar,60 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((176596.95 504932.287))
O10002_Speelobjecten_OD.600,2021,speeltoestel,5-12 jaar,250 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((176612.243 504941.209))
O10002_Speelobjecten_OD.601,2021,speeltoestel,5-12 jaar,100 cm,speelvoorziening,Schommel,MULTIPOINT ((176609.748 504936.444))
O10002_Speelobjecten_OD.602,2021,speeltoestel,5-12 jaar,60 cm,speelvoorziening,Evenwichtstoestel,MULTIPOINT ((176616.157 504944.248))
O10002_Speelobjecten_OD.603,2021,speeltoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176602.657 504930.252))
O10002_Speelobjecten_OD.604,2009,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175446.951 505185.707))
O10002_Speelobjecten_OD.605,2021,speeltoestel,5-12 jaar,60 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((176593.697 504928.835))
O10002_Speelobjecten_OD.606,2021,speeltoestel,5-12 jaar,140 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((176609.271 504941.687))
O10002_Speelobjecten_OD.607,2021,speeltoestel,5-12 jaar,200 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((176615.829 504938.711))
O10002_Speelobjecten_OD.608,2021,speeltoestel,5-12 jaar,30 cm,speelvoorziening,Stappalen,MULTIPOINT ((176611.73 504946.059))
O10002_Speelobjecten_OD.609,2009,speeltoestel,6-12 jaar,270 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175432.475 505260.16))
O10002_Speelobjecten_OD.610,2009,speeltoestel,0-6 jaar,30 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((175440.269 505339.568))
O10002_Speelobjecten_OD.611,2020,speeltoestel,4-12 jaar,58 cm,speelvoorziening,Stappalen,MULTIPOINT ((175237.221 505266.862))
O10002_Speelobjecten_OD.612,2020,speeltoestel,4-12 jaar,100 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175237.509 505258.878))
O10002_Speelobjecten_OD.613,2019,speeltoestel,6-12 jaar,130 cm,speelvoorziening,Vogelnestschommel,MULTIPOINT ((175179.532 504891.123))
O10002_Speelobjecten_OD.614,2019,speeltoestel,6-12 jaar,35 cm,speelvoorziening,Stappalen,MULTIPOINT ((175188.309 504881.007))
O10002_Speelobjecten_OD.615,Niet ingevuld,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Veertoestel,MULTIPOINT ((176416.934 503996.341))
O10002_Speelobjecten_OD.616,Niet ingevuld,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Glijbaan,MULTIPOINT ((176425.117 503978.693))
O10002_Speelobjecten_OD.617,Niet ingevuld,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Mikpaal,MULTIPOINT ((176430.093 503962.527))
O10002_Speelobjecten_OD.618,Niet ingevuld,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Veertoestel,MULTIPOINT ((176421.767 503997.632))
O10002_Speelobjecten_OD.619,Niet ingevuld,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Schommel,MULTIPOINT ((176427.701 503967.31))
O10002_Speelobjecten_OD.620,Niet ingevuld,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zandbak,MULTIPOINT ((176413.918 504018.619))
O10002_Speelobjecten_OD.621,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177528.005 502651.495))
O10002_Speelobjecten_OD.622,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177524.078 502661.301))
O10002_Speelobjecten_OD.623,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177529.284 502653.205))
O10002_Speelobjecten_OD.624,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177524.768 502658.102))
O10002_Speelobjecten_OD.625,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177530.858 502656.134))
O10002_Speelobjecten_OD.626,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177524.834 502653.406))
O10002_Speelobjecten_OD.627,2021,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177527.292 502663.421))
O10002_Speelobjecten_OD.628,2009,speeltoestel,6-12 jaar,220 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((176447.966 496655.243))
O10002_Speelobjecten_OD.629,2009,speeltoestel,6-12 jaar,150 cm,speelvoorziening,Draaiveertoestel,MULTIPOINT ((176451.4 496659.073))
O10002_Speelobjecten_OD.630,2010,speeltoestel,6-12 jaar,300 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((171458.665 509426.728))
O10002_Speelobjecten_OD.631,2012,speeltoestel,0-6 jaar,100 cm,speelvoorziening,Glijbaan,MULTIPOINT ((178294.958 503466.346))
O10002_Speelobjecten_OD.632,2012,speeltoestel,6-12 jaar,100 cm,speelvoorziening,Kabelbaan,MULTIPOINT ((178296.019 503509.193))
O10002_Speelobjecten_OD.633,2010,speeltoestel,0-6 jaar,50 cm,speelvoorziening,Veertoestel,MULTIPOINT ((175273.568 496207.578))
O10002_Speelobjecten_OD.634,2010,speeltoestel,6-12 jaar,50 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((175271.872 496203.602))
O10002_Speelobjecten_OD.635,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Bokspringpaal,MULTIPOINT ((175284.749 496200.542))
O10002_Speelobjecten_OD.636,2010,speeltoestel,0-6 jaar,80 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((175278.085 496200.429))
O10002_Speelobjecten_OD.637,2010,speeltoestel,0-6 jaar,150 cm,speelvoorziening,Glijbaan,MULTIPOINT ((175279.666 496206.336))
O10002_Speelobjecten_OD.638,2010,speeltoestel,6-12 jaar,210 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((175282.829 496204.041))
O10002_Speelobjecten_OD.639,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((175657.288 496540.882))
O10002_Speelobjecten_OD.640,2013,speeltoestel,6-12 jaar,50 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((175661.536 496526.711))
O10002_Speelobjecten_OD.641,2013,speeltoestel,6-12 jaar,180 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175682.159 496541.635))
O10002_Speelobjecten_OD.642,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((175722.201 496581.294))
O10002_Speelobjecten_OD.643,2013,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Zandbak,MULTIPOINT ((175671.197 496557.313))
O10002_Speelobjecten_OD.644,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((175746.192 496571.814))
O10002_Speelobjecten_OD.645,2013,speeltoestel,6-12 jaar,210 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175745.222 496607.103))
O10002_Speelobjecten_OD.646,2013,speeltoestel,6-12 jaar,300 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175734.876 496606.076))
O10002_Speelobjecten_OD.647,2013,speeltoestel,Niet ingevuld,25 cm,speelvoorziening,Stappalen,MULTIPOINT ((175660.166 496532.119))
O10002_Speelobjecten_OD.648,2013,speeltoestel,6-12 jaar,300 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((176319.578 496127.591))
O10002_Speelobjecten_OD.649,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176344.032 496084.716))
O10002_Speelobjecten_OD.650,2013,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176370.85 496079.811))
O10002_Speelobjecten_OD.651,2013,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176360.577 496110.968))
O10002_Speelobjecten_OD.652,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((176359.669 496075.292))
O10002_Speelobjecten_OD.653,2013,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176328.032 496060.304))
O10002_Speelobjecten_OD.654,2013,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176332.487 496039.139))
O10002_Speelobjecten_OD.655,2013,speeltoestel,6-12 jaar,48 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((176339.214 496078.63))
O10002_Speelobjecten_OD.656,2013,speeltoestel,6-12 jaar,150 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((176339.032 496044.953))
O10002_Speelobjecten_OD.657,2013,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176334.123 496125.502))
O10002_Speelobjecten_OD.658,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176336.214 496089.803))
O10002_Speelobjecten_OD.659,2013,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((176334.578 496078.994))
O10002_Speelobjecten_OD.660,2013,speeltoestel,6-12 jaar,100 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((176346.396 496090.712))
O10002_Speelobjecten_OD.661,2013,speeltoestel,12-18 jaar,253 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((176339.578 496065.663))
O10002_Speelobjecten_OD.662,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((176335.396 496041.228))
O10002_Speelobjecten_OD.663,2013,speeltoestel,6-12 jaar,50 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((176328.851 496034.507))
O10002_Speelobjecten_OD.664,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176338.85 496121.414))
O10002_Speelobjecten_OD.665,2013,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176362.487 496089.622))
O10002_Speelobjecten_OD.666,Niet ingevuld,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((172391.693 509058.764))
O10002_Speelobjecten_OD.667,2013,speeltoestel,Niet ingevuld,130 cm,speelvoorziening,Schommel,MULTIPOINT ((172382.763 509061.686))
O10002_Speelobjecten_OD.668,2013,speeltoestel,0-6 jaar,100 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((172389.797 509050.096))
O10002_Speelobjecten_OD.669,Niet ingevuld,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((172395.194 509052.986))
O10002_Speelobjecten_OD.670,2010,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((172626.299 508557.96))
O10002_Speelobjecten_OD.671,Niet ingevuld,speeltoestel,6-12 jaar,60 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((172578.888 508713.199))
O10002_Speelobjecten_OD.672,2014,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Pleinplakker,MULTIPOINT ((175559.051 495974.721))
O10002_Speelobjecten_OD.673,2011,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175533.829 505332.524))
O10002_Speelobjecten_OD.674,2011,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175532.718 505329.711))
O10002_Speelobjecten_OD.675,2011,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175535.671 505329.538))
O10002_Speelobjecten_OD.676,2011,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175540.083 505330.198))
O10002_Speelobjecten_OD.677,2009,speeltoestel,6-12 jaar,60 cm,speelvoorziening,Stappalen,MULTIPOINT ((175558.12 505052.704))
O10002_Speelobjecten_OD.678,2011,speeltoestel,0-6 jaar,100 cm,speelvoorziening,Kruiptunnel,MULTIPOINT ((175300.01 504734.116))
O10002_Speelobjecten_OD.679,2011,speeltoestel,0-6 jaar,55 cm,speelvoorziening,Glijbaan,MULTIPOINT ((175295.428 504737.005))
O10002_Speelobjecten_OD.680,2011,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175529.417 505329.677))
O10002_Speelobjecten_OD.681,2009,speeltoestel,0-6 jaar,47 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((175540.388 505054.47))
O10002_Speelobjecten_OD.682,2015,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((177824.016 502716.954))
O10002_Speelobjecten_OD.683,2014,speeltoestel,0-6 jaar,110 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((175180.147 505882.284))
O10002_Speelobjecten_OD.684,2010,speeltoestel,0-6 jaar,46 cm,speelvoorziening,Stappalen,MULTIPOINT ((175573.355 505186.179))
O10002_Speelobjecten_OD.685,2010,speeltoestel,0-6 jaar,60 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((175552.631 505186.996))
O10002_Speelobjecten_OD.686,2010,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175567.305 505185.811))
O10002_Speelobjecten_OD.687,2014,speeltoestel,0-6 jaar,232 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177368.448 502748.379))
O10002_Speelobjecten_OD.688,2020,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177730.732 503670.089))
O10002_Speelobjecten_OD.689,2009,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((175466.387 505056.058))
O10002_Speelobjecten_OD.690,2012,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175902.232 505396.527))
O10002_Speelobjecten_OD.691,2011,speeltoestel,0-6 jaar,60 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((174960.131 505681.235))
O10002_Speelobjecten_OD.692,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Evenwichtstoestel,MULTIPOINT ((175321.003 505576.386))
O10002_Speelobjecten_OD.693,2010,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Vogelnestschommel,MULTIPOINT ((175343.08 505578.049))
O10002_Speelobjecten_OD.694,2009,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175559.153 505121.143))
O10002_Speelobjecten_OD.695,2009,speeltoestel,6-12 jaar,130 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((175471.301 504994.905))
O10002_Speelobjecten_OD.696,2001,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175796.082 505264.269))
O10002_Speelobjecten_OD.697,2009,speeltoestel,6-12 jaar,50 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175434.581 505350.099))
O10002_Speelobjecten_OD.698,2010,speeltoestel,6-12 jaar,300 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175339.073 505560.962))
O10002_Speelobjecten_OD.699,2011,speeltoestel,6-12 jaar,174 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((175282.48 504746.233))
O10002_Speelobjecten_OD.700,2012,speeltoestel,6-12 jaar,225 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175781.397 505270.816))
O10002_Speelobjecten_OD.701,2012,speeltoestel,6-12 jaar,150 cm,speelvoorziening,Schommel,MULTIPOINT ((175778.538 505285.871))
O10002_Speelobjecten_OD.702,2010,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Schommel,MULTIPOINT ((175325.086 505587.198))
O10002_Speelobjecten_OD.703,2011,speeltoestel,0-6 jaar,25 cm,speelvoorziening,Stappalen,MULTIPOINT ((175406.08 504750.99))
O10002_Speelobjecten_OD.704,2011,speeltoestel,6-12 jaar,50 cm,speelvoorziening,Bokspringpaal,MULTIPOINT ((175725.059 504763.609))
O10002_Speelobjecten_OD.705,2009,speeltoestel,6-12 jaar,230 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((175468.563 505008.105))
O10002_Speelobjecten_OD.706,2009,speeltoestel,6-12 jaar,151 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((175548.709 505053.313))
O10002_Speelobjecten_OD.707,2012,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Vogelnestschommel,MULTIPOINT ((175846.009 505354.507))
O10002_Speelobjecten_OD.708,2009,speeltoestel,6-12 jaar,235 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((175432.545 505412.446))
O10002_Speelobjecten_OD.709,2010,speeltoestel,6-12 jaar,200 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175313.896 505576.537))
