NAAM,AFKORTING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,STATUS,EVENEMENT,GROOTTE,BEHEERDER,KMLINT,KMLINT_OMSCHRIJVING,LATITUDE,LONGITUDE,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NR,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X,Y,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,PUIC,ID
Vroomshoop,Vhp,205,,205,205__,Mariënberg - Almelo,5.957,"5,957000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mrb-Aml,Mariënberg - Almelo ,52.4572156891098,6.56965056614812,Noord-Oost,NO,32,Twente,BASIS,Twente,235368.967,497262.837,BASIS,Noord-Oost,NO,57fdab88-e20b-4c89-bfec-848c64efd80a,280
Terborg,Tbg,212,,212,212__,Winterswijk - Zevenaar,27.31,"27,310000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ww-Zv,Winterswijk-Zevenaar ,51.9225143579961,6.36444485172568,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,222223.733,437567.037,BASIS,Noord-Oost,NO,20a4b941-0b55-4a8e-a0bd-f3d346fe498f,281
Boxmeer,Bmr,052,,52,052__,Beugen - Blerick,41.504999,"41,504999",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Vl,Arnhem - Venlo ,51.6442536508169,5.93944138425083,Zuid,Z,27,Venlo,BASIS,De Peel,193223.721,406302.159,BASIS,Zuid,Z,4650343a-f837-4a61-8275-1fd78f03d795,283
Eijsden,Edn,071,,71,071__,Eijsden - Maastricht,19.7,"19,700000",Gerealiseerd/vastgesteld,N,klein,ProRail,Fvs-Mt,Visé (B) - Maastricht ,50.7716222844615,5.70984625503244,Zuid,Z,26,Maastricht,BASIS,Limburg,177761.359,309126.658,BASIS,Zuid,Z,3cc67df2-63e3-494f-9f91-539df6d3db70,285
Doetinchem,Dtc,212,,212,212__,Winterswijk - Zevenaar,33.672,"33,672000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ww-Zv,Winterswijk-Zevenaar ,51.9584216679517,6.2948152598078,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,217384.237,441499.619,BASIS,Noord-Oost,NO,6a57da38-0ef2-4a29-93af-d27c85bf107a,286
Groningen,Gn,501,,501,501__,Groningen,80.395,"80,395000",Gerealiseerd/vastgesteld,N,groot,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.2106262308229,6.56377031914822,Noord-Oost,NO,37,Groningen,BASIS,Wadden,233603.34,581086.095,BASIS,Noord-Oost,NO,98985e2c-d709-43f2-8c27-b826f96fe6c6,287
Utrecht Centraal,Ut,531,c,531,531_c,Utrecht Centraal,35.164,"35,164000",Gerealiseerd/vastgesteld,N,groot,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.088987056511,5.11062566873841,Randstad Noord,RN,13,Utrecht,BASIS,Neerlands Midden,136044.606,455672.316,BASIS,Randstad Noord,RN,9b169ffe-2454-4841-afe5-6fa8b8161ecf,288
Santpoort Noord,Sptn,556,,556,556__,Santpoort Noord,5.963,"5,963000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlm-Utg,Haarlem - Uitgeest ,52.4343407554905,4.63266813391819,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,103687.892,494328.381,BASIS,Randstad Noord,RN,17b2011d-585c-49de-b106-81aff732028f,289
Hardinxveld - Giessendam,Gnd,118,,118,118__,Geldermalsen - Dordrecht,79.857,"79,857000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gdm-Ddr,Geldermalsen - Dordrecht ,51.8304394339142,4.83528340729611,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,116955.607,427015.305,BASIS,Randstad Zuid,RZ,45029db4-e6f5-42f4-9e2b-97e929a05b56,291
Amsterdam Lelylaan,Asdl,145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,55.969,"55,969000",Gerealiseerd/vastgesteld,N,klein,ProRail,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,52.3579421391952,4.83401395999963,Randstad Noord,RN,9,Amsterdam,BASIS,Amsterdam,117315.259,485704.431,BASIS,Randstad Noord,RN,576b3191-20da-4d6e-ad97-54a2c196092e,294
Vlissingen Souburg,Vss,127,a,127,127_a,Roosendaal - Vlissingen,72.159,"72,159000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.4635246033311,3.59449213088753,Zuid,Z,18,Goes,BASIS,Zeeland,30429.271,387582.227,BASIS,Zuid,Z,242a5d47-660a-43b4-9d6c-a2b914f751d2,297
Rotterdam Zuid,Rtz,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,45.231,"45,231000",Gerealiseerd/vastgesteld,N,middel,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.9040317952603,4.51066579911557,Randstad Zuid,RZ,3,Rotterdam,BASIS,Rotterdam,94678.664,435422.191,BASIS,Randstad Zuid,RZ,07bb3c47-c708-41d8-b1e8-c2f267948807,298
Lelystad Centrum,Lls,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,40.085,"40,085000",Gerealiseerd/vastgesteld,N,groot,ProRail,Wp-Llso,Weesp - Lelystad Opstel. ,52.508973734153,5.47272246313179,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,160805.875,502368.825,BASIS,Randstad Noord,RN,496b05b0-7065-43ae-bc4c-20569053e21b,299
's Hertogenbosch Oost,Hto,047,,47,047__,s Hertogenbosch - Nijmegen,24.779977,"24,779977",Gerealiseerd/vastgesteld,N,klein,ProRail,Ht-Nm,s-Hertogenbosch - Nijmegen ,51.7005019514107,5.31720491982561,Zuid,Z,21,Den Bosch,BASIS,Betuwe,150161.092,412417.227,BASIS,Zuid,Z,0325fef6-951e-49ea-85de-7ce764e0fce3,302
Driehuis,Drh,076,,76,076__,Santpoort Noord - Uitgeest,6.972,"6,972000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlm-Utg,Haarlem - Uitgeest ,52.4425208279169,4.63834880068978,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,104083.605,495234.505,BASIS,Randstad Noord,RN,51c43709-a2e3-4a70-9777-6e0bcd90a93c,303
Zevenaar,Zv,611,b,611,611_b,Zevenaar,105.868,"105,868000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,51.9231272124312,6.07205720198738,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,202110.473,437405.155,BASIS,Noord-Oost,NO,d0264eeb-15b7-4691-9d4e-859bd4b297fc,304
Rotterdam Stadion,Rtst,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,44.147,"44,147000",Gerealiseerd/vastgesteld,J,klein,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.895391299496,4.51794715099116,Randstad Zuid,RZ,4,Europoort,BASIS,Zee-Zevenaar,95168.239,434454.914,BASIS,Randstad Zuid,RZ,800115a1-d7a0-487c-97f9-ca76a024f3cc,305
Voorhout,Vh,085,,85,085__,Haarlem - Warmond,38.698,"38,698000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.2245851722203,4.4843322188059,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,93309.961,471106.828,BASIS,Randstad Noord,RN,8ae3b304-18c4-46bb-bc5c-040eafffdcfd,306
Delfzijl West,Dzw,201,,201,201__,Sauwerd - Delfzijl,36.725,"36,725000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gn-Dz,Groningen - Delfzijl ,53.3320097747396,6.90716652543916,Noord-Oost,NO,37,Groningen,BASIS,Wadden,256257.499,595022.401,BASIS,Noord-Oost,NO,05e5087f-734f-49f3-a003-6178bbcb0f6e,307
Maastricht Randwyck,Mtr,071,,71,071__,Eijsden - Maastricht,27.152,"27,152000",Gerealiseerd/vastgesteld,N,klein,ProRail,Fvs-Mt,Visé (B) - Maastricht ,50.8379858383291,5.71749975579966,Zuid,Z,26,Maastricht,BASIS,Limburg,178267.958,316511.963,BASIS,Zuid,Z,38fe1eb7-7f0b-42a8-b198-e420cf0adbc6,309
Nieuwerkerk a/d IJssel,Nwk,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,41.241,"41,241000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,51.9652062200995,4.61673089472987,Randstad Zuid,RZ,3,Rotterdam,BASIS,Rotterdam,102049.779,442145.293,BASIS,Randstad Zuid,RZ,0af20b1f-927c-412a-8666-73a8dac7f18b,311
Weert,Wt,518,,518,518__,Weert,64.351,"64,351000",Gerealiseerd/vastgesteld,N,middel,ProRail,Bdl-Rm,Budel - Roermond ,51.2487053333013,5.70376504948243,Zuid,Z,25,Roermond,BASIS,Limburg,177102.465,362199.838,BASIS,Zuid,Z,dc058260-87d4-4f4d-a2ee-112ca792e99e,312
Krommenie - Assendelft,Kma,078,,78,078__,Uitgeest - Zaandam,62.5,"62,500000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.4949067071536,4.75554808491552,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,112102.934,500987.235,BASIS,Randstad Noord,RN,de92643d-ab9f-47fa-88ca-c3cd22af1bc8,313
Heiloo,Hlo,075,,75,075__,Alkmaar - Uitgeest,47.079,"47,079000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.5994919228361,4.70064828405197,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,108485.037,512657.907,BASIS,Randstad Noord,RN,66492563-9054-4b8c-aebc-fe8ef3e41aa0,314
Oss West,Ow,047,,47,047__,s Hertogenbosch - Nijmegen,39.3,"39,300000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ht-Nm,s-Hertogenbosch - Nijmegen ,51.7580277320959,5.50548213027841,Zuid,Z,21,Den Bosch,BASIS,Betuwe,163166.332,418821.53,BASIS,Zuid,Z,9ce91b08-20bf-4062-a23f-98eeb9189ad0,315
Rotterdam Centraal,Rtd,555,,555,555__,Rotterdam Centraal,83.924,"83,924000",Gerealiseerd/vastgesteld,N,groot,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,51.9248584872086,4.46931235431613,Randstad Zuid,RZ,3,Rotterdam,BASIS,Rotterdam,91862.174,437774.289,BASIS,Randstad Zuid,RZ,f37053c0-b9f1-4b6d-9175-987aaf5d8942,319
Oisterwijk,Ot,125,,125,125__,Tilburg - Boxtel,30.193,"30,193000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Ehv,Breda - Eindhoven ,51.5820610318569,5.19335202202077,Zuid,Z,23,Boxtel,BASIS,Brabant,141564.061,399255.871,BASIS,Zuid,Z,cf4b323d-8d48-40ee-9443-def3e9edb2ae,323
Reuver,Rv,060,,60,060__,Roermond - Venlo,58.11,"58,110000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,51.2830634047518,6.0794408573894,Zuid,Z,27,Venlo,BASIS,De Peel,203295.39,366203.346,BASIS,Zuid,Z,7b6d74f0-d981-4816-8a8f-dab03e2da0da,324
Maastricht,Mt,520,a,520,520_a,Maastricht,0.301,"0,301000",Gerealiseerd/vastgesteld,N,groot,ProRail,Mt-Vl,Maastricht - Venlo ,50.8502762445818,5.70561653066909,Zuid,Z,26,Maastricht,BASIS,Limburg,177424.901,317875.55,BASIS,Zuid,Z,c7f4825e-d527-4b2f-85b3-2d8e4beb8570,325
Soest,St,091,,91,091__,Den Dolder - Baarn,6.151,"6,151000",Gerealiseerd/vastgesteld,N,klein,ProRail,Dld-Brn,Den Dolder - Baarn ,52.1730153754667,5.31018834767166,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,149731.634,464988.014,BASIS,Randstad Noord,RN,da296122-abae-44c1-80f9-8bcefc1a3d90,326
Utrecht Overvecht,Uto,094,,94,094__,Utrecht Centraal - Blauwkapel,3,"3,000000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Amf,Utrecht - Amersfoort ,52.1099189698841,5.12468522426449,Randstad Noord,RN,13,Utrecht,BASIS,Neerlands Midden,137016.6,457997.6,BASIS,Randstad Noord,RN,1c0ea060-2555-47bf-87cc-d3c503e3d31e,327
Etten - Leur,Etn,122,,122,122__,Roosendaal - Breda,13.739,"13,739000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rsd-Bd,Roosendaal - Breda ,51.5752455515752,4.63661399899106,Zuid,Z,20,Breda,BASIS,Brabant,102968.648,398747.747,BASIS,Zuid,Z,09a2124e-b6b2-41e1-bcb5-ea7abd368fbd,328
Zutphen,Zp,609,,609,609__,Zutphen,27.557,"27,557000",Gerealiseerd/vastgesteld,N,middel,ProRail,Ah-Zl,Arnhem - Zwolle ,52.1448635994512,6.19422863144208,Noord-Oost,NO,31,IJsselstreek,BASIS,Veluwe,210240.07,462160.375,BASIS,Noord-Oost,NO,64383663-6a9c-4e5e-8785-575d5b832346,330
Eindhoven Centraal,Ehv,618,b,618,618_b,Eindhoven,51.455,"51,455000",Gerealiseerd/vastgesteld,N,groot,ProRail,Vl-Ehv,Venlo - Eindhoven ,51.4432222360129,5.48143136435932,Zuid,Z,24,Eindhoven,BASIS,De Peel,161551.205,383796.225,BASIS,Zuid,Z,115965df-f543-4e36-abc5-9c5a8e649794,331
Swalmen,Sm,060,,60,060__,Roermond - Venlo,51.849946,"51,849946",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,51.2359091513509,6.03235102873622,Zuid,Z,27,Venlo,BASIS,De Peel,200056.52,360927.464,BASIS,Zuid,Z,b5f93ee6-8b3d-4180-9b74-86c7ae15bbd4,333
Zuidbroek,Zb,653,a,653,653_a,Zuidbroek,102.124,"102,124000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.1593343932159,6.86729035039078,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,253996.241,575752.698,BASIS,Noord-Oost,NO,2aa0ea9f-9239-4ffe-88bc-c00955135012,335
Wormerveer,Wm,078,,78,078__,Uitgeest - Zaandam,65.089,"65,089000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.4893116357179,4.79238445937068,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,114599.411,500343.512,BASIS,Randstad Noord,RN,0e5edcb9-41fa-45d6-863d-acf109e55504,336
Apeldoorn De Maten,Apdm,208,,208,208__,Apeldoorn - Zutphen,90.375001,"90,375001",Gerealiseerd/vastgesteld,N,klein,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.2049387763973,6.00125379717645,Noord-Oost,NO,31,IJsselstreek,BASIS,Veluwe,196974.798,468714.837,BASIS,Noord-Oost,NO,69487e26-41fb-4390-8b56-d444132a3187,337
Wolfheze,Wf,036,,36,036__,Ede=Wageningen - Arnhem,84.055,"84,055000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.0054598818193,5.79331455450018,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,182885,446421.17,BASIS,Noord-Oost,NO,b1a9d359-eb7c-41fb-b1d0-b783e04fe05c,338
Helmond Brouwhuis,Hmbh,055,,55,055__,Blerick - Eindhoven,35.375,"35,375000",Gerealiseerd/vastgesteld,N,klein,ProRail,Vl-Ehv,Venlo - Eindhoven ,51.4702823349884,5.70333099982284,Zuid,Z,24,Eindhoven,BASIS,De Peel,176965.279,386850.125,BASIS,Zuid,Z,ff0927d7-636f-4691-bcb4-31630e43a11a,339
Heino,Hno,206,,206,206__,Zwolle - Wierden,12.465876,"12,465876",Gerealiseerd/vastgesteld,N,klein,ProRail,Zl-Wdn,Zwolle - Wierden ,52.4273078623689,6.22147421136948,Noord-Oost,NO,32,Twente,BASIS,Twente,211743.208,493605.622,BASIS,Noord-Oost,NO,7af950be-0039-4d62-88b4-39613fa50d38,340
Nieuw Amsterdam,Na,203,,203,203__,Mariënberg - Emmen,66.181,"66,181000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.7186857954423,6.84879884948802,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,253752.721,526698.964,BASIS,Noord-Oost,NO,cb2f4ab7-f0f1-4da5-8a29-60dc7ff57308,342
Rijswijk,Rsw,112,,112,112__,Den Haag HS - Schiedam Centrum,64.963999,"64,963999",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.0397201910846,4.3192611059016,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,81729.107,450693.544,BASIS,Randstad Zuid,RZ,0e1e5d13-1f78-492f-857e-64b71a42a598,343
Valkenburg,Vk,070,,70,070__,Schin op Geul - Maastricht,25.346999,"25,346999",Gerealiseerd/vastgesteld,N,klein,ProRail,Vet-Mtn,Verschau (D) - Maastricht Noord ,50.8696777002493,5.83219232661498,Zuid,Z,26,Maastricht,BASIS,Limburg,186325.943,320080.434,BASIS,Zuid,Z,35e4a05e-82f4-4873-9875-f5e4d85c798c,344
Veenendaal West,Vndw,109,,109,109__,Rhenen - De Haar Aansl.,32.822,"32,822000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rhn-Har,Rhenen - De Haar Aansl. ,52.0280930174691,5.53160160478092,Randstad Noord,RN,16,Maarn,BASIS,Eemland,164909.92,448871.136,BASIS,Randstad Noord,RN,e917e535-fb6f-4030-be73-18c9c564e5e4,345
Arnemuiden,Arn,127,a,127,127_a,Roosendaal - Vlissingen,64.491,"64,491000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.5015491694696,3.66976314240274,Zuid,Z,18,Goes,BASIS,Zeeland,35758.648,391685.776,BASIS,Zuid,Z,0f4d674f-03b7-41d5-b638-f8f40cecf1c5,347
Schiphol Airport,Shl,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,14.174,"14,174000",Gerealiseerd/vastgesteld,N,groot,ProRail,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,52.309533705379,4.76220561672719,Randstad Noord,RN,8,Haarlem,BASIS,Kennemerland,112377.13,480358.216,BASIS,Randstad Noord,RN,42128062-0cf7-4b0d-86ec-1b17cf36e1a7,348
Alkmaar Noord,Amrn,074,,74,074__,Heerhugowaard - Alkmaar,40.154,"40,154000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.6439591014062,4.76438956085001,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,112846.094,517566.611,BASIS,Randstad Noord,RN,f3c3d0cc-c7ec-4e17-8fc5-ad32b6b451fb,350
Gaanderen,Gdr,212,,212,212__,Winterswijk - Zevenaar,28.7,"28,700000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ww-Zv,Winterswijk-Zevenaar ,51.9305600378995,6.34911958789937,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,221157.712,438448.048,BASIS,Noord-Oost,NO,41f3ab51-f832-48ba-a6e2-7f28c5e8d0bc,351
Leeuwarden,Lw,550,,550,550__,Leeuwarden,26.237,"26,237000",Gerealiseerd/vastgesteld,N,groot,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.1959797625401,5.79232581362663,Noord-Oost,NO,36,Friesland,BASIS,Wadden,182074.905,578890.197,BASIS,Noord-Oost,NO,49c9c5fe-8126-4a25-8b3d-b022fb1ab4fe,352
Utrecht Terwijde,Utt,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,4.9,"4,900000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,52.1002845440981,5.04258802010626,Randstad Noord,RN,14,Woerden,BASIS,Neerlands Midden,131387.596,456949.198,BASIS,Randstad Noord,RN,855ad7e7-0ad8-4644-91e3-53b3615acfff,356
Winschoten,Ws,005,,5,005__,Zuidbroek - Nieuweschans Grens,114.573,"114,573000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.1392247668197,7.03481083067953,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,265250.804,573758.353,BASIS,Noord-Oost,NO,1edd8fdb-471d-45c5-a170-8eb36d1c63b0,357
Voorburg,Vb,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,22.353,"22,353000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Gvc,Gouda - Den Haag Centraal ,52.0664641735604,4.35992986064093,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,84561.328,453628.581,BASIS,Randstad Zuid,RZ,031c07a3-0e83-45aa-a39c-07698a30fa87,358
Daarlerveen,Da,205,,205,205__,Mariënberg - Almelo,7.885,"7,885000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mrb-Aml,Mariënberg - Almelo ,52.4404700533209,6.57637685693127,Noord-Oost,NO,32,Twente,BASIS,Twente,235856.717,495407.271,BASIS,Noord-Oost,NO,1c5c647d-2bd0-4a83-9a32-6d0bf953d04d,359
Geldermalsen,Gdm,513,a,513,513_a,Geldermalsen,25.744,"25,744000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Btl,Utrecht Centraal - Boxtel ,51.8830169942565,5.27127211430846,Zuid,Z,22,Geldermalsen,BASIS,Betuwe,147018.064,432726.896,BASIS,Zuid,Z,3b2553a0-dc58-4b1c-8a81-3aa242675656,360
Aalten,Atn,212,,212,212__,Winterswijk - Zevenaar,11.958,"11,958000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ww-Zv,Winterswijk-Zevenaar ,51.9212622232077,6.57860798641586,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,236957.298,437647.603,BASIS,Noord-Oost,NO,9f2469c5-a55e-4da8-ad7f-50859c2eed39,361
Breda,Bd,544,a,544,544_a,Breda,0.619,"0,619000",Gerealiseerd/vastgesteld,N,groot,ProRail,Bd-Ehv,Breda - Eindhoven ,51.5953411679231,4.77943840308121,Zuid,Z,20,Breda,BASIS,Brabant,112887.829,400891.083,BASIS,Zuid,Z,fcf458ba-8d63-4821-9da2-db721712e7ad,362
Amsterdam Muiderpoort,Asdm,526,b,526,526_b,Amsterdam Muiderpoort,103.685021,"103,685021",Gerealiseerd/vastgesteld,N,klein,ProRail,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,52.3602988008268,4.93041655337112,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,123884.036,485920.884,BASIS,Randstad Noord,RN,621e016f-9dc2-43bc-a12d-a9e331eba342,365
Vriezenveen,Vz,205,,205,205__,Mariënberg - Almelo,12.449907,"12,449907",Gerealiseerd/vastgesteld,N,klein,ProRail,Mrb-Aml,Mariënberg - Almelo ,52.4021834281997,6.60037383314888,Noord-Oost,NO,32,Twente,BASIS,Twente,237559.633,491174.76,BASIS,Noord-Oost,NO,cfcd36d3-9ffa-4fa7-871a-c2d5632dbb67,369
Hoogezand - Sappemeer,Hgz,004,,4,004__,Waterhuizen Aansl. - Zuidbroek,95.723,"95,723000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Nscg,Harlingen - Nieuweschans Grens ,53.1597078044034,6.77194301371542,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,247618.654,575667.465,BASIS,Noord-Oost,NO,874c2f7a-48ef-43b0-9948-2c98f48de1e2,370
Wierden,Wdn,605,,605,605__,Wierden,33.763,"33,763000",Gerealiseerd/vastgesteld,N,klein,ProRail,Dv-Aml,Deventer - Almelo ,52.3614768906905,6.59177199058242,Noord-Oost,NO,32,Twente,BASIS,Twente,237049.612,486636.211,BASIS,Noord-Oost,NO,b7312c1d-4a1f-4e43-b779-31e53c069278,371
Zaandam Kogerveld,Zdk,079,,79,079__,Zaandam - Hoorn,2.346,"2,346000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.4567455513956,4.82047389754732,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,116478.88,496704.75,BASIS,Randstad Noord,RN,1b80ca3f-3d27-47df-9461-789607b92340,372
Amsterdam RAI,Rai,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,154.026,"154,026000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,52.3370577284878,4.89010889847778,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,121120.61,483353.092,BASIS,Randstad Noord,RN,f595190d-796d-4c44-a52d-78bb7f0ffd7d,375
Dieren,Dr,610,,610,610__,Dieren,14.372,"14,372000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Zl,Arnhem - Zwolle ,52.0450264137038,6.10331918632694,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,204127.173,450987.615,BASIS,Noord-Oost,NO,83391ed9-cfdf-4d2e-9f28-2b8c571ad8d4,376
Tilburg Universiteit,Tbu,123,,123,123__,Breda - Tilburg,19.92,"19,920000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Ehv,Breda - Eindhoven ,51.5648912932509,5.05218799531004,Zuid,Z,20,Breda,BASIS,Brabant,131771.066,397381.213,BASIS,Zuid,Z,db867863-6199-4478-9869-5075d41b2516,377
Waddinxveen Noord,Wadn,226,,226,226__,Gouda - Alphen a/d Rijn,9.269,"9,269000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Apn,Gouda - Alphen a/d Rijn ,52.0550949770234,4.64845076508002,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,104331.36,452123.119,BASIS,Randstad Zuid,RZ,daa07192-8ad7-4de5-bf41-6fb017b0c6ca,378
Den Dolder,Dld,530,b,530,530_b,Den Dolder,11.787,"11,787000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Amf,Utrecht - Amersfoort ,52.1404582239417,5.24293298831147,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,145123.718,461372.704,BASIS,Randstad Noord,RN,378a0fe5-77eb-4e2e-8d3d-e01ea072d8ce,379
Kerkrade Centrum,Krd,309,,309,309__,Landgraaf - Simpelveld,5.584583,"5,584583",Gerealiseerd/vastgesteld,N,klein,ProRail,Lg-Spv,Landgraaf - Simpelveld ,50.8615931147425,6.05722496146945,Zuid,Z,26,Maastricht,BASIS,Limburg,202175.417,319301.751,BASIS,Zuid,Z,da7ec712-afc2-4627-86b7-561b4cd5b273,382
Rhenen,Rhn,109,,109,109__,Rhenen - De Haar Aansl.,24.062,"24,062000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rhn-Har,Rhenen - De Haar Aansl. ,51.958655818304,5.57852024899242,Randstad Noord,RN,16,Maarn,BASIS,Eemland,168150.258,441153.195,BASIS,Randstad Noord,RN,53c35b26-5d51-426c-84ea-cc52d836cbff,383
