ID,VERSIE,OBJECTTYPE,OBJECTCODE,NIVEAU,LENGTE,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,SE_ANNO_CAD_DATA,Shape__Length
601,,,,,1715.595,502,b,502,502_b,Meppel,99.9,"99,900",101.6,"101,600",Zl-Lw,Zwolle - Leeuwarden ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
602,,,,,704.682,602,b,602,602_b,Herfte Aansl.,77,"77,000",77.7,"77,700",Zl-Lw,Zwolle - Leeuwarden ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
603,,,,,250.064,603,f,603,603_f,Zwolle,74.65,"74,650",74.9,"74,900",Zl-Lw,Zwolle - Leeuwarden ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
604,,,,,37817.581,206,,206,206__,Zwolle - Wierden,1.6,"1,600",39.4,"39,400",Zl-Wdn,Zwolle - Wierden ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
605,,,,,200.01,603,e,603,603_e,Zwolle,1.4,"1,400",1.6,"1,600",Zl-Wdn,Zwolle - Wierden ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
606,,,,,2153.842,603,a,603,603_a,Zwolle,2,"2,000",4.149,"4,149",Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
607,,,,,1742.804,926,,926,926__,Zwolle Rangeerterrein,0.3,"0,300",2,"2,000",Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
608,,,,,40922.322,047,,47,047__,s Hertogenbosch - Nijmegen,23.6,"23,600",64.5,"64,500",Ht-Nm,s-Hertogenbosch - Nijmegen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
609,,,,,903.046,514,b,514,514_b,Nijmegen,64.5,"64,500",65.4,"65,400",Ht-Nm,s-Hertogenbosch - Nijmegen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
610,,,,,99.601,614,a,614,614_a,s Hertogenbosch,23.5,"23,500",23.6,"23,600",Ht-Nm,s-Hertogenbosch - Nijmegen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
