FID,ZAKRECHT,NAAM,NAAM_UPPER,GEOMETRIE
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e8,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187729.042 427362.934, 187729.143 427362.964, 187731.188 427354.431, 187729.859 427354.181, 187730.203 427352.429, 187730.256 427352.424, 187730.641 427350.793, 187731.414 427347.472, 187733.313 427343.288, 187735.499 427338.743, 187735.21 427336.834, 187735.727 427336.732, 187735.709 427336.617, 187743.76 427335.35, 187744.022 427337.061, 187746.367 427351.97, 187747.734 427352.962, 187752.947 427357.085, 187753.646 427363.528, 187744.942 427375.741, 187743.557 427374.685, 187742.127 427373.693, 187740.653 427372.766, 187739.139 427371.905, 187737.588 427371.114, 187736.004 427370.393, 187734.388 427369.744, 187732.993 427369.219, 187731.576 427368.753, 187730.141 427368.347, 187728.691 427368.002, 187727.762 427367.856, 187727.499 427367.821, 187728.127 427364.307, 187729.042 427362.934))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22e9,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182027.618 427681.909, 182031.522 427689.318, 182035.455 427696.781, 182039.677 427704.795, 182045.96 427716.72, 182023.43 427728.58, 182008.81 427700.79, 182010.15 427700.1, 182001.22 427683.18, 182022.45 427672.1, 182027.618 427681.909))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ea,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183345.076 426997.05, 183338.999 426997.04, 183339 426996.34, 183339.01 426984.09, 183339.015 426978.118, 183342.83 426978.12, 183345.168 426978.13, 183345.135 426982.036, 183345.085 426988.025, 183345.076 426997.05))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22eb,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189479.578 427228.211, 189512.394 427224.356, 189513.563 427232.626, 189482.473 427236.279, 189482.268 427234.86, 189480.569 427235.019, 189479.578 427228.211))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ec,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187033.302 424793.792, 187062.772 424789.691, 187064.077 424799.162, 187033.834 424803.37, 187033.302 424793.792))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ed,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185493.048 426713.55, 185499.208 426705.073, 185506.556 426697.974, 185503.555 426694.83, 185518.363 426680.485, 185518.593 426680.326, 185518.837 426680.187, 185519.092 426680.071, 185519.356 426679.977, 185519.627 426679.907, 185519.904 426679.86, 185520.183 426679.839, 185520.463 426679.842, 185520.742 426679.869, 185521.017 426679.921, 185521.287 426679.997, 185521.549 426680.096, 185521.801 426680.218, 185522.042 426680.362, 185522.269 426680.526, 185522.481 426680.709, 185523.557 426681.825, 185523.507 426681.88, 185529.784 426688.462, 185536.645 426695.652, 185522.659 426708.949, 185521.528 426709.81, 185523.259 426711.268, 185529.988 426718.743, 185525.82 426724.46, 185519.632 426732.945, 185493.048 426713.55))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ee,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186810.743 428012.942, 186800.926 428015.261, 186800.923 428015.249, 186800.468 428013.307, 186787.332 427993.475, 186785.422 427990.591, 186805.756 427977.138, 186805.807 427977.283, 186813.02 427997.949, 186815.204 427997.249, 186818.281 428005.962, 186818.285 428005.974, 186810.047 428010.067, 186810.437 428011.687, 186810.743 428012.942))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ef,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187117.137 424899.025, 187118.153 424905.457, 187090.485 424909.17, 187089.831 424904.335, 187089.612 424902.719, 187100.797 424901.218, 187103.576 424900.845, 187103.356 424899.23, 187105.803 424898.902, 187106.243 424902.132, 187108.703 424901.802, 187108.483 424900.186, 187115.977 424899.181, 187117.137 424899.025))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f0,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184211.943 427337.966, 184190.095 427323.325, 184217.38 427283.315, 184222.003 427286.521, 184239.273 427297.982, 184238.419 427299.24, 184223.996 427320.48, 184212.067 427338.049, 184211.943 427337.966))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f1,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((188350.215 430735.885, 188337.981 430757.892, 188337.465 430757.617, 188329.299 430753.263, 188329.838 430752.243, 188331.9 430748.344, 188334.733 430743.17, 188338.788 430735.428, 188341.078 430731.054, 188350.215 430735.885))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f2,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186952.797 424855.25, 186944.237 424838.582, 186967.396 424834.845, 186968.935 424845.197, 186968.507 424846.092, 186967.792 424847.074, 186953.134 424855.067, 186952.797 424855.25))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f3,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185721.216 426932.091, 185700.073 426919.565, 185678.773 426906.917, 185679.817 426905.164, 185679.563 426905.014, 185682.85 426899.478, 185684.343 426896.901, 185684.62 426897.054, 185689.036 426899.664, 185690.082 426897.902, 185690.884 426896.542, 185692.136 426897.285, 185695.467 426899.254, 185700.727 426902.378, 185703.141 426903.807, 185709.374 426907.498, 185712.708 426909.475, 185717.687 426912.424, 185721.048 426914.406, 185725.895 426917.278, 185725.08 426918.636, 185724.225 426920.075, 185725.614 426920.885, 185722.297 426926.514, 185723.92 426927.493, 185721.216 426932.091))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f4,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183821.445 424312.949, 183830.206 424290.385, 183859.105 424301.487, 183854.297 424313.681, 183851.222 424321.727, 183850.343 424323.97, 183821.445 424312.949))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f5,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182098.674 426842.138, 182093.769 426833.154, 182088.799 426823.879, 182086.727 426820.11, 182091.58 426817.465, 182085.976 426807.227, 182107.914 426795.215, 182113.108 426804.703, 182091.377 426816.589, 182094.003 426821.331, 182115.711 426809.457, 182123.465 426823.62, 182101.518 426835.621, 182102.85 426838.06, 182102.78 426839.9, 182098.674 426842.138))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f6,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186260.426 427214.906, 186255.539 427211.973, 186267.177 427192.645, 186272.066 427195.575, 186260.426 427214.906))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f7,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186229.826 427088.161, 186229.186 427092.643, 186228.206 427098.812, 186206.678 427086.366, 186206.679 427086.356, 186206.857 427085.058, 186229.826 427088.161))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f8,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183179.841 426745.513, 183183.137 426741.505, 183203.409 426758.164, 183200.144 426762.128, 183179.841 426745.513))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22f9,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183734.449 425340, 183734.283 425341.138, 183734.128 425341.624, 183733.906 425342.085, 183733.623 425342.509, 183733.283 425342.89, 183732.893 425343.221, 183732.461 425343.493, 183731.996 425343.703, 183731.505 425343.846, 183731 425343.919, 183727.735 425343.442, 183728.359 425339.168, 183728.502 425338.187, 183732.4 425338.756, 183732.686 425336.799, 183734.633 425337.083, 183734.304 425339.98, 183734.449 425340))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22fa,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183097.634 426660.659, 183101.048 426656.475, 183124.493 426675.598, 183121.075 426679.774, 183097.634 426660.659))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22fb,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186673.566 425723.375, 186674.124 425724.645, 186681.921 425742.403, 186676.599 425744.814, 186668.251 425725.747, 186672.19 425723.989, 186673.566 425723.375))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22fc,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184435.748 426694.794, 184432.369 426699.734, 184412.72 426686.348, 184415.375 426682.42, 184416.072 426681.39, 184435.748 426694.794))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22fd,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((186058.682 425524.667, 186075.783 425505.979, 186095.813 425524.373, 186078.676 425543.044, 186058.682 425524.667))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22fe,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((185445.69 426392.805, 185461.583 426439.5, 185476.997 426484.222, 185491.308 426526.181, 185468.444 426541.71, 185444.538 426515.883, 185414.183 426480.673, 185406.625 426471.942, 185445.69 426392.805))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_22ff,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189729.59 427231.916, 189724.19 427232.097, 189718.816 427232.276, 189712.591 427232.477, 189706.719 427232.969, 189699.556 427233.568, 189695.975 427192.036, 189696.157 427190.933, 189696.7 427189.942, 189697.238 427189.411, 189697.802 427189.007, 189743.537 427187.095, 189743.609 427187.656, 189744.098 427187.628, 189744.677 427187.642, 189745.213 427187.72, 189745.662 427187.837, 189746.102 427188.008, 189746.644 427188.349, 189747.056 427188.667, 189747.534 427189.119, 189747.851 427189.544, 189748.035 427189.861, 189748.153 427190.2, 189748.467 427191.827, 189752.879 427230.995, 189747.117 427231.613, 189741.509 427232.232, 189741.491 427231.237, 189741.054 427231.251, 189737.54 427231.691, 189734.785 427231.743, 189729.59 427231.916))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2300,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183044.247 426702.038, 183040.259 426706.907, 183038.611 426708.957, 183033.607 426704.898, 183038.177 426699.233, 183042.101 426694.369, 183050.625 426683.993, 183055.656 426688.081, 183044.247 426702.038))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2301,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184405.297 426739.32, 184385.701 426726.331, 184389.05 426721.376, 184408.673 426734.384, 184405.297 426739.32))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2302,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185481.312 424896.391, 185480.88 424896.965, 185483.611 424899.091, 185481.064 424902.376, 185473.187 424912.534, 185468.525 424918.546, 185462.205 424913.571, 185477.702 424893.591, 185481.312 424896.391))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2303,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186677.652 428344.438, 186672.811 428345.657, 186668.991 428331.158, 186673.912 428329.88, 186677.652 428344.438))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2304,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185819.505 424508.795, 185787.65 424545.682, 185773.261 424533.262, 185786.159 424518.185, 185798.8 424503.403, 185805.164 424495.961, 185818.186 424507.2, 185818.929 424507.928, 185819.505 424508.795))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2305,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182836.804 427609.198, 182836.864 427614.618, 182808.729 427614.789, 182808.67 427609.536, 182814.148 427609.47, 182823.308 427609.36, 182836.804 427609.198))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2306,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187782.036 425110.59, 187782.04 425083.972, 187788.092 425083.97, 187788.128 425090.887, 187788.215 425099.851, 187788.225 425110.554, 187782.036 425110.59))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2307,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187735.419 431248.163, 187738.791 431248.397, 187740.819 431248.499, 187739.015 431273.703, 187733.608 431273.311, 187735.419 431248.163))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2308,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182503.654 427598.084, 182502.03 427593.278, 182502.326 427593.178, 182501.002 427589.268, 182500.709 427589.367, 182498.904 427584.027, 182497.651 427580.318, 182502.871 427578.554, 182504.124 427582.263, 182511.722 427604.746, 182511.944 427605.402, 182510.29 427605.955, 182505.566 427603.589, 182505.313 427603.677, 182504.772 427602.078, 182503.444 427598.155, 182503.654 427598.084))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2309,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186465.119 425374.877, 186462.274 425362.583, 186460.802 425362.916, 186460.128 425359.932, 186461.553 425359.612, 186461.683 425360.199, 186463.119 425359.885, 186462.461 425356.877, 186461.026 425357.196, 186460.961 425356.905, 186459.781 425351.581, 186464.698 425350.492, 186466.926 425355.531, 186467.277 425357.054, 186468.319 425361.582, 186468.604 425362.819, 186471.067 425373.523, 186465.119 425374.877))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_230a,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182545.773 425672.525, 182549.65 425673.095, 182549.505 425674.084, 182557.733 425675.293, 182557.302 425678.229, 182559.25 425678.515, 182559.905 425674.057, 182568.213 425675.278, 182567.643 425679.157, 182566.654 425679.012, 182565.237 425688.662, 182566.226 425688.807, 182565.498 425694.259, 182569.617 425694.893, 182568.476 425701.955, 182557.55 425700.304, 182557.133 425703.063, 182548.533 425701.746, 182549.406 425696.233, 182544.578 425695.524, 182545.147 425691.646, 182546.137 425691.791, 182547.363 425683.444, 182550.29 425683.874, 182550.586 425681.857, 182544.533 425680.967, 182545.773 425672.525))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_230b,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186133.283 425104.717, 186131.836 425105.105, 186128.362 425106.032, 186122.566 425084.346, 186127.488 425083.03, 186133.283 425104.717))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_230c,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186330.681 427169.128, 186330.967 427169.416, 186331.204 427169.744, 186331.386 427170.106, 186331.51 427170.492, 186331.572 427170.893, 186331.57 427171.298, 186331.505 427171.698, 186331.378 427172.083, 186329.98 427174.418, 186311.759 427163.443, 186314.288 427159.211, 186318.6 427161.809, 186329.062 427168.11, 186330.681 427169.128))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_230d,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183877.292 426041.649, 183877.296 426039.872, 183916.12 426036.26, 183924.161 426037.556, 183958.364 426043.07, 183956.161 426056.602, 183957.065 426056.749, 183955.634 426065.539, 183918.645 426059.203, 183918.252 426061.857, 183882.509 426056.031, 183875.054 426054.761, 183877.292 426041.649))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_230e,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183008.944 425261.08, 183010.487 425261.31, 183008.093 425276.773, 183001.487 425319.442, 183005.05 425324.269, 183003.821 425325.175, 183001.694 425322.289, 183000.322 425320.43, 182997.468 425322.534, 182997.738 425320.718, 182998.127 425318.103, 182998.282 425317.065, 183000.554 425317.403, 183001.18 425313.199, 183002.105 425306.991, 183002.148 425306.703, 183003.091 425300.37, 183003.126 425300.137, 183004.033 425294.046, 183004.104 425293.572, 183004.997 425287.571, 183005.063 425287.125, 183005.968 425281.055, 183006.033 425280.618, 183006.944 425274.505, 183007 425274.131, 183007.897 425268.106, 183007.961 425267.674, 183008.944 425261.08))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_230f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183465.514 424742.06, 183465.113 424741.912, 183424.981 424727.088, 183425.535 424725.59, 183415.185 424721.6, 183404.973 424717.802, 183404.779 424718.321, 183402.1 424717.335, 183403.302 424714.12, 183412.318 424689.831, 183476.238 424713.638, 183465.721 424742.137, 183465.514 424742.06))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2310,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186764.689 428049.744, 186751.691 428052.808, 186739.156 428055.769, 186733.366 428051.029, 186731.685 428049.311, 186733.622 428048.637, 186731.03 428037.077, 186759.861 428030.184, 186760.463 428031.837, 186763.283 428043.763, 186764.689 428049.744))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2311,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186331.882 425517.908, 186348.448 425536.953, 186316.175 425565.652, 186307.204 425574.197, 186307.806 425574.9, 186298.654 425582.983, 186292.806 425588.856, 186283.617 425599.304, 186279.906 425603.429, 186270.363 425615.087, 186264.362 425623.039, 186260.901 425628.275, 186253.421 425640.643, 186245.346 425654.661, 186244.727 425655.213, 186244.238 425655.422, 186243.653 425655.523, 186243.111 425655.523, 186242.537 425655.375, 186242.08 425655.125, 186169.786 425582.896, 186169.777 425582.18, 186171.216 425580.523, 186189.236 425570.497, 186194.885 425566.592, 186200.041 425561.135, 186209.172 425546.368, 186215.161 425535.486, 186219.914 425528.592, 186225.303 425523.593, 186245.134 425508.179, 186255.252 425498.003, 186269.222 425485.368, 186276.567 425480.031, 186281.6 425475.688, 186282.419 425476.537, 186283.797 425476.499, 186283.881 425475.491, 186287.939 425475.822, 186291.172 425478.018, 186307.693 425496.866, 186318.35 425502.545, 186328.317 425513.902, 186326.94 425515.106, 186330.377 425519.179, 186331.882 425517.908))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2312,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184360.455 426725.259, 184365.557 426728.753, 184353.419 426746.582, 184345.76 426741.354, 184357.997 426723.575, 184360.455 426725.259))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2313,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183147.074 424964.66, 183123.864 424955.975, 183125.015 424952.871, 183126.709 424948.298, 183149.953 424956.998, 183147.074 424964.66))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2314,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189245.909 427248.661, 189246.967 427254.322, 189247.431 427256.801, 189248.022 427259.986, 189249.072 427265.649, 189250.122 427271.312, 189251.173 427276.976, 189252.224 427282.639, 189253.275 427288.303, 189253.977 427292.088, 189254.33 427293.965, 189255.393 427299.626, 189256.248 427304.177, 189256.459 427305.287, 189257.377 427310.122, 189261.83 427309.3, 189265.081 427308.694, 189266.143 427308.496, 189266.387 427309.805, 189256.143 427311.667, 189255.288 427307.162, 189254.844 427304.826, 189254.221 427301.512, 189253.13 427295.705, 189229.306 427300.139, 189228.984 427298.375, 189251.117 427294.286, 189252.473 427292.492, 189251.674 427288.151, 189250.634 427282.497, 189250.601 427282.319, 189249.593 427276.84, 189248.553 427271.185, 189247.512 427265.53, 189246.472 427259.875, 189245.952 427257.05, 189245.423 427254.221, 189244.366 427248.569, 189244.17 427247.52, 189243.323 427242.915, 189242.283 427237.259, 189241.244 427231.604, 189240.204 427225.949, 189239.134 427220.127, 189212.373 427225.079, 189212.087 427223.542, 189223.591 427221.361, 189223.619 427221.508, 189232.815 427219.764, 189238.621 427218.663, 189240.33 427218.339, 189240.666 427220.169, 189241.739 427226.002, 189242.78 427231.666, 189243.822 427237.332, 189244.863 427242.996, 189245.649 427247.27, 189245.909 427248.661))"
