postcode;clustercode_lb9898;clustercode_lb9802;clustercode_lb9806;clustercode_lb9808;clustercode_lb9812;clustercode_lb0202;clustercode_lb0206;clustercode_lb0208;clustercode_lb0212;clustercode_lb0606;clustercode_lb0608;clustercode_lb0612;clustercode_lb0808;clustercode_lb0812;clustercode_lb1010;clustercode_lb1012;clustercode_lb1212
1012LP;36398980183;36398020099; ;36398080140;36398120287;36302020484;36302060096;36302080062;36302120550;36306060142;36306080024;36306120181;36308080091;36308120175;36310100370;36310120105;36312120327
1012LR;36398980191;36398020227;36398060311;36398080140;36398120790;36302020210;36302060096; ;36302120256;36306060302; ;36306120181;36308080094; ;36310100370;36310120105;36312120327
1012LS;36398980363;36398020099;36398060174;36398080140;36398120559;36302020210;36302060096;36302080062;36302120745;36306060302; ;36306120461;36308080094; ;36310100370;36310120105;36312120509
1012LT;36398980191; ; ;36398080353; ;36302020484; ; ; ; ; ; ;36308080198; ; ; ; 
1012LV;36398980191;36398020099;36398060174;36398080140;36398120790;36302020484;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120327
1012LW; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012LX;36398980183; ; ;36398080140;36398120790; ;36302060096;36302080304;36302120745; ;36306080048;36306120716;36308080091;36308120433;36310100370; ;36312120327
1012LZ;36398980191;36398020227;36398060446;36398080254;36398120790;36302020210;36302060218;36302080304;36302120745;36306060446;36306080024;36306120461;36308080310;36308120433;36310100463;36310120105;36312120602
1012MA;36398980191;36398020227;36398060446;36398080254;36398120790;36302020210;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080310;36308120175;36310100463;36310120105;36312120509
1012MB;36398980191;36398020099;36398060311;36398080140; ;36302020210;36302060096;36302080062;36302120256;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012MC;36398980191;36398020099;36398060311;36398080353;36398120790;36302020484;36302060096;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100508;36310120105;36312120327
1012MD;36398980191;36398020099;36398060174;36398080353;36398120790;36302020484;36302060096;36302080062;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012ME; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012MG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012MH;36398980183;36398020099;36398060291;36398080353;36398120790;36302020484;36302060096;36302080304;36302120745;36306060142;36306080024;36306120461;36308080091;36308120433;36310100370;36310120105;36312120327
1012MJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36312120327
1012MK;36398980363;36398020099;36398060174;36398080140;36398120790;36302020210;36302060096;36302080304;36302120745;36306060302;36306080239;36306120739;36308080310;36308120433;36310100463;36310120105;36312120509
1012ML;36398980191;36398020099;36398060446;36398080254;36398120790;36302020210;36302060218;36302080304;36302120745;36306060446;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1012MN;36398980191;36398020227;36398060446;36398080254;36398120790;36302020210;36302060218;36302080304;36302120745;36306060302;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1012MP;36398980191; ;36398060446;36398080254;36398120790; ;36302060218;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012MR;36398980191;36398020099;36398060311;36398080353;36398120790;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120433;36310100370;36310120105;36312120327
1012MS;36398980191;36398020226;36398060311;36398080254;36398120790;36302020484;36302060096;36302080304;36302120745; ;36306080217;36306120716;36308080198;36308120433;36310100370;36310120365;36312120509
1012MT; ;36398020099;36398060174;36398080140;36398120790;36302020484;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433; ; ;36312120509
1012MV; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012MX; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012MZ;36398980363;36398020099; ;36398080254;36398120790;36302020348;36302060218;36302080304;36302120550; ;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120602
1012NA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012NB;36398980191;36398020099;36398060446;36398080353;36398120790;36302020484;36302060218;36302080304;36302120550;36306060302;36306080024;36306120181;36308080094;36308120175;36310100370;36310120105;36312120327
1012NC;36398980191;36398020226;36398060446;36398080254;36398120790;36302020484;36302060218;36302080062;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120327
1012ND;36398980191;36398020099;36398060311; ;36398120790;36302020484;36302060096;36302080062;36302120550;36306060302;36306080024;36306120461;36308080094;36308120433;36310100370;36310120365;36312120327
1012NE;36398980191;36398020099;36398060311;36398080353;36398120790;36302020484;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012NG;36398980363;36398020099;36398060174;36398080140;36398120559;36302020484;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012NH;36398980191;36398020099;36398060174;36398080140;36398120790;36302020484;36302060096;36302080304;36302120745;36306060302;36306080024;36306120716;36308080198;36308120433;36310100370;36310120365;36312120509
1012NJ;36398980363;36398020099;36398060291;36398080353;36398120559;36302020210;36302060218;36302080304;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012NK;36398980363;36398020099;36398060174;36398080353;36398120790;36302020484;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120509
1012NL;36398980363;36398020099;36398060174;36398080140;36398120287;36302020484;36302060096;36302080062;36302120550; ;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012NM;36398980363;36398020099;36398060174;36398080140;36398120287;36302020484;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012NN;36398980363;36398020099;36398060174; ;36398120287;36302020484;36302060096;36302080062;36302120550;36306060142;36306080024;36306120461;36308080091;36308120433;36310100370;36310120105;36312120327
1012NP; ; ; ; ; ;36302020484;36302060096; ; ;36306060302; ; ; ; ; ; ; 
1012NS;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060096;36302080062;36302120304;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120315
1012NT;36398980363; ; ;36398080372;36398120284; ; ; ; ; ; ; ;36308080310; ;36310100370;36310120105;36312120315
1012NV;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120315
1012NW; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012NX; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012NZ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012PA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012PB;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120418;36308080198;36308120175;36310100370;36310120105;36312120509
1012PC; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012PD;36398980363; ;36398060174;36398080124;36398120559;36302020476; ;36302080154;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120315
1012PE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012PG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012PH; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012PJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012PK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012PL;36398980177;36398020099;36398060284; ;36398120790;36302020476;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120315
1012PM;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060096;36302080062;36302120304;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120315
1012PN; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100370;36310120105;36312120509
1012PP; ; ; ; ; ; ; ; ; ; ; ; ;36308080310;36308120175;36310100370;36310120105;36312120509
1012PR;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060096;36302080062;36302120550;36306060302;36306080196;36306120683;36308080310;36308120175;36310100500;36310120105;36312120509
1012PS;36398980191;36398020099;36398060446;36398080254;36398120790;36302020484;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120327
1012PT;36398980191;36398020226;36398060446;36398080254;36398120790;36302020484;36302060218;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120327
1012PV;36398980191;36398020099;36398060311;36398080353;36398120790;36302020484;36302060096;36302080062;36302120745;36306060302;36306080024;36306120461;36308080198;36308120433;36310100370;36310120105;36312120327
1012PW;36398980363;36398020099;36398060174;36398080140;36398120287;36302020210;36302060218;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012PX;36398980363;36398020099;36398060174;36398080140;36398120559;36302020210;36302060218;36302080304;36302120745;36306060302;36306080024;36306120181;36308080198;36308120175;36310100463;36310120105;36312120509
1012PZ; ;36398020099;36398060174;36398080353;36398120790;36302020484;36302060096;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120509
1012RA;36398980183;36398020099;36398060292;36398080234;36398120790;36302020484;36302060211;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120509
1012RB;36398980363;36398020099;36398060174;36398080372;36398120790;36302020210;36302060096;36302080304;36302120745;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120509
1012RC; ;36398020099; ;36398080353; ;36302020210;36302060218;36302080062; ;36306060302;36306080024; ;36308080198; ; ; ; 
1012RD;36398980191;36398020372;36398060446;36398080254;36398120790;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120433;36310100370;36310120105;36312120509
1012RE;36398980363;36398020099;36398060174;36398080140;36398120287;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100463;36310120105;36312120509
1012RG; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100370;36310120105;36312120327
1012RH;36398980363;36398020099;36398060291;36398080353;36398120559;36302020484; ; ;36302120745;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120327
1012RJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1012RK;36398980177;36398020099;36398060284;36398080372;36398120559;36302020210;36302060218;36302080304;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120315
1012RL;36398980363;36398020099;36398060174; ;36398120284;36302020210;36302060096; ;36302120304;36306060302;36306080024;36306120181; ; ;36310100370;36310120105;36312120315
1012RM;36398980363;36398020099;36398060174;36398080372;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080196;36306120181;36308080310;36308120175;36310100370;36310120328;36312120509
1012RN;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060218;36302080304;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100370;36310120105;36312120315
1012RP;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060096;36302080304;36302120550;36306060302;36306080196;36306120418;36308080310;36308120175;36310100370;36310120328;36312120509
1012RR;36398980177;36398020099;36398060284;36398080372;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100370;36310120105;36312120509
1012RS;36398980363;36398020099;36398060174;36398080122;36398120559;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120461;36308080198;36308120175;36310100370;36310120105;36312120509
1012RT;36398980483;36398020099;36398060174; ;36398120284;36302020210;36302060096; ;36302120304;36306060446; ;36306120181; ; ; ; ;36312120315
1012RV;36398980363;36398020099;36398060174;36398080122;36398120284;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080310;36308120175;36310100370;36310120328;36312120509
1012RW;36398980363;36398020205;36398060174;36398080225;36398120751;36302020348;36302060096;36302080062;36302120304;36306060302;36306080196;36306120418;36308080310;36308120175;36310100500;36310120105;36312120509
1012RX;36398980363;36398020099;36398060280;36398080372;36398120559;36302020210; ; ;36302120725;36306060446;36306080024;36306120181;36308080310;36308120175;36310100500;36310120105;36312120509
1012RZ;36398980363;36398020099;36398060311;36398080353;36398120790;36302020210;36302060218;36302080304;36302120550;36306060302;36306080024;36306120181;36308080198;36308120175;36310100463;36310120105;36312120509
1012SB; ;36398020372;36398060446;36398080254;36398120790;36302020484;36302060218;36302080062;36302120745;36306060302; ;36306120461; ; ;36310100370; ;36312120509
1012SC;36398980363;36398020226;36398060446;36398080353;36398120790;36302020210;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080198;36308120433;36310100370;36310120105;36312120509
1012SE;36398980191;36398020099;36398060311;36398080254;36398120790;36302020210;36302060218;36302080304;36302120745;36306060302;36306080024;36306120181;36308080310;36308120175;36310100463;36310120105;36312120509
1012SG;36398980363;36398020099;36398060174;36398080140;36398120287;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080198;36308120433;36310100463;36310120105;36312120509
