FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_lijnmaatregelen.261,YS972b,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.19,MIRT 2,,"LINESTRING (203682.94420000166 495266.5914000012, 203728.98180000111 495203.0912999995, 203782.95690000057 495138.00360000134, 203833.75699999928 495095.1411000006)"
rws_on_lijnmaatregelen.262,YS961b,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.47,MIRT 2,,"LINESTRING (202343.3125 487436.2093999982, 202271.8748999983 487402.8718999997, 202205.1997999996 487355.2468000017, 202141.69959999993 487302.85920000076, 202095.66209999844 487245.70899999887, 202046.44949999824 487179.03390000015, 202014.69940000027 487112.35880000144)"
rws_on_lijnmaatregelen.263,YS960a,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.52,MIRT 2,,"LINESTRING (201955.96180000156 486873.8363999985, 201968.66180000082 486515.06069999933)"
rws_on_lijnmaatregelen.264,YS957c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.36,MIRT 2,,"LINESTRING (203798.683699999 484799.7729999982, 203871.7087999992 484679.1228, 203928.8588999994 484555.2974999994, 203960.6090000011 484434.64730000123)"
rws_on_lijnmaatregelen.265,YS953b,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,1.07,MIRT 2,,"LINESTRING (203850.76810000092 480282.1623999998, 203869.81810000166 480386.9376000017, 203869.81810000166 480469.4877999984, 203860.29309999943 480558.38800000027, 203850.76810000092 480615.53810000047, 203828.54300000146 480688.5632000007, 203790.44289999828 480783.81340000033, 203606.2925999984 481012.4138999991, 203536.442400001 481075.9140000008, 203472.9422999993 481126.7140999995, 203380.86710000038 481209.2642999999)"
rws_on_lijnmaatregelen.266,YS950d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.63,MIRT 2,,"LINESTRING (204367.26460000128 477812.0075000003, 204357.73959999904 477634.20710000023, 204351.38949999958 477396.0815999992, 204345.03950000182 477275.43140000105, 204357.73959999904 477218.28130000085)"
rws_on_lijnmaatregelen.267,YS948d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,1.11,MIRT 2,,"LINESTRING (204754.76689999923 476532.6673000008, 204888.11719999835 476408.8420000002, 204986.54239999875 476288.1917999983, 205094.4926000014 476145.31650000066, 205145.2927000001 476008.7912000008, 205180.21779999882 475881.79100000113, 205183.39279999956 475761.14070000127, 205186.5678000003 475656.3654999994, 205205.61780000106 475503.9651999995)"
rws_on_lijnmaatregelen.268,YS937c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,1.28,MIRT 2,,"LINESTRING (209180.72580000013 468747.2307000011, 209041.02549999952 468686.9056000002, 208914.02529999986 468626.5804999992, 208837.82510000095 468572.60539999977, 208723.52490000054 468502.7551999986, 208628.27470000088 468464.65509999916, 208469.52439999953 468455.13010000065, 208323.47410000116 468474.18019999936, 208104.3986000009 468490.05519999936)"
rws_on_lijnmaatregelen.269,YS990d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW planstudieteam,,NVO,0.16,MIRT 2,,"LINESTRING (193805.3022999987 504747.6480999999, 193810.06480000168 504638.90410000086, 193833.08359999955 504540.47890000045)"
rws_on_lijnmaatregelen.270,YS982l,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.14,MIRT 2,,"LINESTRING (198002.7397999987 502878.63969999924, 197883.67700000107 502979.44619999826)"
rws_on_lijnmaatregelen.271,YS978e,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.18,MIRT 2,,"LINESTRING (201127.9776000008 499838.16380000114, 201015.2648999989 499958.8139999993, 200973.9897999987 500025.48910000175)"
rws_on_lijnmaatregelen.272,YS976e,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,2.2,MIRT 2,,"LINESTRING (201938.2782999985 499279.00569999963, 202103.37860000134 499215.50549999997, 202351.02910000086 499113.9052999988, 202566.9294999987 499018.65520000085, 202751.07990000024 498898.004900001, 202954.28029999882 498726.5546000004, 203132.08060000092 498504.30409999937, 203278.1308999993 498351.9037999995, 203367.0311000012 498186.8035000004, 203430.53119999915 498066.1532000005, 203494.0313999988 497850.25279999897)"
rws_on_lijnmaatregelen.273,YS974c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.47,MIRT 2,,"LINESTRING (203500.3814000003 497721.6651000008, 203541.6565000005 497175.5639999993, 203538.48149999976 497181.9140000008)"
rws_on_lijnmaatregelen.274,YS974d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.51,MIRT 2,,"LINESTRING (203633.73160000145 497704.9963000007, 203670.24419999868 497163.65769999847)"
rws_on_lijnmaatregelen.275,YS971b,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.5,MIRT 2,,"LINESTRING (204739.6486000009 494134.67909999937, 204453.89799999818 494566.47989999875)"
rws_on_lijnmaatregelen.276,YS968c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.87,MIRT 2,,"LINESTRING (205682.625500001 492426.9224999994, 205765.17559999973 492191.9721000008, 205828.6757999994 492001.4717000015, 205828.6757999994 491880.82140000165, 205796.92570000142 491722.0711000003, 205777.87570000067 491639.5210000016)"
rws_on_lijnmaatregelen.277,YS966d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.48,MIRT 2,,"LINESTRING (205558.8002000004 490656.06269999966, 205542.9252000004 490506.83740000054, 205511.1750999987 490363.9620999992, 205457.19999999925 490252.83689999953)"
rws_on_lijnmaatregelen.278,YS953c,,x2311-d,Welsumerveld,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,1.57,MIRT 2,,"LINESTRING (203107.81659999862 481394.2083999999, 203171.31670000032 481283.0832000002, 203228.46680000052 481210.05799999833, 203288.79190000147 481140.2078999989, 203380.86710000038 481041.78269999847, 203495.16739999875 480937.0075000003, 203584.06749999896 480857.63230000064, 203641.21770000085 480800.48220000044, 203698.36780000106 480708.4070000015, 203739.64279999956 480603.6317999996, 203749.16789999977 480482.98160000145, 203745.99289999902 480444.8814999983, 203739.64279999956 480340.1063000001, 203736.46779999882 480263.9061000012, 203726.9428000003 480190.881000001, 203685.6677000001 480098.80579999834, 203650.74269999936 479943.23050000146)"
rws_on_lijnmaatregelen.279,YS951d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.69,MIRT 2,,"LINESTRING (204006.34340000153 478879.6033000015, 204025.39339999855 478736.7281000018, 204057.14350000024 478616.0777999982, 204092.06859999895 478549.4026999995, 204139.69359999895 478470.02749999985, 204209.5438000001 478384.3024000004, 204288.9189000018 478330.32730000094)"
rws_on_lijnmaatregelen.280,YS941d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,1.54,MIRT 2,,"LINESTRING (208313.94909999892 471735.23270000145, 208406.02419999987 471674.9076000005, 208485.39939999953 471601.8823999986, 208577.47459999844 471500.2822000012, 208644.14970000088 471405.0320000015, 208698.12480000034 471297.0817999989, 208787.0249999985 471201.8315999992, 208869.57519999892 471144.681499999, 208964.82539999858 471103.4063999988, 209053.72549999878 471062.1312999986, 209152.15069999918 470998.63120000064, 209218.8258999996 470941.48110000044, 209285.5009999983 470862.1059000008, 209361.70120000094 470776.3808000013, 209399.8011999987 470719.2307000011, 209460.12640000135 470643.0304999985)"
rws_on_lijnmaatregelen.281,YS938c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.51,MIRT 2,,"LINESTRING (209241.75059999898 468636.79509999976, 209102.05029999837 468592.3449999988, 209006.8002000004 468522.4948000014)"
rws_on_lijnmaatregelen.282,YS934e,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.55,MIRT 2,,"LINESTRING (208069.22199999914 467060.5240999982, 208199.39730000123 467077.9866000004, 208266.07239999995 467082.74909999967, 208342.27259999886 467071.6365999989, 208388.31019999832 467055.7615999989, 208462.92280000076 467017.66149999946, 208499.4354000017 466985.9114000015, 208566.11050000042 466938.2864000015)"
rws_on_lijnmaatregelen.283,YS933h,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.41,MIRT 2,,"LINESTRING (209239.21189999953 466182.23800000176, 209124.91160000116 466277.4882000014, 209029.66149999946 466375.9134000018, 208953.46130000055 466487.0386000015)"
rws_on_lijnmaatregelen.284,YS930a,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.58,MIRT 2,,"LINESTRING (209847.22560000047 464407.40940000117, 209732.92529999837 464280.4092000015, 209675.77519999817 464175.63390000165, 209634.5001000017 464016.8836000003, 209621.8000999987 463832.73330000043)"
rws_on_lijnmaatregelen.285,YS920c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.42,MIRT 2,,"LINESTRING (211555.97399999946 456362.14180000126, 211492.4739000015 456311.3416999988, 211346.4235999994 456263.7166999988, 211254.34840000048 456263.7166999988, 211181.32330000028 456285.9417000003)"
rws_on_lijnmaatregelen.286,YS918c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.52,MIRT 2,,"LINESTRING (208935.0062999986 455713.2498999983, 208912.78119999915 455624.34970000014, 208890.5562000014 455478.29949999973, 208865.15619999915 455389.39930000156, 208855.63109999895 455278.2740999982, 208846.10610000044 455167.14880000055)"
rws_on_lijnmaatregelen.287,YS916c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.1,MIRT 2,,"LINESTRING (208800.06850000098 454913.94209999964, 208763.95279999822 454797.70710000023)"
rws_on_lijnmaatregelen.288,YS916d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.41,MIRT 2,,"LINESTRING (208486.3189000003 454374.750599999, 208457.74379999936 454335.063000001, 208383.13120000064 454298.55040000007, 208343.44359999895 454282.67540000007, 208284.70600000024 454257.27529999986, 208208.50580000132 454222.3502999991, 208152.94319999963 454201.71269999817, 208100.55559999868 454166.78759999946, 208062.45549999923 454138.2126000002)"
rws_on_lijnmaatregelen.289,YS935b,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.44,MIRT 2,,"LINESTRING (207686.63379999995 468080.89180000126, 207653.29619999975 467979.2916000001, 207646.94619999826 467879.2789000012, 207632.6587000005 467764.9785999991, 207627.89620000124 467679.25349999964, 207643.77120000124 467582.4158000015)"
rws_on_lijnmaatregelen.290,YS933g,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,1.3,MIRT 2,,"LINESTRING (209678.9503000006 466127.4690999985, 209415.4246999994 466206.84430000186, 209332.87460000068 466241.7692999989, 209266.19940000027 466311.61950000003, 209167.77419999987 466422.7446999997, 208999.4989 466606.89510000125, 208904.24870000035 466724.37029999867, 208697.87330000103 466975.98959999904)"
rws_on_lijnmaatregelen.291,YS932d,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.6,MIRT 2,,"LINESTRING (210156.78869999945 465814.33410000056, 210210.7637999989 465680.98380000144, 210242.5139000006 465553.9836000018, 210255.21389999986 465493.65850000083, 210261.56390000135 465388.88329999894, 210271.08889999986 465350.7831999995, 210232.98889999837 465147.5828000009)"
rws_on_lijnmaatregelen.292,YS932e,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.41,MIRT 2,,"LINESTRING (210221.87629999965 465135.67650000006, 210161.5511999987 464897.55099999905, 210128.2135999985 464826.1134000011, 210096.4635999985 464759.4382000007)"
rws_on_lijnmaatregelen.293,YS925g,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.53,MIRT 2,,"LINESTRING (209658.31269999966 459159.9177000001, 209696.41279999912 459045.61740000173, 209753.56289999932 458953.5423000008, 209798.01300000027 458877.34209999815, 209861.51309999824 458820.19200000167, 209953.58830000088 458756.6919, 210048.83850000054 458718.5918000005)"
rws_on_lijnmaatregelen.294,YS910a,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.21,MIRT 2,,"LINESTRING (204612.01740000024 450543.7085000016, 204627.89240000024 450426.23330000043, 204675.5174999982 450302.4079999998)"
rws_on_lijnmaatregelen.295,YS910b,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.42,MIRT 2,,"LINESTRING (204686.54720000178 450288.2360999994, 204772.2723999992 450148.5359000005, 204823.07250000164 450086.62319999933, 204904.0351999998 450016.7730999999)"
rws_on_lijnmaatregelen.296,YS898b,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.08,MIRT 2,,"LINESTRING (203186.41970000044 445264.1854999997, 203108.63199999928 445300.6979999989)"
rws_on_lijnmaatregelen.297,YS898c,,x2311-d,,Natuurvriendelijke oever,3,IJssel,Planstudie,Nee,KRW3 Planstudieteam,,NVO,0.1,MIRT 2,,"LINESTRING (202934.00670000166 445418.2725000009, 203022.90689999983 445345.247299999, 203068.94449999928 445324.60979999974)"
rws_on_lijnmaatregelen.298,NL903d,,,Plasserwaard,Natuurvriendelijke oever; Onderdeel van SOK HWBP Grebbedijk,3,Nederrijn en Lek,Planstudie,Nee,KRW3 SOK,,NVO,0.3,inschatting,,"LINESTRING (172859.39979999885 440718.7456, 172749.06830000132 440636.1953999996, 172630.79930000007 440535.38899999857, 172523.64279999956 440436.1700000018)"
rws_on_lijnmaatregelen.299,OM957d,,,Lexmond,"Natuurvriendelijke oever / Vooroeververdediging; palenrij met wilgentenen.
Wilgentenen waarschijnlijk weg (2020)",Oud,Oude Maas,Gereed,Ja,Overig,2008,NVO,0.1,inschatting,,"LINESTRING (130272.98910000175 442226.8084000014, 130239.05620000139 442212.71930000186, 130217.82330000028 442211.7272000015, 130191.23270000145 442219.46620000154)"
rws_on_lijnmaatregelen.300,OM957f,,,Lexmond,Natuurvriendelijke oever/ Vooroeververdediging; palenrij met wilgentenen. waarschijnlijk zijn de wilgentenen inmiddels (2020) weg.,Oud,Oude Maas,Gereed,Ja,overig,2008,NVO,0.1,inschatting,,"LINESTRING (129730.94409999996 442339.3968999982, 129682.52519999817 442355.6688000001, 129657.12519999966 442383.45010000095)"
rws_on_lijnmaatregelen.301,ON957e,,,Lexmond,Natuurvriendelijke oever/Vooroeververdediging; palenrij met wilgentenen. Waarschijnlijk zijn de wilgen inmiddels weg (2020),Oud,Oude Maas,Gereed,Ja,overig,2008,NVO,0.1,inschatting,,"LINESTRING (130045.67850000039 442235.93659999967, 130013.73000000045 442229.1897, 129989.3220999986 442232.36470000073, 129954.7939000018 442253.3990999982)"
rws_on_lijnmaatregelen.302,ON957g,,,Lexmond,Natuurvriendelijke oever/vooroeververdediging; palenrijen met wilgentenen. waarschijnlijk zijn de wilgentenen inmiddels (2020) weg.,Oud,Oude Maas,Gereed,Ja,overig,2008,NVO,0.3,inschatting,,"LINESTRING (129559.25730000064 442451.43180000037, 129529.88850000128 442464.52870000154, 129508.0604000017 442484.37249999866, 129480.67590000108 442529.2195000015, 129471.54780000076 442537.1570000015, 129454.08529999852 442542.7133000009, 129424.31960000098 442584.7820999995, 129411.22269999981 442619.7071999982)"
rws_on_lijnmaatregelen.303,NL945c,,,Everdingen,Natuurvriendelijk oever; palenrij met rijshout,Oud,Nederrijn en Lek,Gereed,Ja,Oud,2006,NVO,0.3,inschatting,,"LINESTRING (138335.65040000156 443275.5267000012, 138349.1442000009 443200.9140000008, 138372.16299999878 443164.40150000155, 138372.16299999878 443107.25140000135, 138383.27549999952 443069.15129999816, 138404.70679999888 443031.8449999988)"
rws_on_lijnmaatregelen.304,BW922d,,Y3006,"Uiterwaarden Wamel, Dreumel en Heerewaarden",Nevengeul Varikse Plaat,2,"Boven-Rijn, Waal",Planstudie,Nee,RWS &SBB & Provincie Gelderland,,NTWE,2,Inschatting,,"LINESTRING (155618.26370000094 427099.81859999895, 155516.6634999998 426833.1180000007, 155383.31320000067 426566.41750000045, 155002.3123999983 426128.2666000016, 154799.11199999973 425759.9659000002, 154646.71169999987 425550.4155000001, 154507.01139999926 425455.16530000046)"
rws_on_lijnmaatregelen.305,BW913b,,Y3006,"Uiterwaarden Wamel, Dreumel en Heerewaarden",Nevengeul Wamel,2,"Boven-Rijn, Waal",Planstudie,Nee,RWS & SBB & provincie Gelderland,,NTWE,2,Inschatting,,"LINESTRING (161227.55600000173 433220.3328999989, 161119.6057999991 433156.8328000009, 160589.3797999993 433055.2325000018, 160030.5786000006 432940.9323000014, 159865.47830000147 432915.53229999915, 159722.60300000012 432915.53229999915, 159554.32770000026 432940.9323000014)"
rws_on_lijnmaatregelen.306,BW918a,,Y3006,"Uiterwaarden Wamel, Dreumel en Heerewaarden",Nevengeul Dreumel,2,"Boven-Rijn, Waal",Planstudie,Nee,RWS & SBB & Provincie Gelderland,,NTWE,2.5,inschatting,,"LINESTRING (157580.4175999984 430637.44619999826, 157586.7675999999 430497.74599999934, 157529.6174999997 430243.74549999833, 157478.817400001 430021.49500000104, 157535.9675000012 429869.0947000012, 157510.567400001 429602.3942000009, 157421.6673000008 429354.7437000014, 157383.56720000133 429126.1431999989, 157262.91699999943 428853.09270000085, 157161.31670000032 428503.8420000002, 157040.66649999842 428364.14169999957, 156843.81610000134 428433.991799999)"
rws_on_lijnmaatregelen.307,BW924b,,Y3006,"Uiterwaarden Wamel, Dreumel en Heerewaarden",Nevengeul Heerewaarden,2,"Boven-Rijn, Waal",Planstudie,Nee,RWS & SBB & Provincie Gelderland,,NTWE,1.5,Inschatting,,"LINESTRING (154433.98629999906 425385.3150999993, 154453.0362999998 425213.8647999987, 154218.08590000123 424578.86349999905, 154103.78559999913 424388.3630999997, 153964.08540000021 424153.41270000115, 153824.3850999996 424045.4624999985, 153640.23470000178 423981.96229999885, 153557.68450000137 423956.56230000034, 153405.2842000015 423956.56230000034)"
rws_on_lijnmaatregelen.308,YS900d,,,Havikerwaard,Van oorsprong/nature al aanwezige natuurvriendelijke oever,Oud,IJssel,Gereed,Ja,Oud,,NVO,0.15,,,"LINESTRING (204842.1116000004 446330.58040000126, 204830.20529999956 446317.0865999982, 204819.88650000095 446194.4519999996)"
rws_on_lijnmaatregelen.309,YS924e,,,Stokebrandsweerd,Van oorsprong/natuurlijke natuurvriendelijke oever,Oud,IJssel,Gereed,Ja,Overig,,NVO,0.06,,,"LINESTRING (210597.60159999877 458816.932599999, 210601.96719999984 458848.2857999988, 210662.2923000008 458845.9045000002, 210659.11730000004 458845.11080000177)"
rws_on_lijnmaatregelen.310,YS972c,,,,Van oorsprong aanwezig natuurvriendelijke oever,Oud,IJssel,Gereed,Ja,Overig,,NVO,0.05,,,"LINESTRING (203590.3999999985 495397.52859999985, 203592.38439999893 495363.0003999993, 203601.51260000095 495348.71279999986, 203618.18140000105 495330.85339999944)"
rws_on_lijnmaatregelen.311,YS991f,,,,van oorsprong aanwezige natuurvriendelijke oever,Oud,IJssel,Gereed,Ja,Overig,,NVO,0.2,,,"LINESTRING (193804.4395999983 504840.5256000012, 193805.23330000043 504894.5007000007, 193784.59580000117 504952.444600001, 193767.13320000097 505029.4384999983, 193746.49570000172 505091.3511000015)"
