FID,CLUS_ID,ACNR,HOID,K_PRE_HO,K_NA_HO,LEGENDA,GEOMETRIE
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d8b,C0268002332,2332,836,5,3,HO PV,"POLYGON ((186720.544907861 425178.896705452, 186706.941836044 425179.279890574, 186706.717109241 425167.395243025, 186702.88567663 425153.654932974, 186698.129415459 425155.240353365, 186687.559946189 425114.680015041, 186704.999570484 425110.055872235, 186719.778537618 425160.312227055, 186720.544907861 425178.896705452))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d8a,C0268002311,2311,835,6,1,HO PV,"POLYGON ((186965.309639849 425292.660574424, 186963.719820706 425280.153997169, 186961.60006185 425274.642624141, 186961.388085964 425271.886937628, 186966.47550722 425271.251009971, 186969.867121391 425284.499502826, 186970.821012877 425291.918658824, 186965.309639849 425292.660574424))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d89,C0268002341,2341,834,1,6,HO PE,"POLYGON ((186979.789603612 425297.797195442, 186979.591478431 425298.193445805, 186977.667695518 425283.36623397, 186968.897828589 425248.076289446, 186984.940336903 425244.41225977, 186998.111038173 425295.807703072, 186979.789603612 425297.797195442))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d88,C0268002306,2306,833,6,2,HO PV,"POLYGON ((187030.713879571 425292.194421995, 187019.851629547 425293.322967452, 187006.732288609 425234.215399141, 187017.876674997 425231.817240045, 187030.713879571 425292.194421995))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d87,C0268002305,2305,832,6,6,HO PE,"POLYGON ((187030.91240624 425291.922646792, 187017.849522148 425232.118773061, 187031.553937702 425228.792458606, 187045.459077229 425290.331604653, 187030.91240624 425291.922646792))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d86,C0268002156,2156,831,6,6,HO PE,"POLYGON ((186849.054846685 425978.401148267, 186849.054846685 425978.47196828, 186834.111823878 425964.378785634, 186869.451010516 425927.508116209, 186886.270763675 425956.721371695, 186859.323748613 425982.508709039, 186852.17092727 425975.426707709, 186849.054846685 425978.401148267))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d85,C0268005477,5477,830,5,7,HO PU,"POLYGON ((187123.548286627 425616.596690232, 187119.300707774 425596.601989779, 187152.659741691 425590.075222274, 187156.389323122 425610.380721179, 187123.548286627 425616.596690232))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d84,C0268004242,4242,820,5,8,HO PU,"POLYGON ((188011.924424796 426815.086372229, 188009.583970778 426775.558704373, 188082.918196668 426702.744579376, 188123.226015863 426698.063671341, 188124.90489043 426718.19452281, 188135.448386844 426717.307404376, 188143.249900237 426803.124051694, 188011.924424796 426815.086372229))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d83,C0268003302,3302,819,5,0,HO onverdacht,"POLYGON ((189461.862256156 426767.040182092, 189526.237810905 426749.17596565, 189531.387855285 426768.971448735, 189466.851361649 426786.67472629, 189461.862256156 426767.040182092))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d82,C0268002019,2019,818,6,7,HO PU,"POLYGON ((188917.908286824 426193.135478334, 188929.153101069 426141.277040876, 188974.529233845 426151.066643865, 188972.015687131 426206.893839292, 188917.908286824 426193.135478334))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d81,C0268001995,1995,817,6,3,HO PV,"POLYGON ((188473.737811424 426994.830479929, 188484.333901902 426973.953034335, 188506.770853339 426985.37474331, 188501.449547464 426995.921875283, 188536.816329564 427014.078084275, 188531.439294222 427024.415603836, 188473.737811424 426994.830479929))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d80,C0268001939,1939,816,6,6,HO PE,"POLYGON ((188954.818979464 426295.432121517, 189060.061228861 426374.16891551, 188954.039407246 426639.223469547, 188810.578934647 426585.97394915, 188830.474655143 426552.330999552, 188830.492561574 426552.342314654, 188830.627155122 426552.073127558, 188830.474655143 426552.330999552, 188797.288816054 426531.360816857, 188819.173413574 426489.545603738, 188849.576730067 426446.669131762, 188891.673629826 426385.082926559, 188954.818979464 426295.432121517))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d7f,C0268001524,1524,815,5,1,HO PV,"POLYGON ((188650.070914376 427113.370394492, 188613.326880037 427055.240183917, 188617.202227409 427046.771832253, 188656.529826662 427109.207984352, 188650.070914376 427113.370394492))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d7e,C0268001523,1523,814,6,6,HO PE,"POLYGON ((188512.639590705 427195.827285158, 188520.191368376 427180.669400482, 188521.392174122 427178.259150099, 188524.876569337 427171.265292076, 188547.853917704 427182.181733446, 188551.111242951 427184.470664701, 188528.838181125 427203.662472915, 188512.639590705 427195.827285158))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d7d,C0268001389,1389,813,6,1,HO PV,"POLYGON ((190276.956523375 426574.918482286, 190262.668994688 426536.977156105, 190277.59152465 426498.24207833, 190318.072855932 426513.48210893, 190313.786597325 426535.07215228, 190321.724113263 426558.090948499, 190276.956523375 426574.918482286))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d7c,C0268005170,5170,812,6,5,HO PE,"POLYGON ((189141.160344042 427640.984844925, 189140.855787655 427639.918897568, 189137.886362876 427627.35594658, 189137.04883281 427627.584363871, 189136.668137326 427626.442277417, 189135.526050872 427626.822972902, 189135.906746357 427627.736642065, 189128.978088539 427629.411702196, 189130.42473138 427636.264220917, 189128.521253958 427636.644916401, 189124.409742725 427623.625130832, 189119.841396912 427624.91949548, 189114.96849471 427605.808582159, 189122.353987109 427603.828965639, 189122.201708915 427603.448270155, 189132.252069706 427600.554984473, 189135.678329066 427613.270213655, 189142.074013205 427631.543596909, 189142.68312598 427631.391318716, 189144.815020693 427640.071175762, 189141.160344042 427640.984844925))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d7b,C0268005167,5167,811,6,6,HO PE,"POLYGON ((188810.039239158 427713.015395924, 188803.372149083 427699.485124889, 188787.488787434 427688.896217123, 188811.607966235 427653.01158525, 188832.197509113 427666.737947169, 188872.9844131 427656.149039403, 188882.396775559 427690.072762431, 188837.290661062 427702.003692951, 188831.609236459 427703.79912435, 188820.235965155 427707.917032925, 188810.039239158 427713.015395924))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d7a,C0268002353,2353,810,6,4,HO PV,"POLYGON ((189410.816471474 427376.274270869, 189407.728410449 427361.646613384, 189403.990231314 427362.459261022, 189399.276875013 427341.167892905, 189415.204768719 427337.104654715, 189421.705949824 427363.759497243, 189423.656304155 427373.673798428, 189410.816471474 427376.274270869))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d79,C0268001734,1734,809,5,5,HO PE,"POLYGON ((188740.282174388 427691.321893318, 188736.276747045 427689.834163162, 188732.15687892 427662.253934884, 188752.412897199 427657.676303634, 188756.761646887 427652.755350041, 188758.821580949 427643.48564676, 188760.080429543 427636.504759105, 188760.652633449 427631.011601605, 188762.025922824 427631.011601605, 188763.399212198 427631.46936473, 188758.93602173 427656.989658947, 188765.688027823 427661.452849415, 188755.045035168 427678.847848163, 188752.527337981 427677.474558788, 188746.118654231 427687.087584413, 188743.944279388 427685.828735819, 188740.282174388 427691.321893318))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d78,C0268001481,1481,808,5,5,HO PE,"POLYGON ((189201.17306841 427584.49411427, 189173.267003449 427596.258435773, 189170.667909163 427590.376275021, 189199.394740741 427578.611953518, 189201.17306841 427584.49411427))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d77,C0268001480,1480,807,6,6,HO PE,"POLYGON ((189173.437933714 427589.327991376, 189172.162454684 427586.473347832, 189186.131986921 427564.243570446, 189188.743682078 427565.883472056, 189193.420438523 427558.230597874, 189199.372673998 427578.698999456, 189173.437933714 427589.327991376))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d76,C0268001247,1247,806,6,3,HO PV,"POLYGON ((189094.108819284 427511.420642484, 189094.902570878 427494.123472337, 189149.869868745 427494.520348134, 189149.671430846 427498.489106102, 189094.108819284 427511.420642484))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d75,C0268001243,1243,805,6,6,HO PE,"POLYGON ((189124.265044596 427692.148721196, 189123.986149764 427691.405001645, 189119.84920976 427670.952713987, 189134.770083256 427667.327081175, 189135.420837864 427669.651204772, 189139.232400564 427668.721555333, 189143.462305511 427687.082131754, 189124.265044596 427692.148721196))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d74,C0268001048,1048,804,5,5,HO PE,"POLYGON ((188809.372013434 427603.40058382, 188815.268741848 427592.830976287, 188829.954933368 427601.119773774, 188822.500578581 427612.523824007, 188811.485934941 427605.4032463, 188811.819712021 427604.846951167, 188809.372013434 427603.40058382))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d73,C0268001036,1036,803,5,1,HO PV,"POLYGON ((188902.958148039 427522.763215566, 188908.844469546 427519.567783891, 188912.908834396 427527.276062054, 188913.525496649 427528.060904922, 188914.226249209 427531.480577416, 188912.320202245 427532.882082537, 188909.23689098 427534.283587658, 188907.639175142 427531.368457007, 188907.527054733 427531.424517211, 188907.106603196 427530.415433525, 188902.958148039 427522.763215566))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d72,C0268000816,816,802,6,1,HO PV,"POLYGON ((189369.05041137 427530.978141955, 189366.449348455 427518.514715488, 189395.87387268 427512.499757497, 189397.066026516 427518.460526677, 189391.755523065 427519.273358838, 189373.819026714 427523.229142021, 189375.119558172 427529.677610497, 189369.05041137 427530.978141955))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d71,C0268000606,606,801,5,5,HO PE,"POLYGON ((189750.786305631 427423.069607081, 189739.967863552 427402.252301867, 189735.378221457 427389.794701896, 189713.24958993 427345.373523053, 189715.544410978 427344.390028319, 189714.756999602 427342.731627586, 189730.132916206 427337.997312544, 189759.801674031 427396.515249249, 189747.835821428 427406.186280805, 189758.818179297 427418.807796564, 189750.786305631 427423.069607081))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d70,C0268000258,258,800,6,1,HO PV,"POLYGON ((189238.977160515 427645.745873984, 189236.966323144 427639.607528326, 189254.375941434 427631.140844659, 189256.810112988 427636.855856134, 189238.977160515 427645.745873984))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d6f,C0268004893,4893,1396,5,5,HO PE,"POLYGON ((187695.698348251 428943.540640519, 187695.514707727 428943.448820257, 187692.989650522 428939.316908466, 187699.102020843 428935.497959035, 187701.747859489 428939.731300868, 187695.698348251 428943.540640519))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d6e,C0268004395,4395,1395,5,0,HO onverdacht,"POLYGON ((186191.695752021 429372.955490274, 186192.01206969 429380.388955489, 186182.522539628 429380.230796655, 186182.838857297 429378.807367146, 186182.680698462 429372.955490274, 186191.695752021 429372.955490274))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d6d,C0268004391,4391,1394,5,0,HO onverdacht,"POLYGON ((185964.348520751 428934.036284193, 185960.526279928 428935.565180523, 185958.487751488 428931.488123644, 185961.800360202 428929.959227315, 185964.348520751 428934.036284193))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d6c,C0268004195,4195,1393,5,7,HO PU,"MULTIPOLYGON (((187748.171030256 429087.957644475, 187749.711758446 429087.786035021, 187762.256183069 429085.617862864, 187764.269485786 429094.393797785, 187753.789987027 429094.806782958, 187753.543604003 429093.066614268, 187749.055517809 429093.869745482, 187748.171030256 429087.957644475)), ((187748.15790057 429087.869882885, 187748.171030256 429087.957644475, 187748.110657557 429087.96436891, 187748.15790057 429087.869882885)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d6b,C0268004001,4001,1392,5,5,HO PE,"POLYGON ((187804.070976952 428525.672776776, 187802.41060445 428523.279886994, 187806.003743062 428520.561327913, 187804.266314894 428517.712755663, 187806.003743062 428516.38315506, 187809.678015671 428521.438308145, 187804.070976952 428525.672776776))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d6a,C0268003666,3666,1388,6,6,HO PE,"POLYGON ((186398.594433647 428335.164104938, 186387.663801511 428331.349769766, 186394.153864342 428313.587492544, 186404.287471218 428317.060245462, 186398.594433647 428335.164104938))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d69,C0268003549,3549,1384,6,4,HO PV,"POLYGON ((185792.307222235 427757.995270095, 185810.763720919 427778.261229434, 185781.1245797 427808.005721239, 185761.546391096 427787.30853271, 185792.307222235 427757.995270095))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d68,C0268002671,2671,1381,5,7,HO PU,"MULTIPOLYGON (((185607.356046843 429036.527684815, 185607.394724826 429036.489006831, 185540.961420603 428922.435369493, 185539.785609909 428903.622398386, 185613.680732878 428869.440429329, 185743.200860007 428949.47901546, 185690.289378768 429042.368060302, 185607.356046843 429036.527684815)), ((185606.806819479 429036.489006831, 185607.356046843 429036.527684815, 185606.806819479 429037.076912178, 185606.806819479 429036.489006831)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d67,C0268001626,1626,1379,8,0,HO onverdacht,"POLYGON ((185532.584626807 427124.655265829, 185548.2589891 427102.178821785, 185605.928812632 427112.97342978, 185632.89664823 427119.937735761, 185600.114707408 427171.452214195, 185532.584626807 427124.655265829))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d66,C0268000928,928,1374,6,6,HO PE,"POLYGON ((185516.381910654 429390.676463745, 185586.32614944 429281.573663962, 185637.416491661 429276.346599246, 185636.742031697 429313.610512219, 185599.173999609 429374.118045954, 185596.808511353 429393.988147303, 185553.520076271 429389.730268443, 185553.283527445 429393.751598478, 185516.381910654 429390.676463745))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d65,C0268000690,690,1373,6,6,HO PE,"POLYGON ((180866.938623701 426330.598159819, 180853.643284505 426231.326293827, 180933.415319677 426220.690022471, 180944.051591033 426318.18917657, 180866.938623701 426330.598159819))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d64,C0268000275,275,1371,6,6,HO PE,"POLYGON ((187149.668967477 426162.970387151, 187173.4015919 426151.171116252, 187171.390352542 426146.746389664, 187184.262284432 426140.310423719, 187186.27352379 426144.332902435, 187197.938712066 426138.567349609, 187205.447339002 426174.635575427, 187153.557363569 426170.747179335, 187149.668967477 426162.970387151))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d63,C0268005790,5790,1360,6,7,HO PU,"POLYGON ((188257.895186144 429010.005148114, 188244.401409051 429013.180154489, 188222.970116019 429016.619744728, 188214.900308149 429018.604123713, 188208.153419603 429019.530167239, 188203.183066132 428998.451387713, 188202.597158446 428992.278029187, 188217.546146795 428988.309271218, 188232.098259347 428986.324892234, 188235.273265722 428985.928016437, 188253.794136243 428986.060308369, 188257.895186144 429010.005148114))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d62,C0268005773,5773,1359,8,7,HO PU,"POLYGON ((188182.85245268 428983.862980409, 188182.85245268 428983.647756626, 188191.22602435 429019.519354786, 188096.637292762 429042.538151005, 188087.723540591 429006.031030059, 188182.85245268 428983.862980409))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d61,C0268005787,5787,1358,6,0,HO onverdacht,"POLYGON ((188087.753480503 429046.974053024, 188078.145976119 429051.915055279, 188073.52522401 429041.758550644, 188077.002225597 429039.745549725, 188082.126227935 429036.588798285, 188087.753480503 429046.974053024))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d60,C0268005589,5589,1357,5,0,HO onverdacht,"MULTIPOLYGON (((188197.166823847 428991.662925074, 188197.164790683 428991.655122808, 188197.204478263 428991.655122808, 188197.166823847 428991.662925074)), ((188190.973528252 429005.823588756, 188188.393835572 428993.480751473, 188197.166823847 428991.662925074, 188200.339797058 429003.839209772, 188190.973528252 429005.823588756)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d5f,C0268005588,5588,1356,6,4,HO PV,"POLYGON ((188202.797869054 428962.664568476, 188220.25378952 428960.958002549, 188221.937091674 428981.435080859, 188204.528104419 428983.267605834, 188202.797869054 428962.664568476))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d5e,C0268004905,4905,1355,5,7,HO PU,"POLYGON ((188236.114156132 428713.983323768, 188240.567007918 428733.595884442, 188229.910182857 428736.547774952, 188227.058356433 428724.039764318, 188231.882617255 428722.977597577, 188230.030530203 428715.172373572, 188236.114156132 428713.983323768))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d5d,C0268004818,4818,1354,5,5,HO PE,"POLYGON ((188076.966527035 428902.508587621, 188085.697794566 428916.465386478, 188070.947244115 428925.791967704, 188069.690470758 428923.609150822, 188073.768864969 428921.069772307, 188073.28624829 428920.147122775, 188074.386834355 428919.309663022, 188068.962865131 428910.710687423, 188076.966527035 428902.508587621))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7d5c,C0268004332,4332,1352,6,7,HO PU,"POLYGON ((188020.410635505 428743.670277944, 188012.175874458 428746.916188929, 188022.542386091 428776.741152726, 187990.772174302 428788.330286586, 187994.168989399 428797.122043308, 187938.621071932 428815.704620014, 187921.636996447 428763.95314295, 187948.592978047 428754.50871144, 187948.61170457 428754.56194827, 187949.011329875 428754.362135617, 187948.592978047 428754.50871144, 187934.624818877 428714.799230371, 187976.585475956 428699.413656108, 187981.780604928 428712.801103843, 187998.165242454 428706.606911608, 188010.03746419 428740.921830844, 188018.282805491 428737.907404992, 188020.410635505 428743.670277944))"
