Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Soort erkenning omschrijving,Soort melding ki omschrijving,Vervaldatum keuring,Meld datum door keuringsinstantie DT,Vervaldatum keuring DT,API Gebrek constateringen,API Gebrek beschrijving
0031ZA,AL,20210323,1508,APK Lichte voertuigen,periodieke controle,20230325,03/23/2021 03:08:00 PM,03/25/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0032PS,AL,20200310,1655,APK Lichte voertuigen,periodieke controle,20220310,03/10/2020 04:55:00 PM,03/10/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0033RB,AZ,20210203,1647,APK Zware voertuigen,periodieke controle,20220203,02/03/2021 04:47:00 PM,02/03/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0033RB,AZ,20220120,1658,APK Zware voertuigen,periodieke controle,20230203,01/20/2022 04:58:00 PM,02/03/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0033UP,AL,20200806,1421,APK Lichte voertuigen,periodieke controle,20220817,08/06/2020 02:21:00 PM,08/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0033VG,AL,20210827,1417,APK Lichte voertuigen,periodieke controle,0,08/27/2021 02:17:00 PM,,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0033VG,AL,20210908,1445,APK Lichte voertuigen,periodieke controle,20230925,09/08/2021 02:45:00 PM,09/25/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0034TR,AL,20200610,1459,APK Lichte voertuigen,periodieke controle,20220610,06/10/2020 02:59:00 PM,06/10/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0034XA,AL,20200311,1216,APK Lichte voertuigen,periodieke controle,20220405,03/11/2020 12:16:00 PM,04/05/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0034XA,AL,20220318,952,APK Lichte voertuigen,periodieke controle,20240405,03/18/2022 09:52:00 AM,04/05/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0034ZZ,AZ,20210105,839,APK Zware voertuigen,periodieke controle,20220119,01/05/2021 08:39:00 AM,01/19/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0034ZZ,AZ,20210105,1003,APK Zware voertuigen,periodieke controle,20220119,01/05/2021 10:03:00 AM,01/19/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0034ZZ,AZ,20220523,1030,APK Zware voertuigen,periodieke controle,20230523,05/23/2022 10:30:00 AM,05/23/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0035PL,AL,20200619,1148,APK Lichte voertuigen,periodieke controle,20220619,06/19/2020 11:48:00 AM,06/19/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0035ZV,AL,20201111,927,APK Lichte voertuigen,periodieke controle,20221124,11/11/2020 09:27:00 AM,11/24/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0036VX,AL,20210820,1653,APK Lichte voertuigen,periodieke controle,20230820,08/20/2021 04:53:00 PM,08/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0036XA,AL,20200508,1606,APK Lichte voertuigen,periodieke controle,20220508,05/08/2020 04:06:00 PM,05/08/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0036XA,AL,20220615,1552,APK Lichte voertuigen,periodieke controle,20240615,06/15/2022 03:52:00 PM,06/15/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0036ZJ,AL,20200518,1217,APK Lichte voertuigen,periodieke controle,20220718,05/18/2020 12:17:00 PM,07/18/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0036ZZ,AZ,20201126,1410,APK Zware voertuigen,periodieke controle,20220109,11/26/2020 02:10:00 PM,01/09/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0036ZZ,AZ,20211228,1230,APK Zware voertuigen,periodieke controle,20230109,12/28/2021 12:30:00 PM,01/09/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0036ZZ,AZ,20221018,1233,APK Zware voertuigen,periodieke controle,20231018,10/18/2022 12:33:00 PM,10/18/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0037ZZ,AZ,20201116,846,APK Zware voertuigen,periodieke controle,20211116,11/16/2020 08:46:00 AM,11/16/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0037ZZ,AZ,20210930,1604,APK Zware voertuigen,periodieke controle,20221116,09/30/2021 04:04:00 PM,11/16/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0037ZZ,AZ,20221223,1329,APK Zware voertuigen,periodieke controle,20231223,12/23/2022 01:29:00 PM,12/23/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0038VX,AL,20210927,926,APK Lichte voertuigen,periodieke controle,20230927,09/27/2021 09:26:00 AM,09/27/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0038ZZ,AZ,20210112,951,APK Zware voertuigen,periodieke controle,20220217,01/12/2021 09:51:00 AM,02/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0038ZZ,AZ,20220117,1304,APK Zware voertuigen,periodieke controle,20230217,01/17/2022 01:04:00 PM,02/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0039XX,AL,20201016,1220,APK Lichte voertuigen,periodieke controle,20221016,10/16/2020 12:20:00 PM,10/16/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0039ZZ,AZ,20210108,1346,APK Zware voertuigen,periodieke controle,20220217,01/08/2021 01:46:00 PM,02/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0039ZZ,AZ,20220117,1305,APK Zware voertuigen,periodieke controle,20230217,01/17/2022 01:05:00 PM,02/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0040SL,AL,20210218,1430,APK Lichte voertuigen,periodieke controle,20230223,02/18/2021 02:30:00 PM,02/23/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0040VA,AL,20210929,1033,APK Lichte voertuigen,periodieke controle,20230929,09/29/2021 10:33:00 AM,09/29/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0040VN,AL,20200702,1312,APK Lichte voertuigen,periodieke controle,20220706,07/02/2020 01:12:00 PM,07/06/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0040VN,AL,20220705,1107,APK Lichte voertuigen,periodieke controle,20240706,07/05/2022 11:07:00 AM,07/06/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0042FE,AL,20200626,1050,APK Lichte voertuigen,periodieke controle,20220724,06/26/2020 10:50:00 AM,07/24/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0043AT,AL,20201020,1530,APK Lichte voertuigen,periodieke controle,20221020,10/20/2020 03:30:00 PM,10/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0044FN,AL,20200417,916,APK Lichte voertuigen,periodieke controle,20220417,04/17/2020 09:16:00 AM,04/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0045NE,AL,20200512,1638,APK Lichte voertuigen,periodieke controle,20220512,05/12/2020 04:38:00 PM,05/12/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0045UE,AL,20210729,1006,APK Lichte voertuigen,periodieke controle,20230820,07/29/2021 10:06:00 AM,08/20/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0045ZZ,AZ,20200217,1414,APK Zware voertuigen,periodieke controle,20210222,02/17/2020 02:14:00 PM,02/22/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0045ZZ,AZ,20210219,930,APK Zware voertuigen,periodieke controle,20220222,02/19/2021 09:30:00 AM,02/22/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0045ZZ,AZ,20220114,1540,APK Zware voertuigen,periodieke controle,20230222,01/14/2022 03:40:00 PM,02/22/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0045ZZ,AZ,20230111,1628,APK Zware voertuigen,periodieke controle,20240222,01/11/2023 04:28:00 PM,02/22/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046FE,AL,20200522,1001,APK Lichte voertuigen,periodieke controle,20220526,05/22/2020 10:01:00 AM,05/26/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046FN,AL,20200921,1022,APK Lichte voertuigen,periodieke controle,20221001,09/21/2020 10:22:00 AM,10/01/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046RB,AL,20201012,1648,APK Lichte voertuigen,periodieke controle,20221026,10/12/2020 04:48:00 PM,10/26/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046RB,AL,20221014,1130,APK Lichte voertuigen,periodieke controle,20241026,10/14/2022 11:30:00 AM,10/26/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046XE,AL,20200616,1055,APK Lichte voertuigen,periodieke controle,20220617,06/16/2020 10:55:00 AM,06/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046XE,AL,20220510,959,APK Lichte voertuigen,periodieke controle,20240617,05/10/2022 09:59:00 AM,06/17/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046XF,AL,20200717,830,APK Lichte voertuigen,periodieke controle,20220822,07/17/2020 08:30:00 AM,08/22/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046XF,AL,20220808,1138,APK Lichte voertuigen,periodieke controle,20240822,08/08/2022 11:38:00 AM,08/22/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046ZZ,AZ,20201218,1354,APK Zware voertuigen,periodieke controle,20220217,12/18/2020 01:54:00 PM,02/17/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046ZZ,AZ,20220105,1646,APK Zware voertuigen,periodieke controle,20230217,01/05/2022 04:46:00 PM,02/17/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0046ZZ,AZ,20230120,1345,APK Zware voertuigen,periodieke controle,20240217,01/20/2023 01:45:00 PM,02/17/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0047FN,AL,20200918,1100,APK Lichte voertuigen,periodieke controle,20221028,09/18/2020 11:00:00 AM,10/28/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0049ZZ,AZ,20210115,1547,APK Zware voertuigen,periodieke controle,20220301,01/15/2021 03:47:00 PM,03/01/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0049ZZ,AZ,20220218,1355,APK Zware voertuigen,periodieke controle,20230301,02/18/2022 01:55:00 PM,03/01/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0049ZZ,AZ,20230119,853,APK Zware voertuigen,periodieke controle,20240301,01/19/2023 08:53:00 AM,03/01/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0050US,AL,20210722,1112,APK Lichte voertuigen,periodieke controle,20230722,07/22/2021 11:12:00 AM,07/22/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0050VA,AL,20200512,830,APK Lichte voertuigen,periodieke controle,20220525,05/12/2020 08:30:00 AM,05/25/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0050VA,AL,20220627,1517,APK Lichte voertuigen,periodieke controle,20240627,06/27/2022 03:17:00 PM,06/27/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0051XZ,AL,20210203,1439,APK Lichte voertuigen,periodieke controle,20230203,02/03/2021 02:39:00 PM,02/03/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0053RK,AL,20200528,1354,APK Lichte voertuigen,periodieke controle,20220602,05/28/2020 01:54:00 PM,06/02/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0053XK,AL,20210115,1604,APK Lichte voertuigen,periodieke controle,20230201,01/15/2021 04:04:00 PM,02/01/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0053XK,AL,20230119,900,APK Lichte voertuigen,periodieke controle,20250201,01/19/2023 09:00:00 AM,02/01/2025 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0053ZZ,AZ,20200217,1141,APK Zware voertuigen,periodieke controle,20210316,02/17/2020 11:41:00 AM,03/16/2021 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0053ZZ,AZ,20210205,1422,APK Zware voertuigen,periodieke controle,20220316,02/05/2021 02:22:00 PM,03/16/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0053ZZ,AZ,20220128,1328,APK Zware voertuigen,periodieke controle,20230316,01/28/2022 01:28:00 PM,03/16/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0054FP,AL,20200225,1429,APK Lichte voertuigen,periodieke controle,20220316,02/25/2020 02:29:00 PM,03/16/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0054ME,AL,20201102,1543,APK Lichte voertuigen,periodieke controle,20221108,11/02/2020 03:43:00 PM,11/08/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0054NG,AL,20201001,1628,APK Lichte voertuigen,periodieke controle,20221001,10/01/2020 04:28:00 PM,10/01/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0054XM,AL,20200515,1319,APK Lichte voertuigen,periodieke controle,20220515,05/15/2020 01:19:00 PM,05/15/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0054XM,AL,20220621,1135,APK Lichte voertuigen,periodieke controle,20240621,06/21/2022 11:35:00 AM,06/21/2024 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0055NN,AL,20200826,1251,APK Lichte voertuigen,periodieke controle,20220906,08/26/2020 12:51:00 PM,09/06/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0055SL,AL,20201027,928,APK Lichte voertuigen,periodieke controle,20221124,10/27/2020 09:28:00 AM,11/24/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0055XA,AL,20200902,1142,APK Lichte voertuigen,periodieke controle,20220925,09/02/2020 11:42:00 AM,09/25/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0057TN,AL,20200730,1440,APK Lichte voertuigen,periodieke controle,20220824,07/30/2020 02:40:00 PM,08/24/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0059FN,AL,20200729,1603,APK Lichte voertuigen,periodieke controle,20220820,07/29/2020 04:03:00 PM,08/20/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0059MB,AL,20210416,1629,APK Lichte voertuigen,periodieke controle,20230416,04/16/2021 04:29:00 PM,04/16/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0059TL,AL,20200616,1505,APK Lichte voertuigen,periodieke controle,20220627,06/16/2020 03:05:00 PM,06/27/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0060XZ,AL,20210616,1623,APK Lichte voertuigen,periodieke controle,20230703,06/16/2021 04:23:00 PM,07/03/2023 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
0060ZZ,AZ,20210205,1425,APK Zware voertuigen,periodieke controle,20220205,02/05/2021 02:25:00 PM,02/05/2022 12:00:00 AM,https://opendata.rdw.nl/Voertuigen/Open-Data-RDW-Geconstateerde-Gebreken/a34c-vvps,https://opendata.rdw.nl/dataset/Open-Data-RDW-Gebreken/hx2c-gt7k/
