Ministerie;Leveranciers;5000 - Vervoer en verblijfkosten overig;5110 - Verblijf extern;5210 - Wagenpark;Eindtotaal
I & M;GrachtenAtelier;;1;;1
I & M;Grand Hôtel Amrâth Kurhaus B.V.;;1;;1
I & M;Grand Hotel De l'Empereur;;1;;1
I & M;Grand Kasteel Woerden B.V.;;1;;1
I & M;Grietje Drooger Catering en Organisatie;;1;;1
I & M;Grizzly B.V.;;2;;2
I & M;Groenendael Philips Management Train. Centre;;1;;1
I & M;Groothandelsgebouwen N.V.;;1;;1
I & M;H. R.C. de Schelphoek;;1;;1
I & M;H.O.C. Versteeg Testing B.V.;;;1;1
I & M;Haarhuis Vastgoed B.V.;;1;;1
I & M;HACH;;;2;2
I & M;HALYard Survey B.V.;;;2;2
I & M;Hamshop;;;1;1
I & M;Handelmaatschappij Maritiem B.V.;;;3;3
I & M;Handelsmaatschappij J.K. Verduyn & Zn.;;;1;1
I & M;Hans Kreuning B.V.;;2;;2
I & M;Havenbedrijf IJmuiden;;;1;1
I & M;Havenbedrijf Rotterdam N.V.;;;1;1
I & M;HB Eco-Products;;;1;1
I & M;Hebo Maritiem Service B.V.;;;1;1
I & M;Hectas Facility Services C.V.;;;1;1
I & M;HEM Midden-Limburg;;1;;1
I & M;Hendrikx 2-Wielers;;;1;1
I & M;Herberg Vlietzigt;;1;;1
I & M;Hermans Marine B.V.;;;1;1
I & M;Het Bergpaviljoen, proeftuin van A'foort B.V.;;1;;1
I & M;Het College B.V.;;1;;1
I & M;Het Drents Kwartiertje;;1;;1
I & M;Het Havenmuseum;;1;;1
I & M;Het Keringhuis;;1;;1
I & M;Het Muntgebouw-Utrecht B.V.;;1;;1
I & M;Het NIC B.V.;5;;;5
I & M;Het Postkantoor Delft;;1;;1
I & M;Het Wapen van Alblasserdam B.V.;;1;;1
I & M;Highmark Geldrop B.V.;;1;;1
I & M;Hoek Maritiem Elektrotechniek;;;3;3
I & M;Hoekstra Vastgoedbeheer B.V.;;1;;1
I & M;Hogeschool Domstad Facilitaire Zaken B.V.;;1;;1
I & M;Holding Beheermaatschappij Ropeni B.V.;;1;;1
I & M;Holding Steijn YE B.V.;;;1;1
I & M;Holiday Inn Leiden;;1;;1
I & M;Homminga's Fijne Winkeltje;;;1;1
I & M;Horeca Exploitatie Maatschappij Zalmhuis B.V.;;1;;1
I & M;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;1;;1
I & M;Hotel Boschhuis;;1;;1
I & M;Hotel Café Restaurant Nap;;1;;1
I & M;Hotel Contact B.V.;;6;;6
I & M;Hotel De Bilderberg;;2;;2
I & M;Hotel De Plataan B.V.;;1;;1
I & M;Hotel Delft;;1;;1
I & M;Hotel Drachten B.V.;;1;;1
I & M;Hotel Duinzicht;;1;;1
I & M;Hotel Exploitatie Kerckebosch B.V.;;1;;1
I & M;Hotel Exploitatiemaatschappij Chagall B.V.;;2;;2
I & M;Hotel Leusden B.V.;;1;;1
I & M;Hotel Medemblik;;1;;1
I & M;Hotel Mitland;;1;;1
I & M;Hotel New York B.V.;;1;;1
I & M;Hotel Oepkes-de Schoener B.V.;;1;;1
I & M;Hotel Restaur. Cateringserv. De Sluiskop B.V.;;1;;1
I & M;Hotel Wieringermeer B.V.;;1;;1
I & M;Hotel Zoetermeer / Golden Tulip en Tulip Inn;;1;;1
I & M;Hotel/Restaurant Anna Casparii;;1;;1
I & M;Hotel-Café-Restaurant De Biltsche Hoek;;2;;2
I & M;Hotel-Café-Restaurant 'West-End' Expl. B.V.;;1;;1
I & M;Hotel-Café-Restaurant 'Zeezicht';;1;;1
I & M;Hotelexpl.mij. Marquette Heemskerk B.V.;;1;;1
I & M;Hotelexpl.mij. Stationsstraat Amersfoort B.V.;;1;;1
I & M;Hotel-Restaurant 'De Zwarte Boer' B.V.;;1;;1
I & M;Hotel-Restaurant 'Oud London';;1;;1
I & M;HTCE Site Management B.V.;;1;;1
I & M;Huijsmans Service Center B.V.;;;1;1
I & M;Huize Molenaar B.V.;;2;;2
I & M;Huize Vierhouten B.V.;;1;;1
I & M;Hydrauvision IJmond B.V.;;;1;1
I & M;Ice Zone Horeca Exploitatie B.V.;;1;;1
I & M;IJmuiden Stores Holland B.V.;;;3;3
I & M;IMARES;;;1;1
I & M;Imtech Marine Netherlands B.V.;;;1;1
I & M;Initial B.V.;;;2;2
I & M;Inn Events Company B.V.;;2;;2
I & M;Inntel Hotels Rotterdam Centre;;2;;2
I & M;Inter-Data Nederland B.V.;;;1;1
I & M;Internet New Business Concepts B.V.;;1;;1
I & M;Intersafe Groeneveld B.V.;;;1;1
I & M;Ipse de Bruggen;;1;;1
I & M;It's a Present;;1;;1
I & M;Jaarbeurs Catering Services B.V.;;1;;1
I & M;Jaarbeurs-Servicebureau;;3;;3
I & M;Jac. den Dulk en Zonen B.V.;;;1;1
I & M;Jachthaven Hindeloopen B.V.;1;;1;1
I & M;Jungheinrich Nederland B.V.;1;;1;1
I & M;Kaap Doorn B.V.;;1;;1
I & M;Kam Milieuadvies B.V.;1;;;1
I & M;Kameryck B.V.;;2;;2
I & M;Kapellerput Conferentiecentrum;;2;;2
I & M;Kasteel Engelenburg B.V.;;1;;1
I & M;Kasteel Eyckholt Roosteren B.V.;;1;;1
I & M;Kasteel Oud-Poelgeest B.V.;;1;;1
I & M;KASTEELFEESTEN NL;;1;;1
I & M;KAV Autoverhuur B.V.;;;1;1
I & M;Kees Leijen & Zoon Olieprodukten;1;;;1
I & M;Kemetyl Professional B.V.;;;1;1
I & M;Keysight Technologies Netherlands B.V.;;;2;2
I & M;Kieboom Werkendam B.V.;;;1;1
I & M;Kiwa Register B.V.;;;1;1
I & M;Kok Party-Catering Service;;1;;1
I & M;Koken-op-maat;;1;;1
I & M;Kon. Nederlands Aardrijkskundig Genootschap;;1;;1
I & M;Koning Service Center;;;1;1
I & M;Koninklijk Instituut van Ingenieurs;;2;;2
I & M;Kontakt der Kontinenten;;2;;2
I & M;Kossen Work Ribs Beheer B.V.;1;;3;3
I & M;Kuipers Woudsend B.V.;7;;7;7
I & M;Kurera B.V.;;1;;1
I & M;Kwikstraat B.V.;;;1;1
I & M;L. Timmerman en Zonen B.V.;;;1;1
I & M;La Cantina di David B.V.;;1;;1
I & M;La Place Catering Service;;1;;1
I & M;Lalotta;;1;;1
I & M;Laman Dexis;;;1;1
I & M;Landgoed de Horst;;1;;1
I & M;Larik's Hoeve;;1;;1
I & M;Lasaulec B.V.;;;1;1
I & M;Lazuli Zaalverhuur;;1;;1
I & M;LE:EN Restaurant B.V.;;1;;1
I & M;Leaseplan Nederland N.V.;1;;9;9
I & M;Life Architect B.V.;;1;;1
I & M;Liliane Boileau;;1;;1
I & M;Linde Gas Benelux B.V.;;;2;2
I & M;LiveOnlineEvents B.V.;;1;;1
I & M;Lloyd's Register EMEA;1;;;1
I & M;Lloyd's Register Nederland B.V.;;;3;3
I & M;Lodgerie Het Groene Geheim;;1;;1
I & M;Loodgietersbedrijf Klepper B.V.;;;1;1
I & M;Lunchcafé Zeeuws Biologisch Museum;;1;;1
I & M;M.B. Veenswijk Holding B.V.;;2;;2
I & M;Maat Techniek B.V.;;;1;1
I & M;Maatschap J.W. de Voogd en A.J.G. Luijk;;1;;1
I & M;Mach.fabr. en Technische Handel H. Zwart B.V.;;;1;1
I & M;Madurodam B.V.;;2;;2
I & M;Maesstede Catering B.V.;;1;;1
I & M;Main B.V.;;;1;1
I & M;Maison van den Boer B.V.;;2;;2
I & M;Makeblijde Tuin B.V.;;2;;2
I & M;Marcel te Lindert Redactie en Communicatie;;1;;1
I & M;Marpol Services B.V.;;;1;1
I & M;Martens Havenontvangstinst. Vlissingen B.V.;;;1;1
I & M;MDH Trading B.V.;;;1;1
I & M;Meelfabriek Zijlstroom B.V.;;1;;1
I & M;Meet & Connect 's-Hertogenbosch B.V.;;1;;1
I & M;Meeting Plaza Utrecht B.V.;;2;;2
I & M;MeetingDistrict;;2;;2
I & M;Mercedes-Benz Leiden;;;1;1
I & M;Mercure Den Haag Central;;1;;1
I & M;Mercure Hotel Amsterdam City;;1;;1
I & M;Metamorfose Vertalingen B.V.;;1;;1
I & M;Metrohm Applikon;;;1;1
I & M;MGX Exploitaties I B.V.;;1;;1
I & M;Mick de Vlieger B.V.;;1;;1
I & M;Molecaten Horeca B.V.;;1;;1
I & M;Mosella B.V.;;1;;1
I & M;Motel Assen B.V.;;1;;1
I & M;Motel Haarlem Zuid B.V.;;1;;1
I & M;Motrac Intern Transport B.V.;;;1;1
I & M;MR Motoren B.V.;;;1;1
I & M;MULTI VLAAI UTRECHT;;1;;1
I & M;Multibat Nederland B.V.;;;1;1
I & M;Museumkwartier B.V.;;1;;1
I & M;N.B.C. Exploitatie B.V.;;3;;3
I & M;N.V. Golf Exploit. Mij. Schipluid.;;1;;1
I & M;N.V. Port of Den Helder;;;1;1
I & M;Nautica Jansen B.V.;2;;;2
I & M;Nettenfabriek De Noordzee Holding B.V.;;;1;1
I & M;New Babylon Meeting Center B.V.;;1;;1
I & M;NewLease;;;3;3
I & M;NH Den Haag;;2;;2
I & M;Nieuw Allardsoog;;1;;1
I & M;Nikita Horeca B.V.;;1;;1
I & M;Noord Nederlandse Reinigingsdienst B.V.;;;1;1
I & M;NR71;;1;;1
I & M;N-R-Koeling B.V.;;;1;1
I & M;NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;;1;;1
I & M;Oesterbaai B.V.;;;2;2
I & M;Oliehandel Anton van Megen B.V.;2;;;2
I & M;Oliehandel Hoekman B.V.;5;;1;5
I & M;Oliveira Hydro Marine & Shipping B.V.;1;;2;2
I & M;Onderons;;1;;1
I & M;Orange5 Catering & Events B.V.;;1;;1
I & M;Oudaen B.V.;;2;;2
I & M;P4 Holding B.V.;;1;;1
I & M;Pageshuis B.V.;;1;;1
I & M;Park Plaza Utrecht;;1;;1
I & M;Partycentrum 'Open Huis';;1;;1
I & M;Partycentrum-Restaurant 'Boerderij Mereveld';;1;;1
I & M;Pasta Bonetti;;1;;1
I & M;PB Elektra;;;2;2
I & M;PC plus;;;1;1
I & M;Peinemann Heftrucks B.V.;;;1;1
I & M;Pellenaer Events B.V.;;1;;1
I & M;Pels Rijcken & Droogleever Fortuijn N.V.;;;2;2
I & M;POL Heteren B.V.;;;1;1
I & M;Pon Dealer;;;1;1
I & M;Pon Power B.V.;5;;1;5
I & M;Ponthoeve V.O.F.;;1;;1
I & M;Postillion Hotels B.V.;;1;;1
I & M;Praxair;1;;1;1
I & M;Puur Amsterdam;;1;;1
I & M;QUA-VAC B.V.;;;1;1
I & M;Radio Holland Content@Sea;2;;1;3
I & M;Radio Tol IJmuiden;;;2;2
I & M;RADventure B.V.;;;1;1
I & M;Rational Nederland Grootkeukentechniek B.V.;1;;;1
I & M;Rederij L. De Boer & Zonen B.V.;;;2;2
I & M;Regardz Business Center;;2;;2
I & M;Register Holland;;;1;1
I & M;Regus Amsterdam;;1;;1
I & M;Reparatie/Install./Garagebedr. Markerink B.V.;;;2;2
I & M;Restaurant Belle van Zuylen B.V.;;1;;1
I & M;Restaurant Boathouse Almere B.V.;;1;;1
I & M;Restaurant Brasserie 'De Waterman';;1;;1
I & M;Restaurant De Cantine;;1;;1
I & M;Restaurant 'De Handschoen';;1;;1
I & M;Restaurant 'De Klink';;1;;1
I & M;Restaurant de Steenoven B.V.;;1;;1
I & M;Restaurant FF Swanjéé B.V.;;1;;1
I & M;Restaurant Oolderhof B.V.;;1;;1
I & M;Rijn IJssel locatie Stationsplein;;1;;1
I & M;Rodast B.V.;;1;;1
I & M;ROI B.V.;;1;;1
I & M;Roodenberg Staalkabels B.V.;;;1;1
I & M;RuimTeUtrecht B.V.;;1;;1
I & M;S.B.I. Zonheuvel B.V.;;1;;1
I & M;S.s.b. Nijmegen&C.g. De Vereeniging Hor. B.V.;;1;;1
I & M;SAB Stg. Afvalst. & Vaardocumenten Binnenv.;;;2;2
I & M;Sandfirden Technics B.V.;;;1;1
I & M;Savas Seating B.V.;;;1;1
I & M;SBI Training en Advies/FNV Formaat B.V.;;1;;1
I & M;Scheel Nederland B.V.;;;1;1
I & M;Scheepsreparatiebedrijf Misti B.V.;1;;;1
I & M;Schouwburg en Congrescentrum Het Park B.V.;;1;;1
I & M;Schuitemaker Industrial B.V.;6;;4;6
I & M;SEATS2MEET COM;;1;;1
I & M;Seats2Meet.com Utrecht B.V.;;2;;2
I & M;Significant B.V.;;;3;3
I & M;Simako BDM Elst B.V.;;;1;1
I & M;Simonis Oude Visafslag B.V.;;1;;1
I & M;Sita Recycling Services;;;1;1
I & M;Skoda Center Utrecht B.V.;;;1;1
I & M;Sky Service Netherlands B.V.;1;;;1
I & M;Slagerij Traiteur Jacobs B.V.;;1;;1
I & M;Sleep- en Bergingsbedrijf FBT B.V.;;;2;2
I & M;Sleepdienst Scheveningen;1;;1;1
I & M;Slurink B.V.;5;;;5
I & M;Smeba Brandbeveiliging Nijmegen B.V.;;;1;1
I & M;Smeding B.V.;;;1;1
I & M;SMST Designers & Constructors B.V.;;;3;3
I & M;Soeters Telecom;;;1;1
I & M;Spaces B.V.;;1;;1
I & M;Spaces Rode Olifant B.V.;;1;;1
I & M;Special Cargo Services B.V.;;;1;1
I & M;Sportfondsen Welzijn Delft B.V.;;1;;1
I & M;Stadscafé De Observant;;1;;1
I & M;Stayokay Heeg;;1;;1
I & M;STC B.V.;;1;;1
I & M;Steegro Banden;;;1;1
I & M;Steengracht Artware;;1;;1
I & M;Steenstraat B.V.;;1;;1
I & M;Stempelfabriek De Maas B.V.;;;1;1
I & M;Stg. Beh./Behoud Poldermolencompl. De Goliath;;1;;1
I & M;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;1;;1
I & M;Stg. Maritiem Research Instituut Nederland;;;2;2
I & M;Stg. NIOZ, Kon. Ned. Inst. v. Onderz. der Zee;;;3;3
I & M;Sticht. INT. ARCHITECTUUR BIENNALE ROTTERDAM;;1;;1
I & M;Stichting Aanloophaven Vlieland;;;1;1
I & M;Stichting Automuseum Leeuwarden;;1;;1
