Ministerie;Handelsnaam;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
FIN;HP Nederland B.V.;;;1;;;;;;1
FIN;i3 groep;;7;8;;7;;;6;9
FIN;IBM Nederland B.V.;;8;6;7;9;;;7;10
FIN;IDEA-(X) B.V.;;;;;;;;2;2
FIN;Ideal Systems N.V.;;;;2;;;;2;3
FIN;In Summa Business Intelligence B.V.;;;;2;;;;;2
FIN;Infopact Netwerkdiensten B.V.;;;;;;;3;;3
FIN;Informa Telecoms and Media Ltd;;;;;2;;;;2
FIN;Innovero Software Solutions B.V.;;;;1;;;;;1
FIN;Insight Enterprises Netherlands B.V.;;;;;5;;;;5
FIN;Insocial B.V.;;;;;;;;2;2
FIN;Interned Services;;;;;;;1;;1
FIN;INTRASOFT INTERNATIONAL SA;;;;;1;;;1;2
FIN;IPS B.V.;;1;;;;;;;1
FIN;iText Software BVBA;;;;;1;;;;1
FIN;Itsmf-NL Technol. Serv. Man. Forum-Nederland;;1;;;;;;;1
FIN;iWelcome B.V.;;;;;;;;5;5
FIN;John Verzijden B.V.;;;;;;;1;;1
FIN;Kaliber Interactive B.V.;;;;;2;;;;2
FIN;KERN Nederland B.V.;;;6;;;;;1;6
FIN;KnowledgePlaza Professional Services B.V.;;;;1;;;;;1
FIN;Koning & Hartman B.V.;;;;;;;1;;1
FIN;Koning & Hartman Network Services B.V.;;;1;;;;;;1
FIN;KPN;;;;;;;1;;1
FIN;KPN B.V.;;2;;;;;4;;4
FIN;KPN Business Center;;;;;;;7;;7
FIN;KPN BV;;;;;;;1;;1
FIN;KPN Corporate Market;;;5;;5;;8;4;9
FIN;KPN Corporate Market B.V.;;;;;;;7;1;7
FIN;KPN MOBILE THE NETHERLANDS BV;;;;;;;1;;1
FIN;KPN Telecom BV;;;;;;;4;;4
FIN;Kwaliteitszorg in de Automatisering (Kza);;;;;;;;1;1
FIN;Le Blanc Adviesgroep;;;;;;;;3;3
FIN;LeaseWeb BV;;1;;;;;;;1
FIN;LENTELINK VOF;;;;;;;1;;1
FIN;Levi, Ray & Shoup Inc.;;;;;2;;;;2
FIN;Lucom Benelux BV;;;;2;;;;;2
FIN;M2C Telecom B.V.;;;;1;;;;;1
FIN;Madison Gurkha B.V.;;;;;;;2;4;5
FIN;MAN Roland Nederland B.V.;;;1;;;;;;1
FIN;Manroland Benelux B.V.;;;1;;;;;;1
FIN;Maximum Alliances B.V.;;;;;2;;;2;3
FIN;Maykin;;;;;;;4;;4
FIN;Mensys B.V.;;;;3;;;;;3
FIN;Micro Focus N.V.;;;;;1;;;;1
FIN;Misco Solutions B.V.;;2;;;;;;;2
FIN;Misteli Productions B.V.;;;;;;;1;;1
FIN;MMM Interactieve Communicatie;;;;1;;;;;1
FIN;Mobatek;;;;;1;;;;1
FIN;Motiv IT Masters BV;;;;;;;;2;2
FIN;MQSystems;;;;;1;;;;1
FIN;NCC Group Escrow Europe B.V.;;;;1;1;;;;1
FIN;NetBoss BV;;;;;;;;1;1
FIN;Northwave BV;;;;;;;;1;1
FIN;Novak;;;;1;;;;;1
FIN;OmniCard B.V.;;;1;;1;;;;1
FIN;One Shoe B.V.;;;;;;2;;;2
FIN;Optelec Nederland B.V.;;;4;;;;;;4
FIN;Oracle Nederland;;;;;5;;;7;7
FIN;Oracle Nederland B.V.;;;;1;;;;;1
FIN;OSN Nederland B.V.;;1;5;2;;;;1;5
FIN;PA Consulting Services B.V.;;;;;;;;3;3
FIN;Panagenda GmbH;;;;2;;;;;2
FIN;Parabots;;;;;;;;1;1
FIN;Participoll;;1;;;;;;;1
FIN;Pentacompany;;;;;;;;1;1
FIN;PINS Group B.V.;;;;1;;;;;1
FIN;PITNEY BOWES;;;;;3;;;;3
FIN;Planon B.V.;;;;1;;;;;1
FIN;PointLogic HR B.V.;;;;2;;;;;2
FIN;PQR B.V.;;1;;;;;;;1
FIN;PQR Holding;;;6;;6;;;2;7
FIN;Primafoon KPN Winkel;;;;;;;3;;3
FIN;Prime Contact BV;;;;4;;;;;4
FIN;PrimeKey support;;2;2;;;;;;3
FIN;Protinus IT B.V.;;4;;3;;;2;;4
FIN;Q42;;;;2;;;;;2
FIN;QA Sourcing B.V.;;;;;;;2;;2
FIN;Qpr Costcontrol B.V.;;;;;2;;;;2
FIN;QuoVadis Trustlink B.V.;;1;;2;;;;;2
FIN;R.G. IT B.V.;;;;1;;;;;1
FIN;RAINCODE S.P.R.L.;;;;;1;;;;1
FIN;RAM Infotechnology B.V.;;;;;;;1;;1
FIN;Ram Mobile Data (Netherlands) B.V.;;;;;;;1;;1
FIN;Rapidsugar B.V.;;;;;;;;1;1
FIN;ReadSpeaker B.V.;;;;;2;;;;2
FIN;Réseaux IP Européens Network Coord. Centre;;;;;;;1;;1
FIN;Ricoh Nederland B.V.;;;;;1;;;;1
FIN;Rotaform Systeemtechniek;;;2;;;;;;2
FIN;SA KEY BUSINESS NV;;;;2;;;;;2
FIN;SAP Nederland B.V.;;;;7;7;;;2;7
FIN;Sas Institute B.V.;;;;3;;;;2;3
FIN;Schiphol Telematics B.V.;;;;;;;5;;5
FIN;Scholten Awater B.V.;;9;;6;;;3;3;9
FIN;SDL Netherlands B.V.;;;;;2;;;;2
FIN;Sdu Uitgevers B.V.;;;;3;;;;;3
FIN;Sectra Communications B.V.;;;;;;;2;;2
FIN;SecureLink Nederland B.V.;;1;6;4;7;;;1;7
FIN;Sensetrans B.V.;;;;;;;;1;1
FIN;SIDEKIQ VOF;1;;;;;;;;1
FIN;SLTN B.V.;;;;;6;;;;6
FIN;SmartDC;;;;;;;1;;1
FIN;Snow Software Benelux B.V.;;;;1;;;;;1
FIN;Socon-Media;;;;;;;;1;1
FIN;Softline Solutions BV;;;;;;;;2;2
FIN;Software Improvement Group B.V.;;;;;;;;4;4
FIN;SoftwareONE B.V.;;6;;1;;;;;6
FIN;Sogeti Nederland B.V.;;;;;;;;2;2
FIN;Sonova Nederland B.V.;;1;;;;;;;1
FIN;SRC System Integrators B.V.;;;;;1;;;;1
FIN;Stg. Routerings (Int.)Nat. Informatiestromen;;;;;;;5;;5
FIN;Sticht. Internet Domeinregistratie Nederland;;;;;;;1;;1
FIN;Stichting Beheer Derdengelden X Pact;;;;1;;;1;;1
FIN;Stroomt interactions B.V.;;;;;;;;1;1
FIN;Symantec Limited;;1;;1;;;;;2
FIN;Syslogic V.O.F.;;;;2;;;;;2
FIN;Talentsoft Holding B.V.;;;;;;;4;;4
FIN;Tele2 Nederland B.V.;;;;;;;7;;7
FIN;Telegrootgebruik B.V.;;;;;;;8;;8
FIN;Telfort Zakelijk;;;;;;;1;;1
FIN;TELINDUS - ISIT BV;;;;2;;;;;2
FIN;Telindus-ISIT B.V.;;7;8;3;;;;5;9
FIN;The Others Online B.V.;;;;;;;2;;2
FIN;The Spirit of Intraverte B.V.;;1;;;;;;;1
FIN;T-Mobile Netherlands B.V.;;;;;;;1;;1
FIN;TNO Bedrijven B.V.;;;;;;;;3;3
FIN;Total Identity;;;;;1;;;;1
FIN;Trace Digital Europe;;;2;;;;;1;2
FIN;Traxion Nederland BV;;;;;;;;1;1
FIN;Trend-IT SA;;;2;;;;;;2
FIN;TriageExpert B.V.;;;;;;;;1;1
FIN;Unique Sources Advies;;;;;;;1;;1
FIN;Unisys Nederland N.V.;;;3;;;;;;3
FIN;UNIT4 Accountancy B.V.;;;;1;;;;;1
FIN;United Electric Automation B.V.;;;2;;2;;;2;4
FIN;Usabilla;;;;;2;;;;2
FIN;van den berkmortel;;1;;;;;;;1
FIN;Van Dijk Zakelijk B.V.;;1;;;;;;;1
FIN;Vastgoeddata Nederland BV;;;;1;;;;;1
FIN;Verdonck, Klooster & Associates B.V.;;;;;;;;1;1
FIN;Verificatie Informatie Systemen B.V.;;;;;1;;;;1
FIN;Vevida Nederland B.V.;;;;;;;1;;1
FIN;Vocas Sales & Services B.V.;;2;;;;;;;2
FIN;Vodafone;;5;4;;;;6;;7
FIN;Webelect;;;;1;;;;;1
FIN;WebGenerator B.V.;;;;;;;2;;2
FIN;WiseGuys Internet B.V.;;;;;;;;2;2
FIN;WOLTERS KLUWER TAX&ACCOUNTING LIMIT;;;;4;;;;;4
FIN;Xerox (Nederland) B.V.;;7;6;;4;;;4;7
FIN;XEROX BELGIË;;;;;1;;;;1
FIN;XS4ALL Internet B.V.;;1;;1;;;1;;1
FIN;XWITS B.V.;;;;;;;;1;1
FIN;Ziggo B.V.;;;;;;;1;;1
FIN;Ziggo Services B.V.;;;;;;;1;;1
I & M;A. Agterberg B.V.;;;2;;;;;;2
I & M;Aageka Webshops;;;1;;;;;;1
I & M;ABCstore;;;1;;;;;;1
I & M;Acidus B.V.;;;1;;;;;;1
I & M;Activiteitenboerderij 't Geveltje;;;1;;;;;;1
I & M;Adec Nederland B.V.;1;;;;;;;;1
I & M;Adecs IT B.V.;;;1;;;;;;1
I & M;ADP Nederland B.V.;;;;;2;;;;2
I & M;Ae Sensors B.V.;;;1;;;;;;1
I & M;aFrogleap B.V.;;;;;;;1;;1
I & M;Agco B.V.;;;1;;;;;;1
I & M;Air Products Nederland B.V.;;;2;;;;;;2
I & M;Air-Parts B.V.;;;1;;;;;;1
I & M;Ajilon Young Professionals B.V.;3;;;;;;;;3
I & M;Alberts & Kluft;;;1;;;;;;1
I & M;Allround Automotive Equipment B.V.;;;;;1;;;;1
I & M;AlterNET Internet B.V.;;;;;1;;;;1
I & M;Anoniem 119;;;1;;;;;;1
I & M;Anoniem 13;;;1;;;;;;1
I & M;Anoniem 14;;;1;;;;;;1
I & M;Anoniem 142;;;1;;;;;;1
I & M;Anoniem 146;;;1;;;;;;1
I & M;Anoniem 15;;;1;;;;;;1
I & M;Anoniem 151;;;1;;;;;;1
I & M;Anoniem 162;;;1;;;;;;1
I & M;Anoniem 163;;;1;;;;;;1
I & M;Anoniem 168;;;1;;;;;;1
I & M;Anoniem 19;;;1;;;;;;1
I & M;Anoniem 20;;;1;;;;;;1
I & M;Anoniem 210;;;1;;;;;;1
I & M;Anoniem 218;;;1;;;;;;1
I & M;Anoniem 22;;;1;;;;;;1
I & M;Anoniem 222;;;1;;;;;;1
I & M;Anoniem 224;;;1;;;;;;1
I & M;Anoniem 246;;;1;;;;;;1
I & M;Anoniem 247;;;1;;;;;;1
I & M;Anoniem 251;;;;;1;;;;1
I & M;Anoniem 264;;;1;;;;;;1
I & M;Anoniem 271;;;1;;;;;;1
I & M;Anoniem 272;;;1;;;;;;1
I & M;Anoniem 279;;;1;;;;;;1
I & M;Anoniem 280;;;1;;;;;;1
I & M;Anoniem 302;;;1;;;;;;1
I & M;Anoniem 304;;;1;;;;;;1
I & M;Anoniem 306;;;1;;;;;;1
I & M;Anoniem 308;;;1;;;;;;1
I & M;Anoniem 323;2;;;;;;;;2
I & M;Anoniem 325;;;1;;;;;;1
I & M;Anoniem 328;;;1;;;;;;1
I & M;Anoniem 334;;;1;;;;;;1
I & M;Anoniem 335;;;1;;;;;;1
I & M;Anoniem 336;;;1;;;;;;1
I & M;Anoniem 340;;;1;;;;;;1
I & M;Anoniem 359;;;1;;;;;;1
I & M;Anoniem 360;;;1;;;;;;1
I & M;Anoniem 361;;;1;;;;;;1
I & M;Anoniem 362;;;1;;;;;;1
I & M;Anoniem 368;;;1;;;;;;1
I & M;Anoniem 374;;;1;;;;;;1
I & M;Anoniem 376;;;1;;;;;;1
I & M;Anoniem 377;;;1;;;;;;1
I & M;Anoniem 378;;;1;;;;;;1
I & M;Anoniem 379;;;1;;;;;;1
I & M;Anoniem 380;;;1;;;;;;1
I & M;Anoniem 383;;;1;;;;;;1
I & M;Anoniem 386;;;1;;;;;;1
I & M;Anoniem 387;;;1;;;;;;1
I & M;Anoniem 391;;;1;;;;;;1
I & M;Anoniem 393;;;1;;;;;;1
I & M;Anoniem 394;;;1;;;;;;1
I & M;Anoniem 395;;;1;;;;;;1
I & M;Anoniem 396;;;1;;;;;;1
I & M;Anoniem 400;;;1;;;;;;1
I & M;Anoniem 401;;;1;;;;;;1
I & M;Anoniem 403;;;1;;;;;;1
I & M;Anoniem 415;;;1;;;;;;1
I & M;Anoniem 439;;;1;;;;;;1
I & M;Anoniem 441;;;1;;;;;;1
I & M;Anoniem 447;;;1;;;;;;1
I & M;Anoniem 460;;;1;;;;;;1
I & M;Anoniem 461;;;1;;;;;;1
I & M;Anoniem 464;;;1;;;;;;1
I & M;Anoniem 465;;;1;;;;;;1
I & M;Anoniem 469;;;1;;;;;;1
I & M;Anoniem 472;;;1;;;;;;1
I & M;Anoniem 482;;;1;;;;;;1
I & M;Anoniem 484;2;;;;;;;;2
I & M;Anoniem 499;;;1;;;;;;1
I & M;Anoniem 5;;;1;;;;;;1
I & M;Anoniem 505;;;1;;;;;;1
I & M;Anoniem 507;;;1;;;;;;1
I & M;Anoniem 509;;;1;;;;;;1
I & M;Anoniem 510;;;1;;;;;;1
I & M;Anoniem 511;;;1;;;;;;1
I & M;Anoniem 513;;;1;;;;;;1
I & M;Anoniem 514;;;1;;;;;;1
I & M;Anoniem 515;;;1;;;;;;1
I & M;Anoniem 518;;;1;;;;;;1
I & M;Anoniem 519;;;1;;;;;;1
I & M;Anoniem 521;;;1;;;;;;1
I & M;Anoniem 522;;;1;;;;;;1
I & M;Anoniem 523;;;1;;;;;;1
I & M;Anoniem 525;;;1;;;;;;1
I & M;Anoniem 526;;;1;;;;;;1
I & M;Anoniem 528;;;1;;;;;;1
I & M;Anoniem 529;;;1;;;;;;1
I & M;Anoniem 531;;;1;;;;;;1
I & M;Anoniem 532;;;1;;;;;;1
I & M;Anoniem 533;;;1;;;;;;1
I & M;Anoniem 534;;;1;;;;;;1
I & M;Anoniem 535;;;1;;;;;;1
I & M;Anoniem 536;;;1;;;;;;1
I & M;Anoniem 54;;;1;;;;;;1
I & M;Anoniem 542;;;1;;;;;;1
I & M;Anoniem 549;;;1;;;;;;1
I & M;Anoniem 557;;;1;;;;;;1
I & M;Anoniem 570;;;1;;;;;;1
I & M;Anoniem 571;;;1;;;;;;1
I & M;Anoniem 572;;;1;;;;;;1
I & M;Anoniem 574;;;1;;;;;;1
I & M;Anoniem 575;;;1;;;;;;1
I & M;Anoniem 577;;;1;;;;;;1
I & M;Anoniem 578;;;1;;;;;;1
I & M;Anoniem 580;;;1;;;;;;1
I & M;Anoniem 596;;;;;1;;;;1
I & M;Anoniem 597;;;1;;;;;;1
I & M;Anoniem 601;;;1;;;;;;1
I & M;Anoniem 602;;;1;;;;;;1
I & M;Anoniem 603;;;1;;;;;;1
I & M;Anoniem 620;;;1;;;;;;1
I & M;Anoniem 631;;;1;;;;;;1
I & M;Anoniem 636;;;1;;;;;;1
I & M;Anoniem 64;;;1;;;;;;1
I & M;Anoniem 656;;;1;;;;;;1
I & M;Anoniem 662;;;1;;;;;;1
I & M;Anoniem 665;;;1;;;;;;1
I & M;Anoniem 667;;;1;;;;;;1
I & M;Anoniem 7;;;1;;;;;;1
I & M;Anoniem 709;;;1;;;;;;1
I & M;Anoniem 712;;;1;;;;;;1
I & M;Anoniem 713;;;1;;;;;;1
I & M;Anoniem 719;;;1;;;;;;1
I & M;Anoniem 723;;;1;;;;;;1
I & M;Anoniem 724;;;1;;;;;;1
I & M;Anoniem 729;;;1;;;;;;1
I & M;Anoniem 731;;;1;;;;;;1
I & M;Anoniem 736;;;1;;;;;;1
I & M;Anoniem 760;;;1;;;;;;1
I & M;Anoniem 761;;;1;;;;;;1
I & M;Anoniem 763;;;1;;;;;;1
I & M;Anoniem 771;;;1;;;;;;1
I & M;Anoniem 774;;;1;;;;;;1
I & M;Anoniem 788;;;1;;;;;;1
I & M;Anoniem 8;;;1;;;;;;1
I & M;Anoniem 9;;;1;;;;;;1
I & M;Antech IT;;;;;1;;;;1
I & M;Aqua Light Nederland B.V.;;;1;;;;;;1
I & M;Arkasis;;;1;;1;;;;1
I & M;AST Cartechnics;;;;;;;1;;1
I & M;Atos Nederland B.V.;8;;3;;7;;;;9
I & M;Audiotex B.V.;;;2;;;;;;2
I & M;Auke Smits Publiciteit B.V.;;;1;;;;;;1
I & M;Autobedrijf T. Schepens;;;1;;;;;;1
I & M;Autoschade Weller;;;1;;;;;;1
I & M;Avantes B.V.;;;1;;;;;;1
I & M;AVT Holding B.V.;;;1;;;;;;1
I & M;Axians;;;2;;;;;;2
I & M;BAM Infra Regio Noordoost Wegen;;;2;;;;;;2
I & M;Be Informed B.V.;;;;;3;;;;3
I & M;Bechtle Holding B.V.;;;1;;;;;;1
I & M;Becis B.V.;3;;;;;;;;3
I & M;Berkx maatwerk voor woning en bedrijf;1;;;;;;;;1
I & M;Besthoma Trading International B.V.;;;2;;;;;;2
I & M;Between B.V.;4;;;;2;;;;4
I & M;Biesheuvel Techniek Zwolle;;;1;;;;;;1
I & M;Billink B.V.;;;1;;;;;;1
I & M;Boerderij Aver Heino;;;1;;;;;;1
I & M;bol.com B.V.;;;1;;;;;;1
I & M;Boso B.V.;;;1;;;;;;1
I & M;Brood- en Banketbakkerij 'De Ambacht';1;;;;;;;;1
I & M;BSW Testsystems & Consulting B.V.;;;1;;;;;;1
I & M;Burando Customs Services B.V.;;;1;;;;;;1
I & M;bureau;2;;;;;;;;2
I & M;Burger PV Artillerie Schiet- kamp.;;;1;;;;;;1
I & M;Burkert-Contromatic B.V.;;;1;;;;;;1
I & M;Buro Ecolan;;;1;;;;;;1
I & M;Buyitdirect.Com N.V.;;;;;1;;;;1
I & M;BySpy Products B.V.;;;;;1;;;;1
I & M;Caesar Accounts;6;;;;;;;;6
I & M;Canon Nederland N.V.;;;2;;;;;;2
I & M;Canrinus Consultancy;;;1;;;;;;1
I & M;Capgemini Nederland B.V.;5;;3;4;5;;;;7
I & M;Cartron B.V.;1;;;;;;;;1
I & M;Catec B.V.;;;2;;;;;;2
I & M;CCV Services B.V.;1;;;;;;;;1
I & M;Central Point Nederland B.V.;1;;;;;;;;1
I & M;Centric;7;;6;;;;;;7
I & M;Centric Test & Security Professionals B.V.;1;;;;;;;;1
I & M;Certified Secure B.V.;2;;;;;;;;2
I & M;CGI;6;;1;;7;;2;;7
I & M;Chikara Nederland B.V.;;;1;;;;;;1
I & M;Cimsolutions;6;;;;2;;2;;6
I & M;CIO Platform Nederland;2;;;;;;;;2
I & M;Clockwise B.V.;;;;;1;;;;1
I & M;CM Telecom B.V.;1;;;;;;;;1
I & M;Colorworks B.V.;1;;;;;;;;1
I & M;Combigas B.V.;;;1;;;;;;1
I & M;COMPAREX Nederland B.V.;7;;2;3;9;;1;;9
I & M;CONCPT Group B.V.;1;;;;;;;;1
I & M;Connected Information Systems B.V.;1;;;;;;;;1
I & M;Conrad Electronic Benelux B.V.;;;1;;;;1;;1
I & M;Coolblue B.V.;;;1;;;;1;;1
I & M;Coöperatieve M7 UA;1;;;;;;;;1
I & M;Country Stables B.V.;;;2;;;;;;2
I & M;Crisisplan B.V.;1;;;;;;;;1
I & M;Croissanterie Aad de Groot B.V.;1;;;;;;;;1
I & M;Cu4iS B.V.;1;;;;;;;;1
I & M;D.D.S. Electronics Europe B.V.;;;1;;;;;;1
I & M;DataExpert B.V.;2;;;;;;;;2
I & M;Dbf Communicatie B.V.;1;;;;;;;;1
I & M;DCI Electronics B.V.;;;1;;;;;;1
I & M;De Kok Staalbouw B.V.;;;5;;;;;;5
I & M;De Ned. Prov. v.d. Missionar. van Mariannhill;;;1;;;;;;1
I & M;De Ulebelt;;;1;;;;;;1
I & M;Deloitte Accountants;5;;;;;;;;5
I & M;Den Besten Kerst- en Relatiegeschenken B.V.;;;1;;;;;;1
I & M;Den Hartog B.V.;;;1;;;;;;1
I & M;Detron Telecom Enterprise;6;;;;;;;;6
I & M;DHL Worldwide Express;;;1;;;;;;1
I & M;Digital V.O.F.;1;;;;;;;;1
I & M;Dimension Data Nederland B.V.;1;;;;;;;;1
I & M;Display Electronics;;;1;;;;;;1
I & M;Divide B.V.;;;;;1;;;;1
I & M;DKMtools;;;1;;;;;;1
I & M;Docspro B.V.;;;2;;;;;;2
I & M;Document House Beuningen;;;1;;;;;;1
I & M;Draaierij Ligthart;;;2;;;;;;2
I & M;DS Internet Trading B.V.;1;;;;;;;;1
I & M;Dunea N.V.;;;1;;;;;;1
I & M;Dyntatronic Datasystems;;;;;1;;;;1
I & M;E.A.L. Electronic Application Laboratory B.V.;2;;;;;;;;2
I & M;Easy Comp. B.V.;;;1;;;;;;1
I & M;Ecotools Holding B.V.;;;1;;;;;;1
I & M;Eight Media B.V.;;;2;;;;;;2
I & M;El-Contronic B.V.;;;1;;;;;;1
I & M;Elektrikon B.V.;;;;;;;1;;1
I & M;Elseco B.V.;1;;;;;;;;1
I & M;ENGIE Infra & Mobility B.V.;1;;;;;;;;1
I & M;Enrise B.V.;3;;;;;;;;3
I & M;Entopic B.V.;1;;;;;;;;1
I & M;Epona Software Productions B.V.;;;;;1;;;;1
I & M;Eriks B.V.;;;1;;;;;;1
I & M;Esri Nederland;;;;;1;;;;1
I & M;Ettu Configuration B.V.;;;;;3;;;;3
I & M;Europcar Autoverhuur Zeist;;;1;;;;;;1
I & M;EVE Compliancy Solutions B.V.;;;;;1;;;;1
I & M;Exact Software Nederland B.V.;;;;;1;;;;1
I & M;Experian Nederland B.V.;;;;;;;1;;1
I & M;Explainit Company;1;;;;;;;;1
I & M;Fabory Centre Amsterdam-West;;;1;;;;;;1
I & M;Fabory Centre Rotterdam;;;1;;;;;;1
I & M;Faes Cases B.V.;;;1;;;;;;1
I & M;Farnell (Netherlands) B.V.;;;1;;;;;;1
I & M;Federal Express Europe Inc.;;;1;;;;;;1
I & M;FEM Products;;;1;;1;;;;1
I & M;Fieldworks Direct B.V.;;;1;;;;;;1
I & M;Fijnmechanische Techniek Utrecht F.T.U.;;;1;;;;;;1
I & M;Firebrand Training BeNeLux B.V.;1;;;;;;;;1
I & M;Firma Klaas Keppel;;;1;;;;;;1
I & M;For Conference B.V.;;;;;;;1;;1
I & M;Forrester Research B.V.;2;;;;;;;;2
I & M;Four Digits B.V.;;;2;;;;;;2
I & M;Fox-IT;1;;;;;;;;1
I & M;Frank B.V.;;;1;;;;;;1
I & M;Fujitsu Technology Solutions B.V.;2;;1;;;;;;2
I & M;Galerij De Hamer;1;;;;;;;;1
I & M;Geco - verhuur - verkoop - service;;;1;;;;;;1
I & M;Geodan B.V.;3;;;;;;;;3
I & M;Geopol;;;1;;;;;;1
I & M;Goudappel Coffeng B.V.;;;;;1;;;;1
I & M;Grontmij Nederland Projecten B.V.;1;;;;;;;;1
I & M;Gunneman B.V.;;;1;;;;;;1
I & M;Handels- en Ingenieursbur. Bakker & Co. B.V.;;;1;;;;;;1
I & M;Harmsen Vakschilders;;;1;;;;;;1
I & M;Havenbedrijf IJmuiden;;;;;1;;;;1
I & M;HeadFirst B.V.;4;;;;;;;;4
I & M;HERE Europe B.V.;;;;;2;;;;2
I & M;Hessen Apotheek;;;1;;;;;;1
I & M;Hewlett-Packard Nederland B.V.;5;;2;;6;;;;7
I & M;Hoppinger;;;;;;;1;;1
I & M;Hostnet B.V.;;;;;1;;;;1
I & M;Hotelexpl.mij. Danny Kayelaan Zoetermeer B.V.;1;;;;;;;;1
I & M;Hotelexpl.mij. Forum Maastricht B.V.;1;;;;;;;;1
I & M;IBM Nederland B.V.;1;;;;;;;;1
I & M;In 't Wapen van Ameide;;;1;;;;;;1
I & M;In2Documents B.V.;2;;;;;;;;2
I & M;Indes Integrated Development Solutions B.V.;;;;;1;;;;1
I & M;Industrial Manufacturing and Trading;;;1;;;;;;1
I & M;Infict B.V.;1;;;;;;;;1
I & M;Info Support MITS B.V.;;;;;3;;;;3
I & M;Informatique Computers & Componenten;1;;1;;;;;;1
I & M;Ingenieursbureau Haboldt B.V.;;;1;;;;;;1
I & M;Ingenieursbureau Wittich & Visser B.V.;;;1;;;;;;1
I & M;Innovero Software Solutions B.V.;1;;;;1;;;;1
I & M;Inquest B.V.;1;;;;;;;;1
I & M;Inst. Non verbale Strategie Analyse B.V.;2;;;;;;;;2
I & M;Inter Access O.P. B.V.;3;;2;;2;;2;;4
I & M;Inter-Company B.V.;;;1;;;;;;1
I & M;Intersafe Groeneveld B.V.;;;1;;;;1;;1
I & M;Isah B.V.;1;;;;;;;;1
I & M;IT Company B.V.;1;;;;;;1;;1
I & M;ItaQ;3;;;;;;;;3
I & M;IT-Staffing Nederland B.V.;7;;2;;2;;2;;7
I & M;J.W. Lagendijk Sportprijzen;1;;;;;;;;1
I & M;Jitscale B.V.;;;;;1;;;;1
I & M;K.D. Telematica B.V.;;;;;;;1;;1
I & M;Kaal Masten B.V.;;;1;;;;;;1
I & M;Keysight Technologies Netherlands B.V.;;;2;;;;;;2
I & M;Kipp & Zonen B.V.;;;1;;;;;;1
I & M;Klarna B.V.;;;1;;;;;;1
I & M;KLM;;;;;;;2;;2
I & M;Kodision B.V.;;;;;5;;;;5
I & M;Kolibri Labels B.V.;;;1;;;;;;1
I & M;Koninklijke Maatschap de Wilhelminapolder;;;1;;;;;;1
I & M;Koomen Installatie B.V.;;;1;;;;;;1
I & M;KPN B.V.;1;;;;1;;2;;2
I & M;KPN Consulting B.V.;;;;;;;1;;1
I & M;KPN Corporate Market;3;;;2;;;;;4
I & M;KPN Mobile International B.V.;1;;;;;;3;;3
I & M;Kurval B.V.;;;1;;;;;;1
