VERGUNNINGNR;SRTBES_OMS;BESCH_OMS;GRONDBESCH_OMS;DDBESCHIKKING;DDINGANG;DDEINDE;STATUSBESCH_OMS;BUURT;WIJK;STADSDEEL;COUNTER;X;Y;LONG;LAT
201912131/7276981;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2019-07-30;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;95497;81327.582;454348.078;4.312621580023392;52.07250950896517
201824278/7228352;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2019-06-11;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;95496;81327.582;454348.078;4.312621580023392;52.07250950896517
202101017/7856421;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-02-18;;;Beschikking met bezwaar;Zijden, Steden en Zichten;Bouwlust;Escamp;95495;77805.233;450771.245;4.26206236980989;52.0398859864127
202021928/7857938;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-02-19;;;Beschikking met bezwaar;Vlietzoom-West;Hoornwijk;Leidschenveen-Ypenburg;95494;84718.244;452942.241;4.362359226990508;52.060316038294985
201609417/6935613;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2018-10-18;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;95493;78825.102;451702.537;4.276717082415577;52.048396318057776
201609417/6038398;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-07-18;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;95492;78825.102;451702.537;4.276717082415577;52.048396318057776
201505839/5630392;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-04-30;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;95491;78825.102;451702.537;4.276717082415577;52.048396318057776
201110689/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-08-09;2011-09-20;;Beschikking met bezwaar;Heesterbuurt;Valkenboskwartier;Segbroek;95490;78101.656;454536.67;4.265534359143692;52.073765830510496
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95489;83013.496;453856.237;4.33731195434904;52.06831110527193
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95488;83009.131;453856.633;4.337248219472127;52.068314096786125
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95487;83006.353;453854.517;4.3372081563166365;52.06829471960969
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95486;83001.722;453851.209;4.337141323768683;52.06826438927566
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95485;83000.058;453848.948;4.337117535848382;52.068243853770284
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95484;83000.399;453847.638;4.337122784661783;52.06823212534563
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95483;83023.021;453831.366;4.33745609371661;52.0680888315396
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95482;83004.104;453843.007;4.337177788321803;52.06819098889199
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95481;83010.068;453834.637;4.337266521449711;52.068116544238116
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95480;83013.496;453827.397;4.337318035729365;52.068051925077185
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95479;83015.084;453824.883;4.337341722255091;52.06802953854901
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95478;83023.154;453830.969;4.337458116843898;52.06808528104926
201811399/6961017;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-06;;;Beschikking met beroep;Willemspark;Willemspark;Centrum;95477;80723.075;456010.198;4.303443921477642;52.087365800991805
201502860/5855824;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-01-05;;;Beschikking met beroep;Willemspark;Willemspark;Centrum;95476;80723.075;456010.198;4.303443921477642;52.087365800991805
201401981/5349967;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-27;;;Beschikking met bezwaar;Willemspark;Willemspark;Centrum;95475;80723.075;456010.198;4.303443921477642;52.087365800991805
201200835/25;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-07-16;;;Beschikking met beroep;Willemspark;Willemspark;Centrum;95474;80723.075;456010.198;4.303443921477642;52.087365800991805
201320248/5347809;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-25;;;Beschikking met bezwaar;De Bras;Ypenburg;Leidschenveen-Ypenburg;95473;86123.069;449561.885;4.3835224590506146;52.030113307502
201706417/6392054;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-07-06;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;95472;78947.759;454454.735;4.277891977096429;52.073146337761656
201603262/5977299;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-05-17;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;95471;78947.759;454454.735;4.277891977096429;52.073146337761656
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95470;76293.942;452561.617;4.239626617837615;52.05576288496049
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95469;76297.012;452561.141;4.23967148116755;52.055759043373016
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95468;76297.223;452561.035;4.239674581492217;52.05575812076054
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95467;76294.472;452561.617;4.239634344039787;52.055762960238766
201500260/5550174;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-02-11;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;95466;81538.428;457505.237;4.315016422602518;52.10091012022987
201419973/5497880;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-12-04;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;95465;81538.428;457505.237;4.315016422602518;52.10091012022987
201905311/7214698;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2019-05-28;;;Beschikking met bezwaar;Zijden, Steden en Zichten;Bouwlust;Escamp;95464;77730.925;451152.95;4.260893227155424;52.04330589643883
201600777/5893982;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (ev);Artikel 3.9 lid 2;2016-02-15;;;Beschikking met bezwaar;Van Hoytemastraat e.o.;Benoordenhout;Haagse Hout;95463;82055.51;456463.595;4.322784983984017;52.09161753571225
201600777/5921500;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-03-15;;;Beschikking met bezwaar;Van Hoytemastraat e.o.;Benoordenhout;Haagse Hout;95462;82055.51;456463.595;4.322784983984017;52.09161753571225
201200998/9;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2012-02-07;2012-02-07;2017-02-07;Beschikking met bezwaar;Moerwijk-Oost;Moerwijk;Escamp;95461;80921.482;451832.022;4.3072450067520025;52.049844129441176
201803024/6677060;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-03-23;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;95460;80496.756;456418.875;4.300053029323736;52.09100805338336
201118346/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-12-02;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;95459;80766.705;456738.385;4.303921882809906;52.093915665108945
201301063/8;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-02-27;;;Beschikking met bezwaar;Vruchtenbuurt;Vruchtenbuurt;Segbroek;95458;77560.749;454049.981;4.257756361891569;52.06931676882051
201216028/14;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-12-28;;;Beschikking met bezwaar;Van Hoytemastraat e.o.;Benoordenhout;Haagse Hout;95457;82144.178;456665.393;4.32403550889269;52.09344272381253
201215817/5216052;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-06-12;;;Beschikking met beroep;Hoge Veld;Wateringse Veld;Escamp;95456;79535.85;450437.793;4.287355822048515;52.037127612152325
201219124/5185148;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-04-11;;;Beschikking met bezwaar;Heesterbuurt;Valkenboskwartier;Segbroek;95455;78563.685;454121.882;4.272365358078016;52.0701022257855
201218078/12;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-02-07;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;95454;81721.783;454116.212;4.318420192385004;52.070478074298045
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95453;81721.783;454116.212;4.318420192385004;52.070478074298045
201211949/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-08-13;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;95452;81721.783;454116.212;4.318420192385004;52.070478074298045
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95451;81731.247;454114.238;4.3185586281898;52.070461586350504
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95450;81730.294;454113.603;4.318544867042164;52.07045575368124
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95449;81753.377;454074.743;4.318889821436735;52.07010958018206
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95448;81762.944;454057.114;4.319033116732513;52.06995241717817
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95447;81784.411;454018.356;4.31935447614195;52.06960694525425
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95446;81737.554;454120.076;4.318649349184284;52.0705148854348
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95445;81738.279;454126.051;4.318658639356968;52.07056867735833
201217671;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-03-19;;;Arobabel;Huygenspark;Stationsbuurt;Centrum;95444;81742.089;454128.803;4.318713609502652;52.070593912906354
201925140/7518608;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2020-02-18;;;Beschikking met bezwaar;Rustenburg;Rustenburg en Oostbroek;Escamp;95443;78631.4;453787.485;4.2734276228139905;52.06710644844884
201400545/5336263;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-02-14;;;Beschikking met bezwaar;Rustenburg;Rustenburg en Oostbroek;Escamp;95442;78631.4;453787.485;4.2734276228139905;52.06710644844884
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95441;76294.339;452561.484;4.239632435843907;52.05576174612916
201315594/5325455;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-01-15;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;95440;83527.457;455860.48;4.344386848867932;52.08638945861698
201417797/5478860;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-10-31;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95439;80493.666;454705.107;4.300382265806698;52.07560648292799
201920097/7421010;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-11-14;;;Beschikking met bezwaar;Kom Loosduinen;Loosduinen;Loosduinen;95438;75590.859;452343.281;4.229428035150463;52.0537004816955
202007533/76499750;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-06-24;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95437;80308.575;454801.285;4.2976617656285585;52.076445876454954
202104736/7946258;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2021-05-26;;;Beschikking met bezwaar;Vogelwijk;Vogelwijk;Segbroek;95436;76627.085;454625.067;4.2440094545321525;52.074353519446184
201512113/5740965;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-08-25;;;Beschikking met bezwaar;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;95435;76345.853;454214.518;4.240002634025368;52.07062421673047
201609542/6835638;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2018-08-02;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;95434;80770.397;456351.406;4.304059998442734;52.09043848938617
201609542/6065147;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-08-12;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;95433;80770.397;456351.406;4.304059998442734;52.09043848938617
201606297/5980987;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-05-18;;;Beschikking met bezwaar;Duindorp;Duindorp;Scheveningen;95432;77364.765;456296.044;4.254387398969243;52.08947383630193
201515458/5798804;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-10-23;;;Beschikking met bezwaar;Haagse Bos;Haagse Bos;Haagse Hout;95431;82608.369;455822.872;4.330987090968693;52.08593207132568
201703472/6326235;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-05-04;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;95430;80714.616;455678.699;4.303392719259813;52.08438557576014
201613114/6179253;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-12-09;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;95429;80714.616;455678.699;4.303392719259813;52.08438557576014
202010827/7754010;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2020-10-28;;;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;95428;78400.495;457383.011;4.269253277822471;52.099386286967324
201100065/13;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-02-03;2011-02-03;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;95427;79514.945;458934.696;4.285171711859273;52.11348386535983
201101850/4;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2012-10-08;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;95426;79514.945;458934.696;4.285171711859273;52.11348386535983
201210573/11;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2012-09-03;;;Beschikking met bezwaar;Scheveningen Badplaats;Scheveningen;Scheveningen;95425;78908.38;458507.366;4.276413312981793;52.10956051418958
201822499/7083277;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2019-02-14;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;95424;78725.246;454823.871;4.2745644444533655;52.07643304240175
201719169/6531546;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-11-08;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;95423;80495.371;455167.122;4.300306251394814;52.07975871604247
201106772/14;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-05-31;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;95422;81919.822;454480.099;4.321230254014926;52.07377441359703
201309555/5253516;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-08-22;;;Beschikking met bezwaar;Burgen en Horsten;Mariahoeve en Marlot;Haagse Hout;95421;84514.164;455908.956;4.358771093975309;52.08695160482307
202007029/7670644;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2020-07-14;;;Beschikking met bezwaar;Oostbroek-Noord;Rustenburg en Oostbroek;Escamp;95420;79026.216;453840.613;4.279172846325052;52.067638182774765
202014230/7748138;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-10-16;;;Beschikking met bezwaar;Morgenstond-West;Morgenstond;Escamp;95419;78632.824;451370.871;4.273988650020821;52.04538927294095
202100574/7906495;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-04-14;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;95418;77828.066;455288.844;4.261374292985631;52.08048728918789
201212293/6;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2012-08-02;;;Beschikking met bezwaar;Laakkwartier-Oost;Laakkwartier en Spoorwijk;Laak;95417;82126.289;452878.713;4.324583169910393;52.05941027875435
201117097;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-01-24;;2013-07-24;Beschikking met bezwaar;Laakkwartier-Oost;Laakkwartier en Spoorwijk;Laak;95416;82126.289;452878.713;4.324583169910393;52.05941027875435
201515563/5833356;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-12-01;;;Beschikking met bezwaar;Kampen;Mariahoeve en Marlot;Haagse Hout;95415;84114.489;456205.182;4.35287892121258;52.08956271129478
201506974/5712447;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-07-21;;;Beschikking met bezwaar;Kampen;Mariahoeve en Marlot;Haagse Hout;95414;84114.489;456205.182;4.35287892121258;52.08956271129478
201717528/6545948;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-11-22;;;Beschikking met bezwaar;Schildersbuurt-Oost;Schildersbuurt;Centrum;95413;80960.275;453450.214;4.307459701354423;52.06439164216311
201710681/6424475;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-08-03;;;Beschikking met bezwaar;Schildersbuurt-Oost;Schildersbuurt;Centrum;95412;80960.275;453450.214;4.307459701354423;52.06439164216311
