FID;Beheer;Aanlegjaar;X;Y;Naam_NL;Objectcode;Boomsoort
1774;knotbomen;1988;111594,859500000010000;426909,859400000020000; ;WW3 - 0701 / 0128;Salix alba 'Belders'
1775;bomen in beplanting;1987;111451,059100000000000;426441,339199999990000;Krentenboompje;WW2 - 0703 / 0064;Amelanchier laevis 'Ballerina'
1776;bomen in beplanting;1979;111685,166700000000000;426491,852100000020000;Moeraseik;WW2 - 0704 / 0119;Quercus palustris
1777;bomen in gras;1970;111611,474700000010000;426924,133500000000000; ;WW3 - 0701 / 0131;Populus x canadensis 'Robusta'
1778;bomen in beplanting;1979;111696,117600000000000;426486,416000000030000; ;WW2 - 0704 / 0123;Ulmus hollandica 'Groeneveld'
1779;bomen in beplanting;0;111535,406600000000000;426385,631300000010000; ;BUI - 0403 / 0231;Platanus x hispanica
1780;bomen in beplanting;1979;111698,008400000010000;426491,694499999980000;Hartbladige els;WW2 - 0704 / 0124;Alnus cordata
1781;bomen in gras;0;111498,082500000000000;426358,596499999990000;Witte paardenkastanje;BUI - 0403 / 0232;Aesculus hippocastanum
1782;bomen in beplanting;1979;111699,820400000000000;426503,511999999990000;Gewone els, Zwarte els;WW2 - 0704 / 0128;Alnus glutinosa
1783;bomen in beplanting;1979;111691,863300000000000;426504,142300000010000;Gewone els, Zwarte els;WW2 - 0704 / 0129;Alnus glutinosa
1784;bomen in beplanting;1978;111458,089900000010000;426490,416900000010000; ;WW2 - 0703 / 0055;Crataegus x grignonensis
1785;bomen in beplanting;1979;111692,257199999990000;426512,966000000010000; ;WW2 - 0704 / 0130;Ulmus hollandica 'Groeneveld'
1786;bomen in beplanting;1979;111705,020099999990000;426511,547900000010000;Gewone els, Zwarte els;WW2 - 0704 / 0131;Alnus glutinosa
1787;bomen in beplanting;1979;111470,910699999990000;426491,519700000000000;Noorse esdoorn;WW2 - 0703 / 0057;Acer platanoides 'Crimson King'
1788;bomen in beplanting;1978;111720,934400000000000;426510,050999999980000;Sierappel;WW2 - 0704 / 0140;Malus floribunda
1789;bomen in beplanting;1979;111729,206600000000000;426506,190599999970000;Valse Christusdoorn;WW2 - 0704 / 0141;Gleditsia triacanthos 'Sunburst'
1790;bomen in beplanting;1976;111462,501399999990000;426475,666000000030000; ;WW2 - 0703 / 0060;Ulmus hollandica 'Groeneveld'
1791;bomen in beplanting;1977;111734,800200000000000;426503,905900000010000; ;WW2 - 0704 / 0142;Ulmus hollandica 'Groeneveld'
1792;bomen in beplanting;1976;111460,709200000000000;426464,499499999980000;Witte els, Grijze els;WW2 - 0703 / 0065;Alnus incana
1793;bomen in beplanting;1977;111738,897000000000000;426506,033100000000000; ;WW2 - 0704 / 0143;Ulmus hollandica 'Groeneveld'
1794;bomen in beplanting;1976;111457,262700000010000;426455,538699999980000;Gewone els, Zwarte els;WW2 - 0703 / 0066;Alnus glutinosa
1795;bomen in beplanting;1976;111454,505600000000000;426450,024299999990000;Krentenboompje;WW2 - 0703 / 0072;Amelanchier laevis 'Ballerina'
1796;bomen in beplanting;2014;111700,568199999990000;426646,496999999970000; ;WW2 - 0701 / 0084;Prunus padus 'Colorata'
1797;bomen in beplanting;1980;111695,389899999990000;426641,126899999970000;Noorse esdoorn;WW2 - 0701 / 0086;Acer platanoides 'Faassen's Black'
1798;bomen in beplanting;1985;111663,553199999990000;426640,743399999980000; ;WW2 - 0701 / 0092;Sorbus aria 'Magnifica'
1799;bomen in beplanting;1981;111486,902300000000000;426538,943099999970000; ;WW2 - 0703 / 0084;Prunus serrulata 'Amanogawa'
1800;bomen in beplanting;1979;111656,808600000000000;426637,355099999990000; ;WW2 - 0701 / 0094;Fraxinus excelsior 'Altena'
1801;bomen in beplanting;1981;111489,245899999990000;426545,008900000020000; ;WW2 - 0703 / 0085;Prunus serrulata 'Amanogawa'
1802;bomen in beplanting;1979;111732,788500000000000;426629,619699999980000; ;WW2 - 0701 / 0390;Fraxinus excelsior 'Altena'
1803;bomen in verharding;1993;111516,541900000000000;426541,562400000000000;Witte els, Grijze els;WW2 - 0703 / 0086;Alnus incana 'Select'
1804;bomen in beplanting;1979;111729,528200000000000;426643,428399999980000; ;WW2 - 0701 / 0402;Platanus x hispanica
1805;bomen in beplanting;1979;111505,651100000000000;426513,715000000030000;Sierappel;WW2 - 0703 / 0087;Malus toringo 'Brouwers Beauty'
1806;bomen in gras;1979;111717,253700000000000;426640,551600000010000;Gewone haagbeuk;WW2 - 0701 / 0408;Carpinus betulus 'Fastigiata'
1807;bomen in beplanting;1979;111505,788900000000000;426508,614200000010000;Gewone haagbeuk;WW2 - 0703 / 0088;Carpinus betulus 'Fastigiata'
1808;bomen in gras;1979;111717,445500000000000;426647,839500000000000;Gewone haagbeuk;WW2 - 0701 / 0409;Carpinus betulus 'Fastigiata'
1809;bomen in beplanting;1979;111501,653200000000000;426502,686300000000000;Gewone haagbeuk;WW2 - 0703 / 0090;Carpinus betulus 'Fastigiata'
1810;bomen in beplanting;1980;111699,527500000000000;426607,612700000000000;Amerikaanse tulpenboom;WW2 - 0704 / 0037;Liriodendron tulipifera
1811;bomen in beplanting;1979;111500,412500000010000;426494,828299999990000; ;WW2 - 0703 / 0091;Crataegus x grignonensis
1812;bomen in beplanting;1979;111726,324100000000000;426597,754800000000000; ;WW2 - 0704 / 0042;Ulmus hollandica 'Dampieri'
1813;bomen in beplanting;2001;111513,922600000010000;426493,174000000000000;Kornoelje;WW2 - 0703 / 0095;Cornus
1814;bomen in beplanting;2014;111522,194099999990000;426489,865400000010000;Esdoorn;WW2 - 0703 / 0097;Acer
1815;bomen in beplanting;1979;111717,715900000000000;426580,954900000010000;Trompetboom;WW2 - 0704 / 0045;Catalpa bignioides 'Aurea'
1816;bomen in verharding;2014;111526,881299999990000;426476,079600000000000;Esdoorn;WW2 - 0703 / 0098;Acer
1817;bomen in beplanting;1979;111712,717500000000000;426567,348300000010000;Trompetboom;WW2 - 0704 / 0047;Catalpa bignioides 'Aurea'
1818;bomen in gras;2003;111271,738000000000000;426945,323800000010000;Chinese moerascipres;WW3 - 0905 / 0205;Metasequoia glyptostroboides
1819;bomen in beplanting;1983;111543,424300000000000;426469,462400000020000;Sierappel;WW2 - 0703 / 0100;Malus floribunda
1820;bomen in beplanting;1977;111711,884500000000000;426586,369699999980000;Noorse esdoorn;WW2 - 0704 / 0048;Acer platanoides 'Crimson King'
1821;bomen in beplanting;2014;111541,632199999990000;426511,647100000000000;Esdoorn;WW2 - 0703 / 0103;Acer
1822;bomen in beplanting;2005;111815,313299999990000;426554,108699999980000;Piramidale eik, Piramide-eik;WW2 - 0704 / 0057;Quercus robur 'Fastigiata'
1823;bomen in beplanting;2002;111518,334099999990000;426544,733100000010000; ;WW2 - 0703 / 0300;Pyrus calleryana 'Chanticleer'
1824;bomen in beplanting;1980;111662,734100000000000;426602,197800000020000; ;WW2 - 0704 / 0059;Robinia pseudoacacia 'Bessoniana'
1825;bomen in beplanting;1979;111484,265900000000000;426635,146000000010000;Gewone esdoorn;WW3 - 0703 / 0001;Acer pseudoplatanus 'Erectum'
1826;bomen in beplanting;1985;111683,838200000000000;426567,348300000010000;Zuidelijke beuk, Schijnbeuk;WW2 - 0704 / 0098;Nothofagus antarctica
1827;bomen in beplanting;1980;111660,309599999990000;426628,259000000020000;Hongaarse eik;WW2 - 0704 / 0003;Quercus frainetto
1828;bomen in beplanting;1983;111503,122700000010000;426639,400800000000000; ;WW2 - 0701 / 0005;Fraxinus excelsior 'Westhof's Glorie'
1829;bomen in gras;1997;111664,680800000000000;426619,031000000020000;Moeraseik;WW2 - 0704 / 0006;Quercus palustris
1830;bomen in beplanting;1985;111504,657000000010000;426646,816600000020000; ;WW2 - 0701 / 0004;Fraxinus excelsior 'Westhof's Glorie'
1831;bomen in gras;1980;111726,605900000000000;426612,595600000000000; ;WW2 - 0704 / 0010;Ulmus hollandica 'Dampieri'
1832;bomen in beplanting;1985;111499,286900000010000;426646,049500000020000; ;WW2 - 0701 / 0002;Fraxinus excelsior 'Westhof's Glorie'
1833;bomen in gras;1977;111707,480600000000000;426591,600800000010000;Gewone vleugelnoot;WW2 - 0704 / 0052;Pterocarya fraxinifolia
1834;bomen in beplanting;1981;111547,113700000000000;426627,108200000020000; ;WW2 - 0703 / 0127;Fraxinus excelsior 'Altena'
1835;bomen in gras;1977;111694,936100000010000;426595,364100000010000;Gewone vleugelnoot;WW2 - 0704 / 0054;Pterocarya fraxinifolia
1836;bomen in beplanting;1999;111548,662900000000000;426558,381100000000000; ;WW2 - 0703 / 0114;Pyrus calleryana 'Chanticleer'
1837;bomen in beplanting;1991;111671,247800000000000;426628,445200000020000;Hongaarse eik;WW2 - 0704 / 0002;Quercus frainetto
1838;bomen in beplanting;1980;111650,109100000000000;426612,466399999980000;Hongaarse eik;WW2 - 0704 / 0033;Quercus frainetto
1839;bomen in beplanting;2002;111521,450300000000000;426552,276399999970000; ;WW2 - 0703 / 0299;Pyrus calleryana 'Chanticleer'
1840;bomen in beplanting;1978;111524,537700000000000;426560,173300000020000; ;WW2 - 0703 / 0298;Pyrus calleryana 'Chanticleer'
1841;bomen in beplanting;1985;111747,299700000000000;426639,081300000020000; ;WW2 - 0701 / 0394;Ulmus hollandica 'Wredei'
1842;bomen in beplanting;1985;111509,826500000000000;426641,175700000020000;Veldesdoorn;WW2 - 0701 / 0007;Acer campestre
1843;bomen in beplanting;1980;111686,516000000000000;426636,185799999980000; ;WW2 - 0701 / 0087;Fraxinus excelsior 'Altena'
1844;bomen in beplanting;1978;111511,966600000000000;426647,595800000010000;Paardenkastanje;WW2 - 0701 / 0006;Aesculus x carnea 'Briotii'
1845;bomen in beplanting;1979;111696,047000000010000;426633,030299999980000; ;WW2 - 0701 / 0088;Fraxinus excelsior 'Altena'
1846;bomen in beplanting;1994;111732,254900000000000;426622,275800000000000; ;WW2 - 0704 / 0009;Ulmus hollandica 'Dampieri'
1847;bomen in beplanting;1981;111541,071100000000000;426638,179699999980000; ;WW2 - 0703 / 0270;Ulmus hollandica 'Groeneveld'
1848;bomen in beplanting;1980;111742,204500000010000;426620,537000000010000;Piramidale eik, Piramide-eik;WW2 - 0704 / 0011;Quercus robur 'Fastigiata'
1849;bomen in beplanting;1981;111529,942899999990000;426636,253600000000000; ;WW2 - 0703 / 0269;Ulmus hollandica 'Groeneveld'
1850;bomen in beplanting;1981;111653,141600000000000;426646,135300000020000; ;WW2 - 0701 / 0093;Sorbus aria 'Magnifica'
1851;bomen in beplanting;1981;111521,168699999990000;426634,755599999970000; ;WW2 - 0703 / 0268;Ulmus hollandica 'Groeneveld'
1852;bomen in beplanting;1987;111676,211200000010000;426723,787499999980000; ;WW2 - 0701 / 0050;Fraxinus excelsior 'Westhof's Glorie'
1853;bomen in beplanting;1981;111548,882199999990000;426639,142700000030000; ;WW2 - 0703 / 0267;Ulmus hollandica 'Groeneveld'
1854;bomen in beplanting;1972;111689,444500000000000;426724,362800000000000; ;WW2 - 0701 / 0052;Prunus serrulata 'Kanzan'
1855;bomen in beplanting;1981;111479,340400000000000;426618,611199999980000;Zilverlinde;WW2 - 0703 / 0264;Tilia tomentosa
1856;bomen in beplanting;1981;111486,211500000000000;426622,000999999990000;Zilverlinde;WW2 - 0703 / 0265;Tilia tomentosa
1857;bomen in beplanting;1972;111695,006400000000000;426727,239599999970000; ;WW2 - 0701 / 0053;Prunus serrulata 'Kanzan'
1858;bomen in beplanting;1979;111727,841400000000000;426726,620999999980000;Gewone haagbeuk;WW2 - 0701 / 0322;Carpinus betulus 'Fastigiata'
1859;bomen in beplanting;1981;111492,807700000000000;426625,115899999980000;Zilverlinde;WW2 - 0703 / 0266;Tilia tomentosa
1860;bomen in beplanting;1983;111706,897200000010000;426725,705299999970000;Gewone haagbeuk;WW2 - 0701 / 0060;Carpinus betulus 'Fastigiata'
1861;bomen in beplanting;1981;111466,949500000000000;426610,045199999990000;Zilverlinde;WW2 - 0703 / 0263;Tilia tomentosa
1862;bomen in gras;1983;111718,979800000000000;426709,595199999980000;Valse Christusdoorn;WW2 - 0701 / 0066;Gleditsia triacanthos 'Elegantissima'
1863;bomen in beplanting;1999;111542,125300000000000;426561,183299999980000; ;WW2 - 0703 / 0115;Pyrus calleryana 'Chanticleer'
1864;bomen in beplanting;1983;111722,432000000000000;426702,882600000010000;Gewone haagbeuk;WW2 - 0701 / 0063;Carpinus betulus 'Fastigiata'
1865;bomen in beplanting;1999;111534,903700000000000;426564,163699999980000; ;WW2 - 0703 / 0116;Pyrus calleryana 'Chanticleer'
1866;bomen in beplanting;1983;111719,747000000000000;426693,484999999990000;Gewone haagbeuk;WW2 - 0701 / 0072;Carpinus betulus 'Fastigiata'
1867;bomen in beplanting;1999;111527,567500000000000;426567,029400000000000; ;WW2 - 0703 / 0329;Pyrus calleryana 'Chanticleer'
1868;bomen in beplanting;1983;111715,911200000000000;426685,621700000020000;Gewone haagbeuk;WW2 - 0701 / 0073;Carpinus betulus 'Fastigiata'
1869;bomen in verharding;2004;111626,257400000000000;426500,557099999980000; ;WW2 - 0703 / 0330;Sorbus intermedia 'Brouwers'
1870;bomen in beplanting;1983;111713,034400000000000;426677,566600000020000;Gewone haagbeuk;WW2 - 0701 / 0074;Carpinus betulus 'Fastigiata'
1871;bomen in gras;1981;111451,855400000000000;426582,905399999990000; ;WW2 - 0703 / 0028;Fraxinus excelsior 'Altena'
1872;bomen in beplanting;1983;111724,158100000000000;426709,211599999980000;Gewone haagbeuk;WW2 - 0701 / 0075;Carpinus betulus 'Fastigiata'
1873;bomen in beplanting;1974;111451,468500000000000;426561,885400000030000; ;WW2 - 0703 / 0032;Fraxinus excelsior 'Westhof's Glorie'
1874;bomen in beplanting;1979;111454,950400000000000;426570,138700000010000; ;WW2 - 0703 / 0119;Fraxinus excelsior 'Altena'
1875;bomen in beplanting;1989;111676,019400000000000;426670,278700000020000;Sierappel;WW2 - 0701 / 0080;Malus
1876;bomen in beplanting;1974;111484,223600000000000;426593,995700000030000; ;WW2 - 0703 / 0035;Fraxinus excelsior 'Westhof's Glorie'
1877;bomen in beplanting;1989;111668,731400000000000;426667,018300000000000;Sierappel;WW2 - 0701 / 0081;Malus
1878;bomen in beplanting;1979;111655,306300000000000;426733,185100000000000;Sierappel;WW2 - 0701 / 0129;Malus floribunda
1879;bomen in beplanting;1974;111537,634100000000000;426531,622700000010000; ;WW2 - 0703 / 0036;Fraxinus excelsior 'Westhof's Glorie'
1880;bomen in beplanting;1974;111466,556500000010000;426579,681500000010000; ;WW2 - 0703 / 0037;Fraxinus excelsior 'Westhof's Glorie'
1881;bomen in beplanting;1979;111662,402400000010000;426736,445400000030000;Sierappel;WW2 - 0701 / 0130;Malus floribunda
1882;bomen in beplanting;1986;111544,455600000000000;426647,060000000000000;Eenstijlige meidoorn;WW2 - 0701 / 0447;Crataegus monogyna
1883;bomen in gras;1979;111707,089000000010000;426747,952700000020000;Gewone haagbeuk;WW2 - 0701 / 0316;Carpinus betulus 'Fastigiata'
1884;bomen in beplanting;1979;111484,857099999990000;426642,459099999980000;Gewone esdoorn;WW3 - 0703 / 0067;Acer pseudoplatanus 'Erectum'
1885;bomen in gras;1979;111712,650800000000000;426740,473000000000000;Gewone haagbeuk;WW2 - 0701 / 0317;Carpinus betulus 'Fastigiata'
1886;bomen in gras;1979;111719,938800000000000;426733,376800000030000;Gewone haagbeuk;WW2 - 0701 / 0318;Carpinus betulus 'Fastigiata'
1887;bomen in beplanting;1979;111722,240200000000000;426737,788000000000000;Gewone haagbeuk;WW2 - 0701 / 0319;Carpinus betulus 'Fastigiata'
1888;bomen in beplanting;1979;111470,563500000000000;426582,578199999990000; ;WW2 - 0703 / 0118;Fraxinus excelsior 'Altena'
1889;bomen in beplanting;1979;111737,966799999990000;426719,184499999970000;Gewone haagbeuk;WW2 - 0701 / 0343;Carpinus betulus 'Fastigiata'
1890;bomen in beplanting;1974;111473,960100000000000;426587,248299999980000; ;WW2 - 0703 / 0348;Fraxinus excelsior 'Westhof's Glorie'
1891;bomen in beplanting;1986;111536,879000000000000;426647,410199999980000;Gewone els, Zwarte els;WW2 - 0701 / 0460;Alnus glutinosa
1892;bomen in beplanting;1979;111730,678900000000000;426688,690300000020000;Gewone haagbeuk;WW2 - 0701 / 0346;Carpinus betulus
1893;bomen in beplanting;1979;111523,754000000000000;426689,021100000010000;Witte els, Grijze els;WW3 - 0701 / 0006;Alnus incana
1894;bomen in beplanting;1979;111728,185600000000000;426681,785900000020000;Gewone haagbeuk;WW2 - 0701 / 0347;Carpinus betulus
1895;bomen in beplanting;1979;111530,634100000000000;426685,316400000010000;Witte els, Grijze els;WW3 - 0701 / 0007;Alnus incana
1896;bomen in beplanting;1979;111725,117000000000000;426674,881600000020000;Gewone haagbeuk;WW2 - 0701 / 0348;Carpinus betulus
1897;bomen in beplanting;1979;111527,458700000000000;426681,082600000020000;Witte els, Grijze els;WW3 - 0701 / 0009;Alnus incana
1898;bomen in beplanting;1979;111722,623800000000000;426668,360800000020000;Gewone haagbeuk;WW2 - 0701 / 0349;Carpinus betulus
1899;bomen in beplanting;1979;111528,517200000000000;426700,399600000000000;Witte els, Grijze els;WW3 - 0701 / 0011;Alnus incana
1900;bomen in verharding;1979;111739,117499999990000;426687,731399999990000;Gewone haagbeuk;WW2 - 0701 / 0351;Carpinus betulus
1901;bomen in beplanting;1979;111527,061800000000000;426704,633500000000000;Witte els, Grijze els;WW3 - 0701 / 0012;Alnus incana
1902;bomen in verharding;1979;111747,748000000010000;426684,662799999990000;Gewone haagbeuk;WW2 - 0701 / 0352;Carpinus betulus
1903;bomen in beplanting;1979;111527,061800000000000;426712,571999999990000; ;WW3 - 0701 / 0014;Fraxinus excelsior 'Altena'
1904;bomen in beplanting;1979;111734,898200000000000;426652,250600000030000;Kronkelwilg;WW2 - 0701 / 0404;Salix babylonica 'Tortuosa'
1905;bomen in beplanting;1979;111517,006299999990000;426709,528899999980000;Gewone els, Zwarte els;WW3 - 0701 / 0021;Alnus glutinosa
1906;bomen in verharding;1983;111654,675800000000000;426720,573600000000000; ;WW2 - 0701 / 0046;Fraxinus excelsior 'Westhof's Glorie'
1907;bomen in beplanting;1979;111490,412300000000000;426698,414999999980000;Valse Christusdoorn;WW3 - 0701 / 0030;Gleditsia triacanthos 'Sunburst'
1908;bomen in verharding;1983;111660,215400000000000;426719,353000000000000; ;WW2 - 0701 / 0047;Fraxinus excelsior 'Westhof's Glorie'
1909;bomen in beplanting;1979;111485,384500000000000;426696,562700000010000;Valse Christusdoorn;WW3 - 0701 / 0031;Gleditsia triacanthos 'Sunburst'
1910;bomen in verharding;1979;111734,922500000000000;426698,995600000020000;Gewone haagbeuk;WW2 - 0701 / 0345;Carpinus betulus
1911;bomen in beplanting;1979;111479,695300000010000;426694,577999999980000;Valse Christusdoorn;WW3 - 0701 / 0032;Gleditsia triacanthos 'Sunburst'
1912;bomen in beplanting;1984;111686,697100000000000;426677,239699999980000;Zilveresdoorn;WW2 - 0701 / 0079;Acer saccharinum
1913;bomen in beplanting;1979;111494,513800000000000;426734,138299999990000; ;WW3 - 0701 / 0035;Fraxinus excelsior 'Altena'
1914;bomen in beplanting;1983;111718,439600000000000;426716,823600000000000;Gewone haagbeuk;WW2 - 0701 / 0062;Carpinus betulus 'Fastigiata'
1915;bomen in beplanting;1995;111707,373500000000000;426684,200300000030000;Gewone haagbeuk;WW2 - 0701 / 0443;Carpinus betulus 'Fastigiata'
