FID,type,aanlegjaar,categorie,geometrie
O10002_Beplantingskaart_OD.1884,Bodembedekkende heesters,2000,cultuurlijk,"MULTIPOLYGON (((172200.941 508223.835, 172204.692 508221.35, 172221.536 508209.839, 172223.065 508212.111, 172202.929 508225.659, 172202.039 508225.484, 172200.967 508223.895, 172200.941 508223.835)))"
O10002_Beplantingskaart_OD.1885,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((172327.772 508014.192, 172325.398 508007.906, 172324.226 507996.828, 172323.889 507996.308, 172323.427 507995.499, 172322.911 507994.411, 172322.468 507993.21, 172321.969 507991.071, 172321.821 507989.477, 172321.881 507987.601, 172321.997 507986.724, 172323.252 507986.143, 172324.335 507985.869, 172325.968 507985.799, 172327.484 507986.097, 172328.252 507986.395, 172329.279 507986.983, 172329.971 507987.534, 172330.763 507988.394, 172331.381 507989.351, 172331.902 507990.639, 172332.13 507991.805, 172332.149 507992.996, 172332.034 507993.835, 172331.776 507995.468, 172333.356 508001.747, 172334.814 508010.214, 172335.422 508014.387, 172335.033 508016.013, 172334.598 508016.429, 172333.846 508016.928, 172332.809 508017.305, 172332.03 508017.404, 172331.131 508017.338, 172330.092 508017.007, 172329.465 508016.646, 172328.744 508016.012, 172328.281 508015.397, 172327.928 508014.686, 172327.772 508014.192)))"
O10002_Beplantingskaart_OD.1886,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((172392.563 508245.926, 172392.553 508244.404, 172403.335 508237.152, 172404.871 508237.61, 172404.603 508238.068, 172404.234 508238.647, 172403.519 508239.639, 172402.708 508240.605, 172401.634 508241.684, 172400.56 508242.59, 172399.494 508243.349, 172398.584 508243.905, 172396.776 508244.79, 172395.224 508245.348, 172393.424 508245.789, 172392.563 508245.926)))"
O10002_Beplantingskaart_OD.1887,Vaste planten,2019,cultuurlijk,"MULTIPOLYGON (((177872.286 503906.931, 177872.688 503910.879, 177867.607 503911.362, 177867.235 503907.417, 177872.286 503906.931)))"
O10002_Beplantingskaart_OD.1888,Bodembedekkende heesters,1998,cultuurlijk,"MULTIPOLYGON (((178046.476 503925.661, 178004.981 503929.888, 178004.77 503927.788, 178046.278 503923.493, 178046.476 503925.661)))"
O10002_Beplantingskaart_OD.1889,Bodembedekkende heesters,1998,cultuurlijk,"MULTIPOLYGON (((178006.943 503948.388, 178006.674 503946.273, 178048.113 503942.072, 178048.326 503944.195, 178006.943 503948.388)))"
O10002_Beplantingskaart_OD.1890,Hagen (bladverliezend),2000,cultuurlijk,"MULTIPOLYGON (((177847.465 503906.491, 177847.38 503905.701, 177867.314 503903.772, 177867.401 503904.549, 177847.465 503906.491)))"
O10002_Beplantingskaart_OD.1891,Heesters/botanische rozen,2001,cultuurlijk,"MULTIPOLYGON (((172400.152 509084.729, 172401.901 509081.99, 172408.195 509085.979, 172407.528 509086.725, 172404.366 509087.42, 172400.152 509084.729)))"
O10002_Beplantingskaart_OD.1892,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((172460.045 509070.599, 172450.109 509080.54, 172448.589 509078.96, 172448.042 509076.922, 172449.017 509075.435, 172453.518 509068.337, 172454.577 509066.688, 172460.591 509070.495, 172460.44 509070.45, 172460.289 509070.457, 172460.199 509070.487, 172460.105 509070.543, 172460.045 509070.599)))"
O10002_Beplantingskaart_OD.1893,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((172474.939 509061.864, 172479.83 509054.057, 172483.988 509058.325, 172478.437 509064.055, 172474.939 509061.864)))"
O10002_Beplantingskaart_OD.1894,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((172490.867 509065.197, 172489.864 509066.194, 172484.843 509061.145, 172485.855 509060.139, 172490.867 509065.197)))"
O10002_Beplantingskaart_OD.1895,Heesters/botanische rozen,2020,cultuurlijk,"MULTIPOLYGON (((177919.908 502613.309, 177929.319 502617.05, 177943.031 502611.422, 177968.312 502601.033, 177983.709 502594.53, 177987.119 502602.76, 177986.622 502603.603, 177986.304 502604.109, 177985.894 502604.73, 177984.95 502606.034, 177984.673 502606.388, 177984.069 502607.122, 177983.365 502607.916, 177982.851 502608.46, 177981.861 502609.429, 177980.924 502610.263, 177980.151 502610.896, 177978.984 502611.77, 177978.542 502612.077, 177977.043 502613.027, 177976.119 502613.551, 177974.827 502614.207, 177974.274 502614.486, 177972.849 502615.199, 177971.582 502615.826, 177969.863 502616.667, 177968.179 502617.48, 177966.058 502618.489, 177959.818 502620.418, 177959.531 502620.563, 177959.412 502620.605, 177959.125 502620.668, 177958.943 502620.683, 177958.784 502620.68, 177958.497 502620.638, 177958.219 502620.548, 177957.981 502620.426, 177958.289 502620.042, 177958.771 502619.499, 177959.066 502619.198, 177959.466 502618.822, 177959.827 502618.511, 177960.106 502618.288, 177960.352 502618.102, 177960.549 502617.96, 177969.819 502613.18, 177975.559 502609.72, 177975.78 502609.611, 177976.091 502609.416, 177976.28 502609.269, 177976.543 502609.013, 177976.715 502608.806, 177976.833 502608.638, 177976.947 502608.445, 177977.065 502608.2, 177977.152 502607.968, 177977.208 502607.775, 177977.254 502607.562, 177977.292 502607.23, 177977.296 502607.025, 177977.293 502606.8, 177977.252 502606.54, 177977.208 502606.384, 177977.05 502606.043, 177976.85 502605.775, 177976.657 502605.592, 177976.42 502605.431, 177975.949 502605.251, 177975.509 502605.21, 177971.998 502605.107, 177970.961 502605.104, 177969.482 502605.192, 177968.5 502605.312, 177967.787 502605.431, 177966.615 502605.684, 177964.852 502606.207, 177963.849 502606.586, 177962.737 502607.08, 177961.391 502607.793, 177960.691 502608.218, 177959.534 502609.011, 177958.463 502609.86, 177957.644 502610.596, 177957.169 502611.17, 177954.529 502614.45, 177954.346 502614.56, 177954.032 502614.714, 177953.875 502614.775, 177953.497 502614.883, 177953.115 502614.94, 177952.747 502614.95, 177952.132 502614.932, 177951.959 502614.932, 177951.47 502614.941, 177950.577 502614.999, 177950.005 502615.063, 177949.187 502615.195, 177948.738 502615.287, 177947.869 502615.506, 177947.098 502615.747, 177946.245 502616.068, 177945.309 502616.49, 177922.489 502625.99, 177920.218 502630.579, 177919.758 502631.511, 177919.442 502631.946, 177919.114 502632.308, 177918.643 502632.717, 177918.278 502632.967, 177917.828 502633.212, 177917.402 502633.39, 177916.929 502633.532, 177916.548 502633.609, 177914.738 502632.629, 177915.005 502632.081, 177915.234 502631.556, 177915.337 502631.302, 177915.592 502630.592, 177915.793 502629.931, 177916.025 502628.97, 177916.124 502628.432, 177916.202 502627.892, 177916.267 502627.261, 177916.311 502626.374, 177916.31 502625.724, 177916.278 502625.089, 177916.222 502624.624, 177916.126 502624.221, 177915.934 502623.704, 177915.687 502623.247, 177915.386 502622.832, 177914.927 502622.366, 177914.458 502622.019, 177915.302 502620.933, 177915.65 502620.464, 177916.131 502619.794, 177916.703 502618.962, 177917.428 502617.847, 177917.919 502617.048, 177918.832 502615.453, 177919.798 502613.579, 177919.908 502613.309)))"
O10002_Beplantingskaart_OD.1896,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175301.018 505568.777, 175296.911 505560.499, 175297.706 505560.092, 175301.922 505568.329, 175301.018 505568.777)))"
O10002_Beplantingskaart_OD.1908,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175705.415 504993.279, 175705.572 504992.67, 175705.815 504992.51, 175706.154 504992.452, 175707.023 504992.688, 175707.94 504992.999, 175709.011 504993.448, 175709.844 504993.867, 175711.033 504994.583, 175711.804 504995.131, 175712.547 504995.734, 175713.255 504996.386, 175714.178 504997.218, 175714.942 504997.925, 175715.692 504998.723, 175716.45 504999.661, 175717.161 505000.701, 175717.841 505001.906, 175718.324 505002.957, 175718.826 505004.351, 175718.844 505004.417, 175719.095 505005.347, 175719.311 505006.989, 175719.204 505008.957, 175717.886 505008.907, 175717.819 505007.653, 175717.657 505006.43, 175717.394 505005.185, 175717.146 505004.31, 175716.846 505003.442, 175716.402 505002.384, 175715.693 505001.021, 175714.893 504999.781, 175714.05 504998.698, 175713.096 504997.668, 175711.95 504996.639, 175710.981 504995.906, 175709.842 504995.18, 175708.555 504994.509, 175705.415 504993.279)))"
O10002_Beplantingskaart_OD.1909,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((176000.278 496658.571, 175996.427 496664.726, 175993.562 496662.69, 175992.306 496661.798, 175976.335 496650.486, 175961.138 496639.78, 175946.225 496629.283, 175931.594 496618.986, 175920.511 496611.176, 175924.564 496606.017, 175925.561 496606.871, 175926.939 496608.033, 175927.652 496608.436, 175938.312 496615.928, 175955.726 496627.946, 175968.553 496636.798, 175997.823 496656.988, 176000.278 496658.571)))"
O10002_Beplantingskaart_OD.1910,Heesters/botanische rozen,2019,cultuurlijk,"MULTIPOLYGON (((176666.116 496683.957, 176647.762 496709.635, 176647.492 496709.249, 176646.314 496703.079, 176647.381 496701.557, 176660.282 496683.509, 176667.308 496682.29, 176666.116 496683.957)))"
O10002_Beplantingskaart_OD.1911,Bodembedekkende heesters,2016,cultuurlijk,"MULTIPOLYGON (((172295.819 508306.852, 172293.872 508308.198, 172283.714 508293.115, 172286.123 508291.433, 172295.94 508305.93, 172295.819 508306.852)))"
O10002_Beplantingskaart_OD.1897,Heesters/botanische rozen,1996,cultuurlijk,"MULTIPOLYGON (((175694.286 503230.792, 175680.632 503239.167, 175660.907 503251.286, 175640.796 503263.619, 175636.962 503266.001, 175636.131 503266.538, 175635.581 503266.907, 175634.78 503267.46, 175634.156 503267.908, 175633.744 503268.211, 175633.209 503268.613, 175632.488 503269.174, 175632.015 503269.552, 175631.499 503269.975, 175630.85 503270.524, 175630.424 503270.893, 175629.798 503271.452, 175629.295 503271.914, 175628.642 503272.531, 175627.851 503273.309, 175627.393 503273.775, 175626.387 503274.84, 175625.535 503275.791, 175625.207 503276.17, 175624.457 503277.062, 175623.869 503277.8, 175623.223 503278.645, 175622.466 503279.686, 175621.777 503280.683, 175621.365 503281.307, 175620.491 503282.698, 175619.759 503283.95, 175619.384 503284.625, 175618.974 503285.393, 175618.511 503286.302, 175618.307 503286.717, 175618.04 503287.276, 175617.653 503288.118, 175617.294 503288.94, 175616.88 503289.942, 175616.443 503291.071, 175616.207 503291.718, 175615.898 503292.611, 175612.419 503293.559, 175612.996 503291.196, 175613.551 503289.286, 175614.22 503287.285, 175614.992 503285.263, 175615.987 503282.976, 175616.719 503281.464, 175617.947 503279.177, 175619.073 503277.298, 175619.971 503275.919, 175621.456 503273.831, 175623.205 503271.629, 175625.022 503269.578, 175626.395 503268.167, 175627.839 503266.792, 175629.588 503265.263, 175630.429 503264.575, 175631.173 503263.992, 175690.364 503228.428, 175691.659 503227.71, 175692.587 503227.057, 175693.176 503226.569, 175693.666 503226.113, 175694.279 503225.463, 175694.91 503224.681, 175695.229 503224.231, 175695.788 503223.316, 175699.174 503215.104, 175699.398 503214.885, 175699.594 503214.625, 175699.723 503214.392, 175699.802 503214.204, 175699.887 503213.908, 175699.928 503213.601, 175699.93 503213.36, 175699.898 503213.088, 175699.815 503212.771, 175699.719 503212.537, 175699.619 503212.353, 175699.434 503212.096, 175699.27 503211.92, 175699.123 503211.792, 175698.851 503211.609, 175698.728 503211.544, 175698.462 503211.436, 175698.123 503211.354, 175697.937 503211.333, 175697.792 503211.328, 175697.625 503211.335, 175696.818 503211.298, 175696.237 503211.309, 175695.742 503211.344, 175695.387 503211.383, 175694.879 503211.461, 175694.418 503211.553, 175694.004 503211.654, 175693.535 503211.791, 175692.723 503212.084, 175692.288 503212.273, 175691.809 503212.508, 175691.42 503212.722, 175690.923 503213.027, 175690.539 503213.29, 175690.001 503213.703, 175689.598 503214.05, 175689.192 503214.438, 175688.506 503215.199, 175688.21 503215.578, 175687.854 503216.087, 175687.543 503216.589, 175687.348 503216.941, 175687.017 503217.621, 175686.838 503218.052, 175686.714 503218.385, 175686.513 503219.013, 175686.361 503219.614, 175686.102 503220.269, 175685.747 503221.109, 175685.36 503221.953, 175684.847 503222.987, 175684.479 503223.678, 175683.918 503224.658, 175683.463 503225.399, 175682.78 503226.437, 175682.34 503227.063, 175681.712 503227.905, 175681.241 503228.502, 175680.654 503229.207, 175680.193 503229.734, 175679.439 503230.549, 175678.789 503231.21, 175677.536 503232.384, 175676.527 503233.245, 175675.693 503233.906, 175674.68 503234.651, 175673.676 503235.333, 175672.704 503235.944, 175671.865 503236.433, 175671.211 503236.793, 175670.445 503237.189, 175660.991 503242.257, 175635.763 503258.326, 175634.794 503259.044, 175633.801 503259.729, 175633.035 503260.224, 175632.059 503260.816, 175631.227 503261.287, 175630.176 503261.841, 175628.925 503262.444, 175627.866 503262.909, 175627.021 503263.25, 175611.432 503265.957, 175611.018 503265.915, 175610.532 503265.891, 175610.062 503265.895, 175609.227 503265.964, 175608.473 503266.098, 175607.866 503266.257, 175607.44 503266.398, 175606.194 503266.962, 175605.391 503267.464, 175604.7 503268.006, 175604.057 503268.627, 175603.741 503268.985, 175603.113 503269.839, 175602.821 503270.326, 175602.46 503271.056, 175602.175 503271.8, 175601.971 503272.521, 175601.777 503273.705, 175601.743 503274.747, 175601.808 503275.593, 175601.894 503276.129, 175602.022 503276.693, 175602.158 503277.161, 175602.262 503277.46, 175602.559 503278.174, 175611.314 503301.656, 175611.137 503302.314, 175609.447 503300.336, 175599.182 503277.238, 175598.322 503274.228, 175598.506 503271.279, 175599.612 503268.208, 175601.395 503265.689, 175605.82 503262.495, 175605.611 503261.457, 175608.521 503260.161, 175613.264 503259.054, 175618.403 503258.462, 175625.636 503257.04, 175628.957 503255.42, 175631.882 503253.563, 175633.608 503251.889, 175638.733 503247.83, 175643.385 503244.008, 175647.486 503241.367, 175652.533 503238.097, 175653.518 503237.269, 175660.024 503234.511, 175665.07 503232.659, 175668.985 503230.863, 175671.143 503229.569, 175673.378 503227.295, 175675.771 503223.531, 175680.047 503216.984, 175682.361 503214.867, 175685.185 503212.476, 175688.676 503210.241, 175692.167 503208.477, 175697.312 503207.59, 175700.929 503207.772, 175703.393 503210.893, 175703.571 503211.178, 175703.789 503211.563, 175703.996 503211.974, 175704.165 503212.351, 175704.37 503212.882, 175704.628 503213.751, 175704.683 503213.991, 175704.776 503214.484, 175704.857 503215.13, 175704.893 503215.776, 175704.886 503216.357, 175704.839 503216.978, 175704.824 503217.546, 175704.76 503218.362, 175704.661 503219.089, 175704.448 503220.136, 175704.208 503220.995, 175703.972 503221.679, 175703.706 503222.335, 175703.486 503222.816, 175703.259 503223.265, 175703.118 503223.524, 175702.809 503224.052, 175702.418 503224.649, 175702.071 503225.129, 175701.765 503225.517, 175701.456 503225.882, 175700.869 503226.511, 175700.225 503227.117, 175697.467 503228.841, 175694.286 503230.792)))"
O10002_Beplantingskaart_OD.1898,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172566.717 508724.483, 172565.623 508722.854, 172555.462 508707.727, 172555.271 508707.443, 172556.099 508706.893, 172567.593 508723.969, 172566.717 508724.483)))"
O10002_Beplantingskaart_OD.1899,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176122.679 503306.659, 176125.892 503305.258, 176125.929 503305.378, 176125.98 503305.528, 176126.046 503305.685, 176126.082 503305.757, 176126.131 503305.847, 176126.192 503305.946, 176126.279 503306.07, 176126.328 503306.133, 176123.278 503307.466, 176119.334 503309.189, 176119.095 503309.293, 176118.695 503308.396, 176118.92 503308.298, 176122.679 503306.659)))"
O10002_Beplantingskaart_OD.1900,Hagen (bladverliezend),2014,cultuurlijk,"MULTIPOLYGON (((176662.2 504031.821, 176657.939 504030.512, 176656.953 504030.2, 176658.332 504025.674, 176630.306 504017.024, 176631.226 504013.951, 176664.428 504024.731, 176662.2 504031.821)))"
O10002_Beplantingskaart_OD.1901,Hagen (bladverliezend),2014,cultuurlijk,"MULTIPOLYGON (((176613.16 504011.732, 176614.183 504008.418, 176629.297 504013.325, 176628.321 504016.411, 176613.16 504011.732)))"
O10002_Beplantingskaart_OD.1902,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177049.777 505223.554, 177045.926 505169.018, 177008.005 505171.299, 177003.946 505169.053, 177003.551 505166.871, 177032.033 505156.365, 177041.502 505155.456, 177050.029 505159.648, 177052.928 505173.566, 177052.872 505184.125, 177054.641 505207.234, 177055.866 505223.027, 177049.777 505223.554)))"
O10002_Beplantingskaart_OD.1903,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176268.63 502863.31, 176261.129 502866.43, 176259.459 502862.417, 176260.778 502861.461, 176263.09 502860.161, 176264.857 502859.481, 176265.99 502858.55, 176267.13 502857.52, 176268.82 502856.841, 176271.053 502856.103, 176273.2 502861.4, 176270.74 502862.43, 176269.26 502861.83, 176268.63 502863.31)))"
O10002_Beplantingskaart_OD.1904,Hagen (bladverliezend),2003,cultuurlijk,"MULTIPOLYGON (((175398.696 496368.169, 175398.761 496368.255, 175398.805 496368.356, 175398.823 496368.465, 175398.817 496368.561, 175398.782 496368.672, 175398.72 496368.772, 175398.652 496368.839, 175395.805 496372.007, 175402.934 496378.398, 175401.993 496379.463, 175391.517 496370.056, 175388.417 496373.563, 175388.287 496373.669, 175388.106 496373.732, 175387.963 496373.732, 175387.838 496373.698, 175387.717 496373.626, 175387.594 496373.517, 175387.48 496373.375, 175387.375 496373.17, 175387.333 496373.027, 175387.31 496372.829, 175387.33 496372.607, 175387.369 496372.468, 175387.419 496372.349, 175387.496 496372.221, 175391.06 496368.231, 175398.393 496367.913, 175398.636 496368.117, 175398.696 496368.169)))"
O10002_Beplantingskaart_OD.1905,Hagen (bladverliezend),2003,cultuurlijk,"MULTIPOLYGON (((175375.235 496385.978, 175375.324 496385.9, 175375.509 496385.79, 175375.647 496385.742, 175375.818 496385.713, 175375.996 496385.719, 175376.154 496385.754, 175376.348 496385.841, 175376.541 496385.996, 175376.236 496386.354, 175387.196 496396.207, 175386.366 496397.156, 175386.269 496397.067, 175375.782 496387.686, 175372.637 496391.169, 175372.497 496391.276, 175372.344 496391.329, 175372.152 496391.329, 175371.904 496391.206, 175371.791 496391.082, 175371.656 496390.848, 175371.591 496390.624, 175371.576 496390.409, 175371.6 496390.224, 175371.655 496390.049, 175371.755 496389.864, 175371.833 496389.763, 175374.373 496386.972, 175375.146 496386.082, 175375.235 496385.978)))"
O10002_Beplantingskaart_OD.1906,Hagen (bladverliezend),2003,cultuurlijk,"MULTIPOLYGON (((175382.682 496377.656, 175382.826 496377.528, 175383.024 496377.418, 175383.235 496377.357, 175383.478 496377.347, 175383.686 496377.388, 175383.836 496377.448, 175384.089 496377.632, 175384.192 496377.75, 175384.234 496377.845, 175384.255 496377.983, 175384.23 496378.125, 175384.168 496378.243, 175384.09 496378.325, 175380.948 496381.848, 175391.43 496391.248, 175390.596 496392.209, 175379.699 496382.433, 175379.405 496382.811, 175379.272 496382.691, 175379.137 496382.501, 175379.05 496382.276, 175379.022 496382.033, 175379.059 496381.78, 175379.177 496381.523, 175379.288 496381.383, 175382.682 496377.656)))"
O10002_Beplantingskaart_OD.1907,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178147.668 504362.291, 178178.81 504355.744, 178179.907 504360.887, 178173.79 504370.367, 178169.28 504370.493, 178167.534 504373.137, 178166.518 504372.482, 178153.22 504363.918, 178152.2 504363.278, 178151.746 504362.997, 178150.995 504362.639, 178150.254 504362.398, 178149.461 504362.248, 178148.812 504362.204, 178147.668 504362.291), (178175.285 504363.763, 178175.244 504363.28, 178175.125 504362.75, 178174.87 504362.113, 178174.612 504361.664, 178174.145 504361.065, 178173.489 504360.452, 178172.857 504360.01, 178172.075 504359.594, 178171.301 504359.29, 178170.559 504359.08, 178169.465 504358.893, 178168.972 504358.854, 178167.73 504358.87, 178166.905 504358.974, 178165.99 504359.183, 178164.694 504359.678, 178164.112 504359.996, 178163.694 504360.273, 178163.027 504360.832, 178162.556 504361.357, 178162.144 504361.984, 178161.889 504362.548, 178161.662 504363.758, 178161.848 504364.986, 178162.186 504365.746, 178162.465 504366.176, 178163.09 504366.882, 178163.857 504367.493, 178164.773 504368.013, 178165.752 504368.398, 178167.056 504368.704, 178168.384 504368.812, 178169.332 504368.773, 178170.069 504368.674, 178171.108 504368.425, 178172.015 504368.086, 178172.732 504367.718, 178173.789 504366.945, 178174.257 504366.46, 178174.605 504365.999, 178174.932 504365.412, 178175.195 504364.634, 178175.269 504364.167, 178175.285 504363.763)))"
O10002_Beplantingskaart_OD.1932,Bodembedekkende heesters,2019,cultuurlijk,"MULTIPOLYGON (((173322.939 509209.377, 173320.145 509204.933, 173312.743 509193.189, 173312.484 509192.634, 173312.318 509192.163, 173312.195 509191.687, 173312.113 509191.196, 173312.075 509190.733, 173312.082 509190.128, 173312.15 509189.541, 173312.27 509188.992, 173312.425 509188.509, 173312.6 509188.088, 173312.856 509187.599, 173313.169 509187.121, 173313.392 509186.835, 173313.726 509186.467, 173313.972 509186.233, 173314.2 509186.039, 173321.114 509197.003, 173328.29 509208.426, 173325.954 509209.927, 173322.939 509209.377)))"
O10002_Beplantingskaart_OD.1912,Hagen (bladverliezend),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((174884.498 505195.116, 174871.302 505322.646, 174859.158 505439.303, 174856.932 505438.871, 174858.424 505423.334, 174859.945 505423.34, 174861.547 505409.235, 174859.97 505409.113, 174861.545 505393.189, 174863.071 505393.285, 174864.869 505377.198, 174863.351 505376.904, 174865.049 505358.617, 174866.584 505358.738, 174868.701 505339.61, 174867.102 505339.339, 174868.72 505322.483, 174870.57 505322.447, 174872.532 505301.834, 174871.155 505301.607, 174872.739 505284.956, 174874.267 505284.985, 174875.996 505269.91, 174874.197 505269.463, 174875.833 505252.827, 174877.693 505252.822, 174879.853 505232.309, 174877.914 505231.97, 174879.645 505215.31, 174881.475 505215.489, 174883.496 505195.104, 174884.498 505195.116)))"
O10002_Beplantingskaart_OD.1913,Hagen (bladverliezend),2017,cultuurlijk,"MULTIPOLYGON (((174814.008 505828.289, 174817.217 505832.73, 174823.551 505842.293, 174826.157 505846.24, 174825.561 505846.635, 174822.808 505842.69, 174816.433 505833.018, 174812.92 505827.84, 174811.198 505824.482, 174810.457 505821.303, 174810.385 505817.51, 174810.765 505813.364, 174811.458 505806.573, 174813.665 505784.377, 174814.388 505784.45, 174812.184 505806.641, 174811.502 505812.654, 174811.289 505817.437, 174811.269 505820.955, 174811.828 505824.418, 174814.008 505828.289)))"
O10002_Beplantingskaart_OD.1914,Wisselperk (zomergoed),Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178516.425 504511.024, 178515.006 504511.316, 178514.673 504509.85, 178516.094 504509.529, 178516.425 504511.024)))"
O10002_Beplantingskaart_OD.1915,Bodembedekkende heesters,2016,cultuurlijk,"MULTIPOLYGON (((172344.506 508367.153, 172342.505 508368.501, 172335.104 508357.47, 172338.485 508355.21, 172345.897 508366.217, 172344.506 508367.153)))"
O10002_Beplantingskaart_OD.1916,Heesters/botanische rozen,2014,cultuurlijk,"MULTIPOLYGON (((177996.25 503165.418, 177994.632 503165.395, 177991.843 503165.354, 177992.034 503162.869, 178020.401 503163.617, 178021.082 503179.643, 178023.251 503183.296, 178026.658 503184.332, 178030.855 503184.511, 178034.477 503184.381, 178036.557 503183.747, 178039.26 503183.407, 178042.768 503184.064, 178045.658 503184.94, 178048.882 503185.695, 178052 503185.744, 178054.996 503184.965, 178056.555 503184.356, 178059.063 503184.161, 178060.662 503185.175, 178061.523 503189.057, 178019.146 503188.091, 178017.174 503188.046, 178017.683 503165.836, 178008.328 503165.693, 177997.445 503165.442, 177996.25 503165.418)))"
O10002_Beplantingskaart_OD.1917,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177219.02 504249.803, 177216.911 504250.007, 177215.312 504234.774, 177214.031 504224.243, 177212.528 504213.859, 177207.085 504180.539, 177211.308 504176.619, 177219.02 504249.803)))"
O10002_Beplantingskaart_OD.1918,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175609.947 505447.522, 175619.383 505442.731, 175620.31 505444.495, 175610.844 505449.263, 175609.947 505447.522)))"
O10002_Beplantingskaart_OD.1919,Heesters/botanische rozen,2005,cultuurlijk,"MULTIPOLYGON (((176957.699 503171.497, 176957.779 503172.41, 176953.779 503172.81, 176953.609 503170.87, 176957.609 503170.47, 176957.699 503171.497)))"
O10002_Beplantingskaart_OD.1920,Heesters/botanische rozen,2019,cultuurlijk,"MULTIPOLYGON (((176351.823 496348.34, 176351.915 496349.488, 176352.076 496350.148, 176352.253 496350.792, 176352.54 496351.481, 176352.803 496352.06, 176353.21 496352.795, 176353.627 496353.414, 176354.01 496353.939, 176357.379 496358.171, 176356.632 496359.506, 176331.906 496341.905, 176330.729 496343.55, 176329.409 496345.36, 176329.019 496344.99, 176332.449 496340.39, 176333.15 496339.528, 176333.611 496339.214, 176334.125 496338.996, 176334.672 496338.881, 176335.23 496338.874, 176335.779 496338.975, 176336.299 496339.18, 176351.823 496348.34)))"
O10002_Beplantingskaart_OD.1921,Heesters/botanische rozen,1991,cultuurlijk,"MULTIPOLYGON (((176554.619 502730.97, 176560.719 502734.33, 176561.485 502734.639, 176562.021 502734.795, 176562.743 502734.933, 176563.666 502734.996, 176564.316 502734.965, 176564.958 502734.874, 176565.783 502734.663, 176566.446 502734.41, 176566.908 502734.185, 176567.424 502733.879, 176567.939 502733.51, 176573.399 502730.67, 176573.906 502730.266, 176574.503 502729.733, 176575.151 502729.071, 176575.822 502728.271, 176576.352 502727.529, 176576.862 502726.688, 176577.263 502725.906, 176577.67 502724.933, 176577.996 502723.93, 176578.2 502723.09, 176578.379 502721.986, 176578.45 502721.123, 176578.459 502720.125, 176578.417 502719.396, 176578.25 502718.178, 176578.049 502717.27, 176578.851 502717.082, 176579.371 502716.962, 176580.497 502716.708, 176581.896 502716.403, 176583.413 502716.086, 176585.755 502715.625, 176587.403 502715.32, 176588.28 502715.165, 176589.612 502714.938, 176591.162 502714.686, 176592.842 502714.431, 176594.878 502714.143, 176597.301 502713.833, 176598.789 502713.66, 176603.769 502716.359, 176604.591 502716.587, 176605.622 502716.773, 176606.249 502716.834, 176606.977 502716.855, 176607.796 502716.817, 176608.383 502716.75, 176609.096 502716.621, 176609.657 502716.482, 176610.431 502716.232, 176610.901 502716.047, 176611.312 502715.863, 176612.058 502715.469, 176620.818 502716.759, 176615.119 502719.12, 176599.229 502725.72, 176582.199 502732.76, 176566.609 502739.22, 176559.179 502742.3, 176554.619 502730.97)))"
O10002_Beplantingskaart_OD.1922,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175747.541 496133.546, 175754.165 496126.077, 175762.007 496133.04, 175761.923 496133.134, 175761.867 496133.094, 175761.8 496133.059, 175761.724 496133.031, 175761.625 496133.013, 175761.53 496133.012, 175761.438 496133.027, 175761.356 496133.054, 175761.278 496133.094, 175761.203 496133.15, 175758.48 496136.245, 175754.997 496140.205, 175747.541 496133.546)))"
O10002_Beplantingskaart_OD.1923,Heesters/botanische rozen,1981,cultuurlijk,"MULTIPOLYGON (((177467.636 502909.255, 177468.219 502910.68, 177467.479 502912.39, 177467.621 502912.685, 177445.972 502921.678, 177444.739 502918.71, 177467.636 502909.255)))"
O10002_Beplantingskaart_OD.1924,Bodembedekkende heesters,2007,cultuurlijk,"MULTIPOLYGON (((178049.969 502976.1, 178048.757 502973.44, 178055.439 502970.67, 178056.579 502973.37, 178049.969 502976.1)))"
