OBJECTID,SPOORAFSTAND,SPOORTAK_A,SPOORTAK_B,TYPE,DEKKING,DATUM_SPOORTAK_A,DATUM_SPOORTAK_B,GEOCODE_SPOORTAK_A,GEOCODE_SPOORTAK_B,KM_GEOCODE_SPOORTAK_A,KM_GEOCODE_SPOORTAK_B,SPOORNAAM_SPOORTAK_A,SPOORNAAM_SPOORTAK_B,VERMENIGVULDIGINGSFACTOR,BOOGSTRAAL_A,BOOGSTRAAL_B,VERKANTINGSVERSCHIL_HOEK_A_B,HOOGTEVERSCHIL_A_B,Shape__Length
122,3.969,006_1017AR_10.1,006_1009AL_4.3,Exact_naar_Exact,Volledig,2022/02/09 01:21:56+00,2022/09/26 21:05:49+00,006,006,10.06631,10.066314,1017A,sGJ-w1017BR,4.5,,,,,3.96933683377967
123,3.808,006_1017AR_10.1,006_1017AL_10.1,Exact_naar_Exact,Volledig,2022/02/09 01:21:56+00,2022/02/09 01:21:56+00,006,006,10.151034,10.15092,w1017AR-s112,1017B,4.5,,,,,3.80793699133796
124,3.978,006_1017BV_10.2,006_1017AR_10.1,Exact_naar_Exact,Volledig,2022/02/09 01:21:56+00,2022/09/26 21:05:49+00,006,006,10.480235,10.480238,111,112,4.5,,,,,3.97786622198384
125,4.303,007_151R_4.3,007_151L_4.3,Exact_naar_Exact,Volledig,2022/09/26 21:05:49+00,2022/09/26 21:05:49+00,007,007,4.339365,4.339305,121,w151L-s122,4.5,,,,,4.30345777834522
126,3.956,008_1215R_9.5,008_1215L_9.5,Exact_naar_Exact,Volledig,2022/02/16 23:44:01+00,2022/09/20 22:06:44+00,008,008,10.173796,10.173731,s702-w1221L,701,4.5,,,,,3.95614868527461
127,3.887,008_1231R_20.5,008_1231L_20.5,Exact_naar_Exact,Volledig,2022/02/16 23:44:01+00,2022/09/20 22:06:44+00,008,008,20.570474,20.570555,712,w1231L-s711,4.5,,,,,3.88706718490947
128,4.429,008_1245R_21.4,008_1245L_21.4,Exact_naar_Exact,Volledig,2022/09/20 22:06:44+00,2022/02/16 23:44:01+00,008,008,21.877754,21.877734,s722-w1253L,s721-w1253R,4.5,,,,,4.42924428429952
129,4.242,008_1267R_37.2,008_1267L_37.2,Exact_naar_Exact,Volledig,2022/09/20 22:06:44+00,2022/09/20 22:06:44+00,008,008,37.5365,37.536476,731,s732-w1273R,4.5,,,,,4.2416634013085
130,4.754,008_931L_22.4,008_1255R_22.1,Exact_naar_Exact,Volledig,2015/12/04 17:41:04+00,2022/02/16 23:44:01+00,008,008,22.139703,22.139495,w1255L-s5,w1255R-sSD,4.5,,,,,4.7541942545504
131,4.772,008_931V_22.4,008_1255R_22.1,Exact_naar_Exact,Volledig,2015/12/04 17:41:04+00,2022/02/16 23:44:01+00,008,008,22.399374,22.399678,8,w1255R-sSD,4.5,,,,,4.77220653890839
132,4.238,008_934L_22.3,008_931L_22.4,Spoortak_naar_Spoortak,Volledig,,,008,008,22.211713,22.21166,6,5,4.5,,,,,4.23809417663176
133,5.058,008_934R_22.3,008_931L_22.4,Spoortak_naar_Spoortak,Volledig,,,008,008,22.310754,22.310913,934,5,4.5,,,,,5.05811913758464
134,5.207,008_934R_22.3,008_934L_22.3,Spoortak_naar_Spoortak,Volledig,,,008,008,22.276602,22.276383,7,6,4.5,,,,,5.2067952715658
135,4.065,009_103AR_138.5,009_103AL_138.5,Exact_naar_Exact,Volledig,2019/12/14 04:03:17+00,2019/10/22 21:51:36+00,009,009,138.597223,138.597011,w103AR-w105BL,103B,4.5,,,,,4.06517128913408
136,4.11,009_103BV_138.6,009_103AR_138.5,Exact_naar_Exact,Volledig,2019/12/14 04:09:41+00,2019/12/14 04:03:17+00,009,009,138.712081,138.712078,w103BV-w105AV,w103AR-w105BL,4.5,,,,,4.11038188006905
137,4.055,009_105AL_138.7,009_103AR_138.5,Exact_naar_Exact,Volledig,2019/12/14 03:55:27+00,2018/08/08 19:02:24+00,009,009,138.771976,138.771973,w105AL-sTC,105B,4.5,,,,,4.05548470346024
138,3.921,009_105AR_138.7,009_103AR_138.5,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2019/12/14 04:03:17+00,009,009,138.724995,138.724889,105A,w103AR-w105BL,4.5,,,,,3.92072245000842
139,3.944,009_105AR_138.7,009_105AL_138.7,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/12/14 03:55:27+00,009,009,138.768319,138.768478,105B,w105AL-sTC,4.5,,,,,3.94445665206249
140,3.599,009_105BV_138.8,009_105AL_138.7,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:04:11+00,009,009,145.344991,145.344981,UC,TC,4.5,,,,,3.59916971675413
141,4.016,009_115AL_148.1,009_105AL_138.7,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2019/10/22 21:51:36+00,009,009,148.15786,148.157831,115A,sTC-w115BR,4.5,,,,,4.01578420983997
142,4.264,009_115AR_148.1,009_105AL_138.7,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2019/10/22 21:51:36+00,009,009,148.176626,148.176635,115A,115B,4.5,,,,,4.26352752190015
143,4.066,009_115AR_148.1,009_115AL_148.1,Exact_naar_Exact,Volledig,2019/12/14 03:55:39+00,2018/08/08 19:02:24+00,009,009,148.19893,148.198904,w115AR-s443,115B,4.5,,,,,4.0657445677268
144,4.272,009_115BV_148.2,009_115AR_148.1,Exact_naar_Exact,Volledig,2019/12/14 04:07:52+00,2019/12/14 03:55:39+00,009,009,148.218397,148.218318,117,w115AR-s443,4.5,,,,,4.27197558279539
145,4.272,009_117L_148.2,009_115AR_148.1,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/12/14 03:55:39+00,009,009,148.222238,148.222159,117,w115AR-s443,4.5,,,,,4.27238754445334
146,4.253,009_117R_148.2,009_115AR_148.1,Exact_naar_Exact,Volledig,2014/02/04 12:26:38+00,2019/12/14 03:55:39+00,009,009,148.244262,148.244184,117,w115AR-s443,4.5,,,,,4.25257946780539
147,4.052,009_117R_148.2,009_117L_148.2,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2019/12/14 03:58:59+00,009,009,148.862523,148.862564,s442-w129L,s441-w129R,4.5,,,,,4.05248339293328
148,3.978,009_129V_148.9,009_115AR_148.1,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2018/08/08 19:04:11+00,009,009,149.243682,149.243698,w129V-w131AV,s443-w131BL,4.5,,,,,3.97805417886685
149,3.879,009_131AR_149.4,009_115AR_148.1,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/12/14 03:55:39+00,009,009,149.385646,149.385652,131A,s443-w131BL,4.5,,,,,3.87928113185936
150,3.937,009_17R_114.6,009_17L_114.6,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2018/08/08 19:04:11+00,009,009,115.218946,115.219056,s412-w33L,s411-w33R,4.5,,,,,3.93727433893042
151,4.201,009_21AR_114.7,009_21AL_114.7,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2018/08/08 19:02:24+00,009,009,114.703864,114.703656,4,21B,4.5,,,,,4.20138981052699
152,4.512,009_21BV_114.7,009_21AR_114.7,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2018/08/08 19:04:11+00,009,009,114.769365,114.769356,414,4,4.5,,,,,4.51247267027735
153,3.987,009_25BS_165.9,009_115AR_148.1,Exact_naar_Exact,Volledig,2014/02/04 12:26:38+00,2019/12/14 03:55:39+00,009,009,149.385222,149.38523,131A,s443-w131BL,4.5,,,,,3.98727184049445
154,3.881,009_25BS_165.9,009_131AR_149.4,Exact_naar_Exact,Volledig,2019/12/14 04:01:50+00,2019/10/22 21:51:36+00,009,009,149.429661,149.429665,w131AL-sTA,131B,4.5,,,,,3.88120377202744
155,3.885,009_25BS_165.9,009_25AL_165.8,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/10/22 21:51:36+00,009,009,165.813178,165.813318,sTA-w25B/27S,25A,4.5,,,,,3.88459707691802
156,3.917,009_25BS_165.9,009_25AR_165.8,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:02:24+00,009,009,165.812812,165.812847,sTA-w25B/27S,25A,4.5,,,,,3.91671871341305
157,3.812,009_25BS_165.9,009_25AV_165.8,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:04:11+00,009,009,165.097939,165.097724,TA,UA,4.5,,,,,3.81172942638902
158,4.254,009_25V_114.9,009_17L_114.6,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:02:24+00,009,009,115.269603,115.269555,w25V-w35BL,33,4.5,,,,,4.25405728687332
159,4.24,009_25V_114.9,009_17R_114.6,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2014/02/04 12:26:38+00,009,009,115.266996,115.266945,w25V-w35BL,33,4.5,,,,,4.24022575460317
160,3.803,009_27P_165.9,009_25AR_165.8,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2019/10/22 21:51:36+00,550,550,25.341563,25.341752,w25B/27P-w53AV,w25AR-w51L,4.5,,,,,3.80330482738368
161,4.54,009_27T_165.9,009_25AR_165.8,Exact_naar_Exact,Volledig,2019/04/21 19:51:03+00,2019/12/14 04:09:29+00,009,009,165.858327,165.858367,25B/27,w25AR-w51L,4.5,,,,,4.54030603924449
162,4.31,009_27T_165.9,009_27P_165.9,Exact_naar_Exact,Volledig,2022/09/20 22:06:44+00,2021/05/01 19:40:30+00,550,009,25.18207,165.893992,w25B/27T-w39/41AQ,w25B/27P-w53AV,4.5,,,,,4.31026445708381
163,4.207,009_33V_115.3,009_25V_114.9,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2019/10/22 21:51:36+00,009,009,115.283546,115.283575,35A,w25V-w35BL,4.5,,,,,4.20676849374909
164,4.175,009_35AL_115.3,009_25V_114.9,Exact_naar_Exact,Volledig,2014/02/04 12:26:38+00,2019/12/14 04:06:38+00,009,009,115.307147,115.307147,35A,w25V-w35BL,4.5,,,,,4.17483607582382
165,3.954,009_35AR_115.3,009_25V_114.9,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2019/10/22 21:51:36+00,009,009,115.293517,115.293332,35A,w25V-w35BL,4.5,,,,,3.95425195201317
166,3.964,009_35AR_115.3,009_35AL_115.3,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2018/08/08 19:04:11+00,009,009,115.334951,115.33515,35B,w35AL-sTE,4.5,,,,,3.96427472433483
167,3.819,009_35BV_115.3,009_35AL_115.3,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2019/10/22 21:51:36+00,009,009,121.696817,121.69683,UE,TE,4.5,,,,,3.81907478455188
168,3.851,009_45AL_126.7,009_35AL_115.3,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/12/14 03:58:25+00,009,009,126.743713,126.743558,45A,sTE-w45BR,4.5,,,,,3.85091357602323
169,4.001,009_45AR_126.7,009_35AL_115.3,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/12/14 03:58:25+00,009,009,126.756685,126.756677,45A,sTE-w45BR,4.5,,,,,4.00088118543903
170,3.86,009_45AR_126.7,009_45AL_126.7,Exact_naar_Exact,Volledig,2019/12/14 03:55:52+00,2018/08/08 19:02:24+00,009,009,126.786506,126.786371,w45AR-s423,45B,4.5,,,,,3.86008570500708
171,3.843,009_45BV_126.8,009_45AR_126.7,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:04:11+00,009,009,127.627518,127.627629,s422-w67AV,s423-w67BL,4.5,,,,,3.84301351025468
172,3.886,009_5AR_114.1,009_5AL_114.1,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2019/12/14 04:09:21+00,009,009,114.133002,114.133081,5B,w5AL-s412b,4.5,,,,,3.88559071699529
173,3.929,009_5BL_114.1,009_5AL_114.1,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:02:24+00,009,009,114.087957,114.087973,sUF-w5BL,5A,4.5,,,,,3.92907277102372
174,3.899,009_5BL_114.1,009_5AR_114.1,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/10/22 21:51:36+00,009,009,114.089624,114.089783,sUF-w5BL,5A,4.5,,,,,3.89859628712694
175,3.592,009_5BL_114.1,009_5AV_114.1,Exact_naar_Exact,Onjuist,2018/08/08 19:04:11+00,2018/08/08 19:04:11+00,009,009,104.309588,104.30959,UF,TF,4.5,,,,,3.59218004699096
176,4.037,009_5BV_114.1,009_5AL_114.1,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2019/12/14 04:09:21+00,009,009,114.187369,114.187359,w5BV-w9V,w5AL-s412b,4.5,,,,,4.03652355870742
177,3.96,009_67AL_127.7,009_45AR_126.7,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2018/08/08 19:02:24+00,009,009,127.776324,127.776334,w67AL-sTD,67B,4.5,,,,,3.96047734117997
178,3.834,009_67AR_127.7,009_45AR_126.7,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2019/10/22 21:51:36+00,009,009,127.729625,127.729538,67A,s423-w67BL,4.5,,,,,3.83401158579366
179,3.864,009_67AR_127.7,009_67AL_127.7,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:04:11+00,009,009,127.773056,127.773188,67B,w67AL-sTD,4.5,,,,,3.8645184913518
180,3.867,009_67BV_127.8,009_67AL_127.7,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2019/10/22 21:51:36+00,009,009,134.56801,134.568002,UD,TD,4.5,,,,,3.86670750122116
181,3.97,009_83AL_137.6,009_67BV_127.8,Exact_naar_Exact,Volledig,2019/12/14 04:00:01+00,2018/08/08 19:02:24+00,009,009,137.643272,137.643253,w83AL-w85BR,83B,4.5,,,,,3.97022770379735
182,3.894,009_83AR_137.6,009_67BV_127.8,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2019/10/22 21:51:36+00,009,009,137.597986,137.597896,83A,sUD-w83BL,4.5,,,,,3.89404900457095
183,3.897,009_83AR_137.6,009_83AL_137.6,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/12/14 04:00:01+00,009,009,137.641282,137.641444,83B,w83AL-w85BR,4.5,,,,,3.89683636941558
184,4.027,009_83BV_137.6,009_83AL_137.6,Exact_naar_Exact,Volledig,2019/12/14 04:03:40+00,2018/08/08 19:04:11+00,009,009,137.677505,137.677525,w83BV-w85AV,w83AL-w85BR,4.5,,,,,4.0265668552751
185,3.793,009_85AL_137.7,009_83AL_137.6,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/10/22 21:51:36+00,009,009,137.743449,137.743189,85A,w83AL-w85BR,4.5,,,,,3.79268862154541
186,4.287,009_85AR_137.7,009_83AL_137.6,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2019/10/22 21:51:36+00,009,009,137.7234,137.723373,85A,w83AL-w85BR,4.5,,,,,4.28666119258334
187,5.128,009_85AR_137.7,009_85AL_137.7,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2019/10/22 21:51:36+00,009,009,137.773609,137.773275,w85AR-w87V,85B,4.5,,,,,5.12754512510617
188,4.455,009_85BV_137.8,009_101V_138.5,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:04:11+00,009,009,138.545477,138.545444,s433-w103BR,103A,4.5,,,,,4.45507338772326
189,4.124,009_85BV_137.8,009_103AL_138.5,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/10/22 21:51:36+00,009,009,138.554742,138.554956,s433-w103BR,103A,4.5,,,,,4.12403322974003
190,4.235,009_85BV_137.8,009_103AR_138.5,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:02:24+00,009,009,138.552177,138.552164,s433-w103BR,103A,4.5,,,,,4.23467598996665
191,4.584,009_87L_137.9,009_85BV_137.8,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/10/22 21:51:36+00,009,009,138.537463,138.53752,101,s433-w103BR,4.5,,,,,4.58418805569754
192,4.584,009_87R_137.9,009_85BV_137.8,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/10/22 21:51:36+00,009,009,138.537463,138.53752,101,s433-w103BR,4.5,,,,,4.58418805569754
193,3.912,009_87R_137.9,009_87L_137.9,Exact_naar_Exact,Volledig,2018/08/08 19:04:11+00,2018/08/08 19:04:11+00,009,009,137.972665,137.972826,w87R-s431,w87L-s432,4.5,,,,,3.91251036675943
194,4.29,009_9L_114.2,009_21AL_114.7,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/10/22 21:51:36+00,009,009,114.714777,114.714775,413,21B,4.5,,,,,4.29001151163957
195,4.082,009_9L_114.2,009_21BV_114.7,Exact_naar_Exact,Volledig,2019/12/14 04:07:24+00,2019/10/22 21:51:36+00,009,009,114.891892,114.891861,s413-w25R,s414-w25L,4.5,,,,,4.08188515517034
196,4.034,009_9L_114.2,009_5AL_114.1,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2019/12/14 04:09:21+00,009,009,114.206542,114.206466,9,w5AL-s412b,4.5,,,,,4.0336374217324
197,4.225,009_9R_114.2,009_21AL_114.7,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/10/22 21:51:36+00,009,009,114.664691,114.664863,414,21A,4.5,,,,,4.22492118388024
198,4.462,009_9R_114.2,009_21AR_114.7,Exact_naar_Exact,Volledig,2018/08/08 19:02:24+00,2018/08/08 19:04:11+00,009,009,114.710225,114.71022,414,4,4.5,,,,,4.46221567049375
199,4.638,009_9R_114.2,009_21AV_114.7,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/12/14 04:01:27+00,009,009,114.650069,114.650031,414,21A,4.5,,,,,4.63782098080553
200,4.04,009_9R_114.2,009_5AL_114.1,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2019/12/14 04:09:21+00,009,009,114.19818,114.19817,9,w5AL-s412b,4.5,,,,,4.03991889151255
201,3.95,009_9R_114.2,009_9L_114.2,Exact_naar_Exact,Volledig,2019/10/22 21:51:36+00,2018/08/08 19:04:11+00,009,009,114.491509,114.491477,414,413,4.5,,,,,3.95010828332591
202,3.542,011_10R_67.9,011_10L_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:39:17+00,2016/07/12 22:39:17+00,011,011,67.94242,67.942018,403a,402a,4.5,,,,,3.54204795280922
203,6.597,011_11L_67.9,011_10L_67.9,Exact_naar_Exact,Volledig,2019/11/11 22:33:30+00,2019/11/11 22:33:30+00,011,011,67.891672,67.891468,11,10,4.5,,,,,6.59655689659386
204,6.597,011_11L_67.9,011_10R_67.9,Exact_naar_Exact,Volledig,2019/11/11 22:33:30+00,2019/11/11 22:33:30+00,011,011,67.891672,67.891468,11,10,4.5,,,,,6.59655689659386
205,4.216,011_12L_67.9,011_10R_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:39:17+00,2016/07/12 22:39:17+00,011,011,68.040361,68.040369,404a,403a,4.5,,,,,4.2160089195826
206,2.86,011_13L_67.9,011_12L_67.9,Exact_naar_Exact,Volledig,2019/11/11 22:33:30+00,2019/11/11 22:33:30+00,011,011,67.90947,67.909306,13,12,4.5,,,,,2.86025705138542
207,2.818,011_13L_67.9,011_12R_67.9,Exact_naar_Exact,Volledig,2019/11/11 22:33:30+00,2022/01/19 23:59:10+00,011,011,67.90947,67.909362,13,12,4.5,,,,,2.81805763780658
208,2.858,011_13R_67.9,011_12L_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:40:15+00,2019/11/11 22:33:30+00,011,011,67.909453,67.909289,13,12,4.5,,,,,2.85804807517298
209,2.816,011_13R_67.9,011_12R_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:40:15+00,2022/01/19 23:59:10+00,011,011,67.909453,67.909346,13,12,4.5,,,,,2.81625490323586
210,3.918,011_13R_67.9,011_13L_67.9,Exact_naar_Exact,Volledig,2022/12/20 16:06:34+00,2019/12/14 04:16:39+00,011,011,67.96011,67.960194,411a,w13L-w15V,4.5,,,,,3.91852291176152
211,3.526,011_14L_67.9,011_12L_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:39:17+00,2016/07/12 22:39:17+00,011,011,68.575157,68.575441,31,404a,4.5,,,,,3.52574293589309
212,4.014,011_14L_67.9,011_13L_67.9,Exact_naar_Exact,Volledig,2019/11/11 22:33:30+00,2019/12/14 04:16:39+00,011,011,67.945222,67.945324,14,w13L-w15V,4.5,,,,,4.01376104047065
213,6.76,011_14L_67.9,011_13R_67.9,Exact_naar_Exact,Volledig,2019/11/11 22:33:30+00,2019/12/14 04:38:27+00,011,011,67.945222,67.944727,14,411a,4.5,,,,,6.75968852610828
214,4.752,011_14R_67.9,011_12L_67.9,Exact_naar_Exact,Volledig,2019/11/11 22:33:30+00,2016/07/12 22:39:17+00,011,011,67.957346,67.956999,14,404a,4.5,,,,,4.75216732239091
215,4.01,011_14R_67.9,011_13L_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:39:17+00,2019/12/14 04:16:39+00,011,011,67.94502,67.945122,14,w13L-w15V,4.5,,,,,4.01035530221451
216,6.737,011_14R_67.9,011_13R_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:39:17+00,2019/12/14 04:38:27+00,011,011,67.94502,67.944526,14,411a,4.5,,,,,6.73676212211772
217,3.744,011_14R_67.9,011_14L_67.9,Exact_naar_Exact,Volledig,2019/12/14 04:33:56+00,2016/07/12 22:39:17+00,011,011,67.995845,67.995569,406a,405a,4.5,,,,,3.7437452931523
218,3.743,011_15L_68.0,011_12L_67.9,Exact_naar_Exact,Volledig,2021/06/01 21:34:43+00,2016/07/12 22:39:17+00,011,011,68.612217,68.612442,32,34,4.5,,,,,3.74276129214782
219,4.554,011_15L_68.0,011_13R_67.9,Exact_naar_Exact,Volledig,2022/01/19 23:59:10+00,2022/12/20 16:06:34+00,011,011,67.984269,67.983943,15,411a,4.5,,,,,4.55356342329829
220,4.408,011_15L_68.0,011_14L_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:39:17+00,2021/06/01 21:38:01+00,011,011,68.599311,68.599014,32,31,4.5,,,,,4.40772440381655
221,4.342,011_15L_68.0,011_14R_67.9,Exact_naar_Exact,Volledig,2022/12/20 16:06:34+00,2019/11/11 22:45:48+00,011,011,68.255126,68.255096,407a,406a,4.5,,,,,4.34195473490915
222,4.551,011_15R_68.0,011_13R_67.9,Exact_naar_Exact,Volledig,2022/01/19 23:59:10+00,2022/12/20 16:06:34+00,011,011,68.01998,68.01961,w15R-w16V,411a,4.5,,,,,4.55052050319521
223,6.46,011_15R_68.0,011_14R_67.9,Exact_naar_Exact,Volledig,2019/11/11 22:33:30+00,2022/12/20 16:06:34+00,011,011,67.984139,67.983881,15,406a,4.5,,,,,6.46040445870071
224,4.564,011_16L_68.0,011_13R_67.9,Exact_naar_Exact,Volledig,2016/07/12 22:40:15+00,2022/12/20 16:06:34+00,011,011,68.025021,68.024648,16,411a,4.5,,,,,4.56361288673788
225,4.12,011_16L_68.0,011_15L_68.0,Exact_naar_Exact,Volledig,2021/06/01 21:34:43+00,2022/12/20 16:06:34+00,011,011,68.556448,68.556485,29,407a,4.5,,,,,4.11999608980397
226,4.508,011_16R_68.0,011_13R_67.9,Exact_naar_Exact,Volledig,2022/01/19 23:59:10+00,2022/12/20 16:06:34+00,011,011,68.053154,68.052787,16,411a,4.5,,,,,4.50841456057448
227,4.121,011_16R_68.0,011_15L_68.0,Exact_naar_Exact,Volledig,2021/06/01 21:34:43+00,2022/12/20 16:06:34+00,011,011,68.556447,68.556485,29,407a,4.5,,,,,4.12069272817084
228,3.904,011_16R_68.0,011_16L_68.0,Exact_naar_Exact,Volledig,2019/12/14 04:11:04+00,2019/11/11 22:45:48+00,011,011,68.075081,68.075099,409a,408a,4.5,,,,,3.90385708754816
229,4.527,011_28L_68.5,011_10L_67.9,Exact_naar_Exact,Volledig,2019/11/11 23:35:30+00,2022/01/31 13:05:48+00,011,011,68.505456,68.505089,28,402a,4.5,,,,,4.52734540542248
230,3.958,011_28R_68.5,011_10L_67.9,Exact_naar_Exact,Volledig,2022/01/31 13:05:48+00,2022/01/31 13:05:48+00,011,011,68.56528,68.564724,w28R-w33R,402a,4.5,,,,,3.95756749784511
231,4.543,011_28R_68.5,011_10R_67.9,Exact_naar_Exact,Volledig,2021/06/01 21:34:43+00,2022/07/04 17:53:41+00,011,011,68.604833,68.604033,33,403a,4.5,,,,,4.54330574912145
232,4.515,011_28R_68.5,011_28L_68.5,Exact_naar_Exact,Volledig,2016/07/12 22:39:17+00,2016/07/12 22:39:17+00,011,011,68.556149,68.55629,w28R-w33R,w28L-s412a,4.5,,,,,4.51515755317575
233,3.834,011_293AR_70.2,011_293AL_70.2,Exact_naar_Exact,Volledig,2018/09/10 18:07:04+00,2022/11/15 22:33:48+00,011,011,70.1815,70.181346,293B,w295L-w293AL,4.5,,,,,3.83396760810521
234,3.946,011_293BL_70.2,011_293AL_70.2,Exact_naar_Exact,Volledig,2018/09/10 18:07:04+00,2022/11/15 22:33:48+00,011,011,70.175229,70.175218,293B,w295L-w293AL,4.5,,,,,3.94642040335289
235,3.983,011_293BL_70.2,011_293AR_70.2,Exact_naar_Exact,Volledig,2022/11/15 22:33:48+00,2018/09/10 18:07:04+00,011,011,70.225944,70.225884,w293BL-sBC,293A,4.5,,,,,3.9828894599273
236,3.854,011_293BV_70.2,011_293AL_70.2,Exact_naar_Exact,Volledig,2021/10/21 19:51:26+00,2022/11/15 22:33:48+00,011,011,70.113687,70.11367,w297BR-w293BV,295,4.5,,,,,3.85417106522271
237,4.016,011_295R_70.1,011_293AL_70.2,Exact_naar_Exact,Volledig,2022/11/15 22:33:48+00,2018/09/10 18:07:08+00,011,011,70.149327,70.149602,w295R-s303a,w295L-w293AL,4.5,,,,,4.01623693026196
238,4.735,011_295R_70.1,011_293AR_70.2,Exact_naar_Exact,Volledig,2022/11/15 22:33:48+00,2018/09/10 18:07:04+00,011,011,70.232145,70.232138,303a,293A,4.5,,,,,4.73502205802676
239,3.875,011_295R_70.1,011_293BV_70.2,Exact_naar_Exact,Volledig,2018/09/10 18:07:04+00,2021/10/21 19:51:26+00,011,011,70.100919,70.100943,295,297B,4.5,,,,,3.87461356524751
240,3.88,011_295V_70.1,011_293BV_70.2,Exact_naar_Exact,Volledig,2022/11/15 22:33:48+00,2018/09/10 18:07:08+00,011,011,70.096289,70.096232,295,297B,4.5,,,,,3.88001625898655
241,6.353,011_297AL_70.1,011_293AL_70.2,Exact_naar_Exact,Volledig,2021/10/21 19:49:36+00,2022/11/15 22:33:48+00,011,011,70.099575,70.1,297A,295,4.5,,,,,6.35299024475876
242,3.74,011_297AL_70.1,011_293BV_70.2,Exact_naar_Exact,Volledig,2018/09/10 18:07:04+00,2018/09/10 18:07:08+00,011,011,70.129548,70.129619,297A,w297BR-w293BV,4.5,,,,,3.73992367970257
243,6.3,011_297AL_70.1,011_295R_70.1,Exact_naar_Exact,Volledig,2021/10/21 19:49:36+00,2018/09/10 18:07:04+00,011,011,70.09865,70.09915,297A,295,4.5,,,,,6.3004329509963
244,4.079,011_297AL_70.1,011_295V_70.1,Exact_naar_Exact,Volledig,2019/11/09 00:40:39+00,2018/09/10 18:07:08+00,011,011,70.04283,70.042858,297B,303b,4.5,,,,,4.0786701864701
245,3.87,011_297AR_70.1,011_293BV_70.2,Exact_naar_Exact,Volledig,2021/10/21 19:49:36+00,2022/11/15 22:33:48+00,011,011,70.14274,70.142734,297A,w297BR-w293BV,4.5,,,,,3.86972015138046
