FID,vrt_code,vrtnaam,haven_vaar,meetpunt,naam,soort,opmerking,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
aansluiting.1611,095d,Espelervaart,,7.691,Espelertocht,NVW,,,50127,,,POINT (52.71709999799998 5.646799999999985)
aansluiting.1612,131,Westerschelde,,55.3,Gat van Ossenisse,NVW,,,50128,,,POINT (51.3913 3.952599998999972)
aansluiting.1613,129,Schelde-Rijnverbinding,,6.624,Uitwateringsgeul gemaal Hollare Polder,NVW,,,50188,,,POINT (51.60020000100002 4.190400001)
aansluiting.1614,075,Drentsche Hoofdvaart,,12.934,Oranjekanaal,NBV,,,50190,,,POINT (52.915899998999976 6.4090000020000275)
aansluiting.1615,236,"Zaan, Tap- of Tochtsloot, Markervaart en Alkmaardermeer",,7.638,Sluissloot,NBV,,,50193,,,POINT (52.477299999000024 4.812399997999989)
aansluiting.1616,223,Kromme Mijdrecht en Grecht,,12.5,Poldergemaal (4),NVW,,,50222,,,POINT (52.142499998000005 4.870299998999997)
aansluiting.1617,086a,Overijsselsche Vecht,,27.324,Kromme Kolk,NVW,,,50230,,,POINT (52.524700000999985 6.154899999000008)
aansluiting.1618,050a,Stadsbuitengracht Stavoren,,0.3,Stadsbinnengracht met gemeentelijke Binnenhaven,NBV,,,50270,,,POINT (52.88069999999999 5.363600001000009)
aansluiting.1619,004b1,Leeksterhoofddiep,,3.514,Toeleidingskanaal Ir. Sjerp Sipkema Gemaal,NVW,,,50286,,,POINT (53.167899999999975 6.403299998000023)
aansluiting.1620,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,57.045,Uitwateringskanaal gemaal Bolwerk,NVW,,,50323,,,POINT (52.249000002 6.15870000000001)
aansluiting.1621,027a,Hallumertrekvaart,,4.8,Aansluiting woonwijk,GEB,,,50328,,,POINT (53.30229999900001 5.782400000999985)
aansluiting.1622,054,Vaarweg van Workum naar de Fluessen,,0.013,Horsea,NBV,,,50332,,,POINT (52.97920000200003 5.464299998999991)
aansluiting.1623,120,Heusdensch Kanaal en Afgedamde Maas,,8.63,Veense Put (recreatieplas),GEB,,,50340,,,POINT (51.786499999 5.089899998000021)
aansluiting.1624,080,Kanaal Almelo-De Haandrik (Overijsselsch Kanaal) en Coevorden-Vechtkanaal,,31.892,Overijsselsche Vecht,NBV,,,50413,,,POINT (52.62070000199998 6.699499998000022)
aansluiting.1625,044a,Boven-Linde naar de stuw bij de voormalige Lindesluis,,11.424,Steggerdavaart,NBV,,,50473,,,POINT (52.87389999999999 6.059999999000013)
aansluiting.1626,201b,Haagse Trekvliet,,2.4,"Einde vaarwegbeschrijving, voortzetting Trekvliet",NBV,,,50553,,,POINT (52.07260000000002 4.324499998000022)
aansluiting.1627,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,23.65,Kloppenburgergat,GEB,,,50576,,,POINT (52.242699999000024 4.69240000100001)
aansluiting.1628,240,Vaart van Edam naar Purmerend,,3.486,Schuttersgracht,NBV,,,50577,,,POINT (52.512699999000006 5.055399998999974)
aansluiting.1629,203,Trekvaart Haarlem naar Leiden,,2.832,Trekvaart naar Haarlem,NBV,,,50587,,,POINT (52.285000000000025 4.543200001000002)
aansluiting.1630,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,18.959,Geysman (1e) invaart,NBV,,,50617,,,POINT (51.929099999000016 4.109800000000007)
aansluiting.1631,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,78.935,Afgesneden rivierarm te Tull en 't Waal,NBV,,,50635,,,POINT (51.997299999000006 5.128100000000018)
aansluiting.1632,127,Roosendaalsche- en Steenbergsche Vliet,,4.938,Benedenmond zijtak naar Oud-Bovensas,NBV,,,50660,,,POINT (51.596900000999995 4.3740999999999985)
aansluiting.1633,236,"Zaan, Tap- of Tochtsloot, Markervaart en Alkmaardermeer",,11.56,"De Poel, 't Zwet (sluis en brug (oph.) in invaart)",NBV,,,50677,,,POINT (52.50310000000002 4.794199999)
aansluiting.1634,039b,Diepesloot en Polsloot naar de Boorne te Akkrum,,1.807,Vaart door Akkrum,NBV,,,50678,,,POINT (53.047800000999985 5.835999999000023)
aansluiting.1635,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,29.777,Uitwateringskanaal gemaal Electra,NVW,,,50691,,,POINT (53.314700000000016 6.354800001000001)
aansluiting.1636,045,Vaarweg van het Oudhof naar het Tjeukemeer,,13.1,Vierhuistervaart,NBV,,,50726,,,POINT (52.902499999999975 5.785500001000003)
aansluiting.1637,037,Vaarweg van Het Deel langs Akkrum en Gorredijk naar de Drentsche Hoofdvaart,,2.627,Oude gedeelte Boorne,NBV,,,50731,,,POINT (53.050299998000014 5.840399998999999)
aansluiting.1638,234c,"Koopvaardersbinnenhaven, Maritieme Binnenhaven en Afsluitingskanaal",,1.209,Natte Dok (geen doorvaart),NBV,,,50732,,,POINT (52.957600001 4.771799999999985)
aansluiting.1639,212c,Vaarweg van de Schinkel (Nieuwe Meer) naar de Amstel,,2.266,Beatrixpark (brug over invaart),NVW,,,50843,,,POINT (52.34470000099998 4.878499999999974)
aansluiting.1640,628,Zijkanaal E (Noordzeekanaal),,0.524,Dijksloot (sluis en brug in invaart),NBV,,,50864,,,POINT (52.43010000100003 4.784299998999984)
aansluiting.1641,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,7.57,Eerste Gietermond,NBV,,,50882,,,POINT (53.047699998999974 6.857399999999984)
aansluiting.1642,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,28.298,Waterinlaatkanaal stuw,NVW,,,50883,,,POINT (52.94379999900002 7.16360000100002)
aansluiting.1643,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,54.85,"Asseltse Plassen (met JH's, ligpl. en loswal)",GEB,,,50926,,,POINT (51.238200000999996 6.00569999999999)
aansluiting.1644,011,Damsterdiep,,16.658,Oosterwijtwerdermaar (brug over invaart),NBV,,,50956,,,POINT (53.318100001999994 6.818100001999994)
aansluiting.1645,124,Amertak en Wilhelminakanaal,,19.752,Spuikanaal Donge,NVW,,,50958,,,POINT (51.599599997999974 4.983899999000016)
aansluiting.1646,080,Kanaal Almelo-De Haandrik (Overijsselsch Kanaal) en Coevorden-Vechtkanaal,,15.28,Nieuwe Stroomkanaal,NVW,,,50969,,,POINT (52.49599999899999 6.579200000000014)
aansluiting.1647,242,Vaarweg Alkmaar-Huigendijk-Ursum-Avenhorn,,3.902,Poldergemaal Heerhugowaard,NVW,,,51011,,,POINT (52.636199999999974 4.800200000000018)
aansluiting.1648,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,6.311,Vloddervaart,NBV,,,51030,,,POINT (52.780400000999975 5.980700001000002)
aansluiting.1649,1251,Havens te Scheveningen,,0,Noordzee (Haven Scheveningen),GEB,,,51037,,,POINT (52.100900002 4.257300000999976)
aansluiting.1650,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,5.84,Bernisse (toegang tot WV De Kleine Bernisse),NBV,,,51040,,,POINT (51.86740000200001 4.251800000999992)
aansluiting.1651,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,,37.735,Kanaal Coevorden - Zwinderen (vaste brug in invaart),NBV,,,51086,,,POINT (52.72830000099998 6.655699997999989)
aansluiting.1652,224a,"Heinoomsvaart, Ringvaart van het Waterschap Groot-Mijdrecht en Geuzensloot",,9.292,Vinkeveensche Plassen,GEB,,,51264,,,POINT (52.21609999999998 4.951000001000011)
aansluiting.1653,110b,Sionssloot en Moldiep,,1.188,Vaargeul door Kikvorspolder,NBV,,,51279,,,POINT (51.80970000100001 4.751100000000008)
aansluiting.1654,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,25.21,Eerste Valthermond (invaart naar passantenhaven Spoordok),NBV,,,51301,,,POINT (52.926499999999976 7.017600000000016)
aansluiting.1655,234,Noordhollandsch Kanaal,,21.747,Sluissloot,NBV,,,51335,,,POINT (52.521600001000024 4.869500000000016)
aansluiting.1656,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,1.564,Muggenbeet,NBV,,,51415,,,POINT (52.740800001000025 5.993000000999984)
aansluiting.1657,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,15.28,Driezumer Ried,NBV,,,51432,,,POINT (53.324000001 6.058699998999998)
aansluiting.1658,211a,Dubbele Wiericke,,4.488,Gemaal,NVW,,,51439,,,POINT (52.05050000199998 4.799400002000027)
aansluiting.1659,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,29.164,Jachthaven Durgerdam,NBV,,,51592,,,POINT (52.36840000000001 4.992400002000011)
aansluiting.1660,043,Kuinder of Tjonger,,15.875,Stroomkanaal gemaal,NVW,,,51683,,,POINT (52.92089999799998 6.031700000000001)
aansluiting.1661,120,Heusdensch Kanaal en Afgedamde Maas,,11.853,Afgedamde rivierarm te Poederoijensehoek,NVW,,,51718,,,POINT (51.78909999899997 5.055199999000024)
aansluiting.1662,060,Lemmer - Delfzijl,,99.2,Oosterbrugsloot naar Nauwe Geeuw,NBV,,,51741,,,POINT (53.00539999799997 5.717500001000019)
aansluiting.1663,010,Warffumermaar,,2.973,Rasquerdermaar,NBV,,,51768,,,POINT (53.35779999900001 6.568100001999994)
aansluiting.1664,035b,Graft en Lange Lits,,1.853,Driehuistersloot,NBV,,,51811,,,POINT (53.11210000099999 5.879799998999999)
aansluiting.1665,206,Oude Rijn,,7.624,Gemaal Bijleveld,NVW,,,51815,,,POINT (52.088900000000024 4.972100001000001)
aansluiting.1666,110,Wantij en Otterkanaal,,1.869,Vlije,NVW,,,51845,,,POINT (51.816100000999995 4.699499998000022)
aansluiting.1667,233c,Zijkanaal A en de haven van Beverwijk (De Pijp),,0.6,Fort Velsen,NVW,,,51945,,,POINT (52.46579999800002 4.666200000999993)
aansluiting.1668,086a,Overijsselsche Vecht,,22.619,Stuwkanaal stuw Vechterweerd (benedenstrooms),NVW,,,51980,,,POINT (52.518300001 6.211800002000018)
aansluiting.1669,007b,Kromme Raken,,2.511,Warfhuisterloopdiep,NBV,,,52009,,,POINT (53.34050000100001 6.430799997999998)
aansluiting.1670,211,Hollandsche IJssel,,3.011,Uitwateringsgeul gemaal van Rijnland,NVW,,,52029,,,POINT (51.99689999999998 4.695599999000024)
aansluiting.1671,055,Workumertrekvaart,,12.756,Uitwateringsgeul,NVW,,,52030,,,POINT (52.97260000199998 5.434799999000006)
aansluiting.1672,008,Winsumerdiep,,2.273,Gemaal Sichterman,NVW,,,52066,,,POINT (53.335000001000026 6.55680000000001)
aansluiting.1673,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,64.759,Variksche Plaat,NVW,,,52067,,,POINT (51.82559999799997 5.382599997999989)
aansluiting.1674,228,Eem en havens van Amersfoort,,7.267,Afgesneden riviergedeelte,NBV,,,52100,,,POINT (52.19550000100003 5.310400001999994)
aansluiting.1675,227a1,"'s-Gravelandsevaart, Drecht en Loosdrechtse Plassen",,8.082,Overdijksche Wetering,NVW,,,52138,,,POINT (52.200300001000016 5.028700001999994)
aansluiting.1676,011,Damsterdiep,,24.793,Gemaal Damsterdiep,NVW,,,52156,,,POINT (53.328600000999984 6.924699998999984)
aansluiting.1677,011,Damsterdiep,,14.431,Vaart naar Wirdum (brug over invaart),NVW,,,52180,,,POINT (53.314100000999986 6.787500001000012)
aansluiting.1678,011e,"Groeve, noordelijk gedeelte",,0.638,Aansluiting naar woonwijk,NBV,,,52186,,,POINT (53.313800000000015 6.852499998999974)
aansluiting.1679,026,Vaarweg van Leeuwarden naar Berlikum,,8.89,"Aansluiting naar woonwijk (brug over invaart (2,6 m.)",NBV,,,52201,,,POINT (53.237199998999984 5.6480999999999995)
aansluiting.1680,218,Ringvaart van de Haarlemmermeerpolder (noordelijk gedeelte),,17.142,Slotervaart,NBV,,,52247,,,POINT (52.34149999900001 4.791099998999982)
aansluiting.1681,234,Noordhollandsch Kanaal,,4.243,Verbinding met de Nieuwe Gouw (zie; Bijz. algemeen),NBV,,,52270,,,POINT (52.41160000100001 4.930900000000008)
aansluiting.1682,223,Kromme Mijdrecht en Grecht,,8.247,Poldergemaal,NVW,,,52272,,,POINT (52.175900001 4.861900002000027)
aansluiting.1683,016,"Westerwoldsche Aa, Pekel-Aa en Pekelerhoofddiep",,15.557,Winschoterzijl,NVW,,,52343,,,POINT (53.14350000000002 7.083999999000014)
aansluiting.1684,092,Vaarweg Blauwe Hand-Blokzijl,,9.764,Zuiderdiep (met JH balkengat),GEB,,,52387,,,POINT (52.72810000200002 5.965199999999982)
aansluiting.1685,003b,Langs- of Wolddiep,,2.404,Toeleidingskanaal gemaal,NVW,,,52417,,,POINT (53.2278 6.315200000999994)
aansluiting.1686,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,6.574,Plas naar Slochter Aa,NBV,,,52423,,,POINT (53.233299999999986 6.746800001999986)
aansluiting.1687,220,Amstel-Gouwevaart (Amstel en Aarkanaal),,2.512,Achtergracht,NBV,,,52437,,,POINT (52.36160000000001 4.903299998000023)
aansluiting.1688,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,5.38,Jan Gijzenvaart,NBV,,,52491,,,POINT (52.404199999000014 4.661299999999983)
aansluiting.1689,094b,Creilervaart,,3.051,Klutendwarstocht,NVW,,,52502,,,POINT (52.76049999899999 5.718299999999999)
aansluiting.1690,206,Oude Rijn,,49.826,Nieuwe Rijn,NBV,,,52507,,,POINT (52.15410000100002 4.521600001000024)
aansluiting.1691,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,118.621,Afgesneden rivierarm Middelsteegsche Weiden (met JH Boxmeer),NBV,,,52558,,,POINT (51.67959999999999 5.9640999999999735)
aansluiting.1692,111,Oude Maas,,0.64,Oostkeethaven (brug over invaart),NVW,,,52570,,,POINT (51.81899999799998 4.663099999999986)
aansluiting.1693,084b,Voorhaven Prins Bernhardsluis en havens te Deventer,,2.303,Voortzetting Kanaal Deventer-Raalte (onbevaarbaar),NVW,,,52636,,,POINT (52.25079999899998 6.189599998000006)
aansluiting.1694,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,3.433,Haven Struyk Verwo Infra,NBV,,,52668,,,POINT (51.972100001 5.968899998999973)
aansluiting.1695,204,"Laeck, Spriet, Warmonderleede en Oegstgeesterkanaal",,6.45,Rijnsburgsche Vliet,NBV,,,52739,,,POINT (52.194200002 4.45919999900002)
aansluiting.1696,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,118.449,"De Hoop (kil, boven strooms)",NBV,,,52758,,,POINT (51.890000000999976 4.646499999000014)
aansluiting.1697,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,200.514,Uitw.kanaal Gemaal Gansoijen (invaart WSV Bergse Maas),NVW,,,52762,,,POINT (51.71640000100001 5.069600001000026)
aansluiting.1698,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,6.8,Aansluiting naar JH Reitdiep,GEB,,,52780,,,POINT (53.238099999999974 6.527499999999975)
aansluiting.1699,022,Van Harinxmakanaal,,17.472,"Dronrijp, woonwijk (met trailerhelling)",NBV,,,52833,,,POINT (53.188999998999975 5.657200000999978)
aansluiting.1700,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,1.497,Oude Winschoterdiep (brug (dr.) over invaart),NBV,,,52864,,,POINT (53.215599999000005 6.576599999999985)
aansluiting.1701,089,Kanaal Beukers-Steenwijk,,6.446,Jan Hozengracht,NBV,,,52872,,,POINT (52.714499999 6.076099999000007)
aansluiting.1702,124,Amertak en Wilhelminakanaal,,8.91,Toeleidingskanaal voormalige schutsluis  (verboden invaart),NVW,,,52898,,,POINT (51.637800001000016 4.841899997999974)
aansluiting.1703,007,"Mensingeweersterloopdiep, Hoornse Vaart of Hulpkanaal over den Hoorn en Hunsingokanaal",,12.371,Leenstervaart,NBV,,,52923,,,POINT (53.35159999899997 6.368999998999982)
aansluiting.1704,108a,Vaarweg Nieuwe Merwede-Amer door de Spieringsluis,,4.136,Vaarweg om eiland ten NW van Catharinaplaatjes,NBV,,,53001,,,POINT (51.751499998999975 4.754200000000026)
aansluiting.1705,406a,"Mond van de Dollard, Groote Gat en Buiten A",,20.779,Uitwateringskanaal Nieuwe Statenzijl,NVW,,,53014,,,POINT (53.2337 7.207400001999986)
aansluiting.1706,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,12.789,Vaarsloot,NBV,,,53015,,,POINT (52.806100000000015 5.922800000999985)
aansluiting.1707,206,Oude Rijn,,26.113,Dwarswetering,NVW,,,53046,,,POINT (52.081799999 4.776299998000013)
aansluiting.1708,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,2.134,Kostverlorenvaart naar Haarlemmervaart,NBV,,,53077,,,POINT (52.38039999799997 4.8740000020000025)
aansluiting.1709,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,36.251,Stienservaart,NBV,,,53099,,,POINT (53.246399999000005 5.832100000000025)
aansluiting.1710,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,18.118,Vaargeul benoorden Ganzeplaat (diverse ligplaatsen),NBV,,,53115,,,POINT (51.92869999999999 4.121699999999976)
aansluiting.1711,230b,Toegangsgeul en Voorhaven van de Zuidersluis,,3.01,Uitwatering gemaal De Blocq van Kuffeler (met diensthaven),NVW,,,53142,,,POINT (52.420499999000015 5.222699999999975)
aansluiting.1712,142a,Keeten - Haven Stavenisse,,1.621,Uitwateringssluis Stavenisse,NVW,,,53171,,,POINT (51.58830000099999 4.013599999000007)
aansluiting.1713,060,Lemmer - Delfzijl,,85.6,Grundaam,NVW,,,53227,,,POINT (53.09440000000001 5.846600000000024)
aansluiting.1714,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,,3.555,Geul tussen kust en Makkumernoordwaard,NBV,,,53237,,,POINT (53.05510000100003 5.395699999999977)
aansluiting.1715,236a,"De Poel, Braak en Ringvaart van de Wijde Wormer",,9.941,Wormer Ringvaart,NBV,,,53264,,,POINT (52.5086 4.920000001999995)
aansluiting.1716,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,98.6,"Afgesneden bocht van Geisteren (B), brug over invaart.",NVW,,,53318,,,POINT (51.10640000199999 5.682100002000027)
aansluiting.1717,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,2.098,Uitwatering oude loop van de Dieze (verboden invaart),NVW,,,53324,,,POINT (51.72170000199998 5.272999997999989)
aansluiting.1718,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,22.2,Buiksloterkanaal (verboden invaart),NBV,,,53337,,,POINT (52.381999999000016 4.899999998999988)
aansluiting.1719,143,"Vaarweg van het Hollandsch Diep naar de Schelde-Rijnverbinding, Krammer en Grevelingenmeer",,19.619,Vaarweg naar Oude Tonge (met jachthaven),NBV,,,53343,,,POINT (51.657400000999985 4.196899998999982)
aansluiting.1720,232,Hoge Vaart,,44.763,Recreatieplas Biddinghuizen,GEB,,,53419,,,POINT (52.45430000099998 5.680799997999998)
aansluiting.1721,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,212.204,Noorder Afwateringskanaal,NVW,,,53443,,,POINT (51.71889999899997 4.905499997999982)
aansluiting.1722,109a,Ruigt of Reugt,,5.719,Gat van de Buisjes,NBV,,,53446,,,POINT (51.74889999999999 4.7765000019999775)
aansluiting.1723,008,Winsumerdiep,,4.61,Toegang tot woonwijk De Brake,NBV,,,53449,,,POINT (53.33329999799997 6.52320000200001)
aansluiting.1724,060,Lemmer - Delfzijl,,97.6,"Joustervaart, vaarweg naar de Goengarijpsterpoelen",NBV,,,53467,,,POINT (53.018899999999974 5.724199999000007)
aansluiting.1725,220a,Nieuwe Vaart te Amsterdam,,1.543,Verbinding naar Entrepothaven,NBV,,,53519,,,POINT (52.36719999799999 4.934099998000022)
aansluiting.1726,016,"Westerwoldsche Aa, Pekel-Aa en Pekelerhoofddiep",,12.079,Uitwateringskanaal stuw De Bult,NVW,,,53520,,,POINT (53.152300000000025 7.1319000010000195)
aansluiting.1727,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,4.005,Ertveldplas (met JH Vikinghaven),NBV,,,53552,,,POINT (51.70690000100001 5.282200000999978)
aansluiting.1728,111,Oude Maas,,22.386,Griendplaat (verboden invaart),NVW,,,53571,,,POINT (51.84209999799998 4.390900000999977)
aansluiting.1729,206,Oude Rijn,,12.1,Teckopsche Molenvliet,NBV,,,53603,,,POINT (52.103399998999976 4.923999998999989)
aansluiting.1730,126,Mark en Dintel,,32.834,Uitwateringsgeul Gemaal De Dintel,NVW,,,53604,,,POINT (51.629999999000006 4.424199998000006)
aansluiting.1731,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,39.581,Jelsumervaart (met woonbotenhaven),NBV,,,53608,,,POINT (53.223999999 5.8081000000000245)
aansluiting.1732,043,Kuinder of Tjonger,,26.497,Uitwateringsgeul,NVW,,,53627,,,POINT (52.97260000199998 6.151700000999995)
aansluiting.1733,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,8.745,Burgwal,NBV,,,53639,,,POINT (52.38039999799997 4.642700002000026)
aansluiting.1734,129d,"Berendrechtsluis, vaarweg door",,0.002,Kanaaldok B2 (toegang tot de havens van Antwerpen),NBV,,,53640,,,POINT (51.34989999999999 4.300799998999992)
aansluiting.1735,246,Slootvaart,,3.866,Paardetocht,NBV,,,53660,,,POINT (52.84219999999999 4.96840000200001)
aansluiting.1736,137,Kanaal door Zuid-Beveland,,5.677,Uitwateringskanaal gemaal de Moer,NVW,,,53686,,,POINT (51.480700001 4.005100001000017)
aansluiting.1737,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,42.002,Uitwateringskanaal Hoendernesterbeek,NVW,,,53690,,,POINT (52.15269999999998 6.181899998000006)
aansluiting.1738,963,Oude Vaartsche Rijn,,0,Aansluiting naar woonwijk met ligplaatsen,NBV,,,53694,,,POINT (52.011799999000004 5.098000001000003)
aansluiting.1739,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,12.031,Toegang tot voormalige vuilstortplaats,NBV,,,53701,,,POINT (52.055199999000024 4.975999999999999)
aansluiting.1740,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,43.6,Uitwateringsgeul gemaal (4),NVW,,,53736,,,POINT (51.95890000100002 4.396499999000014)
aansluiting.1741,026,Vaarweg van Leeuwarden naar Berlikum,,5.737,Vaart ter noorden Menaldum,NVW,,,53767,,,POINT (53.21709999799998 5.664799999000024)
aansluiting.1742,240,Vaart van Edam naar Purmerend,,6.16,"Edam, gemaal",NVW,,,53837,,,POINT (52.52230000100002 5.025300000000016)
aansluiting.1743,232,Hoge Vaart,,51.33,Oosterwoldertocht,NBV,,,53845,,,POINT (52.48970000100002 5.75780000200001)
aansluiting.1744,240,Vaart van Edam naar Purmerend,,4.015,Boerenverdriet,NBV,,,53866,,,POINT (52.511199999999974 5.048000000000002)
aansluiting.1745,060,Lemmer - Delfzijl,,62.2,De Brekken (recreatiepark),GEB,,,53931,,,POINT (52.863200000999996 5.683200001999978)
