OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,SUBTYPE,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,STATUS,Shape__Length
382,d7fa2d7c53014d829106daa231a39aff,283,0,2022/11/30 17:33:37+00,spijlen / staaf hekwerk,5.024,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,54.112539,"54,112539",54.112711,"54,112711",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Westelijke Splitsing,3,BASIS,90455.675,438200.317,90460.597,438199.311,51.92852589,4.44878746,51.92851742,4.44885921,Prorail,L0004,bestaand,Actueel,5.02375556730222
383,c29f936a47ff426a9cdb61ec9b311c04,283,1,2021/05/31 09:02:03+00,draadmat,12.44,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,25.10363,"25,103630",25.091061,"25,091061",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Woerden - Gouda,81,BASIS,114922.099,448595.999,114932.191,448603.273,52.02426134,4.80326924,52.02432744,4.80341542,Prorail,L0004,bestaand,Actueel,12.4402387436898
384,d76fc51badc93518e0530b29a8c0c3f9,283,0,2022/02/17 16:32:19+00,draadmat,17.796,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.17518,"11,175180",11.157374,"11,157374",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,125179.689,457455.816,125195.774,457463.425,52.10453831,4.95194357,52.10460756,4.95217768,Prorail,L0004,bestaand,Actueel,17.7961183212777
385,afe1b776e71e3562e0530b29a8c0f552,283,0,2020/10/09 09:56:11+00,spijlen / staaf hekwerk,15.03,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.770011,"1,770011",1.754933,"1,754933",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134499.951,456614.904,134514.924,456613.602,52.09740394,5.08803128,52.09739279,5.08824987,Prorail,L0004,bestaand,Actueel,15.029502087561
386,80f578629c484afda176f0bf827db846,283,0,2019/05/28 17:22:50+00,,4.588,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.618958,"15,618958",15.614741,"15,614741",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121233.694,455404.001,121238.24,455404.623,52.08587044,4.89455261,52.0858763,4.89461888,Woerden,G0632,bestaand,Actueel,4.58835482498902
387,9aadc3848395419e8f0a2770a8f83168,283,2,2022/06/14 12:48:54+00,,0.1,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,8.152762,"8,152762",8.152662,"8,152662",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,128163.241,457359.841,128163.34,457359.827,52.10382841,4.99549828,52.10382829,4.99549972,Prorail,L0004,bestaand,Actueel,0.0999849988748312
388,9aa2fd10c9cc43b0b0ef3dde4f7e6013,283,0,2022/06/14 12:48:54+00,,281.069,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,9.78664,"9,786640",9.523358,"9,523358",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,126551.413,457613.661,126813.565,457590.173,52.1060292,4.97195168,52.10583151,4.97578005,Prorail,L0004,bestaand,Actueel,281.068618376023
389,8b1965d1260748a29b45a4f59648d835,283,0,2021/01/07 07:42:38+00,draadmat,1.019,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,41.064991,"41,064991",41.065016,"41,065016",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,102171.765,442271.092,102172.52,442270.408,51.96634846,4.61848638,51.96634238,4.61849747,Prorail,L0004,bestaand,Actueel,1.01876444775031
390,44670fe4b20049808e61c0f656605be6,283,0,2021/01/07 07:42:38+00,draadmat,39.581,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,36.88923,"36,889230",36.917865,"36,917865",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,104439.068,445776.15,104409.896,445760.92,51.99806137,4.65095899,51.99792183,4.65053649,Prorail,L0004,bestaand,Actueel,39.5813178171424
391,abbced525b344316bed69467135265c3,283,0,2020/04/16 11:48:38+00,,2.127,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.966109,"1,966109",1.964271,"1,964271",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134302.13,456613.691,134304.084,456614.469,52.09738568,5.08514445,52.09739274,5.08517292,Utrecht,G0344,bestaand,Actueel,2.12724982744861
392,5bbabe1c99b54a3f928a0d54c1ec0ad3,283,0,2022/11/30 17:40:31+00,spijlen / staaf hekwerk,1.767,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,54.112961,"54,112961",54.114747,"54,114747",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Westelijke Splitsing,3,BASIS,90472.56,438197.034,90472.278,438195.29,51.92849834,4.44903354,51.92848264,4.44902977,Prorail,L0004,bestaand,Actueel,1.76665220119864
393,4d54a13bfdf244ab96705d6a34c96eb5,283,0,2017/12/07 13:57:57+00,,1.68,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.284776,"53,284776",53.283143,"53,283143",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90660.746,438996.556,90661.595,438997.954,51.93570566,4.45161961,51.93571832,4.45163169,Rotterdam,G0599,bestaand,Actueel,1.68035819356507
394,3785e0f17c79344fe0531f050e0a4372,283,0,2016/11/08 10:35:52+00,,2.288,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,43.639544,"43,639544",43.64181,"43,641810",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,99989.661,441000.389,99987.508,440999.614,51.95471626,4.58694058,51.95470908,4.58690939,Capelle aan den IJssel,G0502,bestaand,Actueel,2.28823845827111
395,ba55b49ef8ea4e079296f3d928914a01,283,0,2022/11/30 17:19:59+00,draadmat,1.227,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.296301,"53,296301",53.296283,"53,296283",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90651.857,438988.073,90652.972,438987.56,51.93562839,4.45149196,51.93562391,4.45150827,Prorail,L0004,bestaand,Actueel,1.22735243512204
396,b296518573bc4c80be03e1c1a3496908,283,0,2018/07/18 14:43:28+00,,100.754,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,10.492694,"10,492694",10.591776,"10,591776",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,125850.022,457588.39,125751.097,457569.324,52.10576557,4.96171621,52.10558899,4.96027393,Prorail,L0004,bestaand,Actueel,100.754434667179
397,e198c739c54a45c281d6ac82f26e665b,283,0,2021/01/22 11:02:24+00,,70.775,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,2.070166,"2,070166",1.999987,"1,999987",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,134203.058,456665.074,134273.476,456658.507,52.09784379,5.08369551,52.09778741,5.08472356,Utrecht,G0344,bestaand,Actueel,70.7754305739777
398,be895d26133942cc8b6c9329a68a45e8,283,0,2020/04/16 11:48:39+00,,7.054,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,2.427958,"2,427958",2.429709,"2,429709",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133842.147,456665.429,133839.681,456660.388,52.09783331,5.07842847,52.0977879,5.07839279,Utrecht,G0344,bestaand,Actueel,7.05386200283592
399,afe1b776e7fc3562e0530b29a8c0f552,283,0,2020/10/09 10:10:16+00,spijlen / staaf hekwerk,2.427,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,3.152222,"3,152222",3.152121,"3,152121",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133127.733,456786.126,133128.112,456788.523,52.09889036,5.06799482,52.09891192,5.0680002,Prorail,L0004,bestaand,Actueel,2.42677769892506
400,afe1b776e5b13562e0530b29a8c0f552,283,0,2020/10/09 09:54:06+00,spijlen / staaf hekwerk,10.203,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,5.453701,"5,453701",5.452877,"5,452877",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,130841.791,457043.515,130841.287,457033.324,52.1011087,5.03461563,52.10101709,5.034609,Prorail,L0004,bestaand,Actueel,10.203455150095
401,a44749e762454c9f83a8129449d97679,283,0,2017/04/26 09:59:31+00,,45.58,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.440084,"53,440084",53.485046,"53,485046",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90589.222,438856.556,90581.14,438811.72,51.93443916,4.45060592,51.93403527,4.45049682,Rotterdam,G0599,bestaand,Actueel,45.5802497825014
402,89bb0141e7464dd6b3077c7d2e76e534,283,0,2020/04/16 11:48:29+00,,0.005,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.999986,"1,999986",1.999982,"1,999982",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,14,BASIS,134273.476,456658.507,134273.481,456658.506,52.09778741,5.08472357,52.0977874,5.08472364,Utrecht,G0344,bestaand,Actueel,0.00483735464897913
403,580fb5a149ab4854ab25823ff5e7085d,283,0,2023/01/31 16:06:28+00,draadmat,305.543,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,47.504653,"47,504653",47.749679,"47,749679",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,96172.357,440423.931,95939.364,440343.566,51.94914446,4.53151286,51.94839748,4.528138,Prorail,L0004,bestaand,Actueel,305.543472153124
404,afe1b776e61b3562e0530b29a8c0f552,283,0,2020/10/09 09:52:21+00,spijlen / staaf hekwerk,13.409,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,3.038786,"3,038786",3.034065,"3,034065",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133242.276,456782.886,133245.37,456769.839,52.09886575,5.06966666,52.09874861,5.06971265,Prorail,L0004,bestaand,Actueel,13.4088420454564
405,e4c046d592d14fe7bb075138d411c005,283,0,2022/02/22 09:44:39+00,gaashekwerk,19.474,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,46.13032,"46,130320",46.131717,"46,131717",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97526.739,440651.67,97522.624,440670.674,51.95133294,4.55117318,51.95150331,4.55111015,Prorail,L0004,bestaand,Actueel,19.4740687292453
406,4b0c7ab61ae54ed594e2c88c556a33bd,283,0,2019/05/28 17:22:50+00,,0.751,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.618958,"15,618958",15.619668,"15,619668",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121233.694,455404.001,121232.959,455403.846,52.08587044,4.89455261,52.085869,4.8945419,Woerden,G0632,bestaand,Actueel,0.751165760668043
407,7252677a4d314617be7f1b930a1e710b,283,0,2022/02/22 09:44:39+00,draadmat,21.801,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,41.611483,"41,611483",41.610359,"41,610359",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,101786.167,441881.584,101801.252,441865.886,51.96281094,4.61293633,51.9626713,4.61315823,Prorail,L0004,bestaand,Actueel,21.8011923587302
408,ff4b4718246548688df8f6c432e152b9,283,0,2020/12/04 08:57:20+00,,15.146,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,29.527111,"29,527111",29.542336,"29,542336",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Woerden - Gouda,81,BASIS,110814.817,447602.377,110799.758,447604.001,52.01501903,4.74355798,52.01503243,4.74333842,Prorail,L0004,bestaand,Actueel,15.1463149643733
409,7b3f2491d8904b49803a6abdebcc16b4,283,0,2023/01/31 16:06:28+00,spijlen / staaf hekwerk,17.471,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,46.633445,"46,633445",46.633456,"46,633456",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97030.372,440574.972,97031.386,440570.208,51.95059207,4.54396651,51.95054936,4.54398206,Prorail,L0004,bestaand,Actueel,17.4711625132242
410,807bdd86ba1a41f3be46707d550a80fd,283,0,2020/12/01 19:07:15+00,,8.479,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.918608,"11,918608",11.918687,"11,918687",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124533.718,457086.834,124529.808,457094.358,52.1011868,4.94254818,52.10125421,4.94249044,Prorail,L0004,bestaand,Actueel,8.47931327308181
411,807bdd86ba1a41f3be46707d550a80fd,283,0,2020/12/01 19:07:15+00,,8.479,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.918608,"11,918608",11.918687,"11,918687",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124533.718,457086.834,124529.808,457094.358,52.1011868,4.94254818,52.10125421,4.94249044,Prorail,L0004,bestaand,Actueel,8.47931327308181
412,6c93c340962b4dad9891720d9bd4e70b,283,0,2023/01/30 15:02:19+00,draadmat,67.949,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,43.400426,"43,400426",43.383381,"43,383381",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,100220.87,441058.516,100251.085,441013.705,51.95526151,4.59029451,51.95486175,4.59074117,Prorail,L0004,bestaand,Actueel,67.9491735394567
413,afe1b776e6823562e0530b29a8c0f552,283,1,2020/10/09 10:04:39+00,spijlen / staaf hekwerk,1.483,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,5.018267,"5,018267",5.016787,"5,016787",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,131271.34,456964.291,131272.815,456964.138,52.10041523,5.04089028,52.10041392,5.04091182,Prorail,L0004,bestaand,Actueel,1.48291402313148
414,43a1e9555c10487da98809b2dbb963fe,283,1,2022/02/22 09:44:39+00,spijlen / staaf hekwerk,44.167,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.82364,"45,823640",45.779365,"45,779365",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97825.677,440724.384,97869.583,440729.18,51.95201728,4.55550911,51.9520649,4.55614693,Prorail,L0004,bestaand,Actueel,44.1674931048127
415,50f950efa8db6912e053293c320a0238,283,0,2017/06/06 11:44:01+00,,168.357,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.636165,"32,636165",32.466914,"32,466914",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107733.768,447965.485,107902.057,447963.939,52.01802858,4.69862924,52.018029,4.70108091,Gouda,G0513,bestaand,Actueel,168.356985342927
416,50f950efa8d06912e053293c320a0238,283,0,2017/06/06 11:44:01+00,,3.001,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.646676,"32,646676",32.643678,"32,643678",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107723.259,447966.008,107726.256,447965.859,52.01803239,4.69847608,52.0180313,4.69851976,Gouda,G0513,bestaand,Actueel,3.00070158462983
417,afe1b776e6813562e0530b29a8c0f552,283,1,2020/10/09 10:02:10+00,spijlen / staaf hekwerk,1.531,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,5.016759,"5,016759",5.018286,"5,018286",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,131272.945,456964.921,131271.426,456965.111,52.10042096,5.04091366,52.1004226,5.04089148,Prorail,L0004,bestaand,Actueel,1.53083669932491
418,439d1875ce984cd9b0e73123990535a1,283,0,2023/01/30 15:02:19+00,draadmat,13.729,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,38.057531,"38,057531",38.050114,"38,050114",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,103808.628,444792.861,103807.3,444802.494,51.98916624,4.64192644,51.98925269,4.64190567,Prorail,L0004,bestaand,Actueel,13.7291975105809
419,afe1b776e60b3562e0530b29a8c0f552,283,0,2020/10/09 09:59:45+00,spijlen / staaf hekwerk,0.794,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.891903,"1,891903",1.892417,"1,892417",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134379.428,456632.058,134378.883,456631.853,52.09755364,5.08627139,52.09755178,5.08626345,Prorail,L0004,bestaand,Actueel,0.794358717361774
420,67f4b24b5f1a48c7b043f118e57f76c9,283,0,2022/11/30 17:33:34+00,draadmat,204.767,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,538,,538,538__,Rotterdam Kleiweg,52.419167,"52,419167",52.221769,"52,221769",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg,3,BASIS,91360.1,439439.106,91554.498,439475.336,51.93976346,4.46170598,51.94011128,4.46452602,Prorail,L0004,bestaand,Actueel,204.766555441643
421,e6fc6187df385f61e0530b29a8c0e64a,283,0,2022/08/31 13:00:26+00,spijlen / staaf hekwerk,6.415,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,2.434346,"2,434346",2.440757,"2,440757",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133835.798,456666.171,133829.452,456667.108,52.09783973,5.07833577,52.09784791,5.0782431,Prorail,L0004,bestaand,Actueel,6.4148406504908
422,18addf3cf9ac4150a0921b604460cd40,283,0,2023/01/30 15:02:19+00,,1.216,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,39.293466,"39,293466",39.294423,"39,294423",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,103137.306,443755.228,103136.159,443754.824,51.97977817,4.63231067,51.97977443,4.63229404,Prorail,L0004,bestaand,Actueel,1.21606948814613
423,b07175463c5a146ce053060b19ac59ff,283,0,2020/09/29 11:33:06+00,,0.998,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,44.443844,"44,443844",44.444837,"44,444837",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,99201.878,440838.273,99200.888,440838.147,51.95318071,4.57550775,51.95317948,4.57549337,Capelle aan den IJssel,G0502,bestaand,Actueel,0.997985971845296
424,d76fc51baeb93518e0530b29a8c0c3f9,283,0,2022/02/17 16:36:31+00,spijlen / staaf hekwerk,2.231,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,101,,101,101__,Harmelen Aansl. - Woerden,14.138809,"14,138809",14.141036,"14,141036",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl. - Woerden,14,BASIS,122560.136,456071.829,122558.165,456070.783,52.09195202,4.91384125,52.0919425,4.91381259,Prorail,L0004,bestaand,Actueel,2.23135765846715
425,b07175464e9d146ce053060b19ac59ff,283,0,2020/09/29 11:33:06+00,,0.593,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,43.40979,"43,409790",43.409767,"43,409767",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,100224.666,441008.051,100224.843,441007.485,51.95480833,4.59035777,51.95480326,4.59036044,Capelle aan den IJssel,G0502,bestaand,Actueel,0.5930303533547
426,31c5a1295c934b5aa0e8e19a06e8beb9,283,0,2022/02/22 09:44:39+00,,13.651,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,41.248829,"41,248829",41.23513,"41,235130",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,102054.694,442130.003,102063.902,442140.076,51.96506927,4.61680476,51.96516068,4.61693718,Prorail,L0004,bestaand,Actueel,13.6513367379939
427,62f885211b277e3de053540a19ac61e6,283,0,2018/01/29 09:21:48+00,,1.196,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.278747,"45,278747",45.279933,"45,279933",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,98365.743,440801.348,98364.553,440801.225,51.95276428,4.56335178,51.95276305,4.56333449,Capelle aan den IJssel,G0502,bestaand,Actueel,1.19633994581019
428,f84a1724f9a44a6aa598ab1ad9bae05c,283,0,2021/01/07 11:02:16+00,spijlen / staaf hekwerk,80.561,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,41.298814,"41,298814",41.219374,"41,219374",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,102006.266,442107.142,102059.624,442165.588,51.96485919,4.61610369,51.96538956,4.61687101,Prorail,L0004,bestaand,Actueel,80.5605733086027
429,afe1b776e6f53562e0530b29a8c0f552,283,0,2020/10/09 09:53:21+00,draadmat,13.45,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,2.867664,"2,867664",2.855939,"2,855939",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133406.702,456724.094,133418.266,456722.516,52.09834377,5.07207002,52.09833004,5.07223888,Prorail,L0004,bestaand,Actueel,13.450102585894
430,a8e87eef94a54fbaa8252eeb02d29c6f,283,0,2016/09/06 12:23:14+00,,21.258,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,31.889044,"31,889044",31.883908,"31,883908",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,108477.388,447868.947,108479.244,447847.77,52.01722379,4.70947467,52.01703362,4.70950459,Prorail,L0004,bestaand,Actueel,21.2581764269657
431,0b3a4adff7d54bc89cdb4edea6843123,283,0,2020/12/04 08:57:20+00,,2.605,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,31.401917,"31,401917",31.404526,"31,404526",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Woerden - Gouda,81,BASIS,108957.84,447811.888,108955.245,447812.117,52.01675105,4.71648098,52.01675289,4.71644314,Prorail,L0004,bestaand,Actueel,2.60508464353848
432,e6fc6187df6f5f61e0530b29a8c0e64a,283,0,2022/08/31 12:57:52+00,spijlen / staaf hekwerk,1.28,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,2.610281,"2,610281",2.610331,"2,610331",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133663.337,456703.187,133663.167,456701.918,52.09816581,5.07581661,52.0981544,5.07581421,Prorail,L0004,bestaand,Actueel,1.28033628395043
433,665ff685d9fb4c7a8ba1eb057d4f2f4e,283,0,2021/05/31 09:02:03+00,draadmat,141.929,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,24.949951,"24,949951",25.091061,"25,091061",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Woerden - Gouda,81,BASIS,115049.902,448680.617,114932.191,448603.273,52.02503108,4.80512135,52.02432744,4.80341542,Prorail,L0004,bestaand,Actueel,141.928737404346
