nummer;hotel naam in 2012;sterklasse NHC 2012;aantal kamers in 2012;aantal bedden in 2012;aantal campeerplekken;gemeente;plaats;postcode;straat;huisnummer;buurtindeling 2005;wijk;buurtindeling 2010;stadsdeel
60030;HOTEL LELYSTAD AIRPORT;3;24;48; ;LELYSTAD;LELYSTAD;8218PJ;AIRPORT PLAZA;1; ; ; ; 
60040;WATERLODGES HAJÉ DE LEPELAAR;3;4;8; ;LELYSTAD;LELYSTAD;8218PX;RIJKSWEG A6 DE LEPELAAR;4; ; ; ; 
60050;HUIS VAN STEEN;0;5;12; ;LELYSTAD;LELYSTAD;8241AZ;LOMMERRIJK;2; ; ; ; 
60070;B&B DE HOUTCRIB;0;3;6; ;LELYSTAD;LELYSTAD;8223PA;BADWEG;1; ; ; ; 
70000;HOTEL SPAANDER;3;79;162; ;EDAM-VOLENDAM;VOLENDAM;1131EP;HAVEN;15; ; ; ; 
70010;HOTEL CAFÉ RESTAURANT DE VRIJHEID;0;7;14; ;EDAM-VOLENDAM;VOLENDAM;1131ET;HAVEN;80; ; ; ; 
70020;H.C.R. VAN DEN HOGEN;2;5;9; ;EDAM-VOLENDAM;VOLENDAM;1131EV;HAVEN;106; ; ; ; 
70030;HOTEL OLD DUTCH;3;33;75; ;EDAM-VOLENDAM;VOLENDAM;1131EW;HAVEN;142; ; ; ; 
70040;DV GROEP BED & BREAKFAST;0;8;17; ;EDAM-VOLENDAM;VOLENDAM;1131ZD;ZEESTRAAT;13-A; ; ; ; 
70060;RESTAURANT JIMMY GARDEN;0;4;8; ;EDAM-VOLENDAM;EDAM;1135AB;ZUIDERVESTING;5; ; ; ; 
70070;HOTEL-CAFE-RESTAURANT DE FORTUNA;3;23;49; ;EDAM-VOLENDAM;EDAM;1135AV;SPUISTRAAT;3; ; ; ; 
70080;H.C.R. DAMHOTEL EDAM;3;10;20; ;EDAM-VOLENDAM;EDAM;1135AZ;KEIZERSGRACHT;1; ; ; ; 
70090;HOTEL CAFÉ DE HARMONIE;1;4;12; ;EDAM-VOLENDAM;EDAM;1135BT;VOORHAVEN;92-94; ; ; ; 
70100;POSTHOORN, SUITEHOTEL REST.;4;5;10; ;WATERLAND;MONNICKENDAM;1141AG;NOORDEINDE;41-43; ; ; ; 
70101;INN ON THE LAKE;0;4;8; ;WATERLAND;BROEK IN WATERLAND;1151AH;KERKPLEIN;11; ; ; ; 
70110;LAKE LAND HOTEL;2;120;245; ;WATERLAND;MONNICKENDAM;1141AV;JACHTHAVEN;1; ; ; ; 
70120;HOEVE MEERZICHT;2;5;10; ;WATERLAND;MONNICKENDAM;1141PB;MONNICKENMEER;4; ; ; ; 
70130;BOERENKAMER NOOITGEDACHT;0;7;21; ;WATERLAND;KATWOUDE;1145PL;LAGEDIJK;9 A; ; ; ; 
70140;HOEVE CHAPEAU;0;5;10; ;WATERLAND;KATWOUDE;1145PM;HOOGEDIJK;11; ; ; ; 
70150;VAN DER VALK HOTEL VOLENDAM;4;129;268; ;WATERLAND;KATWOUDE;1145PW;WAGENWEG;1; ; ; ; 
70160;DE SCHAAPSKOOI B&B;0;4;8; ;WATERLAND;BROEK IN WATERLAND;1151CJ;MOLENGOUW;34; ; ; ; 
70170;OP DE HORSTEN;2;4;8; ;WATERLAND;ZUIDERWOUDE;1153PJ;ZEEDIJK;9; ; ; ; 
70180;HOF VAN MARKEN, HOTEL RESTAURANT;3;7;14; ;WATERLAND;MARKEN;1156BC;BUURT II;15; ; ; ; 
70190;H.R.-KOFFIEHUIS SPIJKERMAN;0;8;15; ;PURMEREND;PURMEREND;1441GX;NECKERDIJK;2; ; ; ; 
70200;HAMPSHIRE GOLFHOTEL WATERLAND;4;96;208; ;PURMEREND;PURMEREND;1445AD;WESTERWEG;60; ; ; ; 
70210;H.C.R. DE WEGWIJZER;2;10;21; ;WATERLAND;WATERGANG;1454AA;KANAALDIJK;27; ; ; ; 
70220;DE NIEUWE TUINBOUW;1;10;19; ;BEEMSTER;ZUIDOOSTBEEMSTER;1461DJ;PURMERENDERWEG;167; ; ; ; 
70221;BOSS RESTAURANT MIDDEN BEEMSTER;0;10;15; ;BEEMSTER;ZUIDOOSTBEEMSTER;1461DJ;PURMERENDERWEG;167; ; ; ; 
70230;HOTEL VAN DER VALK PURMEREND;3;38;75; ;BEEMSTER;ZUIDOOSTBEEMSTER;1461DN;PURMERENDERWEG;232; ; ; ; 
70240;BEEMSTERKAMER;0;5;14; ;BEEMSTER;ZUIDOOSTBEEMSTER;1461LG;NEKKERWEG;79; ; ; ; 
70250;HOTEL BEEMSTER;3;6;12; ;BEEMSTER;MIDDENBEEMSTER;1462HR;VOLGERWEG;42; ; ; ; 
70260;B&B SPITSBERGEN;2;4;8; ;BEEMSTER;NOORDBEEMSTER;1463PD;SCHERMERHORNERWEG;3; ; ; ; 
70270;HOTEL DE PURMER EEND;1;28;56; ;ZEEVANG;KWADIJK;1471CK;KWADIJK;167-168; ; ; ; 
70280;WAPEN VAN MIDDELIE;3;5;10; ;ZEEVANG;MIDDELIE;1472GB;BRINK;1; ; ; ; 
70290;HOTEL 'T TOLHUUS;3;48;96; ;ZEEVANG;WARDER;1473PP;IJSSELMEERDIJK;7A; ; ; ; 
70300;PENSION ZONNEWEELDE;2;8;18; ;ZEEVANG;OOSTHUIZEN;1474ME;OOSTEINDE;87; ; ; ; 
70310;APPARTEMENTEN ZONNEWEELDE;0;9;24; ;ZEEVANG;OOSTHUIZEN;1474ME;OOSTEINDE;87a; ; ; ; 
70330;BOERENKAMER DE OVERLEEKERHOEVE;0;6;26; ;WATERLAND;MONNICKENDAM;1141PE;OVERLEEK;25A; ; ; ; 
70350;FLOWERGARDEN B&B;0;3;5; ;WATERLAND;MONNICKENDAM;1141ET;MARGRIETSTRAAT;29; ; ; ; 
70360;MARINAPARK VOLENDAM BV;0;30;60; ;EDAM-VOLENDAM;VOLENDAM;1131PW;PIETERMAN;1; ; ; ; 
70370;B&B EDAM;0;3;9; ;EDAM-VOLENDAM;EDAM;1135JB;JACOB TONISSENSTRAAT;14; ; ; ; 
70380;BOERENKAMER LEEUWENDAAL;0;12;29; ;WATERLAND;PURMER;1481AN;OOSTERWEG;16 /E; ; ; ; 
80000;BASTION HOTEL ZAANDAM;3;80;160; ;ZAANSTAD;ZAANDAM;1505HR;WIBAUTSTRAAT;278; ; ; ; 
80001;ZUIVELBOERDERIJ BUIJS BED & BREAKFAST;0;4;8; ;OOSTZAAN;OOSTZAAN;1511BC;KERKBUURT;61; ; ; ; 
80002;D'VIJF BROERS;4;15;30; ;ZAANSTAD;ZAANDIJK;1544BG;Lagedijk;32-34; ; ; ; 
80003;HEERLIJCK SLAAPEN OP DE ZAANSE SCHANS;0;4;8; ;ZAANSTAD;ZAANDAM;1509BT;Kalverringdijk;17; ; ; ; 
80004;HEERLIJCK SLAAPEN OP DE ZAANSE SCHANS/ DE MOL;0;3;6; ;ZAANSTAD;ZAANDAM;1509BT;Kalverringdijk;19; ; ; ; 
80010;FORMULE 1 ZAANDAM;0;74;222; ;ZAANSTAD;ZAANDAM;1505HX;PIETER LIEFTINCKWEG;10; ; ; ; 
80020;INNTEL HOTELS AMSTERDAM ZAANDAM;4;159;318; ;ZAANSTAD;ZAANDAM;1506MD;PROVINCIALEWEG;102; ; ; ; 
80030;CAFÉ SMAN;0;3;5; ;ZAANSTAD;WORMERVEER;1521DH;ZAANWEG;2; ; ; ; 
80040;HUIS TE ZAANEN;3;10;22; ;ZAANSTAD;WORMERVEER;1521DN;ZAANWEG;93-94; ; ; ; 
80050;HOTEL-CAFE-BRASSERIE WEROMERI;2;6;11; ;WORMERLAND;WORMER;1531MD;POELWEG;1; ; ; ; 
80051;HET LEPELAARSNEST;2;3;6; ;WORMERLAND;JISP;1546LC;Molenpad;2; ; ; ; 
80060;HOTEL BORDWALSER;3;7;14; ;WORMERLAND;WORMER;1531RK;BORDWALSERSTRAAT;1; ; ; ; 
80070;HOTEL-RESTAURANT DE PRINS WESTZAAN;3;12;22; ;ZAANSTAD;WESTZAAN;1551AB;KERKBUURT;31; ; ; ; 
80080;DE ZAANSE GANS;0;3;6; ;ZAANSTAD;ASSENDELFT;1566AE;DORPSSTRAAT;141; ; ; ; 
80090;BOERENKAMER HET VERBONDEN HOOFD;0;2;12; ;WORMERLAND;SPIJKERBOOR;1458PN;OUDELANDSDIJKJE;7; ; ; ; 
80110;HET LEPELAARSNEST;2;3;6; ;WORMERLAND;JISP;1546LC;MOLENPAD;2; ; ; ; 
;totaal;605;34406;73486;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
