"fiscal_year","buildingcode","buildingname","districtcode","districtname","isdcode","isdname","entitytype","status","school_emphasis","setting","phonenumber","address_line_1","zip_code","school_type","school_level","locale_name","county_name","unique_id","attribute","url"
"2015","1410","Carman-Ainsworth Transportation Building","25080","Carman-Ainsworth Community Schools","25","Genesee ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"8105916225","1409 WEST MAPLE AVE","48507",,"Other","Not Specified","Genesee","582","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5766","Caro Alternative High School","79020","Caro Community Schools","79","Tuscola ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","9896736845","1205 EAST CARO RD","48723","Alternative Education","Middle_High School","Town: Distant","Tuscola","583","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","762","Caro Center","84040","Michigan Department of Community Health","84","State of Michigan","State Unique Education Provider","Open-Active","Special Education","Special Education","9896733191","2000 CHAMBERS RD","48723","Special Education","Other","Not Specified","Tuscola","584","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2721","Caro Community Schools","79020","Caro Community Schools","79","Tuscola ISD","LEA District","Open-Active",,,"9896733160","301 NORTH HOOPER ST","48723",,"Elem thru High School","Town: Distant","Tuscola","585","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","666","Caro High School","79020","Caro Community Schools","79","Tuscola ISD","LEA School","Open-Active","General Education","Multiple Settings","9896733165","301 NORTH HOOPER ST","48723","General Education","High School","Town: Distant","Tuscola","586","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5961","Caro Middle School","79020","Caro Community Schools","79","Tuscola ISD","LEA School","Open-Active","General Education","Multiple Settings","9896733167","299 NORTH HOOPER ST","48723","General Education","Middle School","Town: Distant","Tuscola","587","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4330","Carpenter School","56010","Midland Public Schools","56","Midland County Educational Service Agency","LEA School","Open-Active","General Education","Multiple Settings","9899236411","1407 WEST CARPENTER ST","48640","General Education","Elementary","City: Small","Midland","588","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Carpenter Year Round Elem. School","63230","Lake Orion Community Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2483913500","2290 FLINTRIDGE ST","48359","General Education","Elementary","Suburb: Large","Oakland","589","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6396","Carrie Knause Early Childhood Learning Center","29100","St. Louis Public Schools","29","Gratiot-Isabella RESD","LEA School","Open-Active","General Education","Multiple Settings","9896813535","121 I AND K ST","48880","General Education","Elementary","Rural: Fringe","Gratiot","590","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","967","Carrollton High School","73030","Carrollton Public Schools","73","Saginaw ISD","LEA School","Open-Active","General Education","Multiple Settings","9897533433","1235 MAPLERIDGE RD","48604","General Education","High School","Suburb: Midsize","Saginaw","591","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","557","Carrollton Public Schools","73030","Carrollton Public Schools","73","Saginaw ISD","LEA District","Open-Active",,,"9897541475","3211 CARLA DR","48604",,"Elem thru High School","Suburb: Midsize","Saginaw","592","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5554","Carson City-Crystal Alternative Academy","59020","Carson City-Crystal Area Schools","59","Montcalm Area ISD","LEA School","Open-Active","Alternative Education","Alternative Education","9885843138","115 EAST MAIN ST","48811","Alternative Education","Middle_High School","Not Specified","Montcalm","593","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6029","Carsonville-Port Sanilac H.S.","76070","Carsonville-Port Sanilac School District","76","Sanilac ISD","LEA School","Open-Active","General Education","Multiple Settings","8106579394","100 NORTH GOETZE RD","48419","General Education","Middle_High School","Rural: Distant","Sanilac","594","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3715","Carsonville-Port Sanilac Learning Center","76070","Carsonville-Port Sanilac School District","76","Sanilac ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","8106579393","100 NORTH GOETZE RD","48419","Alternative Education","Middle_High School","Rural: Distant","Sanilac","595","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1655","Carsonville-Port Sanilac School District","76070","Carsonville-Port Sanilac School District","76","Sanilac ISD","LEA District","Open-Active",,,"1806579393","100 NORTH GOETZE RD","48419",,"Elem thru High School","Rural: Distant","Sanilac","596","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1207","Carstens Elementary-Middle School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138665500","13000 Essex Avenue","48215","General Education","Elem_Middle School","City: Large","Wayne","597","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7673","Carter Middle School","50230","Warren Consolidated Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5866984291","12000 MASONIC BLVD","48093","General Education","Middle School","City: Midsize","Macomb","598","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1888","Carver Elementary-Middle School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3132406622","18701 PAUL ST","48228","General Education","Elem_Middle School","City: Large","Wayne","599","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1310","CASA","63020","Ferndale Public Schools","63","Oakland Schools","LEA Unique Education Provider","Open-Active","General Education","General Education","2486918502","23561 ROSEWOOD ST","48237","General Education","High School","Suburb: Large","Oakland","600","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","914","Cascades School","38170","Jackson Public Schools","38","Jackson ISD","LEA School","Open-Active","General Education","General Education","5178413900","1200 SOUTH WISNER ST","49203","General Education","Elementary","City: Small","Jackson","601","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1775","Casman Alternative Academy","51903","Casman Alternative Academy","51","Manistee ISD","PSA District","Open-Active",,,"2317234981","225 9TH ST","49660",,"Middle_High School","Town: Remote","Manistee","602","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2652","Cass City Elementary","79030","Cass City Public Schools","79","Tuscola ISD","LEA School","Open-Active","General Education","Multiple Settings","9898722158","4805 ALE ST","48726","General Education","Elem_Middle School","Rural: Remote","Tuscola","603","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9983","Cass City Jr. and Sr. High School","79030","Cass City Public Schools","79","Tuscola ISD","LEA School","Open-Active","General Education","Multiple Settings","9898722148","4868 SEEGER ST","48726","General Education","Middle_High School","Rural: Remote","Tuscola","604","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9648","Cass City Public Schools","79030","Cass City Public Schools","79","Tuscola ISD","LEA District","Open-Active",,,"9898722200","4868 SEEGER ST","48726",,"Elem thru High School","Rural: Remote","Tuscola","605","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9442","Cass Elementary School","82095","Livonia Public Schools School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7347442695","34633 MUNGER ST","48154","General Education","Elementary","City: Small","Wayne","606","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","946","Cass Technical High School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3132632000","2501 2ND AVE","48201","General Education","High School","City: Large","Wayne","607","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1358","Cassopolis Adult Education","14010","Cassopolis Public Schools","14","Lewis Cass ISD","LEA Unique Education Provider","Open-Active","Reportable Program","Adult Education","2694450536","725 CENTER ST","49031","Reportable Program","Other","Not Specified","Cass","608","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8352","Cassopolis Alternative Ed.","14010","Cassopolis Public Schools","14","Lewis Cass ISD","LEA School","Open-Active","Alternative Education","Alternative Education","2694450536","725 CENTER ST","49031","Alternative Education","High School","Rural: Fringe","Cass","609","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9373","Cassopolis Public Schools","14010","Cassopolis Public Schools","14","Lewis Cass ISD","LEA District","Open-Active",,,"2694450503","725 CENTER ST","49031",,"Elem thru High School","Rural: Distant","Cass","610","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1044","Cavanaugh School","33020","Lansing Public School District","33","Ingham ISD","LEA School","Open-Active","General Education","Multiple Settings","5177551251","300 WEST CAVANAUGH RD","48910","General Education","Elementary","City: Midsize","Ingham","611","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2345","CB Sabbath 6-8 Preparatory Academy","82120","River Rouge, School District of the City of","82","Wayne RESA","LEA School","Open-Active","Special Education","Multiple Settings","3132979600","340 Frazier","48218","Special Education","Middle School","Suburb: Large","Wayne","612","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5570","Cedar Crest Elementary School","59070","Greenville Public Schools","59","Montcalm Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6167543641","622 SOUTH CEDAR ST","48838","General Education","Elementary","Town: Distant","Montcalm","613","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2258","Cedar Lane School","11300","Niles Community Schools","11","Berrien RESA","LEA School","Open-Active","Alternative Education","Multiple Settings","2696849554","2301 NILES BUCHANAN RD","49120","Alternative Education","High School","Suburb: Large","Berrien","614","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cedar Springs High School","41070","Cedar Springs Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6166961200","204 EAST MUSKEGON ST","49319","General Education","High School","Town: Fringe","Kent","615","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","305","Cedar Springs Middle School","41070","Cedar Springs Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6166969100","4873 16 MILE RD NE","49319","General Education","Middle School","Rural: Fringe","Kent","616","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cedar Springs Public Schools","41070","Cedar Springs Public Schools","41","Kent ISD","LEA District","Open-Active",,,"6166961204","204 EAST MUSKEGON ST","49319",,"Elem thru High School","Town: Fringe","Kent","617","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cedar Street Community and Family Center","80160","Paw Paw Public School District","80","Van Buren ISD","LEA Unique Education Provider","Open-Active","Alternative Education","Multiple Settings","2696578831","555 CEDAR ST","49079","Alternative Education","Middle_High School","Town: Fringe","Van Buren","618","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2005","Cedar Trails Elementary School","41070","Cedar Springs Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6166969884","204 EAST MUSKEGON ST","49319","General Education","Elementary","Town: Fringe","Kent","619","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cedar View Elementary School","41070","Cedar Springs Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6166969102","204 EAST MUSKEGON ST","49319","General Education","Elementary","Town: Fringe","Kent","620","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9962","Centennial Middle School","63240","South Lyon Community Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2485738605","62500 9 MILE RD","48178","General Education","Middle School","Suburb: Midsize","Oakland","621","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3569","Center for Economicology","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","General Education","6168192380","1720 PLAINFIELD AVE NE","49505","General Education","Middle School","City: Midsize","Kent","622","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
