"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmusedflag","location","age_range"
"KC22012084","2022-02-21T20:00:00.000","11:37","2022-02-21T20:00:00.000","20:00","2022-02-21T20:00:00.000","11:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","535","14500  S US 71 HWY","KANSAS CITY","64147","PJ7447","SPD","false","VIC","B","M","24","false",,"18-24"
"KC22010961","2022-02-16T23:04:00.000","23:04","2022-02-16T23:04:00.000","23:04","2022-02-16T23:04:00.000",,"Eluding / Resisting a Lawful Stop",,,"144","EMANUEL CLEAVER II BLVD and BRUCE R WATKINS DR N","KANSAS CITY","64130","PJ3649","CPD","false","SUS","B","M",,"false",,
"KC22004407","2022-01-21T15:45:00.000","15:45","2022-01-21T15:45:00.000","15:45","2022-01-21T15:45:00.000","15:45","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22011959","2022-02-21T18:15:00.000","18:29","2022-02-21T18:15:00.000","18:15","2022-02-21T18:15:00.000",,"Stealing - Shoplift","23C","Shoplifting","144","4500  TROOST AVE","KANSAS CITY","64110","PJ3637","CPD","false","ARR CHA SUS","B","M","34","false","POINT (-94.572766 39.044992)","25-34"
"KC22006294","2022-01-29T15:00:00.000","08:35","2022-01-29T15:00:00.000","15:00","2022-01-29T15:00:00.000","19:30","Stealing from Building/Residence","23D","Theft From Building","211","5200  MERSINGTON AVE","KANSAS CITY","64130","PJ4184","MPD","false","VIC","B","M","60","false","POINT (-94.539887 39.031428)","55-64"
"KC22006528","2022-01-31T01:45:00.000","10:33","2022-01-31T01:45:00.000","01:45","2022-01-31T01:45:00.000",,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","642","8300  N KENSINGTON AVE","KANSAS CITY","64119","PC0374","SCP","false","VIC","B","F","41","false","POINT (-94.527413 39.243441)","35-44"
"KC22000648","2022-01-04T07:50:00.000","07:54","2022-01-04T07:50:00.000","07:50","2022-01-04T07:50:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","322","3800  E 19TH ST","KANSAS CITY","64127","PJ1657","EPD","false","VIC WIT","B","M","77","false","POINT (-94.537762 39.088888)","75+"
"KC22004517","2022-01-22T02:45:00.000","02:45","2022-01-22T02:45:00.000","02:45","2022-01-22T02:45:00.000",,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","133","4100  MILL ST","KANSAS CITY","64111","PJ3303","CPD","false","VIC","W","F","25","false","POINT (-94.592415 39.052578)","25-34"
"KC22014280","2022-03-03T15:14:00.000","15:14","2022-03-03T15:14:00.000","15:14","2022-03-03T15:14:00.000",,"Burglary (Non-Residential)","220","Burglary/Breaking and Entering","231","200  E 74TH TER","KANSAS CITY","64114","PJ5606","MPD","false","SUS","U","U",,"false","POINT (-94.587058 38.993018)",
"KC22008551","2022-02-06T16:26:00.000","16:26","2022-02-06T16:26:00.000","16:26","2022-02-06T16:26:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","141","3100  CAMPBELL ST","KANSAS CITY","64109","PJ2535","CPD","false","SUS",,,,"false","POINT (-94.573937 39.070322)",
"KC22001779","2022-01-09T13:41:00.000","13:41","2022-01-09T13:41:00.000","13:41","2022-01-09T13:41:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","332","3400  COLLEGE AVE","KANSAS CITY","64128","PJ2809","EPD","true","ARR CHA SUS","W","M","45","false","POINT (-94.545064 39.064057)","45-54"
"KC22008857","2022-02-07T22:30:00.000","22:33","2022-02-07T22:30:00.000","22:30","2022-02-07T22:30:00.000",,"Robbery (Armed Street)","120","Robbery","322","4500  E TRUMAN RD","KANSAS CITY","64127","PJ1436","EPD","false","SUS VDR","U","U",,"false","POINT (-94.530559 39.093947)",
"KC22008613","2022-02-07T01:08:00.000","01:09","2022-02-07T01:08:00.000","01:08","2022-02-07T01:08:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","132","3500  BALTIMORE AVE","KANSAS CITY","64111","PJ2827","CPD","false","SUS","W","F","35","false","POINT (-94.586886 39.063823)","35-44"
"KC22006637","2022-01-30T18:30:00.000","16:49","2022-01-30T18:30:00.000","18:30","2022-01-30T18:30:00.000","20:30","Property Damage","290","Vandalism/Destruction of Property","131","STATE LINE RD and 40TH ST","KANSAS CITY",,,"CPD","false","VIC","W","F","49","false","POINT (-94.607322 39.055388)","45-54"
"KC22005473","2022-01-26T15:30:00.000","15:36","2022-01-26T15:30:00.000","15:30","2022-01-26T15:30:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","234","8700  CHESTNUT CIR","KANSAS CITY","64131",,"MPD","true","VIC","B","F","27","false","POINT (-94.584156 38.969697)","25-34"
"KC22009054","2022-02-08T11:00:00.000","15:17","2022-02-08T11:00:00.000","11:00","2022-02-08T11:00:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","115","2300  HOLMES ST","KANSAS CITY","64108","PJ1938","CPD","false","SUS CHA","B","F","55","false","POINT (-94.575809 39.084583)","55-64"
"KC22010512","2022-02-15T09:35:00.000","09:03","2022-02-15T09:35:00.000","09:35","2022-02-15T09:35:00.000",,"Parental Abduction","100","Kidnapping / Abduction","125","1200  E LINWOOD BLVD","KANSAS CITY","64109","PJ2543","CPD","false","SUS","B","M","24","false","POINT (-94.569897 39.068631)","18-24"
"KC22001304","2022-01-07T08:26:00.000","08:26","2022-01-07T08:26:00.000","08:26","2022-01-07T08:26:00.000",,"Vehicular - Non-Injury Hit and Run",,,"131","E 34TH ST and MAIN ST","KANSAS CITY","64111","PJ2662","CPD","false","SUS","B","F","20","false","POINT (-94.585621 39.064838)","18-24"
"KC22012165","2022-02-22T14:45:00.000","17:26","2022-02-22T14:45:00.000","14:45","2022-02-22T14:45:00.000",,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","341","6400  E 23RD ST","KANSAS CITY","64126","PJ1791","EPD","false","VIC","B","M","23","false",,"18-24"
"KC22005963","2022-01-28T16:00:00.000","17:13","2022-01-28T16:00:00.000","16:00","2022-01-28T16:00:00.000","16:50","Assault (Aggravated)","13A","Aggravated Assault","341","6400  E 13TH ST","KANSAS CITY","64126","PJ1292","EPD","false","ARR CHA SUS","W","M","26","true","POINT (-94.506624 39.0956)","25-34"
"KC22008973","2022-02-08T12:18:00.000","12:32","2022-02-08T12:18:00.000","12:18","2022-02-08T12:18:00.000",,"Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","115","100  E 29TH ST","KANSAS CITY","64108","PJ2358","CPD","false","SUS","W","F","30","false","POINT (-94.583926 39.074599)","25-34"
"KC22001887","2022-01-10T01:26:00.000","01:26","2022-01-10T01:26:00.000","01:26","2022-01-10T01:26:00.000",,"Rape","11A","Forcible Rape","312","6200  E 11TH ST","KANSAS CITY","64126","PJ1068","EPD","true","SUS","W","M","25","false","POINT (-94.508837 39.099301)","25-34"
"KC22011990","2022-02-21T23:00:00.000","23:00","2022-02-21T23:00:00.000","23:00","2022-02-21T23:00:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","133","100  W 39TH ST","KANSAS CITY","64111","PJ3132","CPD","true","CMP VIC","W","F","34","false","POINT (-94.587527 39.05663)","25-34"
"KC22005061","2022-01-24T10:00:00.000","19:26","2022-01-24T10:00:00.000","10:00","2022-01-24T10:00:00.000",,"Property Damage","290","Vandalism/Destruction of Property","545","11200  GREENWOOD RD","KANSAS CITY","64134","PJ7150","SPD","false","SUS","U","M","51","false","POINT (-94.492972 38.918914)","45-54"
"KC22010421","2022-02-14T17:00:00.000","17:29","2022-02-14T17:00:00.000","17:00","2022-02-14T17:00:00.000","19:00","Stealing - Shoplift","23C","Shoplifting","636","3200  N AMERISTAR DR","KANSAS CITY","64161","PC1432","SCP","false","SUS","W","M",,"false","POINT (-94.477208 39.152142)",
"KC22001883","2022-01-09T03:05:00.000","00:44","2022-01-09T03:05:00.000","03:05","2022-01-09T03:05:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","533","1200  W 103RD ST","KANSAS CITY","64114","PJ6727","SPD","false","VIC","W","F","23","false","POINT (-94.606696 38.942005)","18-24"
"KC22012257","2022-02-23T06:44:00.000","06:44","2022-02-23T06:44:00.000","06:44","2022-02-23T06:44:00.000",,"Terroristic Threats","90Z","All Other Offenses","125","1200  E LINWOOD BLVD","KANSAS CITY","64109","PJ2543","CPD","false","VIC","B","M","32","false","POINT (-94.569897 39.068631)","25-34"
"KC22004600","2022-01-21T21:50:00.000","12:24","2022-01-21T21:50:00.000","21:50","2022-01-21T21:50:00.000",,"Stolen Auto","240","Motor Vehicle Theft","234","2700  E 88TH TER","KANSAS CITY","64132","PJ6203","MPD","false","SUS","B","M",,"false","POINT (-94.556932 38.966742)",
"KC22014286","2022-03-03T15:52:00.000","15:52","2022-03-03T15:52:00.000","15:52","2022-03-03T15:52:00.000",,"Miscellaneous Investigation",,,"544","9800  WILLOW AVE","KANSAS CITY","64134","PJ6675","SPD","false","SUS","B","M",,"false","POINT (-94.459247 38.945017)",
"KC22004688","2022-01-22T23:20:00.000","00:38","2022-01-22T23:20:00.000","23:20","2022-01-22T23:20:00.000",,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","133","500  WESTPORT RD","KANSAS CITY","64111","PJ3361","CPD","false","VIC","W","M","25","false","POINT (-94.591604 39.052764)","25-34"
"KC22013225","2022-02-27T07:00:00.000","07:26","2022-02-27T07:00:00.000","07:00","2022-02-27T07:00:00.000",,"Domestic Violence Burglary (Residential)","220","Burglary/Breaking and Entering","222","5200  WOODLAND AVE","KANSAS CITY","64110","PJ4194","MPD","true","ARR CHA SUS","B","M","47","false","POINT (-94.564181 39.032189)","45-54"
"KC22005799","2022-01-28T01:04:00.000","01:04","2022-01-28T01:04:00.000","01:04","2022-01-28T01:04:00.000",,"Stealing - Other","23H","All Other Larceny","632","2600  NE 43RD ST","KANSAS CITY","64117","PC1221","SCP","false","CMP VIC","U","F","18","false","POINT (-94.547047 39.171471)","18-24"
"KC22000064","2022-01-01T03:33:00.000","03:34","2022-01-01T03:33:00.000","03:33","2022-01-01T03:33:00.000","07:18","Property Damage","23C","Shoplifting","313","3200  INDEPENDENCE AVE","KANSAS CITY","64124","PJ0684","EPD","false","SUS","B","M",,"false","POINT (-94.544317 39.106059)",
"KC22016048","2022-03-06T19:00:00.000","10:56","2022-03-06T19:00:00.000","19:00","2022-03-06T19:00:00.000",,"Stealing - Other","23D","Theft From Building","112","E 6TH ST and PAGE ST","KANSAS CITY","64106","PJ0672","CPD","false","SUS","U","U",,"false",,
"KC22007982","2022-02-03T17:30:00.000","20:08","2022-02-03T17:30:00.000","17:30","2022-02-03T17:30:00.000","19:45","Stolen Auto","240","Motor Vehicle Theft","231","1000  W 72ND ST","KANSAS CITY","64114","PJ5389","MPD","false","VIC","W","M","54","false","POINT (-94.601061 38.998171)","45-54"
"KC22015322","2021-11-07T12:00:00.000","10:15","2021-11-07T12:00:00.000","12:00","2021-11-07T12:00:00.000","12:00","Rape - Juvenile","11A","Forcible Rape","242","7100  INDIANA AVE","KANSAS CITY","64132","PJ5457","MPD","false","VIC","W","F",,"false","POINT (-94.547592 38.997605)",
"KC22014913","2022-03-06T11:05:00.000","11:12","2022-03-06T11:05:00.000","11:05","2022-03-06T11:05:00.000","11:10","Disorderly Conduct","90C","Disorderly Conduct","112","12TH ST and CENTRAL AVE","KANSAS CITY","64105",,"CPD","false","VIC A01",,,,"false","POINT (-94.64012 39.10252)",
"KC22007796","2022-02-02T21:24:00.000","21:24","2022-02-02T21:24:00.000","21:24","2022-02-02T21:24:00.000",,"Murder","09A","Murder","341","7200  E 17TH ST","KANSAS CITY","64128","PJ1672","EPD","false","VIC DEC","B","M","49","true","POINT (-94.498866 39.089937)","45-54"
"KC22014055","2022-03-02T14:50:00.000","14:50","2022-03-02T14:50:00.000","14:50","2022-03-02T14:50:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","531","100  W 99TH TER","KANSAS CITY","64114","PJ6633","SPD","false","VIC","U","U",,"true","POINT (-94.592715 38.947921)",
"KC22012152","2022-02-22T15:30:00.000","15:57","2022-02-22T15:30:00.000","15:30","2022-02-22T15:30:00.000","15:45","Stealing - Shoplift","23C","Shoplifting","213","8600  E 63RD ST","KANSAS CITY","64129","PJ4889","MPD","false","VIC",,,,"false","POINT (-94.486579 39.009788)",
"KC22001564","2022-01-08T10:14:00.000","09:59","2022-01-08T10:14:00.000","10:14","2022-01-08T10:14:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","333","4100  AGNES AVE","KANSAS CITY","64130","PJ3360","EPD","false","VIC","B","F","45","false","POINT (-94.549193 39.051539)","45-54"
"KC22011263","2022-02-18T17:45:00.000","17:47","2022-02-18T17:45:00.000","17:45","2022-02-18T17:45:00.000","17:47","Robbery (Armed Street)","120","Robbery","531","300  W 96TH TER","KANSAS CITY","64114",,"SPD","false","VIC A01 PNT","B","M","47","true","POINT (-94.594793 38.953634)","45-54"
"KC22011956","2022-02-21T18:19:00.000","18:19","2022-02-21T18:19:00.000","18:19","2022-02-21T18:19:00.000",,"Stealing - Shoplift","23C","Shoplifting","134","4600  TROOST AVE","KANSAS CITY","64110","PJ3708","CPD","false","VIC",,,,"false","POINT (-94.572869 39.043173)",
"KC22002181","2021-11-22T13:22:00.000","11:53","2021-11-22T13:22:00.000","13:22","2021-11-22T13:22:00.000",,"Identity Theft","26F","Identity Theft","312","700  DITMAN AVE","KANSAS CITY","64125","PJ0925","EPD","false","VIC","W","M","63","false","POINT (-94.480724 39.102078)","55-64"
"KC22014443","2022-02-14T08:00:00.000","09:56","2022-02-14T08:00:00.000","08:00","2022-02-14T08:00:00.000","14:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","132","3600  MAIN ST","KANSAS CITY","64111","PJ2902","CPD","false","VIC","W","M","33","false","POINT (-94.585798 39.061832)","25-34"
"KC22014662","2022-03-05T03:00:00.000","03:04","2022-03-05T03:00:00.000","03:00","2022-03-05T03:00:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","113","300  W 14TH ST","KANSAS CITY","64105","PJ1245","CPD","false","ARR CHA SUS","B","M","29","false","POINT (-94.587141 39.097384)","25-34"
"KC22006746","2022-01-30T20:00:00.000","08:14","2022-01-30T20:00:00.000","20:00","2022-01-30T20:00:00.000","07:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","413","6200  N LONDON AVE","KANSAS CITY","64151","PP0656","NPD","false","VIC",,,,"false","POINT (-94.633951 39.207783)",
"KC22011344","2022-02-19T03:36:00.000","03:36","2022-02-19T03:36:00.000","03:36","2022-02-19T03:36:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","643","9100  N KENTUCKY AVE","KANSAS CITY","64157","PC0303","SCP","false","VIC","W","M","62","true","POINT (-94.473522 39.25771)","55-64"
"KC22001565","2022-01-08T10:10:00.000","10:10","2022-01-08T10:10:00.000","10:10","2022-01-08T10:10:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","422","8500  N GRANBY AVE","KANSAS CITY","64154","PP0324","NPD","false","CMP VIC","W","F","40","true","POINT (-94.627956 39.250526)","35-44"
"KC22016886","2022-03-14T22:19:00.000","21:37","2022-03-14T22:19:00.000","22:19","2022-03-14T22:19:00.000",,"Burglary (Residential)","220","Burglary/Breaking and Entering","641","8400  N BOONE AVE","KANSAS CITY","64155",,"SCP","false","CMP VIC","W","F","19","false","POINT (-94.569744 39.252848)","18-24"
"KC22016162","2022-03-11T14:30:00.000","17:01","2022-03-11T14:30:00.000","14:30","2022-03-11T14:30:00.000",,"Robbery (Strong Armed Street)","120","Robbery","242","7600  MONROE AVE","KANSAS CITY","64132","PJ5732","MPD","false","SUS","B","M",,"false","POINT (-94.54501 38.988267)",
"KC22004524","2022-01-22T07:19:00.000","07:21","2022-01-22T07:19:00.000","07:19","2022-01-22T07:19:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","545","11500  PALMER AVE","KANSAS CITY","64134","PJ7228","SPD","false","VIC","B","M",,"true","POINT (-94.502557 38.914729)",
"KC22008100","2022-02-02T00:00:00.000","12:29","2022-02-02T00:00:00.000","00:00","2022-02-02T00:00:00.000",,"Identity Theft","250","Counterfeiting / Forgery","231","100  W 72ND ST","KANSAS CITY","64114","PJ5390","MPD","false","SUS","U","U",,"false","POINT (-94.590413 38.997636)",
"KC22013600","2022-02-28T18:50:00.000","18:50","2022-02-28T18:50:00.000","18:50","2022-02-28T18:50:00.000",,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","532","11000  EWING AVE","KANSAS CITY","64134","PJ6973","SPD","false","SUS",,,,"false","POINT (-94.511652 38.92441)",
"KC22012204","2022-02-20T09:00:00.000","19:57","2022-02-20T09:00:00.000","09:00","2022-02-20T09:00:00.000","10:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","533","11600  LOCUST ST","KANSAS CITY","64131","PJ7175","SPD","false","VIC","W","F",,"false","POINT (-94.588067 38.91719)",
"KC22001103","2022-01-06T05:00:00.000","10:35","2022-01-06T05:00:00.000","05:00","2022-01-06T05:00:00.000","09:30","Stolen Auto","240","Motor Vehicle Theft","114","1400  W 29TH ST","KANSAS CITY","64108",,"CPD","false","ARR CHA SUS","W","M","21","false","POINT (-94.601097 39.075106)","18-24"
"KC22003024","2022-01-14T22:06:00.000","22:06","2022-01-14T22:06:00.000","22:06","2022-01-14T22:06:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","112","800  GRAND BLVD","KANSAS CITY","64106","PJ0795","CPD","false","ARR CHA SUS","W","M","51","false","POINT (-94.580683 39.10404)","45-54"
"KC22014802","2022-03-04T23:00:00.000","17:17","2022-03-04T23:00:00.000","23:00","2022-03-04T23:00:00.000",,"Recovered Stolen Auto","280","Stolen Property Offenses","999","2200  US 70 HWY","JACKSON","38305",,"OSPD","false","VIC",,,,"false","POINT (-88.618591 35.808926)",
"KC22009179","2022-02-09T09:00:00.000","09:02","2022-02-09T09:00:00.000","09:00","2022-02-09T09:00:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","312","1300  N CORRINGTON AVE","KANSAS CITY","64120","PJ0021","EPD","false","VIC","W","M","34","false","POINT (-94.496292 39.131023)","25-34"
"KC22008802","2022-02-07T16:17:00.000","16:18","2022-02-07T16:17:00.000","16:17","2022-02-07T16:17:00.000",,"Molestation","90Z","All Other Offenses","133","4300  PENNSYLVANIA AVE","KANSAS CITY","64111",,"CPD","false","SUS","W","M",,"false","POINT (-94.593161 39.049521)",
"KC22015475","2022-03-08T21:30:00.000","21:44","2022-03-08T21:30:00.000","21:30","2022-03-08T21:30:00.000",,"Stealing - Shoplift","90J","Trespass of Real Property","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22013820","2022-03-01T18:15:00.000","18:19","2022-03-01T18:15:00.000","18:15","2022-03-01T18:15:00.000","20:00","Vehicular - Injury Hit and Run","90D","Driving Under the Influence","212","EASTWOOD TRFY and ELWYN RD","KANSAS CITY","64129","PJ4311","MPD","false","ARR CHA SUS","B","F","43","false",,"35-44"
"KC22012044","2022-02-18T20:00:00.000","09:24","2022-02-18T20:00:00.000","20:00","2022-02-18T20:00:00.000","22:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","332","E 33RD ST and BALES AVE","KANSAS CITY","64128","PJ2741","EPD","false","SUS","U","U",,"false",,
"KC22001675","2022-01-08T20:52:00.000","20:52","2022-01-08T20:52:00.000","20:52","2022-01-08T20:52:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","345","11800  E 60TH ST","KANSAS CITY","64133","PJ4896","EPD","true","CMP VIC","W","F","29","false","POINT (-94.442212 39.012992)","25-34"
