"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location"
"180027126","2018-04-12T00:00:00.000","09:20","2018-04-11T00:00:00.000","18:00","2018-04-11T00:00:00.000","22:40","501","220","Burglary - Residence","343","3200  BRIGHTON AV","KANSAS CITY","64128","PJ2655","EPD","U","1","SUS","U","U",,"N","3200 BRIGHTON AV
KANSAS CITY,  64128
(39.066234, -94.525822)"
"180027120","2018-04-12T00:00:00.000","08:25","2018-04-12T00:00:00.000","08:25",,,"2601","90Z","Misc Violation","113","E 22 ST and BRUCE R WATKINS DR","KANSAS CITY","64108","PJ1744","CPD","U","1","VIC","B","F","30","N","22 ST and BRUCE R WATKINS DR
KANSAS CITY,  64108"
"180026326","2018-04-05T00:00:00.000","11:00","2018-03-22T00:00:00.000","08:00","2018-04-05T00:00:00.000","11:00","690","23H","Stealing All Other","344","3500  STADIUM DR","KANSAS CITY","64129","PJ2845","EPD","U","1","SUS","U","U",,"N","3500 STADIUM DR
KANSAS CITY,  64129"
"180004595","2018-04-10T00:00:00.000","09:24","2017-03-01T00:00:00.000","00:01","2018-04-10T00:00:00.000",,"1199","26G","Hacking/Computer Inv","112","900  CHARLOTTE ST","KANSAS CITY","64106","PJ0887","CPD","U","2","VIC","W","F","33","N","900 CHARLOTTE ST
KANSAS CITY,  64106
(39.10324, -94.573762)"
"180024077","2018-03-31T00:00:00.000","22:21","2018-03-31T00:00:00.000","22:10",,,"302","120","Armed Robbery","342","2500  DRURY AV","KANSAS CITY","64127","PJ2143","EPD","N","1","SUS","B","M",,"Y","2500 DRURY AV
KANSAS CITY,  64127
(39.079519, -94.518943)"
"180027913","2018-04-15T00:00:00.000","03:19","2018-04-15T00:00:00.000","02:30","2018-04-15T00:00:00.000","03:00","802","13B","Non Agg Assault Dome","324","2400  CHELSEA AV","KANSAS CITY","64127","PJ2088","EPD","Y","1","ARR","B","M","29","N","2400 CHELSEA AV
KANSAS CITY,  64127
(39.081894, -94.526545)"
"180027576","2018-04-13T00:00:00.000","17:30","2018-04-13T00:00:00.000","17:26",,,"2601","90Z","Misc Violation","112","W 10 ST and MAIN ST","KANSAS CITY","64106","PJ0865","CPD","U","1","ARR","B","M","33","N","10 ST and MAIN ST
KANSAS CITY,  64106"
"180027342","2018-04-12T00:00:00.000","21:39","2018-04-12T00:00:00.000","11:30","2018-04-12T00:00:00.000","13:00","501","220","Burglary - Residence","332","3500  SOUTH BENTON AV","KANSAS CITY","64129","PJ2878","EPD","U","1","SUS","U","U",,"N","3500 SOUTH BENTON AV
KANSAS CITY,  64129
(39.062322, -94.549755)"
"180024371","2018-04-02T00:00:00.000","05:57","2018-04-02T00:00:00.000","05:57",,,"2601","90Z","Misc Violation","545","8500  E 111 ST","KANSAS CITY","64137","PJ7064","SPD","U","1","SUS","B","F","51","N","8500 E 111 ST
KANSAS CITY,  64137"
"180027870","2018-04-14T00:00:00.000","20:50","2018-04-14T00:00:00.000","16:00",,,"801","13B","Non Aggravated Assau","345","14100  E 49 ST","KANSAS CITY","64136","PJ4399","EPD","N","1","SUS","B","F","18","N","14100 E 49 ST
KANSAS CITY,  64136
(39.031816, -94.413514)"
"180027706","2018-04-14T00:00:00.000","06:04","2018-04-14T00:00:00.000","06:04",,,"802","13B","Non Agg Assault Dome","232","7200  VIRGINIA AV","KANSAS CITY","64132","PJ5475","MPD","Y","1","ARR","B","M","30","N","7200 VIRGINIA AV
KANSAS CITY,  64132
(38.996716, -94.571949)"
"180027258","2018-04-12T00:00:00.000","16:45","2018-04-11T00:00:00.000","15:00","2018-04-11T00:00:00.000","17:00","640","23F","Stealing From Auto","221","E 51 ST and ROCKHILL RD","KANSAS CITY","64110","PJ4020","MPD","U","1","VIC","B","M","31","N","51 ST and ROCKHILL RD
KANSAS CITY,  64110
(39.034505, -94.575662)"
"180027544","2018-04-13T00:00:00.000","16:24","2018-04-13T00:00:00.000","16:15",,,"401","13A","Aggravated Assault (","324","2400  NORTON AV","KANSAS CITY","64127","PJ2050","EPD","U","2","SUS","B","M",,"Y","2400 NORTON AV
KANSAS CITY,  64127
(39.082005, -94.534977)"
"180026402","2018-04-09T00:00:00.000","17:50","2018-04-09T00:00:00.000","17:18","2018-04-09T00:00:00.000","17:30","831","13C","Intimidation","542","7200  E 99 ST","KANSAS CITY","64138","PJ6686","SPD","Y","1","VIC","B","M","39","N","7200 E 99 ST
KANSAS CITY,  64138"
"180024923","2018-04-04T00:00:00.000","03:17","2018-04-04T00:00:00.000","03:17",,,"840","90Z","Resisting an Officer","334","E 44 ST and BALES AV","KANSAS CITY","64134","PJ3527","EPD","U","2","ARR","B","F","21","N","44 ST and BALES AV
KANSAS CITY,  64134"
"180075729","2018-09-30T00:00:00.000","16:58","2018-09-29T00:00:00.000","20:00","2018-09-30T00:00:00.000","15:00","1401","290","Property Damage","543","7400  E 111 TE","KANSAS CITY","64134","PJ7012","SPD","U","2","SUS","U","U",,"N","7400 E 111
TE KANSAS CITY,  64134"
"180045232","2018-06-15T00:00:00.000","03:20","2018-06-15T00:00:00.000","03:20",,,"1401","290","Property Damage","115","2300  HOLMES ST","KANSAS CITY","64106","PJ1938","CPD","U","1","VIC",,,,"N","2300 HOLMES ST
KANSAS CITY,  64106"
"180024692","2018-04-03T00:00:00.000","10:49","2018-04-02T00:00:00.000","21:00","2018-04-03T00:00:00.000","09:00","1122","26B","Credit/Debit/ATM Car","231","00  W WINTHROPE RD","KANSAS CITY","64113","PJ5185","MPD","U","1","SUS","U","U",,"N","00 W WINTHROPE RD
KANSAS CITY,  64113"
"180023774","2018-03-30T00:00:00.000","15:51","2018-03-30T00:00:00.000","15:38",,,"630","23C","Stealing Shoplifting","234","8500  STATE LINE RD","KANSAS CITY","64114","PJ6076","MPD","U","1","VIC",,,,"N","8500 STATE LINE RD
KANSAS CITY,  64114"
"180027784","2018-04-14T00:00:00.000","14:31","2018-04-12T00:00:00.000","14:00",,,"1201","270","Embezzlement","233","8300  WARD PK S","KANSAS CITY","64114","PJ6007","MPD","U","1","VIC",,,,"N","8300 WARD PK S
KANSAS CITY,  64114
(38.978666, -94.60676)"
"180027979","2018-04-15T00:00:00.000","13:58","2018-04-14T00:00:00.000","08:00","2018-04-14T00:00:00.000","17:00","702","240","Auto Theft","112","00  E 10 ST","KANSAS CITY","64106","PJ0862","CPD","U","1","SUS","U","U",,"N","00 E 10 ST
KANSAS CITY,  64106"
"180027026","2018-04-11T00:00:00.000","20:36","2018-04-11T00:00:00.000","20:36",,,"401","13A","Aggravated Assault (","211","4900  COLLEGE AV","KANSAS CITY","64130","PJ4029","MPD","U","1","VIC","U","U",,"Y","4900 COLLEGE AV
KANSAS CITY,  64130
(39.036921, -94.546468)"
"180027753","2018-04-14T00:00:00.000","11:54","2018-04-14T00:00:00.000","11:54",,,"101","09A","HOMICIDE/Non Neglige","223","5600  SOUTH BENTON AV","KANSAS CITY","99999","PJ4519","MPD","U","1","VIC","B","M","20","Y","5600 SOUTH BENTON AV
KANSAS CITY,  99999
(39.024506, -94.552192)"
"180019412","2018-03-14T00:00:00.000","02:01","2018-03-14T00:00:00.000","01:50",,,"401","13A","Aggravated Assault (","332","3600  COLLEGE AV","KANSAS CITY","64128","PJ2956","EPD","U","1","SUS","B","M","49","N","3600 COLLEGE AV
KANSAS CITY,  64128
(39.060459, -94.54525)"
"180024791","2018-04-03T00:00:00.000","14:50","2018-04-02T00:00:00.000","20:00","2018-04-03T00:00:00.000","07:00","1201","270","Embezzlement","144","1100  E 47 ST","KANSAS CITY","64110","PJ3710","CPD","U","1","VIC",,,,"N","1100 E 47 ST
KANSAS CITY,  64110
(39.041662, -94.572474)"
"180027839","2018-04-14T00:00:00.000","18:19","2018-04-14T00:00:00.000","18:19",,,"401","13A","Aggravated Assault (","315","INDEPENDENCE AV and LAWNDALE AV","KANSAS CITY","64124","PJ0655","EPD","U","3","VIC","W","F",,"Y","INDEPENDENCE AV
KANSAS CITY,  64124"
"180027886","2018-04-14T00:00:00.000","23:45","2018-04-14T00:00:00.000","20:00","2018-04-14T00:00:00.000","23:30","640","23F","Stealing From Auto","233","8000  TROOST AV","KANSAS CITY","64132","PJ5869","MPD","U","1","VIC","B","F","54","N","8000 TROOST AV
KANSAS CITY,  64132
(38.982342, -94.576121)"
"180027776","2018-04-14T00:00:00.000","14:18","2018-04-14T00:00:00.000","14:15",,,"801","13B","Non Aggravated Assau","341","8000  E TRUMAN RD","KANSAS CITY","64126","PJ1736","EPD","N","1","SUS","B","F","27","N","8000 E TRUMAN RD
KANSAS CITY,  64126
(39.093344, -94.489846)"
"180027904","2018-04-15T00:00:00.000","03:22","2018-04-15T00:00:00.000","03:22",,,"401","13A","Aggravated Assault (","241","E 104 ST and HILLCREST AV","KANSAS CITY","64134","PJ4990","MPD","U","1","SUS","B","M",,"Y","104 ST and HILLCREST AV
KANSAS CITY,  64134"
"180025036","2018-04-04T00:00:00.000","09:19","2017-10-01T00:00:00.000","14:00","2018-04-04T00:00:00.000","08:30","502","220","Burglary - Non Resid","312","6700  INDEPENDENCE AV","KANSAS CITY","64125","PJ0791","EPD","U","1","SUS","U","U",,"N","6700 INDEPENDENCE AV
KANSAS CITY,  64125
(39.104623, -94.503561)"
"180024869","2018-04-03T00:00:00.000","19:27","2018-04-03T00:00:00.000","19:27",,,"401","13A","Aggravated Assault (","343","4000  VINEYARD DR","KANSAS CITY","64130","PJ3320","EPD","U","3","SUS","B","M","152","Y","4000 VINEYARD DR
KANSAS CITY,  64130
(39.052708, -94.530642)"
"180027697","2018-04-14T00:00:00.000","03:30","2018-04-13T00:00:00.000","23:51",,,"101","09A","HOMICIDE/Non Neglige","232","6900  PASEO","KANSAS CITY","64132","PJ5295","MPD","U","1","SUS","B","M",,"Y","6900 PASEO
KANSAS CITY,  64132
(39.001765, -94.562668)"
"180027874","2018-04-14T00:00:00.000","20:30","2018-04-14T00:00:00.000","20:00",,,"802","13B","Non Agg Assault Dome","542","9300  NEWTON DR","KANSAS CITY","64134","PJ6481","SPD","Y","1","VIC","B","F","25","N","9300 NEWTON DR
KANSAS CITY,  64134
(38.956186, -94.511185)"
"180021765","2018-03-22T00:00:00.000","21:00","2018-03-22T00:00:00.000","18:00",,,"820","13C","Stalking","115","2400  HOLMES ST","KANSAS CITY","64106","PJ1938","CPD","U","1","VIC","W","F","22","N","2400 HOLMES ST
KANSAS CITY,  64106"
"180025894","2018-04-07T00:00:00.000","17:23","2018-04-07T00:00:00.000","17:23","2018-04-07T00:00:00.000","18:07","802","13B","Non Agg Assault Dome","113","1100  WALNUT ST","KANSAS CITY","64105","PJ1015","CPD","Y","1","VIC","W","F","40","N","1100 WALNUT ST
KANSAS CITY,  64105
(39.100542, -94.582039)"
"180027070","2018-04-12T00:00:00.000","01:05","2018-04-12T00:00:00.000","00:40",,,"801","13B","Non Aggravated Assau","642","4400  NE 80 PL","KANSAS CITY","64119","PC0400","SCP","Y","1","VIC","W","F","46","N","4400 NE 80 PL
KANSAS CITY,  64119
(39.239054, -94.527915)"
"180027023","2018-04-11T00:00:00.000","21:10","2018-04-11T00:00:00.000","20:30",,,"802","13B","Non Agg Assault Dome","532","10800  EWING AV","KANSAS CITY","64134","PJ6923","SPD","Y","1","SUS","B","M","25","N","10800 EWING AV
KANSAS CITY,  64134
(38.928821, -94.511166)"
"180026342","2018-04-09T00:00:00.000","14:11","2018-04-09T00:00:00.000","07:00","2018-04-09T00:00:00.000","11:00","650","23G","Stealing Auto Parts/","232","6800  HOLMES RD","KANSAS CITY","64130","PJ5248","MPD","U","1","VIC","B","M","53","N","6800 HOLMES RD
KANSAS CITY,  64130
(39.004493, -94.579627)"
"180027171","2018-04-12T00:00:00.000","11:31","2018-04-07T00:00:00.000","12:00","2018-04-12T00:00:00.000","11:30","3020","90Z","Dead Body","642","8400  N BOONE ST","KANSAS CITY","64155","PC0340","SCP","U","1","VIC","W","M","69","N","8400 N BOONE ST
KANSAS CITY,  64155
(39.252848, -94.569744)"
"180027823","2018-04-14T00:00:00.000","16:36","2018-04-14T00:00:00.000","16:36",,,"1352","280","Stolen Property OFFE","222","E 50 ST and WOODLAND AV","KANSAS CITY","64130","PJ3955","MPD","U","1","VIC","U","U",,"N","50 ST and WOODLAND AV
KANSAS CITY,  64130"
"180026177","2018-04-08T00:00:00.000","23:42","2018-04-08T00:00:00.000","22:32","2018-04-08T00:00:00.000","22:46","501","220","Burglary - Residence","415","8200  N HICKORY ST","KANSAS CITY","64118","PC0431","NPD","U","1","SUS","U","U",,"N","8200 N HICKORY ST
KANSAS CITY,  64118
(39.242896, -94.59635)"
"180031331","2018-04-27T00:00:00.000","18:07","2018-04-27T00:00:00.000","18:00",,,"302","120","Armed Robbery","325","2500  VAN BRUNT BL","KANSAS CITY","64127","PJ2158","EPD","U","3","SUS","W","M",,"Y","2500 VAN
BRUNT BL KANSAS CITY,  64127"
"180044340","2018-06-12T00:00:00.000","09:45","2018-06-09T00:00:00.000","16:00",,,"302","120","Armed Robbery","333","E 43 ST and CHESTNUT AV","KANSAS CITY","64130","PJ3440","EPD","N","4","SUS","B","M",,"N","43 ST and CHESTNUT AV
KANSAS CITY,  64130"
"180068002","2018-09-03T00:00:00.000","12:57","2018-09-03T00:00:00.000","12:57",,,"2655","90J","Trespassing","112","00  W 10 ST","KANSAS CITY","64110","PJ0953","CPD","U","1","ARR","W","M","62","N","00 W 10 ST
KANSAS CITY,  64110"
"180069021","2018-09-06T00:00:00.000","17:13","2018-09-06T00:00:00.000","12:00","2018-09-06T00:00:00.000","16:45","831","13C","Intimidation","115","2700  CHARLOTTE ST","KANSAS CITY","64109","PJ2293","CPD","U","2","VIC","W","F","36","N","2700 CHARLOTTE ST
KANSAS CITY,  64109
(39.077752, -94.575039)"
"180064346","2018-08-21T00:00:00.000","15:06","2018-08-21T00:00:00.000","14:43",,,"670","23D","Stealing from Buildi","125","3100  TROOST AV","KANSAS CITY","64109","PJ2541","CPD","U","1","VIC","W","F","59","N","3100 TROOST AV
KANSAS CITY,  64109
(39.070268, -94.571333)"
"180068491","2018-09-04T00:00:00.000","22:51","2018-09-04T00:00:00.000","22:45",,,"1401","290","Property Damage","312","600  NEWTON AV","KANSAS CITY","64124","PJ0787","EPD","U","1","VIC","B","M","54","N","600 NEWTON AV
KANSAS CITY,  64124
(39.104328, -94.503948)"
"180059032","2018-08-02T00:00:00.000","17:00","2018-07-19T00:00:00.000","11:00","2018-07-27T00:00:00.000",,"1201","270","Embezzlement","231","300  W 72 ST","KANSAS CITY","64113","PJ5448","MPD","U","1","VIC",,,,"N","300 W 72 ST
KANSAS CITY,  64113
(39.190428, -94.686431)"
"180067891","2018-09-02T00:00:00.000","23:26","2018-09-02T00:00:00.000","23:26",,,"2655","90J","Trespassing","121","GARFIELD AV and INDEPENDENCE BL","KANSAS CITY","99999","PJ0544","CPD","U","1","ARR","B","F","40","N","GARFIELD AV
BL KANSAS CITY,  99999"
"180068878","2018-09-06T00:00:00.000","10:15","2018-08-31T00:00:00.000","08:00","2018-08-31T00:00:00.000","19:00","501","220","Burglary - Residence","543","7700  E 111 TE","KANSAS CITY","64134","PJ6977","SPD","U","1","VIC","W","M","30","N","7700 E 111
TE KANSAS CITY,  64134"
"180068561","2018-09-05T00:00:00.000","10:56","2018-09-04T00:00:00.000","22:00","2018-09-05T00:00:00.000","08:00","640","23F","Stealing From Auto","221","5400  HARRISON ST","KANSAS CITY","64110","PJ4329","MPD","U","1","SUS","U","U",,"N","5400 HARRISON ST
KANSAS CITY,  64110
(39.028891, -94.574875)"
"180067993","2018-09-03T00:00:00.000","12:13","2018-09-03T00:00:00.000","12:13",,,"1401","290","Property Damage","345","10300  E 42 ST","KANSAS CITY","64133","PJ3544","EPD","N","1","VIC","W","M","34","N","10300 E 42 ST
KANSAS CITY,  64133
(39.046742, -94.457817)"
"180067900","2018-09-03T00:00:00.000","00:06","2018-09-03T00:00:00.000","00:06",,,"2655","90J","Trespassing","112","E 10 ST and LOCUST ST","KANSAS CITY","64105","PJ0878","CPD","N","1","ARR","B","M","43","N","10 ST and LOCUST ST
KANSAS CITY,  64105"
"180068700","2018-09-05T00:00:00.000","16:10","2018-09-05T00:00:00.000","15:55",,,"630","23C","Stealing Shoplifting","233","8400  WORNALL RD","KANSAS CITY","64114","PJ6064","MPD","U","1","ARR","B","F","51","N","8400 WORNALL RD
KANSAS CITY,  64114
(38.975819, -94.595017)"
"180069101","2018-09-07T00:00:00.000","06:48","2018-09-07T00:00:00.000","02:07",,,"702","240","Auto Theft","143","E 42 ST and HARRISON ST","KANSAS CITY","64110","PJ3311","CPD","U","1","VIC",,,,"N","42 ST and HARRISON ST
KANSAS CITY,  64110"
"180069288","2018-09-07T00:00:00.000","18:45","2018-09-07T00:00:00.000","18:45",,,"2601","90Z","Misc Violation","223","6200  PROSPECT AV","KANSAS CITY","64130","PJ4826","MPD","U","1","ARR","B","F","22","N","6200 PROSPECT AV
KANSAS CITY,  64130
(39.014109, -94.556086)"
"180068015","2018-09-03T00:00:00.000","13:47","2018-09-03T00:00:00.000","13:35",,,"802","13B","Non Agg Assault Dome","342","5400  E 28 ST","KANSAS CITY","64128","PJ2337","EPD","Y","1","SUS","B","M","26","N","5400 E 28 ST
KANSAS CITY,  64128
(39.074576, -94.519444)"
"180060648","2018-09-04T00:00:00.000","19:35","2018-09-04T00:00:00.000","19:35",,,"2601","90Z","Misc Violation","635","3800  N DENVER CT","KANSAS CITY","64117","PC1359","SCP","U","1","VIC","W","M","31","N","3800 N DENVER CT
KANSAS CITY,  64117
(39.163671, -94.518633)"
"180068849","2018-09-06T00:00:00.000","09:27","2018-08-11T00:00:00.000","19:08",,,"1648","370","Pornography",,"UNKNOWN","KANSAS CITY","99999",,,"U","1","SUS","U","U",,"N","
UNKNOWN KANSAS CITY,  99999
(39.035, -77.790802)"
"180065542","2018-08-25T00:00:00.000","17:01","2018-08-25T00:00:00.000","14:30",,,"301","120","Strong Arm Robbery","423","NE 102 TE and N OAK TR","KANSAS CITY","64116","PC0186","NPD","U","1","VIC","W","M",,"N","102 TE and N OAK TR
KANSAS CITY,  64116"
"180069770","2018-09-09T00:00:00.000","19:52","2018-09-09T00:00:00.000","19:52",,,"1849","35A","Possession/Sale/Dist","112","500  E 10 ST","KANSAS CITY","64109","PJ0882","CPD","U","2","VIC",,,,"N","500 E 10 ST
KANSAS CITY,  64109
(39.102145, -94.577007)"
"180068157","2018-09-04T00:00:00.000","00:41","2018-09-04T00:00:00.000","00:41",,,"802","13B","Non Agg Assault Dome","632","3400  N CLEVELAND AV","KANSAS CITY","64116","PC1371","SCP","Y","1","VIC","W","F",,"N","3400 N CLEVELAND AV
KANSAS CITY,  64116
(39.156777, -94.535582)"
"180067885","2018-09-02T00:00:00.000","21:26","2018-09-02T00:00:00.000","21:25",,,"502","220","Burglary - Non Resid","343","5000  E LINWOOD BL","KANSAS CITY","64126","PJ2527","EPD","U","1","VIC",,,,"N","5000 E LINWOOD
BL KANSAS CITY,  64126
(39.069189, -94.52413)"
"180068013","2018-09-03T00:00:00.000","13:05","2018-09-03T00:00:00.000","13:05","2018-09-03T00:00:00.000","13:28","1849","35A","Possession/Sale/Dist","534","11700  GRANDVIEW RD","KANSAS CITY","64012","PJ7236","SPD","U","1","VIC",,,,"N","11700 GRANDVIEW RD
KANSAS CITY,  64012"
"180068197","2018-09-04T00:00:00.000","09:00","2018-08-31T00:00:00.000","16:00","2018-09-04T00:00:00.000","07:45","1401","290","Property Damage","221","5300  HIGHLAND AV","KANSAS CITY","64130","PJ4278","MPD","U","1","VIC",,,,"N","5300 HIGHLAND AV
KANSAS CITY,  64130
(39.030371, -94.565483)"
"180068098","2018-09-03T00:00:00.000","20:52","2018-09-03T00:00:00.000","20:52",,,"401","13A","Aggravated Assault (","532","9500  DRURY AV","KANSAS CITY","64137","PJ6534","SPD","N","1","SUS","B","M",,"N","9500 DRURY AV
KANSAS CITY,  64137
(38.951543, -94.525203)"
"180036742","2018-05-16T00:00:00.000","16:52","2018-05-16T00:00:00.000","16:52",,,"690","23H","Stealing All Other","425","11400  N CONGRESS AV","KANSAS CITY","64153","PP0163","NPD","U","1","SUS","W","M",,"N","11400 N CONGRESS AV
KANSAS CITY,  64153
(39.300966, -94.667832)"
"180032799","2018-05-03T00:00:00.000","09:20","2018-05-03T00:00:00.000","09:00",,,"831","13C","Intimidation","221","5800  TROOST AV","KANSAS CITY","64130","PJ4629","MPD","U","1","VIC","W","F","44","N","5800 TROOST AV
KANSAS CITY,  64130
(39.021576, -94.574115)"
"180020636","2018-03-18T00:00:00.000","16:02","2018-03-18T00:00:00.000","16:02","2018-03-18T00:00:00.000","16:02","230","11D","Forcible Fondling",,"00  E 91 TE","KANSAS CITY","64114","PJ6312","MPD","U","1","SUS","W","M","31","N","00 E 91
TE KANSAS CITY,  64114"
"180028355","2018-04-16T00:00:00.000","22:34","2018-04-16T00:00:00.000","22:34",,,"2601","90Z","Misc Violation","345","4800  PHELPS RD","KANSAS CITY","64133","PJ4339","EPD","U","1","SUS","B","M","33","N","4800 PHELPS RD
KANSAS CITY,  64133
(39.033896, -94.399833)"
"180032774","2018-05-03T00:00:00.000","08:00","2018-05-03T00:00:00.000","08:00","2018-05-03T00:00:00.000","08:30","1849","35A","Possession/Sale/Dist","122","1100  TROOST AV","KANSAS CITY","64106","PJ1046","CPD","U","1","VIC",,,,"N","1100 TROOST AV
KANSAS CITY,  64106
(39.10068, -94.569846)"
"180032189","2018-05-01T00:00:00.000","07:03","2018-05-01T00:00:00.000","07:03",,,"2402","90C","Disorderly Conduct","112","1100  LOCUST ST","KANSAS CITY","64105","PJ1029","CPD","U","1","ARR","W","M","30","N","1100 LOCUST ST
KANSAS CITY,  64105
(39.10091, -94.577328)"
"180032586","2018-05-02T00:00:00.000","14:13","2018-05-02T00:00:00.000","14:13",,,"501","220","Burglary - Residence","144","3100  PEERY AV","KANSAS CITY","64127","PJ1052","EPD","U","1","SUS","B","M",,"N","3100 PEERY AV
KANSAS CITY,  64127
(39.099555, -94.545886)"
"180032767","2018-05-03T00:00:00.000","07:33","2018-05-03T00:00:00.000","07:30",,,"1401","290","Property Damage","134","4300  MADISON AV","KANSAS CITY","64111","PJ3456","CPD","U","2","VIC",,,,"N","4300 MADISON AV
KANSAS CITY,  64111
(39.049644, -94.597006)"
"180031860","2018-04-29T00:00:00.000","23:03","2018-04-29T00:00:00.000","22:45",,,"2655","90J","Trespassing","314","4000  INDEPENDENCE AV","KANSAS CITY","64124","PJ0731","EPD","U","2","VIC",,,,"N","4000 INDEPENDENCE AV
KANSAS CITY,  64124
(39.105776, -94.535243)"
