"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearm_used_flag","location"
"KC19035069","2019-05-13T00:00:00.000","10:26","2015-01-01T00:00:00.000","8:00","2018-12-31T00:00:00.000","8:00","Molestation","11D","Forcible Fondling","535","11100  MCGEE ST","KANSAS CITY","64114",,"SPD","Y","VIC","W","M",,"false",
"KC19030512","2019-04-26T00:00:00.000","13:28","2019-04-10T00:00:00.000","18:00","2019-04-11T00:00:00.000","19:00","Loss",,,"313","3000  INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0590","EPD","N","VIC","B","F","39","false",
"KC19030079","2019-04-24T00:00:00.000","22:26","2019-04-24T00:00:00.000","22:26",,,"Assault (Non-Aggravated)","13B","Simple Assault","233","8300  PASEO","KANSAS CITY",,,,"Y","VIC SUS","W","F","47","false","8300  PASEO
KANSAS CITY,  
(38.976908, -94.567199)"
"KC19035897","2019-05-15T00:00:00.000","21:43","2019-05-05T00:00:00.000","21:43",,,"Molestation","11D","Forcible Fondling","641","1000  NE 114 TER","KANSAS CITY","64155",,"SCP","N","SUS","W","M","42","false",
"KC19027588","2019-04-16T00:00:00.000","6:15","2019-04-16T00:00:00.000","4:49",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA SUS","B","M","36","false",
"KC19023648","2019-04-01T00:00:00.000","20:05","2019-04-01T00:00:00.000","18:30",,,"Stealing – Shoplift","23C","Shoplifting","334","3800  39TH ST","KANSAS CITY",,,"EPD","N","VIC",,,,"false",
"KC19024277","2019-04-03T00:00:00.000","21:10","2019-04-03T00:00:00.000","21:10",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA SUS","W","F","49","false",
"KC19030241","2019-04-25T00:00:00.000","14:05","2019-04-25T00:00:00.000","14:00",,,"Fraud / Stealing Through Deceit (Scam/Confidence Game)","26E","Wire Fraud","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","VIC",,,,"false",
"KC19031202","2019-04-29T00:00:00.000","13:08","2019-04-28T00:00:00.000","18:30","2019-04-29T00:00:00.000","13:50","Property Damage","290","Vandalism/Destruction of Property","531","1200  W 136 ST","KANSAS CITY","64145",,,"N","VIC","W","M","43","false",
"KC19024446","2019-04-04T00:00:00.000","12:38","2019-04-04T00:00:00.000","10:30",,,"Possession of Drug Paraphernalia","35A","Drug / Narcotic Violations",,"2600  PERRY","KANSAS CITY","64127",,"EPD","N","ARR CHA SUS","W","F","43","false",
"KC19029896","2019-04-24T00:00:00.000","12:40","2019-03-15T00:00:00.000","0:01","2019-04-24T00:00:00.000","12:40","Harassment / Intimidation - Sex Crimes","90Z","All Other Offenses","114","3000  SUMMIT ST","KANSAS CITY","64108",,,"N","VIC","W","F","36","false",
"KC19025833","2019-04-09T00:00:00.000","15:35","2019-04-09T00:00:00.000","15:35",,,"Vehicular – Non-Injury Hit and Run",,,"122","PARK AVE and E 10TH ST","KANSAS CITY","64127","PJ0920","CPD","N","CHA VDR","W","M","24","false",
"KC19028655","2019-04-19T00:00:00.000","16:54","2019-04-19T00:00:00.000","4:25",,,"Stealing – Shoplift","23C","Shoplifting","234","8400  HICKMAN MILLS DR","KANSAS CITY","64132",,"MPD","N","SUS","B","M",,"false",
"KC19025756","2019-04-09T00:00:00.000","12:56","2019-04-09T00:00:00.000","12:45",,,"Stealing – Shoplift","23C","Shoplifting","542","9400  BLUE RIDGE BLVD","KANSAS CITY","64134",,"SPD","N","SUS","B","M",,"false",
"KC19023546","2019-04-01T00:00:00.000","14:17","2019-04-01T00:00:00.000","5:00","2019-04-01T00:00:00.000","9:00","Vehicular – Non-Injury Hit and Run",,,"633","4900  N OAK TRFY","KANSAS CITY","64155","PC0828","SCP","N","VIC POD",,,,"false",
"KC19023410","2019-04-01T00:00:00.000","7:41","2019-04-01T00:00:00.000","7:41",,,"Tow-In Report/Authorization Not to Tow",,,,"E VIEH HIGH DR and W MEERS RD","KANSAS CITY",,,,"N","VIC","U","F",,"false",
"KC19030876","2019-04-27T00:00:00.000","23:17","2019-04-27T00:00:00.000","23:17",,,"Assault (Aggravated)","13A","Aggravated Assault","314","400  SPRUCE AVE","KANSAS CITY","64124","PJ0503","EPD","N","VIC","W","F",,"false","400  SPRUCE AVE
KANSAS CITY,  64124
(39.10912, -94.531703)"
"KC19034437","2019-05-10T00:00:00.000","15:34","2019-05-10T00:00:00.000","14:10","2019-05-10T00:00:00.000","14:10","Stealing – Shoplift","23C","Shoplifting","331","3100  PROSPECT AVE","KANSAS CITY","64127",,"EPD","N","VIC",,,,"false",
"KC19026491","2019-04-11T00:00:00.000","20:10","2019-04-09T00:00:00.000","22:00","2019-04-10T00:00:00.000","6:00","Loss","90Z","All Other Offenses","312","1000  N CAMBRIDG AVE","KANSAS CITY","64120",,"SCP","N","CMP VIC","B","M","54","false",
"KC19025406","2019-04-08T00:00:00.000","10:47","2019-04-08T00:00:00.000","10:54",,,"Disorderly Conduct","90C","Disorderly Conduct","334","4400  SOUTH BENTON AVE","KANSAS CITY",,"PJ3597","EPD","N","VIC","W","M",,"false","4400  SOUTH BENTON AVE
KANSAS CITY,  
(39.046132, -94.550632)"
"KC19036750","2019-05-18T00:00:00.000","18:46","2019-05-18T00:00:00.000","18:46",,,"Sodomy","11B","Forcible Sodomy","115","1700  JACKSON ST","KANSAS CITY",,,,"Y","SUS","B","F","29","false",
"KC19031295","2019-04-29T00:00:00.000","19:03","2019-04-29T00:00:00.000","6:42",,,"Property Damage","290","Vandalism/Destruction of Property","321","1100  BENTON BLVD","KANSAS CITY","64127","PJ1057","EPD","N","VIC","W","M","58","false",
"KC19035255","2019-05-13T00:00:00.000","19:14","2019-05-13T00:00:00.000","19:14",,,"Assault (Aggravated)","290","Vandalism/Destruction of Property",,"2200  LISTER AVE","KANSAS CITY","64127",,,"N","VIC","W","F","25","false",
"KC19031239","2019-04-29T00:00:00.000","15:05","2019-04-29T00:00:00.000","5:00","2019-04-29T00:00:00.000","7:30","Sodomy","13A","Aggravated Assault","334","4200  CYPRESS AVE","KANSAS CITY","64127","PJ3454","EPD","Y","VIC","B","F","44","false",
"KC19033724","2019-05-08T00:00:00.000","11:01","2019-05-08T00:00:00.000","10:10",,,"State Warrant Arrest",,,"541","US 71 HWY N and E BANNISTER RD","KANSAS CITY",,"PJ6451","SPD","N","SUS","U","M","32","false",
"KC19035891","2019-05-15T00:00:00.000","21:08","2019-05-15T00:00:00.000","21:08",,,"Outside State Warrant Arrest",,,"241","E MEYER BLVD and PROSPECT AVE","KANSAS CITY","64130","PJ5075","MPD","N","ARR CHA SUS","B","M","24","false",
"KC19031578","2019-04-30T00:00:00.000","18:22","2019-04-26T00:00:00.000","13:00","2019-04-27T00:00:00.000","11:30","Stolen Auto","240","Motor Vehicle Theft","642","10300  N CHERRY DR","KANSAS CITY","64155","PC0187","SCP","N","VIC","W","F","42","false",
"KC19025775","2019-04-09T00:00:00.000","9:13","2019-04-09T00:00:00.000","13:31","2019-04-09T00:00:00.000","14:44","Burglary (Residential)","220","Burglary/Breaking and Entering",,"3500  SOUTH BENTON","KANSAS CITY","64127",,,"N","VIC","B","F","43","false",
"KC19035119","2019-05-13T00:00:00.000","12:41","2019-05-13T00:00:00.000","12:28","2019-05-13T00:00:00.000","14:09","Robbery (Business)","120","Robbery","643","8500  N FLINTLOCK RD","KANSAS CITY","64157","PC0303","SCP","N","VIC",,,,"false",
"KC19023473","2019-04-01T00:00:00.000","10:21","2019-04-01T00:00:00.000","11:30","2019-04-01T00:00:00.000","11:58","City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA","W","M","25","false",
"KC19036785","2019-05-18T00:00:00.000","22:02","2019-05-18T00:00:00.000","22:02","2019-05-18T00:00:00.000","23:28","Abuse of a Child","11D","Forcible Fondling","341","58000  21ST ST","KANSAS CITY","64127",,"EPD","Y","VIC","B","M",,"false",
"KC19026265","2019-04-10T00:00:00.000","22:47","2019-04-10T00:00:00.000","22:47",,,"Violation of Full Order of Protection",,,"313","3100  THOMPSON AVE","KANSAS CITY","64123",,"EPD","N","VIC","W","F","34","false",
"KC19022712","2019-03-29T00:00:00.000","8:29","2019-03-26T00:00:00.000","18:00",,,"Miscellaneous Investigation","35A","Drug / Narcotic Violations","123","E I-70 HWY E and S PASEO BLVD","KANSAS CITY","64127",,"CPD","N","INA ARR SUS OTH","W","F","37","false",
"KC19033025","2019-05-06T00:00:00.000","1:48","2019-05-03T00:00:00.000","22:30",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","343","2700  LISTER AVE","KANSAS CITY","64127","PJ2320","EPD","Y","CMP VIC","W","F","30","false",
"KC19027183","2019-04-14T00:00:00.000","16:28","2019-04-14T00:00:00.000","16:29","2019-04-14T00:00:00.000","17:07","Stolen Auto","240","Motor Vehicle Theft","141","3300  TROOST AVE","KANSAS CITY","64109",,"CPD","N","SUS","W","M","31","false",
"KC19027089","2019-04-14T00:00:00.000","4:17","2019-04-14T00:00:00.000","7:45",,,"State Warrant Arrest",,,"999","00  NE TUDOR RD","LEES SUMMIT","64086",,"OSPD","N","ARR CHA SUS","B","F","22","false",
"KC19031571","2019-04-30T00:00:00.000","17:33","2019-04-30T00:00:00.000","17:33","2019-04-30T00:00:00.000","18:21","Vehicular – Non-Injury",,,"115","E 25TH ST and GILLHAM RD","KANSAS CITY","64108","PJ1962","CPD","N","ARR CHA SUS VDR","W","F","26","false",
"KC19025450","2019-04-08T00:00:00.000","13:19","2019-04-08T00:00:00.000","13:19","2019-04-08T00:00:00.000","15:21","Abuse of a Child","13B","Simple Assault","231","200  E 75TH ST","KANSAS CITY","64114","PJ5674","MPD","Y","VIC","B","M",,"false","200  E 75TH ST
KANSAS CITY,  64114
(38.992033, -94.587238)"
"KC19036130","2019-05-16T00:00:00.000","17:20","2019-05-11T00:00:00.000","14:30","2019-05-16T00:00:00.000","14:30","Stolen Auto","240","Motor Vehicle Theft","142","3700  PASEO","KANSAS CITY","64109",,"CPD","N","VIC","B","F","52","false",
"KC19029004","2019-04-21T00:00:00.000","1:32","2019-04-20T00:00:00.000","22:45","2019-04-20T00:00:00.000","22:50","Stolen Auto","240","Motor Vehicle Theft","342","2700  VAN BRUNT BLVD","KANSAS CITY","64128",,"EPD","N","VIC","B","M","49","false",
"KC19026317","2019-04-11T00:00:00.000","8:27","2019-04-11T00:00:00.000","8:27",,,"Fraud / Stealing Through Deceit (Scam/Confidence Game)","26A","False Pretenses / Swindle","115","0  E PERSHING RD","KANSAS CITY","64108","PJ2011","CPD","N","VIC",,,,"false",
"KC19022543","2019-03-28T00:00:00.000","14:15","2019-03-28T00:00:00.000","14:05",,,"Robbery (Armed Street)","120","Robbery","321","10TH ST and AGNES","KANSAS CITY","64127",,"EPD","N","SUS","B","M",,"true",
"KC19036329","2019-05-17T00:00:00.000","10:39","2019-05-12T00:00:00.000","15:00",,,"Attempt to Locate Motor Vehicle",,,"321","1100  BENTON BLVD","KANSAS CITY","64127",,"EPD","N","CMP VIC",,"F","48","false",
"KC19027136","2019-04-14T00:00:00.000","8:50","2019-04-14T00:00:00.000","11:45",,,"Outside State Warrant Arrest",,,"113","1600  GRAND BLVD","KANSAS CITY",,"PJ1399","CPD","N","VIC",,,,"false","1600  GRAND BLVD
KANSAS CITY,  
(39.094363, -94.581186)"
"KC19024235","2019-04-03T00:00:00.000","20:30","2019-04-03T00:00:00.000","19:30","2019-04-03T00:00:00.000","20:30","Domestic Violence Property Damage","290","Vandalism/Destruction of Property","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","Y","VIC","B","F","19","false",
"KC19029977","2019-04-24T00:00:00.000","16:21","2019-04-24T00:00:00.000","16:25",,,"Legacy Incident Report/Arrest",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","N","SUS","W","M","20","false",
"KC19035054","2019-05-13T00:00:00.000","8:45","2019-05-13T00:00:00.000","3:00","2019-05-13T00:00:00.000","7:30","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","543","11500  HICKMAN MILLS DR","KANSAS CITY","64132",,"SPD","N","VIC",,,,"false",
"KC19026692","2019-04-12T00:00:00.000","15:54","2019-03-13T00:00:00.000","21:31","2019-03-13T00:00:00.000","21:53","Stealing – Shoplift","23C","Shoplifting","634","5300  N CHOUTEAU TRFY","KANSAS CITY","64119","PC0788","SCP","N","VIC",,,,"false",
"KC19022575","2019-03-28T00:00:00.000","16:18","2019-03-28T00:00:00.000","16:04","2019-03-28T00:00:00.000","16:04","Stealing from Auto (Theft from Auto)",,,,"10900  BRISTOL TER","KANSAS CITY","64134",,,"N","VIC","W","F","25","false",
"KC19023653","2019-04-01T00:00:00.000","20:30","2019-04-01T00:00:00.000","19:59",,,"Robbery (Armed Street)",,,"223","3500  E 59TH ST","KANSAS CITY","64130","PJ4681","MPD","N","SUS","B","M",,"false","3500  E 59TH ST
KANSAS CITY,  64130
(39.018933, -94.545285)"
"KC19023320","2019-03-31T00:00:00.000","16:33","2019-03-29T00:00:00.000","0:13",,,"Sodomy","11B","Forcible Sodomy",,"1100  E 50TH TER","KANSAS CITY","64133",,,"Y","VIC","B","F",,"false",
"KC19030493","2019-04-26T00:00:00.000","6:56","2019-04-25T00:00:00.000","20:30","2019-04-26T00:00:00.000","6:56","Stolen Auto","240","Motor Vehicle Theft","243","7700  E 83RD ST","KANSAS CITY","64132","PJ6021","MPD","N","CMP VIC","W","M","24","false",
"KC19029614","2019-04-23T00:00:00.000","13:24","2019-04-23T00:00:00.000","13:24",,,"Dead Body",,,"634","4200  N DENVER AVE","KANSAS CITY","64117",,"SCP","N","VIC DEC","W","M","42","false",
"KC19029131","2019-04-21T00:00:00.000","17:15","2019-04-21T00:00:00.000","17:15","2019-04-21T00:00:00.000","17:15","Assault (Aggravated)","13A","Aggravated Assault","331","2900  MERSINGTON AVE","KANSAS CITY","64128","PJ2443","EPD","N","VIC","B","F",,"true","2900  MERSINGTON AVE
KANSAS CITY,  64128
(39.072283, -94.537722)"
"KC19044326","2019-06-14T00:00:00.000","9:37","2019-06-14T00:00:00.000","8:00","2019-06-14T00:00:00.000","8:00","Legacy Incident Report/Arrest",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","N","SUS",,"M",,"false",
"KC19038633","2019-05-25T00:00:00.000","14:09","2019-05-25T00:00:00.000","14:09","2019-05-25T00:00:00.000","15:58","Robbery (Strong Armed Street)","13A","Aggravated Assault","314","4200  INDEPENDENCE AVE","KANSAS CITY","64124","PJ0605","EPD","N","ARR CHA SUS","W","F","24","false",
"KC19041818","2019-06-05T00:00:00.000","16:32","2019-06-05T00:00:00.000","16:32",,,"Alcohol Influence Report",,,"133","3900  BALTIMORE AVE","KANSAS CITY","64108","PJ3132","CPD","N","VIC",,,,"false",
"KC19039054","2019-05-27T00:00:00.000","10:11","2019-05-19T00:00:00.000","13:00","2019-05-25T00:00:00.000","18:00","Stolen Auto","240","Motor Vehicle Theft","234","9400  HOLMES RD","KANSAS CITY","64131",,"MPD","N","VIC",,,,"false",
"KC19044805","2019-06-16T00:00:00.000","6:44","2019-06-16T00:00:00.000","6:44",,,"Assault (Non-Aggravated)","13B","Simple Assault","113","E 14TH ST and MAIN ST","KANSAS CITY","64105","PJ1175","CPD","N","VIC","B","M","51","false",
"KC19046275","2019-06-21T00:00:00.000","10:49","2019-06-21T00:00:00.000","11:00",,,"State Warrant Arrest",,,"121","900  5TH","KANSAS CITY",,,"CPD","N","ARR CHA SUS","W","F","37","false","900  5TH
KANSAS CITY,  
(39.146665, -94.628422)"
"KC19047404","2019-06-25T00:00:00.000","10:08","2019-06-24T00:00:00.000","8:15",,,"Recovered Property",,,"535","400  E 137TH ST","KANSAS CITY","64145",,"SPD","N","SUS","B","M",,"false","400  E 137TH ST
KANSAS CITY,  64145
(38.878944, -94.590375)"
"KC19039771","2019-05-29T00:00:00.000","19:53","2019-05-29T00:00:00.000","19:35",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","125","2000  LINWOOD BLVD","KANSAS CITY","64109",,,"Y","ARR CHA SUS","B","M","21","false",
"KC19052235","2019-07-12T00:00:00.000","21:16","2019-07-12T00:00:00.000","21:30",,,"Disorderly Conduct","90C","Disorderly Conduct","232","HOLMES RD and 77TH ST","KANSAS CITY","64131",,"MPD","N","ARR CHA SUS","B","F","31","false",
"KC19040399","2019-05-31T00:00:00.000","22:40","2019-05-31T00:00:00.000","22:41",,,"Trespass of Real Property",,,,"00  E 53 ST","KANSAS CITY",,,,"N","VIC WIT","W","F","56","false",
"KC19046680","2019-06-22T00:00:00.000","20:40","2019-06-22T00:00:00.000","15:00","2019-06-22T00:00:00.000","20:00","Abuse of a Child","13B","Simple Assault","411","00  NE BRIARCLIFF RD","KANSAS CITY","64116","PC1194","NPD","Y","SUS","W","M","73","false",
"KC19043791","2019-06-12T00:00:00.000","13:12","2019-06-09T00:00:00.000","12:00","2019-06-10T00:00:00.000","7:00","Stealing – Other","280","Stolen Property Offenses","545","I 470 HWY and BLUE RIDGE BLVD","KANSAS CITY","64134",,"SPD","N","VIC",,,,"false",
"KC19038474","2019-05-24T00:00:00.000","18:52","2019-05-24T00:00:00.000","18:40","2019-05-24T00:00:00.000","19:17","Disorderly Conduct","90C","Disorderly Conduct",,"5200  NE ANTIOCH RD","KANSAS CITY",,,,"N","VIC",,,,"false","5200  NE ANTIOCH RD
KANSAS CITY,  
(39.188562, -94.548792)"
"KC19044204","2019-06-13T00:00:00.000","19:43","2019-06-13T00:00:00.000","19:15",,,"Assault (Aggravated)","13A","Aggravated Assault","123","E 27TH TER and S PASEO AVE","KANSAS CITY",,"PJ2261","CPD","N","VIC","W","M","30","true",
"KC19043459","2019-06-11T00:00:00.000","13:22","2019-06-11T00:00:00.000","13:20",,,"Vehicular – Non-Injury",,,"413","5900  NW 64TH ST","KANSAS CITY","64152","PP0652","NPD","N","CHA VDR","W","F","21","false",
"KC19038638","2019-05-25T00:00:00.000","15:05","2019-05-24T00:00:00.000","20:30","2019-05-25T00:00:00.000","14:30","Stolen Auto","240","Motor Vehicle Theft","323","W I 70 HWY and E 23RD ST","KANSAS CITY","64127",,"EPD","N","CMP VIC","W","M","22","false",
"KC19052555","2019-07-14T00:00:00.000","7:36","2019-07-14T00:00:00.000","7:36",,,"State Warrant Arrest",,,,"23 ST and TOPPING AVE","KANSAS CITY","64127",,,"N","ARR CHA SUS","B","M","34","false",
"KC19039226","2019-05-27T00:00:00.000","23:26","2019-05-27T00:00:00.000","23:00","2019-05-27T00:00:00.000","23:58","Harassment / Intimidation - Domestic Violence","13C","Intimidation","241","7000  PROSPECT AVE","KANSAS CITY","64130","PJ5341","MPD","Y","SUS","B","M","19","false",
"KC19038533","2019-05-25T00:00:00.000","0:28","2019-05-25T00:00:00.000","0:28",,,"Murder","09A","Murder","333","4100  MONTGALL AVE","KANSAS CITY","64130","PJ3352","EPD","N","VIC","B","M","23","true",
"KC19046829","2019-06-23T00:00:00.000","15:56","2019-06-23T00:00:00.000","15:56",,,"Property Damage","290","Vandalism/Destruction of Property","543","11500  HOLIDAY DR","KANSAS CITY","64134",,"SPD","N","VIC","B","F",,"false",
"KC19048086","2019-06-28T00:00:00.000","7:14","2019-06-28T00:00:00.000","7:00",,,"Domestic Violence Assault (Non-Aggravated)",,,"631","2400  NE 43RD ST","KANSAS CITY","64116",,"SCP","Y","VIC","W","F","28","false",
"KC19049095","2019-07-01T00:00:00.000","19:01","2019-07-01T00:00:00.000","16:32","2019-07-01T00:00:00.000","16:33","Stolen Auto","240","Motor Vehicle Theft","634","5300  N CHOUTEAU TRFY","KANSAS CITY","64119","PC0788","SCP","N","CMP VIC","W","M","71","false",
"KC19045848","2019-06-19T00:00:00.000","18:10","2019-06-19T00:00:00.000","18:10",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","246","9300  CLEVELAND AVE","KANSAS CITY","64130",,"MPD","Y","ARR CHA SUS","B","M","30","false",
"KC19050076","2019-07-05T00:00:00.000","13:30","2019-07-05T00:00:00.000","13:30",,,"Casualty",,,"211","2600  SWOPE PKWY","KANSAS CITY",,"PJ3933","MPD","N","VIC","B","M",,"false",
"KC19045169","2019-06-17T00:00:00.000","14:59","2019-06-17T00:00:00.000","15:05","2019-06-17T00:00:00.000","16:01","City/Municipal Warrant Arrest",,,"999","00  NE TUDOR RD","LEES SUMMIT","64086",,"OSPD","N","ARR CHA SUS","W","F","29","false",
"KC19048564","2019-06-29T00:00:00.000","20:58","2019-06-29T00:00:00.000","16:30","2019-06-29T00:00:00.000","21:47","Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","422","4400  NW BARRY RD","KANSAS CITY","64151","PP0321","NPD","Y","ARR CHA SUS","B","M","26","false",
"KC19037888","2019-05-22T00:00:00.000","19:04","2019-05-22T00:00:00.000","19:04","2019-05-22T00:00:00.000","20:17","Assault (Non-Aggravated)","13B","Simple Assault","234","8500  STATE LINE RD","KANSAS CITY","64114",,"MPD","N","VIC","W","F",,"false",
"KC19049336","2019-07-02T00:00:00.000","16:39","2019-07-02T00:00:00.000","16:39",,,"Assault (Non-Aggravated)","13B","Simple Assault","142","1400  E 37TH ST","KANSAS CITY",,,,"N","VIC","B","M","61","false","1400  E 37TH ST
KANSAS CITY,  
(39.05949, -94.567289)"
"KC19051739","2019-07-11T00:00:00.000","8:09","2019-07-11T00:00:00.000","8:09",,,"Burglary (Residential)","220","Burglary/Breaking and Entering","222","5400  PARK AVE","KANSAS CITY","64132",,"MPD","N","VIC",,,,"false",
"KC19098269","2019-12-28T00:00:00.000","13:50","2019-12-28T00:00:00.000","13:50",,,"Terroristic Threats","90Z","All Other Offenses","345","4000  BLUE RIDGE CTOF","KANSAS CITY","64133","PJ3492","EPD","N","VIC","B","F","38","false",
