"incident_date","incident_number","location_district","offense_code","offense_description","weapon_type","incident_location","city","state","zip","latitude","longitude","location_1","incident_status"
"2019-12-13T15:00:00.000","2019-154952","80","23H","ALL OTHER LARCENY",,"5706 W 60TH ST","LITTLE ROCK","AR","72209","34.695184","-92.33949","(34.695184, -92.33949)","AD"
"2022-08-19T22:58:00.000","2022-098691","83","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","5813 BASELINE RD","LITTLE ROCK","AR","72209","34.667476","-92.341477","(34.667476, -92.341477)","AD"
"2019-05-06T07:30:00.000","2019-054605","91","23F","THEFT FROM MOTOR VEHICLE",,"7807 REBECCA DR","LITTLE ROCK","AR","72209","34.659048","-92.36597","(34.659048, -92.36597)","AD"
"2018-09-14T15:00:00.000","2018-117327","91","23H","ALL OTHER LARCENY",,"10400 CHICOT RD","LITTLE ROCK","AR","72209","34.655342","-92.363161","(34.655342, -92.363161)","OP"
"2020-04-07T05:40:00.000","2020-038076","93","220","BURGLARY/B&E",,"10320 STAGECOACH RD","LITTLE ROCK","AR","72210","34.65766","-92.427576","(34.65766, -92.427576)","AD"
"2017-02-26T07:00:00.000","2017-022468","93","23F","THEFT FROM MOTOR VEHICLE",,"12109 STAGECOACH RD","LITTLE ROCK","AR","72210","34.647","-92.440269","(34.647, -92.440269)","AD"
"2017-12-17T23:10:00.000","2017-158366","91","120","ROBBERY","FIREARM","9525 INTERSTATE 30","LITTLE ROCK","AR","72209","34.676169","-92.365075","(34.676169, -92.365075)","AR"
"2017-11-18T11:53:00.000","2017-145545","82","23H","ALL OTHER LARCENY",,"7018 REDWOOD DR","LITTLE ROCK","AR","72209","34.663769","-92.356752","(34.663769, -92.356752)","EX"
"2022-08-06T16:25:00.000","2022-092920","81","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","6700 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.688078","-92.34951","(34.688078, -92.34951)","EX"
"2022-05-10T13:21:00.000","2022-053674","90","220","BURGLARY/B&E",,"6423 STAGECOACH RD","LITTLE ROCK","AR","72204","34.689722","-92.393468","(34.689722, -92.393468)","AD"
"2020-12-15T12:02:00.000","2020-146174","83","13A","AGGRAVATED ASSAULT","FIREARM","6914 REDWOOD DR","LITTLE ROCK","AR","72209","34.662705","-92.356539","(34.662705, -92.356539)","AD"
"2017-06-05T16:00:00.000","2017-067058","81","23D","THEFT FROM BUILDING",,"30 REGINA CIR","LITTLE ROCK","AR","72209","34.676986","-92.331461","(34.676986, -92.331461)","AD"
"2018-09-30T20:00:00.000","2018-125165","91","23F","THEFT FROM MOTOR VEHICLE",,"9010 TEDBURN CIR","LITTLE ROCK","AR","72209","34.668628","-92.374809","(34.668628, -92.374809)","OP"
"2020-07-23T13:53:00.000","2020-082897","91","23F","THEFT FROM MOTOR VEHICLE",,"8801  BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2019-04-29T15:49:00.000","2019-051411","93","23C","SHOPLIFTING",,"11201 BASS PRO PKWY","LITTLE ROCK","AR","72210","34.657543","-92.410366","(34.657543, -92.410366)","AR"
"2017-05-16T19:00:00.000","2017-057685","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"8801 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.66943","-92.344328","(34.66943, -92.344328)","VD"
"2019-08-27T17:30:00.000","2019-107837","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"8502 SHELLEY DR","LITTLE ROCK","AR","72209","34.672168","-92.338317","(34.672168, -92.338317)","AD"
"2018-02-11T20:00:00.000","2018-017645","82","23D","THEFT FROM BUILDING",,"1 WARREN DR","LITTLE ROCK","AR","72209","34.654873","-92.354218","(34.654873, -92.354218)","OP"
"2021-03-25T09:55:00.000","2021-030655","82","23H","ALL OTHER LARCENY",,"8208  DREHER LN","LITTLE ROCK","AR","72209","34.674384","-92.335941","(34.674384, -92.335941)","AD"
"2018-08-24T06:00:00.000","2018-107001","83","240","MOTOR VEHICLE THEFT",,"5313 SOUTHBORO CT","LITTLE ROCK","AR","72209","34.664846","-92.338393","(34.664846, -92.338393)","VD"
"2017-01-01T17:00:00.000","2017-000292","81","23C","SHOPLIFTING",,"4701 W 65TH ST","LITTLE ROCK","AR","72209","34.690133","-92.328331","(34.690133, -92.328331)","AR"
"2021-05-04T08:50:00.000","2021-047999","91","220","BURGLARY/B&E",,"9917  MANN RD","LITTLE ROCK","AR","72103","34.660031","-92.379197","(34.660031, -92.379197)","AD"
"2019-04-30T06:47:00.000","2019-051705","90","220","BURGLARY/B&E",,"10009 LANEHART RD","LITTLE ROCK","AR","72204","34.691718","-92.388345","(34.691718, -92.388345)","VD"
"2022-06-16T10:40:00.000","2022-070249","80","13A","AGGRAVATED ASSAULT","HANDGUN","4804 TERRA VISTA CIR","LITTLE ROCK","AR","72209","34.693213","-92.330207","(34.693213, -92.330207)","AD"
"2017-03-31T19:15:00.000","2017-035564","91","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","9005 MERRIVALE DR","LITTLE ROCK","AR","72209","34.668279","-92.37294","(34.668279, -92.37294)","AR"
"2019-10-13T12:00:00.000","2019-129482","93","23D","THEFT FROM BUILDING",,"11201 BASS PRO PKWY","LITTLE ROCK","AR","72210","34.657543","-92.410366","(34.657543, -92.410366)","AD"
"2022-08-27T14:09:00.000","2022-101942","83","13A","AGGRAVATED ASSAULT","HANDGUN","10513 TOPAZ CT","LITTLE ROCK","AR","72209","34.654412","-92.353005","(34.654412, -92.353005)","AD"
"2019-07-28T16:00:00.000","2019-093866","81","23H","ALL OTHER LARCENY",,"8516 DOWAN DR","LITTLE ROCK","AR","72209","34.671064","-92.32739","(34.671064, -92.32739)","OP"
"2017-08-03T17:42:00.000","2017-094736","82","220","BURGLARY/B&E",,"6510 MABELVALE CUT OFF RD","LITTLE ROCK","AR","72209","34.656856","-92.350807","(34.656856, -92.350807)","OP"
"2022-09-08T11:40:00.000","2022-107156","80","23H","ALL OTHER LARCENY",,"46 SOUTHERN OAKS DR","LITTLE ROCK","AR","72209","34.694208","-92.336959","(34.694208, -92.336959)","AD"
"2017-07-05T22:00:00.000","2017-081652","91","23F","THEFT FROM MOTOR VEHICLE",,"6201 MABELVALE CUT OFF RD","LITTLE ROCK","AR","72209","34.653992","-92.347444","(34.653992, -92.347444)","AD"
"2018-02-01T19:00:00.000","2018-013263","93","23D","THEFT FROM BUILDING",,"3 SOUTHERN HILLS CIR","LITTLE ROCK","AR","72210","34.672539","-92.422777","(34.672539, -92.422777)","OP"
"2019-04-06T09:00:00.000","2019-041181","93","23F","THEFT FROM MOTOR VEHICLE",,"2 PAR CIR","LITTLE ROCK","AR","72210","34.672278","-92.428181","(34.672278, -92.428181)","OP"
"2021-01-11T10:49:00.000","2021-002390","91","23D","THEFT FROM BUILDING",,"9  MELINDA DR","LITTLE ROCK","AR","72209","34.679537","-92.367991","(34.679537, -92.367991)","AD"
"2020-06-27T11:44:00.000","2020-070603","80","23C","SHOPLIFTING",,"5200 W 65TH ST","LITTLE ROCK","AR","72209","34.690908","-92.334687","(34.690908, -92.334687)","AD"
"2018-11-21T09:36:00.000","2018-148166","91","23H","ALL OTHER LARCENY",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.666646","-92.383429","(34.666646, -92.383429)","OP"
"2019-01-26T22:52:00.000","2019-011594","81","23C","SHOPLIFTING",,"7700 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.677928","-92.319544","(34.677928, -92.319544)","OP"
"2020-12-25T00:00:00.000","2020-148727","81","220","BURGLARY/B&E",,"6319  FORBING RD","LITTLE ROCK","AR","72209","34.68347","-92.347639","(34.68347, -92.347639)","AD"
"2020-12-12T07:30:00.000","2020-145038","80","220","BURGLARY/B&E",,"5601 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.698656","-92.345019","(34.698656, -92.345019)","AD"
"2021-03-07T09:27:00.000","2021-022712","80","23F","THEFT FROM MOTOR VEHICLE",,"2923 W 60TH ST","LITTLE ROCK","AR","72209","34.6939","-92.309501","(34.6939, -92.309501)","AD"
"2019-06-01T10:20:00.000","2019-067040","81","220","BURGLARY/B&E",,"6100 LEON CIR","LITTLE ROCK","AR","72209","34.68231","-92.3451","(34.68231, -92.3451)","OP"
