"businessname","dbas","city","statecode","zipcode","countyname","originaleffectivedate","expiredate","operationtypes"
"Cooper's Companions Rescue",",Suzanne Morgan","Boone","CO","81025","Pueblo","2018-01-29T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Rodriguez, Andrew M",",Off the Leash Dog Grooming,Rodriguez, Andrew","Westminster","CO","80031","Adams","2015-03-17T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Team Gundogs LLC",",Vanin, Dennis","Bennett","CO","80102","Arapahoe","2018-07-13T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"ELITE PAWS PET RESORT, LLC",",Giannetto, Lindsy","Pueblo","CO","81006","Pueblo","2016-10-14T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Tom D Parks,  D.V.M., P.C.",,"Yuma","CO","80759","Yuma","2012-08-20T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Shadey Lane Kennels",",David Yoder","Monte Vista","CO","81144","Rio Grande","2017-02-02T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale,Retail/Wholesale"
"Aspenglow Mobile Pet Salon LLC",",Karen Scott","Castle Rock","CO","80104","Douglas","2012-04-17T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"Luke & Company LTD.",",Johnson, Luke","Denver","CO","80201","Denver","2016-06-09T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"A Dog's Life Professional Grooming & Canine Mass",",Weber, Jamie R","Greeley","CO","80634","Weld","2018-03-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"See Spot Sparkle, LLC",",Close-Kliewer, Bobbi","Platteville","CO","80651","Weld","2017-09-07T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"Fabrizius, Chandra L",",Chandra L. Fabrizius,Fabrizius French Bulldogs","Carr","CO","80612","Weld","2017-08-16T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Rocky Mountain French Bulldog Rescue",",Kelly C Money","Boulder","CO","80304","Boulder","2018-10-30T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"PINEHURST ANIMAL CENTER",",Holly Thibault","Lakewood","CO","80227","Jefferson","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Arids Only",",Arids Only ,Lietz, Phillip","Arvada","CO","80003","Jefferson","2016-11-28T00:00:00.000","2019-03-01T00:00:00.000","Reptile/Amphibian (Herptile) Breeder"
"Cold Nose Warm Heart Pet Care",",NOWAKOWSKI, CAROL","Leadville","CO","80461","Lake","2012-02-27T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"THE BROWN DOG SCHOOL OF DOG TRAINING & GROOMING SA","THE BROWN DOG SCHOOL","Wheat Ridge","CO","80033","Jefferson","2012-03-14T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Parrots and More LLC","Dennis E Young,Parrots and More","Pueblo","CO","81004","Pueblo","2018-10-29T00:00:00.000","2019-03-01T00:00:00.000","Bird Breeder,Retail/Wholesale"
"LAUND-UR-MUTT",,"Fort Collins","CO","80526","Larimer","2012-05-04T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"MCALLISTER & MAY, LLC","McAllister, Justin,OFF-LEASH K9 TRAINING - COLORADO SPRINGS","Colorado Springs","CO","80907","El Paso","2017-03-20T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Handler"
"Smokin Spades Labradors",",Josie A Robinson","Grand Junction","CO","81504","Mesa","2018-04-25T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"PetSmart, Inc.","PetSmart - 253","Northglenn","CO","80234","Adams","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"GREEN WASH INC.","GREEN WASH DOG WASH","Littleton","CO","80128","Jefferson","2016-02-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Self Wash Only"
"DAWGMA LLC",",DAWGMA LLC,Mayhew, Giselle","Windsor","CO","80550","Weld","2016-06-07T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"Cindy Wehrer",",Wehrer, Cindy","Fort Morgan","CO","80701","Morgan","2012-03-23T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Knabel, Carol",,"Conifer","CO","80433","Jefferson","2012-03-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Stoney Hill Pet Resort LLC",",Mickala J Palmer","Olathe","CO","81425","Montrose","2018-10-25T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Halee's Puppy Love LLC",,"Centennial","CO","80112","Arapahoe","2012-04-24T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Low Riders of the West",",Cutright, Virginia","Denver","CO","80224","Denver","2018-07-17T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"DAPPER DOG GROOMING, LLC",,"Longmont","CO","80501","Boulder","2013-07-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"San Nicola Dog Rescue Foundation",",Mizrahi, Inna","Genoa","CO","80818","Lincoln","2018-08-27T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"GARFIELD COUNTY ANIMAL WELFARE FOUNDATION, INC.","Heather Mullen,RIFLE ANIMAL SHELTER","Rifle","CO","81650","Garfield","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"MILE HIGH WEIMARANER RESCUE",,"COMMERCE CITY","CO","80022","Adams","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"A Cut Above",",Renee Dolen","Colorado Springs","CO","80909","El Paso","2015-08-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Mountain Musher, Inc.",,"Bond","CO","80423","Eagle","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"THE GROOM ROOM HEALTH & WELLNESS CENTER",,"Broomfield","CO","80023","Broomfield","2015-06-05T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Mountain High Service Dogs Inc.","Candy Muscari Erdos,MHSD","Monument","CO","80132","El Paso","2016-11-30T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue,Retail/Wholesale"
"KRISER'S FEEDING PETS FOR LIFE","KRISER'S NATURAL PET","Westminster","CO","80020","Broomfield","2013-05-10T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Dawg Gon' It Grooming",",Jahrman, Michele L","Brighton","CO","80601","Adams","2018-03-22T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Mobile Pet Grooming By Bobbi",",Baker, Bobbi J.","Pueblo West","CO","81007","Pueblo","2018-04-30T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"Dutch Darlings",",Potter, Courtney","Fort Collins","CO","80528","Larimer","2018-07-23T00:00:00.000","2019-03-01T00:00:00.000","Breeder Small Animal"
"Colorado Reptile Humane Society",,"Longmont","CO","80504","Weld","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Lopez, Colleen F",",Colleens Grooming,Lopez, Colleen","Pueblo","CO","81006","Pueblo","2012-02-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Tawni R. Karsten",",Karsten, Tawni R","Aurora","CO","80013","Arapahoe","2018-03-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"TERRY FAMILY FARM KENNEL, INC.","TERRY FARMS KENNEL","FORT LUPTON","CO","80621","Weld","2012-02-08T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"DELEFF KENNELS",,"Delta","CO","81416","Delta","2012-03-27T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"ACTION KENNEL, INC.","SIMERDOWN LABRADORS,Vaughn, Linda","Conifer","CO","80433","Jefferson","2007-03-01T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Innocent Paws Puppy Rescue",",Robinson, Kimberly","Boulder","CO","80305","Boulder","2018-07-11T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue,Pet Transporter"
"La Veta Pass Kennels",",Rebecca Mondragon","La Veta","CO","81055","Huerfano","2017-05-01T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Ark Valley Animal Hospital Inc",",Taullie, Tracy","La Junta","CO","81050","Otero","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"WILLIAMS, CHRISTINE R",",Christine Williams,K-9 Coat Shoppe","Greeley","CO","80631","Weld","2012-03-22T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Wal-Mart Stores, Inc.","Walmart Store - 2223","Westminster","CO","80031","Jefferson","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Retail Aquarium Only"
"Baar None Weims",",Barr, Brenda","Joes","CO","80822","Yuma","2017-01-11T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"JANIE'S PUPPY PARLOR",",CRITES, JANIE","Bethune","CO","80805","Kit Carson","2009-02-12T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"ROICE-HURST HUMANE SOCIETY, INC",,"Grand Junction","CO","81501","Mesa","2012-03-27T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Kneady Kitten Rescue, Inc.",",Klein, Kristine","Denver","CO","80219","Denver","2017-05-09T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"DURANGO PET RESORT",,"Durango","CO","81301","La Plata","2012-02-23T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"KRISER'S FEEDING PETS FOR LIFE, LLC","KRISER'S NATURAL PET,Kriser, Bradley","Denver","CO","80202","Denver","2016-08-25T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Animal Hospital of The Rockies, LLC",",Cenac Richardson, Marie","Estes Park","CO","80517","Larimer","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"LAMAR ANIMAL MEDICAL CENTER, LLC",",Stulp, Jensen","Lamar","CO","81052","Prowers","2017-01-23T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Love Pet Grooming",",Garcia, Pablo","Westminster","CO","80031","Adams","2018-03-13T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"AHC, INC.","ARAPAHOE HUNT CLUB","Watkins","CO","80137","Arapahoe","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"CITY OF LEADVILLE / LAKE COUNTY","LEADVILLE / LAKE COUNTY ANIMAL SHELTER","Leadville","CO","80461","Lake","2012-04-16T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Humane Society of The Pikes Peak Region","HSPPR,Jan McHugh-Smith","Colorado Springs","CO","80905","El Paso","2007-03-09T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter > 3000 transfers"
"SWEETHEART PET GROOMING",",Weeks,  R.","Loveland","CO","80537","Larimer","2012-03-22T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"HomeComings Dog Rescue Inc.",",Deborah Hill","Lakewood","CO","80226","Jefferson","2014-12-02T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Crown Point Aussies",",Harris, Eugenia K.","Berthoud","CO","80513","Weld","2012-03-12T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Breeder Dog Small Scale"
"Cat Maintenance And Repair LLC","Slack, Fern,Uniquely Cats Veterinary Center","Boulder","CO","80301","Boulder","2017-08-07T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Red Coyote Kennels, L.L.C.",,"Larkspur","CO","80118","Douglas","2012-03-02T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"CB Parker, LLC","City Bark,Hradecky, Alfred","Parker","CO","80134","Douglas","2018-02-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Self Wash Only"
"Morning Star Ranch",",Miller, Levi R","La Jara","CO","81140","Rio Grande","2018-04-16T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale,Retail/Wholesale"
"MUDPUPPIES'S PAWSHOPPE",,"DOLORES","CO","81323","Montezuma","2012-03-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"THE DIRTY DOG",,"Eagle","CO","81631","Eagle","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"ANIMAL SALON",,"GREELEY","CO","80634","Weld","2012-03-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"4dogsakes Rescue",",Walsdorf, Janet","San Antonio","TX","78209","Bexar","2017-10-17T00:00:00.000","2019-03-01T00:00:00.000","Pet Transporter"
"Pet Pantry, Inc.",",Haworth, Dustin","Colorado Springs","CO","80905","El Paso","2017-06-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Self Wash Only"
"The Hydrant",",Fu, Yue","Boulder","CO","80301","Boulder","2018-06-27T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"The Lazarus Fund",",Stevens, Tammie S","Pueblo West","CO","81007","Pueblo","2018-03-05T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"SAFE HARBOR LAB RESCUE",,"Evergreen","CO","80439","Jefferson","2012-03-20T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Friends of Cedaredge Animal Control","DAPKUS, JACQUELINE,Surface Creek Shelter","Cedaredge","CO","81413","Delta","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Hike Doggie, Inc",",Allen, Kathleen","Wheat Ridge","CO","80033","Jefferson","2016-11-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Handler"
"WELLS ENTERPRISE, LLC",",Wells, Christopher","Peyton","CO","80831","El Paso","2017-04-10T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"North Shore Animal Hospital",,"Loveland","CO","80538","Larimer","2010-02-05T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"HAIR OF THE DOG GROOMING SALON LLC",,"Colorado Springs","CO","80911","El Paso","2012-11-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Taj Mutt Hal, LLC",",Vasilius, Stephanie","Denver","CO","80211","Denver","2017-05-05T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Zipda Group, LLC","Pidaz,Poltenovage, Michael","Colorado Springs","CO","80919","El Paso","2017-04-04T00:00:00.000","2019-03-01T00:00:00.000","Retail Aquarium Only"
"URBAN SOPHISTICATS, LLC",,"Littleton","CO","80120","Arapahoe","2013-11-27T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"THE HEALTHY BONE LLC",",Christopher McCandles","Erie","CO","80516","Weld","2012-04-25T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"DIGSTOWN LLC","DIGSTOWN - NORTH","Denver","CO","80238","Denver","2016-04-15T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"COLORADO PUPPY RESCUE",,"Aurora","CO","80015","Arapahoe","2012-03-20T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"FRVC, LLC","Bixel, Kenneth,Front Range Veterinary Clinic","Fort Collins","CO","80524","Larimer","2017-06-16T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Pets-N-Stuff","Pick A Pet,Waugh, Kelly","Lakewood","CO","80232","Jefferson","2017-05-17T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Self Wash Only"
"Lone, Sarah A",,"Aurora","CO","80015","Arapahoe","2016-04-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Ski Town Animal Hospital, LLC","Reese M Odenwelder,Ski Town Animal Hospital","Steamboat Springs","CO","80477","Routt","2018-09-28T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"NEW HOPE RESCUE INC.",",Roof, Joann","Colorado Springs","CO","80923","El Paso","2017-04-20T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"SILENT DOG GROOMING SALON",,"Firestone","CO","80504","Weld","2012-11-19T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Cortez Animal Bed & Breakfast",,"Cortez","CO","81321","Montezuma","2012-03-23T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Nicolas Pomerantz",",Pomerantz, Nicolas","Denver","CO","80204","Denver","2018-03-02T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Petco Animal Supplies Store, Inc #0912",,"Englewood","CO","80112","Arapahoe","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"LMAGPETSERVICES, LLC","LMAG PET SERVICES","Arvada","CO","80003","Jefferson","2016-10-18T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Joyce, Lonnie J, Jr",",Joyce, Lonnie","Colorado Springs","CO","80904","El Paso","2016-06-01T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"JOKERS WILD PAMPERED POOCH",,"La Junta","CO","81050","Otero","2012-04-24T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"High Drive Ventures LLC","High Drive Dog Company","Longmont","CO","80501","Boulder","2015-03-31T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Mountain Parks Veterinary Hospital, Inc",,"Evergreen","CO","80439","Jefferson","2016-08-04T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"KRABLOONIK INCORPORATED","KRABLOONIK FINE DINING & DOGSLEDDING,Phillips, Regina","Snowmass Village","CO","81615","Pitkin","2015-01-16T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Colfax Pet LLC","Hobnob,Kari Shohet","Greenwood Village","CO","80112","Arapahoe","2014-03-07T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Hauke's Health & Prosperity Hideaway","Hauke, Cindy A.,SIZRWIZ LLC","Frederick","CO","80504","Weld","2018-04-23T00:00:00.000","2019-03-01T00:00:00.000","Breeder Small Animal,Retail/Wholesale"
"Daily Wag Doggy Day Care & Boarding",",Troy Reynolds","Denver","CO","80204","Denver","2012-05-29T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Western Fancy Pups",",Spaedt, Kristy","Delta","CO","81416","Montrose","2014-08-29T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Rivera, Annabelle G",,"Englewood","CO","80110","Arapahoe","2016-06-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"The Animal Debt Project",",ADP,Messick, Edie","Wellington","CO","80549","Weld","2016-04-08T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Pet Transporter"
"THE WAG SHOP COLFAX, LLC",",Hered, Deidre","Denver","CO","80237","Denver","2017-03-24T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"Paws and Claws Grooming, LLC",",Mercia, Shelley","Fort Morgan","CO","80701","Morgan","2017-09-12T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"AIRWAY VETERINARY HOSPITAL & BOARDING KENNEL",",McEntyre, Gary","Colorado Springs","CO","80915","El Paso","2012-03-12T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"SHEEP DRAW VETERINARY HOSPITAL, LLC.",,"Greeley","CO","80634","Weld","2012-02-23T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"PetSmart, Inc.","PetSmart -1015","Superior","CO","80027","Boulder","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"TOPKNOT & TAILS",,"Longmont","CO","80503","Boulder","2012-03-19T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Anjela M Lopez",",Lopez, Anjela","Sedalia","CO","80135","Jefferson","2018-07-20T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Andrea's Pet Grooming",,"Westminster","CO","80031","Adams","2012-03-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"For Pooch Sakes Mobile Grooming",",Fleitman, Barbara","Pagosa Springs","CO","81147","Archuleta","2012-04-18T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"DOGGIE DUGOUT",,"Windsor","CO","80550","Weld","2012-03-14T00:00:00.000","2019-03-01T00:00:00.000",
"TINY PAWS",,"Colorado Springs","CO","80920","El Paso","2012-09-21T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Schicke, Shelby M",,"Cañon City","CO","81212","Fremont","2017-02-24T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Ellis, Lori L",,"Parker","CO","80138","Douglas","2016-11-01T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"HARLEY'S HOPE FOUNDATION",,"COLORADO SPRINGS","CO","80908","El Paso","2013-05-29T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"SIRIUS FUN AT WEST RIDGE",",Colin Combs","Greeley","CO","80634","Weld","2012-04-09T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Bailey's Pet Spaw, LLC",",Ramsey, Judith L","Broomfield","CO","80020","Broomfield","2018-04-10T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"PRISON TRAINED K-9 COMPANION PROGRAM - ARROWHEAD","EAST CANON CORRECTIONAL COMPLEX","Cañon City","CO","81212","Fremont","2012-05-11T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Boarding/Training"
"HOUNDS ON THE HILL, LLC",",Terri Desnica","Denver","CO","80203","Denver","2012-03-02T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Beyond Beautiful Boxers",",Sestokas, Alexandra","Colorado Springs","CO","80917","El Paso","2018-01-17T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"4 Your Paws Only Mobile Grooming LLC",",Simpson, Greg","Peyton","CO","80831","El Paso","2012-02-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"CHARLIEBOY, LLC","THE BARNYARD","CARBONDALE","CO","81623","Garfield","2012-02-07T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Stay and Play Dog Daycare",",Miller, Evelyn","Colorado Springs","CO","80908","El Paso","2016-02-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Handler"
"Lana M Guara",",Lana M Guara","Trinidad","CO","81082","Las Animas","2017-12-29T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Willow Run, Ltd.","Bruce Danford,Willow Run Feed","Broomfield","CO","80020","Broomfield","2016-10-18T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Boarding/Training,Pet Grooming Facility - Owner"
"Aramark Sports and Entertainment Services, LLC","Aramark Mesa Verde,Hediger, Brian J","Mancos","CO","81328","Montezuma","2018-03-23T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"John R Detweiler","Detweiler Kennels,Detweiler, John","Monte Vista","CO","81144","Rio Grande","2018-05-25T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale,Retail/Wholesale"
"City Bark LoDo, LLC","City Bark,Hradecky, Alfred","Denver","CO","80216","Denver","2018-02-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Self Wash Only"
"SPRING CREEK KENNEL",,"Carr","CO","80612","Weld","2012-03-14T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"BOGART INC","JOHN ARON PET SERVICES","Denver","CO","80220","Denver","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Handler"
"L & W KENNEL AND EQUINE LLC",,"Fort Lupton","CO","80621","Weld","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"TINA'S HOME GROOMING LLC",,"Loveland","CO","80537","Larimer","2013-05-03T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Quantum Pet Supply Inc","Berry, Eric,RJ Paddywack's","Carbondale","CO","81623","Eagle","2012-03-09T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Self Wash Only,Retail/Wholesale"
"Rodney Cook",,"Center","CO","81125","Saguache","2015-07-23T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"COTTONWOOD VETERINARY GROUP LLC","BRENTWOOD ANIMAL HOSPITAL","Denver","CO","80236","Denver","2012-05-04T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Bark For Help Inc",",John T Rohrig","Colorado Springs","CO","80908","El Paso","2018-09-05T00:00:00.000","2019-03-01T00:00:00.000","Pet Handler"
"Muttly Manor LLC",",Ely, Sarah,MUTTLY MANOR LLC","Brush","CO","80723","Morgan","2016-10-16T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"BLUE LION RESCUE",,"Yoder","CO","80864","El Paso","2012-03-14T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Cat Care Society",",Copeland, Rianda","Lakewood","CO","80214","Jefferson","2012-03-22T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"MCKINLEY COUNTY HUMANE SOCIETY",",Kristine Gruda","Gallup","NM","87301","McKinley","2016-09-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Transporter"
"BIG HEART, GENTLE HANDS PET GROOMING",,"Fort Collins","CO","80525","Larimer","2012-02-29T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"LAUND-UR-MUTT","Doggie Doo","Boulder","CO","80305","Boulder","2012-05-04T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"ESPANOLA VALLEY HUMANE SOCIETY",",Espanola Valley Humane Society,Linda R Sanchez","Espanola","NM","87532","Rio Arriba","2016-09-01T00:00:00.000","2019-03-01T00:00:00.000","Pet Transporter"
"THE DENVER DUMB FRIENDS LEAGUE","DUMB FRIENDS LEAGUE,Steele, Apryl","Denver","CO","80231","Denver","2007-02-28T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter > 3000 transfers,Pet Transporter"
