"community_cd","snow_clearing_responsibility","direction","location","status_cd","point"
,"COC-RD-RM",,"WB 78 AV SE @ 24 ST SE","Active","POINT (-114.0022896 50.9832544)"
,"COC-RD-RM",,"SB Bowness RD @ 33 AV NW","Active","POINT (-114.1733946 51.0829574)"
,"COC-RD-RM",,"EB 14 AV SE @ 25 ST SE","Active","POINT (-113.9996538 51.0404312)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0954293 50.9721209)"
,"COC-RD-RM",,"NB Arbour Lake WY @ Arbour Cliff CL NW","Active","POINT (-114.1915666 51.1356004)"
,"OTH-CONTRACTOR",,"NB Northmount DR @ Hendon DR NW","Active","POINT (-114.0781479 51.0958061)"
,"COC-RD-RM",,"EB Centre AV @  E. of 23 ST E","Active","POINT (-114.0033622 51.0523818)"
,"COC-RD-RM",,"NB Douglasdale BV @ Douglas Ridge GR SE","Active","POINT (-113.9815226 50.9372038)"
,"COC-RD-RM",,"NB 44 ST SE @ 75 AV SE","Active","POINT (-113.9700196 50.9877463)"
,"COC-RD-RM",,"SB Parkland BV @ Parkside DR SE","Active","POINT (-114.0279594 50.9233831)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9349376 51.052291)"
,"COC-RD-RM",,,"Active","POINT (-114.0819542 51.0378967)"
,"OTH-CONTRACTOR",,"WB 72 AV NE @ Huntington ST NE","Active","POINT (-114.0540663 51.1180032)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0718423 50.9797085)"
,"COC-RD-RM",,"SB 45 ST SW @ 30 AV SW","Active","POINT (-114.1525807 51.0263427)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0718675 50.9608561)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1005583 51.1809361)"
,"COC-RD-RM",,"NB Varsity Estates DR @ Varsity Estates PL NW","Active","POINT (-114.1738872 51.0994655)"
,"COC-RD-RM",,"EB Auburn Bay BV @ Auburn Bay GT SE","Active","POINT (-113.9602302 50.8845561)"
,"COC-RD-CM",,"SB Midvalley DR @ Midvalley CR SE","Active","POINT (-114.0422238 50.9107567)"
,"COC-RD-RM",,"WB 14 AV SE @ 47 ST SE","Active","POINT (-113.9663021 51.0409907)"
,"COC-RD-RM",,"WB Walden DR @ Walden SQ SE","Active","POINT (-114.0317032 50.8745935)"
,"COC-RD-RM",,"WB 130 AV SE @ 46 ST SE","Active","POINT (-113.9695249 50.9321191)"
,"COC-RD-RM",,"SB 1 ST SE @ 17 AV SE","Active","POINT (-114.0612762 51.0374918)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9084086 51.0404955)"
,"COC-RD-RM",,,"Active","POINT (-114.0818043 51.0399887)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9923717 50.8979276)"
,"COC-RD-CM",,"EB Northmount DR @ Collingwood DR NW","Active","POINT (-114.1038218 51.0863622)"
,"COC-RD-RM",,"EB Mahogany BV @ Marine DR SE","Active","POINT (-113.9240464 50.9019344)"
,"COC-RD-RM",,"NB 42 ST SE @ 104 AV SE","Active","POINT (-113.9738793 50.9601864)"
,"COC-RD-RM",,"NB 24 ST SW @ Anderson RD","Active","POINT (-114.1177286 50.9508211)"
,"COC-RD-RM",,"Whitehorn Drive Station (SB)","Active","POINT (-113.9585896 51.0855746)"
,"COC-RD-RM",,"WB 4 AV SW @ 8 ST SW","Active","POINT (-114.0819068 51.0499544)"
,"COC-RD-RM",,"NB Mount McKenzie DR @ McKenzie Lake BV SE","Active","POINT (-113.9813878 50.917312)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2049627 51.1179268)"
,"COC-RD-RM",,"WB Tuscany Ravine RD @ Tuscany Ravine TC NW","Active","POINT (-114.239715 51.1138295)"
,"COC-RD-RM",,"SB Royal Oak DR @ 100 Royal Birch ME NW","Active","POINT (-114.215209 51.1459972)"
,"OTH-CONTRACTOR",,"EB Northmount DR @ Bowlen ST NW","Active","POINT (-114.1233515 51.0906226)"
,"COC-RD-RM",,"WB 33 ST SE @ 30 ST SE","Active","POINT (-113.9890913 51.0332421)"
,"COC-RD-RM",,"WB Coral Springs BV @ Coral Shores DR NE","Active","POINT (-113.9317852 51.0990606)"
,"COC-RD-RM",,"SB Falshire DR @ Falconridge BV NE","Active","POINT (-113.9494165 51.1061787)"
,"COC-RD-RM",,"NB 56 ST SE @ 114 AV SE","Active","POINT (-113.9517737 50.9510566)"
,"COC-RD-RM",,"EB 96 AV NE @ Harvest Hills BV","Active","POINT (-114.0683894 51.1418687)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1806233 51.0206007)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2185102 51.1176253)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1227519 51.0122735)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.929541 51.1252009)"
,"COC-RD-RM",,"NB 27 ST NW @ 6 AV NW","Active","POINT (-114.1252443 51.0575774)"
,"COC-RD-RM",,,"Active","POINT (-114.0602809 51.0472628)"
,"COC-RD-RM",,"NB 44 ST SE @ 26 AV SE","Active","POINT (-113.9699 51.0309017)"
,"COC-RD-RM",,"WB Berkshire BV @ Sandstone DR NW","Active","POINT (-114.0897163 51.1333422)"
,"COC-RD-RM",,"WB Temple DR@ 64 ST NE","Active","POINT (-113.941744 51.0849747)"
,"COC-RD-RM",,,"Active","POINT (-114.081526 51.0399795)"
,"COC-RD-RM",,"Saddletown LRT Station NB","Active","POINT (-113.9486632 51.1245228)"
,"OTH-CONTRACTOR",,"WB 16 AV NE @ 6 ST NE","Active","POINT (-114.0490649 51.067092)"
,"COC-RD-RM",,"EB Valley Ridge DR @ Valley Meadow CL NW","Active","POINT (-114.2444012 51.0919934)"
,"COC-RD-RM",,"EB 23 AV NE @ 23 ST NE","Active","POINT (-114.0032671 51.0732927)"
,"COC-RD-RM",,"Tuscany Station - Rocky Ridge Terminal","Active","POINT (-114.2349809 51.1349275)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2107406 51.0380873)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9506537 51.162871)"
,"COC-RD-RM",,"SB 42 ST SE @ 112 AV SE","Active","POINT (-113.9752033 50.9516483)"
,"COC-RD-RM",,"WB 26 AV SW @ 32 ST SW","Active","POINT (-114.1343037 51.0301411)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0449984 51.0013921)"
,"OTH-CONTRACTOR",,"WB 44 AV NE @ 52 ST NE","Active","POINT (-113.9592685 51.0914859)"
,"COC-RD-CM",,"EB Midvalley DR @ Midlake BV SE","Active","POINT (-114.0456245 50.9103032)"
,"COC-RD-CM",,"NB Sunpark DR @ Sunpark PZ SE","Active","POINT (-114.0553323 50.9008123)"
,"COC-RD-RM",,"NB 24 St SE @ Quarry Pk BV","Active","POINT (-114.0014883 50.9637865)"
,"COC-RD-RM",,"WB 26 AV SE @ Fir DR SE","Active","POINT (-113.9895069 51.0305723)"
,"COC-RD-RM",,"EB 61 AV SW @ 3 ST SW","Active","POINT (-114.0690359 50.9975745)"
,"COC-RD-RM",,"WB Signall Hill DR @ Sienna Park DR SW","Active","POINT (-114.1802073 51.0270581)"
,"COC-RD-RM",,"NB 32 ST NE @ 23 AV NE","Active","POINT (-113.9885349 51.074353)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9586241 51.0814095)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0481161 50.9026737)"
,"COC-RD-RM",,"NB Dover Ridge DR @ Dovercroft RD SE","Active","POINT (-113.9874966 51.0195645)"
,"OTH-CONTRACTOR",,"WB 26 AV NE @ Rundleson RD","Active","POINT (-113.9786343 51.0779472)"
,"COC-RD-RM",,"Saddletowne LRT Station NB","Active","POINT (-113.9484388 51.124718)"
,"COC-RD-RM",,"NB Olympic WY@ 12 AV SE","Active","POINT (-114.0533559 51.0415738)"
,"COC-RD-RM",,"SB 48 ST SE @ 110 AV SE","Active","POINT (-113.9654094 50.9544344)"
,"COC-RD-RM",,"SB Fairmount DR @ 99 AV SE","Active","POINT (-114.0587903 50.9611789)"
,"COC-RD-RM",,"NB 4 ST SW @ 7 AV SW","Active","POINT (-114.0713267 51.0459746)"
,"COC-RD-RM",,"WB 4 AV NE @ 52 ST NE","Active","POINT (-113.956118 51.0552977)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1695157 51.1294918)"
,"COC-RD-RM",,"WB Beddington BV @ Huntington RD NE","Active","POINT (-114.0597802 51.125244)"
,"COC-RD-RM",,"SB McKenzie Lake BV @ McKenzie Lake WY SE","Active","POINT (-113.9878355 50.9073771)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0869742 51.1318106)"
,"COC-RD-RM",,"NB Tuscany Ravine RD @ Tuscany Meadows HT NW","Active","POINT (-114.2407311 51.1176402)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1426444 51.1023027)"
,"OTH-CONTRACTOR",,"SB 29 ST NW @ 13 AV NW","Active","POINT (-114.1309963 51.0642671)"
,"COC-RD-RM",,"EB Laguna WY @ Los Alamos PL NE","Active","POINT (-113.9275929 51.0922671)"
,"COC-RD-RM",,"SB 22 ST NE @ Aerial PL","Active","POINT (-114.0060941 51.1208297)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9814555 51.150889)"
,"COC-RD-RM",,"NB 37 ST SW @ 26 AV SW","Active","POINT (-114.1409911 51.030413)"
,"COC-RD-RM",,"WB Scurfield DR @ Scanlon GR NW","Active","POINT (-114.2234347 51.124624)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0537444 51.0958995)"
,"COC-RD-RM",,,"Active","POINT (-114.0628995 51.049422)"
,"OTH-CONTRACTOR",,"SB Crowchild TR @ Kensington RD NW","Active","POINT (-114.1182132 51.0528977)"
,"COC-RD-RM",,"SB Valley Ridge BV @ Trans Canada Highway NW","Active","POINT (-114.2489598 51.0878644)"
,"COC-RD-RM",,"EB Canyon Meadows DR @ Parkland BV SE","Active","POINT (-114.037944 50.9301944)"
,"OTH-CONTRACTOR",,"NB Northmount DR @ 40 AV NW","Active","POINT (-114.0849776 51.0891946)"
,"COC-RD-RM",,"EB 12 AV NE @ Edmonton TR","Active","POINT (-114.0553762 51.0632485)"
,"COC-RD-RM",,"EB 5 AV SW @ 5 ST SW","Active","POINT (-114.0724469 51.0485753)"
,"COC-RD-RM",,"WB Berkshire BV @ E. of Sandarac DR NW","Active","POINT (-114.0964068 51.1322044)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9622012 50.9320293)"
,"COC-RD-RM",,"WB 17 AV SW @ 16 A ST SW","Active","POINT (-114.10037 51.0378934)"
,"COC-RD-RM",,"WB Arbour Lake DR @ Arbour Lake GR NW","Active","POINT (-114.1927624 51.1354492)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0834033 50.9939888)"
,"COC-RD-RM",,,"Active","POINT (-114.0815709 51.039169)"
,"COC-RD-RM",,"WB Symons Valley PY @ Nolan Hill RI NW","Active","POINT (-114.1570506 51.1682258)"
,"COC-RD-RM",,"NB Braeside DR @ 107 AV SW","Active","POINT (-114.1030254 50.957581)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0439349 50.982806)"
,"COC-RD-RM",,"EB Erin Woods DR @ 52 ST SE","Active","POINT (-113.959793 51.0240455)"
,"OTH-CONTRACTOR",,"SB Lake Fraser DR @ N. End of Avenida PL SE","Active","POINT (-114.0682414 50.9427341)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1639971 51.0521123)"
,"COC-RD-RM",,"WB 6 AV SW @ 10 ST SW","Active","POINT (-114.0865407 51.0481991)"
,"OTH-CONTRACTOR",,"SB Spruce DR @ 3 AV SW","Active","POINT (-114.1362012 51.0500212)"
,"COC-RD-RM",,"EB Symons Valley PY @ Evanston VW (West Leg) NW","Active","POINT (-114.1201273 51.1679804)"
,"COC-RD-RM",,"SB Edenwold DR @ Edendale WY NW","Active","POINT (-114.1451857 51.1242946)"
,"COC-RD-RM",,"SB Parkland BV @ Parkland WY SE","Active","POINT (-114.0299659 50.9253951)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0268441 50.9039205)"
,"COC-RD-RM",,"NB 36 ST SE @ 12 AV SE","Active","POINT (-113.9814912 51.0428312)"
,"COC-RD-RM",,"WB Bonaventure Dr @ W. of Fairmount DR SE","Active","POINT (-114.0664058 50.9544715)"
,"COC-RD-RM",,"EB Richmond RD @ 32 ST SW","Active","POINT (-114.1334723 51.0246608)"
,"COC-RD-RM",,"NB 10 ST NW @ 20 AV NW","Active","POINT (-114.0846969 51.0709551)"
,"COC-RD-RM",,"WB 33 AV SW@ 16 ST SW","Active","POINT (-114.1001508 51.0240449)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0155957 50.970263)"
,"COC-RD-RM",,"EB 17 AV SW @ 26 ST SW","Active","POINT (-114.1230773 51.0377445)"
,"COC-RD-RM",,"EB Millrise DR @ Millcrest RD SW","Active","POINT (-114.0867008 50.9175697)"
,"COC-RD-RM",,,"Active","POINT (-114.0813743 51.0418465)"
,"COC-RD-RM",,,"Active","POINT (-113.9494943 50.8841566)"
,"COC-RD-RM",,"NB 52 ST SE @ Erin Woods DR (N. Leg)","Active","POINT (-113.958211 51.0244631)"
,"COC-RD-RM",,"WB 34 AV SW @ 2 ST SW","Active","POINT (-114.0688004 51.0232792)"
,"COC-RD-RM",,"WB Legacy Village RD SE @Legacy Village Way SE","Active","POINT (-114.0260118 50.8599123)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0622289 51.1107224)"
,"OTH-CONTRACTOR",,"SB Elbow DR @ 30 AV SW","Active","POINT (-114.0789469 51.026017)"
,"OTH-CONTRACTOR",,"NB Northmount DR @ Thornhill DR NW","Active","POINT (-114.0759946 51.0993681)"
,"OTH-CONTRACTOR",,"SB Bonaventure DR @ Fairmount DR SE","Active","POINT (-114.0603652 50.951576)"
,"COC-RD-RM",,"EB Silver Ridge DR @ Silver Crest DR NW","Active","POINT (-114.1938791 51.1033653)"
,"COC-RD-RM",,"NB 20 ST SW@ 52 AV SW","Active","POINT (-114.109085 51.0072212)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9819878 51.1394456)"
,"OTH-CONTRACTOR",,"WB 7 AV NW @ 5A ST NW","Active","POINT (-114.0755939 51.059322)"
,"COC-RD-RM",,"NB 36 ST NE @ Rundlehorn DR","Active","POINT (-113.9813812 51.0719466)"
,"COC-RD-RM",,"SB 12 ST NE @ 34 AV NE","Active","POINT (-114.0297591 51.0829913)"
,"COC-RD-RM",,"WB Symons Valley Py @ Kincora Ga NW","Active","POINT (-114.1479552 51.1681895)"
,"COC-RD-RM",,"EB Deer Run DR @ Deer Park DR SE","Active","POINT (-114.0077862 50.9179471)"
,"COC-RD-RM",,"SB Martindale BV @ Martin Crossing CO NE","Active","POINT (-113.9674778 51.1159768)"
,"COC-RD-RM",,"NB Riverbend DR @ Riverside CI SE","Active","POINT (-114.0257545 50.9793212)"
,"COC-RD-RM",,"WB 6 AV SE @ 1 ST SE","Active","POINT (-114.0599867 51.0474887)"
,"COC-RD-RM",,"NB 51 ST SW @ 39 AV SW","Active","POINT (-114.1603533 51.0198219)"
,"COC-RD-RM",,"WB 23 AV SE@ 8 ST SE","Active","POINT (-114.0414171 51.0330146)"
,"OTH-CONTRACTOR",,"SB Centre ST N @ S. of 78 AV N","Active","POINT (-114.0712863 51.1200552)"
,"COC-RD-RM",,,"Active","POINT (-113.9820231 51.0777898)"
,"COC-RD-RM",,"SB Norquay DR @ Norquay HT NW","Active","POINT (-114.0931815 51.096388)"
,"OTH-CONTRACTOR",,"WB Northmount DR @ 19 ST NW","Active","POINT (-114.1095926 51.0877194)"
,"OTH-CONTRACTOR",,"NB Bowness RD @ 46 AVE NW","Active","POINT (-114.2108606 51.0944356)"
,"COC-RD-RM",,"WB Hidden Valley DR @ Hidden CL NW","Active","POINT (-114.1232292 51.1454783)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0945405 51.0276099)"
,"COC-RD-RM",,"WB Dover Ridge DR @ Dover Meadow CL SE","Active","POINT (-113.9790201 51.0211805)"
,"COC-RD-RM",,"SB 23 ST NE @ 37 AV NE","Active","POINT (-114.00518 51.0864465)"
,"COC-RD-RM",,"SB Elbow DR @ 80 AV SW","Active","POINT (-114.0833061 50.9811244)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1454518 51.1735722)"
,"OTH-CONTRACTOR",,"NB 37 ST SW @ 13 AV SW","Active","POINT (-114.1410063 51.0417468)"
,"COC-RD-RM",,"WB Evanston DR @ Evansfield GA NW","Active","POINT (-114.1150802 51.1798656)"
,"COC-RD-RM",,"EB Palliser DR @ Palishall RD SW","Active","POINT (-114.109042 50.9672909)"
,"COC-RD-RM",,"NB Coach Hill RD @ Coachway RD SW","Active","POINT (-114.1875597 51.0608486)"
,"COC-RD-RM",,"EB Ranchlands BV @  Ranchglen DR NW","Active","POINT (-114.1877128 51.1180942)"
,"COC-RD-RM",,"WB 72 AV SE @ W. of 52 ST SE","Active","POINT (-113.9608993 50.9895448)"
,"OTH-CONTRACTOR",,"SB 4 ST NE @ S. of 60 AV NE","Active","POINT (-114.0552709 51.1042355)"
,"COC-RD-RM",,,"Active","POINT (-113.9488101 50.8838733)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0712833 50.965167)"
,"COC-RD-RM",,,"Active","POINT (-114.0656202 51.0415671)"
,"OTH-CONTRACTOR",,"WB Ogden RD @ 16A ST SE","Active","POINT (-114.0203684 51.018681)"
,"COC-RD-RM",,"EB Crowfoot CR @ Crowfoot WY NW","Active","POINT (-114.1987659 51.126023)"
,"OTH-CONTRACTOR",,"EB 21 ST SE @ River Rock CR","Active","POINT (-114.0125196 50.9664171)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1632755 51.1065006)"
,"COC-RD-RM",,,"Active","POINT (-114.0945719 51.0377456)"
,"OTH-CONTRACTOR",,"EB 17 AV SE @ 38 ST SE","Active","POINT (-113.9781418 51.0377446)"
,"COC-RD-RM",,"WB Weston DR @ 73 ST SW","Active","POINT (-114.1947043 51.063314)"
,"OTH-CONTRACTOR",,"NB 4 ST NW @ 68 AV NW (Superstore)","Active","POINT (-114.0713141 51.1155495)"
,"COC-RD-RM",,"EB Bermuda DR@ Berkshire RD NW","Active","POINT (-114.0826436 51.1323743)"
