"rowid","account","month","year","activity_date","page_title","pageviews","unique_pageviews","average_time_on_page","entrances","bounce_rate_percent","exit_percent","users","new_users","sessions","city","network_location","browser","device_category","region","avg_session_duration"
"2022-01-17Purchasing | City of Mesa760","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-17Purchasing | City of Mesa761","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Purchasing | City of Mesa","12","2","4","0","0","8.33","2","0","0","Phoenix","(not set)","Chrome","desktop","Arizona","0"
"2022-01-17Purchasing | City of Mesa762","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","1","1","Tempe","(not set)","Chrome","desktop","Arizona","5"
"2022-01-17Purchasing | City of Mesa763","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Phoenix","(not set)","Edge","desktop","Arizona","4"
"2022-01-17Purchasing | City of Mesa764","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Purchasing | City of Mesa","3","1","19","0","0","0","1","0","0","San Diego","(not set)","Chrome","desktop","California","0"
"2022-01-17Purchasing | City of Mesa765","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Purchasing | City of Mesa","3","1","5","0","0","33.33","1","0","0","San Francisco","(not set)","Edge","desktop","California","0"
"2022-01-17Purchasing | City of Mesa766","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Purchasing | City of Mesa","6","1","18","1","0","16.67","1","0","1","Pinellas Park","(not set)","Chrome","desktop","Florida","99"
"2022-01-17Purchasing | City of Mesa767","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Purchasing | City of Mesa","15","1","18","0","0","0","1","0","0","Akron","(not set)","Chrome","desktop","Ohio","0"
"2022-01-18Purchasing | City of Mesa768","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-18Purchasing | City of Mesa769","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","18","3","9","3","0","11.11","1","0","3","Apache Junction","(not set)","Chrome","desktop","Arizona","54.33"
"2022-01-18Purchasing | City of Mesa770","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","6","1","320","1","0","16.67","1","0","1","Chandler","(not set)","Chrome","desktop","Arizona","1600"
"2022-01-18Purchasing | City of Mesa771","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","6","2","3","2","0","33.33","2","1","2","Gilbert","(not set)","Chrome","desktop","Arizona","6.5"
"2022-01-18Purchasing | City of Mesa772","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","27","6","3","4","0","14.81","4","0","4","Mesa","(not set)","Chrome","desktop","Arizona","41.75"
"2022-01-18Purchasing | City of Mesa773","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","18","3","90","3","0","16.67","3","0","3","Phoenix","(not set)","Chrome","desktop","Arizona","471.67"
"2022-01-18Purchasing | City of Mesa774","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","3","1","6","0","0","0","1","0","0","Tonopah","(not set)","Chrome","desktop","Arizona","0"
"2022-01-18Purchasing | City of Mesa775","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","0","1","0","1","Apache Junction","(not set)","Edge","desktop","Arizona","301"
"2022-01-18Purchasing | City of Mesa776","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","6","2","25","0","0","16.67","1","0","0","Kayenta","(not set)","Edge","desktop","Arizona","0"
"2022-01-18Purchasing | City of Mesa777","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","3","1","25","0","0","33.33","1","0","0","Tempe","(not set)","Chrome","mobile","Arizona","0"
"2022-01-18Purchasing | City of Mesa778","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","9","2","39","2","0","22.22","2","2","2","Irvine","(not set)","Chrome","desktop","California","179.5"
"2022-01-18Purchasing | City of Mesa779","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","3","1","8","1","0","33.33","1","0","1","Orange","(not set)","Chrome","desktop","California","15"
"2022-01-18Purchasing | City of Mesa780","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","3","1","22","0","0","33.33","1","0","0","Los Angeles","(not set)","Safari","mobile","California","0"
"2022-01-18Purchasing | City of Mesa781","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","3","1","47","1","0","0","1","1","1","Boulder","(not set)","Chrome","desktop","Colorado","146"
"2022-01-18Purchasing | City of Mesa782","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","2","1","6","0","0","50","1","0","1","Littleton","(not set)","Chrome","desktop","Colorado","0"
"2022-01-18Purchasing | City of Mesa783","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","3","1","9","1","0","33.33","1","1","1","Longmont","(not set)","Chrome","desktop","Colorado","17"
"2022-01-18Purchasing | City of Mesa784","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","6","2","1","1","0","33.33","1","0","1","Tampa","(not set)","Chrome","desktop","Florida","0"
"2022-01-18Purchasing | City of Mesa785","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","6","1","4","0","0","0","1","0","0","Cleveland","(not set)","Chrome","desktop","Ohio","0"
"2022-01-18Purchasing | City of Mesa786","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Purchasing | City of Mesa","3","1","6","1","0","33.33","1","0","1","Dallas","(not set)","Chrome","desktop","Texas","11"
"2022-01-19Purchasing | City of Mesa787","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-19Purchasing | City of Mesa788","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","6","2","7","1","0","16.67","2","0","1","Apache Junction","(not set)","Chrome","desktop","Arizona","26"
"2022-01-19Purchasing | City of Mesa789","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","6","2","3","2","0","33.33","1","0","2","Gilbert","(not set)","Chrome","desktop","Arizona","6.5"
"2022-01-19Purchasing | City of Mesa790","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","21","6","34","2","0","23.81","5","0","3","Mesa","(not set)","Chrome","desktop","Arizona","13.67"
"2022-01-19Purchasing | City of Mesa791","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","9","3","14","2","0","11.11","3","0","2","Phoenix","(not set)","Chrome","desktop","Arizona","5"
"2022-01-19Purchasing | City of Mesa792","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Queen Creek","(not set)","Chrome","desktop","Arizona","4"
"2022-01-19Purchasing | City of Mesa793","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","3","1","46","1","0","33.33","1","0","1","Tempe","(not set)","Chrome","desktop","Arizona","91"
"2022-01-19Purchasing | City of Mesa794","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","3","1","2","0","0","33.33","1","0","0","Kayenta","(not set)","Edge","desktop","Arizona","0"
"2022-01-19Purchasing | City of Mesa795","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","9","3","12","3","0","33.33","3","2","3","Phoenix","(not set)","Firefox","desktop","Arizona","24.67"
"2022-01-19Purchasing | City of Mesa796","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","3","1","38","1","0","33.33","1","1","1","Phoenix","(not set)","Safari","mobile","Arizona","76"
"2022-01-19Purchasing | City of Mesa797","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","6","2","0","2","0","33.33","2","1","2","San Jose","(not set)","Chrome","desktop","California","0"
"2022-01-19Purchasing | City of Mesa798","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","3","1","18","1","0","33.33","1","1","1","Atlanta","(not set)","Chrome","desktop","Georgia","36"
"2022-01-19Purchasing | City of Mesa799","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","3","1","6","1","0","0","1","1","1","Akron","(not set)","Chrome","desktop","Ohio","18"
"2022-01-19Purchasing | City of Mesa800","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","1","1","Westerville","(not set)","Chrome","desktop","Ohio","7"
"2022-01-19Purchasing | City of Mesa801","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","9","1","8","0","0","11.11","1","0","0","Dallas","(not set)","Chrome","desktop","Texas","0"
"2022-01-19Purchasing | City of Mesa802","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Purchasing | City of Mesa","3","1","11","0","0","0","1","0","0","Austin","(not set)","Chrome","mobile","Texas","0"
"2022-01-20Purchasing | City of Mesa803","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","1","1","544","1","0","0","1","0","1","(not set)","(not set)","Internet Explorer","desktop","(not set)","544"
"2022-01-20Purchasing | City of Mesa804","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","6","1","14","0","0","16.67","1","0","0","Gilbert","(not set)","Chrome","desktop","Arizona","0"
"2022-01-20Purchasing | City of Mesa805","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","1","1","Glendale","(not set)","Chrome","desktop","Arizona","7"
"2022-01-20Purchasing | City of Mesa806","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","33","10","23","5","0","24.24","9","0","5","Mesa","(not set)","Chrome","desktop","Arizona","57.8"
"2022-01-20Purchasing | City of Mesa807","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","15","4","99","4","0","6.67","4","1","4","Phoenix","(not set)","Chrome","desktop","Arizona","383.75"
"2022-01-20Purchasing | City of Mesa808","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Queen Creek","(not set)","Chrome","desktop","Arizona","3"
"2022-01-20Purchasing | City of Mesa809","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","34","1","0","0","1","0","1","Scottsdale","(not set)","Chrome","desktop","Arizona","906"
"2022-01-20Purchasing | City of Mesa810","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","1","1","Surprise","(not set)","Chrome","desktop","Arizona","5"
"2022-01-20Purchasing | City of Mesa811","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Tempe","(not set)","Chrome","desktop","Arizona","4"
"2022-01-20Purchasing | City of Mesa812","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","6","1","181","0","0","0","1","0","0","Tucson","(not set)","Chrome","desktop","Arizona","0"
"2022-01-20Purchasing | City of Mesa813","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Avondale","(not set)","Edge","desktop","Arizona","4"
"2022-01-20Purchasing | City of Mesa814","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","35","0","0","0","1","0","0","Eloy","(not set)","Edge","desktop","Arizona","0"
"2022-01-20Purchasing | City of Mesa815","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","6","2","0","2","0","33.33","1","0","2","Kayenta","(not set)","Edge","desktop","Arizona","0"
"2022-01-20Purchasing | City of Mesa816","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","15","1","0","33.33","1","0","1","Mesa","(not set)","Edge","desktop","Arizona","30"
"2022-01-20Purchasing | City of Mesa817","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Phoenix","(not set)","Firefox","desktop","Arizona","1"
"2022-01-20Purchasing | City of Mesa818","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","9","2","245","2","0","22.22","2","0","2","Los Angeles","(not set)","Chrome","desktop","California","857"
"2022-01-20Purchasing | City of Mesa819","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Palo Alto","(not set)","Edge","desktop","California","3"
"2022-01-20Purchasing | City of Mesa820","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Los Angeles","(not set)","Safari","mobile","California","0"
"2022-01-20Purchasing | City of Mesa821","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","1","1","Loveland","(not set)","Chrome","desktop","Colorado","6"
"2022-01-20Purchasing | City of Mesa822","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","5","1","0","33.33","1","1","1","Ahmedabad","(not set)","Chrome","desktop","Gujarat","9"
"2022-01-20Purchasing | City of Mesa823","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","67","1","0","33.33","1","0","1","Cleveland","(not set)","Chrome","desktop","Ohio","134"
"2022-01-20Purchasing | City of Mesa824","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Gatineau","(not set)","Chrome","desktop","Quebec","0"
"2022-01-20Purchasing | City of Mesa825","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","22","0","0","33.33","1","0","0","Richardson","(not set)","Chrome","desktop","Texas","0"
"2022-01-20Purchasing | City of Mesa826","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Purchasing | City of Mesa","3","1","11","0","0","0","1","0","0","Dallas","(not set)","Safari","mobile","Texas","0"
"2022-01-21Purchasing | City of Mesa827","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","9","1","12","0","0","0","1","0","0","Buckeye","(not set)","Chrome","desktop","Arizona","0"
"2022-01-21Purchasing | City of Mesa828","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","6","1","42","1","0","0","1","1","1","Gilbert","(not set)","Chrome","desktop","Arizona","339"
"2022-01-21Purchasing | City of Mesa829","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","6","1","49","1","0","16.67","1","1","1","Kingman","(not set)","Chrome","desktop","Arizona","243"
"2022-01-21Purchasing | City of Mesa830","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","6","2","2","2","0","33.33","2","1","2","Phoenix","(not set)","Chrome","desktop","Arizona","4"
"2022-01-21Purchasing | City of Mesa831","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","6","1","4","0","0","0","1","0","0","Tempe","(not set)","Chrome","desktop","Arizona","0"
"2022-01-21Purchasing | City of Mesa832","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","9","1","0","33.33","1","1","1","Avondale","(not set)","Edge","desktop","Arizona","18"
"2022-01-21Purchasing | City of Mesa833","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Kayenta","(not set)","Edge","desktop","Arizona","0"
"2022-01-21Purchasing | City of Mesa834","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","6","2","6","0","0","0","2","0","0","Mesa","(not set)","Edge","desktop","Arizona","0"
"2022-01-21Purchasing | City of Mesa835","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","5","1","0","0","1","0","1","Scottsdale","(not set)","Edge","desktop","Arizona","940"
"2022-01-21Purchasing | City of Mesa836","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","0","1","Tucson","(not set)","Edge","desktop","Arizona","6"
"2022-01-21Purchasing | City of Mesa837","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Bucharest","(not set)","Chrome","desktop","Bucharest","0"
"2022-01-21Purchasing | City of Mesa838","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","0","1","1","1","San Jose","(not set)","Chrome","desktop","California","1"
"2022-01-21Purchasing | City of Mesa839","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","1","1","Orange","(not set)","Edge","desktop","California","7"
"2022-01-21Purchasing | City of Mesa840","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","18","1","0","33.33","1","0","1","Boulder","(not set)","Chrome","desktop","Colorado","35"
"2022-01-21Purchasing | City of Mesa841","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Arlington","(not set)","Chrome","desktop","Virginia","0"
"2022-01-21Purchasing | City of Mesa842","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mechanicsville","(not set)","Edge","desktop","Virginia","0"
"2022-01-21Purchasing | City of Mesa843","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","6","2","0","1","0","0","2","1","1","Quincy","(not set)","Chrome","desktop","Washington","1"
"2022-01-21Purchasing | City of Mesa844","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Cheyenne","(not set)","Chrome","desktop","Wyoming","0"
"2022-01-22Purchasing | City of Mesa845","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-22T00:00:00.000","Purchasing | City of Mesa","3","1","7","0","0","33.33","1","0","0","Mesa","(not set)","Safari","tablet","Arizona","0"
"2022-01-23Purchasing | City of Mesa846","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-23T00:00:00.000","Purchasing | City of Mesa","3","1","32","0","0","0","1","0","0","Phoenix","(not set)","Chrome","desktop","Arizona","0"
"2022-01-23Purchasing | City of Mesa847","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-23T00:00:00.000","Purchasing | City of Mesa","3","1","8","0","0","0","1","0","0","Kennewick","(not set)","Chrome","desktop","Washington","0"
"2022-01-23Purchasing | City of Mesa848","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-23T00:00:00.000","Purchasing | City of Mesa","3","1","9","1","0","33.33","1","1","1","Seattle","(not set)","Edge","desktop","Washington","17"
"2022-01-24Purchasing | City of Mesa849","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-24Purchasing | City of Mesa850","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","12","1","219","1","0","0","1","1","1","Chandler","(not set)","Chrome","desktop","Arizona","3835"
"2022-01-24Purchasing | City of Mesa851","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","0","1","Gilbert","(not set)","Chrome","desktop","Arizona","7"
"2022-01-24Purchasing | City of Mesa852","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","0","1","Glendale","(not set)","Chrome","desktop","Arizona","6"
"2022-01-24Purchasing | City of Mesa853","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","9","2","18","2","0","22.22","2","1","2","Mesa","(not set)","Chrome","desktop","Arizona","136"
"2022-01-24Purchasing | City of Mesa854","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","18","6","18","4","0","22.22","6","2","4","Phoenix","(not set)","Chrome","desktop","Arizona","112.75"
"2022-01-24Purchasing | City of Mesa855","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","9","2","251","2","0","22.22","2","0","2","Queen Creek","(not set)","Chrome","desktop","Arizona","880"
"2022-01-24Purchasing | City of Mesa856","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","6","1","0","33.33","1","0","1","Tempe","(not set)","Chrome","desktop","Arizona","11"
"2022-01-24Purchasing | City of Mesa857","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","1","1","0","33.33","1","0","1","Kayenta","(not set)","Edge","desktop","Arizona","1"
"2022-01-24Purchasing | City of Mesa858","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","6","1","22","1","0","0","1","0","1","Phoenix","(not set)","Edge","desktop","Arizona","144"
"2022-01-24Purchasing | City of Mesa859","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Phoenix","(not set)","Firefox","desktop","Arizona","0"
"2022-01-24Purchasing | City of Mesa860","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Longmont","(not set)","Chrome","desktop","Colorado","0"
"2022-01-24Purchasing | City of Mesa861","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Las Vegas","(not set)","Chrome","desktop","Nevada","0"
"2022-01-24Purchasing | City of Mesa862","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","378","0","0","33.33","1","0","0","Florham Park","(not set)","Chrome","desktop","New Jersey","0"
"2022-01-24Purchasing | City of Mesa863","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Ocean City","(not set)","Chrome","desktop","New Jersey","0"
"2022-01-24Purchasing | City of Mesa864","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","33.33","1","1","1","Dallas","(not set)","Chrome","desktop","Texas","7"
"2022-01-24Purchasing | City of Mesa865","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","2","0","0","0","1","0","0","Kenosha","(not set)","Chrome","desktop","Wisconsin","0"
"2022-01-24Purchasing | City of Mesa866","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-24T00:00:00.000","Purchasing | City of Mesa","3","1","0","0","0","33.33","1","0","0","Cheyenne","(not set)","Chrome","desktop","Wyoming","0"
"2022-01-25Purchasing | City of Mesa867","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-25Purchasing | City of Mesa868","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Apache Junction","(not set)","Chrome","desktop","Arizona","3"
"2022-01-25Purchasing | City of Mesa869","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","15","3","36","2","0","0","2","1","2","Chandler","(not set)","Chrome","desktop","Arizona","272"
"2022-01-25Purchasing | City of Mesa870","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","5","1","0","33.33","1","0","1","Gilbert","(not set)","Chrome","desktop","Arizona","9"
"2022-01-25Purchasing | City of Mesa871","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","15","3","26","3","0","20","3","2","3","Phoenix","(not set)","Chrome","desktop","Arizona","107"
"2022-01-25Purchasing | City of Mesa872","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","6","2","2","2","0","33.33","1","0","2","Queen Creek","(not set)","Chrome","desktop","Arizona","3"
"2022-01-25Purchasing | City of Mesa873","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-25T00:00:00.000","Purchasing | City of Mesa","3","1","28","1","0","33.33","1","0","1","Sedona","(not set)","Chrome","desktop","Arizona","55"
