"respnum","ccgid","runid","intdate","day","gate","barea","strata","peak","meth","saq","airline","destination","flight","airline_code","dest_code","destgeo","destmark","arrtime","deptime","q2purp1","q2purp2","q2purp3","q3getto1","q3getto2","q3getto3","q3park","q4bags","q4store","q4food","q4wifi","q5timesflown","q5firsttime","q6longuse","q7art","q7food","q7store","q7sign","q7walkway","q7screens","q7infodown","q7infoup","q7wifi","q7roads","q7park","q7airtrain","q7ltparking","q7rental","q7all","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q9boarding","q9airtrain","q9rental","q9food","q9restroom","q9all","q9_1","q9_2","q9_3","q10safe","q10_1","q10_2","q10_3","q11tsapre","q12precheckrate","q12_1","q12_2","q12_3","q13county","q13getrate","q14find","q14passthru","q15problem","q15a","q15_1","q15_2","q15_3","netpro","q17live","q18county","q18zip","q18country","home","q19clear","q20age","q21gender","q22income","q23fly","q24sjc","q24oak","lang","weight"
"1225","1405","525","15","3","28","B","3","2","1","2","SOUTHWEST","LAS VEGAS","1201","28","31","1","4","1899-12-31T20:10:00.000","1899-12-31T21:45:00.000","2",,,"2",,,,"1","2","2","2","1","1","4","3","3","3","3","4","3","3","3","6","6","3","6","6","6","4","0",,,,,,"4","6","6","6","4","4","0",,,"4","0",,,"2",,,,,"6","4","6","4","1","IT'S A CLEAR NIGHT, NOT A LOT OF PEOPLE BUT FLIGHT WAS DELAYED","53",,,"7","1","SAN MATEO COUNTY","94066","US","6","0","4","2","0","2","2","2","1","0.9942748"
"1077","1322","540","18","6","94","G","3","3","1","2","AIR CANADA","CALGARY","8590","3","10","4","2","1899-12-31T12:30:00.000","1899-12-31T18:55:00.000","3",,,"1",,,"2","2","2","1","1","1","2","1","3","3","6","6","2","4","6","6","3","3","3","6","6","6","3","991","992","1",,,,"4","6","6","5","4","4","0",,,"4","1",,,"2",,,,,"0","3","3","4","1","SIMPLY: DELAYS, DELAYS (AC) WEATHER AND I NEED ASSISTANCE AND REST. WITHOUT FAMILY HELP I WOULD BE IN TROUBLE. NOT SFO ONLY NO PLACE TO REST/EAT WHEN DELAYED. OK FOR YOUNG AND HEALTHY!","53",,,"7","3",,,"CANADA","13","2","7","2","2","2","2","2","1","0.3461202"
"427","2681","79","6","1","86","F","2","2","1","2","UNITED","HONOLULU","1509","30","24","1","2","1899-12-31T08:30:00.000","1899-12-31T16:35:00.000","3",,,"2",,,,"1","2","1","1","1","1","4","4","3","4","4","4","4","4","4","4","3","3","6","6","6","4","72","34","36","101",,,"4","6","6","5","5","4","0",,,"5","1",,,"1","5","1",,,"5","4","5","5","1","FLIGHT WAS DELAYED, MISSED CONNECTING FLIGHT. HAD TO SWITCH AIRLINES. HAVE BEEN HERE MOST OF THE DAY.","53","52",,"7","2","FRESNO COUNTY","93723","US","10","2","5","2","2","2","1","2","1","1.4869248"
"1086","1326","540","18","6","94","G","3","3","1","2","AIR CANADA","CALGARY","8590","3","10","4","2","1899-12-31T15:00:00.000","1899-12-31T18:55:00.000","1",,,"5",,,,"0","0","1","1","4","1","4","4","3","3","4","4","4","6","6","4","6","6","3","6","2","3","0",,,,,,"3","3","3","3","3","3","15","6",,"3","0",,,"1","5","1",,,"5","3","3","4","2",,,,,"7","3",,,"CANADA","13","2","5","1","4","2","2","2","1","0.3461202"
"832","1595","132","13","1","54","D","1","1","1","2","ALASKA","SEATTLE","1747","7","62","1","4","1899-12-31T07:30:00.000","1899-12-31T10:35:00.000","2",,,"7",,,,"1","1","1","2","1","2","1","4","3","3","4","4","2","3","6","6","6","6","4","6","6","4","53",,,,,,"4","5","6","4","3","4","0",,,"4","3",,,"2",,,,,"5","3","5","4","1","BART DOESNT RUN EARLY ON SUNDAYS HAD TO FIND ANOTHER WAY TO AIRPORT OTHERWISE ALL THE AIRPORT WAS GREAT, MOSTLY EFFICIENT OTHER THAN GATE CHANGE AND CONSTANT PASSENGER ANNOUNCEMENTS","73",,,"7","3",,,"CANADA","13","2","4","2","3","2","2","2","1","1.1063322"
"707","2467","175","17","5","9","A","2","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T11:30:00.000","1899-12-31T15:05:00.000","2",,,"9",,,,"1","2","1","1","1","2","1","6","3","2","4","4","4","6","4","3","2","6","5","6","3","BLANK","151","102",,,,,"4","5","4","4","3","4","0",,,"5","0",,,"2",,,,,"5","3","2","4","1","DIFFICULTIES TO ARRIVE TO CAR RENTAL RETURN","73",,,"7","3",,,"FRANCE","15","2","3","2","0","3","2","2","1","0.2863575"
"2849","506","902","1","3","72","F","3","2","1","2","UNITED","SEATTLE","2161","30","62","1","4","1899-12-31T15:00:00.000","1899-12-31T17:37:00.000","3",,,"3",,,,"2","2","1","2","1","2","1","3","3","6","3","3","3","3","3","3","6","6","6","6","6","4","0",,,,,,"3","6","6","4","3","4","0",,,"4","0",,,"4",,,,,"11","6","3","6","1",,"0",,,"7","3","HONOLULU COUNTY","96786","US","10","2","3","2","2","2","2","2","1","1.4869248"
"2422","876","530","16","4","98","G","3","3","1","2","AIR NEW ZEALAND","AUCKLAND","7","6","3","9","2","1899-12-31T19:00:00.000","1899-12-31T21:40:00.000","0",,,"3",,,,"2","1","1","1","1","2","1","3","4","3","3","3","3","3","3","5","6","6","6","6","6","3","22","16",,,,,"4","6","6","3","2","4","0",,,"3","1",,,"4",,,,,"11","6","3","6","2",,,,,"7","3",,,"CANADA","13","2","2","2","1","1","2","2","1","0.6704842"
"1639","1877","199","19","7","7","A","3","3","1","2","VIRGIN ATLANTIC","LONDON HEATHROW","20","32","32","6","4","1899-12-31T15:00:00.000","1899-12-31T17:50:00.000","1","3",,"3",,,,"2","1","1","1","2","1","2","6","3","3","3","5","4","6","6","4","6","6","4","6","6","4","0",,,,,,"5","5","6","6","5","5","0",,,"5","0",,,"2",,,,,"11","6","6","6","2",,,,,"7","3",,,"FRANCE","15","2","3","1","0","2","2","2","1","0.6704842"
"1557","650","620","24","5","40","C","3","2","1","2","DELTA","NEW YORK-JFK","1155","16","42","2","4","1899-12-31T19:30:00.000","1899-12-31T21:15:00.000","1","5",,"5",,,,"2","1","1","1","3","1","2","3","3","3","4","4","4","6","6","4","3","6","4","6","4","4","105","151",,,,,"4","4","4","4","4","4","0",,,"5","0",,,"2",,,,,"5","4","4","4","2",,,,,"7","3","QUEENS COUNTY","11109","US","12","2","4","2","4","2","2","1","1","1.1789461"
"1998","603","623","29","3","64","E","1","1","1","2","UNITED","BALTIMORE","2063","30","6","2","2",,"1899-12-31T09:35:00.000","1",,,"5",,,,"0","0","0","0","2","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0",,,,,,"4","0","0","0","0","0","0",,,"4","0",,,"1","4","0",,,"1","0","4","4","2",,,,,"7","1","ALAMEDA COUNTY","94546","US","1","1","3","2","0","2","1","1","1","1.4869248"
"2329","2075","169","17","5","58","D","1","1","1","2","AMERICAN","CHICAGO-O'HARE","2349","8","12","3","4","1899-12-31T06:00:00.000","1899-12-31T08:00:00.000","1",,,"6",,,,"2","2","1","2","6","1","2","0","0","0","0","0","0","0","0","0","5","1","5","5","5","3","75",,,,,,"4","4","4","4","4","4","0",,,"4","0",,,"1","5","0",,,"2","0","5","5","2",,,,,"7","3","MECKLENBURG COUNTY","28207","US","12","2","6","1","4","2","2","2","1","1.0611394"
"997","1367","542","18","6","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","24","39","6","4","1899-12-31T19:30:00.000","1899-12-31T20:55:00.000","1",,,"6",,,,"2","2","1","2","3","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0",,,,,,"4","4","4","4","4","4","0",,,"4","0",,,"2",,,,,"1","0","3","3","2",,,,,"7","1","ALAMEDA COUNTY","94704","US","1","2","2","1","2","2","2","1","1","0.3607733"
"1906","1953","554","21","2","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","24","39","6","4","1899-12-31T19:00:00.000","1899-12-31T20:55:00.000","1",,,"3",,,,"1","1","1","1","3","1","4","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","42","9","102","151",,,"3","3","3","3","3","3","0",,,"3","0",,,"4",,,,,"11","0","3","3","2",,,,,"7","3",,,"GERMANY","15","0","4","2","3","1","2","2","1","0.3607733"
"1995","600","623","29","3","64","E","1","1","1","2","UNITED","BALTIMORE","2063","30","6","2","2","1899-12-31T07:30:00.000","1899-12-31T09:35:00.000","1",,,"5",,,,"1","1","1","2","4","1","3","4","3","3","3","3","3","6","6","6","2","6","3","6","6","3","0",,,,,,"3","4","6","3","3","3","0",,,"4","0",,,"1","4","0",,,"1","1","5","4","2",,,,,"7","0",,,,"99","0","0","0","0","0","0","0","1","1.4869248"
"2961","2186","86","9","4","23","B","1","1","1","2","SOUTHWEST","LOS ANGELES","1237","28","34","1","4","1899-12-31T06:15:00.000","1899-12-31T08:05:00.000","1",,,"1",,,"1","2","2","1","1","3","1","4","4","3","3","4","4","4","6","6","4","3","3","4","6","3","3","0",,,,,,"3","3","2","3","4","3","0",,,"4","20",,,"2",,,,,"5","1","5","5","2",,,,,"7","1","SAN FRANCISCO COUNTY","94105","US","5","2","3","2","2","2","1","1","1","0.9942748"
"422","2649","74","6","1","64","E","2","1","1","2","UNITED","INDIANAPOLIS","317","30","26","3","2",,"1899-12-31T11:53:00.000","1",,,"3",,,,"2","1","1","2","1","2","1","5","5","5","5","5","5","5","5","5","6","6","6","6","6","4","5",,,,,,"3","3","3","3","3","3","0",,,"5","0",,,"4",,,,,"11","1","5","6","2",,,,,"7","3","SULLIVAN COUNTY","47879","US","11","2","3","1","2","2","2","2","1","1.4869248"
"2135","857","528","16","4","94","G","3","3","1","2","AIR CANADA","VANCOUVER","571","3","71","4","2","1899-12-31T18:30:00.000","1899-12-31T20:05:00.000","1",,,"1",,,"2","2","1","1","2","3","1","4","5","3","3","3","4","3","6","6","4","3","3","6","6","6","3","0",,,,,,"4","6","6","3","3","3","0",,,"5","0",,,"1","5","0",,,"1","2","3","4","2",,,,,"7","1","ALAMEDA COUNTY","94611","US","1","2","5","1","0","3","1","1","1","0.3461202"
"2858","515","902","1","3","72","F","3","2","1","2","UNITED","SEATTLE","2161","30","62","1","4","1899-12-31T16:40:00.000","1899-12-31T17:37:00.000","1",,,"5",,,,"2","2","1","2","5","1","3","3","2","2","3","3","3","6","6","2","4","3","3","2","6","3","0",,,,,,"4","3","3","3","3","3","0",,,"4","0",,,"1","5","0",,,"5","2","5","5","2",,,,,"7","1","SAN FRANCISCO COUNTY","94115","US","5","2","4","1","4","1","2","1","1","1.4869248"
"1217","1445","523","15","3","28","B","3","2","1","2","SOUTHWEST","LAS VEGAS","5606","28","31","1","4","1899-12-31T17:45:00.000","1899-12-31T19:55:00.000","1",,,"4",,,,"1","2","1","2","3","1","1","4","3","2","5","5","5","4","5","6","6","6","6","6","6","3","805","103",,,,,"3","6","6","3","4","3","11",,,"5","15",,,"1","3","1",,,"5","3","5","5","2",,,,,"7","3","MARICOPA COUNTY","85255","US","10","2","6","2","3","1","2","2","1","0.9942748"
"996","1366","542","18","6","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","24","39","6","4","1899-12-31T20:00:00.000","1899-12-31T20:55:00.000","1",,,"5",,,,"1","2","2","2","5","1","4","3","3","3","4","3","3","3","4","1","4","4","4","4","3","3","11",,,,,,"4","3","4","4","5","4","0",,,"4","0",,,"1","5","2",,,"7","3","4","5","2",,,,,"7","1","SANTA CLARA COUNTY","95051","US","7","2","5","1","4","1","1","0","1","0.3607733"
"1214","1400","525","15","3","28","B","3","2","1","2","SOUTHWEST","LAS VEGAS","1201","28","31","1","4","1899-12-31T20:45:00.000","1899-12-31T21:45:00.000","1",,,"6",,,,"2","1","2","2","3","1","4","4","3","3","4","4","4","3","3","6","4","6","4","6","6","4","0",,,,,,"3","3","6","3","3","3","0",,,"4","16",,,"1","4","14",,,"5","3","4","3","2",,,,,"7","3","CLARK COUNTY","89044","US","10","2","4","1","2","3","2","2","1","0.9942748"
"1204","1441","523","15","3","28","B","3","2","1","2","SOUTHWEST","LAS VEGAS","5606","28","31","1","4","1899-12-31T18:40:00.000","1899-12-31T19:55:00.000","1",,,"5",,,,"2","2","1","2","5","1","4","6","3","3","3","3","4","3","3","4","4","6","6","6","6","4","105",,,,,,"4","6","6","3","3","4","0",,,"5","5",,,"1","4","19",,,"5","3","5","5","2",,,,,"7","3","CLARK COUNTY","89102","US","10","2","5","2","4","3","2","2","1","0.9942748"
"1186","1432","523","15","3","28","B","3","2","1","2","SOUTHWEST","LAS VEGAS","5606","28","31","1","4","1899-12-31T18:40:00.000","1899-12-31T19:55:00.000","1",,,"2",,,,"1","1","1","1","3","1","3","3","3","3","4","3","4","4","4","4","3","6","6","6","3","3","0",,,,,,"4","6","4","4","4","4","0",,,"3","4",,,"1","5","21",,,"5","3","4","5","2",,,,,"7","3","CLARK COUNTY","89178","US","10","2","4","1","4","1","1","1","1","0.9942748"
"2872","1643","635","30","4","73","F","1","1","1","2","UNITED","WASHINGTON,DC-DULLES","516","30","72","2","2","1899-12-31T08:30:00.000","1899-12-31T09:47:00.000","1",,,"2",,,,"1","2","2","2","5","1","4","5","5","5","5","4","4","6","6","6","5","5","5","4","6","4","0",,,,,,"4","4","6","4","4","4","0",,,"5","1",,,"1","3","0",,,"6","3","5","4","2",,,,,"7","1",,,"US","90","0","0","0","0","0","0","0","1","1.4869248"
"974","1353","542","18","6","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","24","39","6","4","1899-12-31T18:00:00.000","1899-12-31T20:55:00.000","1",,,"9",,,,"2","2","1","2","3","1","4","4","4","4","4","4","4","6","4","3","5","5","3","6","3","4","0",,,,,,"4","4","4","5","3","4","0",,,"4","0",,,"1","6","0",,,"7","3","4","3","2",,,,,"7","3",,,"GERMANY","15","2","5","1","0","2","1","0","1","0.3607733"
"2675","1214","99","11","6","68","E","1","1","1","2","UNITED","CHICAGO-O'HARE","639","30","12","3","4","1899-12-31T06:50:00.000","1899-12-31T08:30:00.000","1",,,"5",,,,"2","1","2","2","1","2","1","4","3","3","4","4","3","6","6","6","6","6","6","6","6","4","201",,,,,,"5","6","6","6","4","4","0",,,"5","0",,,"1","4","0",,,"5","3","4","3","2",,,,,"7","3","COOK COUNTY","60804","US","11","2","3","1","4","2","2","2","1","1.4869248"
"347","2587","61","4","6","54","D","1","1","1","2","ALASKA","SAN DIEGO","1952","7","57","1","2","1899-12-31T06:00:00.000","1899-12-31T08:36:00.000","1",,,"8",,,,"1","1","1","2","6","1","3","4","4","3","3","3","3","2","3","1","3","3","3","3","3","3","73","801",,,,,"5","3","3","3","4","4","0",,,"4","2",,,"2",,,,,"5","3","4","3","2",,,,,"7","3","SAN DIEGO COUNTY","92057","US","10","1","4","2","4","2","1","1","1","1.1063322"
"633","1523","517","15","3","50","D","3","2","1","2","ALASKA","WASHINGTON,DC-DULLES","1090","7","72","2","2","1899-12-31T19:30:00.000","1899-12-31T21:05:00.000","1",,,"5",,,,"2","2","1","2","3","1","2","6","4","3","3","6","3","6","6","3","2","6","4","6","6","3","71","73",,,,,"4","6","6","4","4","4","0",,,"4","16",,,"2",,,,,"1","3","3","3","2",,,,,"7","1","ALAMEDA COUNTY","94606","US","1","2","3","2","2","2","2","1","1","1.1063322"
"613","2388","647","31","5","50","D","1","1","1","2","ALASKA","WASHINGTON,DC-DULLES","1084","7","72","2","2","1899-12-31T07:05:00.000","1899-12-31T09:25:00.000","1",,,"2",,,,"1","1","1","1","1","1","4","6","3","3","4","3","3","3","3","5","4","6","6","6","6","4","0",,,,,,"3","6","6","4","5","3","0",,,"3","0",,,"2",,,,,"1","3","5","5","2",,,,,"7","1",,,"US","90","0","3","1","2","2","1","2","1","1.1063322"
"1580","326","23","2","4","42","C","2","1","1","2","DELTA","DETROIT","745","16","16","3","3","1899-12-31T09:50:00.000","1899-12-31T11:35:00.000","1",,,"5",,,,"2","2","1","2","3","1","2","2","3","3","4","3","5","6","6","3","6","6","6","6","6","4","16",,,,,,"3","6","6","6","3","3","0",,,"5","0",,,"2",,,,,"5","3","4","3","2",,,,,"7","3","WAYNE COUNTY","48202","US","11","2","3","1","3","3","2","1","1","1.1789461"
"3291","2713","88","9","4","24","B","1","1","1","2","SOUTHWEST","DENVER","2085","28","14","1","4","1899-12-31T08:30:00.000","1899-12-31T10:05:00.000","1",,,"1",,,"3","1","0","1","1","4","1","3","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0",,,,,,"4","4","4","4","4","4","0",,,"5","0",,,"2",,,,,"5","3","4","3","2",,,,,"7","1","SAN FRANCISCO COUNTY","94115","US","5","0","4","2","2","2","2","1","1","0.9942748"
"268","2528","184","18","6","101","G","2","3","1","2","AIR CANADA","TORONTO","750","3","70","4","4","1899-12-31T14:00:00.000","1899-12-31T16:55:00.000","1",,,"5",,,,"2","2","1","2","2","1","2","6","3","3","3","4","4","4","4","3","6","6","6","6","6","4","0",,,,,,"4","6","6","6","3","4","0",,,"5","0",,,"2",,,,,"5","3","4","4","2",,,,,"7","3",,,"CANADA","13","2","3","1","2","2","2","2","1","0.3461202"
"446","2691","79","6","1","86","F","2","2","1","2","UNITED","HONOLULU","1509","30","24","1","2","1899-12-31T14:30:00.000","1899-12-31T16:35:00.000","1",,,"2",,,,"2","1","1","2","4","1","2","6","4","4","4","4","4","4","4","4","5","5","6","5","4","4","201",,,,,,"4","6","4","5","4","4","0",,,"1","0",,,"2",,,,,"1","3","4","3","2",,,,,"7","1",,,"US","90","2","4","1","0","1","1","2","1","1.4869248"
"805","2227","612","23","4","45","D","3","2","1","2","AMERICAN","LOS ANGELES","6027","8","34","1","4","1899-12-31T18:00:00.000","1899-12-31T20:40:00.000","1",,,"9",,,,"2","2","2","1","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","107",,,,,,"4","4","4","4","4","4","0",,,"5","0",,,"2",,,,,"5","3","3","3","2",,,,,"7","3","NEW YORK COUNTY","10003","US","12","2","3","1","3","2","1","2","1","1.0611394"
"1664","1866","198","19","7","9","A","2","3","1","2","EMIRATES","DUBAI","226","17","17","7","4","1899-12-31T14:30:00.000","1899-12-31T16:45:00.000","1",,,"2",,,,"1","2","2","2","2","1","2","5","6","6","5","5","5","6","6","5","6","6","6","6","6","5","0",,,,,,"5","6","6","6","5","5","0",,,"5","0",,,"2",,,,,"2","3","5","4","2",,,,,"7","1","CONTRA COSTA COUNTY","94520","US","2","2","3","1","0","2","2","1","1","0.6704842"
"2025","1064","109","11","6","6","A","2","3","1","2","BRITISH AIRWAYS","LONDON HEATHROW","284","11","32","6","4","1899-12-31T14:00:00.000","1899-12-31T16:30:00.000","1",,,"5",,,,"2","2","2","2","2","1","3","6","6","6","4","3","4","6","6","6","6","6","6","6","6","4","202",,,,,,"5","6","6","6","6","5","0",,,"5","0",,,"2",,,,,"1","3","4","2","2",,,,,"7","3",,,"UNITED KINGDOM","15","2","3","1","4","1","1","2","1","0.6704842"
"1691","1805","194","19","7","7","A","2","3","1","2","CATHAY PACIFIC","HONG KONG","879","12","23","8","4","1899-12-31T10:30:00.000","1899-12-31T13:05:00.000","1",,,"5",,,,"1","2","2","1","1","1","2","3","6","6","4","4","3","4","4","2","6","6","6","6","3","3","11","151","6",,,,"4","6","3","6","3","3","5",,,"4","2",,,"3",,,,,"7","3","5","5","2",,,,,"7","3",,,"SRI LANKA","18","2","3","2","1","2","1","0","1","0.3191648"
"1860","526","2","1","3","60","E","1","1","1","2","UNITED","LOS ANGELES","2320","30","34","1","4","1899-12-31T08:05:00.000","1899-12-31T09:30:00.000","1",,,"3",,,,"0","0","1","0","3","1","3","3","2","3","3","3","4","3","3","3","6","6","6","6","6","3","0",,,,,,"3","6","6","3","3","3","0",,,"4","0",,,"0",,,,,"11","4","6","6","2",,,,,"7","3","CLARK COUNTY","98661","US","10","2","5","2","2","2","1","0","1","1.4869248"
"2809","656","618","24","5","44","C","3","2","1","2","DELTA","LOS ANGELES","2670","16","34","1","4","1899-12-31T17:40:00.000","1899-12-31T19:10:00.000","1",,,"4",,,,"1","2","1","2","1","2","1","3","1","1","5","3","4","4","4","6","3","6","6","6","6","3","0",,,,,,"3","6","6","2","5","3","0",,,"3","0",,,"0",,,,,"6","4","4","5","2",,,,,"7","3",,,,"99","2","3","1","4","2","2","2","1","1.1789461"
"423","2679","79","6","1","86","F","2","2","1","2","UNITED","HONOLULU","1509","30","24","1","2","1899-12-31T14:50:00.000","1899-12-31T16:35:00.000","1",,,"5",,,,"1","1","2","2","1","1","4","3","3","4","5","5","5","4","4","6","6","6","5","6","5","4","1",,,,,,"4","4","4","4","3","4","0",,,"4","0",,,"0",,,,,"5","4","5","2","2",,,,,"7","3","0","96950","US","19","0","6","1","4","2","2","2","1","1.4869248"
"2276","235","903","2","4","65","E","2","2","1","2","UNITED","LOS ANGELES","750","30","34","1","4","1899-12-31T13:15:00.000","1899-12-31T15:05:00.000","1",,,"2",,,,"1","1","2","2","3","1","4","3","3","3","2","3","3","6","6","6","3","2","6","4","2","3","31",,,,,,"4","6","6","4","4","4","0",,,"4","0",,,"1","4","1",,,"6","4","4","5","2",,,,,"7","1","SAN MATEO COUNTY","94062","US","6","2","0","0","0","2","2","2","1","1.4869248"
"2747","772","535","16","4","4","A","3","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","85","5","47","6","4","1899-12-31T18:00:00.000","1899-12-31T20:30:00.000","1",,,"5",,,,"1","1","2","2","3","1","4","3","3","2","4","4","4","6","6","2","4","3","6","6","3","3","11","151",,,,,"5","6","3","4","4","4","0",,,"5","0",,,"1","5","1",,,"5","4","4","5","2",,,,,"7","3",,,"FRANCE","15","2","5","1","4","1","1","2","1","0.2863575"
"2155","132","50","3","5","3","A","2","3","1","2","CATHAY PACIFIC","HONG KONG","879","12","23","8","4","1899-12-31T11:00:00.000","1899-12-31T13:05:00.000","1",,,"3",,,,"1","1","2","2","3","1","3","3","4","3","4","4","4","3","3","3","6","6","6","6","6","4","151",,,,,,"4","6","6","6","4","4","5",,,"4","1",,,"1","1","4","3","22","11","4","4","3","2",,,,,"7","3","DALLAS COUNTY","75214","US","11","2","5","2","0","2","2","2","1","0.3191648"
"199","2252","610","23","4","45","D","3","2","1","2","AMERICAN","LOS ANGELES","6026","8","34","1","4","1899-12-31T17:00:00.000","1899-12-31T19:10:00.000","1",,,"5",,,,"2","1","2","1","6","1","4","5","4","4","4","4","5","6","6","3","4","6","4","6","4","4","210",,,,,,"5","4","3","4","4","5","0",,,"5","0",,,"1","2","4",,,"6","4","5","1","2",,,,,"7","3","LOS ANGELES COUNTY","90094","US","10","2","3","2","3","3","1","2","1","1.0611394"
"561","2406","644","31","5","54","D","1","2","1","2","ALASKA","SEATTLE","313","7","62","1","4","1899-12-31T04:40:00.000","1899-12-31T07:15:00.000","1",,,"7",,,,"2","2","1","2","5","1","4","4","4","4","4","3","4","6","3","4","4","2","2","2","2","3","74",,,,,,"4","4","4","5","4","4","0",,,"4","4","9",,"1","4","12",,,"1","4","5","4","2",,,,,"7","3",,,,"99","2","6","1","0","1","1","1","1","1.1063322"
"2938","2175","185","18","6","97","G","3","3","1","2","TURKISH AIRLINES","ISTANBUL","80","29","27","7","4","1899-12-31T16:00:00.000","1899-12-31T18:15:00.000","1",,,"5",,,,"1","0","0","1","1","2","1","3","3","6","4","3","4","4","4","4","6","6","6","6","6","3","0",,,,,,"4","6","6","6","2","3","0",,,"3","0",,,"1","3","0",,,"1","4","4","4","2",,,,,"7","1",,,"US","90","0","3","1","2","2","1","0","1","0.6704842"
"3151","695","616","24","5","41","C","2","2","1","2","DELTA","SALT LAKE CITY","1241","16","55","1","2","1899-12-31T16:30:00.000","1899-12-31T16:45:00.000","1",,,"5",,,,"2","2","1","2","5","1","1","3","2","3","3","3","4","3","3","3","4","6","6","6","6","3","0",,,,,,"4","4","6","2","2","3","0",,,"5","0",,,"1","5","0",,,"5","4","4","4","2",,,,,"7","3","UTAH COUNTY","84003","US","10","2","4","1","4","2","2","1","1","1.1789461"
"2017","1059","109","11","6","6","A","2","3","1","2","BRITISH AIRWAYS","LONDON HEATHROW","284","11","32","6","4","1899-12-31T15:00:00.000","1899-12-31T16:30:00.000","1",,,"1",,,"2","1","0","0","1","3","1","4","5","3","3","4","3","3","3","3","3","3","4","6","6","6","4","0",,,,,,"3","6","6","3","3","4","0",,,"3","0",,,"1","5","0",,,"9","4","4","5","2",,,,,"7","1","SONOMA COUNTY","94952","US","9","2","7","1","2","2","2","2","1","0.6704842"
"567","2409","644","31","5","54","D","1","2","1","2","ALASKA","SEATTLE","313","7","62","1","4","1899-12-31T06:15:00.000","1899-12-31T07:15:00.000","1",,,"5",,,,"2","1","2","2","6","1","1","6","3","3","3","3","4","4","4","4","3","6","3","6","3","3","0",,,,,,"4","4","4","4","4","4","0",,,"4","0",,,"1","4","0",,,"5","4","4","4","2",,,,,"7","1","SAN FRANCISCO COUNTY","94109","US","5","2","4","1","0","1","1","1","1","1.1063322"
