"street","x_street","direction","st_facing","dist","cnn","concatenat","mtab_date","mtab_reso_text","mtab_motion","status","workorder","install_date","shape",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"ULLOA","CLAREMONT","SW","EB","00","22875000.0","ULLOA ST & CLAREMONT",,,,,,,"POINT (-122.46502 37.740646)","49","49","10","8","41"
"PERU","AVALON","NW","SB","0","21611000.0","PERU & AVALON",,,,,,,"POINT (-122.42331 37.725132)","90","90","9","2","7"
"VIENNA","RUSSIA","NW","SB","0","21710000.0","VIENNA & RUSSIA",,,,,,,"POINT (-122.43157 37.71891)","90","90","9","1","7"
"RIVERA","30TH AVE","SW","EB",,"23287000.0","RIVERA & 30TH AVE",,,,,,,"POINT (-122.487724 37.746254)","40","40","10","7","35"
"PIEDMONT","ASHBURY","SW","EB","0","26216000.0","PIEDMONT & ASHBURY",,,,,,,"POINT (-122.445946 37.765213)","112","112","7","5","3"
"EUCALYPTUS","M-LINE","NE","WB","0","23077000.0","EUCALYPTUS DR & M-LINE",,,,,,,"POINT (-122.47435 37.731087)","62","62","10","8","41"
"PLYMOUTH","LOBOS","NW","SB","0","21596000.0","PLYMOUTH AVE & LOBOS ST",,,,,,,"POINT (-122.45606 37.7149)","81","81","10","1","24"
"06TH AVE","CABRILLO","NW","SB","0","27270000.0","06TH AVE & CABRILLO",,,,,,,"POINT (-122.46386 37.775364)","5","5","8","4","11"
"37TH AVE","ULLOA","NW","SB","0","23380000.0","37TH AVE & ULLOA",,,,,,,"POINT (-122.494835 37.740326)","39","39","10","7","35"
"PAGE","SCOTT","SW","EB","0","26028000.0","PAGE & SCOTT",,,,,,,"POINT (-122.43555 37.77241)","26","26","4","11","3"
"12TH AVE","ANZA","NW","SB","0","27299000.0","12TH AVE & ANZA",,,,,,,"POINT (-122.47056 37.778797)","5","5","8","4","11"
"MONTEREY","RIDGEWOOD","SW","EB","E-LINE","22256000.0","MONTEREY & RIDGEWOOD",,,,,,,"POINT (-122.4534 37.731525)","95","95","9","8","41"
"JESSIE ST","NEW MONTGOMERY","SW","EB","0","24620000.0","JESSIE ST & NEW MONTGOMERY",,,,,,,"POINT (-122.40103 37.787884)","108","108","6","10","8"
"QUESADA","RANKIN","NE","WB",,"20751000.0","QUESADA & RANKIN",,,,,,,"POINT (-122.398926 37.737583)","87","87","2","9","1"
"21ST ST","DOUGLASS","NE","WB","0","26090000.0","21ST ST & DOUGLASS",,,,,,,"POINT (-122.43885 37.75543)","115","115","3","5","22"
"MONTGOMERY","PACIFIC","NW","SB","0","24762000.0","MONTGOMERY & PACIFIC",,,,,,,"POINT (-122.40366 37.797295)","106","106","6","3","6"
"ACADIA","MONTEREY","NW","SB","0","21815000.0","ACADIA & MONTEREY",,,,,,,"POINT (-122.43745 37.731586)","95","95","9","8","41"
"FUNSTON","ANZA","NW","SB","0","27300000.0","FUNSTON & ANZA",,,,,,,"POINT (-122.47163 37.778748)","5","5","8","4","11"
"JENNINGS ST","JAMESTOWN","SE","NB","0","20459000.0","JENNINGS ST & JAMESTOWN",,,,,,,"POINT (-122.39542 37.719555)","88","88","2","9","1"
"PRAGUE","RUSSIA","SE","NB","0","21624000.0","PRAGUE ST & RUSSIA AVE",,,,"I",,,"POINT (-122.42836 37.717373)","90","90","9","1","7"
"MONTEZUMA","SHOTWELL","SW","EB","0","21285000.0","MONTEZUMA & SHOTWELL",,,,,,,"POINT (-122.415 37.74604)","83","83","9","2","2"
"DUNCAN","CHURCH","SW","EB","0","21899000.0","DUNCAN & CHURCH",,,,,,,"POINT (-122.42688 37.746094)","84","84","9","5","22"
"MONCADA","CEDRO","SE","NB","0","22778000.0","CEDRO AVE & MONCADA WY","20210205000000",,"6359","I","21-01926","20210428000000","POINT (-122.46926 37.727074)","67","67","10","8","41"
"MOULTRIE","CORTLAND","NW","SB","0","21212000.0","MOULTRIE & CORTLAND",,,,,,,"POINT (-122.415886 37.739)","83","83","9","2","2"
"33RD AVE","PACHECO","SE","NB","0","23403000.0","33RD AVE & PACHECO",,,,,,,"POINT (-122.491196 37.749844)","39","39","10","7","35"
"15TH ST","SAN BRUNO","SW","EB","0","23864000.0","15TH ST & SAN BRUNO",,,,,,,"POINT (-122.40569 37.767197)","33","33","3","9","20"
"MAPLE","WASHINGTON","SE","NB","0","26949000.0","MAPLE & WASHINGTON",,,,,,,"POINT (-122.45558 37.788883)","10","10","8","6","31"
"INGALLS","REVERE","NW","SB",,"20125000.0","INGALLS ST & REVERE AVE",,,,,,,"POINT (-122.384544 37.72848)","78","78","2","9","1"
"OTTAWA","HURON","NE","WB","0","21523000.0","OTTAWA & HURON",,,,,,,"POINT (-122.44563 37.71514)","80","80","9","1","28"
"EUREKA","23RD ST","NW","SB","0","25767000.0","EUREKA & 23RD ST",,,,,,,"POINT (-122.43748 37.752693)","84","84","3","5","22"
"21ST AVE","VICENTE","NW","SB","0","23170000.0","21ST AVE & VICENTE",,,,,,,"POINT (-122.47756 37.739223)","40","40","10","7","35"
"LAURA ST","ALEMANY","NE","WB","0","21577000.0","LAURA ST & ALEMANY",,,,,,,"POINT (-122.45245 37.711586)","66","66","9","1","28"
"POWHATTAN","PERALTA","NE","WB","0","21097000.0","POWHATTAN AVE & PERALTA AVE",,,,,,,"POINT (-122.40874 37.741272)","83","83","9","2","2"
"14TH ST","HARRISON","NW","SB",,"33033000.0","14TH ST & HARRISON ST",,,,"I",,,"POINT (-122.41338 37.768665)","53","53","3","2","20"
"VALMAR","SILLIMAN","NW","SB","0","21657000.0","VALMAR & SILLIMAN",,,,,,,"POINT (-122.42382 37.726334)","90","90","9","2","7"
"ALMA","COLE","NE","WB","0","26277000.0","ALMA & COLE",,,,,,,"POINT (-122.44942 37.763195)","114","114","7","11","3"
"45TH AVE","ORTEGA ST","NW","SB",,"27769000.0","45TH AVE & ORTEGA ST",,,,,,,"POINT (-122.50419 37.751133)","39","39","10","7","35"
"NEWHALL","JENNINGS","SW","EB",,"20178000.0","NEWHALL ST & JENNINGS ST",,,,,,,"POINT (-122.37771 37.739216)","76","76","2","9","1"
"LAWTON","22ND AVE","SW","EB","0","27387000.0","LAWTON ST & 22ND AVE",,,,,,,"POINT (-122.479935 37.75782)","39","39","10","7","35"
"CORBETT","DOUGLASS","SW","EB","0","26162000.0","CORBETT & DOUGLASS",,,,,,,"POINT (-122.439476 37.762222)","115","115","7","5","5"
"FAIRMOUNT","LAIDLEY","NE","WB",,"21874000.0","FAIRMOUNT ST & LAIDLEY ST","20170221000000",,"170221-011",,,,"POINT (-122.42809 37.73867)","59","59","9","5","10"
"SANCHEZ","LIBERTY","NW","SB",,"25714000.0","SANCHEZ ST & LIBERTY ST",,,,"I",,,"POINT (-122.430244 37.75715)","52","52","3","5","5"
"RIVERTON","SLOAT","SE","NB","0","23246000.0","RIVERTON & SLOAT",,,,,,,"POINT (-122.487274 37.73411)","62","62","10","8","35"
"SANTA CLARA","ST FRANCIS","SE","NB","0","22910000.0","SANTA CLARA & ST FRANCIS",,,,,,,"POINT (-122.46623 37.734932)","116","116","10","8","41"
"WISCONSIN","08TH ST","SW","EB",,"23844000.0","WISCONSIN & 08TH ST",,,,,,,"POINT (-122.399666 37.76669)","33","33","1","9","4"
"YERBA BUENA","SANTA PAULA","SW","EB","0","22821000.0","YERBA BUENA & SANTA PAULA",,,,,,,"POINT (-122.46312 37.73702)","116","116","10","8","41"
"MULLEN","PERALTA",,"NB",,"21132000.0","MULLEN & PERALTA",,,,,,,"POINT (-122.40903 37.746418)","60","60","9","2","2"
"LOWER","LEVANT","NE","WB","0","26177000.0","LOWER TER & LEVANT ST",,,,"I",,,"POINT (-122.44197 37.76325)","112","112","7","5","5"
"20TH AVE","RIVERA","NW","SB","0","23203000.0","20TH AVE & RIVERA",,,,,,,"POINT (-122.47701 37.746727)","40","40","10","7","35"
"ANDOVER","RICHLAND","E","NB",,"21200000.0","ANDOVER ST & RICHLAND AVE","20170307000000",,"170307-025",,,,"POINT (-122.41675 37.7356)","83","83","9","2","2"
"TAMALPAIS","GOLDEN GATE","NW","SB","0","26455000.0","TAMALPAIS & GOLDEN GATE",,,,,,,"POINT (-122.44867 37.777428)","12","12","7","4","18"
"ALVARADO","DOUGLASS","SW","EB","0","25777000.0","ALVARADO ST & DOUGLASS ST",,,,,,,"POINT (-122.43869 37.75343)","84","84","3","5","22"
"POPE","CROSS",,"NB",,"21472000.0","POPE & CROSS",,,,,,,"POINT (-122.44114 37.71393)","58","58","9","1","7"
"18TH ST","KANSAS","NE","WB","0","23762000.0","18TH ST & KANSAS",,,,,,,"POINT (-122.40328 37.762165)","54","54","2","9","26"
"EUREKA","19TH ST","SE","NB","0","25817000.0","EUREKA & 19TH ST",,,,,,,"POINT (-122.4381 37.759087)","115","115","3","5","5"
"ATHENS","AVALON","SE","NB",,"21638000.0","ATHENS ST & AVALON AVE","20150407000000",,"15-052","I",,,"POINT (-122.42608 37.724754)","90","90","9","1","7"
"MIDWAY","FRANCISCO","NW","SB",,"25408000.0","MIDWAY ST & FRANCISCO ST",,,,"I",,,"POINT (-122.40929 37.8052)","106","106","6","3","23"
"IRVING","28TH AVE","SW","EB",,"27437000.0","IRVING ST & 28TH AVE","20180220000000",,"180220-028","I","18-5338",,"POINT (-122.486755 37.76313)","39","39","10","7","35"
"REX","PORTOLA","SE","NB","00","22845000.0","REX AVE & PORTOLA DR",,,,,,,"POINT (-122.45745 37.740963)","72","72","9","8","41"
"ELLINGTON","NAGLEE","NW","SB","0","21503000.0","ELLINGTON & NAGLEE",,,,,,,"POINT (-122.446785 37.712154)","66","66","9","1","28"
"ULLOA","25TH AVE","SW","EB",,"23239000.0","ULLOA ST & 25TH AVE",,,,,,,"POINT (-122.48198 37.740894)","40","40","10","7","35"
"44TH AVE","ANZA","NW","SB",,"27985000.0","44TH AVE & ANZA",,,,,,,"POINT (-122.50494 37.777233)","6","6","8","4","29"
"LOEHR ST","VISITACION","SE","NB",,"20390000.0","LOEHR ST & VISITACION",,,,,,,"POINT (-122.41343 37.712982)","75","75","9","9","40"
"MYRA","MOLIMO","NE","WB","0","22397000.0","MYRA & MOLIMO",,,,,,,"POINT (-122.45159 37.737747)","72","72","9","8","41"
"33RD AVE","VICENTE","SE","NB","0","23349000.0","33RD AVE & VICENTE",,,,,,,"POINT (-122.49042 37.73866)","40","40","10","7","35"
"WAWONA","VICENTE","SE","NB","0","22945000.0","WAWONA ST & VICENTE",,,,,,,"POINT (-122.46799 37.74)","46","46","10","8","41"
"STOCKTON","CHESTNUT","SE","NB",,"25399000.0","STOCKTON & CHESTNUT",,,,,,,"POINT (-122.40992 37.80416)","106","106","6","3","23"
"CHESTNUT","PIERCE","SW","EB","0","26964000.0","CHESTNUT & PIERCE",,,,,,,"POINT (-122.43949 37.8004)","17","17","4","6","13"
"HARRINGTON","ALEMANY","NE","WB","0","32970000.0","HARRINGTON & ALEMANY",,,,,,,"POINT (-122.43626 37.726055)","94","94","9","1","28"
"21ST AVE","PACHECO","NW","SB","0","23212000.0","21ST AVE & PACHECO",,,,,,,"POINT (-122.47834 37.750412)","39","39","10","7","35"
"BARNEVELD","SWEENY","SE","NB","0","21009000.0","BARNEVELD AVE & SWEENY ST",,,,,,,"POINT (-122.40727 37.733154)","91","91","2","2","25"
"INDUSTRIAL","SELBY","SW","EB","0","20758000.0","INDUSTRIAL & SELBY",,,,,,,"POINT (-122.39967 37.7399)","85","85","2","9","1"
"HOWTH","MT VERNON","SE","NB","0","22185000.0","HOWTH & MT VERNON",,,,,,,"POINT (-122.45163 37.71968)","81","81","10","1","24"
"WALLER","ASHBURY","NE","WB","0","26337000.0","WALLER & ASHBURY",,,,,,,"POINT (-122.44673 37.76907)","25","25","7","11","3"
"LUNADO","CERRITOS","SE","NB",,"22782000.0","LUNADO WY & CERRITOS AVE",,,,"I",,,"POINT (-122.471115 37.726784)","67","67","10","8","41"
"16TH AVE","MORAGA","NW","SB",,"27326000.0","16TH AVE & MORAGA ST",,,,,,,"POINT (-122.47367 37.756233)","44","44","10","8","14"
"SANTIAGO","39TH AVE","SW","EB",,"33613000.0","SANTIAGO ST & 39TH AVE",,,,"I",,,"POINT (-122.49724 37.74397)","39","39","10","7","35"
"HARRISON","23RD ST","SE","NB","0","23979000.0","HARRISON & 23RD ST",,,,,,,"POINT (-122.41203 37.754227)","53","53","3","2","20"
"35TH AVE","SLOAT","NW","SB","0","23358000.0","35TH AVE & SLOAT BLVD",,,,"I",,,"POINT (-122.49225 37.734055)","40","40","10","8","35"
"26TH AVE","CALIFORNIA","NW","SB","0","27656000.0","26TH AVE & CALIFORNIA",,,,,,,"POINT (-122.48608 37.78383)","8","8","8","4","29"
"04TH AVE","CLEMENT","NW","SB","0","27250000.0","04TH AVE & CLEMENT",,,,,,,"POINT (-122.462265 37.783035)","5","5","8","4","11"
"MORAGA","22ND AVE","NE","WB","0","27385000.0","MORAGA ST & 22ND AVE",,,,,,,"POINT (-122.479805 37.755962)","39","39","10","7","35"
"BOWDOIN","SWEENY","SE","NB","00","20927000.0","BOWDOIN ST & SWEENY ST",,,,"I",,,"POINT (-122.41304 37.731445)","91","91","2","2","25"
"YERBA BUENA","MONTEREY","NW","SB","0","22653000.0","YERBA BUENA & MONTEREY",,,,,,,"POINT (-122.45869 37.730835)","71","71","9","8","41"
"MANOR","UPLAND","NW","SB",,"22688000.0","MANOR DR & UPLAND DR",,,,"I",,,"POINT (-122.46355 37.72917)","68","68","10","8","41"
"CLAYTON","HAYES","NW","EB","0","26421000.0","CLAYTON & HAYES",,,,,,,"POINT (-122.44931 37.77352)","24","24","7","11","18"
"STEVENSON","7TH ST","NW","SB",,"24319000.0","STEVENSON & 7TH ST",,,,,,,"POINT (-122.41192 37.780003)","32","32","5","10","34"
"WEBSTER","HERMANN",,"WB","0","25887000.0","WEBSTER & HERMANN",,,,,,,"POINT (-122.42841 37.770447)","27","27","7","5","9"
"14TH AVE","TARAVAL","SE","NB","0","22990000.0","14TH AVE & TARAVAL",,,,,,,"POINT (-122.47022 37.743286)","46","46","10","8","41"
"EUCLID","LAUREL","SW","EB",,"26911000.0","EUCLID & LAUREL",,,,,,,"POINT (-122.44926 37.784683)","11","11","8","6","31"
"46TH AVE","ORTEGA","SE","NB",,"27921000.0","46TH AVE & ORTEGA ST",,,,"I",,,"POINT (-122.505264 37.751087)","39","39","10","7","35"
"FAXON","MONTEREY","SE","NB","0","33022000.0","FAXON AVE & MONTEREY BLVD",,,,,,,"POINT (-122.45923 37.73077)","71","71","10","8","41"
"GATEVIEW","GATEVIEW","NW","SB",,"50554000.0","GATEVIEW CT & GATEVIEW AVE",,,,,,,"POINT (-122.466774 37.74837)","44","44","10","8","41"
"BALBOA","15TH AVE","NE","WB","0","27474000.0","BALBOA ST & 15TH AVE",,,,,,,"POINT (-122.47369 37.776787)","5","5","8","4","29"
"BALBOA","11TH AVE","NE","WB",,"27294000.0","BALBOA ST & 11TH AVE",,,,,,,"POINT (-122.469345 37.776985)","5","5","8","4","11"
"15TH ST","RHODE ISLAND","NE","WB","0","23857000.0","15TH ST & RHODE ISLAND",,,,,,,"POINT (-122.402794 37.76737)","33","33","1","9","4"
"47TH AVE","JUDAH","SE","NB","0","27950000.0","47TH AVE & JUDAH",,,,,,,"POINT (-122.50699 37.760372)","39","39","10","7","35"
"WINFIELD","CORTLAND","NW","SB","0","21253000.0","WINFIELD & CORTLAND",,,,,,,"POINT (-122.420265 37.73998)","61","61","9","2","2"
"LA SALLE AVE","MENDELL","SW","EB","0","20211000.0","LA SALLE AVE & MENDELL",,,,,,,"POINT (-122.38864 37.736477)","86","86","2","9","1"
"JOHN F KENNEDY DR","CONSERVATORY WEST","NE","WB","0","27187000.0","JOHN F KENNEDY DR & CONSERVATORY WEST",,,,,,,"POINT (-122.462036 37.77177)","9","9","7","4","12"
"15TH AVE","QUINTARA","NW","SB","0","23189000.0","15TH AVE & QUINTARA",,,,,,,"POINT (-122.47173 37.748833)","44","44","10","8","14"
"31ST AVE","TARAVAL","SE","NB","0","23387000.0","31ST AVE & TARAVAL",,,,,,,"POINT (-122.48853 37.74248)","40","40","10","7","35"
"SILVER","CONGDON","SW","EB","0","33314000.0","SILVER AVE & CONGDON ST",,,,,,,"POINT (-122.42595 37.728638)","90","90","9","1","7"
"39TH AVE","ORTEGA",,"SB",,"27750000.0","39TH AVE & ORTEGA",,,,,,,"POINT (-122.49776 37.751423)","39","39","10","7","35"
"SPRUCE","CLAY","SE","NB","0","26946000.0","SPRUCE & CLAY",,,,,,,"POINT (-122.45376 37.788223)","10","10","8","6","31"
"HALE","MERRILL","SW","EB","0","20907000.0","HALE & MERRILL",,,,,,,"POINT (-122.40916 37.73196)","91","91","2","2","25"
"45TH AVE","FULTON","NW","SB","0","27971000.0","45TH AVE & FULTON",,,,,,,"POINT (-122.5056 37.771587)","9","9","8","4","12"
"21ST ST","CHATTANOOGA",,"EB",,"25661000.0","21ST ST & CHATTANOOGA",,,,,,,"POINT (-122.42677 37.756557)","52","52","3","5","22"
"OCTAVIA","GREEN","NW","SB","0","26576000.0","OCTAVIA ST & GREEN ST",,,,,,,"POINT (-122.42871 37.796986)","102","102","4","6","13"
"VIRGINIA","PROSPECT","NE","WB","0","21317000.0","VIRGINIA & PROSPECT",,,,,,,"POINT (-122.41948 37.742313)","83","83","9","2","2"
"18TH ST","COLLINGWOOD","NE","WB","0","25815000.0","18TH ST & COLLINGWOOD",,,,,,,"POINT (-122.436104 37.76082)","38","38","3","5","5"
"CABRILLO","12TH AVE","NE","WB",,"27267000.0","CABRILLO ST & 12TH AVE",,,,"I",,,"POINT (-122.47028 37.77507)","5","5","8","4","11"
"LEAVENWORTH","JACKSON","NW","SB","0","25272000.0","LEAVENWORTH ST & JACKSON",,,,,,,"POINT (-122.41646 37.794773)","16","16","6","3","21"
"BOWDOIN","SILLIMAN","NW","SB","0","20915000.0","BOWDOIN ST & SILLIMAN ST",,,,"I",,,"POINT (-122.41199 37.729424)","91","91","2","2","25"
"ROSIE LEE","INGALLS","SW","EB","0","20078000.0","ROSIE LEE & INGALLS",,,,,,,"POINT (-122.37933 37.731674)","78","78","2","9","1"
"ELLINGTON","MT VERNON","SE","NB",,"21513000.0","ELLINGTON & MT VERNON",,,,,,,"POINT (-122.443245 37.71504)","80","80","9","1","28"
"PACIFIC","OCTAVIA","NE","WB","0","26570000.0","PACIFIC & OCTAVIA",,,,,,,"POINT (-122.42815 37.79418)","102","102","4","6","30"
"GGP ACCESS ROAD","CHAIN OF LAKES",,"SB",,"32844000.0","GGP ACCESS ROAD & CHAIN OF LAKES",,,,,,,"POINT (-122.50046 37.76578)","9","9","8","4","12"
"ROOSEVELT WY","BUENA VISTA TER","NE","WB",,"26013000.0","ROOSEVELT WY & BUENA VISTA TER","20160628000000",,"16-074",,,,"POINT (-122.43828 37.76672)","113","113","7","5","5"
"WALLACE","JENNINGS","NE","WB","0","20152000.0","WALLACE & JENNINGS",,,,,,,"POINT (-122.38922 37.72641)","86","86","2","9","1"
"LARKIN ST","SACRAMENTO","SE","NB","0","25296000.0","LARKIN ST & SACRAMENTO",,,,,,,"POINT (-122.419205 37.7917)","16","16","6","3","21"
"VASQUEZ","WOODSIDE","SE","NB",,"22862000.0","VASQUEZ AVE & WOODSIDE AVE","20170103000000",,"170103-002","I",,,"POINT (-122.45715 37.746693)","49","49","7","8","41"
"GRANVILLE","PORTOLA","NW","SB","0","22830000.0","GRANVILLE & PORTOLA",,,,,,,"POINT (-122.46105 37.740288)","116","116","10","8","41"
"27TH ST","SANCHEZ","NW","WB","18E","21920000.0","27TH ST & SANCHEZ",,,,,,,"POINT (-122.42918 37.746758)","84","84","9","5","22"
"PACHECO","20TH AVE","NE","WB",,"23207000.0","PACHECO ST & 20TH AVE",,,,"I",,,"POINT (-122.47727 37.750458)","39","39","10","7","35"
"LYON","SACRAMENTO","NW","SB","0","26847000.0","LYON ST & SACRAMENTO ST",,,,"I",,,"POINT (-122.44557 37.78836)","102","102","8","6","30"
"FARRAGUT","HURTON",,"WB",,"21554000.0","FARRAGUT & HURTON",,,,,,,"POINT (-122.45076 37.711113)","66","66","9","1","28"
"FILBERT","GOUGH","SW","EB","0","26710000.0","FILBERT ST & GOUGH",,,,,,,"POINT (-122.427444 37.79906)","15","15","4","6","13"
"19TH AVE","CABRILLO","SE","NB","0","27469000.0","19TH AVE & CABRILLO",,,,,,,"POINT (-122.47789 37.774727)","5","5","8","4","29"
"PIERCE","SACRAMENTO","SE","NB","0","26638000.0","PIERCE ST & SACRAMENTO ST",,,,"I",,,"POINT (-122.4373 37.789417)","102","102","4","6","30"
"GENNESSEE","FLOOD","NW","SB","0","22239000.0","GENNESSEE & FLOOD",,,,,,,"POINT (-122.45112 37.729866)","95","95","9","8","41"
"34TH AVE","ULLOA","NW","SB","0","23355000.0","34TH AVE & ULLOA",,,,,,,"POINT (-122.49162 37.74047)","40","40","10","7","35"
"AMAZON","MISSION","NE","WB","0","22047000.0","AMAZON & MISSION",,,,,,,"POINT (-122.44041 37.71724)","90","90","9","1","7"
"BRODERICK","ELLIS","SE","NB","0","26361000.0","BRODERICK ST & ELLIS ST",,,,,,,"POINT (-122.44077 37.781303)","13","13","7","11","39"
"44TH AVE","ORTEGA",,"WB",,"27768000.0","44TH AVE & ORTEGA",,,,,,,"POINT (-122.50312 37.751186)","39","39","10","7","35"
"NIAGARA","CAYUGA","NE","WB","0","22082000.0","NIAGARA & CAYUGA",,,,,,,"POINT (-122.444695 37.71799)","80","80","9","1","28"
"KENWOOD WY","FAXON","SW","EB",,"22676000.0","KENWOOD WY & FAXON",,,,,,,"POINT (-122.45999 37.728733)","71","71","9","8","41"
"JENNINGS ST","QUESADA AVE","NW","SB",,"20153000.0","JENNINGS ST & QUESADA  AVE","20170404000000",,"170404-037",,,,"POINT (-122.38584 37.730164)","86","86","2","9","1"
"40TH AVE","JUDAH","SE","NB","0","27787000.0","40TH AVE & JUDAH",,,,,,,"POINT (-122.49948 37.760704)","39","39","10","7","35"
"THRIFT","CAPITOL","SW","EB","0","22572000.0","THRIFT & CAPITOL",,,,,,,"POINT (-122.45906 37.71745)","81","81","10","1","24"
"JUDAH ST","06TH AVE","SW","EB","0","27078000.0","JUDAH ST & 06TH AVE",,,,,,,"POINT (-122.46296 37.76231)","109","109","7","11","14"
"27TH ST","SANCHEZ","SW","EB",,"21920000.0","27TH ST & SANCHEZ",,,,,,,"POINT (-122.42918 37.746758)","84","84","9","5","22"
"CHICAGO","SOUTH HILL","SW","EB",,"21384000.0","CHICAGO & SOUTH HILL",,,,,,,"POINT (-122.43135 37.71065)","58","58","9","1","7"
"OLMSTEAD","BOWDOIN","SW","EB",,"20852000.0","OLMSTEAD ST & BOWDOIN ST",,,,,,,"POINT (-122.40851 37.721024)","91","91","2","2","25"
"BOWDOIN","WOOLSEY","NW","SB","0","20868000.0","BOWDOIN ST & WOOLSEY ST",,,,"I",,,"POINT (-122.4095 37.723427)","91","91","2","2","25"
"TARAVAL","40TH AVE","SW","EB","0","23440000.0","TARAVAL & 40TH AVE",,,,,,,"POINT (-122.49818 37.74205)","39","39","10","7","35"
"SAN BRUNO","ALAMEDA","NW","SB","0","23866000.0","SAN BRUNO & ALAMEDA",,,,,,,"POINT (-122.405815 37.768467)","33","33","3","9","20"
"ARLETA","ALPHA","SW","EB",,"20319000.0","ARLETA & ALPHA",,,,,,,"POINT (-122.40483 37.71321)","75","75","9","9","40"
"40TH AVE","MORAGA","NE","WB","0","27761000.0","40TH AVE & MORAGA","20210430000000",,"6405","I","21-02355","20210614000000","POINT (-122.49909 37.755096)","39","39","10","7","35"
"CLARA","5TH ST","SE","EB",,"23910000.0","CLARA ST & 5TH ST","20170905000000",,"170905-108",,,,"POINT (-122.40237 37.779453)","32","32","1","10","34"
"PLYMOUTH","MONTANA","NW","SB",,"22574000.0","PLYMOUTH AVE & MONTANA ST","20190219000000",,"190219-016","I","19-7287","20190531000000","POINT (-122.45607 37.716625)","81","81","10","1","24"
"19TH ST","MINNESOTA","NE","WB","0","23645000.0","19TH ST & MINNESOTA ST",,,,,,,"POINT (-122.390564 37.761646)","55","55","2","9","26"
"CASTRO","BEMIS","SE","NB",,"21937000.0","CASTRO ST & BEMIS ST",,,,,,,"POINT (-122.432526 37.735847)","96","96","9","5","10"
"PALACE OF FINE ARTS","LYON STREET","SW","EB",,"51476000.0","PALACE & LYON",,,,,,,"POINT (-122.44823 37.804474)","17","17","4","6","13"
"31ST AVE","MORAGA","NW","SB","0","27682000.0","31ST AVE & MORAGA",,,,,,,"POINT (-122.48945 37.755535)","39","39","10","7","35"
"CLEMENTINA","01ST ST","SW","EB","0","24526000.0","CLEMENTINA & 01ST ST",,,,,,,"POINT (-122.395 37.787712)","32","32","1","10","8"
"STILLMAN","02ND ST","SW","EB",,"24492000.0","STILLMAN ST & 02ND ST",,,,"I",,,"POINT (-122.394135 37.783497)","30","30","1","10","8"
"MAPLE","CLAY","SE","NB","0","27568000.0","MAPLE & CLAY",,,,,,,"POINT (-122.45541 37.788013)","10","10","8","6","31"
"WOOLSEY","SAN BRUNO","NE","WB","0","33273000.0","WOOLSEY & SAN BRUNO",,,,,,,"POINT (-122.40259 37.72523)","91","91","2","2","25"
"FLORIDA","26TH ST","NW","SB",,"21141000.0","FLORIDA ST & 26TH ST",,,,,,,"POINT (-122.40975 37.74954)","53","53","3","2","20"
"CORBETT","CLAYTON","NW","SB","0","26193000.0","CORBETT & CLAYTON",,,,,,,"POINT (-122.44601 37.758717)","47","47","7","5","5"
"DWIGHT","GIRARD","NE","WB","0","20599000.0","DWIGHT & GIRARD",,,,,,,"POINT (-122.40309 37.72377)","91","91","2","2","25"
"TOPAZ","ORA","NE","WB",,"21998000.0","TOPAZ WY & ORA WY",,,,"I",,,"POINT (-122.43806 37.7378)","96","96","9","5","10"
"08TH AVE","NORIEGA","NW","SB","0","27102000.0","08TH AVE & NORIEGA",,,,,,,"POINT (-122.46458 37.754745)","44","44","10","8","14"
"48TH AVE","RIVERA","SE","NB","0","23512000.0","48TH AVE & RIVERA",,,,,,,"POINT (-122.50702 37.745403)","39","39","10","7","35"
"BROADWAY","JONES","NE","WB",,"25265000.0","BROADWAY & JONES",,,,,,,"POINT (-122.41518 37.7968)","107","107","6","3","21"
"DUNCAN","DOUGLASS","SW","EB","0","22043000.0","DUNCAN & DOUGLASS",,,,,,,"POINT (-122.43792 37.74543)","84","84","3","5","22"
"PHELPS","JERROLD","SE","NB","0","20672000.0","PHELPS & JERROLD",,,,,,,"POINT (-122.39126 37.73985)","86","86","2","9","1"
"HUGO ST","03RD AVE","SW","WB","0","27081000.0","HUGO ST & 03RD AVE",,,,,,,"POINT (-122.45994 37.76525)","109","109","7","11","14"
"46TH AVE","PACHECO","NW","SB","0","23517000.0","PACHECO ST & 46TH AVE","20210219000000",,"6366","I","21-01823","20210303000000","POINT (-122.505135 37.74923)","39","39","10","7","35"
"MENDELL","NEWCOMB","NW","SB","0","20661000.0","MENDELL ST & NEWCOMB AVE",,,,,,,"POINT (-122.389755 37.735218)","86","86","2","9","1"
"41ST AVE","CABRILLO","NW","SB","0","27875000.0","41ST AVE & CABRILLO",,,,,,,"POINT (-122.50145 37.773647)","8","8","8","4","29"
"ANDOVER","OGDEN","SE","NB","0","21190000.0","ANDOVER & OGDEN",,,,,,,"POINT (-122.4167 37.73607)","83","83","9","2","2"
"KIRKHAM","FUNSTON","SW","EB",,"27166000.0","KIRKHAM ST & FUNSTON",,,,,,,"POINT (-122.47032 37.76012)","109","109","10","8","14"
