"cnn","street_name","pci_score","from_street","to_street","pci_change_date","treatment_or_survey","street_accepted_for_maintenance","functional_class","x","y","latitude","longitude","line","point",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"33263000","03RD ST","100","LANE ST","Intersection","2005-09-26T18:19:13.000","Treatment","No",,"6014332.36572","2093391.44085","37.728860109178946","-122.39270344185003",,"POINT (-122.39270344183 37.728860122999)","86","86","2","9","1"
"27972000","Cabrillo St","100","45th Ave","Intersection","2012-08-27T10:56:39.000","Treatment","No",,"5981995.13265","2110306.92955","37.77345626234089","-122.5057470751749",,"POINT (-122.505747075169 37.773456276134)","8","8","8","4","29"
"27435000","LINCOLN WAY","100","26TH AVE","Intersection","2008-11-18T15:52:40.000","Treatment","No",,"5987995.53745","2107141.69476","37.76511673672764","-122.48475882836661",,"POINT (-122.484758828341 37.765116750515)","9","9","10","7","35"
"51033000","JURI ST","100","END: 1-99 BLOCK","Intersection","1998-06-02T00:00:00.000","Treatment","No",,"6005989.20431","2101231.11007","37.749919177038386","-122.42210309085701",,"POINT (-122.422103090857 37.749919190842)","53","53","3","5","20"
"24273000","08th St","100","Clementina St","Intersection","2012-05-21T10:12:45.000","Treatment","No",,"6009500.78464","2110449.54765","37.775428338377246","-122.41061072907263",,"POINT (-122.410610729055 37.775428352174)","32","32","1","10","34"
"33391000","MISSION ST","100","COLLEGE TER","Intersection","2005-10-11T15:30:46.000","Treatment","No",,"6004805.76399","2095558.98115","37.734277984141386","-122.42579180390216",,"POINT (-122.425791803906 37.734277997956)","93","93","9","2","2"
"24805000","FRONT ST","100","VALLEJO ST","Intersection","1997-10-29T00:00:00.000","Treatment","No",,"6012727.05113","2119216.75895","37.799681400715635","-122.40006607843321",,"POINT (-122.400066078419 37.799681414479)","77","77","6","3","8"
"9877101","Octavia St","84","Rose St","Page St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","6005600.164","2109888.314","37.77366788228315","-122.42406399144062","LINESTRING (-122.42401188828 37.773403973144, -122.424085332747 37.773775978165, -122.423947061538 37.773889238591)",,,,,,
"30038000","BATTERY ST","100","JOHN MAHER ST","Intersection","2010-05-14T11:39:14.000","Treatment","No",,"6012316.04196","2119675.92199","37.80091922709166","-122.40152061762967",,"POINT (-122.401520617603 37.800919240849)","77","77","6","3","8"
"33505000","Emerald Ln: Everglade Dr Intersection","100","EVERGLADE DR","Intersection","2021-10-04T09:47:00.000","Treatment","No",,"5986528.33846","2095594.67511","37.73332618076683","-122.48898450919211",,"POINT (-122.488984509172 37.733326194589)","43","43","10","8","35"
"23053000","Arellano Ave: Serrano Dr Intersection","100","SERRANO DR","Intersection","2017-07-26T15:14:47.000","Treatment","No",,"5989304.77274","2090736.01716","37.720147192489506","-122.47903044677352",,"POINT (-122.479030446765 37.720147206339)","42","42","10","8","16"
"2045000","47th Ave","100","Judah St","Kirkham St","2022-09-08T09:39:17.000","Treatment","Yes","Residential","5981542.87825","2105213.6077","37.75944484622335","-122.50693357995654","LINESTRING (-122.506999208399 37.760377066113, -122.506867953123 37.758512653759)",,,,,,
"25646000","JERSEY ST","100","VICKSBURG ST","Intersection","2008-06-23T12:26:55.000","Treatment","No",,"6004156.87185","2101600.14911","37.75082895441888","-122.42846568730158",,"POINT (-122.428465687308 37.750828968222)","84","84","3","5","22"
"27052000","Crestmont Dr: Devonshire Way Intersection","100","DEVONSHIRE WAY","Intersection","2021-06-16T09:12:21.000","Treatment","No",,"5995206.57796","2103645.2271","37.75593367021177","-122.45956450991629",,"POINT (-122.459564509909 37.755933684005)","110","110","7","8","14"
"21816000","College Ave","100","Murray St","Intersection","2013-08-22T10:33:06.000","Treatment","No",,"6005406.98728","2095293.29377","37.73358242294077","-122.42369429529495",,"POINT (-122.423694295276 37.733582436756)","93","93","9","2","2"
"25460000","Powell St","100","Vandewater St","Intersection","2013-09-11T14:30:30.000","Treatment","No",,"6009362.88707","2121353.91762","37.80536136337437","-122.41185846301681",,"POINT (-122.411858462999 37.805361377126)","106","106","6","3","23"
"23258000","29th Ave: Ulloa St Intersection","100","ULLOA ST","Intersection","2020-12-30T14:01:53.000","Treatment","No",,"5987367.47257","2098266.29242","37.74071068048075","-122.48627949324485",,"POINT (-122.486279493243 37.740710694302)","40","40","10","7","35"
"21931000","LAIDLEY ST","100","ROANOKE ST","Intersection","2008-05-01T09:49:16.000","Treatment","No",,"6003373.95192","2096248.40829","37.73608997772488","-122.43079121920982",,"POINT (-122.430791219205 37.736089991556)","59","59","9","5","10"
"23345000","31ST AVE","100","VICENTE ST","Intersection","1999-08-26T00:00:00.000","Treatment","No",,"5986772.09907","2097567.63868","37.738757643202604","-122.48828671139182",,"POINT (-122.488286711371 37.738757657035)","40","40","10","7","35"
"26698000","Filbert St","100","Franklin St","Intersection","2014-11-13T15:05:36.000","Treatment","No",,"6005286.47235","2119221.09922","37.79927565750097","-122.42581353142754",,"POINT (-122.425813531423 37.799275671275)","15","15","4","6","13"
"20853000","Dartmouth St: Mansell St Intersection","100","MANSELL ST","Intersection","2022-08-16T14:25:23.000","Treatment","No",,"6009545.14975","2090111.38165","37.71958671120517","-122.40902190699872",,"POINT (-122.409021906995 37.719586725054)","91","91","2","9","19"
"21437000","Brunswick St: Newton St Intersection","100","NEWTON ST","Intersection","2017-02-03T12:08:42.000","Treatment","No",,"6001091.36076","2087529.90326","37.71202135468595","-122.43805871624781",,"POINT (-122.438058716229 37.712021368535)","58","58","9","1","7"
"25147000","LARKIN ST","100","TURK ST","Intersection","2010-03-24T12:51:41.000","Treatment","No",,"6007608.47037","2113019.64293","37.782378929281904","-122.41733888068991",,"POINT (-122.417338880692 37.782378943067)","20","20","5","10","36"
"26914000","Euclid Ave","100","Manzanita Ave","Intersection","2011-07-12T14:39:50.000","Treatment","No",,"5997893.61425","2113911.09659","37.78427525958222","-122.451012147126",,"POINT (-122.451012147117 37.784275273346)","11","11","8","6","31"
"5899000","Fulton St","100","Loyola Ter","Clayton St","2022-05-23T13:57:30.000","Treatment","Yes","Arterial","5998327.429","2110685.881","37.77544449791139","-122.449278863985","LINESTRING (-122.44884990033 37.775499053132, -122.44970782701 37.77538994113)",,,,,,
"24379000","14th St: Woodward St Intersection","100","WOODWARD ST","Intersection","2022-06-28T09:53:26.000","Treatment","No",,"6006509.43361","2107887.57565","37.76822561189413","-122.42077661482504",,"POINT (-122.420776614817 37.768225625697)","53","53","3","2","20"
"21348000","San Jose Ave: Valley St Intersection","100","VALLEY ST","Intersection","2017-06-21T10:18:41.000","Treatment","No",,"6005853.55561","2099354.50013","37.74475878266484","-122.42243884600512",,"POINT (-122.422438845985 37.744758796469)",,,"9","5","2"
"27384000","NORIEGA ST","100","25TH AVE","Intersection","2011-05-09T09:32:59.000","Treatment","No",,"5988446.82579","2103067.80824","37.75395722124439","-122.48289935584191",,"POINT (-122.482899355815 37.753957235038)","39","39","10","7","35"
"32923000","Storrie St: Market St Intersection","100","STORRIE ST","Intersection","2015-05-25T15:49:59.000","Treatment","No",,"6000827.34569","2105390.43495","37.76104718254763","-122.44025124514918",,"POINT (-122.440251245145 37.761047196334)","115","115","3","5","5"
"53010000","03RD ST","100","KEITH ST","Intersection","2005-09-26T18:22:26.000","Treatment","No",,"6012527.3567","2089848.825","37.719032391722415","-122.3986950141073",,"POINT (-122.398695014107 37.719032405549)","88","88","2","9","1"
"22408000","Teresita Blvd: Isola Way Intersection","100","TERESITA BLVD","Intersection","2016-06-27T09:30:43.000","Treatment","No",,"5997689.74418","2098463.98898","37.74184973778896","-122.4506034183347",,"POINT (-122.450603418313 37.741849751599)","72","72","9","8","41"
"51431000","25th Ave: End Intersection","100","25TH AVE","Intersection","2021-03-08T10:05:51.000","Treatment","No",,"5987993.69916","2116140.56535","37.789825000160455","-122.48542559816666",,"POINT (-122.485425598162 37.789825013925)","1","1","8","6","27"
"27949000","46th Ave: Irving St Intersection","100","IRVING ST","Intersection","2017-04-14T10:34:23.000","Treatment","No",,"5981817.78969","2106242.10206","37.76228498352703","-122.50605907530777",,"POINT (-122.506059075289 37.762284997332)","39","39","10","7","35"
"25526000","Columbus Ave","100","Houston St","Intersection","2013-02-22T13:28:57.000","Treatment","No",,"6008316.07228","2120856.38979","37.80393649436959","-122.41544586807018",,"POINT (-122.41544586807 37.803936508127)","106","106","6","3","32"
"25378000","Grant Ave","100","Edith St","Intersection","2010-07-12T09:23:09.000","Treatment","No",,"6010450.38941","2120421.74941","37.80286280992357","-122.40802922237025",,"POINT (-122.408029222363 37.80286282367)","18","18","6","3","23"
"27976000","48th Ave: Fulton St Intersection","100","FULTON ST","Intersection","2017-04-19T16:55:49.000","Treatment","No",,"5981090.546","2109594.006","37.77144550164175","-122.50882317219464",,"POINT (-122.508823170516 37.771445516694)","8","8","8","4","12"
"24942000","O'FARRELL ST","100","TAYLOR ST","Intersection","2005-07-26T13:55:19.000","Treatment","No",,"6009372.80496","2114300.95827","37.78599622178783","-122.41132558145951",,"POINT (-122.411325581449 37.785996235568)","20","20","5","3","36"
"25326000","GRANT AVE","100","GREEN ST","Intersection","2002-01-24T00:00:00.000","Treatment","No",,"6010610.0727","2119267.93676","37.79970366263373","-122.40739524309885",,"POINT (-122.407395243098 37.799703676402)","106","106","6","3","23"
"27271000","BALBOA ST","100","06TH AVE","Intersection","2009-06-05T16:34:14.000","Treatment","No",,"5994084.2766","2111426.63071","37.77723476494483","-122.46401060165499",,"POINT (-122.464010601659 37.77723477872)","5","5","8","4","11"
"21361000","GENEVA AVE","100","PARQUE DR","Intersection","2000-05-16T00:00:00.000","Treatment","No",,"6005455.876","2086398.567","37.70916219200424","-122.42289332870837",,"POINT (-122.422893326971 37.709162205717)","74","74","9","9","40"
"25689000","GUERRERO ST","100","DORLAND ST","Intersection","2012-03-14T15:53:10.000","Treatment","No",,"6005555.09329","2105764.02085","37.76234099915227","-122.4239265633446",,"POINT (-122.423926563346 37.762341012939)","37","37","3","5","20"
"25993000","Haight St: Steiner St Intersection","100","STEINER ST","Intersection","2017-11-30T14:59:41.000","Treatment","No",,"6003266.95178","2109291.53533","37.77189725208277","-122.43209230116982",,"POINT (-122.432092301158 37.771897265858)","26","26","4","11","3"
"25171000","LARKIN ST","100","MYRTLE ST","Intersection","2009-10-13T11:20:36.000","Treatment","No",,"6007442.87655","2114211.33064","37.78564169597451","-122.417996269501",,"POINT (-122.417996269476 37.78564170976)","20","20","5","10","36"
"6888000","Hermann St","35","Church St","Fillmore St","2021-10-15T10:22:52.000","Survey","Yes","Collector","6003960.94778","2108694.343","37.77029682915046","-122.42964911976323","LINESTRING (-122.429224618981 37.770350618827, -122.430073619928 37.77024306553)",,,,,,
"10011000","Ortega St","100","23rd Ave","24th Ave","2021-07-12T13:07:04.000","Treatment","Yes","Residential","5988934.15448","2102404.2708","37.75216366804503","-122.48116549348468","LINESTRING (-122.480628878951 37.75218735728, -122.481702107632 37.752140004)",,,,,,
"25817000","19th St: Eureka St Intersection","100","EUREKA ST","Intersection","2018-01-30T16:23:49.000","Treatment","No",,"6001430.77658","2104666.08853","37.759092641461024","-122.43811235429591",,"POINT (-122.438112354283 37.759092655254)","115","115","3","5","5"
"20412000","CASTILLO ST","100","VELASCO AVE","Intersection","1999-08-26T00:00:00.000","Treatment","No",,"6006972.63311","2086480.05777","37.70947141607432","-122.41765694303794",,"POINT (-122.417656943035 37.709471429912)","74","74","9","9","40"
"26482000","Anza St","100","Cook St","Intersection","2011-11-02T08:40:12.000","Treatment","No",,"5997617.25705","2112539.25818","37.78049272658727","-122.45186923984176",,"POINT (-122.451869239848 37.780492740379)","12","12","7","4","18"
"11318000","Salinas Ave","100","Carr St","Jamestown Ave","2022-09-02T15:28:02.000","Treatment","Yes","Residential","6012816.766","2090574.47","37.72104100122264","-122.39774550181544","LINESTRING (-122.397270981907 37.72092961894, -122.397846262942 37.721064652216, -122.398229562857 37.721120683302)",,,,,,
"24382000","VALENCIA ST","100","BROSNAN ST","Intersection","2008-06-05T09:46:20.000","Treatment","No",,"6006085.24069","2108088.77178","37.768754130558364","-122.4222581546767",,"POINT (-122.42225815467 37.76875414435)","37","37","3","5","20"
"27407000","28th Ave","100","Lawton St","Intersection","2013-12-18T15:16:39.000","Treatment","No",,"5987467.92898","2104394.12921","37.757541932302566","-122.48638193786678",,"POINT (-122.48638193785 37.757541946096)","39","39","10","7","35"
"21965000","JOOST AVE","100","LIPPARD AVE","Intersection","2003-05-02T00:00:00.000","Treatment","No",,"6001771.19457","2094931.23079","37.73238237406478","-122.43623835769543",,"POINT (-122.436238357702 37.732382387891)","95","95","9","5","41"
"12248000","Summit St","87","Margaret Ave","Josiah Ave \ Montana St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","5996536.03788","2089252.82445","37.71649197983952","-122.45392747531218","LINESTRING (-122.453699827177 37.716108884516, -122.454155125756 37.716875102412)",,,,,,
"21685000","Madrid St: Brazil Ave Intersection","100","MADRID ST","Intersection","2015-06-29T08:24:30.000","Treatment","No",,"6003033.43018","2091549.02221","37.723167225648474","-122.43163313406822",,"POINT (-122.431633134057 37.723167239486)","90","90","9","1","7"
"26194000","Clayton St: Deming St Intersection","100","DEMING ST","Intersection","2020-03-30T09:59:52.000","Treatment","No",,"5999061.79016","2105195.29009","37.76041068426008","-122.44634347429565",,"POINT (-122.446343474298 37.760410698069)","47","47","7","5","14"
"20131000","Ingalls St: Oakdale Ave Intersection","100","OAKDALE AVE","Intersection","2020-03-26T16:00:02.000","Treatment","No",,"6017181.31542","2093873.64216","37.73034195740808","-122.38288787178078",,"POINT (-122.382887871766 37.730341971228)","86","86","2","9","1"
"23015000","Banbury Dr","100","Stratford Dr","Intersection","2014-03-25T11:29:09.000","Treatment","No",,"5990870.701","2090642.24971","37.71998054340226","-122.4736107768445",,"POINT (-122.473610776845 37.71998055723)","41","41","10","8","41"
"27983000","BALBOA ST","100","44TH AVE","Intersection","2008-10-21T15:49:02.000","Treatment","No",,"5982279.01981","2110998.72621","37.77537243852477","-122.50481635649652",,"POINT (-122.504816356497 37.775372452323)","8","8","8","4","29"
"5905000","Fulton St","100","Parsons St","Willard St","2022-06-16T09:55:45.000","Treatment","Yes","Arterial","5996446.05459","2110425.15203","37.77462079649309","-122.45576809287209","LINESTRING (-122.455252545029 37.774686906349, -122.456283639802 37.774554711935)",,,,,,
"32985000","Parkridge Dr","100","Vista Ln","Intersection","2014-10-29T16:56:32.000","Treatment","No",,"5999186.39335","2102075.87724","37.751852661065946","-122.44568819824498",,"POINT (-122.445688198246 37.751852674864)","51","51","7","5","38"
"25648000","JERSEY ST","100","SANCHEZ ST","Intersection","2008-06-23T12:27:04.000","Treatment","No",,"6003835.274","2101582.39622","37.75076200503175","-122.42957653574257",,"POINT (-122.429576535729 37.750762018846)","84","84","3","5","22"
"22244000","GENNESSEE ST","100","HEARST AVE","Intersection","2002-08-16T00:00:00.000","Treatment","No",,"5997449.61066","2094401.39905","37.73068109568003","-122.45114081062061",,"POINT (-122.451140810627 37.730681109495)","95","95","9","8","41"
"26411000","COLE ST","100","BEULAH ST","Intersection","2008-06-16T11:52:42.000","Treatment","No",,"5997963.35964","2107860.13099","37.767664867284026","-122.45033451876314",,"POINT (-122.450334518762 37.767664881082)","29","29","7","11","3"
