"socrata_entity_number","home_cost_center","home_cost_center_description","cost_center","employment_status","union_name","age_range","gender","ethnic_code_description","title","current_hire_date","date_terminated","longevity_range","total_wages","total_benefits","total_taxes","total_cost","date","regular_pay","premium_pay"
"5732","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","50-59 years old","Male","Black or African-American","Laborer-SH","1999-03-15T00:00:00.000",,"16-20 years with the City","49561.71","6860.14","3670.22","60092.07","2019",,
"5732","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","50-59 years old","Male","Black or African-American","Laborer","1999-03-15T00:00:00.000",,"21-25 years with the City","56979.32","556.76",,"57536.08","2020","50306.76","6672.56"
"5732","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","60-69 years old","Male","Black or African American","Laborer","1999-03-15T00:00:00.000",,"21-25 years with the City","63425.01","5928.26",,"69353.27","2021","53308.37","10116.64"
"5754","250000","PS - FIRE BUREAU","Fire MAC Unit","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000",,"36-40 years with the City","117603.01","18006.96","0.00","135609.97","2017",,
"5754","250000","PS - FIRE BUREAU","Fire MAC Unit","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000",,"36-40 years with the City","118360.38","18144.60","0.00","136504.98","2018",,
"5754","250000","PS - FIRE BUREAU","Fire MAC Unit","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000","2019-06-19T00:00:00.000","36-40 years with the City","78306.47","9430.08","0.00","87736.55","2019",,
"5754","250000","PS - FIRE BUREAU","Fire MAC Unit","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000","2019-06-19T23:59:00.000","36-40 years with the City","45.71","0.00",,"45.71","2020","45.71","0.00"
"5762","101200","CITY CLERK","City Clerk","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Administrative/Research Assistant","1996-03-04T00:00:00.000",,"21-25 years with the City","41011.27","6338.16","3024.82","50374.25","2017",,
"5762","101200","CITY CLERK","City Clerk","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Administrative/Research Assistant","1996-03-04T00:00:00.000",,"21-25 years with the City","42020.54","6699.60","3024.82","51744.96","2018",,
"5762","101200","CITY CLERK","City Clerk","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Admin Aide-City Clerk","1996-03-04T00:00:00.000",,"21-25 years with the City","42728.51","6771.43","3080.28","52580.22","2019",,
"5762","101200","CITY CLERK","City Clerk","Full-time","Non Union","60-69 years old","Female","Black or African-American","Deputy City Clerk 1","1996-03-04T00:00:00.000",,"21-25 years with the City","47338.57","7313.32",,"54651.89","2020","47338.57","0.00"
"5762","101200","CITY CLERK","City Clerk","Full-time","Non Union","60-69 years old","Female","Black or African American","Deputy City Clerk 1","1996-03-04T00:00:00.000",,"21-25 years with the City","48806.56","8421.36",,"57227.92","2021","46806.56","2000.00"
"5792","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1993-07-05T00:00:00.000",,"21-25 years with the City","92020.06","5166.82","1414.51","98601.39","2017",,
"5792","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1993-07-05T00:00:00.000",,"21-25 years with the City","99089.19","5511.24","1414.51","106014.94","2018",,
"5792","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","60-69 years old","Male","White","Police Officer/Detective","1993-07-05T00:00:00.000",,"26-30 years with the City","92539.74","13012.58","1287.84","106840.16","2019",,
"5792","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Male","White","Police Sergeant","1993-07-05T00:00:00.000",,"26-30 years with the City","105011.74","17280.45",,"122292.19","2020","90485.51","14526.23"
"5792","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Male","White","Police Sergeant","1993-07-05T00:00:00.000",,"26-30 years with the City","104567.14","19025.60",,"123592.74","2021","95442.14","9125.00"
"5866","420000","PW - BUREAU OF ADMINISTRATION","PW-Streets Maintenance","Full-time","AFSCME Local 2719","60-69 years old","Female","White","Account Clerk-SH","1989-06-05T00:00:00.000",,"26-30 years with the City","34443.61","6428.64","2716.45","43588.70","2017",,
"5866","420000","PW - BUREAU OF ADMINISTRATION","PW-Streets Maintenance","Full-time","AFSCME Local 2719","60-69 years old","Female","White","Account Clerk-SH","1989-06-05T00:00:00.000",,"26-30 years with the City","38053.56","7686.42","2716.45","48456.43","2018",,
"5866","420000","PW - BUREAU OF ADMINISTRATION","PW-Streets Maintenance","Full-time","AFSCME Local 2719","60-69 years old","Female","White","Account Clerk-SH","1989-06-05T00:00:00.000",,"26-30 years with the City","33789.85","6999.21","2336.75","43125.81","2019",,
"5866","420000","PW - BUREAU OF ADMINISTRATION","PW-Admin","Full-time","AFSCME","60-69 years old","Female","White","Technician, Payroll","1989-06-05T00:00:00.000",,"31-35 years with the City","39039.42","7545.10",,"46584.52","2020","38252.82","786.60"
"5866","420000","PW - BUREAU OF ADMINISTRATION","PW-Admin","Full-time","AFSCME","60-69 years old","Female","White","Technician, Payroll","1989-06-05T00:00:00.000",,"31-35 years with the City","38599.79","8689.62",,"47289.41","2021","38599.79","0.00"
"5882","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","White","Master Police Officer","1980-05-27T00:00:00.000",,"36-40 years with the City","98771.88","5166.82","0.00","103938.70","2017",,
"5882","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","White","Master Police Officer","1980-05-27T00:00:00.000",,"36-40 years with the City","101977.96","5557.00","0.00","107534.96","2018",,
"5882","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","White","Master Police Officer","1980-05-27T00:00:00.000",,"36-40 years with the City","91967.65","5321.75","0.00","97289.40","2019",,
"5882","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","White","Master Police Officer","1980-05-27T00:00:00.000",,"36-40 years with the City","116428.88","5791.03",,"122219.91","2020","88873.25","27555.63"
"5882","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","White","Master Police Officer","1980-05-27T00:00:00.000",,"41-45 years with the City","115423.69","6394.40",,"121818.09","2021","95923.44","19500.25"
"5892","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1988-01-25T00:00:00.000",,"26-30 years with the City","46200.12","14633.85","3832.40","64666.37","2017",,
"5892","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1988-01-25T00:00:00.000",,"26-30 years with the City","51579.98","17287.19","3832.40","72699.57","2018",,
"5892","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1988-01-25T00:00:00.000",,"31-35 years with the City","41218.70","16024.43","3037.56","60280.69","2019",,
"5892","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1988-01-25T00:00:00.000",,"31-35 years with the City","49778.21","693.04",,"50471.25","2020","48740.70","1037.51"
"5892","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer","1988-01-25T00:00:00.000",,"31-35 years with the City","49280.10","13809.08",,"63089.18","2021","49280.10","0.00"
"5948","999900","CIVILIAN REVIEW BOARD","Citizen Police Review Board","Full-time","Non-Union","60-69 years old","Female","White","Exec Dir Citizen Police","1999-01-19T00:00:00.000",,"16-20 years with the City","89725.05","6627.54","6838.50","103191.09","2017",,
"5948","999900","CIVILIAN REVIEW BOARD","Citizen Police Review Board","Full-time","Non-Union","60-69 years old","Female","White","Exec Dir Citizen Police","1999-01-19T00:00:00.000",,"16-20 years with the City","91610.69","7283.08","6838.50","105732.27","2018",,
"5948","999900","CIVILIAN REVIEW BOARD","Citizen Police Review Board","Full-time","Non-Union","60-69 years old","Female","White","Exec Dir Citizen Police","1999-01-19T00:00:00.000",,"16-20 years with the City","92138.49","7392.39","6844.70","106375.58","2019",,
"5948","999900","CIVILIAN REVIEW BOARD","Citizen Police Review Board","Full-time","Non Union","60-69 years old","Female","White","Exec Dir Citizen Police","1999-01-19T00:00:00.000",,"21-25 years with the City","102300.98","8128.36",,"110429.34","2020","102300.98","0.00"
"5948","999900","CIVILIAN REVIEW BOARD","Citizen Police Review Board","Full-time","Non Union","60-69 years old","Female","White","Exec Dir Citizen Police","1999-01-19T00:00:00.000",,"21-25 years with the City","101151.39","9335.64",,"110487.03","2021","101151.39","0.00"
"5974","420000","PW - BUREAU OF ADMINISTRATION","PW-6th Division","Full-time","PJCBC","40-49 years old","Male","Black or African-American","Sweeper Operator","2006-07-20T00:00:00.000",,"11-15 years with the City","52745.39","11822.40","4423.17","68990.96","2017",,
"5974","420000","PW - BUREAU OF ADMINISTRATION","PW-6th Division","Full-time","PJCBC","40-49 years old","Male","Black or African-American","Sweeper Operator","2006-07-20T00:00:00.000",,"11-15 years with the City","59659.97","13957.19","4423.17","78040.33","2018",,
"5974","420000","PW - BUREAU OF ADMINISTRATION","PW-6th Division","Full-time","PJCBC","50-59 years old","Male","Black or African-American","Sweeper Operator","2006-07-20T00:00:00.000",,"11-15 years with the City","66595.69","12878.14","4950.52","84424.35","2019",,
"5974","420000","PW - BUREAU OF ADMINISTRATION","PW-1st Division","Full-time","PJCBC","50-59 years old","Male","Black or African-American","Sweeper Operator","1989-02-27T00:00:00.000",,"31-35 years with the City","64050.15","871.36",,"64921.51","2020","54262.68","9787.47"
"5974","420000","PW - BUREAU OF ADMINISTRATION","PW-1st Division","Full-time","PJCBC","50-59 years old","Male","Black or African American","Sweeper Operator","1989-02-27T00:00:00.000",,"31-35 years with the City","57818.69","11230.16",,"69048.85","2021","46740.20","11078.49"
"6010","230000","PS - POLICE BUREAU","School Guards","Full-time","School Guards","60-69 years old","Female","White","School Crossing Guard","1984-05-21T00:00:00.000",,"31-35 years with the City","28080.68","7049.52","2119.68","37249.88","2017",,
"6010","230000","PS - POLICE BUREAU","School Guards","Full-time","School Guards","60-69 years old","Female","White","School Crossing Guard","1984-05-21T00:00:00.000",,"31-35 years with the City","28545.82","7536.96","2119.68","38202.46","2018",,
"6010","230000","PS - POLICE BUREAU","School Guards","Full-time","School Guards","60-69 years old","Female","White","School Crossing Guard","1984-05-21T00:00:00.000",,"31-35 years with the City","28723.97","7618.06","2132.63","38474.66","2019",,
"6010","210000","PS - ADMIN AND SUPPORT SERVICE","School Guards","Full-time","School Guards","60-69 years old","Female","White","School Crossing Guard","1983-10-03T00:00:00.000","2020-11-30T23:59:00.000","36-40 years with the City","21668.24","7811.86",,"29480.10","2020","21168.24","500.00"
"6068","600000","MOBILITY AND INFRASTRUCTURE","DOMI Traffic","Full-time","PJCBC","50-59 years old","Male","White","Traffic Cont Electrician 2","1987-03-09T00:00:00.000",,"31-35 years with the City","52411.94","14633.85","3915.29","70961.08","2017",,
"6068","600000","MOBILITY AND INFRASTRUCTURE","DOMI Traffic","Full-time","PJCBC","50-59 years old","Male","White","Traffic Cont Electrician 2","1987-03-09T00:00:00.000",,"31-35 years with the City","52663.58","17287.19","3915.29","73866.06","2018",,
"6068","600000","MOBILITY AND INFRASTRUCTURE","DOMI Traffic","Full-time","PJCBC","50-59 years old","Male","White","Traffic Cont Electrician 2","1987-03-09T00:00:00.000",,"31-35 years with the City","52877.31","16024.43","3918.28","72820.02","2019",,
"6068","600000","MOBILITY AND INFRASTRUCTURE","DOMI Traffic","Full-time","PJCBC","50-59 years old","Male","White","Traffic Cont Electrician 2","1987-03-09T00:00:00.000",,"31-35 years with the City","58670.08","800.14",,"59470.22","2020","58139.71","530.37"
"6068","600000","MOBILITY AND INFRASTRUCTURE","DOMI Traffic","Full-time","PJCBC","50-59 years old","Male","White","Traffic Cont Electrician 2","1987-03-09T00:00:00.000",,"31-35 years with the City","60566.72","13923.76",,"74490.48","2021","58802.70","1764.02"
"6080","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Tractor Operator","1997-01-13T00:00:00.000","2018-03-31T00:00:00.000","21-25 years with the City","48004.80","14633.85","1584.81","64223.46","2017",,
"6080","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Tractor Operator","1997-01-13T00:00:00.000","2018-03-31T00:00:00.000","21-25 years with the City","21166.71","4285.96","1584.81","27037.48","2018",,
"6102","430000","PW - ENVIRONMENTAL SERVICES","ES-Refuse Coll Drivers","Full-time","Refuse/Teamsters","40-49 years old","Male","Black or African-American","Truck Driver A 4th Year","2002-09-16T00:00:00.000",,"16-20 years with the City","47120.41","8831.84","3264.24","59216.49","2017",,
"6102","430000","PW - ENVIRONMENTAL SERVICES","ES-Refuse Coll Drivers","Full-time","Refuse/Teamsters","40-49 years old","Male","Black or African-American","Truck Driver A 4th Year","2002-09-16T00:00:00.000",,"16-20 years with the City","46319.26","11422.95","3264.24","61006.45","2018",,
"6102","430000","PW - ENVIRONMENTAL SERVICES","ES-Refuse Coll Drivers","Full-time","Refuse/Teamsters","50-59 years old","Male","Black or African-American","Truck Driver A 4th Year","2002-09-16T00:00:00.000",,"16-20 years with the City","31232.59","12006.83","2256.66","45496.08","2019",,
"6102","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Refuse Co-Drivers","Full-time","Teamsters","50-59 years old","Male","Black or African-American","Driver","2002-09-16T00:00:00.000",,"16-20 years with the City","63068.90","7642.33",,"70711.23","2020","59802.21","3266.69"
"6102","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Refuse Co-Drivers","Full-time","Teamsters","50-59 years old","Male","Black or African American","Driver","2002-09-16T00:00:00.000",,"16-20 years with the City","46483.12","12161.88",,"58645.00","2021","43189.35","3293.77"
"6106","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division-Admin","Full-time","Non-Union","50-59 years old","Male","White","Streets Maintenance Supervisor","1988-01-25T00:00:00.000",,"26-30 years with the City","73382.20","13357.86","5500.24","92240.30","2017",,
"6106","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division-Admin","Full-time","Non-Union","50-59 years old","Male","White","Streets Maintenance Supervisor","1988-01-25T00:00:00.000",,"26-30 years with the City","74581.02","14084.40","5500.24","94165.66","2018",,
"6106","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division-Admin","Full-time","Non-Union","50-59 years old","Male","White","Streets Maintenance Supervisor","1988-01-25T00:00:00.000",,"31-35 years with the City","73065.53","14256.89","5383.79","92706.21","2019",,
"6106","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","Non Union","50-59 years old","Male","White","Streets Maintenance Supervisor","1988-01-25T00:00:00.000",,"31-35 years with the City","63449.78","15039.24",,"78489.02","2020","63449.78","0.00"
"6106","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","Non Union","50-59 years old","Male","White","Streets Maintenance Supervisor","1988-01-25T00:00:00.000",,"31-35 years with the City","79783.07","17283.44",,"97066.51","2021","79783.07","0.00"
"6136","430000","PW - ENVIRONMENTAL SERVICES","ES-Refuse Coll Drivers","Full-time","Refuse/Teamsters","60-69 years old","Male","Black or African-American","Truck Driver A 4th Year","1995-07-11T00:00:00.000",,"21-25 years with the City","49500.24","7341.30","3627.28","60468.82","2017",,
"6136","430000","PW - ENVIRONMENTAL SERVICES","ES-Refuse Coll Drivers","Full-time","Refuse/Teamsters","60-69 years old","Male","Black or African-American","Truck Driver A 4th Year","1995-07-11T00:00:00.000",,"21-25 years with the City","50843.34","13204.80","3627.28","67675.42","2018",,
"6136","430000","PW - ENVIRONMENTAL SERVICES","ES-Refuse Coll Drivers","Full-time","Refuse/Teamsters","60-69 years old","Male","Black or African-American","Truck Driver A 4th Year","1995-07-11T00:00:00.000",,"21-25 years with the City","54439.59","13019.18","3890.84","71349.61","2019",,
"6136","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Refuse Co-Drivers","Full-time","Teamsters","60-69 years old","Male","Black or African-American","Truck Driver A 4th Year","1995-07-11T00:00:00.000","2020-04-15T23:59:00.000","21-25 years with the City","26819.03","284.32",,"27103.35","2020","26529.38","289.65"
"6142","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Coll Disp-Admin","Full-time","AFSCME Local 2037","70-79 years old","Male","White","Foreman, Environ Serv","1972-10-24T00:00:00.000","2016-12-31T00:00:00.000","46-50 years with the City","4157.49","88.92","0.00","4246.41","2017",,
"6150","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","117839.93","15305.40","1593.98","134739.31","2017",,
"6150","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","116204.39","16321.84","1593.98","134120.21","2018",,
"6150","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","102504.89","15640.40","1405.88","119551.17","2019",,
"6150","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1994-06-27T00:00:00.000",,"26-30 years with the City","129148.90","17280.45",,"146429.35","2020","100272.68","28876.22"
"6150","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"26-30 years with the City","132166.68","18925.28",,"151091.96","2021","114668.69","17497.99"
"6156","250000","PS - FIRE BUREAU","Fire Engine Co. 10","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000",,"36-40 years with the City","99320.09","11861.76","0.00","111181.85","2017",,
"6156","250000","PS - FIRE BUREAU","Fire Engine Co. 10","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000",,"36-40 years with the City","102274.03","12096.40","0.00","114370.43","2018",,
"6156","250000","PS - FIRE BUREAU","Fire Engine Co. 10","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000",,"36-40 years with the City","91312.70","12049.47","0.00","103362.17","2019",,
"6156","250000","PS - FIRE BUREAU","Fire Engine Co. 10","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000",,"36-40 years with the City","103048.67","12200.63",,"115249.30","2020","94048.67","9000.00"
"6156","250000","PS - FIRE BUREAU","Fire Engine Co. 10","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1981-11-30T00:00:00.000",,"36-40 years with the City","108696.11","11760.48",,"120456.59","2021","98696.11","10000.00"
"6160","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","40-49 years old","Female","White","Master Police Officer","1993-07-05T00:00:00.000",,"21-25 years with the City","93347.22","5115.40","1357.61","99820.23","2017",,
"6160","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","40-49 years old","Female","White","Master Police Officer","1993-07-05T00:00:00.000",,"21-25 years with the City","96391.15","5455.42","1357.61","103204.18","2018",,
"6160","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1993-07-05T00:00:00.000","2019-11-04T00:00:00.000","26-30 years with the City","95039.68","4789.98","1342.36","101172.02","2019",,
"6160","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1993-07-05T00:00:00.000","2019-11-04T23:59:00.000","26-30 years with the City","3835.72","4.74",,"3840.46","2020","3429.85","405.87"
"6160","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1993-07-05T00:00:00.000","2019-11-04T23:59:00.000","26-30 years with the City","597.96","4.74",,"602.70","2021","597.96","0.00"
"6224","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division","Full-time","PJCBC","60-69 years old","Female","White","Laborer-SH","2004-04-19T00:00:00.000",,"11-15 years with the City","44639.25","21487.40","3366.49","69493.14","2017",,
"6224","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division","Full-time","PJCBC","60-69 years old","Female","White","Laborer-SH","2004-04-19T00:00:00.000",,"11-15 years with the City","45851.01","25413.19","3366.49","74630.69","2018",,
"6224","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division","Full-time","PJCBC","60-69 years old","Female","White","Laborer-SH","2004-04-19T00:00:00.000",,"11-15 years with the City","44966.25","20936.55","3313.08","69215.88","2019",,
"6224","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division","Full-time","PJCBC","60-69 years old","Female","White","Laborer","1999-01-25T00:00:00.000",,"21-25 years with the City","47397.74","693.04",,"48090.78","2020","46133.39","1264.35"
"6224","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division","Full-time","PJCBC","60-69 years old","Female","White","Laborer","1999-01-25T00:00:00.000","2021-01-29T23:59:00.000","21-25 years with the City","10078.25","86.67",,"10164.92","2021","9581.18","497.07"
"6230","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1988-04-04T00:00:00.000",,"26-30 years with the City","124877.39","10240.72","1850.62","136968.73","2017",,
"6230","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1988-04-04T00:00:00.000",,"26-30 years with the City","130773.64","10922.20","1850.62","143546.46","2018",,
"6230","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1988-04-04T00:00:00.000",,"31-35 years with the City","117210.32","10467.78","1655.49","129333.59","2019",,
"6230","230000","PS - POLICE BUREAU","Police Crime Analysis & Intel","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1988-04-04T00:00:00.000",,"31-35 years with the City","129729.34","11527.50",,"141256.84","2020","110951.54","18777.80"
"6230","230000","PS - POLICE BUREAU","Police Crime Analysis & Intel","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1988-04-04T00:00:00.000",,"31-35 years with the City","141256.02","12774.16",,"154030.18","2021","113889.61","27366.41"
"6234","230000","PS - POLICE BUREAU","School Guards","Full-time","School Guards","60-69 years old","Female","White","School Crossing Guard","1994-09-12T00:00:00.000","2017-03-30T00:00:00.000","21-25 years with the City","0.00","2056.11","0.00","2056.11","2017",,
"6270","250000","PS - FIRE BUREAU","Fire Engine Co. 20","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1993-11-08T00:00:00.000","2018-01-13T00:00:00.000","21-25 years with the City","29134.64","11861.76","431.31","41427.71","2017",,
"6270","250000","PS - FIRE BUREAU","Fire Engine Co. 20","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1993-11-08T00:00:00.000","2018-01-13T00:00:00.000","21-25 years with the City","29745.60","997.40","431.31","31174.31","2018",,
"6290","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","40-49 years old","Male","White","Truck Driver Class 2 -SH","2006-04-24T00:00:00.000",,"11-15 years with the City","48535.98","6463.40","2754.20","57753.58","2017",,
"6290","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","40-49 years old","Male","White","Truck Driver Class 2 -SH","2006-04-24T00:00:00.000",,"11-15 years with the City","37333.58","7063.63","2754.20","47151.41","2018",,
"6290","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","40-49 years old","Male","White","Truck Driver Class 2 -SH","2006-04-24T00:00:00.000",,"11-15 years with the City","43747.88","6860.14","3219.87","53827.89","2019",,
"6290","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","40-49 years old","Male","White","Truck Driver Class 2 -SH","2002-04-08T00:00:00.000",,"16-20 years with the City","44608.69","616.28",,"45224.97","2020","44201.62","407.07"
"6290","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","40-49 years old","Male","White","Truck Driver Class 2 -SH","2002-04-08T00:00:00.000",,"16-20 years with the City","40125.66","5994.33",,"46119.99","2021","39702.26","423.40"
"6332","420000","PW - BUREAU OF ADMINISTRATION","PW-1st Division","Full-time","PJCBC","50-59 years old","Male","White","General Laborer-Other","2007-03-12T00:00:00.000",,"11-15 years with the City","57200.12","10885.16","4271.30","72356.58","2017",,
"6332","420000","PW - BUREAU OF ADMINISTRATION","PW-1st Division","Full-time","PJCBC","50-59 years old","Male","White","General Laborer-Other","2007-03-12T00:00:00.000",,"11-15 years with the City","57640.38","13957.19","4271.30","75868.87","2018",,
"6332","420000","PW - BUREAU OF ADMINISTRATION","PW-1st Division","Full-time","PJCBC","50-59 years old","Male","White","General Laborer-Other","2007-03-12T00:00:00.000",,"11-15 years with the City","55115.86","12878.14","4065.85","72059.85","2019",,
"6332","450000","PW - BUREAU OF FACILITIES","PW-4th Division","Full-time","PJCBC","50-59 years old","Male","White","Foreman-SH","1995-06-19T00:00:00.000",,"21-25 years with the City","53549.56","755.99",,"54305.55","2020","51811.14","1738.42"
"6332","450000","PW - BUREAU OF FACILITIES","PW-4th Division","Full-time","PJCBC","50-59 years old","Male","White","Foreman-SH","1995-06-19T00:00:00.000",,"26-30 years with the City","52550.73","11218.78",,"63769.51","2021","51445.85","1104.88"
"6364","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","40-49 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","127602.64","15290.68","1832.33","144725.65","2017",,
"6364","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","40-49 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","130866.42","16305.82","1832.33","149004.57","2018",,
"6364","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","40-49 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","123951.52","15626.68","1734.78","141312.98","2019",,
"6364","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","40-49 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"26-30 years with the City","199291.44","17134.87",,"216426.31","2020","120313.79","78977.65"
"6364","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","40-49 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"26-30 years with the City","163046.02","17713.52",,"180759.54","2021","114404.15","48641.87"
"6366","250000","PS - FIRE BUREAU","Fire Engine Co. 24","Full-time","Fire","40-49 years old","Male","Black or African-American","Fire Lieutenant","1999-02-01T00:00:00.000",,"16-20 years with the City","93701.67","11861.76","1413.54","106976.97","2017",,
"6366","250000","PS - FIRE BUREAU","Fire Engine Co. 24","Full-time","Fire","40-49 years old","Male","Black or African-American","Fire Lieutenant","1999-02-01T00:00:00.000",,"16-20 years with the City","100646.80","12096.40","1413.54","114156.74","2018",,
"6366","250000","PS - FIRE BUREAU","Fire Engine Co. 24","Full-time","Fire","40-49 years old","Male","Black or African-American","Fire Lieutenant","1999-02-01T00:00:00.000",,"16-20 years with the City","96244.06","12049.47","1350.64","109644.17","2019",,
