"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","neighborhood","neighborhoodxy"
"APD*220000595","22047585","2022-04-10T00:00:00.000","02:04","28","F","B","N","PL","PL 220.16   11    BF3","CRIM POSS HALLUCINOGENIC SUBST","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001016","22078896","2022-06-08T00:00:00.000","18:25","22","M","W","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000782","21169910","2022-05-05T00:00:00.000","13:14","38","M","W","N","PL","PL 155.40   01    CF2","GR LARC 2-PROPTY VALUE GREATER THAN $50000","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001019","22065851","2022-06-08T00:00:00.000","18:25","53","M","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001868","21134594","2021-10-06T00:00:00.000","19:15","51","M","B","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000421","22032610","2022-03-09T00:00:00.000","23:10","20","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*210002197","21153952","2021-11-19T00:00:00.000","11:33","54","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Complaint","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000719","22055423","2022-04-26T00:00:00.000","05:43","43","M","W","N","PL","PL 121.12         DF2","STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ","C","Crime in Progress","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220001017","22078896","2022-06-08T00:00:00.000","18:18","21","M","W","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000472","22037075","2022-03-19T00:00:00.000","09:26","28","F","W","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000722","21125800","2022-04-26T00:00:00.000","20:45","27","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002019","21143824","2021-10-23T00:00:00.000","19:40","34","M","B","N","PL","PL 165.45   01    EF4","CPSP-4 PROPERTY VALUE GREATER THAN $1000","C","Crime in Progress","false","Albany","NY",,
"APD*220001014","22048777","2022-06-08T00:00:00.000","18:06","23","M","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Arrest Warrant","false","Albany","NY",,
"APD*220000674","22051626","2022-04-18T00:00:00.000","03:06","46","M","W","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP",,"Complaint","false","Albany","NY","Campus Area","POINT (-73.8190201566 42.6848032061)"
"APD*220000471","22037055","2022-03-19T00:00:00.000","09:00","31","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001107","22086975","2022-06-23T00:00:00.000","23:56","23","M","B","N","PL","PL 121.11   B     AM0","CRIM OBSTRUCT BREATHING/BLOOD CIRCULATION-BLOCK NOSE/MOUTH","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001186","22092728","2022-07-04T00:00:00.000","10:22","32","F","B","H","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001409","22109093","2022-08-03T00:00:00.000","05:33","25","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","true","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001812","21131149","2021-09-30T00:00:00.000","12:26","21","M","O","H","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","Helderberg","POINT (-73.7942911217 42.6514058554)"
"APD*220000720","22055612","2022-04-26T00:00:00.000","13:06","22","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*210002284","21163824","2021-12-03T00:00:00.000","23:48","25","M","B","N","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Complaint","false","Albany","NY",,
"APD*210002285","21164183","2021-12-03T00:00:00.000","19:45","25","M","B","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","A","Crime in Progress","false","Albany","NY",,
"APD*220000153","22003682","2022-01-27T00:00:00.000","08:00","31","F","B","N","PL","PL 160.05         DF3","ROBBERY-3RD","C","Other","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000911","22070676","2022-05-25T00:00:00.000","03:29","34","F","W","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000910","22070696","2022-05-25T00:00:00.000","07:30","51","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Crime in Progress","false","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)"
"APD*220001015","22078896","2022-06-08T00:00:00.000","18:18","53","M","W","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002283","21164108","2021-12-03T00:00:00.000","15:38","31","M","H","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*210001617","21120068","2021-09-10T00:00:00.000","14:05","26","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*210002279","21084597","2021-12-03T00:00:00.000","09:50","30","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001551","21114922","2021-09-04T00:00:00.000","22:15","19","M","B","N","PL","PL 155.35         DF3","GRAND LARCENY 3 VALUE GREATER THAN $3000","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001552","21117236","2021-09-04T00:00:00.000","22:15","19","M","B","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000725","22055801","2022-04-26T00:00:00.000","20:00","26","M","B","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*210002077","21148361","2021-11-01T00:00:00.000","18:00","43","M","H","H","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000841","22065453","2022-05-15T00:00:00.000","10:48","19","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY",,
"APD*220000920","22071034","2022-05-25T00:00:00.000","16:30","61","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000904","22070676","2022-05-25T00:00:00.000","03:29","35","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210002018","21143707","2021-10-23T00:00:00.000","17:28","44","F","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY",,
"APD*220000160","22008252","2022-01-27T00:00:00.000","20:30","30","M","W","N","PL","PL 165.45   02    EF4","CPSP 4 CREDIT CARD","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000919","22002320","2022-05-25T00:00:00.000","14:55","35","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000163","22005658","2022-01-27T00:00:00.000","22:46","62","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Complaint","false","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)"
"APD*220001387","22107741","2022-07-31T00:00:00.000","18:07","36","F","W","N","PL","PL 120.05   12    DF2","ASLT-2: INJURE VIC 65 OR OLDER","C","Crime in Progress","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001109","22087221","2022-06-24T00:00:00.000","14:40","18","M","W","N","PL","PL 165.05   03    AM3","USE VEH BY TEMP CUSTD-NO CNSNT","C","Crime in Progress","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*220000914","21133843","2022-05-25T00:00:00.000","09:12","49","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001110","22087363","2022-06-24T00:00:00.000","17:59","22","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000786","22026207","2022-05-06T00:00:00.000","11:15","54","F","B","N","PL","PL 155.30   01    EF4","GR LAR 4-VALUE PROPERTY GREATER THAN $1000","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001518","22101528","2022-08-17T00:00:00.000","10:15","18","M","W","H","PL","PL 155.30   04    EF4","GRAND LARCENY 4  CREDIT CARD","C","Complaint","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001389","22107822","2022-07-31T00:00:00.000","21:18","27","M","B","N","PL","PL 265.01-B       EF0","CRIMINAL POSSESSION FIREARM","C","Other","true","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000949","22073643","2022-05-30T00:00:00.000","16:40","22","F","W","N","PL","PL 160.10   01    CF2","ROBBERY 2ND/AIDED BY ANOTHER","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001311","22101462","2022-07-20T00:00:00.000","15:50","25","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002016","21101252","2021-10-23T00:00:00.000","04:20","18","M","B","N","PL","PL 130.30   01    DF2","RAPE 2 - Actor >17 Victim < 15","C","Arrest Warrant","false","Albany","NY",,
"APD*220000912","21166381","2022-05-25T00:00:00.000","03:29","34","F","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210002017","21143507","2021-10-23T00:00:00.000","04:22","18","M","B","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Crime in Progress","false","Albany","NY",,
"APD*220000158","21058738","2022-01-27T00:00:00.000","19:20","30","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000155","21158347","2022-01-27T00:00:00.000","10:40","22","F","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000909","22070696","2022-05-25T00:00:00.000","07:37","52","M","O","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000905","22070676","2022-05-25T00:00:00.000","03:29","26","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001815","21131451","2021-09-30T00:00:00.000","22:05","32","M","B","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000916","21085412","2022-05-25T00:00:00.000","10:00","48","F","B","N","PL","PL 160.05         DF3","ROBBERY-3RD","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000913","22070696","2022-05-25T00:00:00.000","07:37","49","M","W","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002076","21094105","2021-11-01T00:00:00.000","17:39","26","M","B","N","PL","PL 120.25         DF1","RECKLESS ENDANGERMENT 1ST","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001548","21117054","2021-09-04T00:00:00.000","18:30","23","M","B","N","PL","PL 215.51   BV    EF1","CRIM CONTEMPT-1ST-PHY CONTACT","C","Complaint","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*210001873","21134751","2021-10-07T00:00:00.000","07:00","28","M","B","U","PL","PL 270.25         AM3","UNLAWFUL FLEEING A POLICE OFFICER IN A MOTOR VEHICLE-3RD DEG","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000915","22061264","2022-05-25T00:00:00.000","09:00","20","M","B","N","PL","PL 160.10   01    CF2","ROBBERY 2ND/AIDED BY ANOTHER","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000921","22071140","2022-05-25T00:00:00.000","20:01","37","M","B","N","PL","PL 120.15         BM3","MENACING 3RD","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*210001881","21135179","2021-10-07T00:00:00.000","19:24","22","M","O","N","PL","PL 260.20   02    AM1","GIVE/SELL ALCOHOL PERSON UNDER 21","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000918","22070918","2022-05-25T00:00:00.000","12:42","23","M","H","H","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000784","22060521","2022-05-06T00:00:00.000","07:28","48","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY",,
"APD*210002277","21006641","2021-12-03T00:00:00.000","08:30","41","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY",,
"APD*220000787","22060922","2022-05-06T00:00:00.000","22:27","46","M","B","H","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Melrose","POINT (-73.7990796239 42.6727006271)"
"APD*220000945","22073457","2022-05-30T00:00:00.000","02:07","31","F","B","N","PL","PL 270.05   02    BM0","UNLAW POSSESS NOXIOUS MATTER","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001184","22033860","2022-07-04T00:00:00.000","09:07","32","F","B","H","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000742","22056358","2022-04-27T00:00:00.000","23:55","38","M","B","N","PL","PL 220.21   01    AF1","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000851","22066110","2022-05-16T00:00:00.000","14:46","31","M","W","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY",,
"APD*210001628","21120408","2021-09-11T00:00:00.000","01:22","34","M","W","H","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000738","22055099","2022-04-27T00:00:00.000","13:39","20","M","B","N","PL","PL 160.15   03    BF1","ROB  FORCBLE THEFT W/USE-INSTRM","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000852","22066270","2022-05-16T00:00:00.000","20:24","34","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY",,
"APD*220000849","22065950","2022-05-16T00:00:00.000","10:00","43","F","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000846","22002898","2022-05-16T00:00:00.000","10:19","23","M","H","H","PL","PL 120.25         DF1","RECKLESS ENDANGERMENT 1ST","C","Complaint","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000785","22060594","2022-05-06T00:00:00.000","10:15","41","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001063","22083214","2022-06-16T00:00:00.000","15:16","26","F","W","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
