"countryname","ifs","year","system","yrsoffc","finittrm","yrcurnt","multpl","military","defmin","percent1","percentl","prtyin","execme","execrlc","execnat","execrurl","execreg","execrel","execage","allhouse","nonchief","totalseats","gov1me","gov1seat","gov1vote","gov1rlc","gov1nat","gov1rurl","gov1reg","gov1rel","gov1age","gov2me","gov2seat","gov2vote","gov2rlc","gov2nat","gov2rurl","gov2reg","gov2rel","gov2age","gov3me","gov3seat","gov3vote","gov3rlc","gov3nat","gov3rurl","gov3reg","gov3rel","gov3age","govoth","govothst","govothvt","opp1me","opp1seat","opp1vote","opp1rlc","opp1nat","opp1rurl","opp1reg","opp1rel","opp1age","opp2me","opp2seat","opp2vote","opp3me","opp3seat","opp3vote","oppoth","oppothst","oppothvt","ulprty","numul","ulvote","oppmajh","oppmajs","dateleg","dateexec","legelec","exelec","liec","eiec","mdmh","mdms","ssh","pluralty","pr","housesys","thresh","dhondt","cl","select","fraud","auton","muni","author","stconst","gwno","location_1"
"India","IND","1998","2","2","1","3","1","0","0","-999","-999","2","Janata Dal","3","0","0","0","0","10","0","-999","532","Janata Dal","45",,"3","0","0","0","0","10","TMC","20",,"0","0","0","1","0","2","DMK","17",,"-999","0","0","1","0","49","11","96",,"BJP","161",,"0","1","0","0","4","18","INC","140",,"SS","15",,"12","38",,"0","0","0","0","0","-999","-999","0","0","7","7","1","9","0.31","1","1","1","0","0","0",,"0","0","1","1","1","750","
, 1 "
"Uzbekistan","UZB","2013","0","22","1",,"1","0","0","88.1","-999","6","LDP","0","0","0","0","0","10","0","-999","150","LDP","53",,"0","0","0","0","0","10","PDP","32",,"3","0","0","0","0","22","MTDP","31",,"0","0","0","0","0","4","1","19",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0",,"0",,"0","-999","-999","-999","0","0","7","3","1","-999","-999","1","0","1","-999","-999","1",,"0","1","1","-999","-999","704","
, -999 "
"Angola","AGO","1975","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999",,"0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","540","
, -999 "
"Bahamas","BHS","1991","2","23","1","1","1","0","0","-999","-999","23","PLP","2","0","0","0","0","38","1","-999","49","PLP","31","53.5","2","0","0","0","0","38","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FNM","16","43.2","1","0","0","0","0","19","independent","1",,"independent","1",,"0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.25","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Belgium","BEL","2015","2","1","1","3","1","0","1","-999","-999","1","MR","0","0","0","0","0","13","0","-999","150","MR","20","9.64","0","0","0","0","0","13","N-VA","33","20.260000000000002","2","0","0","0","0","14","CD&V","18","11.61","1","0","0","1","0","70","1","14","9.7799999999999994","PS","23","11.67","2","1","0","1","0","130","SPA","13","8.83","CDH","9","4.99","5","18","15.61","0","0","0","0","0","-999","-999","0","0","7","7","13.63","13.67","0.21","0","1","0",,"1","1",,"0","0",,"1","1","211","
, 2 "
"UAE","ARE","1975","0","4","1","-999","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","40","Appointees","40","0","0","0","0","0","0","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1","-999","696","
, 0 "
"Turk Cyprus","0","1996","0","21","1","4","1","0","0","40.4","62.5","-999","independent","1","1","0","0","0","-999","0","-999","50","DP","15","29.2","1","1","0","0","0","4","CTP","13","24.2","3","0","0","0","0","26","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UBP","17","29.9","1","1","0","0","0","21","TKP","5","13.3","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7",,"-999","-999",,,"-999","2",,,,"0","0","0","0","0",,"
, 0 "
"Bolivia","BOL","2005","0","2","1","1","0","0","0","-999","-999","3","MNR","2","0","0","0","0","27","0","-999","131","MNR","36","22.5","2","0","0","0","0","27","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MAS","27","20.9","3","0","0","0","0","18","MIR","26","16.3","NFR","25","20.9","1","7",,"3","10",,"0","0","12","12","1","1","7","7","1.69","3","0.17","1","1","1",,"1","1",,"0","0","2",,"1","145","
, 0 "
"Afghanistan","AFG","1999","0","3","0","-999","-999","0",,"-999","-999","3","Taliban","0","0","0","0","3","5","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","1","1","-999","-999","-999","-999","-999","-999","-999","-999","-999",,"-999","0","0",,"-999","700","
, 0 "
"Bosnia-Herz","BIH","1985","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","346","
, -999 "
"Solomon Is.","SLB","2010","2","3","1","0","1","0","-999","-999","-999","1","CNURA","0","0","0","0","0","1","0","-999","43","SIPRA","4",,"0","0","0","0","0",,"NP","4",,"0","0","0","0","0",,"SIDP","3",,"0","0","0","0","0","5","3","6",,"PAP","4",,"3","0","0","0","0","31","NA","0","0","NA","0","0","0","0","0","29","29",,"0","-999","8","-999","1","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","940","
, 2 "
"Belize","BLZ","1975","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","80","
, -999 "
"Congo","COG","2005","0","8","1","4","1","1","1","89.4","-999","8","PCT","3","0","0","0","0","36","0","-999","129","PCT","53",,"3","0","0","0","0","36","FDU","30",,"0","0","0","0","0","11","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UDR-Mwinda","6",,"0","0","0","0","0","13","UPADS","4",,"NA","0","0","0","0","0","20","36",,"0","0","-999","-999","0","0","7","6","1","888","0.33","1","0","1","-999",,,,"0","0",,"0","1","484","
, 1 "
"Greece","GRC","2013","2","1","1","3","1","0","0","-999","-999","1","ND","1","0","0","0","0","39",,"PASOK","300","ND","129",,"1","0","0","0","0","39","PASOK","33",,"3","0","0","0","0","39","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","SYRIZA","71",,"3","0","0","0","0","9","ANEL","20",,"Golden Dawn","18",,"2","29",,"0","0","0","0","-999","-999","-999","0","0","7","7","5.4","-999","-999","1","1","0","3","1","0",,"0","1","2","0","-999","350","
, 1 "
"Burundi","BDI","1992","0","5","-999","-999","-999","1","1","-999","-999","18","UPRONA","0","1","0","0","0","34","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","4","2","-999","-999","-999","1","-999","1","-999","-999","-999","-999","-999","0","2",,"-999","516","
, 1 "
"Turk Cyprus","0","1992","0","17","1","3","1","0","0","67.5","-999","-999","independent","1","1","0","0","0","-999","1","-999","48","UBP","34",,"1","1","0","0","0","17","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","CTP","7",,"3","0","0","0","0",,"TKP","7",,"YDP","0",,"0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7",,"-999","-999",,,"-999","2",,,,"0","0","0","0","0",,"
, 0 "
"Burkina Faso","BFA","1987","0","4","0","-999","-999","1","1","-999","-999","-999","independent","3","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0",,,"-999","439",
"Bangladesh","BGD","1981","0","6","1","0","1","1","1","78","-999","3","BNP","0","1","0","0","0","3","1",,"299","BNP","221",,"0","0","0","0","3","3","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","AL","39",,"-999","0","0","0","0","32","Bang. Musl. Lge.","18",,"JSD","8",,"2","13",,"0","0","0","0","0","-999","11","0","1","7","6",,"-999","-999","1","0","1","-999",,,,"0","0",,,"-999","771",
"Angola","AGO","1978","0","3","0","-999","-999","0","1","-999","-999","3","MPLA","3","1","0","0","0","22","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999",,"-999","0",,,"-999","540",
"UAE","ARE","2000","0","29","1","1","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1",,"696","
, 0 "
"Chile","CHL","1995","0","2","1","4","0","0","0","58","-999","2","CPD","3","0","0","0","0","12","0","-999","120","PDC","38",,"2","0","0","0","0",,"PPD","15",,"3","0","0","0","0","8","PSCH","15",,"3","0","0","0","0",,"1","2",,"PRN","29",,"1","0","0","0","0","8","UDI","15",,"UCC","2",,"4","4",,"0","0","0","0","0","-999","-999","0","0","7","7","2","3","0.25","1","0","1","-999","1","1",,"0","0","1","0","1","155","
, 0 "
"Belarus","BLR","2000","0","6","1","3","1","0","1","44.8","80.099999999999994","-999","independent","0","0","0","0","0","-999","0","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","0","-999","-999","-999","0","0","1","6","-999","888",,"-999","-999","-999","-999","0","1",,"1","0","0","0","1","370","
, 0 "
"Austria","AUT","1988","2","2","1","2","1","0","0","-999","-999","18","SPO","3","0","0","0","0","99","0","-999","183","SPO","80","43.12","3","0","0","0","0","99","OVP","77","41.3","1","0","0","0","0","43","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FPO","18","9.73","1","1","0","0","0","32","VGO/ALO","8","4.82","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.26","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Albania","ALB","1978","1","33","0","-999","-999","0","0","-999","-999","34","APL","3","0","0","0","0","37","1","-999","250","APL","250","100","3","0","0","0","0","37","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3","3",,"-999","-999","-999","-999","-999","-999","-999","1",,"0","0","1",,"-999","339","
, 1 "
"Belgium","BEL","1991","2","10","1","0","1","0","0","-999","-999","20","CVP","1","0","0","1","1","46","0","-999","221","CVP","43","19.5","1","0","0","1","1","46","PS","40","15.7","3","0","0","1","0","106","SP","32","14.9","3","0","0","1","0","13","2","35","16","PVV","25","11.5","1","0","0","1","0","30","PRL","23","9.4","Ecologist","9","7.1","5","14","5.9","0","0","0","0","0","11","-999","1","0","7","7","13.63","13","0.33","0","1","0",,"1","1",,"0","0",,"1","0","211","
, 1 "
"Armenia","ARM","1982","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","-999","-999",,"-999","-999","-999","-999","-999","-999","-999","-999","-999",,"-999","-999","-999","-999","371","
, -999 "
"Bangladesh","BGD","1996","2","5","1","0","1","0","0","-999","-999","5","BNP","0","1","0","0","0","18","1","-999","294","BNP","138",,"0","1","0","0","0","18","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","AL","85",,"0","0","0","0","0","47","Jatiya Dal","35",,"Jamaat-i-Islami","18",,"4","18",,"0","0","0","0","-999","6","-999","1","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","-999","771","
, 0 "
"Argentina","ARG","1979","0","3","1","5","-999","1","1","-999","-999","-999","independent","0","0","0","0","0",,"-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0",,,"-999","160","
, 0 "
"Mongolia","MNG","1992","1","2","1","3","1","0","1","-999","-999","68","MPRP","3","0","0","0","0","68","1","MPRP","430","MPRP","357",,"3","0","0","0","0","68","MPRP-Y","9",,"3","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MDP","20",,"1","0","0","0","0","3","NNP","6",,"SDP","4",,"2","34",,"0","0","0","0","-999","6","-999","1","0","6","6",,,"0.11",,,"-999","-999",,,"1","0","0",,,"-999","712",
"Angola","AGO","1985","1","6","0","-999","-999","0","1","-999","-999","10","MPLA","3","1","0","0","0","29","1","-999","223","MPLA","223",,"3","1","0","0","0","29","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","3","3","888","-999","-999","-999","-999","-999","-999","-999","-999",,"0","0","0",,"-999","540","
, 1 "
"Belize","BLZ","2006","2","8","1","2","1","0","0","-999","-999","8","PUP","1","0","0","0","0","56","1","-999","29","PUP","22","53.2","1","0","0","0","0","56","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UDP","7","45.6","1","0","0","0","0","32","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","0","80","
, 0 "
"Argentina","ARG","1985","0","2","1","4","0","0","0","51.8","-999","2","UCR","2","0","0","0","0","14","1","-999","254","UCR","130","46.81","2","0","0","0","0","14","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FJDL","111","37.08","3","1","0","0","0","13","Partido Intrans.","3","2.72","UdCD","1","1.59","24","9","2.3199999999999998","0","0","0","0","0","-999","-999","0","0","7","7","10.7","888","0.15","0","1","0","3","1","1",,"0","0",,"1","1","160","
, 2 "
"Austria","AUT","1978","2","8","1","1","1","0","0","-999","-999","8","SPO","3","0","0","0","0","89","0","-999","183","SPO","93","50.4","3","0","0","0","0","89","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","OVP","80","43","1","0","0","0","0","33","FPO","10","5.4","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.24","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Bahamas","BHS","1988","2","20","1","4","1","0","0","-999","-999","20","PLP","2","0","0","0","0","35","1","-999","49","PLP","31","53.5","2","0","0","0","0","35","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FNM","16","43.2","1","0","0","0","0","16","independent","1",,"independent","1",,"0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.25","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Burkina Faso","BFA","2002","0","11","1","3","1","1","0","87.53","-999","11","FP","1","0","0","0","0","15","1","-999","111","CDP","101","68.61","0","0","0","0","0","6","ADF","2","7.4","3","-999","-999","-999","-999","12","RDA","2","6.44","-999","0","0","0","0","-999","0","0","0","PDP","6","10.11","-999","-999","-999","-999","-999","9","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","5","-999","1","0","6","3","7.9","-999","-999","0","1","0","0","0","1","1","1","0",,,"-999","439",
"Angola","AGO","2008","0","29","0","3","-999","0","1","49.57","-999","33","MPLA","3","1","0","0","0","52","1","-999","220","MPLA","129","53.74","3","1","0","0","0","52","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UNITA","70","34.1","0","0","0","0","0","42","NA","0","0","NA","0","0","0","0","0","10","21","12.15","0","-999","9","-999","1","0","3","2","78.900000000000006","-999","-999","-999","-999","-999","0","1","1",,"1","0","0",,"-999","540","
, 1 "
"Bolivia","BOL","2007","0","2","1","3","0","0","0","53.74","-999","2","MAS","3","0","0","0","0","20","0","-999","130","MAS","72","53.74","3","0","0","0","0","20","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PODEMOS","43","28.59","1","0","0","0","0","2","UN","8","7.8","MNR","7","6.47","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1.69","3","0.17","1","1","1",,"1","1",,"0","0","2",,"1","145","
, 0 "
"Azerbaijan","AZE","2004","0","1","1","4","1","0","1","79.53","-999","11","YAP","0","0","0","0","0","12","1","-999","125","YAP","78","62.45","0","0","0","0","0","12","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PFA","6","6.31","0","1","0","0","0","15","Citizens","3","10.8","ASP","2","6.28","0","36",,"0","0","0","0","-999","-999","-999","0","0","7","6","1","-999","-999","1","0","1",,"-999","1","-999","0","1","1",,"-999","373","
, 1 "
"Australia","AUS","1983","2","8","1","0","1","0","0","-999","-999","8","LPA","1","0","0","0","0","39","0","-999","125","LPA","54","37.4","1","0","0","0","0","39","NPA","20","8.9","1","0","1","0","0","67","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ALP","51","45.1","3","0","0","0","0","92","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","3","-999","1","0","7","7","0.9","11","0.33","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Bahrain","BHR","1985","0","14","0","-999","-999","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","-999","692","
, 0 "
"Bosnia-Herz","BIH","2002",,,,,,,,,,,"NA","0","0","0","0","0","0","-999","-999","9","SDP","9","18","3","0","0","0","0","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","10","1","1",,,"42","-999","-999","0",,,"0","0",,,,"0",,,,"346",
"Benin","BEN","1979","0","7","0","0","-999","1","1","-999","-999","4","PRPB","3","0","0","0","0","4","1","-999","69","PRPB","69","100","3","0","0","0","0","4","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","11","-999","1","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","1","1","-999","434","
, 1 "
"Angola","AGO","1983","1","4","0","-999","-999","0","1","-999","-999","8","MPLA","3","1","0","0","0","27","1","-999","223","MPLA","223",,"3","1","0","0","0","27","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","3","3","888","-999","-999","-999","-999","-999","-999","-999","-999",,"0","0","0",,"-999","540","
, 1 "
"Belgium","BEL","1978","2","4","1","0","1","0","0","-999","-999","7","CSP","1","0","0","1","1","33","0","-999","212","CSP","80","35.94","1","0","0","0","1","33","Socialist","62","26.43","3","0","0","0","0","93","FDF","10","4.26","3","0","0","1","0",,"1","20","10.039999999999999","Liberals","33","15.56","2","0","0","0","0",,"Rass.","5","2.84","Communist","2","2.72","0","0","0","0","0","0","0","0","12","-999","1","0","7","7","7.5","13","0.39","0","1","0",,"1","1",,"0","0",,,"0","211","
, 1 "
"Brazil","BRA","1980","1","1","1","5","0","1","1","-999","-999","15","ARENA","1","0","0","0","0","14","0","-999","420","ARENA","231","50.42","1","0","0","0","0","14","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MDB","189","49.58","2","0","0","0","0",,"NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","3",,"3","0.14000000000000001","1","1","0","5","0","0",,"0","0",,"1","1","140","
, 1 "
"Burundi","BDI","1977","0","1","-999","-999","-999","1","-999","-999","-999","3","UPRONA","0","1","0","0","0",,"-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0",,,"-999","516","
, 0 "
"Belarus","BLR","1983","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","370","
, -999 "
"Azerbaijan","AZE","1975","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","373","
, -999 "
"Singapore","SGP","1981","2","15","1","3","1","0","0","-999","-999","15","PAP","0","0","0","0","0","27","1","-999","75","PAP","75","77.66","0","0","0","0","0","27","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6","6","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","830",
"Austria","AUT","2003","2","4","1","3","1","0","0","-999","-999","4","OVP","1","0","0","0","0","58","0","-999","183","OVP","79","42.27","1","0","0","0","0","58","FPO","18","10.01","1","1","0","0","0","54","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","SPO","69","36.51","3","0","0","0","0","114","DG","17","9.4700000000000006","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.25","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Belarus","BLR","2015","0","21","1","1","1","0","1","83","-999","-999","independent","0","0","0","0","0","-999","0","-999","110","KPB","3",,"3","0","0","0","0","95","APB","1",,"0","0","0","0","0","23","RPPS","1",,"0","0","0","0","0","22","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","104","104",,"0","0","-999","10","0","1","7","6","1","888","0.37","1","0","1","-999","0","1",,"1","0","0","0","1","370","
, 0 "
"Bulgaria","BGR","1983","1","29","0","-999","-999","0","1","-999","-999","37","Bulgarian Comm. Party","3","0","0","0","0","64","1","-999","400","National Fatherland Front","400","100","3","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3.5","3",,"-999","-999",,"-999","-999","-999","-999",,,"0","0","2","0","-999","355","
, 2 "
"Mauritius","MUS","1978","2","10","1","3","1","0","-999","-999","-999","11","IP","3","0","0","1","4",,"0","-999","70","Labour","27",,"3","0","0","1","4",,"PMSD","8",,"3","0","0","0","0",,"CAM","1",,"3","0","0","0","3",,"0","0","0","MMM","34",,"3","0","0","0","0","9","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","3","-999","-999","1","0","1",,,,,"0","1",,,"-999","590",
