"operation_number","document_title","iati_document_code","iati_document_code_name","language","document_link","document_type"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874204","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874204","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874204","Project Monitoring Report ( Public version)"
"AR-L1022","AR-L1022 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175897","Project Monitoring Report ( Public version)"
"AR-L1022","AR-L1022 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175897","Project Monitoring Report ( Public version)"
"AR-L1022","AR-L1022 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175897","Project Monitoring Report ( Public version)"
"AR-L1022","AR-L1022 First period Jan-Jun 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175897","Project Monitoring Report ( Public version)"
"AR-L1022","AR-L1022 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172681","Project Monitoring Report ( Public version)"
"AR-L1022","AR-L1022 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172681","Project Monitoring Report ( Public version)"
"AR-L1022","AR-L1022 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172681","Project Monitoring Report ( Public version)"
"AR-L1022","AR-L1022 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172681","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2013-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266419","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2013-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266419","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2013-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266419","Project Monitoring Report ( Public version)"
"AR-L1022","Informe para Publicación_PMR-#AR-L1022-2013-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266419","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2013-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267083","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2013-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267083","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2013-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267083","Project Monitoring Report ( Public version)"
"AR-L1022","Report for Publication_PMR-#AR-L1022-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267083","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 Second period Jan-Dec 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360664","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 Second period Jan-Dec 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360664","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 Second period Jan-Dec 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360664","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 Second period Jan-Dec 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360664","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625416","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625416","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625416","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625416","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624849","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624849","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624849","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624849","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923703","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923703","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923703","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923703","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312997","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312997","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312997","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312997","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312421","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312421","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312421","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312421","Project Monitoring Report ( Public version)"
"AR-L1025","PROGRAMA DE GESTION INTEGRAL DE RESIDUOS SÓLIDOS URBANOS EN MUNICIPIOS TURISTICOS","A10","Tender","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35762864","Specific Procurement Notices"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926315","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926315","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926315","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926315","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353106","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353106","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353106","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353106","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353762","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353762","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353762","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353762","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874205","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874205","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874205","Project Monitoring Report ( Public version)"
"AR-L1025","Informe para Publicación_PMR-#AR-L1025-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874205","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874933","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874933","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874933","Project Monitoring Report ( Public version)"
"AR-L1025","Report for Publication_PMR-#AR-L1025-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874933","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172683","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172683","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172683","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172683","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175898","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175898","Project Monitoring Report ( Public version)"
"AR-L1025","AR-L1025 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175898","Project Monitoring Report ( Public version)"
