"iddate","year","idgeo","isoalpha3","source","indicator","area","quintile","sex","education_level","age","ethnicity","value","se","cv","sample"
"year","1991","country","ARG","IPUMS","tasa_bruta_asis_PHC","urban","Total","women","primary","Total","Total","107.4707","0.094904169","0.08830702300000001","1980216.0"
"year","1991","country","ARG","IPUMS","tasa_neta_asis_PHC","urban","Total","women","primary","Total","Total","0.96713631","0.043369014","0.044842713","1980216.0"
"year","1991","country","ARG","IPUMS","tasa_bruta_asis_PHC","urban","Total","women","secondary","Total","Total","84.229607","0.14650559","0.17393596","1980216.0"
"year","1991","country","ARG","IPUMS","tasa_neta_asis_PHC","urban","Total","women","secondary","Total","Total","0.71254631","0.11186934","0.15699941","1980216.0"
"year","1991","country","ARG","IPUMS","tasa_bruta_asis_PHC","urban","Total","women","tertiary","Total","Total","40.696033","0.16037738","0.39408603","1980216.0"
"year","1991","country","ARG","IPUMS","tasa_neta_asis_PHC","urban","Total","women","tertiary","Total","Total","0.26789068","0.11920226","0.44496605","1980216.0"
"year","1991","country","ARG","IPUMS","Ninis_2_PHC","urban","Total","women","Total","15_24","Total","0.25664982000000003","0.08977238800000001","0.34978548","318717.0"
"year","1991","country","ARG","IPUMS","Ninis_2_PHC","urban","Total","women","Total","15_29","Total","0.30191453999999995","0.078690723","0.26063907","457753.0"
"year","1991","country","ARG","IPUMS","leavers_PHC","urban","Total","women","Total","18_24","Total","0.36015312","0.1206122","0.33489144","213104.0"
"year","1991","country","ARG","IPUMS","tasa_asis_edad_PHC","urban","Total","women","Total","04_05","Total","0.7429488399999999","0.1879876","0.25302899","75135.0"
"year","1991","country","ARG","IPUMS","tasa_no_asis_edad_PHC","urban","Total","women","Total","04_05","Total","0.25705114","0.1879876","0.73132372","75135.0"
"year","1991","country","ARG","IPUMS","tasa_asis_edad_PHC","urban","Total","women","Total","06_11","Total","0.98271805","0.031822316","0.032381937","233437.0"
"year","1991","country","ARG","IPUMS","tasa_no_asis_edad_PHC","urban","Total","women","Total","06_11","Total","0.017281948000000002","0.031822316","1.8413615","233437.0"
"year","1991","country","ARG","IPUMS","tasa_asis_edad_PHC","urban","Total","women","Total","12_14","Total","0.90570282","0.10018384","0.11061448","118247.0"
"year","1991","country","ARG","IPUMS","tasa_no_asis_edad_PHC","urban","Total","women","Total","12_14","Total","0.09429718","0.10018384","1.0624267","118247.0"
"year","1991","country","ARG","IPUMS","tasa_asis_edad_PHC","urban","Total","women","Total","15_17","Total","0.68803429","0.16587305","0.24108253","105613.0"
"year","1991","country","ARG","IPUMS","tasa_no_asis_edad_PHC","urban","Total","women","Total","15_17","Total","0.31196569","0.16587305","0.53170288","105613.0"
"year","1991","country","ARG","IPUMS","tasa_asis_edad_PHC","urban","Total","women","Total","18_23","Total","0.35282803","0.12867145","0.36468604","185465.0"
"year","1991","country","ARG","IPUMS","tasa_no_asis_edad_PHC","urban","Total","women","Total","18_23","Total","0.64717201","0.12867145","0.19882111","185465.0"
"year","1991","country","ARG","IPUMS","asa_terminacion_c_PHC","urban","Total","women","primary","Total","Total","94.303085","0.083549082","0.08859634400000001","1980216.0"
"year","1991","country","ARG","IPUMS","asa_terminacion_c_PHC","urban","Total","women","secondary","Total","Total","49.040398","0.19496562","0.39756122","1980216.0"
"year","1991","country","ARG","IPUMS","tasa_sobre_edad_PHC","urban","Total","women","primary","Total","Total","9.6675873","0.062044002","0.6417734","317750.0"
"year","1991","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","Total","Total","Total","Total","0.52553951","0.044748329","0.08514741099999999","3023770.0"
"year","1991","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","Total","Total","Total","Total","0.060373392000000005","0.024584727","0.40721127","1713835.0"
"year","1991","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","Total","Total","Total","Total","0.55930676","0.044751111","0.080011755","3023770.0"
"year","1991","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","Total","Total","Total","Total","0.66195908","0.053732783","0.081172362","1601017.0"
"year","1991","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","Total","Total","Total","Total","0.21521122","0.044360422","0.20612504","1601017.0"
"year","1991","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","Total","Total","Total","Total","0.06804525900000001","0.027913935","0.41022602","1601017.0"
"year","1991","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","Total","Total","Total","Total","0.052326117000000005","0.02494902","0.47679865","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","Total","Total","Total","Total","9046805.0","12107.668","0.13383363","1601179.0"
"year","1991","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","Total","Total","Total","Total","2941230.0","6102.064","0.20746641","1601179.0"
"year","1991","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","Total","Total","Total","Total","929955.0","3855.2722","0.41456544","1601179.0"
"year","1991","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","Total","Total","Total","Total","715126.0","3441.2668","0.48121127","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","Total","Total","Total","Total","0.041388593","0.023688773","0.57235032","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","Total","Total","Total","Total","565646.0","3274.8303","0.57895404","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","Total","Total","Total","Total","0.0037287679","0.012454614","3.340142","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","Total","Total","Total","Total","50960.0","1706.9399","3.3495681000000004","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","Total","Total","Total","Total","0.11475517","0.037174456","0.32394579","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","Total","Total","Total","Total","1568326.0","5230.9399","0.33353654","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","Total","Total","Total","Total","0.0049750075","0.0086873993","1.7462083","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","Total","Total","Total","Total","67992.0","1189.1962","1.7490236","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","Total","Total","Total","Total","0.042796903","0.025250623","0.59001052","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","Total","Total","Total","Total","584893.0","3502.96","0.5989061","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","Total","Total","Total","Total","0.10298651","0.03527236","0.34249496","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","Total","Total","Total","Total","1407487.0","4942.9141","0.35118720000000003","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","Total","Total","Total","Total","0.034340079","0.022032978","0.64161122","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","Total","Total","Total","Total","469316.0","3042.6018","0.64830559","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","Total","Total","Total","Total","0.011489815","0.011682856","1.0168011","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","Total","Total","Total","Total","157028.0","1599.2224","1.0184313","1601179.0"
"year","1991","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","Total","Total","Total","Total","0.02563323","0.021150315","0.82511312","1601017.0"
"year","1991","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","Total","Total","Total","Total","350322.0","2922.9573","0.83436298","1601179.0"
"year","1991","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","Total","Total","Total","Total","0.11046742","0.070818201","0.6410776999999999","827673.0"
"year","1991","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","Total","Total","15_24","Total","0.46910622","0.095805384","0.20422961","692727.0"
"year","1991","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","Total","Total","15_24","Total","0.12490561","0.073819667","0.59100366","364072.0"
"year","1991","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","Total","Total","15_24","Total","0.53606358","0.094387487","0.17607518","692727.0"
