"f","departamento","municipio","n_convocatoria","estado","g_nero_benef","cant_estudiantes_en_el_hogar","zona","zona_geografica","barrio","estrato_socieconomico","velocidad","medio_de_tramisi_n"
"628","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"629","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"630","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"631","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"632","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"633","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"634","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"635","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"636","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"637","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"638","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"639","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"640","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"641","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"642","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"643","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"644","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"645","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"646","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"647","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"648","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"649","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"650","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"651","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"652","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"653","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"654","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"655","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"656","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"657","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"658","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"659","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"660","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"661","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"662","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"663","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"664","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"665","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"666","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"667","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"668","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"669","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"670","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"671","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"672","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"673","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"674","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"675","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"676","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"677","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"678","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"679","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"680","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"681","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"682","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"683","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"684","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"685","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"686","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"687","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"688","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"689","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"690","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"691","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"692","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"693","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"694","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"695","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"696","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Valles del Mirador","1","10 Mb","Fibra Optica"
"697","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Betania","2","10 Mb","Fibra Optica"
"698","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Esperanza","1","10 Mb","Fibra Optica"
"699","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Esperanza","1","10 Mb","Fibra Optica"
"700","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Esperanza","1","10 Mb","Fibra Optica"
"701","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Esperanza","1","10 Mb","Fibra Optica"
"702","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Mayerly","2","10 Mb","Fibra Optica"
"703","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Mayerly","2","10 Mb","Fibra Optica"
"704","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Mayerly","2","10 Mb","Fibra Optica"
"705","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Mayerly","2","10 Mb","Fibra Optica"
"706","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Mayerly","2","10 Mb","Fibra Optica"
"707","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Mayerly","2","10 Mb","Fibra Optica"
"708","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Villa Mayerly","2","10 Mb","Fibra Optica"
"709","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Nicol","2","10 Mb","Fibra Optica"
"710","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Nicol","2","10 Mb","Fibra Optica"
"711","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Villa Nicol","2","10 Mb","Fibra Optica"
"712","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Nicol","2","10 Mb","Fibra Optica"
"713","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Sonia","2","10 Mb","Fibra Optica"
"714","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Sonia","2","10 Mb","Fibra Optica"
"715","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Villa Sonia","2","10 Mb","Fibra Optica"
"716","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villa Sonia","2","10 Mb","Fibra Optica"
"717","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"718","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"719","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"720","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"721","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"722","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"723","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"724","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"725","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"726","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"727","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"728","Norte de Santander","Los Patios","1","Beneficiario","Masculino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"729","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"730","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"731","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"732","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"733","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"734","Norte de Santander","Los Patios","1","Beneficiario","Femenino","0","Urbana","Sur","Villas de San Diego","1","10 Mb","Fibra Optica"
"735","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"736","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"737","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"738","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"739","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"740","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"741","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"742","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"743","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"744","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"745","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"746","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"747","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"748","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Altos de Vista Hermosa","1","10 Mb","Fibra Optica"
"749","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"750","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"751","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"752","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"753","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"754","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"755","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"756","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"757","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"758","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"759","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"760","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"761","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"762","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"763","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Balcones de la Esperanza","1","10 Mb","Fibra Optica"
"764","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Betania","2","10 Mb","Fibra Optica"
"765","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Betania","2","10 Mb","Fibra Optica"
"766","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Betania","2","10 Mb","Fibra Optica"
"767","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Betania","2","10 Mb","Fibra Optica"
"768","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Betania","2","10 Mb","Fibra Optica"
"769","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"770","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"771","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"772","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"773","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"774","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"775","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"776","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"777","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Brisas del Llano","1","10 Mb","Fibra Optica"
"778","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"779","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"780","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"781","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"782","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"783","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"784","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"785","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"786","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"787","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"788","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"789","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"790","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"791","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"792","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"793","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"794","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"795","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"796","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"797","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"798","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"799","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"800","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"801","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"802","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"803","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"804","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"805","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"806","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"807","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"808","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"809","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"810","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"811","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"812","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"813","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"814","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"815","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"816","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"817","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"818","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"819","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"820","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"821","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"822","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"823","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"824","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"825","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"826","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"827","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"828","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"829","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"830","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"831","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"832","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"833","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"834","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"835","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
