País,Código ISO país,Oficina de registro,Grupo edad,Edad (años),Área Conocimiento,Sub Area Conocimiento,Nivel Académico,Estado civil,Género,Etnia de la persona,Estatura (CM),Localización,Cantidad de personas
CANADA,CAN,C. TORONTO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,130,"(56.130366, -106.346771)",2
JAPON,JPN,C. TOKIO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(36.204824, 138.252924)",1
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,-1,"(0.0, 0.0)",1
PANAMA,PAN,C. PUERTO OBALDIA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(8.537981, -80.782127)",1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,146,"(-14.235004, -51.92528)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,128,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,135,"(40.463667, -3.74922)",1
"COREA, REPUBLICA DE",KOR,C. SEUL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(35.907757, 127.766922)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,153,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,DIVORCIADO,FEMENINO,OTRO,150,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,167,"(-1.831239, -78.183406)",1
URUGUAY,URY,C. MONTEVIDEO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(-32.522779, -55.765835)",2
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,165,"(9.748917, -83.753428)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,160,"(37.09024, -95.712891)",1
LIBANO,LBN,C. BEIRUT,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,157,"(33.854721, 35.862285)",1
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,159,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,"LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES",NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,157,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,140,"(37.09024, -95.712891)",1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,155,"(56.130366, -106.346771)",1
CURAÇAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,139,"(12.16957, -68.990021)",1
PERU,PER,C. LIMA,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(-9.189967, -75.015152)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,130,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,125,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. BARQUISIMETO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(6.42375, -66.58973)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,163,"(55.378051, -3.435973)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,142,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,136,"(37.09024, -95.712891)",1
CANADA,CAN,C. OTTAWA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,162,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,143,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
OMAN,OMN,C. ABU DHABI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(21.512583, 55.923255)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,155,"(-1.831239, -78.183406)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
BELGICA,BEL,C. BRUSELAS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(50.503887, 4.469936)",2
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,160,"(8.537981, -80.782127)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,140,"(40.463667, -3.74922)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,100,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,161,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,150,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,165,"(40.463667, -3.74922)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,AFRODESCENDIENTE,145,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,135,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,160,"(40.463667, -3.74922)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,143,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,AFRODESCENDIENTE,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,151,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,160,"(37.09024, -95.712891)",1
MEXICO,MEX,C. GUADALAJARA,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(23.634501, -102.552784)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,160,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,129,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,140,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,145,"(6.42375, -66.58973)",1
CANADA,CAN,C. VANCOUVER,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,DESCONOCIDO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,136,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,160,"(40.463667, -3.74922)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,145,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,142,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,120,"(37.09024, -95.712891)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,160,"(-38.416097, -63.616672)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,123,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,160,"(6.42375, -66.58973)",2
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(8.537981, -80.782127)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,154,"(40.463667, -3.74922)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,BELLAS ARTES,DISEÑO,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,131,"(56.130366, -106.346771)",1
ECUADOR,ECU,C. ESMERALDAS,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,147,"(-1.831239, -78.183406)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,145,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,147,"(40.463667, -3.74922)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,155,"(8.537981, -80.782127)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,VIUDO,MASCULINO,OTRO,-1,"(8.537981, -80.782127)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,120,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,137,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,153,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,145,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,150,"(37.09024, -95.712891)",1
CURAÇAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,152,"(12.16957, -68.990021)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,110,"(-35.675147, -71.542969)",2
ANTILLAS HOLANDESAS,NLD,C. WILLEMSTAD,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,145,"(52.132633, 5.291266)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,163,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,0,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,148,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,MASCULINO,OTRO,160,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,147,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,130,"(-1.831239, -78.183406)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,135,"(-35.675147, -71.542969)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,158,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,155,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,152,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,156,"(37.09024, -95.712891)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,128,"(51.165691, 10.451526)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,150,"(37.09024, -95.712891)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(-38.416097, -63.616672)",1
BOLIVIA,BOL,C. LA PAZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,NINGUNO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(-16.290154, -63.588653)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,145,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,154,"(40.463667, -3.74922)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,150,"(8.537981, -80.782127)",2
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,145,"(8.537981, -80.782127)",1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,130,"(-14.235004, -51.92528)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,153,"(40.463667, -3.74922)",2
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,COCINA Y CULINARIA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,161,"(40.463667, -3.74922)",1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(-14.235004, -51.92528)",4
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,145,"(56.130366, -106.346771)",2
VENEZUELA,VEN,C. PUERTO AYACUCHO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,160,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,137,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,80,"(37.09024, -95.712891)",1
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,147,"(0.0, 0.0)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,120,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,141,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,INDÍGENA,-1,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,129,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",2
MEXICO,MEX,C. GUADALAJARA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(23.634501, -102.552784)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,110,"(37.09024, -95.712891)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ADMINISTRATIVA Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,130,"(40.463667, -3.74922)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,137,"(23.634501, -102.552784)",2
ESTADOS UNIDOS,USA,C. SAN JUAN PTO RICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,144,"(37.09024, -95.712891)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,140,"(8.537981, -80.782127)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,138,"(23.634501, -102.552784)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(-38.416097, -63.616672)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,161,"(55.378051, -3.435973)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,DESCONOCIDO,MASCULINO,OTRO,154,"(8.537981, -80.782127)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,18,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ARUBA,ABW,C. ARUBA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,128,"(12.52111, -69.968338)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,VIUDO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,89,"(46.818188, 8.227512)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,150,"(8.537981, -80.782127)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,145,"(6.42375, -66.58973)",1
