"c_digo_de_barras","signatura_topogr_fica","sede_donde_se_encuentra","colecci_n","tipo_de_documento","t_tulo_del_documento","url"
,"AIRNR00065","Central","AIRNR","MEMORIA","Procesamiento digital de imágenes y análisis de coberturas boscosas en la zona productora de los bosques del norte y nordeste del departamento de Antioquia","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8233_2008.pdf"
,"AIRNR00066","Central","AIRNR","MEMORIA","Informe final contrato prestación de servicios – OIMT No. 8257 de marzo 20 de 2009","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8257_2009.pdf"
,"AIRNR00067","Central","AIRNR","MEMORIA","Informe final de actividades contrato 8273 de 2009","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8273_2009_1.pdf"
,"AIRNR00068","Central","AIRNR","MEMORIA","Fenología, propagación y manejo en vivero de 5 especies de la familia Magnoliaceae","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8273_2009_2.pdf"
,"AIRNR00071","Central","AIRNR","MEMORIA","Mitigación de eventos de inundación de la quebrada La Chuscala del municipio de Caldas, mediante la realización de trampas de sedimentos, basuras y empalizadas","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_8323_2009.pdf"
,"AIRNR00069","Central","AIRNR","MEMORIA","Algunos aspectos sobre la biología reproductiva de 6 especies forestales presentes en la Jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8273_2009_3.pdf"
,"AIRNR00070","Central","AIRNR","MEMORIA","Artículos técnicos sobre la germinación de semillas forestales","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8273_2009_4.pdf"
,"AIRNR00072","Central","AIRNR","MEMORIA","Actualización y complementación de la información de los Distritos de Manejo Integrado del sistema de áreas de reservas de carácter regional, para su incorporación como espacios públicos naturales","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7663_2007.pdf"
,"AIRNR00109","Central","AIRNR","MEMORIA","Taller de capacitación sobre semillas y viveros forestales (memorias) /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7668_2007.pdf"
,"AIRNR00073","Central","AIRNR","MEMORIA","Consolidación de las áreas regionales Farallones del Citará, Ríos Barroso, San Juan y Alto San José - Cerro Plateado","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8036_2008.pdf"
,"AIRNR00074","Central","AIRNR","MEMORIA","Producción de plántulas forestales nativas","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7976_2008.pdf"
,"AIRNR00075","Central","AIRNR","MEMORIA","Plan Integral de Manejo del Distrito de Manejo Integrado de los Recursos Naturales Renovables del área de Reserva Occidental del Valle de Aburra","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8028_2008_Tomo_1.pdf"
,"AIRNR00075","Central","AIRNR","MEMORIA","Plan Integral de Manejo del Distrito de Manejo Integrado de los Recursos Naturales Renovables del área de Reserva Occidental del Valle de Aburra","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8028_2008_Tomo_2.pdf"
,"AIRNR00075","Central","AIRNR","MEMORIA","Plan Integral de Manejo del Distrito de Manejo Integrado de los Recursos Naturales Renovables del área de Reserva Occidental del Valle de Aburra","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8028_2008_Tomo_3.pdf"
,"AIRNR00075","Central","AIRNR","MEMORIA","Plan Integral de Manejo del Distrito de Manejo Integrado de los Recursos Naturales Renovables del área de Reserva Occidental del Valle de Aburra","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8028_2008_Tomo_4.pdf"
,"AIRNR00076","Central","AIRNR","MEMORIA","Identificación de Servicios Ambientales asociados a las plantaciones forestales establecidas en el plan de reforestación de laderas en el Valle de Aburrá","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_8070_2008.pdf"
,"AIRNR00078","Central","AIRNR","MEMORIA","Estudio geotécnico para el Parque Lineal La Heliodora","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_7443_2007.pdf"
,"AIRNR00079","Central","AIRNR","MEMORIA","Estudio y diseños para la mitigación de zonas de riesgo en las veredas La Valeria (Sector Villas de la Valeria) y la Corralita del municipio de Caldas","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_7179_2006.pdf"
,"AIRNR00080","Central","AIRNR","MEMORIA","Serranía de San Lucas :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_255_2006_1.pdf"
,"AIRNR00081","Central","AIRNR","MEMORIA","Zonificación regional zona de reserva forestal del río Magdalena :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_255_2006_2.pdf"
,"AIRNR00082","Central","AIRNR","MEMORIA","Inventario de la distribución actual de la babilla (Caiman cocodrilus fuscus) en el complejo humedal de Barbacoas del municipio de Yondó","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7229_2006.pdf"
,"AIRNR00083","Central","AIRNR","MEMORIA","Administración del refugio de vida silvestre y parque ecológico recreativo Alto de San Miguel, Caldas Antioquia","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7276_2006.pdf"
"000000025507","MIR57","Central","Institucional-Reserva","Folleto","Guía de decomiso de flora silvestre /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_9911_2013.pdf"
,"AIRNR00084","Central","AIRNR","MEMORIA","Construcción de obras de recuperación de suelos degradados que amenazan al Corregimiento de Palomos, Municipio de Fredonia - Antioquia","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_7155_2006.pdf"
,"GC00012","Central","Gestión de la Cultura","MEMORIA","Promoción de la transformación de sentidos y significados de la cultura ambiental comunitaria","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_617_2010.pdf"
"000000023449","871CD","Central","Electrónica","CD","Actualización de la línea base de gestión del riesgo y mapa de susceptibilidad al cambio climático 2014 - 2015 en la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1408_218_2014.pdf"
,"AIRNR00085","Central","AIRNR","MEMORIA","Parque Ecológico La Morena","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN%20_5172_2003.pdf"
,"AIRNR00086","Central","AIRNR","MEMORIA","Modelo de reconversión productiva y soberanía alimentaria","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_943_2013.pdf"
"000000010572","2281Reg","Central","Regiones","Libro","Delimitación de las áreas de páramos en la jurísdicción de CORANTIOQUIA y definición de las estrategias de planificación y conservación /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_9793_2013.pdf"
"000000025535","MIR61","Central","Folletos","Folleto","Guía para solicitud de aprovechamiento persistente de bosque natural /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_1104_2013.pdf"
,"AIRNR00088","Central","AIRNR","MEMORIA","Informe final convenio 1130 de 2013 entre CORANTIOQUIA y la Corporación Comité Pro Romeral para aunar esfuerzos para la dinamización y divulgación de la declaratoria del ecosistema denominado Alto San Miguel como área protegida","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1130_2013.pdf"
"000000023448","2389Reg","Central","Regiones","Libro","Aunar esfuerzos para desarrollar estrategias para el fomento del manejo integral de los residuos sólidos en los municipios de Santa Fe de Antioquia, San Jerónimo y Sopetrán :","http://www.corantioquia.gov.co/ciadoc/RESIDUOS%20SOLIDOS/AIRNR_CV_1409_68_2014.pdf"
"000000023446","2392Reg","Central","Regiones","Libro","Estudio técnico y jurídico para la declaratoria de la Reserva Forestal Protectora Cacica Noría /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_1404_48_2014_1.pdf"
,"AIRNR00375","Central","AIRNR","MEMORIA","Conservación de corredores de grandes felinos :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_1411_272_%202014_1.pdf"
,"AIRNR00089","Central","AIRNR","MEMORIA","Fortalecimiento al conocimiento, conservación y uso sostenible de la biodiversidad y los servicios ecosistémicos del bosque seco tropical en la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_1017_2013.pdf"
,"AIRNR00090","Central","AIRNR","MEMORIA","Obras hidráulicas Quebrada Donmatías","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_938_2013.pdf"
,"GC00058","Central","Gestión de la Cultura","MEMORIA","Fortalecimiento del liderazgo juvenil ambiental a través de procesos educativos en la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1405_52_2014.pdf"
"000000023447","2391Reg","Central","Regiones","Libro","Estudio técnico y jurídico para la declaratoria del distrito de manejo integrado Bajo Cauca Nechí /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_1404_48_2014_3.pdf"
"000000023445","2393Reg","Central","Regiones","Libro","Estudio técnico y jurídico para la declaratoria del Parque Regional Natural Corredor de las Alegrías /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_1404_48_2014_2.pdf"
,"GA00001","Central","AIRNR","MEMORIA","Estudios y diseños del relleno sanitario del Municipio de Zaragoza - Antioquia","http://www.corantioquia.gov.co/ciadoc/SANEAMIENTO%20B%C3%81SICO/GA_CV_460_2009.pdf"
,"GA00002","Central","AIRNR","MEMORIA","Vigilancia epidemiológica de los efectos de la contaminación atmosférica por material particulado sobre una población potencialmente expuesta en el Corregimiento de Alta Vista, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/AIRE/GA_CN_8200_2008.pdf"
,"GA00003","Central","AIRNR","MEMORIA","Elaboración de los estudios y diseños para el nuevo sitio de disposición final de residuos sólidos en el municipio de Angostura","http://www.corantioquia.gov.co/ciadoc/RESIDUOS%20SOLIDOS/GA_CN_8240_2008.pdf"
,"GA00004","Central","AIRNR","MEMORIA","Niveles de mercurio en sedimento, agua y tejido vivo “buchón, arroz, peces y cabello” en los humedales de la Mojana Sucreña","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_8127_2008.pdf"
,"AIRNR00091","Central","AIRNR","MEMORIA","Aunar esfuerzos técnicos, económicos y financieros para el manejo y conservación de los bosques y la biodiversidad local y regional en ecosistemas estratégicos y áreas de importancia ambiental en el Valle de Aburrá","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_909_2013.pdf"
,"GA00005","Central","AIRNR","MEMORIA","Plan maestro de acueducto y alcantarillado del área urbana del municipio de Yolombó","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_8185_2008.pdf"
,"GA00006","Central","AIRNR","MEMORIA","Formulación del plan de ordenación del recurso hídrico y diseño de un programa de monitoreo y seguimiento a la calidad de cuerpos hídricos en las cuencas de influencia del sector eléctrico en la direcciones territoriales Tahamíes y Zenufaná","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_8211_2008.pdf"
,"GA00007","Central","AIRNR","MEMORIA","Seguimiento, control y monitoreo al funcionamiento y eficiencia de las plantas de tratamiento de aguas residuales domésticas localizadas en el sector eléctrico","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_8272_2009_1.pdf"
"000000000718","258Reg","Central","Regiones","Libro","Reserva Natural Farallones del Citará :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_117_1995_Tomo%204.pdf"
,"GA00008","Central","AIRNR","MEMORIA","Manual de operación y mantenimiento de plantas de tratamiento de aguas residuales domésticas","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_8272_2009_2.pdf"
,"GA00010","Central","AIRNR","MEMORIA","Fortalecimiento del liderazgo, la economía campesina y la biodiversidad en el corredor alto andino, suroeste de Antioquia - Colombia, en los municipios de Betulia, Concordia, Salgar y Urrao :","http://www.corantioquia.gov.co/ciadoc/SUELO/GA_CV_311_2007.pdf"
,"GA00011","Central","AIRNR","MEMORIA","Fortalecimiento de los proyectos de gestión integral de residuos sólidos en la caracterización de impactos ambientales, sanitarios, ocupacionales y capacitación y apoyo a recuperadores en 9 corregimientos del Área Metropolitana adscritos a los municipios de Medellín, Barbosa, La Estrella y Bello","http://www.corantioquia.gov.co/ciadoc/RESIDUOS%20SOLIDOS/GA_CN_7897_2007.pdf"
,"GA00012","Central","AIRNR","MEMORIA","Elaboración del mapa de ruido para la zona centro del municipio de Envigado","http://www.corantioquia.gov.co/ciadoc/AIRE/GA_CN_7513_2007.pdf"
,"GA00013","Central","AIRNR","MEMORIA","Estufas eficientes y huertos leñeros","http://www.corantioquia.gov.co/ciadoc/AIRE/GA_CV_393_2009.pdf"
,"GA00015","Central","AIRNR","MEMORIA","Guía Cantera Verde","http://www.corantioquia.gov.co/ciadoc/PRODUCCION%20MAS%20LIMPIA/GA_CN_8544_2009.pdf"
,"GA00016","Central","AIRNR","MEMORIA","Arranque y estabilización hidráulico del sistema, planta de tratamiento de aguas residuales de la Vereda la Lomita en Copacabana","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_7858_2007.pdf"
,"GA00017","Central","AIRNR","MEMORIA","Plan para la promoción de la gestión integral de los residuos o desechos peligrosos","http://www.corantioquia.gov.co/ciadoc/RESIDUOS%20SOLIDOS/GA_CN_7316_2007.pdf"
,"GA00018","Central","AIRNR","MEMORIA","Proyecto contribución al desarrollo ecoturístico de las cuencas Aburrá – rio Grande a través del acompañamiento a dos subsectores productivos de bienes y servicios","http://www.corantioquia.gov.co/ciadoc/PRODUCCION%20MAS%20LIMPIA/GA_CN_8545_2009.pdf"
,"GA00019","Central","AIRNR","MEMORIA","Compras públicas sostenibles","http://www.corantioquia.gov.co/ciadoc/PRODUCCION%20MAS%20LIMPIA/GA_CN_8437_2009.pdf"
,"GA00039","Central","AIRNR","MEMORIA","Plan de Manejo Ambiental del Sistema Acuífero del bajo Cauca Antioqueño. Segunda etapa :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_964_2013.pdf"
,"GA00040","Central","AIRNR","MEMORIA","Evaluación hidrogeológica en los municipios de la Pintada y Valparaíso, jurisdicción de la Dirección Territorial Cartama de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_9909_2013.pdf"
,"GA00042","Central","AIRNR","MEMORIA","Programa calidad del aire","http://www.corantioquia.gov.co/ciadoc/AIRE/GA_CV_676_2011.pdf"
,"GA00043","Central","AIRNR","MEMORIA","Plan estratégico de residuos sólidos para el sistema de comercialización del Suroeste Antioqueño","http://www.corantioquia.gov.co/ciadoc/RESIDUOS%20SOLIDOS/GA_CN_8538_2009.pdf"
,"GA00044","Central","AIRNR","MEMORIA","Diseño, Montaje y puesta en marcha de una red social de monitoreo ambiental para alertas temprana a fenómenos como inundaciones, avenidas torrenciales y movimientos en masa en sitios estratégicos de los municipios de la Jurisdicción de Corantioquia como parte de la política institucional para la gestión del riesgo","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20DEL%20RIESGO/GA_CN_9063_2011.pdf"
,"GA00045","Central","AIRNR","MEMORIA","Cooperación entre EPM E.S.P. Y CORANTIOQUIA para desarrollar programas de gestión socioambiental en áreas de interés","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_9866_2013.pdf"
,"GA00046","Central","AIRNR","MEMORIA","Aunar esfuerzos administrativos, técnicos, económicos y financieros para implementar y operar con la participación de la comunidad, la red social de monitoreo de variables hidrometeorológicas, fisicoquímicas, hidrobiológicas y de cantidad de agua en el territorio de la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CV_980_2013.pdf"
"000000002182","937Le","Central","Especializ","Libro","Fundamentos de manejo de cuencas hidrográficas para líderes campesinos /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_002_1995.pdf"
,"GA00048","Central","AIRNR","MEMORIA","Aunar esfuerzos para desarrollar estrategias para el fomento del Manejo Integral de los Residuos Sólidos en el municipio de Envigado y el cumplimiento de las metas de aprovechamiento señaladas en el PGIRS municipal y en el Plan de Acción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/RESIDUOS%20SOLIDOS/GA_CV_1409_64_2014.pdf"
,"GC00015","Central","Gestión de la Cultura","MEMORIA","Ordenamiento ambiental territorial (OAT) en armonía con los planes de vida del pueblo Embera Chamí","http://www.corantioquia.gov.co/ciadoc/SUELO/GC_CV_1058_2013.pdf"
,"GC00016","Central","Gestión de la Cultura","MEMORIA","Convenio 1040 de 2013 suscrito entre el Consejo Comunitario de la Comunidad Negra de San Nicolás y la Corporacion Autónoma Regional del Centro de Antioquia, CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_1040_2013.pdf"
,"GC00017","Central","Gestión de la Cultura","MEMORIA","Informe final de sistematización CORANTIOQUIA – Municipio de Sabaneta convenio 936 de 2013","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_936_2013.pdf"
,"AIRNR00092","Central","AIRNR","MEMORIA","Protocolo para la revisión y evaluación de planes de manejo y aprovechamiento forestal","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_820_2012_1.pdf"
,"AIRNR00093","Central","AIRNR","MEMORIA","Protocolo para seguimiento y control a la movilización de productos y subproductos del bosque","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_820_2012_2.pdf"
