"a_o","identificador_de_la_orden","rama_de_la_entidad","sector_de_la_entidad","entidad","solicitante","fecha","proveedor","estado","solicitud","items","total","agregacion","ciudad","entidad_obigada"
"2021","78480","Ejecutiva","Vivienda, Ciudad y Territorio","FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA CARTAGENA","Nestor Edilson Castro Castañeda","2021-10-27T00:00:00.000","UT Soft IG 3","Emitida","139106","Ver Conjunto detalle","121947550","IAD Softare I  Microsoft","Cartagena, Bolivar","No obligada"
"2021","78675","Organismos autónomo o independientes",,"CONTRALORIA GENERAL DE LA REPUBLICA","Sandra Patricia Bohorquez Gonzalez","2021-10-28T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","139331","Ver Conjunto detalle","838063173","IAD Softare I  Microsoft","Bogotá, D.C.","No obligada"
"2021","78706","Ejecutiva","Transporte","INSTITUTO NACIONAL DE VIAS","Sara Sofia Garcia Garcia","2021-10-29T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","139255","Ver Conjunto detalle","39852444","IAD Softare I  Microsoft","BOGOTA, D.C.","Obligada"
"2021","78762","Ejecutiva","Deporte","Ministerio Del Deporte","Juan de Jesús Ardila Ballesteros","2021-10-29T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","138190","Ver Conjunto detalle","1014255762","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","78815","Ejecutiva","Defensa Nacional","DIRECCION DE PROTECCION Y SERVICIOS ESPECIALES","Carolina Rios Rivera","2021-11-02T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","139448","Ver Conjunto detalle","36819298","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","78987","Ejecutiva",,"GOBERNACION DEL VALLE DEL CAUCA","Maria Cristina lesmes duque","2021-11-04T00:00:00.000","Unión Temporal DELL EMC","Emitida","139389","Ver Conjunto detalle","306515797","IAD Softare I  Microsoft","CALI","No obligada"
"2021","79001","Legislativa",,"CAMARA DE REPRESENTANTES","Maria Isabel Carrillo Hinojosa","2021-11-04T00:00:00.000","Unión Temporal DELL EMC","Emitida","139787","Ver Conjunto detalle","25242042","IAD Softare I  Microsoft","Bogotá, D.C.","No obligada"
"2021","79004","Ejecutiva","Planeación","SECRETARIA DISTRITAL DE PLANEACION","Nora Alejandra Muñoz Barrio","2021-11-04T00:00:00.000","Unión Temporal DELL EMC","Emitida","139842","Ver Conjunto detalle","81506908","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","79007","Ejecutiva","Defensa Nacional","DGSM","Rafael Higua Garavito","2021-11-04T00:00:00.000","Unión Temporal DELL EMC","Cerrada","139812","Ver Conjunto detalle","63802540","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","79040","Ejecutiva","Comercio Industria y Turismo","INSTITUTO PARA LA ECONOMÍA SOCIAL","Jaime Yovanny Martin Martin","2021-11-05T00:00:00.000","UT Soft IG 3","Emitida","139694","Ver Conjunto detalle","56747399","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","79072","Ejecutiva","Inteligencia Estrategica y Contrainteligencia","DIRECCION NACIONAL DE INTELIGENCIA","Cristy Alexandra Vargas Guillén","2021-11-05T00:00:00.000","UT Nimbit Union Temporal Nimbit","Cerrada","139931","Ver Conjunto detalle","25999096","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","79157","Organismos autónomo o independientes","Salud y Protección Social","NARIÑOINSTITUTO DEPARTAMENTAL DE SALUD","Diana Paola Rosero Zambrano","2021-11-08T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","140096","Ver Conjunto detalle","63302293","IAD Softare I  Microsoft","Pasto","No obligada"
"2021","79166","Ejecutiva","No Aplica","ANTIOQUIA    MUNICIPIO DE EL CARMEN DE VIBORAL","Sandra Milena Oquendo Tamayo","2021-11-08T00:00:00.000","Unión Temporal DELL EMC","Emitida","140070","Ver Conjunto detalle","210934640","IAD Softare I  Microsoft","EL CARME DE VIBORAL","No obligada"
"2021","79323","Organismos autónomo o independientes","Agricultura y Desarrollo Rural","BOGOTA  SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO SA","Diego Enrique Maciado Mor","2021-11-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","140270","Ver Conjunto detalle","280969200","IAD Softare I  Microsoft","Bogotá DC","No obligada"
"2021","79423","Ejecutiva","Función Pública","GOBERNACION DE BOYACA","Jose Fernando Camargo Beltran","2021-11-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","140512","Ver Conjunto detalle","324306000","IAD Softare I  Microsoft","TUNJA","No obligada"
"2021","79517","Ejecutiva",,"ALCALDÍA DE ARMENIA","José Arley Herrera Gaviria","2021-11-11T00:00:00.000","Unión Temporal DELL EMC","Emitida","140604","Ver Conjunto detalle","155249066","IAD Softare I  Microsoft","ARMENIA - QUINDIO","No obligada"
"2021","79575","Ejecutiva",,"TOLIMA  GOBERNACION DEL TOLIMA","Jorge Luciano Bolívar Torres","2021-11-12T00:00:00.000","Unión Temporal DELL EMC","Emitida","140777","Ver Conjunto detalle","85602242","IAD Softare I  Microsoft","IBAGUE","No obligada"
"2021","79576","Ejecutiva","Función Pública","RISARALDA  MUNICIPIO DE PEREIRA","Fredy Eduardo Ruano Lopez","2021-11-12T00:00:00.000","Unión Temporal DELL EMC","Emitida","140786","Ver Conjunto detalle","87295000","IAD Softare I  Microsoft","Periera","No obligada"
"2021","79593","Ejecutiva",,"GOBERNACION DE RISARALDA","Victor Manuel Tamayo Vargas","2021-11-12T00:00:00.000","Unión Temporal DELL EMC","Emitida","140817","Ver Conjunto detalle","52901450","IAD Softare I  Microsoft","PEREIRA","No obligada"
"2021","79600","Ejecutiva","Hacienda y Crédito Público","MUNICIPIO DE SANTIAGO DE CALI  DEPARTAMENTO ADMINISTRATIVO DE HACIENDA","Fulvio Leonardo Soto Rubiano","2021-11-12T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","140854","Ver Conjunto detalle","15945540","IAD Softare I  Microsoft","SANTIAGO DE CALI","No obligada"
"2021","79814","Ejecutiva",,"ALCALDIA LOCAL DE TEUSAQUILLO","Ana Dunia Pinzon Baron","2021-11-16T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","141164","Ver Conjunto detalle","4054728","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","79871","Ejecutiva","Justicia y del Derecho","ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE ALTA Y MEDIANA SEGURIDAD POPAYAN","Sandra Hoyos Delgado","2021-11-17T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","141023","Ver Conjunto detalle","3941318","IAD Softare I  Microsoft","POPAYAN","Obligada"
"2021","79902","Ejecutiva",,"GOBERNACION DE RISARALDA","Victor Manuel Tamayo Vargas","2021-11-17T00:00:00.000","Unión Temporal DELL EMC","Emitida","141284","Ver Conjunto detalle","107721894","IAD Softare I  Microsoft","PEREIRA","No obligada"
"2021","79925","Ejecutiva","Hacienda y Crédito Público","SECRETARIA DISTRITAL DE HACIENDA","Guillermo Andrés Martínez Otero","2021-11-17T00:00:00.000","Unión Temporal DELL EMC","Emitida","141291","Ver Conjunto detalle","323382976","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2021","79936","Ejecutiva",,"GOBERNACION DE RISARALDA","Victor Manuel Tamayo Vargas","2021-11-17T00:00:00.000","Unión Temporal DELL EMC","Emitida","140815","Ver Conjunto detalle","189247128","IAD Softare I  Microsoft","PEREIRA","No obligada"
"2021","80012","Ejecutiva",,"TOLIMA  GOBERNACION DEL TOLIMA","Julian Fernando Gomez Rojas","2021-11-18T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","141414","Ver Conjunto detalle","973570573","IAD Softare I  Microsoft","IBAGUE","No obligada"
"2021","80066","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","CORPOCALDAS","Cesar Augusto Rueda Carmona","2021-11-18T00:00:00.000","Unión Temporal DELL EMC","Emitida","141342","Ver Conjunto detalle","56429919","IAD Softare I  Microsoft","Manizales","Obligada"
"2021","80129","Organismos autónomo o independientes","Transporte","EMPRESA DE TRANSPORTE DEL TERCER MILENIO TRANSMILENIO SA","Didier Ariel Arias Lopez","2021-11-19T00:00:00.000","Unión Temporal DELL EMC","Emitida","141540","Ver Conjunto detalle","1411018816","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2021","80143","Organismos autónomo o independientes","Inclusión social y reconciliación","INSTITUTO DISTRITAL PARA LA PROTECCION DE LA NIÑEZ Y DE LA JUVENTUD IDIPRON","Hugo Alberto Carrillo Gomez","2021-11-19T00:00:00.000","Unión Temporal DELL EMC","Cerrada","141534","Ver Conjunto detalle","876363600","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","80161","Ejecutiva","Hacienda y Crédito Público","FOGAFIN","Dina María Olmos Aponte","2021-11-19T00:00:00.000","Unión Temporal DELL EMC","Cerrada","140988","Ver Conjunto detalle","579776730","IAD Softare I  Microsoft","Bogota","No obligada"
"2021","80253","Ejecutiva","Ciencia y Tecnología","INSTITUTO NACIONAL DE SALUD","Paula Camila Campos Abril","2021-11-19T00:00:00.000","Unión Temporal DELL EMC","Emitida","141619","Ver Conjunto detalle","1290392946","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","80261","Ejecutiva","Comercio Industria y Turismo","SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO","Lilia Adriana Matiz Florez","2021-11-19T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","141531","Ver Conjunto detalle","2469096627","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","80392","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO","Jose Manuel Cortes Orozco","2021-11-22T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","141867","Ver Conjunto detalle","35831728","IAD Softare I  Microsoft","armenia","No obligada"
"2021","80509","Ejecutiva","Planeación","SECRETARIA DISTRITAL DE PLANEACION","Nora Alejandra Muñoz Barrio","2021-11-23T00:00:00.000","Unión Temporal DELL EMC","Emitida","142043","Ver Conjunto detalle","244115410","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","80559","Legislativa",,"CAMARA DE REPRESENTANTES","Maria Isabel Carrillo Hinojosa","2021-11-23T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","142029","Ver Conjunto detalle","526697420","IAD Softare I  Microsoft","Bogotá, D.C.","No obligada"
"2021","80606","Ejecutiva","Comercio Industria y Turismo","SUPERINTENDENCIA DE SOCIEDADES","Hector Gerardo Guerrero Garcia","2021-11-24T00:00:00.000","Unión Temporal DELL EMC","Emitida","142026","Ver Conjunto detalle","2488122447","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","80627","Ejecutiva","Cultura","ANTIOQUIA  INSTITUTO DE CULTURA Y PATRIMONIO","Raul Restrepo Granada","2021-11-24T00:00:00.000","Unión Temporal DELL EMC","Cerrada","141965","Ver Conjunto detalle","43111200","IAD Softare I  Microsoft","Medellin","No obligada"
"2021","80746","Ejecutiva",,"SECRETARIA DISTRITAL DE GOBIERNO","Mauricio Gonzalez Barrero","2021-11-25T00:00:00.000","Unión Temporal DELL EMC","Emitida","142401","Ver Conjunto detalle","68400000","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","80852","Ejecutiva","Defensa Nacional","AGENCIA LOGISTICA DE LAS FUERZAS MILITARES","Rosa Yaneth Fuentes Morera","2021-11-26T00:00:00.000","UT Nimbit Union Temporal Nimbit","Cerrada","141686","Ver Conjunto detalle","677017","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","80906","Ejecutiva","Justicia y del Derecho","UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS","Camilo Alejandro Romero Gonzalez","2021-11-26T00:00:00.000","UT Soft IG 3","Emitida","142365","Ver Conjunto detalle","191828119","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","81170","Ejecutiva","Función Pública","GOBERNACION DE SUCRE","Jenny Lindo Diaz","2021-11-29T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","142997","Ver Conjunto detalle","19973186","IAD Softare I  Microsoft","Sucre","No obligada"
"2021","81178","Ejecutiva","Función Pública","GOBERNACION DE ANTIOQUIA","John Edard Garcia Soto","2021-11-29T00:00:00.000","Unión Temporal DELL EMC","Emitida","142967","Ver Conjunto detalle","1400880000","IAD Softare I  Microsoft","Medellin - Antioquia","No obligada"
"2021","81198","Ejecutiva",,"SECRETARÍA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA","Anibal Fernandez de soto camacho","2021-11-29T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","143029","Ver Conjunto detalle","125735209","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2021","81236","Ejecutiva","Función Pública","RISARALDA  MUNICIPIO DE PEREIRA","Fredy Eduardo Ruano Lopez","2021-11-30T00:00:00.000","UT Soft IG 3","Cerrada","143022","Ver Conjunto detalle","74664261","IAD Softare I  Microsoft","Periera","No obligada"
"2021","81285","Ejecutiva","Relaciones Exteriores","UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA","Alejandra Maria Arcos Medina","2021-11-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","143141","Ver Conjunto detalle","900457892","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","81385","Organismos autónomo o independientes","Función Pública","ANTIOQUIACONTRALORÍA GENERAL DE MEDELLÍN","Erika Celeny Zuleta Zabala","2021-12-01T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","143265","Ver Conjunto detalle","24094929","IAD Softare I  Microsoft","MEDELLIN","No obligada"
"2021","81408","Ejecutiva","Interior","DIRECCION NACIONAL DE DERECHOS DE AUTOR","Katerin Otalora Jimenez","2021-12-01T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","143166","Ver Conjunto detalle","43997377","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","81453","Ejecutiva","Función Pública","DISTRITO DE BARRANQUILLA","Orlando Mario Hernandez Ariza","2021-12-01T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","141847","Ver Conjunto detalle","11151487","IAD Softare I  Microsoft","Barranquilla","No obligada"
"2021","81543","Ejecutiva","Defensa Nacional","COMANDO GENERAL FUERZAS MILITARES","Sandra Patricia Grimaldo Alvarez","2021-12-02T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","143441","Ver Conjunto detalle","61894664","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","81558","Ejecutiva","Ciencia y Tecnología","MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION","Maria Reyes Gomez","2021-12-02T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","143478","Ver Conjunto detalle","45528831","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2021","81589","Organismos autónomo o independientes","Defensa Nacional","COMANDO GENERAL DIRECCION NACIONAL DE GAULAS MILITARES","Carlos Caycedo Bocanegra","2021-12-02T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","143536","Ver Conjunto detalle","8308680","IAD Softare I  Microsoft","Bogotä DC","Obligada"
"2021","81600","Organismos autónomo o independientes","Ciencia y Tecnología","CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL","Johan Sebastian Eslava Garzón","2021-12-02T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","143565","Ver Conjunto detalle","5858312","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","81690","Ejecutiva","Transporte","AGENCIA NACIONAL DE SEGURIDAD VIAL","Diana Pacheco Rios","2021-12-03T00:00:00.000","UT Soft IG 3","Emitida","143336","Ver Conjunto detalle","297975599","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","81737","Ejecutiva","Comercio Industria y Turismo","INM","Carlos Andrés Quevedo Fernández","2021-12-03T00:00:00.000","Unión Temporal DELL EMC","Emitida","143682","Ver Conjunto detalle","109509922","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","81790","Organismos autónomo o independientes","Salud y Protección Social","CUNDINAMARCA  SECRETARIA DE SALUD SOACHA","Jhon Yenifer De Jesus Gonzalez Osorio","2021-12-05T00:00:00.000","Unión Temporal DELL EMC","Emitida","143823","Ver Conjunto detalle","43599220","IAD Softare I  Microsoft","SOACHA - CUNDINAMARCA","No obligada"
"2021","81791","Organismos autónomo o independientes","Salud y Protección Social","CUNDINAMARCA  SECRETARIA DE SALUD SOACHA","Jhon Yenifer De Jesus Gonzalez Osorio","2021-12-05T00:00:00.000","Unión Temporal DELL EMC","Cancelada","143824","Ver Conjunto detalle","43599220","IAD Softare I  Microsoft","SOACHA - CUNDINAMARCA","No obligada"
"2021","81837","Ejecutiva","No Aplica","VALLE DEL CAUCAALCALDÍA MUNICIPIO DE YUMBO","Elder Emilio Davila Diaz","2021-12-06T00:00:00.000","Unión Temporal DELL EMC","Emitida","143903","Ver Conjunto detalle","292763800","IAD Softare I  Microsoft","Yumbo","No obligada"
"2021","81883","Judicial","Justicia y del Derecho","FISCALIA GENERAL DE LA NACION  GESTION GENERAL","Laura Patricia Lopez Forero","2021-12-06T00:00:00.000","Unión Temporal DELL EMC","Emitida","143974","Ver Conjunto detalle","1391661684","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","81901","Ejecutiva","Ciencia y Tecnología","INSTITUTO NACIONAL DE SALUD","Paula Camila Campos Abril","2021-12-06T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","143833","Ver Conjunto detalle","346079031","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","81903","Ejecutiva","Función Pública","DEPARTAMENTO DEL HUILA","Alex Paolo Garcia Nuñez","2021-12-06T00:00:00.000","Unión Temporal DELL EMC","Emitida","143996","Ver Conjunto detalle","174709850","IAD Softare I  Microsoft","Neiva","No obligada"
"2021","81954","Organismos autónomo o independientes","Educación Nacional","UNIVERSIDAD DE LOS LLANOS","Pablo Emilio Cruz Casallas","2021-12-06T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","144070","Ver Conjunto detalle","86763120","IAD Softare I  Microsoft","Villavicencio","Obligada"
"2021","81969","Organismos autónomo o independientes",,"GOBERNACION DE CUNDINAMARCA SECRETARIA DE GOBIERNO","Jose Leonardo Rojas Díaz","2021-12-07T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","143687","Ver Conjunto detalle","217163315","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","82036","Ejecutiva","Planeación","AGENCIA NACIONAL DE CONTRATACION PUBLICA  CCE","Luisa Alejandra Acosta","2021-12-07T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","144186","Ver Conjunto detalle","30174876","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","82074","Ejecutiva","Tecnologías de la Información y las comunicaciones","COMISION DE REGULACION DE COMUNICACIONES","Lucero Del Pilar Castellanos Cardozo","2021-12-07T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","144268","Ver Conjunto detalle","102663612","IAD Softare I  Microsoft","BOGOTA, D.C.","Obligada"
"2021","82084","Ejecutiva","Defensa Nacional","FONDO ROTATORIO DE LA POLICIA","Rosalba Zamora Castro","2021-12-07T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","144252","Ver Conjunto detalle","629085154","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","82094","Organismos autónomo o independientes","Cultura","INSTITUTO DISTRITAL DE LAS ARTES","Adriana Maria Cruz Rivera","2021-12-07T00:00:00.000","Unión Temporal DELL EMC","Emitida","144271","Ver Conjunto detalle","275550450","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","82147","Ejecutiva","Cultura","BIBLIOTECA DEPARTAMENTAL JORGE GARCES BORRERO","Dialma Alejandra Reyes Sotelo","2021-12-09T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","144367","Ver Conjunto detalle","77531629","IAD Softare I  Microsoft","Cali","No obligada"
"2021","82151","Ejecutiva","Justicia y del Derecho","MINISTERIO DE JUSTICIA Y DEL DERECHO","Jose Eliberto Fonseca Ruiz","2021-12-09T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","144101","Ver Conjunto detalle","200000000","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","82212","Ejecutiva","Comercio Industria y Turismo","SERVICIOS POSTALES NACIONALES SA","Johanna Velandia Delgado","2021-12-09T00:00:00.000","Unión Temporal DELL EMC","Emitida","144433","Ver Conjunto detalle","1770020900","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","82219","Ejecutiva","Función Pública","ALCALDIA MUNICIPAL DE MADRID","Jorge Andres Tovar Forero","2021-12-09T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","144444","Ver Conjunto detalle","189826560","IAD Softare I  Microsoft","MADRID","No obligada"
"2021","82251","Ejecutiva","Defensa Nacional","CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC INTELIGENCIA","Yeisson Baquero Arenas","2021-12-09T00:00:00.000","Unión Temporal DELL EMC","Cerrada","144486","Ver Conjunto detalle","107998000","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","82274","Ejecutiva",,"CALDAS  GOBERNACION DE CALDAS","Valentin Sierra Arias","2021-12-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","144524","Ver Conjunto detalle","105855600","IAD Softare I  Microsoft","MANIZALES","No obligada"
"2021","82290","Ejecutiva","Deporte","INSTITUTO DEPARTAMENTAL DE DEPORTES DE ANTIOQUIA","Marcos Julian Alzate Saldarriaga","2021-12-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","144368","Ver Conjunto detalle","182946000","IAD Softare I  Microsoft","Medellin","No obligada"
"2021","82312","Ejecutiva","Hacienda y Crédito Público","SUPERINTENDENCIA FINANCIERA DE COLOMBIA","Clara Fernandez Jaramillo","2021-12-10T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","144243","Ver Conjunto detalle","424064949","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","82377","Ejecutiva","Inclusión social y reconciliación","DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL","Andrea Eliana Salazar Pérez","2021-12-10T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","144354","Ver Conjunto detalle","491406180","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","82378","Ejecutiva","Inclusión social y reconciliación","DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL","Andrea Eliana Salazar Pérez","2021-12-10T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","144356","Ver Conjunto detalle","92977240","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","82379","Ejecutiva","Inclusión social y reconciliación","DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL","Andrea Eliana Salazar Pérez","2021-12-10T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","144360","Ver Conjunto detalle","398973032","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","82401","Ejecutiva","Función Pública","CAUCA  GOBERNACION DEL CAUCA","Elias Larrahondo Carabali","2021-12-11T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","144685","Ver Conjunto detalle","5397324","IAD Softare I  Microsoft","Popayán","No obligada"
"2021","82444","Ejecutiva","Función Pública","RISARALDA  MUNICIPIO DE PEREIRA","Fredy Eduardo Ruano Lopez","2021-12-13T00:00:00.000","UT Soft IG 3","Cerrada","144724","Ver Conjunto detalle","197733320","IAD Softare I  Microsoft","Periera","No obligada"
"2021","82446","Ejecutiva","Defensa Nacional","MINISTERIO DE DEFENSA NACIONAL  DIRECCION GENERAL MARITIMA DIMAR","Deiber Navarro quintero","2021-12-13T00:00:00.000","UT Soft IG 3","Emitida","144657","Ver Conjunto detalle","1404412893","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","82499","Ejecutiva","Cultura","ARCHIVO GENERAL DE LA NACION","Andrea Paola Sandra Beatriz Prieto Mosquera","2021-12-13T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","144852","Ver Conjunto detalle","1251840","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","82553","Ejecutiva","No Aplica","ANTIOQUA  MUNICIPIO DE ITAGUI","Jeysson Perez Gomez","2021-12-14T00:00:00.000","Unión Temporal DELL EMC","Cerrada","144123","Ver Conjunto detalle","204878348","IAD Softare I  Microsoft","Itagui","No obligada"
"2021","82555","Ejecutiva","Inclusión social y reconciliación","DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL","Magda  Alfonso","2021-12-14T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","144621","Ver Conjunto detalle","1220145249","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","82560","Ejecutiva","Ambiente y Desarrollo Sostenible","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES IDEAM","Andres Felipe Arias Jiménez","2021-12-14T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","144845","Ver Conjunto detalle","118449001","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","82626","Ejecutiva",,"CUNDINAMARCA  ALCALDIA MUNICIPIO DE CAJICA","Fabio Hernan Ramirez Rodriguez","2021-12-14T00:00:00.000","Unión Temporal DELL EMC","Emitida","145068","Ver Conjunto detalle","68293267","IAD Softare I  Microsoft","CAJICA","No obligada"
"2021","82627","Ejecutiva","No Aplica","VALLE DEL CAUCAALCALDÍA MUNICIPIO DE YUMBO","Elder Emilio Davila Diaz","2021-12-14T00:00:00.000","Unión Temporal DELL EMC","Emitida","145046","Ver Conjunto detalle","161089943","IAD Softare I  Microsoft","Yumbo","No obligada"
"2021","82650","Ejecutiva","Defensa Nacional","DIRECCION DE TRANSITO Y TRANSPORTE DE LA POLICIA NACIONAL","Cesar Augusto Jaramillo  Gonzalez","2021-12-14T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","144890","Ver Conjunto detalle","75961426","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","82678","Organismos autónomo o independientes","Función Pública","ANTIOQUIACONTRALORÍA GENERAL DE MEDELLÍN","Erika Celeny Zuleta Zabala","2021-12-15T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","145110","Ver Conjunto detalle","163756464","IAD Softare I  Microsoft","MEDELLIN","No obligada"
"2021","82691","No Definido","No Definido","No Definido","Diana Reyes Pulido","2021-12-15T00:00:00.000","Unión Temporal DELL EMC","Emitida","145114","Ver Conjunto detalle","1086742600","IAD Softare I  Microsoft","Bogotá",
"2021","82707","Ejecutiva","Justicia y del Derecho","ANDJE","Natalia Marroquin Galvis","2021-12-15T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Cerrada","145069","Ver Conjunto detalle","106050627","IAD Softare I  Microsoft","Bogotá, D.C.","Obligada"
"2021","82714","Ejecutiva","Transporte","ATLANTICO  INSTITUTO DE TRANSITO DEPARTAMENTAL  BARRANQUILLA","Luis Fernando Vargas Campo","2021-12-15T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","144977","Ver Conjunto detalle","5555904","IAD Softare I  Microsoft","Barranquilla","No obligada"
