"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","imputacion","condena","atipicidad_inexistencia","acusacion","captura","sexo_indiciado","grupo_edad_indiciado","pais_nacimiento","homicidio_doloso_consumado","total_indiciados"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","IMPARTICION DE JUSTICIA","FRAUDE A RESOLUCION JUDICIAL ART. 454 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"NO","SI","NO","INACTIVO","INVESTIGACIÓN","2020","2020","2020","Ley 906","Colombia","Caquetá","FLORENCIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","PATRIMONIO ECONOMICO","PERTURBACION DE LA POSESION SOBRE INMUEBLE. ART. 264 C.P.","SI","NO","SI","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","3"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR ART. 340 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","7"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","54"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Casanare","PORE","DIRECCIÓN SECCIONAL DE CASANARE","AMENAZAS","AMENAZAS CONTRA DEFENSORES DE DERECHOS HUMANOS Y SERVIDORES PUBLICOS ART. 188E","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","21"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2015","Ley 906","Colombia","Boyaca","SUSACÓN","DIRECCIÓN SECCIONAL DE BOYACÁ","EXTORSION","EXTORSION. ART. 244 C.P.","SI","SI","NO","SI","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2013","2013","2012","Ley 906","Colombia","Cundinamarca","SILVANIA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","6"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2021","2021","2021","Ley 906","Colombia","Meta","SAN MARTÍN","DIRECCIÓN SECCIONAL DE META","DESPLAZAMIENTO","DESPLAZAMIENTO FORZADO ART. 180  C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","17"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Magdalena","PLATO","DIRECCIÓN SECCIONAL DE MAGDALENA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","5"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","La Guajira","RIOHACHA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","6"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Cundinamarca","GACHETÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Bolívar","MAHATES","DIRECCIÓN SECCIONAL DE BOLÍVAR","IMPARTICION DE JUSTICIA","RECEPTACION ART. 447 C.P.","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","98"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","VILLETA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"NO","SI","NO","ACTIVO","JUICIO","2019","2020","2018","Ley 906","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","SI","NO","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","10"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2012","2012","2012","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Cundinamarca","ZIPAQUIRÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","SI","NO","NO","FEMENINO","SIN DATO",,"NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Tolima","ROVIRA","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES","DE LAS LESIONES PERSONALES","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","FUSAGASUGÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","8"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Córdoba","MONTELÍBANO","DIRECCIÓN SECCIONAL DE CÓRDOBA","ACTOS DE DISCRIMINACION","ACTOS DE RACISMO O DISCRIMINACIÓNART. 134 A","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 1098","Colombia","La Guajira","RIOHACHA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","HURTO","HURTO ART. 239 C.P. MAYOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","121"
"SI","NO","NO","INACTIVO","JUICIO","2015","2015","2015","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","DELITOS SEXUALES","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO",,"ADULTEZ 29 - 59","Colombia","NO","8"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Antioquia","URRAO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","DELITOS AMBIENTALES","APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES ART. 328 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","ACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59",,"NO","4"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","SOPÓ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","3"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2019","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","59"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 1098","Colombia","Antioquia","GÓMEZ PLATA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INVESTIGACIÓN","2014","2014","2014","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","SI","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","ACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Cauca","PIENDAMÓ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","QUERELLABLE","2011","2011","2011","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","34"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Magdalena","EL PIÑON","DIRECCIÓN SECCIONAL DE MAGDALENA","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2017","2017","2017","Ley 906","Colombia","Nariño","TUMACO","DIRECCIÓN SECCIONAL DE NARIÑO","PERSONAS Y BIENES PROTEGIDOS POR EL DIH","UTILIZACION DE MEDIOS Y METODOS DE GUERRA ILICITOS ART. 142 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","16"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","PATRIMONIO ECONOMICO","ABUSO DE CONDICIONES DE INFERIORIDAD. ART. 251 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","5"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","509"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","91"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","16"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Tolima","MARIQUITA","DIRECCIÓN SECCIONAL DE TOLIMA","DELITOS SEXUALES","ACOSO SEXUAL ART. 210A","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Santander","BARRANCABERMEJA","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","17"
"SI","NO","NO","INACTIVO","JUICIO","2011","2011","2011","Ley 906","Colombia","Valle del Cauca","BUENAVENTURA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","SI","NO","NO","SI","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","SI","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 1098","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","1"
"NO","NO","NO","INACTIVO","JUICIO","2015","2015","2015","Ley 906","Colombia","Valle del Cauca","ANDALUCÍA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","SI","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Antioquia","DON MATÍAS","DIRECCIÓN SECCIONAL DE ANTIOQUIA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","7"
"SI","NO","NO","INACTIVO","JUICIO","2011","2011","2011","Ley 906","Colombia","Valle del Cauca","ROLDANILLO","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","SI","NO","NO","SI","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","JUICIO","2015","2015","2015","Ley 906","Colombia","Santander","PIEDECUESTA","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2012","Ley 906","Colombia","Chocó","BAJO BAUDÓ","DIRECCIÓN SECCIONAL DE CHOCÓ","AMENAZAS","AMENAZAS CONTRA DEFENSORES DE DERECHOS HUMANOS Y SERVIDORES PUBLICOS ART. 188E","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Tolima","MARIQUITA","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","5"
"SI","NO","NO","ACTIVO","JUICIO","2020","2020","2020","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","IMPARTICION DE JUSTICIA","RECEPTACION ART. 447 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","SI","INACTIVO","INVESTIGACIÓN","2017","2017","2017","Ley 906","Colombia","Antioquia","LA CEJA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","NO","NO","SI","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","5"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","271"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","Cesar","AGUACHICA","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","4"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","SI","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","51"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","126"
"NO","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","213"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Santander","SIMACOTA","DIRECCIÓN SECCIONAL DE SANTANDER","DELITOS SEXUALES","ACTO SEXUAL VIOLENTO. ART. 206 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","JUICIO","2012","2012","2012","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","SI","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","CORRUPCION JUDICIAL","FALSO TESTIMONIO ART. 442 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","23"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Cauca","PIENDAMÓ","DIRECCIÓN SECCIONAL DE CAUCA","CONSTRENIMIENTO","CONSTREÑIMIENTO ILEGAL ART. 182 C.P.","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","17"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2014","2014","2014","Ley 906","Colombia","Chocó","QUIBDO","DIRECCIÓN SECCIONAL DE CHOCÓ","DESPLAZAMIENTO","DESPLAZAMIENTO FORZADO ART. 180  C.P.","SI","SI","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Norte de Santander","OCANA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","10"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2011","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","8"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Cundinamarca","CHOACHÍ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO",,"ADULTO MAYOR DE 60","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","DELITOS SEXUALES","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","36"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","26"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2013","2013","2013","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA FINANCIACION DEL TERRORISMO Y DE GRUPOS DE DELINCUENCIA ORGANIZADA Y ADMINITRACION DE RECURSOS RELACIONADOS CON ACTIVIDADES TERRORISTAS Y DE LA DELINCUENCIA ORGANIZADA ART. 340 C.P. INC.2","SI","NO","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","8"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","60"
"NO","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","Valle del Cauca","GUADALAJARA DE BUGA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","HOMICIDIO CULPOSO","HOMICIDIO CULPOSO ART. 109 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","325"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","Guaviare","SAN JOSÉ DEL GUAVIARE","DIRECCIÓN SECCIONAL DE GUAVIARE","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","ACTIVO","JUICIO","2016","2016","2015","Ley 1098","Colombia","Chocó","QUIBDO","DIRECCIÓN SECCIONAL DE CHOCÓ","HURTO","HURTO AUTOMOTOR MENOR CUANTIA ART. 239 C.P. ATENUADO CON EL FIN DE USARLO Y SE RESTITUYE ART.242 C.P.INCISO1","SI","NO","NO","NO","NO","FEMENINO","ADOLESCENTE 14 - 17","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","37"
"SI","NO","NO","ACTIVO","JUICIO","2020","2020","2020","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","LESIONES PERSONALES","LESIONES ART. 111 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Boyaca","PAIPA","DIRECCIÓN SECCIONAL DE BOYACÁ","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","6"
