"noid","codigo_departamento","nombre_departamento","codigo_municipio","nombre_municipio","zona_postal","codigo_postal","limite_norte","limite_sur","limite_este","limite_oeste","tipo","barrios_contenidos_en_el","veredas_contenidas_en_el"
"2.918","68","SANTANDER","68077","BARBOSA","6.845","684.517","MUNICIPIO GUEPSA","MUNICIPIO PUENTE NACIONAL","M. MONIQUIRA Y SAN JOSE DE PARE","MUNICIPIO VELEZ","Rural","Sin Informacion de Barrios","Amarillo- Cite"
"3.12","73","TOLIMA","73030","AMBALEMA","7.31","731.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.164","47","MAGDALENA","47745","SITIONUEVO","4.77","477.001","KR 3 N","KR 23","CL 14","CL 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.066","44","LA GUAJIRA","44078","BARRANCAS","4.43","443.04","CL 27","LIMITE URBANO","KR 11","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"559","13","BOLIVAR","13001","CARTAGENA","1.3","130.019","MAR CARIBE","MAR CARIBE","MAR CARIBE","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.419","81","ARAUCA","81591","PUERTO RONDON","8.13","813.01","LIMITE URBANO","LIMITE URBANO","KR 1","KR 26","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"153","5","ANTIOQUIA","5190","CISNEROS","530","53.05","CL 21","CL 17A","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.466","85","CASANARE","85325","SAN LUIS DE PALENQUE","8.53","853.03","LIMITE URBANO","LIMITE URBANO","KR 1","KR 13","Urbano","Sin Informacion de Barrios","El Caiman- Macuco"
"781","15","BOYACA","15550","PISBA","1.518","151.807","M. TAMATA Y SOCOTA","MUNICIPIO LABRANZAGRANDE","MUICIPIO PAYA","MUNICIPIO SOCOTA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.512","86","PUTUMAYO","86760","SANTIAGO","8.61","861.06","LIMITE URBANO","LIMITE URBANO","KR 1","KR 6A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"142","5","ANTIOQUIA","5040","ANORI","528","52.857","MUNICIPIO ZARAGOZA","MUNICIPIO GUADALUPE Y CAMPAMENTO","MUNICIPIO AMALFI","M. TARAZA Y CACERES","Rural","Sin Informacion de Barrios","Bejuquillo- Bellavista-  Bocas de Cana-  Bolivar-  Brisas del Nechi-  Cabecera Municipal-  Cana Medio-  Capotal-  Chagualito-  Chagualo Abajo-  Chagualo Arriba-  Chaquiral-  Concha Abajo-  Concha Arriba-  Concha Media-  Cruces-  Doradas Bajas-  El Banco-"
"196","5","ANTIOQUIA","5313","GRANADA","544","54.41","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"592","13","BOLIVAR","13620","SAN CRISTOBAL","1.315","131.52","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"453","8","ATLANTICO","8436","MANATI","850","85.02","KR 14","KR 1B","CL 1","CL 13","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"567","13","BOLIVAR","13683","SANTA ROSA","1.305","130.527","ARROYO TABACAL","MUNICIPIO TURBACO","MUNICIPIO VILLANUEVA","MUNICIPIO CARTAGENA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.109","47","MAGDALENA","47030","ALGARROBO","4.72","472.04","KR 19","KR 1","CL 8","CL 15","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.555","91","AMAZONAS","91536","PUERTO ARICA","9.12","912.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.197","50","META","50001","VILLAVICENCIO","5","500.017","R. OCOA-L. U. Y V. V/CIO.-PTO L.","MUNICIPIO ACACIAS","VIA S. ROSA DE R.-LA Q/DITA.","MUNICIPIO GUAYABETAL","Rural","Sin Informacion de Barrios","Brisas del Guayuriba- Loma de San Juan"
"3.15","73","TOLIMA","73349","HONDA","7.32","732.047","MUNICIPIO LA DORADA","LIMITE URBANO","MUNICIPIO GUADUAS","MUNICIPIO MARIQUITA","Rural","Sin Informacion de Barrios","San Antonio"
"3.539","88","ARCHIPIELAGO DE SAN ANDRES","88001","SAN ANDRES","8.8","880.001","MAR CARIBE","LIMITE URBANO","MAR CARIBE","MAR CARIBE","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.601","25","CUNDINAMARCA","25817","TOCANCIPA","2.51","251.01","CL 19A","DG 3","KR 6 E","KR 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.04","17","CALDAS","17495","NORCASIA","1.75","175.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.446","23","CORDOBA","23815","TUCHIN","2.32","232.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.569","25","CUNDINAMARCA","25781","SUTATAUSA","2.504","250.44","CL 8","CL 1","KR 1 S","KR 6","Urbano","Sin Informacion de Barrios","NAVAL- OJO DE AGUA-  SANTA BARBARA"
"3.425","81","ARAUCA","81300","FORTUL","8.14","814.05","KR 11","KR 32","LIMITE URBANO","CL 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.679","25","CUNDINAMARCA","25290","FUSAGASUGA","2.522","252.217","MUNICIPIO SILVANIA","LIMITE URBANO","MUNICIPIO PASCA","VIA FUSAGASUGA-SILVANIA","Rural","Sin Informacion de Barrios","BERMEJAL"
"2.868","68","SANTANDER","68121","CABRERA","6.835","683.501","CL 9A","CL 1","LIMITE URBANO","KR 9C","Urbano","Sin Informacion de Barrios","Cabecera Municipal- El Centro"
"893","15","BOYACA","15494","NUEVO COLON","1.536","153.62","CL 8","CL 0","KR 1","KR 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.827","27","CHOCO","27073","BAGADO","2.71","271.05","LIMITE URBANO","LIMITE UBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.886","27","CHOCO","27025","ALTO BAUDO","2.76","276.07","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"644","13","BOLIVAR","13074","BARRANCO DE LOBA","1.335","133.518","VIA AFIRMADA-ALTOS DEL ROSARIO","MUNICIPIO TIQUISIO","MPIO. SAN MARTIN DE LOBA","MPIO. ALTOS DEL ROSARIO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"569","13","BOLIVAR","13873","VILLANUEVA","1.305","130.53","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.057","70","SUCRE","70124","CAIMITO","7.04","704.01","CL 18","CL 7","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.734","25","CUNDINAMARCA","25596","QUIPILE","2.53","253.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"7","5","ANTIOQUIA","5001","MEDELLIN","500","50.007","MUNICIPIO COPACABANA","VIA PRINCIPAL","MUNICIPIO GUARNE","LIMITE URBANO","Rural","Sin Informacion de Barrios","Barro Blanco- La Honda"
"3.455","85","CASANARE","85250","PAZ DE ARIPORO","8.52","852.03","CL 25","CL 6 S","KR 7 E","KR 21","Urbano","BARRIO 20 DE JULIO- BARRIO 7 DE AGOSTO- BARRIO BUENOS AIRES- BARRIO CAMILO TORRES- BARRIO EL PALMAR- BARRIO EL TRIUNFO- BARRIO LA ESPERANZA- BARRIO LA FRAGUA- BARRIO LAS FERIAS- BARRIO LAS VILLAS- BARRIO LOS CENTAUROS- BARRIO PANORAMA- BARRIO VELLAVISTA-","Laguito"
"2.581","54","NORTE DE SANTANDER","54223","CUCUTILLA","5.445","544.52","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.627","25","CUNDINAMARCA","25299","GAMA","2.512","251.24","CL 7","CL 1","KR 1","KR 5A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"276","5","ANTIOQUIA","5809","TITIRIBI","558","55.858","MUNICPIO ARMENIA","MUNICPIO VENECIA","QUEBRADA EL GUAMO","MUNICIPIO CONCORDIA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"727","15","BOYACA","15162","CERINZA","1.506","150.627","M. ENCISO Y BELEN","M. SANTA ROSA DE VITERBO","M. FLORESTA Y BETEITIVA","M- ENCISO","Rural","Sin Informacion de Barrios","Cabecera Municipal- Chital-  Cobagote-  Cucubo-  Portachuelo-  Toba"
"1.337","20","CESAR","20250","EL PASO","2.01","201.03","CL 4 N","CL 7","KR 9","KR 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"951","15","BOYACA","15176","CHIQUINQUIRA","1.546","154.64","CL 39","LIMITE URBANO","KR 1","AV CINCUNVALAR","Urbano","Sin Informacion de Barrios","La Mesa- Teneria"
"1.611","25","CUNDINAMARCA","25736","SESQUILE","2.51","251.05","CL 10","CL 1","KR 1","KR 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.684","25","CUNDINAMARCA","25743","SILVANIA","2.522","252.24","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","BOSA CHOQUE- CENTRO-  CUCHARAL-  LA PORTADA-  LOMA ALTA-  NOVILLEROS-  PANAMA-  QUEBRADA HONDA-  SAN JOSE DEL CHOCHO-  SANTA RITA ALTA-  USATAMA-  VIENA"
"2.648","54","NORTE DE SANTANDER","54553","PUERTO SANTANDER","5.48","548.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANOI","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"894","15","BOYACA","15494","NUEVO COLON","1.536","153.627","M. VENTAQUEMADA Y BOYACA","MUNICIPIO UAMBITA","M. JENESANO Y TIBANA","MUNICIPIO TURMEQUE","Rural","Sin Informacion de Barrios","Altamizal- Altamizal-  Aposentos-  Bayeta-  Cabecera Municipal-  Carbonera-  Centro Rural-  El Uvo-  Fiota-  Invita-  Jabonera-  Jaraquira-  Llano Grande-  Mombita-  Pavaquira-  Pavas-  Pavas-  Piedras de Candela-  Potreros-  Pozo Negro-  Puente de Piedra"
"2.545","54","NORTE DE SANTANDER","54874","VILLA DEL ROSARIO","5.41","541.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.059","17","CALDAS","17665","SAN JOSE","1.77","177.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 4","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.742","68","SANTANDER","68780","SURATA","6.805","680.501","CL 10","LIMITE URBANO","KR 1","KR 8A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.848","68","SANTANDER","68322","GUAPOTA","6.83","683.017","M. PALM. DEL SOCO. Y CHIMA","MPIO. OIBA Y GUADALUPE","MPIO. OIBA Y CONFINES","MPIO. CHIMA Y GUADALUPE","Rural","Sin Informacion de Barrios","La Ensillada- La Ensillada-  Las Flores-  Monte Grande-  Morario-  Santo Domingo"
"36","5","ANTIOQUIA","5001","MEDELLIN","500","50.041","CL  92  Y  93A","CL  72 Y 68","DG  80  Y KR  80","KR  97 Y LIMITE URBANO","Urbano","Aures No.1- Aures No.2- Bello Horizonte- El Diamante- Palenque- Villa Flora","Pajarito"
"2.944","68","SANTANDER","68013","AGUADA","6.855","685.521","CL 4","CL 1","KR 1","KR 6","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Centro-  San Diego Yariguies"
"1.126","18","CAQUETA","18094","BELEN DE LOS ANDAQUIES","1.86","186.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.384","20","CESAR","20614","RIO DE ORO","2.05","205.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"872","15","BOYACA","15172","CHINAVITA","1.532","153.28","CL 10","LIMITE URBANO","KR 1","KR 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"860","15","BOYACA","15798","TENZA","1.532","153.201","LIMITE URBANO","CL 2","KR 1","KR 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.275","19","CAUCA","19693","SAN SEBASTIAN","1.945","194.501","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.129","18","CAQUETA","18029","ALBANIA","1.86","186.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.045","70","SUCRE","70678","SAN BENITO ABAD","7.03","703.01","KR 24","KR 2","CL 14","CL 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.753","25","CUNDINAMARCA","25662","SAN JUAN DE RIO SECO","2.532","253.25","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.956","68","SANTANDER","68573","PUERTO PARRA","6.86","686.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.95","41","HUILA","41020","ALGECIRAS","4.13","413.04","CL 11","CL 1","CL 14","CL 4 S","Urbano","Sin Informacion de Barrios","ANDES MEDIOS- LA PERDIZ-  LAGUNILLA-  SATIAS"
"1.782","25","CUNDINAMARCA","25402","LA VEGA","2.536","253.618","VIA SAN FCO.-LA VEGA-LA VICTORIA","MUNICIPIO FACATATIVA","MPIO. SAN FRANCISCO","MUNICIPIO SASAIMA","Rural","Sin Informacion de Barrios","CHUSCAL- EL DINTEL-  EL ROBLE-  LAURELES-  LIBERTAD-  LLANO GRANDE-  SABANETA-  SABANETA-  UCRANIA"
"719","15","BOYACA","15693","SANTA ROSA DE VITERBO","1.504","150.48","CL 16","CL 1","KR 0","AV CLIMACO CALDERON REYES","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.965","41","HUILA","41548","PITAL","4.14","414.06","CL 13","CL 4","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.523","25","CUNDINAMARCA","25214","COTA","2.5","250.01","CL 17 A","CL 1","KR 1 E","KR 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.233","73","TOLIMA","73622","RONCESVALLES","7.355","735.55","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.021","17","CALDAS","17446","MARULANDA","1.73","173.001","CL 10","LIMITE URBANO","KR 2","KR 6A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"318","5","ANTIOQUIA","5847","URRAO","568","56.83","CL 43","CL 12","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"60","5","ANTIOQUIA","5088","BELLO","510","51.059","M. SAN PEDRO DE LOS MILAGROS","LIMITE URBANO","MUNICIPIO COPACABANA","RIO PERMANENTE","Rural","Sin Informacion de Barrios","La Veta"
"833","15","BOYACA","15514","PAEZ","1.526","152.627","M. BERBEO- S EDUARDO Y AQUITANIA","M. SABANALARGA Y  MONTERREY","M. CHAMEZA Y TAURAMENA","M. CAMPOHERMOSO Y MIRAFLORES","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.668","63","QUINDIO","63212","CORDOBA","6.32","632.02","LIMITE URBANO","LIMITE URBANO","CL 17","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.078","70","SUCRE","70670","SAMPUES","7.05","705.079","MUNICIPIO COROZAL","MUNICIPIO CHINU","MPIO. COROZAL Y EL ROBLE","BRAZO ARROYO CANOAS","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"588","13","BOLIVAR","13442","MARIA LA BAJA","1.31","131.069","VIA MANPUJAN - EL SENA","M. SAN ONOFRE Y SAN JACINTO","M. SAN JUAN NEPOMUCENO","VIA PUEBLO NUEVO-EL SENA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.996","41","HUILA","41244","ELIAS","4.17","417.007","MPIO. TARQUI Y OPORAPA","MPIO. TIMANA Y PITALITO","MUNICIPIO TIMANA","M. SALADOBLANCO Y OPORAPA","Rural","Sin Informacion de Barrios","EL CEDRO- EL ESPINAL-  EL PROGRESO-  EL VERGEL-  EL VISO-  FATIMA-  GALLARDITO-  GUACACALLO-  INSPECCION EL NARANJAL-  LA ESPERANZA-  LA PALMA-  LA PAMPA-  LAGUNETA-  LAS CEIBAS-  LAS MERCEDES-  LASBINA-  ORITOGUAZ-  ORITOGUAZ-  PARAGUAY-  PASO A MAITO-"
"2.621","54","NORTE DE SANTANDER","54344","HACARI","5.465","546.51","LIMITE URBANO","LIMITE URBANO","KR 2","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.492","85","CASANARE","85010","AGUAZUL","8.56","856.01","KR 26","KR 2 B","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cuarto Unete"
"3.025","70","SUCRE","70230","CHALAN","7.01","701.017","MPIO. SAN ONOFRE Y EL CARMEN DE B.","MUNICIPIO COLOSO","MUNICIPIO OVEJAS","MUNICIPIO COLOSO","Rural","Sin Informacion de Barrios","A.P.H.A- El Cielo-  El Paraiso-  La Ceiba-  La Estrella-  mancamo-  Memarilla-  Suelo de Barro"
"1.372","20","CESAR","20550","PELAYA","2.04","204.047","MUNICIPIO PAILITAS Y TAMALAMEQUE","MUNICIPIO LA GLORIA","MUNICIPIO EL CARMEN","MUNICIPIO LA GLORIA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.56","54","NORTE DE SANTANDER","54099","BOCHALEMA","5.43","543.01","LIMITE URBANO","CL 8","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.677","25","CUNDINAMARCA","25290","FUSAGASUGA","2.522","252.211","LIMITE URBANO","TV 12- CL 11 Y 10","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","EL JORDAN- LA PALMA-  LA VENTA-  LOS SAUCES-  PEKIN-  RESGUARDO"
"3.246","76","VALLE DEL CAUCA","76001","CALI","7.6","760.004","KR  1D","KR  7","AC ORIENTAL","CL  52","Urbano","El Sena- Los Andes- Los Andes B-La Rivera- Los Guayacanes- Paseo de Los Almendros- Villa del Prado - El Guabito","Sin Informacion de Veredas"
"859","15","BOYACA","15778","SUTATENZA","1.53","153.067","MUNICIPIO TENZA","MPIO. SOMONDOCO","MUNICIPIO GARAGOA","MUNICIPIO GUATEQUE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"626","13","BOLIVAR","13468","MOMPOS","1.325","132.56","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"445","8","ATLANTICO","8770","SUAN","840","84.06","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.508","86","PUTUMAYO","86749","SIBUNDOY","8.61","861.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"837","15","BOYACA","15455","MIRAFLORES","1.526","152.667","MUNICIPIO ZETAQUIRA","MUNICIPIO CAMPOHERMOSO","M. PAEZ Y BERBEO","MUNICIPIO GARAGOA","Rural","Sin Informacion de Barrios","Guanata- Hormigas"
"550","13","BOLIVAR","13001","CARTAGENA","1.3","130.009","LIMITE URBANO","MUNICIPIO TURBANA","M. TURBACO Y TURBANA","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.862","68","SANTANDER","68320","GUADALUPE","6.83","683.051","LIMITE URBANO","LIMITE URBANO","KR 2","KR 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.624","25","CUNDINAMARCA","25297","GACHETA","2.512","251.23","LIMITE URBANO","CL 1A","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"87","5","ANTIOQUIA","5237","DON MATIAS","518","51.85","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Despensas-  La Piedrahita"
"792","15","BOYACA","15215","CORRALES","1.52","152.06","CL 12","CL 1","KR 4 E","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.021","70","SUCRE","70001","SINCELEJO","7","700.008","RIO Y QUEBRADA","LIM. URB. Y VIA SINC.-PALM.","MUNICIPIO MORROA","MUNICIPIO PALMITO","Rural","El Ruby","Guaimi"
"1.21","19","CAUCA","19137","CALDONO","1.92","192.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.996","68","SANTANDER","68255","EL PLAYON","6.875","687.501","CL 18","CL 1","KR 2","KR 9A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.927","41","HUILA","41078","BARAYA","4.11","411.06","CL 7A","CL 1","KR 1","KR 12","Urbano","Sin Informacion de Barrios","BARAYA- CHIVERA-  ESPINALOZA-  TOTUMITO"
"946","15","BOYACA","15632","SABOYA","1.546","154.601","CL 11","LIMITE URBANO","KR 3","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.598","25","CUNDINAMARCA","25758","SOPO","2.51","251.001","CL 11","CL 10 S","KR 6 E","KR 5","Urbano","Sin Informacion de Barrios","CHUSCAL"
"3.194","73","TOLIMA","73226","CUNDAY","7.34","734.04","LIMITE URBANO","LIMITE URBANO","KR 1 E","KR 9","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"2.209","50","META","50245","EL CALVARIO","5.01","501.041","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- El Calvario Canto"
"277","5","ANTIOQUIA","5059","ARMENIA","558","55.86","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.368","20","CESAR","20787","TAMALAMEQUE","2.04","204.02","KR 12","KR 1","CL 16","CL 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.123","47","MAGDALENA","47720","SANTA BARBARA DE PINTO","4.74","474.007","MUNICIPIO PLATO","MPIO. MAGANGUE Y TALAIGA NUEVO","MUNICIPIO SANTA ANA","MPIO. PLATO Y CORDOBA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.327","20","CESAR","20001","VALLEDUPAR","2","200.017","M. PUEB. BELLO Y R. MOCHO","RIO CESAR","RIO AZUCAR BUENO","RIO","Rural","Sin Informacion de Barrios","Las Pitillas- Los Brasiles"
"815","15","BOYACA","15518","PAJARITO","1.524","152.401","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 4A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.602","54","NORTE DE SANTANDER","54720","SARDINATA","5.455","545.53","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
