"row_id","monitoring_station_name","parameter_measured","average_daily_value","unit_of_measure","date_measured","latitude","longitude","geocoded_column"
"Edmonton East-2019-10-29-Hydrogen Sulphide-0.0001","Edmonton East","Hydrogen Sulphide","0.0001","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Methane-2.0087","Edmonton East","Methane","2.0087","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Nitric Oxide-0.0092","Edmonton East","Nitric Oxide","0.0092","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Nitrogen Dioxide-0.0170","Edmonton East","Nitrogen Dioxide","0.0170","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Non-methane Hydrocarbons-0.0348","Edmonton East","Non-methane Hydrocarbons","0.0348","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Outdoor Air Temperature--7.3542","Edmonton East","Outdoor Air Temperature","-7.3542","deg c","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Ozone-0.0162","Edmonton East","Ozone","0.0162","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-PM2.5 Mass-4.5000","Edmonton East","PM2.5 Mass","4.5000","ug/m3","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Relative Humidity-56.9583","Edmonton East","Relative Humidity","56.9583","percent","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Std. Dev. of Wind Direction-17.0417","Edmonton East","Std. Dev. of Wind Direction","17.0417","deg 10m","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Sulphur Dioxide-0.0003","Edmonton East","Sulphur Dioxide","0.0003","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Total Hydrocarbons-2.0565","Edmonton East","Total Hydrocarbons","2.0565","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Total Oxides Of Nitrogen-0.0262","Edmonton East","Total Oxides Of Nitrogen","0.0262","ppm","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Wind Direction-229.6250","Edmonton East","Wind Direction","229.6250","deg 10m","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-29-Wind Speed-8.5917","Edmonton East","Wind Speed","8.5917","km/hr 10m","2019-10-29T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton McIntyre-2019-10-29-Outdoor Air Temperature--7.3125","Edmonton McIntyre","Outdoor Air Temperature","-7.3125","deg c","2019-10-29T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-29-PM2.5 Mass-2.2083","Edmonton McIntyre","PM2.5 Mass","2.2083","ug/m3","2019-10-29T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-29-Relative Humidity-59.8333","Edmonton McIntyre","Relative Humidity","59.8333","percent","2019-10-29T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-29-Std. Dev. of Wind Direction-21.2500","Edmonton McIntyre","Std. Dev. of Wind Direction","21.2500","deg 10m","2019-10-29T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-29-Wind Direction-232.3750","Edmonton McIntyre","Wind Direction","232.3750","deg 10m","2019-10-29T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-29-Wind Speed-6.3542","Edmonton McIntyre","Wind Speed","6.3542","km/hr 10m","2019-10-29T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton South-2019-10-29-Air Quality Index-2.0200","Edmonton South","Air Quality Index","2.0200","null","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Carbon Monoxide-0.1565","Edmonton South","Carbon Monoxide","0.1565","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Methane-2.0391","Edmonton South","Methane","2.0391","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Nitric Oxide-0.0021","Edmonton South","Nitric Oxide","0.0021","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Nitrogen Dioxide-0.0121","Edmonton South","Nitrogen Dioxide","0.0121","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Non-methane Hydrocarbons-0.0000","Edmonton South","Non-methane Hydrocarbons","0.0000","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Outdoor Air Temperature--8.0958","Edmonton South","Outdoor Air Temperature","-8.0958","deg c","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Ozone-0.0171","Edmonton South","Ozone","0.0171","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-PM2.5 Mass-1.9167","Edmonton South","PM2.5 Mass","1.9167","ug/m3","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Relative Humidity-59.2917","Edmonton South","Relative Humidity","59.2917","percent","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Std. Dev. of Wind Direction-18.2083","Edmonton South","Std. Dev. of Wind Direction","18.2083","deg 10m","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Sulphur Dioxide-0.0007","Edmonton South","Sulphur Dioxide","0.0007","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Total Hydrocarbons-2.0391","Edmonton South","Total Hydrocarbons","2.0391","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Total Oxides Of Nitrogen-0.0142","Edmonton South","Total Oxides Of Nitrogen","0.0142","ppm","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Wind Direction-232.9583","Edmonton South","Wind Direction","232.9583","deg 10m","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-29-Wind Speed-6.6625","Edmonton South","Wind Speed","6.6625","km/hr 10m","2019-10-29T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"St. Albert-2019-10-29-Air Quality Index-2.1531","St. Albert","Air Quality Index","2.1531","null","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-Carbon Monoxide-0.1826","St. Albert","Carbon Monoxide","0.1826","ppm","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-Nitric Oxide-0.0049","St. Albert","Nitric Oxide","0.0049","ppm","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-Nitrogen Dioxide-0.0158","St. Albert","Nitrogen Dioxide","0.0158","ppm","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-Outdoor Air Temperature--8.1833","St. Albert","Outdoor Air Temperature","-8.1833","deg c","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-Ozone-0.0160","St. Albert","Ozone","0.0160","ppm","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-PM2.5 Mass-3.8333","St. Albert","PM2.5 Mass","3.8333","ug/m3","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-Relative Humidity-65.7500","St. Albert","Relative Humidity","65.7500","percent","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-Sulphur Dioxide-0.0008","St. Albert","Sulphur Dioxide","0.0008","ppm","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-29-Total Oxides Of Nitrogen-0.0207","St. Albert","Total Oxides Of Nitrogen","0.0207","ppm","2019-10-29T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"Edmonton Central-2019-10-28-Air Quality Index-2.2402","Edmonton Central","Air Quality Index","2.2402","null","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-Carbon Monoxide-0.1826","Edmonton Central","Carbon Monoxide","0.1826","ppm","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-Methane-2.0957","Edmonton Central","Methane","2.0957","ppm","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-Nitric Oxide-0.0046","Edmonton Central","Nitric Oxide","0.0046","ppm","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-Nitrogen Dioxide-0.0085","Edmonton Central","Nitrogen Dioxide","0.0085","ppm","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-Non-methane Hydrocarbons-0.0000","Edmonton Central","Non-methane Hydrocarbons","0.0000","ppm","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-Ozone-0.0258","Edmonton Central","Ozone","0.0258","ppm","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-PM2.5 Mass-2.3636","Edmonton Central","PM2.5 Mass","2.3636","ug/m3","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-Total Hydrocarbons-2.0957","Edmonton Central","Total Hydrocarbons","2.0957","ppm","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-28-Total Oxides Of Nitrogen-0.0131","Edmonton Central","Total Oxides Of Nitrogen","0.0131","ppm","2019-10-28T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton East-2019-10-28-Air Quality Index-2.4397","Edmonton East","Air Quality Index","2.4397","null","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Carbon Monoxide-0.1000","Edmonton East","Carbon Monoxide","0.1000","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Methane-1.9000","Edmonton East","Methane","1.9000","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Nitric Oxide-0.0009","Edmonton East","Nitric Oxide","0.0009","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Nitrogen Dioxide-0.0025","Edmonton East","Nitrogen Dioxide","0.0025","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Non-methane Hydrocarbons-0.0043","Edmonton East","Non-methane Hydrocarbons","0.0043","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Outdoor Air Temperature--7.4667","Edmonton East","Outdoor Air Temperature","-7.4667","deg c","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Ozone-0.0303","Edmonton East","Ozone","0.0303","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-PM2.5 Mass-1.0000","Edmonton East","PM2.5 Mass","1.0000","ug/m3","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Relative Humidity-59.7917","Edmonton East","Relative Humidity","59.7917","percent","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Std. Dev. of Wind Direction-15.3750","Edmonton East","Std. Dev. of Wind Direction","15.3750","deg 10m","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Sulphur Dioxide-0.0000","Edmonton East","Sulphur Dioxide","0.0000","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Total Hydrocarbons-1.9043","Edmonton East","Total Hydrocarbons","1.9043","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Total Oxides Of Nitrogen-0.0034","Edmonton East","Total Oxides Of Nitrogen","0.0034","ppm","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Wind Direction-334.3750","Edmonton East","Wind Direction","334.3750","deg 10m","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-28-Wind Speed-17.7875","Edmonton East","Wind Speed","17.7875","km/hr 10m","2019-10-28T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton McIntyre-2019-10-28-Outdoor Air Temperature--7.1583","Edmonton McIntyre","Outdoor Air Temperature","-7.1583","deg c","2019-10-28T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-28-PM2.5 Mass-1.4583","Edmonton McIntyre","PM2.5 Mass","1.4583","ug/m3","2019-10-28T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-28-Relative Humidity-61.1250","Edmonton McIntyre","Relative Humidity","61.1250","percent","2019-10-28T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-28-Std. Dev. of Wind Direction-20.7500","Edmonton McIntyre","Std. Dev. of Wind Direction","20.7500","deg 10m","2019-10-28T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-28-Wind Direction-330.5000","Edmonton McIntyre","Wind Direction","330.5000","deg 10m","2019-10-28T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-28-Wind Speed-14.7292","Edmonton McIntyre","Wind Speed","14.7292","km/hr 10m","2019-10-28T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton South-2019-10-28-Air Quality Index-2.3448","Edmonton South","Air Quality Index","2.3448","null","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Carbon Monoxide-0.1000","Edmonton South","Carbon Monoxide","0.1000","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Methane-2.0000","Edmonton South","Methane","2.0000","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Nitric Oxide-0.0005","Edmonton South","Nitric Oxide","0.0005","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Nitrogen Dioxide-0.0033","Edmonton South","Nitrogen Dioxide","0.0033","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Non-methane Hydrocarbons-0.0000","Edmonton South","Non-methane Hydrocarbons","0.0000","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Outdoor Air Temperature--7.4500","Edmonton South","Outdoor Air Temperature","-7.4500","deg c","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Ozone-0.0283","Edmonton South","Ozone","0.0283","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-PM2.5 Mass-0.1250","Edmonton South","PM2.5 Mass","0.1250","ug/m3","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Relative Humidity-58.0417","Edmonton South","Relative Humidity","58.0417","percent","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Std. Dev. of Wind Direction-14.6250","Edmonton South","Std. Dev. of Wind Direction","14.6250","deg 10m","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Sulphur Dioxide-0.0000","Edmonton South","Sulphur Dioxide","0.0000","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Total Hydrocarbons-2.0000","Edmonton South","Total Hydrocarbons","2.0000","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Total Oxides Of Nitrogen-0.0039","Edmonton South","Total Oxides Of Nitrogen","0.0039","ppm","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Wind Direction-344.6667","Edmonton South","Wind Direction","344.6667","deg 10m","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-28-Wind Speed-19.8000","Edmonton South","Wind Speed","19.8000","km/hr 10m","2019-10-28T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"St. Albert-2019-10-28-Air Quality Index-2.5159","St. Albert","Air Quality Index","2.5159","null","2019-10-28T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-28-Carbon Monoxide-0.1000","St. Albert","Carbon Monoxide","0.1000","ppm","2019-10-28T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-28-Nitric Oxide-0.0001","St. Albert","Nitric Oxide","0.0001","ppm","2019-10-28T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-28-Nitrogen Dioxide-0.0016","St. Albert","Nitrogen Dioxide","0.0016","ppm","2019-10-28T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-28-Outdoor Air Temperature--7.8500","St. Albert","Outdoor Air Temperature","-7.8500","deg c","2019-10-28T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-28-Ozone-0.0316","St. Albert","Ozone","0.0316","ppm","2019-10-28T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
