"file_number","start_date","finish_date","work_reason","street_full_name","road_segment_intersections","intersecting_streets","spatial_reference","peak_hour_restrictions","bike_facilities_affected","on_street_parking_affected","pedestrian_affected","latitude","longitude","location","geometry_multiline"
"P2022-007201","2022-09-06T00:00:00.000","2022-09-16T00:00:00.000","POWER INSTALL","170 STREET [NORTHBOUND SIDE] NW","From 99 AVENUE NW; To 100 AVENUE NW","170 STREET [NORTHBOUND SIDE] NW, STONY PLAIN ROAD [WESTBOUND SIDE] NW","Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.53746702263116","-113.61502573084574","
,  
(53.53746702263116, -113.61502573084574)",
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","From ST ALBERT TRAIL [SOUTHBOUND SIDE] NW; To 142 STREET NW","142 STREET NW, YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","Actual Road Segment","6 - Special Arrangement","No","Unknown","Yes","53.58137169617079","-113.56161497638288","
,  
(53.58137169617079, -113.56161497638288)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56912350117715 53.54125250210801, -113.57083155458682 53.54125921850226))"
"P2022-006477","2022-08-15T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","129 AVENUE NW","From 125 STREET NW; To 126 STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","No","53.587590192743924","-113.53892456937753","
,  
(53.587590192743924, -113.53892456937753)",
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From YELLOWHEAD TRAIL [EASTBOUND SIDE] NW; To 149 STREET [SOUTHBOUND SIDE] NW","142 STREET NW, YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","Yes","53.58119292409112","-113.57809605998231","
,  
(53.58119292409112, -113.57809605998231)",
"P2022-002782","2022-05-06T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION NEW","HADDOW DRIVE [EASTBOUND SIDE] NW","From TERWILLEGAR DRIVE [NORTHBOUND SIDE] NW; To TOMLINSON COMMON NW",,"Actual Road Segment","6 - Special Arrangement","Yes","No","Yes","53.45073110526162","-113.58817691000446","
,  
(53.45073110526162, -113.58817691000446)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54221878584809 53.48830318287009, -113.54215006642505 53.488256132119744, -113.54147037728184 53.4882522090879, -113.54122675682889 53.488252615279826, -113.54104611736275 53.48824300614425, -113.540704546577 53.488242321910235, -113.53173983456094 53.48822401480873, -113.53027949182463 53.48822050937058, -113.52881911568682 53.48821663112071, -113.52732854335868 53.4882130919998, -113.52588919193282 53.48820965685274, -113.52549502942111 53.48820871312365, -113.5240157410332 53.48820515972333, -113.52273185550446 53.48820277603837, -113.52023855852963 53.48817964619545, -113.5197904752197 53.4881754838958, -113.51887916274433 53.48816533719272, -113.51827322566757 53.48815156252844, -113.51810604714197 53.48814840698041, -113.51791383351852 53.488146638013475, -113.51759057915334 53.48814502666967, -113.51710439636636 53.488136951447885, -113.5167593440247 53.488137427300714, -113.51648106197415 53.488137810346636, -113.5156706518304 53.48813892215821, -113.51409830658108 53.48814106360483, -113.5140072072647 53.488146829457534, -113.51241771346774 53.488178670181945, -113.51097167140834 53.488196755661676))"
"P2022-005062","2022-06-30T00:00:00.000","2022-09-30T00:00:00.000","WASTE BIN POD SEACAN","20 AVENUE NW","From 200 STREET NW; To 201 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.45030160489155","-113.66582102595434","
,  
(53.45030160489155, -113.66582102595434)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.46694697573759 53.53174446016856, -113.46691385351609 53.53178674035648, -113.46691538084679 53.532328775090626, -113.46691926315735 53.53370664512826, -113.4669133905203 53.53417421167305, -113.46736527429618 53.534566818755366))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53418564370816 53.57775746864488, -113.53506660706951 53.57775902504115, -113.53593232874663 53.577759440096784))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.6889482172036 53.569441623347885, -113.68895378616415 53.570103339965286, -113.68895676079684 53.57045678613928, -113.68896298244948 53.5711960289813))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.5797807197336 53.53617782102526, -113.57977757413471 53.537718750010804))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53486327622784 53.42488669688377, -113.53664880919013 53.42488707132891, -113.54085657113852 53.42488559405957, -113.54094685773075 53.424890056749476))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53772321613164 53.57352399790358, -113.53773014862085 53.57420989774963, -113.53773927979833 53.575113311588524))"
"P2022-006337","2022-08-12T00:00:00.000","2022-09-26T00:00:00.000","POWER INSTALL","HEALY ROAD NW","From HEALY ROAD NW; To HEATH ROAD NW",,"Lat/Long Point for Reference","2 - No Restrictions","Unknown","Unknown","Unknown","53.463303174215255","-113.60000047656555","
,  
(53.463303174215255, -113.60000047656555)",
"P2022-006519","2022-08-29T00:00:00.000","2022-09-23T00:00:00.000","TRAFFIC SIGNAL INSTALL","ELLERSLIE ROAD [EASTBOUND SIDE] SW","From 170 STREET SW; To ARMOUR BEND SW","170 STREET SW, HILLER ROAD [EASTBOUND SIDE] SW","Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.42105774459897","-113.61570565333966","
,  
(53.42105774459897, -113.61570565333966)",
"P2022-002428","2022-04-02T00:00:00.000","2022-10-31T00:00:00.000","BRIDGE MAINTENANCE","WHITEMUD DRIVE [EASTBOUND SIDE] NW","From ANTHONY HENDAY DRIVE [NORTHBOUND SIDE] NW; To 178 STREET [SOUTHBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","No","No","53.51210332131831","-113.64026180280074","
,  
(53.51210332131831, -113.64026180280074)",
"P2021-010582","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","DRAINAGE INSTALL","STONY PLAIN ROAD NW","From CONNAUGHT DRIVE NW; To GLENORA CRESCENT NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.54749709895813","-113.5472493823385","
,  
(53.54749709895813, -113.5472493823385)",
"P2021-010588","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","MEADOWLARK ROAD NW","From 88B AVENUE NW; To 89 AVENUE NW",,"No Spatial Reference","6 - Special Arrangement","Unknown","Unknown","Unknown",,,,
"P2022-001598","2022-03-01T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [WESTBOUND SIDE] NW","From 99 STREET NW; To 99 STREET NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.48820137376833","-113.48608710225218","
,  
(53.48820137376833, -113.48608710225218)",
"P2022-006341","2022-08-12T00:00:00.000","2022-12-31T00:00:00.000","CROSSING TEMPORARY TCP","WHITEMUD DRIVE [WESTBOUND SIDE] NW","From 50 STREET [SOUTHBOUND SIDE] NW; To 75 STREET [NORTHBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.486316227130914","-113.43033818038066","
,  
(53.486316227130914, -113.43033818038066)",
"P2022-006754","2022-08-29T00:00:00.000","2022-09-23T00:00:00.000","TREE SHRUB INSTALL REMOVE","JAMES MOWATT TRAIL [NORTHBOUND SIDE] SW","From 26 AVENUE SW; To CUNNINGHAM DRIVE SW",,"Actual Road Segment",,"No","No","No","53.40791885119211","-113.53218717045878","
,  
(53.40791885119211, -113.53218717045878)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54221878584809 53.48830318287009, -113.54214984417956 53.48836729928474, -113.54210351144287 53.48836747863116, -113.54123166566293 53.488367026440265, -113.54105581594534 53.48837982425753, -113.54046639238909 53.48837864216335, -113.53989543410054 53.48835886271143, -113.53858083140234 53.48835740654184, -113.53372988988964 53.488338581295466, -113.53173992244625 53.488341140995374, -113.52877847812759 53.488334720139356, -113.52803880850176 53.48832248720054, -113.52732881479092 53.48832596223327, -113.52661396805655 53.48832280445975, -113.525888421734 53.488324159328066, -113.52549425530255 53.488323639927984, -113.5247740432707 53.48831830003953, -113.52401501069546 53.48831559526389, -113.52273120008809 53.4883135884054, -113.52099072812447 53.488312173452556, -113.52023516424963 53.488309647123515, -113.51978489629892 53.48830814831997, -113.51902926325693 53.4883084029731, -113.51834470709818 53.48830177401872, -113.5182752777132 53.48829856975916, -113.51768125465465 53.488303351504484, -113.51709905967057 53.48829656917638, -113.51675859696752 53.48829874361545, -113.5164748122138 53.48829408432268, -113.51591138132902 53.48829584576779, -113.51400715947105 53.488296249120474, -113.51319084159195 53.48829952876136, -113.51242196847657 53.4882991824581, -113.51097182247088 53.48830229333736, -113.509540639299 53.48830399866322, -113.50890811742643 53.48830683061179, -113.50876442536435 53.48830709132753, -113.50794663042784 53.4883075151736, -113.5071064841272 53.48830388606123, -113.50610468761438 53.48831052530139, -113.5051177368396 53.488308646486296, -113.50436978844269 53.48831352616528, -113.50282581841205 53.48830345382804, -113.50032644871675 53.48828473364535, -113.49895882973694 53.48827475268752, -113.49762789182232 53.488265024401585, -113.4962990757103 53.488254060737304, -113.49522425901667 53.48824602053827, -113.4950583193224 53.48824478854259, -113.49491490357016 53.48823524382639, -113.49477458691723 53.488225905193204, -113.49212876415257 53.48820632723153, -113.49200613096677 53.488212153053, -113.49186675612039 53.48821877405027, -113.49165917230467 53.48821825986712, -113.4915446828603 53.488218320317884, -113.49033773386647 53.488215427521666, -113.48662215330312 53.48820567270757, -113.48625173600374 53.48820473868126, -113.48608710225218 53.48820137376833))"
"P2022-006391","2022-09-05T00:00:00.000","2022-09-17T00:00:00.000","F.A.C. INSPECTION","115 AVENUE NW","From 122 STREET NW; To 123 STREET NW",,"Actual Road Segment","6 - Special Arrangement",,"Yes","No","53.56525456083364","-113.53330967074909","
,  
(53.56525456083364, -113.53330967074909)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49876770934527 53.53112000284278, -113.49842176604214 53.53131276293087, -113.49822958757872 53.531441998482514, -113.49808029219605 53.531559702257816, -113.49785009503388 53.53178150447718, -113.49770701577049 53.53195297743188, -113.49755379106524 53.53220857639323, -113.49741821801138 53.53247505525167))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45745005914854 53.52521661168807, -113.45736961794707 53.52508366695711, -113.45731741074849 53.525012445425816, -113.45725462383622 53.52493318422184, -113.45717519452832 53.52484110093696, -113.4571195862229 53.5247811822849, -113.45705224997604 53.52471081222934, -113.45699627182438 53.52462964225036))"
"P2022-001905","2022-04-25T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","128 AVENUE NW","From 94 STREET NW; To 94A STREET NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.585993603958606","-113.48645251746453","
,  
(53.585993603958606, -113.48645251746453)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51781967001259 53.517111350591016, -113.51782166559772 53.51758573223154, -113.5178202546232 53.51805004496982))"
"P2022-002415","2022-04-13T00:00:00.000","2022-11-01T00:00:00.000","CAFE RETAIL SPACE","124 STREET NW","From 103 AVENUE NW; To 104 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.545409792060894","-113.53590054946449","
,  
(53.545409792060894, -113.53590054946449)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50403812307245 53.468463631050255, -113.50404645249903 53.4712122809145))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50280160768891 53.618777007572234, -113.50330150647723 53.61861807132346, -113.50380140151954 53.618459132974095, -113.50401820605742 53.61831852203759, -113.50416560422546 53.61819642853134, -113.5042878385245 53.61805535341786, -113.5043679587936 53.61791454087027))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50032898949716 53.49228349364629, -113.50032949959221 53.492757225683576, -113.50032991574959 53.493144239416424, -113.5003360445078 53.49324411476845))"
"P2022-002971","2022-05-02T00:00:00.000","2022-10-21T00:00:00.000","OTHER","104 STREET NW","From 79 AVENUE NW; To 78 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.51470740778","-113.49764767499016","
,  
(53.51470740778, -113.49764767499016)",
"P2022-006479","2022-08-15T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","124 STREET NW","From 129 AVENUE NW; To 130 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","No","53.58837125782107","-113.53659521314324","
,  
(53.58837125782107, -113.53659521314324)",
"P2022-006945","2022-09-05T00:00:00.000","2022-09-16T00:00:00.000","LRT CONSTRUCTION","STONY PLAIN ROAD NW","From 131 STREET NW; To 132 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.547015465557486","-113.54876269972715","
,  
(53.547015465557486, -113.54876269972715)",
"P2022-006977","2022-09-06T00:00:00.000","2022-11-30T00:00:00.000","GAS LINE REPAIR REPLACE","107 STREET NW","From 57 AVENUE NW; To 58 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.492969047378004","-113.50783332485936","
,  
(53.492969047378004, -113.50783332485936)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45684121189976 53.54122941544593, -113.45699749197738 53.541748774359895, -113.45706107145213 53.54196319759425, -113.45710481427768 53.54217937503145, -113.45712854768423 53.542396637348844, -113.45713487765998 53.54261432638982, -113.45713364020672 53.543121668690816))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.41826617609878 53.491888719596, -113.41994918073476 53.49187909719373, -113.4201330859139 53.491868423300375, -113.420312310147 53.49184161754237, -113.42048303446838 53.491799110731264, -113.42063831464223 53.49173913240686, -113.42078116129072 53.49166937208473, -113.42090474429492 53.49158756816026, -113.42100623912445 53.49149558978278, -113.42108332624761 53.49139553930934))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.46550692096928 53.57195189415339, -113.4645803133738 53.571945044800074, -113.46406956320054 53.57194126633744))"
"P2022-002235","2022-04-29T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","109 STREET [NORTHBOUND SIDE] NW","From 84 AVENUE NW; To 85 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.52051869776331","-113.51194482143818","
,  
(53.52051869776331, -113.51194482143818)",
"P2022-006103","2022-08-15T00:00:00.000","2022-09-26T00:00:00.000","CONCRETE REPAIR","126 STREET NW","From 111 AVENUE NW; To 112 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Yes","Yes","53.55968843977689","-113.53946786539674","
,  
(53.55968843977689, -113.53946786539674)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48614194162592 53.51905055218476, -113.4861331492945 53.51952303358609, -113.48612434707536 53.51999603388666))"
"P2022-001598","2022-03-01T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [WESTBOUND SIDE] NW","From 51 AVENUE NW; To 99 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.48829621333433","-113.51418207921084","
,  
(53.48829621333433, -113.51418207921084)",
"P2022-004999","2022-06-27T00:00:00.000","2022-09-26T00:00:00.000","WASTE BIN POD SEACAN","39A AVENUE NW","From 121 STREET NW; To 40 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.47498353405006","-113.54574712071734","
,  
(53.47498353405006, -113.54574712071734)",
"P2021-010613","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","102 AVENUE NW","From 102 STREET NW; To 103 STREET NW",,"Actual Road Segment","6 - Special Arrangement",,,,"53.54303846518328","-113.49648398829096","
,  
(53.54303846518328, -113.49648398829096)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.46367607208464 53.579846930949444, -113.4636639094856 53.58139500609326))"
"P2022-007288","2022-09-07T00:00:00.000","2022-11-25T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [WESTBOUND SIDE] NW","From 107 STREET NW; To 51 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.488320814476886","-113.52511310252035","
,  
(53.488320814476886, -113.52511310252035)",
"P2022-004606","2022-07-04T00:00:00.000","2022-09-15T00:00:00.000","TELECOM INSTALL","50 STREET [SOUTHBOUND SIDE] NW","From 75 AVENUE NW; To 74 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.510426567618836","-113.41844845799292","
,  
(53.510426567618836, -113.41844845799292)",
"P2022-004361","2022-06-08T00:00:00.000","2023-06-07T00:00:00.000","CROSSING TEMPORARY TCP","123 STREET NW","From 113 AVENUE NW; To 114 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","Unknown","Unknown","Unknown","53.56287060741938","-113.5341544679254","
,  
(53.56287060741938, -113.5341544679254)",
"P2022-002415","2022-04-13T00:00:00.000","2022-11-01T00:00:00.000","CAFE RETAIL SPACE","95 AVENUE NW","From 91 STREET NW; To 92 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.531743518715956","-113.46765272451479","
,  
(53.531743518715956, -113.46765272451479)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48614194162592 53.51905055218476, -113.4861331492945 53.51952303358609, -113.48612434707536 53.51999603388666))"
"P2022-002971","2022-05-02T00:00:00.000","2022-10-21T00:00:00.000","OTHER","104 STREET [SOUTHBOUND SIDE] NW","From 86 AVENUE NW; To 85 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.5212761344638","-113.49763872184977","
,  
(53.5212761344638, -113.49763872184977)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48122587785353 53.570386814326895, -113.48122684328743 53.57081693443063, -113.48121799977096 53.57195605172728))"
"P2022-003293","2022-05-17T00:00:00.000","2022-12-31T00:00:00.000","DRAINAGE TUNNEL SHAFT","66 STREET [SOUTHBOUND SIDE] NW","From 38 AVENUE [EASTBOUND SIDE] NW; To 36A AVENUE NW","36A AVENUE NW, 66 STREET [SOUTHBOUND SIDE] NW","Actual Road Segment","6 - Special Arrangement","Yes","No","Yes","53.472436629792874","-113.43910590153811","
,  
(53.472436629792874, -113.43910590153811)",
"P2022-005954","2022-08-01T00:00:00.000","2022-09-30T00:00:00.000","TRAFFIC SIGNAL INSTALL","51 AVENUE NW","From RIVERBEND ROAD [NORTHBOUND SIDE] NW; To RIVERBEND ROAD [SOUTHBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.48873324264111","-113.57778587985247","
,  
(53.48873324264111, -113.57778587985247)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53040264026875 53.58495759950642, -113.5304156227345 53.586044895689916))"
"P2022-001632","2022-03-23T00:00:00.000","2023-02-23T00:00:00.000","TREE SHRUB HOARDING","78 AVENUE NW","From 139 STREET NW; To 140 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.51364954463553","-113.56178332688737","
,  
(53.51364954463553, -113.56178332688737)",
