"row_id","track_id","date_and_time_of_reading","number_of_satellites","dop","elevation_above_sea_level","ground_speed_km_h","heading_degrees_off_north","latitude","longitude","geocoded_column"
"HELICOPTER-TM52180:07-06--20200706130250","TM52180:07-06","2020-07-06T13:02:50.000","18","1.2","718","46","89.7","53.44598424","-113.6784445","POINT (-113.6784445 53.44598424)"
"HELICOPTER-TM52180:04-30--20200430081814","TM52180:04-30","2020-04-30T08:18:14.000","18","1.1","627","35.3","357.2","53.64812603","-113.2720137","POINT (-113.2720137 53.64812603)"
"HELICOPTER-TM52180:06-02--20200602055837","TM52180:06-02","2020-06-02T05:58:37.000","19","1","704","35.7","88","53.6569493","-113.4740341","POINT (-113.4740341 53.6569493)"
"HELICOPTER-TM52180:05-07--20200507125025","TM52180:05-07","2020-05-07T12:50:25.000","18","1.1","728","41.8","270.4","53.36678584","-113.543871","POINT (-113.543871 53.36678584)"
"HELICOPTER-TM52178:04-30--20200430102025","TM52178:04-30","2020-04-30T10:20:25.000","19","1","688","31.15","86","53.58169327","-113.7484767","POINT (-113.7484767 53.58169327)"
"HELICOPTER-TM52180:05-12--20200512075402","TM52180:05-12","2020-05-12T07:54:02.000","17","1.2","671","38","88.6","53.67258678","-113.3613763","POINT (-113.3613763 53.67258678)"
"HELICOPTER-TM52178:06-02--20200602100531","TM52178:06-02","2020-06-02T10:05:31.000","17","1.1","682","40.8","93.1","53.68091803","-113.3880857","POINT (-113.3880857 53.68091803)"
"HELICOPTER-TM52180:06-02--20200602084734","TM52180:06-02","2020-06-02T08:47:34.000","18","1.1","702","43.2","0.7","53.67460562","-113.443894","POINT (-113.443894 53.67460562)"
"HELICOPTER-TM52178:07-06--20200706144141","TM52178:07-06","2020-07-06T14:41:41.000","18","1","736","30.7","178.3","53.40423538","-113.4417826","POINT (-113.4417826 53.40423538)"
"HELICOPTER-TM52180:05-12--20200512080621","TM52180:05-12","2020-05-12T08:06:21.000","16","1.2","688","36.1","180.5","53.67920301","-113.3445366","POINT (-113.3445366 53.67920301)"
"HELICOPTER-TM52179:04-30--20200430083049","TM52179:04-30","2020-04-30T08:30:49.000","16","1.1","703","51.7","67.1","53.40166915","-113.5981484","POINT (-113.5981484 53.40166915)"
"HELICOPTER-TM52178:05-28--20200528075339","TM52178:05-28","2020-05-28T07:53:39.000","19","1.1","712","39.4","180.6","53.55092485","-113.6603062","POINT (-113.6603062 53.55092485)"
"HELICOPTER-TM52180:07-09--20200709135424","TM52180:07-09","2020-07-09T13:54:24.000","18","1.2","687","41.5","89.8","53.65914765","-113.409064","POINT (-113.409064 53.65914765)"
"HELICOPTER-TM52180:07-09--20200709070447","TM52180:07-09","2020-07-09T07:04:47.000","18","1.1","700","42.6","89.3","53.67461288","-113.4717492","POINT (-113.4717492 53.67461288)"
"HELICOPTER-TM52180:07-09--20200709113411","TM52180:07-09","2020-07-09T11:34:11.000","17","1.1","701","49.9","267.2","53.64824291","-113.4761127","POINT (-113.4761127 53.64824291)"
"HELICOPTER-TM52180:05-28--20200528131300","TM52180:05-28","2020-05-28T13:13:00.000","17","1.1","732","35.4","157.7","53.46256983","-113.3504612","POINT (-113.3504612 53.46256983)"
"HELICOPTER-TM52684:06-05--20200605081314","TM52684:06-05","2020-06-05T08:13:14.000","19","1","732","47.2","271.7","53.44699534","-113.6849392","POINT (-113.6849392 53.44699534)"
"HELICOPTER-TM52180:07-09--20200709093207","TM52180:07-09","2020-07-09T09:32:07.000","17","1.1","695","39.7","222.6","53.6535842","-113.4317043","POINT (-113.4317043 53.6535842)"
"HELICOPTER-TM52180:05-05--20200505093234","TM52180:05-05","2020-05-05T09:32:34.000","20","1","719","32.150000000000006","178.65","53.386157545","-113.43325189999999","POINT (-113.43325189999999 53.386157545)"
"HELICOPTER-TM52178:06-04--20200604063229","TM52178:06-04","2020-06-04T06:32:29.000","19","1","680","33.1","357.6","53.68479153","-113.4260688","POINT (-113.4260688 53.68479153)"
"HELICOPTER-TM52180:06-04--20200604065513","TM52180:06-04","2020-06-04T06:55:13.000","19","1","694","39.8","357.8","53.69843497","-113.4527674","POINT (-113.4527674 53.69843497)"
"HELICOPTER-TM52180:06-05--20200605093022","TM52180:06-05","2020-06-05T09:30:22.000","17","1.1","737","43","237.3","53.44827989","-113.3461628","POINT (-113.3461628 53.44827989)"
"HELICOPTER-TM52180:05-28--20200528055427","TM52180:05-28","2020-05-28T05:54:27.000","18","0.9","698","39.9","296.5","53.44757332","-113.5963342","POINT (-113.5963342 53.44757332)"
"HELICOPTER-TM52179:04-27--20200427073530","TM52179:04-27","2020-04-27T07:35:30.000","18","0.9","712","44.9","359.8","53.53795582","-113.3855666","POINT (-113.3855666 53.53795582)"
"HELICOPTER-TM52180:05-09--20200509061413","TM52180:05-09","2020-05-09T06:14:13.000","19","1.1","726","34.5","162","53.35267885","-113.5494346","POINT (-113.5494346 53.35267885)"
"HELICOPTER-TM52180:07-09--20200709082111","TM52180:07-09","2020-07-09T08:21:11.000","17","1.3","701","39.3","316.2","53.66117795","-113.435402","POINT (-113.435402 53.66117795)"
"HELICOPTER-TM52178:05-07--20200507052107","TM52178:05-07","2020-05-07T05:21:07.000","19","1","682","38.9","179.6","53.69131611","-113.4261788","POINT (-113.4261788 53.69131611)"
"HELICOPTER-TM52178:06-02--20200602051658","TM52178:06-02","2020-06-02T05:16:58.000","17","1.2","683","46.8","3.2","53.654256595","-113.42610255","POINT (-113.42610255 53.654256595)"
"HELICOPTER-TM52180:07-06--20200706084558","TM52180:07-06","2020-07-06T08:45:58.000","18","1.1","720","39.2","249","53.57899487","-113.5973114","POINT (-113.5973114 53.57899487)"
"HELICOPTER-TM52180:05-28--20200528111545","TM52180:05-28","2020-05-28T11:15:45.000","18","1.2","812","29.3","88.3","53.43362461","-113.3957863","POINT (-113.3957863 53.43362461)"
"HELICOPTER-TM52180:05-07--20200507112654","TM52180:05-07","2020-05-07T11:26:54.000","19","1.1","711","29","261.4","53.38060474","-113.5664696","POINT (-113.5664696 53.38060474)"
"HELICOPTER-TM52179:04-30--20200430094405","TM52179:04-30","2020-04-30T09:44:05.000","19","1","702","37.3","121.7","53.40353529","-113.6242197","POINT (-113.6242197 53.40353529)"
"HELICOPTER-TM52180:apr 26--20200427085135","TM52180:apr 26","2020-04-27T08:51:35.000","17","1.2","706","39.45","87.65","53.647221495","-113.51818259999999","POINT (-113.51818259999999 53.647221495)"
"HELICOPTER-TM52178:04-30--20200430090221","TM52178:04-30","2020-04-30T09:02:21.000","19","1","691","40.2","95.1","53.57812792","-113.7848778","POINT (-113.7848778 53.57812792)"
"HELICOPTER-TM52180:05-09--20200509085356","TM52180:05-09","2020-05-09T08:53:56.000","18","1.1","721","34.1","254.6","53.37972087","-113.4115146","POINT (-113.4115146 53.37972087)"
"HELICOPTER-TM52179:04-29--20200429095907","TM52179:04-29","2020-04-29T09:59:07.000","19","1","700","32.6","89.4","53.65098122","-113.4454443","POINT (-113.4454443 53.65098122)"
"HELICOPTER-TM52180:05-07--20200507123410","TM52180:05-07","2020-05-07T12:34:10.000","17","1.2","722","43.2","270.7","53.36682011","-113.5810729","POINT (-113.5810729 53.36682011)"
"HELICOPTER-TM52180:05-01--20200501061313","TM52180:05-01","2020-05-01T06:13:13.000","20","1","696","36.2","359.9","53.40922624","-113.4950531","POINT (-113.4950531 53.40922624)"
"HELICOPTER-TM52180:06-02--20200602052435","TM52180:06-02","2020-06-02T05:24:35.000","16","1","704","45","269.8","53.65337075","-113.4832008","POINT (-113.4832008 53.65337075)"
"HELICOPTER-TM52178:04-28--20200428074942","TM52178:04-28","2020-04-28T07:49:42.000","17","1.1","729","28.8","227.6","53.5219969","-113.727471","POINT (-113.727471 53.5219969)"
"HELICOPTER-TM52178:05-07--20200507090107","TM52178:05-07","2020-05-07T09:01:07.000","18","1.1","679","39.8","266.7","53.66490783","-113.4112285","POINT (-113.4112285 53.66490783)"
"HELICOPTER-TM52178:05-06--20200506064511","TM52178:05-06","2020-05-06T06:45:11.000","18","1","743","33.1","90.6","53.4965131","-113.7301335","POINT (-113.7301335 53.4965131)"
"HELICOPTER-TM52178:06-02--20200602043834","TM52178:06-02","2020-06-02T04:38:34.000","17","1.1","681","33.7","231.6","53.6544693","-113.4348857","POINT (-113.4348857 53.6544693)"
"HELICOPTER-TM52180:05-06--20200506061842","TM52180:05-06","2020-05-06T06:18:42.000","19","1","735","38","358","53.42192866","-113.3299","POINT (-113.3299 53.42192866)"
"HELICOPTER-TM52180:06-05--20200605102846","TM52180:06-05","2020-06-05T10:28:46.000","17","1.1","746","36.3","175.6","53.43046474","-113.3645467","POINT (-113.3645467 53.43046474)"
"HELICOPTER-TM52180:07-06--20200706124116","TM52180:07-06","2020-07-06T12:41:16.000","18","1","706","35.4","83.3","53.45594711","-113.6315286","POINT (-113.6315286 53.45594711)"
"HELICOPTER-TM52178:06-04--20200604092003","TM52178:06-04","2020-06-04T09:20:03.000","19","1.1","681","38.5","0.1","53.69990044","-113.4171526","POINT (-113.4171526 53.69990044)"
"HELICOPTER-TM52178:06-05--20200605094002","TM52178:06-05","2020-06-05T09:40:02.000","17","1.2","735","29","92.2","53.40555924","-113.4201101","POINT (-113.4201101 53.40555924)"
"HELICOPTER-TM52684:06-02--20200602065435","TM52684:06-02","2020-06-02T06:54:35.000","19","1","722","42","171.1","53.67871142","-113.5008649","POINT (-113.5008649 53.67871142)"
"HELICOPTER-TM52179:04-24--20200424202828","TM52179:04-24","2020-04-24T20:28:28.000","19","1","771","49.4","352.8","53.43706584","-113.3553846","POINT (-113.3553846 53.43706584)"
"HELICOPTER-TM52178:06-02--20200602080613","TM52178:06-02","2020-06-02T08:06:13.000","18","1.1","696","36.8","0.4","53.66643242","-113.4208522","POINT (-113.4208522 53.66643242)"
"HELICOPTER-TM52178:06-05--20200605102224","TM52178:06-05","2020-06-05T10:22:24.000","17","1","722","38.75","268.25","53.400821125","-113.42232905","POINT (-113.42232905 53.400821125)"
"HELICOPTER-TM52180:06-04--20200604085319","TM52180:06-04","2020-06-04T08:53:19.000","19","1","678","35.1","266.5","53.70422193","-113.3954725","POINT (-113.3954725 53.70422193)"
"HELICOPTER-TM52180:05-28--20200528154518","TM52180:05-28","2020-05-28T15:45:18.000","16","1.2","704","33.1","179.8","53.40804963","-113.6131473","POINT (-113.6131473 53.40804963)"
"HELICOPTER-TM52180:07-06--20200706084911","TM52180:07-06","2020-07-06T08:49:11.000","18","1.1","708","46.3","69","53.57632478","-113.6061063","POINT (-113.6061063 53.57632478)"
"HELICOPTER-TM52180:apr 24--20200424203642","TM52180:apr 24","2020-04-24T20:36:42.000","19","1","706","37.5","87.2","53.45977629","-113.6303768","POINT (-113.6303768 53.45977629)"
"HELICOPTER-TM52178:07-06--20200706063300","TM52178:07-06","2020-07-06T06:33:00.000","18","1","735","46.6","191","53.46518227","-113.3580088","POINT (-113.3580088 53.46518227)"
"HELICOPTER-TM52178:04-29--20200429102324","TM52178:04-29","2020-04-29T10:23:24.000","19","1","692","32.1","2.2","53.68026745","-113.4218746","POINT (-113.4218746 53.68026745)"
"HELICOPTER-TM52178:07-06--20200705060647","TM52178:07-06","2020-07-05T06:06:47.000","19","1.05","779","38.900000000000006","35.349999999999994","53.435650960000004","-113.371365","POINT (-113.371365 53.435650960000004)"
"HELICOPTER-TM52180:apr 24--20200425084200","TM52180:apr 24","2020-04-25T08:42:00.000","17","1.1","698","36.8","261.2","53.64439923","-113.5220808","POINT (-113.5220808 53.64439923)"
"HELICOPTER-TM52180:05-07--20200507075605","TM52180:05-07","2020-05-07T07:56:05.000","17","1.1","702","44.9","316.8","53.68719816","-113.4790948","POINT (-113.4790948 53.68719816)"
"HELICOPTER-TM52180:05-09--20200509075447","TM52180:05-09","2020-05-09T07:54:47.000","17","1.2","729","39.8","89.3","53.37281697","-113.4001372","POINT (-113.4001372 53.37281697)"
"HELICOPTER-TM52180:06-05--20200605102557","TM52180:06-05","2020-06-05T10:25:57.000","17","1.1","742","40","57.9","53.43637798","-113.3577192","POINT (-113.3577192 53.43637798)"
"HELICOPTER-TM52180:04-30--20200430064227","TM52180:04-30","2020-04-30T06:42:27.000","19","1.1","683","26.9","146.8","53.61730508","-113.2764301","POINT (-113.2764301 53.61730508)"
"HELICOPTER-TM52180:05-05--20200505105033","TM52180:05-05","2020-05-05T10:50:33.000","19","1","720","39","179.9","53.3883145","-113.4391708","POINT (-113.4391708 53.3883145)"
"HELICOPTER-TM52178:05-01--20200501062022","TM52178:05-01","2020-05-01T06:20:22.000","19","0.9","709","28.9","7.8","53.45325274","-113.6786262","POINT (-113.6786262 53.45325274)"
"HELICOPTER-TM52180:05-05--20200505064745","TM52180:05-05","2020-05-05T06:47:45.000","19","0.9","726","37.4","88.9","53.39313945","-113.4901529","POINT (-113.4901529 53.39313945)"
"HELICOPTER-TM52178:05-10--20200510111049","TM52178:05-10","2020-05-10T11:10:49.000","18","1.1","717","25.4","177.3","53.47398159","-113.7794874","POINT (-113.7794874 53.47398159)"
"HELICOPTER-TM52684:06-04--20200604114100","TM52684:06-04","2020-06-04T11:41:00.000","17","1.3","696","34.9","20.3","53.71500651","-113.4322737","POINT (-113.4322737 53.71500651)"
"HELICOPTER-TM52179:04-28--20200428091058","TM52179:04-28","2020-04-28T09:10:58.000","18","1.2","713.5","45.2","179.5","53.41942085","-113.54316545","POINT (-113.54316545 53.41942085)"
"HELICOPTER-TM52180:06-02--20200602083244","TM52180:06-02","2020-06-02T08:32:44.000","19","1.2","703","38.9","136.4","53.66329324","-113.4747103","POINT (-113.4747103 53.66329324)"
"HELICOPTER-TM52180:apr 24--20200425074841","TM52180:apr 24","2020-04-25T07:48:41.000","18","1","697","41.2","241.9","53.63302191","-113.5501915","POINT (-113.5501915 53.63302191)"
"HELICOPTER-TM52180:05-05--20200505094154","TM52180:05-05","2020-05-05T09:41:54.000","18","1.1","718","36.4","181.2","53.38772247","-113.4351995","POINT (-113.4351995 53.38772247)"
"HELICOPTER-TM52180:06-05--20200605091300","TM52180:06-05","2020-06-05T09:13:00.000","16","1.2","729","34.7","326.1","53.48847228","-113.3621148","POINT (-113.3621148 53.48847228)"
"HELICOPTER-TM52180:07-09--20200709131124","TM52180:07-09","2020-07-09T13:11:24.000","17","1.2","682","41.5","269.9","53.66513408","-113.4108882","POINT (-113.4108882 53.66513408)"
"HELICOPTER-TM52180:05-13--20200513065946","TM52180:05-13","2020-05-13T06:59:46.000","18","0.9","751","37","86.4","53.37723852","-113.3527796","POINT (-113.3527796 53.37723852)"
"HELICOPTER-TM52180:06-01--20200601201622","TM52180:06-01","2020-06-01T20:16:22.000","20","1","659","39.1","44.2","53.61334962","-113.396765","POINT (-113.396765 53.61334962)"
"HELICOPTER-TM52178:06-01--20200601175649","TM52178:06-01","2020-06-01T17:56:49.000","17","1.2","723","37.2","264.4","53.55574661","-113.7152636","POINT (-113.7152636 53.55574661)"
"HELICOPTER-TM52178:06-04--20200604085329","TM52178:06-04","2020-06-04T08:53:29.000","19","1.1","683","41","0.4","53.68943003","-113.4274605","POINT (-113.4274605 53.68943003)"
"HELICOPTER-TM52180:apr 24--20200424195753","TM52180:apr 24","2020-04-24T19:57:53.000","19","1","698","39.7","267.3","53.45424962","-113.6562905","POINT (-113.6562905 53.45424962)"
"HELICOPTER-TM52180:06-04--20200604050558","TM52180:06-04","2020-06-04T05:05:58.000","17","1","692","38","136.7","53.69285764","-113.4881227","POINT (-113.4881227 53.69285764)"
"HELICOPTER-TM52180:05-28--20200528110212","TM52180:05-28","2020-05-28T11:02:12.000","18","1.1","728","38.3","91.1","53.43507461","-113.423426","POINT (-113.423426 53.43507461)"
"HELICOPTER-TM52178:06-01--20200601181410","TM52178:06-01","2020-06-01T18:14:10.000","19","1","716","39.8","290.5","53.56902721","-113.7295375","POINT (-113.7295375 53.56902721)"
"HELICOPTER-TM52180:06-05--20200605091553","TM52180:06-05","2020-06-05T09:15:53.000","16","1.2","726","36","83.7","53.48722505","-113.3513515","POINT (-113.3513515 53.48722505)"
"HELICOPTER-TM52178:07-06--20200706090205","TM52178:07-06","2020-07-06T09:02:05.000","18","1","761","42.2","351.3","53.42131598","-113.322859","POINT (-113.322859 53.42131598)"
"HELICOPTER-TM52180:05-12--20200512195817","TM52180:05-12","2020-05-12T19:58:17.000","17","1.2","698","29.6","90.5","53.70090692","-113.3851382","POINT (-113.3851382 53.70090692)"
"HELICOPTER-TM52180:05-29--20200529060033","TM52180:05-29","2020-05-29T06:00:33.000","18","0.9","710","34.75","181.6","53.60919774","-113.56780085","POINT (-113.56780085 53.60919774)"
"HELICOPTER-TM52180:05-01--20200501064533","TM52180:05-01","2020-05-01T06:45:33.000","19","1","702","28.1","203.1","53.40269162","-113.5008305","POINT (-113.5008305 53.40269162)"
"HELICOPTER-TM52180:05-09--20200509080658","TM52180:05-09","2020-05-09T08:06:58.000","17","1.2","731","38.2","267","53.37688671","-113.4112606","POINT (-113.4112606 53.37688671)"
"HELICOPTER-TM52180:05-01--20200501060753","TM52180:05-01","2020-05-01T06:07:53.000","20","1","696","35.7","179.4","53.40547845","-113.4941449","POINT (-113.4941449 53.40547845)"
"HELICOPTER-TM52180:06-04--20200604073102","TM52180:06-04","2020-06-04T07:31:02.000","19","1","698","30.549999999999997","52.05","53.693204449999996","-113.47911175","POINT (-113.47911175 53.693204449999996)"
"HELICOPTER-TM52180:06-04--20200604061433","TM52180:06-04","2020-06-04T06:14:33.000","16","1.2","694.5","35.45","358","53.693821025000005","-113.46155329999999","POINT (-113.46155329999999 53.693821025000005)"
"HELICOPTER-TM52180:05-06--20200506075958","TM52180:05-06","2020-05-06T07:59:58.000","18","1.1","674","38.9","179","53.66818527","-113.3767134","POINT (-113.3767134 53.66818527)"
"HELICOPTER-TM52180:07-08--20200708202556","TM52180:07-08","2020-07-08T20:25:56.000","19","1.2","712","41.3","271.8","53.65337284","-113.5526924","POINT (-113.5526924 53.65337284)"
"HELICOPTER-TM52180:05-05--20200505113606","TM52180:05-05","2020-05-05T11:36:06.000","19","1.1","715","38.2","181.9","53.38975921","-113.4440738","POINT (-113.4440738 53.38975921)"
"HELICOPTER-TM52180:05-28--20200428061435","TM52180:05-28","2020-04-28T06:14:35.000","19","1.3","760","28","246.1","53.41231232","-113.415516","POINT (-113.415516 53.41231232)"
"HELICOPTER-TM52178:06-02--20200602044035","TM52178:06-02","2020-06-02T04:40:35.000","17","1.1","692","17.4","183.8","53.65766237","-113.434017","POINT (-113.434017 53.65766237)"
"HELICOPTER-TM52178:06-04--20200604072442","TM52178:06-04","2020-06-04T07:24:42.000","18","1.1","682","40.5","178.3","53.68830286","-113.4354965","POINT (-113.4354965 53.68830286)"
"HELICOPTER-TM52178:04-28--20200428073652","TM52178:04-28","2020-04-28T07:36:52.000","18","1.1","735","31.7","263.2","53.52685334","-113.7170177","POINT (-113.7170177 53.52685334)"
"HELICOPTER-TM52178:06-05--20200605105340","TM52178:06-05","2020-06-05T10:53:40.000","16","1.1","734","21.2","8.5","53.42116201","-113.416246","POINT (-113.416246 53.42116201)"
"HELICOPTER-TM52178:bt-04---20200425093945","TM52178:bt-04-","2020-04-25T09:39:45.000","18","1.1","712","32","308.6","53.56082736","-113.658307","POINT (-113.658307 53.56082736)"
"HELICOPTER-TM52180:05-12--20200512191253","TM52180:05-12","2020-05-12T19:12:53.000","19","1","686","40.3","87.3","53.7089796","-113.3772569","POINT (-113.3772569 53.7089796)"
"HELICOPTER-TM52178:04-29--20200429100351","TM52178:04-29","2020-04-29T10:03:51.000","18","1.1","688","39.349999999999994","75.25","53.665775065000005","-113.4249853","POINT (-113.4249853 53.665775065000005)"
