"neighborhood","site_type","category","target","size","number_of_tags","lir_value","latitude","longitude","location","group_value","icon","geometry_point"
"Downtown","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","8","21","53.5415666666667","-113.49845","
,  
(53.5415666666667, -113.49845)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.49845 53.5415666666667)"
"Alberta Avenue","Hot Spot","Marker / Plain Graffiti","Fence","Small (>1sq ft<=2sqft)","1","20","53.5729","-113.480483333333","
,  
(53.5729, -113.480483333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.480483333333 53.5729)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Garage Door","Med (>2sq ft<=9sqft)","1","21","53.5151333333333","-113.484116666667","
,  
(53.5151333333333, -113.484116666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.484116666667 53.5151333333333)"
"Alberta Avenue","Random","Marker / Plain Graffiti","Bus Shelter","Small (>1sq ft<=2sqft)","2","17","53.5598666666667","-113.487833333333","
,  
(53.5598666666667, -113.487833333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.487833333333 53.5598666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","3","20","53.5423833333333","-113.484833333333","
,  
(53.5423833333333, -113.484833333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.484833333333 53.5423833333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Pole","Small (>1sq ft<=2sqft)","1","18","53.5195166666667","-113.5028","
,  
(53.5195166666667, -113.5028)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5028 53.5195166666667)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Walls","X-Small (<=1sq ft)","1","14","53.5551166666667","-113.473","
,  
(53.5551166666667, -113.473)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.473 53.5551166666667)"
"Parkdale","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","19","53.5699333333333","-113.464016666667","
,  
(53.5699333333333, -113.464016666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.464016666667 53.5699333333333)"
"Belvedere","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","20","53.5989833333333","-113.427","
,  
(53.5989833333333, -113.427)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.427 53.5989833333333)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","23","53.5414833333333","-113.529066666667","
,  
(53.5414833333333, -113.529066666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.529066666667 53.5414833333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","1","21","53.5186166666667","-113.496783333333","
,  
(53.5186166666667, -113.496783333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.496783333333 53.5186166666667)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Fence","Small (>1sq ft<=2sqft)","1","19","53.51755","-113.503383333333","
,  
(53.51755, -113.503383333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.503383333333 53.51755)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","20","53.51665","-113.50245","
,  
(53.51665, -113.50245)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50245 53.51665)"
"Killarney","Random","Marker / Plain Graffiti","Fence","Med (>2sq ft<=9sqft)","1","18","53.58765","-113.489683333333","
,  
(53.58765, -113.489683333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.489683333333 53.58765)"
"McCauley","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","19","53.5517","-113.49165","
,  
(53.5517, -113.49165)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.49165 53.5517)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Vehicles/Rolling Stock","Small (>1sq ft<=2sqft)","1","21","53.5869333333333","-113.440483333333","
,  
(53.5869333333333, -113.440483333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.440483333333 53.5869333333333)"
"Killarney","Random","Artistic Tag","Signs","Small (>1sq ft<=2sqft)","1","22","53.59005","-113.486766666667","
,  
(53.59005, -113.486766666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.486766666667 53.59005)"
"Boyle Street","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","2","21","53.5453666666667","-113.4839","
,  
(53.5453666666667, -113.4839)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4839 53.5453666666667)"
"Parkdale","Hot Spot","Outline Bubble Tag - No Fill","Walls","Large (>9sq ft<=20sqft)","1","25","53.5700333333333","-113.4655","
,  
(53.5700333333333, -113.4655)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4655 53.5700333333333)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","5","20","53.5429833333333","-113.49995","
,  
(53.5429833333333, -113.49995)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.49995 53.5429833333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","23","53.51865","-113.50325","
,  
(53.51865, -113.50325)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.50325 53.51865)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Garbage Enclosure","Small (>1sq ft<=2sqft)","1","11","53.59095","-113.4397","
,  
(53.59095, -113.4397)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.4397 53.59095)"
"Oliver","Random","Marker / Plain Graffiti","Newspaper Box","Small (>1sq ft<=2sqft)","2","21","53.5363666666667","-113.513983333333","
,  
(53.5363666666667, -113.513983333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.513983333333 53.5363666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Pole","Small (>1sq ft<=2sqft)","4","20","53.5187","-113.498533333333","
,  
(53.5187, -113.498533333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.498533333333 53.5187)"
"Queen Mary Park","Random","Marker / Plain Graffiti","Disposal Bin - Small","Med (>2sq ft<=9sqft)","1","20","53.55475","-113.510166666667","
,  
(53.55475, -113.510166666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.510166666667 53.55475)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","19","53.5190833333333","-113.50605","
,  
(53.5190833333333, -113.50605)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50605 53.5190833333333)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Fence","Small (>1sq ft<=2sqft)","1","22","53.5415666666667","-113.49845","
,  
(53.5415666666667, -113.49845)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.49845 53.5415666666667)"
"CPR West","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","1","18","53.50725","-113.4977","
,  
(53.50725, -113.4977)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4977 53.50725)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","2","18","53.5187","-113.498533333333","
,  
(53.5187, -113.498533333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.498533333333 53.5187)"
"CPR West","Hot Spot","Marker / Plain Graffiti","Newspaper Box","Small (>1sq ft<=2sqft)","4","20","53.51595","-113.495433333333","
,  
(53.51595, -113.495433333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.495433333333 53.51595)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Window","X-Small (<=1sq ft)","1","17","53.5190166666667","-113.496233333333","
,  
(53.5190166666667, -113.496233333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.496233333333 53.5190166666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","20","53.5475833333333","-113.481883333333","
,  
(53.5475833333333, -113.481883333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.481883333333 53.5475833333333)"
"Killarney","Random","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","1","18","53.5848833333333","-113.492333333333","
,  
(53.5848833333333, -113.492333333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.492333333333 53.5848833333333)"
"Westmount","Random","Artistic Tag","Benches","Small (>1sq ft<=2sqft)","2","19","53.5587833333333","-113.546183333333","
,  
(53.5587833333333, -113.546183333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.546183333333 53.5587833333333)"
"Queen Mary Park","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","3","20","53.5512","-113.5213","
,  
(53.5512, -113.5213)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5213 53.5512)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","4","19","53.5185666666667","-113.495816666667","
,  
(53.5185666666667, -113.495816666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.495816666667 53.5185666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Parking Lot","X-Small (<=1sq ft)","1","23","53.5187166666667","-113.499733333333","
,  
(53.5187166666667, -113.499733333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.499733333333 53.5187166666667)"
"McCauley","Random","Marker / Plain Graffiti","Boxes (Not Utility)","Small (>1sq ft<=2sqft)","1","18","53.5486","-113.489183333333","
,  
(53.5486, -113.489183333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.489183333333 53.5486)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","2","14","53.5887","-113.439683333333","
,  
(53.5887, -113.439683333333)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.439683333333 53.5887)"
"Westmount","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","18","53.5509666666667","-113.533866666667","
,  
(53.5509666666667, -113.533866666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.533866666667 53.5509666666667)"
"Downtown","Random","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","20","53.5391166666667","-113.507683333333","
,  
(53.5391166666667, -113.507683333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.507683333333 53.5391166666667)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Recycling Bin","Small (>1sq ft<=2sqft)","1","22","53.54695","-113.535033333333","
,  
(53.54695, -113.535033333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.535033333333 53.54695)"
"Eastwood","Hot Spot","Marker / Plain Graffiti","Shed","Small (>1sq ft<=2sqft)","2","19","53.5717666666667","-113.473666666667","
,  
(53.5717666666667, -113.473666666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.473666666667 53.5717666666667)"
"Inglewood","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","20","53.5656333333333","-113.544533333333","
,  
(53.5656333333333, -113.544533333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.544533333333 53.5656333333333)"
"Beacon Heights","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","2","22","53.5722666666667","-113.4138","
,  
(53.5722666666667, -113.4138)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4138 53.5722666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","7","20","53.5440166666667","-113.484266666667","
,  
(53.5440166666667, -113.484266666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.484266666667 53.5440166666667)"
"Eastwood","Random","Marker / Plain Graffiti","Pole","Med (>2sq ft<=9sqft)","1","21","53.5708166666667","-113.46175","
,  
(53.5708166666667, -113.46175)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.46175 53.5708166666667)"
"Westmount","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","3","23","53.5573166666667","-113.543","
,  
(53.5573166666667, -113.543)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.543 53.5573166666667)"
"Eastwood","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","19","53.5705666666667","-113.476183333333","
,  
(53.5705666666667, -113.476183333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.476183333333 53.5705666666667)"
"Garneau","Hot Spot","Marker / Plain Graffiti","Parking Lot","Small (>1sq ft<=2sqft)","1","22","53.5219166666667","-113.507616666667","
,  
(53.5219166666667, -113.507616666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.507616666667 53.5219166666667)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","23","53.5411","-113.498033333333","
,  
(53.5411, -113.498033333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.498033333333 53.5411)"
"CPR West","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","1","19","53.5170666666667","-113.496816666667","
,  
(53.5170666666667, -113.496816666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.496816666667 53.5170666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","18","53.5186166666667","-113.503733333333","
,  
(53.5186166666667, -113.503733333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.503733333333 53.5186166666667)"
"Oliver","Random","Marker / Plain Graffiti","Barricades","Med (>2sq ft<=9sqft)","1","24","53.5390166666667","-113.515783333333","
,  
(53.5390166666667, -113.515783333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.515783333333 53.5390166666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","4","19","53.5185333333333","-113.495433333333","
,  
(53.5185333333333, -113.495433333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.495433333333 53.5185333333333)"
"Eastwood","Hot Spot","Artistic Tag","Garage","Small (>1sq ft<=2sqft)","1","18","53.5749","-113.475333333333","
,  
(53.5749, -113.475333333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.475333333333 53.5749)"
"Queen Mary Park","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","19","53.5545666666667","-113.52255","
,  
(53.5545666666667, -113.52255)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.52255 53.5545666666667)"
"Eastwood","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5708833333333","-113.4767","
,  
(53.5708833333333, -113.4767)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4767 53.5708833333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","2","21","53.5196833333333","-113.4976","
,  
(53.5196833333333, -113.4976)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4976 53.5196833333333)"
"McCauley","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","20","53.5531166666667","-113.491316666667","
,  
(53.5531166666667, -113.491316666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.491316666667 53.5531166666667)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Med (>2sq ft<=9sqft)","3","21","53.5170666666667","-113.490133333333","
,  
(53.5170666666667, -113.490133333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.490133333333 53.5170666666667)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","3","19","53.5443333333333","-113.533283333333","
,  
(53.5443333333333, -113.533283333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.533283333333 53.5443333333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","4","25","53.5196666666667","-113.49935","
,  
(53.5196666666667, -113.49935)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.49935 53.5196666666667)"
"Central McDougall","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","23","53.55175","-113.503166666667","
,  
(53.55175, -113.503166666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.503166666667 53.55175)"
"Strathcona","Hot Spot","Outline Bubble Tag - No Fill","Walls","Med (>2sq ft<=9sqft)","2","19","53.5181333333333","-113.4991","
,  
(53.5181333333333, -113.4991)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4991 53.5181333333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Shed","Small (>1sq ft<=2sqft)","2","20","53.51935","-113.506283333333","
,  
(53.51935, -113.506283333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.506283333333 53.51935)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","22","53.5416333333333","-113.530733333333","
,  
(53.5416333333333, -113.530733333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.530733333333 53.5416333333333)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Barricades","Small (>1sq ft<=2sqft)","2","20","53.5170666666667","-113.490783333333","
,  
(53.5170666666667, -113.490783333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.490783333333 53.5170666666667)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","18","53.5170666666667","-113.491666666667","
,  
(53.5170666666667, -113.491666666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.491666666667 53.5170666666667)"
"Inglewood","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","4","19","53.5636666666667","-113.535633333333","
,  
(53.5636666666667, -113.535633333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.535633333333 53.5636666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","2","22","53.5187","-113.499716666667","
,  
(53.5187, -113.499716666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.499716666667 53.5187)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","20","53.5402833333333","-113.50245","
,  
(53.5402833333333, -113.50245)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50245 53.5402833333333)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Benches","Small (>1sq ft<=2sqft)","1","22","53.5416166666667","-113.495233333333","
,  
(53.5416166666667, -113.495233333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.495233333333 53.5416166666667)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Vehicles/Rolling Stock","Small (>1sq ft<=2sqft)","1","18","53.5870833333333","-113.442116666667","
,  
(53.5870833333333, -113.442116666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.442116666667 53.5870833333333)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Storage Can","Med (>2sq ft<=9sqft)","1","21","53.5170666666667","-113.492883333333","
,  
(53.5170666666667, -113.492883333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.492883333333 53.5170666666667)"
"Strathcona","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","17","53.5235166666667","-113.488083333333","
,  
(53.5235166666667, -113.488083333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.488083333333 53.5235166666667)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","4","22","53.5407166666667","-113.49005","
,  
(53.5407166666667, -113.49005)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.49005 53.5407166666667)"
"Strathcona","Random","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","23","53.5246833333333","-113.485933333333","
,  
(53.5246833333333, -113.485933333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.485933333333 53.5246833333333)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","20","53.5170666666667","-113.486433333333","
,  
(53.5170666666667, -113.486433333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.486433333333 53.5170666666667)"
"Garneau","Random","Marker / Plain Graffiti","Disposal Bin - Small","Med (>2sq ft<=9sqft)","1","21","53.5205666666667","-113.51815","
,  
(53.5205666666667, -113.51815)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.51815 53.5205666666667)"
"Oliver","Hot Spot","Artistic Tag","Walls","X-Small (<=1sq ft)","2","19","53.5429333333333","-113.535633333333","
,  
(53.5429333333333, -113.535633333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.535633333333 53.5429333333333)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","1","22","53.5905833333333","-113.443016666667","
,  
(53.5905833333333, -113.443016666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.443016666667 53.5905833333333)"
"Oliver","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","1","20","53.5390166666667","-113.513066666667","
,  
(53.5390166666667, -113.513066666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.513066666667 53.5390166666667)"
"Queen Alexandra","Random","Marker / Plain Graffiti","Pole","Med (>2sq ft<=9sqft)","1","22","53.50755","-113.5096","
,  
(53.50755, -113.5096)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.5096 53.50755)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Fence","X-Small (<=1sq ft)","1","15","53.5174833333333","-113.49975","
,  
(53.5174833333333, -113.49975)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.49975 53.5174833333333)"
"Inglewood","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5646166666667","-113.535083333333","
,  
(53.5646166666667, -113.535083333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.535083333333 53.5646166666667)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","6","21","53.5416666666667","-113.491716666667","
,  
(53.5416666666667, -113.491716666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.491716666667 53.5416666666667)"
"Central McDougall","Random","Outline Bubble Tag - No Fill","Barricades","Med (>2sq ft<=9sqft)","4","28","53.5496166666667","-113.502","
,  
(53.5496166666667, -113.502)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.502 53.5496166666667)"
"Inglewood","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","4","20","53.5650333333333","-113.53505","
,  
(53.5650333333333, -113.53505)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.53505 53.5650333333333)"
"McCauley","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","18","53.5531333333333","-113.4934","
,  
(53.5531333333333, -113.4934)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4934 53.5531333333333)"
