"the_geom","objectid","masterneedssegmentid","need_segment_id","st_nm","vdot_rm","vdot_common_nm","from_measure","to_measure","direction","aadt_final","vdot_district","mpo","area_type","coss_name","coss_congestion_priority","coss_reliability_priority","coss_rail_reliability_priority","coss_capacity_preservation_prio","coss_tdm_priority","rn_name","rn_congestion_priority","rn_reliability_priority","rn_capacity_preservation_priori","rn_tdm_priority","rn_transit_equity_priority","rn_ac_transit_access_priority","rn_ac_bicycle_access_priority","rn_ac_pedestrian_access_priorit","ieda_priority","safety_segments_district_priori","safety_segments_statewide_prior","safety_pedestrian_priority","statewide_vulnerability_influen","district_vulnerability_influenc","statewide_bridge_influencing_fa","district_bridge_influencing_fac","statewide_pavement_influencing","district_pavement_influencing_f","statewide_distressed_area_influ","district_distressed_area_influe","statewide_priority_score","statewide_adjusted_priority_sco","statewide_priority","district_priority_score","district_adjusted_priority_scor","district_priority","shape_length"
"MULTILINESTRING ((-77.117497264272 38.886195946105, -77.11737515724 38.88629859713, -77.117092884167 38.88654241719, -77.116735751074 38.886843024264, -77.116557171028 38.886993325301, -77.116424815994 38.88711534533, -77.116396210987 38.887141090337, -77.116328412969 38.88719522135, -77.116260639951 38.887247961363, -77.116185857931 38.887299254376, -77.116029477888 38.887392160401, -77.115873117845 38.887483671425, -77.115727533805 38.887562968447, -77.115578531763 38.887636729467, -77.115546570754 38.887654194472, -77.115436459723 38.887716063488, -77.115322409693 38.88779984951))","23361","00000118730","118730",,"R-VA   SR00120UK      RMP003.00A","VA-120U Ramp 3A","0.0100000000000051","0.119999997317791",,"8400","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.1","0.1","Priority 4","335.097247509075"
"MULTILINESTRING ((-80.001850339048 37.28070361026, -80.001730017014 37.280737584272, -80.001658225994 37.280757040278, -80.001586397973 37.280775805285, -80.001511130951 37.280793929292, -80.001439302931 37.280812011298, -80.001364027909 37.280829447305, -80.001295563889 37.28084405431, -80.001227087869 37.280857969316, -80.001158598849 37.280871198321, -80.001086666828 37.280883789327, -80.001018157808 37.280895652332, -80.000949626788 37.280906820337, -80.000877653767 37.280918034342, -80.000809090747 37.280927836346, -80.000099403537 37.281022687393, -79.99970166142 37.281073747419, -79.999495946359 37.281101090433, -79.999225044279 37.28113473045, -79.998967917203 37.281169583467, -79.998631886104 37.281212302489, -79.998319813012 37.281249910509, -79.9979391929 37.281298004534, -79.997863760877 37.281307889538, -79.997784910854 37.281318503544, -79.997709445832 37.281327010548, -79.997633988809 37.281335521553, -79.997555080786 37.281343387558, -79.997479594764 37.281350525562, -79.99740066274 37.281357021566, -79.997060861639 37.281383305585, -79.996652410517 37.281414574607, -79.996439616453 37.281431692619, -79.99622680839 37.281448115631, -79.996013993326 37.281463864642, -79.995814886267 37.281478056653, -79.995413271147 37.281507182674))","146728","00000260335","260335","Shenandoah Ave Nw","R-VA128UR08010WB","City Rt. 8010W (City of Roanoke)","0.710575000000006","1.08","Westbound","13000","Salem","YES","B",,"No Need","No Need","No Need","No Need","No Need","Roanoke Region","No Need","No Need","No Need","Low","No Need","Very High","High","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High",,,"No Priority","0.9125","0.958125","Priority 3","726.664754165321"
"MULTILINESTRING ((-77.194138193599 38.861428598243, -77.194154563639 38.862000455358, -77.194178793699 38.862856563529))","95782","00000196102","196102","Graham Rd","R-VA029SC01720NB","Rt. 1720N (Fairfax County)","0.0589499999999958","0.161024999999995","Northbound","9200","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.3","0.3","Priority 4","204.196632909515"
"MULTILINESTRING ((-77.408392397588 38.457845231527, -77.40838786259 38.457913840541, -77.408379843592 38.457982424555, -77.408375287595 38.458052403569, -77.408370764597 38.458121020583, -77.408369705601 38.458191036598, -77.408365145604 38.458261014612, -77.408364111608 38.458329661626, -77.408363052612 38.45839967664, -77.408362013616 38.458468322654, -77.408364450621 38.458538371669, -77.408363747623 38.458585046678, -77.408359526625 38.458633065688, -77.408358794627 38.458681117698, -77.408354577629 38.458729136708, -77.408350357631 38.458777156718, -77.408342669631 38.458823768727, -77.408338452633 38.458871783737, -77.408330744633 38.458919773747, -77.408323047634 38.458966381757, -77.408315338634 38.459014372767, -77.408307642635 38.459060980777, -77.408285240633 38.459156886797, -77.408274027633 38.459206213808, -77.408262817632 38.459254170818, -77.408251592632 38.459303488828, -77.40823690263 38.459351412839, -77.408222205628 38.459399332849, -77.408207512627 38.459447248859, -77.408192810625 38.459495172869, -77.408174628622 38.45954306388, -77.40815643962 38.45959094989, -77.408130975616 38.459657990905, -77.408102039611 38.459723628919, -77.408073107606 38.459789266934, -77.408044155601 38.459856274948, -77.408011731595 38.459921878963, -77.40798279259 38.459987512977, -77.407950393584 38.460051743992, -77.407867595568 38.460214360028, -77.407820730559 38.460311420049, -77.407726984542 38.460505516092, -77.407680111533 38.460602569114, -77.407676334533 38.460621756118, -77.407661822531 38.460657320125, -77.407643823527 38.460692855133, -77.407633073525 38.460710598137, -77.407622327523 38.460728350141, -77.407600877518 38.460761104149, -77.407575922512 38.460793826156, -77.407561716509 38.46081016616, -77.407547516505 38.460825141164, -77.407533298502 38.460841481168, -77.407519097498 38.460856452171, -77.407504925495 38.460870053175, -77.407469563486 38.460898558182, -77.407451899481 38.460912118185, -77.407416583472 38.460937880192, -77.407398935467 38.460950074195, -77.407381329462 38.460959512197, -77.407346133452 38.460977040202, -77.407328543447 38.460985113205, -77.407289884436 38.461001229209, -77.40726883043 38.461007895211, -77.407251286425 38.461013221213, -77.407230229419 38.461019891215, -77.407209188413 38.461025191217, -77.407188185406 38.461029110219, -77.407149637395 38.461036984222, -77.407128625389 38.461040907223, -77.407107630382 38.461043460225, -77.407086660376 38.461044643226, -77.407041218362 38.461046960228, -77.406974844341 38.46104770523, -77.406961327337 38.461047988231))","7727","00000104539","104539",,"R-VA   IS00095NB      RMP143.00A","I-95N Ramp 143A","0","0.175925000000007",,"4300","Fredericksburg","YES","B",,"No Need","No Need","No Need","No Need","No Need","Fredericksburg Region","No Need","No Need","No Need","Low","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.1","0.1","Priority 4","515.098483241753"
"MULTILINESTRING ((-77.711672490807 38.724067066032, -77.711557960766 38.723980594019, -77.711359784696 38.723832356996, -77.71069756746 38.723336947921))","99105","00000199242","199242","Dumfries Rd","R-VA030SC00605WB","Rt. 605W (Fauquier County)","6.47369999999999","6.546025","Westbound","12000","Culpeper","NO","D",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.2125","0.2125","Priority 4","150.437138470953"
"MULTILINESTRING ((-77.65823740803 37.61489555439, -77.658219685032 37.615027376418))","102524","00000209021","209021","Capital One Dr","R-VA037SC00741NB","Rt. 741N (Goochland County)","0","0.009","Northbound","4800","Richmond","YES","B",,"No Need","No Need","No Need","No Need","No Need","Richmond Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.225","0.225","Priority 4","18.6299466574109"
"MULTILINESTRING ((-77.304253408077 37.511513276782, -77.304242099077 37.511574272795, -77.304219676076 37.511683216818, -77.304206778074 37.511707023823))","105959","00000212126","212126","Beulah Rd","R-VA043SC07539SB","CR-7539S (Henrico County)","2.820025","2.83125","Southbound","1500","Richmond","YES","B",,"No Need","No Need","No Need","No Need","No Need","Richmond Region","No Need","No Need","No Need","Low","Low","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.35","0.35","Priority 4","27.7798276969187"
"MULTILINESTRING ((-79.183999480639 37.364937352941, -79.184203298693 37.364800627905))","62336","00000158149","158149","29 Exs Expw","R-VA   US00501NB","US-501N","72.1600036621094","72.18","Northbound","48600","Lynchburg","YES","C","Seminole Corridor","Low","Low","Low","No Need","Low","Central VA MPO Region (Lynchburg)","Low","Very High","No Need","Low","No Need","Very High","No Need","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low","Low","0.75","0.765","Priority 4","0.9875","1.00725","Priority 3","29.6902226520876"
"MULTILINESTRING ((-79.404463095291 36.62251236644, -79.404280278254 36.622835742515, -79.404034347206 36.62329766962))","45243","00000144189","144189","Piney Forest Rd","R-VA   US00029SBBUS001","BUS US-29S (1 City of Danville)","7.98","8.013625",,"26000","Lynchburg","YES","D","Seminole Corridor","No Need","No Need","Low","No Need","Low","Danville Region","No Need","No Need","No Need","Low","No Need","High","Very High","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High","High","0.25","0.2625","Priority 4","0.55","0.5775","Priority 4","118.928249390896"
"MULTILINESTRING ((-76.435611210245 37.005970810412, -76.435572003233 37.005986002416, -76.43500403607 37.006212986484, -76.434093185808 37.006577497592, -76.433428236617 37.006843293671, -76.433002291495 37.007011644721, -76.432524379357 37.007201734778, -76.431668859112 37.00754590888, -76.430847600876 37.007889987981, -76.430702330834 37.007941006997))","137013","00000256795","256795","Briarfield Rd","R-VA121UR07012EB","City Rt. 7012E (City of Newport News)","0.0257749999999959","0.319974999999999","Eastbound","7176","Hampton Roads","YES","A",,"No Need","No Need","No Need","No Need","No Need","Hampton Roads Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High",,,"No Priority","0.3","0.315","Priority 4","611.63086419422"
"MULTILINESTRING ((-80.112904912793 37.167054749595, -80.111311596308 37.167013786648, -80.110108923942 37.166974248687))","123866","00000235531","235531","Slings Gap Rd","R-VA080SC00612EB","Rt. 612E (Roanoke County)","11.87035","12.025375","Eastbound","180","Salem","NO","D",,"No Need","No Need","No Need","No Need","No Need","Roanoke Region","No Need","No Need","No Need","No Need","No Need","No Need","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low",,,"No Priority","0.0375","0.03825","Priority 4","311.454220613997"
"MULTILINESTRING ((-78.517989311694 38.733847034001, -78.517953116679 38.733780009989, -78.517833517628 38.73356389995, -78.517827021625 38.733550340948, -78.517821278623 38.733536573945, -78.51781623862 38.733522658943, -78.517811897618 38.73350856994, -78.517808306616 38.733494376937, -78.517804081613 38.733470906933))","127195","177399452935","9452935","Moreland Gap Rd","R-VA085SC00730WB","Rt. 730W (Shenandoah County)","14.455375","14.4799995422363","Westbound","70","Staunton","NO","D",,"No Need","No Need","No Need","No Need","No Need",,"No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium",,,"No Priority","0.25","0.25875","Priority 4","57.6796341650608"
"MULTILINESTRING ((-79.090384659071 38.15304521762, -79.090161350998 38.152966847613))","29424","00000126897","126897","W Beverley St","R-VA   SR00254WB","VA-254W","8.43577500000001","8.45","Westbound","7400","Staunton","YES","C",,"No Need","No Need","No Need","No Need","No Need","Staunton/Augusta/Waynesboro","No Need","No Need","No Need","Low","Low","Low","High","Medium","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium",,,"No Priority","1.3125","1.3584375","Priority 2","27.2218519470536"
"MULTILINESTRING ((-77.07588629147 38.806644907603, -77.075880031471 38.806700068614, -77.075874072472 38.806752589625, -77.075829663476 38.807046145686))","136147","18838253118","253118","W Taylor Run Py","R-VA100UR06583SB","City Rt. 6583S (City of Alexandria)","0","0.009050000000002","Southbound","5800","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Low","Medium","Low","No Need","Medium","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.85","0.85","Priority 4","57.6681722450689"
"MULTILINESTRING ((-77.506886977727 38.268642636325, -77.506884663726 38.268642067325, -77.506881191725 38.268641289325))","127724","00000245171","245171","Harrison Rd","R-VA088SC00620EB","Rt. 620E (Spotsylvania County)","12.7984","12.79865","Eastbound","16000","Fredericksburg","YES","B",,"No Need","No Need","No Need","No Need","No Need","Fredericksburg Region","No Need","No Need","No Need","Low","Low","Medium","High","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.875","0.875","Priority 3","0.671866747399355"
"MULTILINESTRING ((-78.911733061761 38.384113892295, -78.911794553804 38.38449812037, -78.911928241896 38.385304971528, -78.912004145948 38.385768773618, -78.91203659097 38.385951271654, -78.912090192 38.386174877697, -78.912092671001 38.386183569698))","126464","00000243148","243148","Early Rd","R-VA082SC00988NB","Rt. 988N (Rockingham County)","3.39","3.53845","Northbound","2200","Staunton","YES","C",,"No Need","No Need","No Need","No Need","No Need","Harrisonburg Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.2875","0.2875","Priority 4","296.692766469183"
"MULTILINESTRING ((-76.233159968881 36.877139136072, -76.233160318881 36.877148220074, -76.233182889896 36.877283518102, -76.23320582991 36.877425660132, -76.233229506924 36.877549452157))","24707","00000124117","124117",,"R-VA   SR00194SB","VA-194S","0.681150000000002","0.709800000000001","Southbound","14000","Hampton Roads","YES","A",,"No Need","No Need","No Need","No Need","No Need","Hampton Roads Region","No Need","No Need","No Need","Low","No Need","High","High","Medium","No Need","Low","No Need","Low","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium",,,"No Priority","1.15","1.19025","Priority 3","57.6329140928269"
