"cttractid","geo_id","geo_id10","town","age_group","initiated_vaccination_count","fully_vaccinated_count","initiated_vaccination_percent","fully_vaccinated_percent","number_left_to_start","number_not_fully_vaccinated","dateupdated"
"CT09015908100","01400000US09015908100","09015908100","Sterling","All Ages","2091","1968","55.7","52.4","1666","1789","2022-09-07T00:00:00.000"
"CT09001010101","01400000US09001010101","09001010101","Greenwich","All Ages","3843","3396","92.5","81.7","312","759","2022-08-31T00:00:00.000"
"CT09001010102","01400000US09001010102","09001010102","Greenwich","All Ages","3758","3282","86.4","75.4","593","1069","2022-08-31T00:00:00.000"
"CT09001010201","01400000US09001010201","09001010201","Greenwich","All Ages","3345","2958","96","84.9","141","528","2022-08-31T00:00:00.000"
"CT09001010202","01400000US09001010202","09001010202","Greenwich","All Ages","4950","4395","92.7","82.3","388","943","2022-08-31T00:00:00.000"
"CT09001010300","01400000US09001010300","09001010300","Greenwich","All Ages","3860","3402","100","90","0","378","2022-08-31T00:00:00.000"
"CT09001010400","01400000US09001010400","09001010400","Greenwich","All Ages","4144","3772","71.5","65","1655","2027","2022-08-31T00:00:00.000"
"CT09001010500","01400000US09001010500","09001010500","Greenwich","All Ages","4192","3745","71.3","63.7","1688","2135","2022-08-31T00:00:00.000"
"CT09001010600","01400000US09001010600","09001010600","Greenwich","All Ages","2078","1852","100","89.8","0","210","2022-08-31T00:00:00.000"
"CT09001010700","01400000US09001010700","09001010700","Greenwich","All Ages","2598","2332","72.1","64.7","1007","1273","2022-08-31T00:00:00.000"
"CT09001010800","01400000US09001010800","09001010800","Greenwich","All Ages","3045","2750","85.8","77.4","506","801","2022-08-31T00:00:00.000"
"CT09001010900","01400000US09001010900","09001010900","Greenwich","All Ages","4570","4108","86.5","77.7","715","1177","2022-08-31T00:00:00.000"
"CT09001011000","01400000US09001011000","09001011000","Greenwich","All Ages","5193","4562","93.5","82.1","361","992","2022-08-31T00:00:00.000"
"CT09001011100","01400000US09001011100","09001011100","Greenwich","All Ages","4955","4383","100","95.1","0","226","2022-08-31T00:00:00.000"
"CT09001011200","01400000US09001011200","09001011200","Greenwich","All Ages","1507","1308","87.8","76.2","209","408","2022-08-31T00:00:00.000"
"CT09001011300","01400000US09001011300","09001011300","Greenwich","All Ages","2818","2514","82.5","73.6","598","902","2022-08-31T00:00:00.000"
"CT09001020100","01400000US09001020100","09001020100","Stamford","All Ages","5420","4613","99.7","84.9","16","823","2022-08-31T00:00:00.000"
"CT09001020200","01400000US09001020200","09001020200","Stamford","All Ages","3182","2842","89.8","80.2","362","702","2022-08-31T00:00:00.000"
"CT09001020300","01400000US09001020300","09001020300","Stamford","All Ages","6509","5927","93.1","84.8","481","1063","2022-08-31T00:00:00.000"
"CT09001020400","01400000US09001020400","09001020400","Stamford","All Ages","3209","2959","90.3","83.3","345","595","2022-08-31T00:00:00.000"
"CT09001020500","01400000US09001020500","09001020500","Stamford","All Ages","4514","4068","92.4","83.3","372","818","2022-08-31T00:00:00.000"
"CT09001020600","01400000US09001020600","09001020600","Stamford","All Ages","4354","3962","83.7","76.2","845","1237","2022-08-31T00:00:00.000"
"CT09001020700","01400000US09001020700","09001020700","Stamford","All Ages","3839","3511","94.1","86.1","240","568","2022-08-31T00:00:00.000"
"CT09001020800","01400000US09001020800","09001020800","Stamford","All Ages","2530","2294","95.1","86.3","129","365","2022-08-31T00:00:00.000"
"CT09001020900","01400000US09001020900","09001020900","Stamford","All Ages","4248","3804","90.5","81","446","890","2022-08-31T00:00:00.000"
"CT09001021000","01400000US09001021000","09001021000","Stamford","All Ages","3144","2856","94.5","85.8","183","471","2022-08-31T00:00:00.000"
"CT09001021100","01400000US09001021100","09001021100","Stamford","All Ages","5865","5207","90","79.9","651","1309","2022-08-31T00:00:00.000"
"CT09001021200","01400000US09001021200","09001021200","Stamford","All Ages","4102","3692","97.2","87.5","119","529","2022-08-31T00:00:00.000"
"CT09001021300","01400000US09001021300","09001021300","Stamford","All Ages","3939","3507","90.6","80.6","410","842","2022-08-31T00:00:00.000"
"CT09001021400","01400000US09001021400","09001021400","Stamford","All Ages","6058","5284","83.5","72.8","1200","1974","2022-08-31T00:00:00.000"
"CT09001021500","01400000US09001021500","09001021500","Stamford","All Ages","5882","5090","90.9","78.7","588","1380","2022-08-31T00:00:00.000"
"CT09001021600","01400000US09001021600","09001021600","Stamford","All Ages","6633","5781","87.2","76","973","1825","2022-08-31T00:00:00.000"
"CT09001021700","01400000US09001021700","09001021700","Stamford","All Ages","6709","5811","90.3","78.2","721","1619","2022-08-31T00:00:00.000"
"CT09001021801","01400000US09001021801","09001021801","Stamford","All Ages","3837","3423","83.4","74.4","763","1177","2022-08-31T00:00:00.000"
"CT09001021802","01400000US09001021802","09001021802","Stamford","All Ages","4645","4149","88.2","78.8","622","1118","2022-08-31T00:00:00.000"
"CT09001021900","01400000US09001021900","09001021900","Stamford","All Ages","5549","4926","89.7","79.6","636","1259","2022-08-31T00:00:00.000"
"CT09001022000","01400000US09001022000","09001022000","Stamford","All Ages","2512","2248","86.2","77.1","402","666","2022-08-31T00:00:00.000"
"CT09001022100","01400000US09001022100","09001022100","Stamford","All Ages","6773","5884","83.1","72.2","1376","2265","2022-08-31T00:00:00.000"
"CT09001022200","01400000US09001022200","09001022200","Stamford","All Ages","6384","5474","97.2","83.3","184","1094","2022-08-31T00:00:00.000"
"CT09001022300","01400000US09001022300","09001022300","Stamford","All Ages","5113","4460","97.1","84.7","151","804","2022-08-31T00:00:00.000"
"CT09001022400","01400000US09001022400","09001022400","Stamford","All Ages","2006","1821","93.6","84.9","138","323","2022-08-31T00:00:00.000"
"CT09001030100","01400000US09001030100","09001030100","Darien","All Ages","3424","3033","94.5","83.7","198","589","2022-08-31T00:00:00.000"
"CT09001030200","01400000US09001030200","09001030200","Darien","All Ages","3402","3060","94.7","85.1","192","534","2022-08-31T00:00:00.000"
"CT09001030300","01400000US09001030300","09001030300","Darien","All Ages","3745","3310","87.3","77.2","545","980","2022-08-31T00:00:00.000"
"CT09001030400","01400000US09001030400","09001030400","Darien","All Ages","3700","3329","86.8","78.1","562","933","2022-08-31T00:00:00.000"
"CT09001030500","01400000US09001030500","09001030500","Darien","All Ages","5337","4861","89.3","81.4","637","1113","2022-08-31T00:00:00.000"
"CT09001035100","01400000US09001035100","09001035100","New Canaan","All Ages","7354","6626","95.5","86.1","344","1072","2022-08-31T00:00:00.000"
"CT09001035200","01400000US09001035200","09001035200","New Canaan","All Ages","3293","2903","100","94.3","0","177","2022-08-31T00:00:00.000"
"CT09001035300","01400000US09001035300","09001035300","New Canaan","All Ages","3925","3492","95.2","84.7","199","632","2022-08-31T00:00:00.000"
"CT09001035400","01400000US09001035400","09001035400","New Canaan","All Ages","4999","4502","93","83.8","375","872","2022-08-31T00:00:00.000"
"CT09001042500","01400000US09001042500","09001042500","Norwalk","All Ages","3170","2945","79.5","73.9","816","1041","2022-08-31T00:00:00.000"
"CT09001042600","01400000US09001042600","09001042600","Norwalk","All Ages","3630","3291","90.3","81.9","390","729","2022-08-31T00:00:00.000"
"CT09001042700","01400000US09001042700","09001042700","Norwalk","All Ages","4355","3993","83.6","76.6","855","1217","2022-08-31T00:00:00.000"
"CT09001042800","01400000US09001042800","09001042800","Norwalk","All Ages","3850","3538","81.2","74.6","891","1203","2022-08-31T00:00:00.000"
"CT09001042900","01400000US09001042900","09001042900","Norwalk","All Ages","1452","1330","93.6","85.8","99","221","2022-08-31T00:00:00.000"
"CT09001043000","01400000US09001043000","09001043000","Norwalk","All Ages","2819","2596","97","89.4","86","309","2022-08-31T00:00:00.000"
"CT09001043100","01400000US09001043100","09001043100","Norwalk","All Ages","3756","3436","81.3","74.4","864","1184","2022-08-31T00:00:00.000"
"CT09001043200","01400000US09001043200","09001043200","Norwalk","All Ages","2482","2250","77.4","70.2","724","956","2022-08-31T00:00:00.000"
"CT09001043300","01400000US09001043300","09001043300","Norwalk","All Ages","2837","2597","96.5","88.3","104","344","2022-08-31T00:00:00.000"
"CT09001043400","01400000US09001043400","09001043400","Norwalk","All Ages","4182","3744","96.4","86.3","157","595","2022-08-31T00:00:00.000"
"CT09001043500","01400000US09001043500","09001043500","Norwalk","All Ages","2210","2052","90.7","84.2","227","385","2022-08-31T00:00:00.000"
"CT09001043600","01400000US09001043600","09001043600","Norwalk","All Ages","2861","2628","92.8","85.2","223","456","2022-08-31T00:00:00.000"
"CT09001043700","01400000US09001043700","09001043700","Norwalk","All Ages","2940","2590","100","99.9","0","3","2022-08-31T00:00:00.000"
"CT09001043800","01400000US09001043800","09001043800","Norwalk","All Ages","6790","6058","97","86.5","210","942","2022-08-31T00:00:00.000"
"CT09001043900","01400000US09001043900","09001043900","Norwalk","All Ages","4767","4321","75.4","68.3","1558","2004","2022-08-31T00:00:00.000"
"CT09001044000","01400000US09001044000","09001044000","Norwalk","All Ages","5262","4668","88.8","78.8","665","1259","2022-08-31T00:00:00.000"
"CT09001044100","01400000US09001044100","09001044100","Norwalk","All Ages","2874","2486","85.8","74.3","474","862","2022-08-31T00:00:00.000"
"CT09001044200","01400000US09001044200","09001044200","Norwalk","All Ages","3406","3020","83.5","74","674","1060","2022-08-31T00:00:00.000"
"CT09001044300","01400000US09001044300","09001044300","Norwalk","All Ages","3428","3143","76.9","70.5","1032","1317","2022-08-31T00:00:00.000"
"CT09001044400","01400000US09001044400","09001044400","Norwalk","All Ages","2891","2569","72","63.9","1127","1449","2022-08-31T00:00:00.000"
"CT09001044500","01400000US09001044500","09001044500","Norwalk","All Ages","2963","2558","73.1","63.1","1092","1497","2022-08-31T00:00:00.000"
"CT09001044600","01400000US09001044600","09001044600","Norwalk","All Ages","3286","2939","87.6","78.3","467","814","2022-08-31T00:00:00.000"
"CT09001045101","01400000US09001045101","09001045101","Wilton","All Ages","3892","3565","96.3","88.2","151","478","2022-08-31T00:00:00.000"
"CT09001045102","01400000US09001045102","09001045102","Wilton","All Ages","5594","5064","90","81.5","621","1151","2022-08-31T00:00:00.000"
"CT09001045200","01400000US09001045200","09001045200","Wilton","All Ages","2407","2187","97","88.1","74","294","2022-08-31T00:00:00.000"
"CT09001045300","01400000US09001045300","09001045300","Wilton","All Ages","2320","2111","92.2","83.9","197","406","2022-08-31T00:00:00.000"
"CT09001045400","01400000US09001045400","09001045400","Wilton","All Ages","2918","2642","91","82.4","289","565","2022-08-31T00:00:00.000"
"CT09001050100","01400000US09001050100","09001050100","Westport","All Ages","4015","3656","89.7","81.6","463","822","2022-08-31T00:00:00.000"
"CT09001050200","01400000US09001050200","09001050200","Westport","All Ages","3909","3537","100","91.8","0","316","2022-08-31T00:00:00.000"
"CT09001050300","01400000US09001050300","09001050300","Westport","All Ages","8157","7371","92.3","83.4","679","1465","2022-08-31T00:00:00.000"
"CT09001050400","01400000US09001050400","09001050400","Westport","All Ages","2186","1973","93.1","84","163","376","2022-08-31T00:00:00.000"
"CT09001050500","01400000US09001050500","09001050500","Westport","All Ages","4580","4116","89.9","80.8","515","979","2022-08-31T00:00:00.000"
"CT09001050600","01400000US09001050600","09001050600","Westport","All Ages","3169","2825","93.1","83","236","580","2022-08-31T00:00:00.000"
"CT09001055100","01400000US09001055100","09001055100","Weston","All Ages","5233","4752","93.7","85.1","349","830","2022-08-31T00:00:00.000"
"CT09001055200","01400000US09001055200","09001055200","Weston","All Ages","4180","3778","88.8","80.3","525","927","2022-08-31T00:00:00.000"
"CT09001060100","01400000US09001060100","09001060100","Fairfield","All Ages","2734","2516","61.9","57","1680","1898","2022-08-31T00:00:00.000"
"CT09001060200","01400000US09001060200","09001060200","Fairfield","All Ages","3504","3242","80.3","74.3","857","1119","2022-08-31T00:00:00.000"
"CT09001060300","01400000US09001060300","09001060300","Fairfield","All Ages","3700","3418","93.5","86.4","258","540","2022-08-31T00:00:00.000"
"CT09001060400","01400000US09001060400","09001060400","Fairfield","All Ages","4164","3744","92.1","82.8","356","776","2022-08-31T00:00:00.000"
"CT09001060500","01400000US09001060500","09001060500","Fairfield","All Ages","2668","2422","96.6","87.7","94","340","2022-08-31T00:00:00.000"
"CT09001060600","01400000US09001060600","09001060600","Fairfield","All Ages","2212","2008","95.9","87.1","94","298","2022-08-31T00:00:00.000"
"CT09001060700","01400000US09001060700","09001060700","Fairfield","All Ages","5285","4779","66.2","59.9","2697","3203","2022-08-31T00:00:00.000"
"CT09001060800","01400000US09001060800","09001060800","Fairfield","All Ages","1897","1754","89.9","83.2","212","355","2022-08-31T00:00:00.000"
"CT09001060900","01400000US09001060900","09001060900","Fairfield","All Ages","2319","2166","87.6","81.8","329","482","2022-08-31T00:00:00.000"
"CT09001061000","01400000US09001061000","09001061000","Fairfield","All Ages","3412","3165","87.7","81.4","477","724","2022-08-31T00:00:00.000"
"CT09001061100","01400000US09001061100","09001061100","Fairfield","All Ages","3520","3247","91.6","84.5","322","595","2022-08-31T00:00:00.000"
"CT09001061200","01400000US09001061200","09001061200","Fairfield","All Ages","1924","1798","76.8","71.8","580","706","2022-08-31T00:00:00.000"
"CT09001061300","01400000US09001061300","09001061300","Fairfield","All Ages","2608","2407","83.9","77.4","501","702","2022-08-31T00:00:00.000"
"CT09001061400","01400000US09001061400","09001061400","Fairfield","All Ages","2489","2253","80.8","73.2","590","826","2022-08-31T00:00:00.000"
"CT09001061500","01400000US09001061500","09001061500","Fairfield","All Ages","4212","3853","87.1","79.7","624","983","2022-08-31T00:00:00.000"
"CT09001061600","01400000US09001061600","09001061600","Fairfield","All Ages","4339","3983","80","73.5","1082","1438","2022-08-31T00:00:00.000"
"CT09001070100","01400000US09001070100","09001070100","Bridgeport","All Ages","3858","3585","77.7","72.2","1108","1381","2022-08-31T00:00:00.000"
"CT09001070200","01400000US09001070200","09001070200","Bridgeport","All Ages","2770","2482","71.4","64","1110","1398","2022-08-31T00:00:00.000"
"CT09001070300","01400000US09001070300","09001070300","Bridgeport","All Ages","633","559","45.6","40.3","755","829","2022-08-31T00:00:00.000"
"CT09001070400","01400000US09001070400","09001070400","Bridgeport","All Ages","793","718","53.6","48.5","687","762","2022-08-31T00:00:00.000"
"CT09001070500","01400000US09001070500","09001070500","Bridgeport","All Ages","1094","963","59","51.9","761","892","2022-08-31T00:00:00.000"
"CT09001070600","01400000US09001070600","09001070600","Bridgeport","All Ages","2073","1842","81.1","72.1","483","714","2022-08-31T00:00:00.000"
"CT09001070900","01400000US09001070900","09001070900","Bridgeport","All Ages","1605","1415","55.6","49","1281","1471","2022-08-31T00:00:00.000"
"CT09001071000","01400000US09001071000","09001071000","Bridgeport","All Ages","2336","2015","67.8","58.5","1110","1431","2022-08-31T00:00:00.000"
"CT09001071100","01400000US09001071100","09001071100","Bridgeport","All Ages","3244","2840","65.7","57.5","1695","2099","2022-08-31T00:00:00.000"
"CT09001071200","01400000US09001071200","09001071200","Bridgeport","All Ages","3432","3034","62.3","55.1","2076","2474","2022-08-31T00:00:00.000"
"CT09001071300","01400000US09001071300","09001071300","Bridgeport","All Ages","2199","1893","81.5","70.1","500","806","2022-08-31T00:00:00.000"
"CT09001071400","01400000US09001071400","09001071400","Bridgeport","All Ages","2719","2316","74.9","63.8","913","1316","2022-08-31T00:00:00.000"
"CT09001071600","01400000US09001071600","09001071600","Bridgeport","All Ages","1312","1122","50.3","43","1295","1485","2022-08-31T00:00:00.000"
"CT09001071900","01400000US09001071900","09001071900","Bridgeport","All Ages","3750","3253","75.8","65.7","1199","1696","2022-08-31T00:00:00.000"
"CT09001072000","01400000US09001072000","09001072000","Bridgeport","All Ages","2880","2553","81.9","72.6","638","965","2022-08-31T00:00:00.000"
"CT09001072100","01400000US09001072100","09001072100","Bridgeport","All Ages","4873","4413","93.3","84.5","351","811","2022-08-31T00:00:00.000"
"CT09001072200","01400000US09001072200","09001072200","Bridgeport","All Ages","3172","2808","81.7","72.3","712","1076","2022-08-31T00:00:00.000"
"CT09001072300","01400000US09001072300","09001072300","Bridgeport","All Ages","4259","3825","75.6","67.9","1371","1805","2022-08-31T00:00:00.000"
"CT09001072400","01400000US09001072400","09001072400","Bridgeport","All Ages","2305","2092","76.2","69.2","718","931","2022-08-31T00:00:00.000"
"CT09001072500","01400000US09001072500","09001072500","Bridgeport","All Ages","4233","3869","74.6","68.2","1438","1802","2022-08-31T00:00:00.000"
"CT09001072600","01400000US09001072600","09001072600","Bridgeport","All Ages","5219","4808","71.2","65.5","2116","2527","2022-08-31T00:00:00.000"
"CT09001072700","01400000US09001072700","09001072700","Bridgeport","All Ages","3082","2831","79.4","72.9","801","1052","2022-08-31T00:00:00.000"
"CT09001072800","01400000US09001072800","09001072800","Bridgeport","All Ages","3838","3499","68.4","62.4","1770","2109","2022-08-31T00:00:00.000"
"CT09001072900","01400000US09001072900","09001072900","Bridgeport","All Ages","3741","3388","82.3","74.5","805","1158","2022-08-31T00:00:00.000"
"CT09001073000","01400000US09001073000","09001073000","Bridgeport","All Ages","1412","1285","67.1","61.1","692","819","2022-08-31T00:00:00.000"
"CT09001073100","01400000US09001073100","09001073100","Bridgeport","All Ages","4071","3733","67","61.5","2003","2341","2022-08-31T00:00:00.000"
"CT09001073200","01400000US09001073200","09001073200","Bridgeport","All Ages","1519","1380","56.4","51.2","1176","1315","2022-08-31T00:00:00.000"
"CT09001073300","01400000US09001073300","09001073300","Bridgeport","All Ages","2425","2207","68","61.9","1143","1361","2022-08-31T00:00:00.000"
"CT09001073400","01400000US09001073400","09001073400","Bridgeport","All Ages","3172","2874","78.8","71.4","853","1151","2022-08-31T00:00:00.000"
"CT09001073500","01400000US09001073500","09001073500","Bridgeport","All Ages","2422","2132","70.6","62.1","1010","1300","2022-08-31T00:00:00.000"
"CT09001073600","01400000US09001073600","09001073600","Bridgeport","All Ages","1442","1259","59.5","52","981","1164","2022-08-31T00:00:00.000"
"CT09001073700","01400000US09001073700","09001073700","Bridgeport","All Ages","3359","2981","76.5","67.9","1032","1410","2022-08-31T00:00:00.000"
"CT09001073800","01400000US09001073800","09001073800","Bridgeport","All Ages","1512","1310","68.9","59.7","683","885","2022-08-31T00:00:00.000"
"CT09001073900","01400000US09001073900","09001073900","Bridgeport","All Ages","2398","2082","61.9","53.8","1474","1790","2022-08-31T00:00:00.000"
"CT09001074000","01400000US09001074000","09001074000","Bridgeport","All Ages","1480","1320","69.3","61.8","657","817","2022-08-31T00:00:00.000"
"CT09001074300","01400000US09001074300","09001074300","Bridgeport","All Ages","3127","2775","62.8","55.7","1851","2203","2022-08-31T00:00:00.000"
"CT09001074400","01400000US09001074400","09001074400","Bridgeport","All Ages","2879","2567","63.5","56.6","1657","1969","2022-08-31T00:00:00.000"
"CT09001080100","01400000US09001080100","09001080100","Stratford","All Ages","3406","3142","65.6","60.5","1788","2052","2022-08-31T00:00:00.000"
"CT09001080200","01400000US09001080200","09001080200","Stratford","All Ages","2976","2742","69.8","64.3","1287","1521","2022-08-31T00:00:00.000"
"CT09001080400","01400000US09001080400","09001080400","Stratford","All Ages","4346","4034","68.8","63.9","1967","2279","2022-08-31T00:00:00.000"
"CT09001080500","01400000US09001080500","09001080500","Stratford","All Ages","2555","2410","84.4","79.6","474","619","2022-08-31T00:00:00.000"
"CT09001080600","01400000US09001080600","09001080600","Stratford","All Ages","1985","1835","75.2","69.6","653","803","2022-08-31T00:00:00.000"
"CT09001080700","01400000US09001080700","09001080700","Stratford","All Ages","1554","1444","78","72.5","439","549","2022-08-31T00:00:00.000"
"CT09001080800","01400000US09001080800","09001080800","Stratford","All Ages","3891","3642","85.6","80.1","656","905","2022-08-31T00:00:00.000"
"CT09001080900","01400000US09001080900","09001080900","Stratford","All Ages","3771","3505","74.8","69.5","1272","1538","2022-08-31T00:00:00.000"
"CT09001081000","01400000US09001081000","09001081000","Stratford","All Ages","3336","3129","81.3","76.3","767","974","2022-08-31T00:00:00.000"
"CT09001081100","01400000US09001081100","09001081100","Stratford","All Ages","3877","3644","79.3","74.5","1014","1247","2022-08-31T00:00:00.000"
"CT09001081200","01400000US09001081200","09001081200","Stratford","All Ages","4251","4022","86.1","81.4","689","918","2022-08-31T00:00:00.000"
"CT09001081300","01400000US09001081300","09001081300","Stratford","All Ages","3892","3632","75.3","70.3","1274","1534","2022-08-31T00:00:00.000"
"CT09001090100","01400000US09001090100","09001090100","Trumbull","All Ages","2903","2701","86.4","80.4","458","660","2022-08-31T00:00:00.000"
"CT09001090200","01400000US09001090200","09001090200","Trumbull","All Ages","6982","6530","87","81.3","1047","1499","2022-08-31T00:00:00.000"
"CT09001090300","01400000US09001090300","09001090300","Trumbull","All Ages","3983","3711","86.4","80.5","628","900","2022-08-31T00:00:00.000"
"CT09001090400","01400000US09001090400","09001090400","Trumbull","All Ages","5912","5447","90.7","83.6","606","1071","2022-08-31T00:00:00.000"
"CT09001090500","01400000US09001090500","09001090500","Trumbull","All Ages","4061","3830","85.3","80.5","699","930","2022-08-31T00:00:00.000"
"CT09001090600","01400000US09001090600","09001090600","Trumbull","All Ages","2949","2765","90.5","84.8","311","495","2022-08-31T00:00:00.000"
"CT09001090700","01400000US09001090700","09001090700","Trumbull","All Ages","4768","4476","87.7","82.3","669","961","2022-08-31T00:00:00.000"
"CT09001100100","01400000US09001100100","09001100100","Monroe","All Ages","4458","4188","78.8","74","1198","1468","2022-08-31T00:00:00.000"
"CT09001100200","01400000US09001100200","09001100200","Monroe","All Ages","5539","5226","76.6","72.3","1694","2007","2022-08-31T00:00:00.000"
"CT09001100300","01400000US09001100300","09001100300","Monroe","All Ages","5608","5264","84.2","79.1","1049","1393","2022-08-31T00:00:00.000"
"CT09001105100","01400000US09001105100","09001105100","Easton","All Ages","3523","3228","88.3","80.9","469","764","2022-08-31T00:00:00.000"
"CT09001105200","01400000US09001105200","09001105200","Easton","All Ages","2907","2687","81.9","75.7","644","864","2022-08-31T00:00:00.000"
"CT09001110100","01400000US09001110100","09001110100","Shelton","All Ages","1929","1707","65.8","58.2","1002","1224","2022-08-31T00:00:00.000"
"CT09001110201","01400000US09001110201","09001110201","Shelton","All Ages","3638","3418","75","70.5","1212","1432","2022-08-31T00:00:00.000"
"CT09001110202","01400000US09001110202","09001110202","Shelton","All Ages","4051","3783","85.2","79.6","704","972","2022-08-31T00:00:00.000"
"CT09001110301","01400000US09001110301","09001110301","Shelton","All Ages","4957","4668","75.3","70.9","1629","1918","2022-08-31T00:00:00.000"
"CT09001110302","01400000US09001110302","09001110302","Shelton","All Ages","2300","2139","68.7","63.9","1048","1209","2022-08-31T00:00:00.000"
"CT09001110400","01400000US09001110400","09001110400","Shelton","All Ages","4000","3822","82.8","79.1","830","1008","2022-08-31T00:00:00.000"
"CT09001110500","01400000US09001110500","09001110500","Shelton","All Ages","4635","4415","83.8","79.9","893","1113","2022-08-31T00:00:00.000"
"CT09001110600","01400000US09001110600","09001110600","Shelton","All Ages","6228","5919","74.9","71.2","2085","2394","2022-08-31T00:00:00.000"
"CT09001200100","01400000US09001200100","09001200100","Bethel","All Ages","3124","2865","84.5","77.5","571","830","2022-08-31T00:00:00.000"
"CT09001200200","01400000US09001200200","09001200200","Bethel","All Ages","4033","3747","77.2","71.7","1190","1476","2022-08-31T00:00:00.000"
