"the_geom","miles","stateab","cntyfips","stcntyfips","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","net","passngr","shape_leng","shape_stlength","frfranode","tofranode","fraregion","fraarcid","country","objectid","stfips","yardname","tracks"
"MULTILINESTRING ((-73.97530400008 40.682977399987, -73.971463999264 40.682033400521, -73.970216000168 40.682129399552, -73.956584000151 40.679169399748, -73.956187697704 40.67909747287, -73.955818699573 40.679030499458, -73.950503000313 40.678065400098, -73.94573499987 40.677777399407, -73.939462999318 40.677521400193, -73.90627799963 40.675657399669, -73.904247192854 40.675522039111, -73.903946600755 40.675502000417, -73.90379999957 40.675489999864, -73.903134461686 40.675597605545, -73.902924200192 40.675631599918, -73.901599300068 40.675840800213, -73.898005399629 40.676694800025, -73.896147770803 40.677136224157, -73.895135299654 40.677376799999, -73.893580663217 40.677751587965, -73.885485897856 40.679702643762, -73.88470519369 40.679890779236, -73.881075000211 40.680765500328, -73.86647838377 40.684285504373))","5.81883255","NY","047","36047","LI",,,,,,,,,,,,,,"M","C","9364.52197773","0.11046138476743039","490149","490680","1","388580","US","1902","36",,"1"
"MULTILINESTRING ((-73.022476139562 40.815370097652, -73.020019431851 40.815585953829, -73.014187579293 40.816087919422, -73.012420000483 40.816240000176, -73.007705772303 40.816651757473, -73.000643480812 40.817268231943, -72.999144419779 40.817399103086, -72.990500000475 40.818110000077, -72.982739999651 40.818789999959))","2.07929474","NY","103","36103","LI",,,"NYA",,,,,,,,,,"MAIN LINE (LI)","M","C","3346.30720595","0.039883121972099152","492020","492056","1","383142","US","1625","36",,"1"
"MULTILINESTRING ((-88.280338433872 41.769449018557, -88.278375065457 41.769737168536, -88.276422824354 41.770030458139, -88.275310839624 41.770197515303))","0.26304567","IL","089","17089","BNSF",,,"AMTK","IR","NIRC","UP",,,,,,,"CHICAGO (BNSF)","M","B","423.33181564","0.0050830130987502675","409071","409102","4","498561","US","3186","17",,"3"
"MULTILINESTRING ((-117.391600810529 33.21620175101, -117.391443734041 33.215781099418, -117.39143100054 33.215746998925, -117.391372555399 33.215534767016, -117.391258495283 33.215120564463, -117.390985999804 33.214130999046, -117.390169796699 33.211006720983, -117.389515007512 33.208500134174))","0.54768361","CA","073","06073","SDNR","BNSF",,"AMTK","PSRR","SCAX",,,,,,,"S","SAN DIEGO (SDNR)","M","B","881.41309758","0.0079814062317394609","324799","324819","7","340807","US","631","06","EAST BROOK YARD","2"
"MULTILINESTRING ((-77.013968376839 38.968804436875, -77.014247999446 38.969293999918, -77.014600633512 38.969921540547, -77.015376265502 38.971301840707, -77.01595252319 38.972327337637, -77.016344000775 38.973024000158, -77.017021680406 38.974201722631, -77.017022143557 38.974202537417, -77.017355974599 38.974782686472, -77.017430400692 38.974912574656))","0.46374976","DC","001","11001","CSXT",,,"AMTK","MARC",,,,,,,,"S","METROPOLITAN","M","B","746.3343922","0.0070211134062368947","476020","476010","2","393101","US","2201","11",,"2"
"MULTILINESTRING ((-80.145721030001 26.222137527025, -80.144235029823 26.228929115386))","0.47288003","FL","011","12011","SFRC",,,"AMTK","CSXT",,,,,,,,"S","MIAMI (TCCX)","M","B","761.02815442","0.0069522563961283163","460062","460073","3","471320","US","2870","12",,"2"
"MULTILINESTRING ((-76.200418670885 39.465727188759, -76.19843807146 39.467696449532, -76.196834514601 39.469290827909, -76.192491796359 39.473608684393))","0.69104053","MD","025","24025","AMTK",,,"MARC","NS",,,,,,,,"C","NORTHEAST CORRIDOR","M","B","1112.12415279","0.011178251794521858","480525","480563","2","406245","US","2527","24",,"3"
"MULTILINESTRING ((-80.19455891696 25.94031011472, -80.192532289334 25.942009698489))","0.17218035","FL","086","12086","SFRC",,,"AMTK","CSXT",,,,,,,,"S","MIAMI (TCCX)","M","B","277.09797199","0.0026449583219072584","459868","459876","3","470026","US","2854","12",,"1"
"MULTILINESTRING ((-77.534462402718 39.273626010232, -77.534608001158 39.273643000224, -77.53562600044 39.27368300027, -77.536125916478 39.27372391133, -77.536307864616 39.273738800505, -77.536628000782 39.273765000454, -77.539913645998 39.273873906556))","0.29016966","MD","021","24021","CSXT",,,"AMTK","MARC",,,,,,,,"S","METROPOLITAN","M","B","466.98374134","0.0054581708812433561","473802","473795","2","394374","US","2291","24",,"2"
"MULTILINESTRING ((-71.01000160519 42.059880379776, -71.008967999973 42.058750000312, -71.008910808487 42.058689741239, -71.008872469489 42.058649343692, -71.008806745235 42.058580093197, -71.008676476638 42.058442835069, -71.006806000996 42.056471999583, -71.006601369258 42.056249849051, -71.006573988499 42.056220124659, -71.006217488246 42.055833103215, -71.005484142379 42.055036972978, -71.005303266233 42.054840610506, -71.005212645147 42.054742232768, -71.004566546109 42.054040816431, -71.003113626593 42.052463505387, -71.001654999978 42.050879999812, -70.999187094809 42.048190495395, -70.999185997636 42.048189298397, -70.997992447993 42.046888578345, -70.996906550797 42.045705174854, -70.996904968889 42.045703451753, -70.996546706865 42.045313020979, -70.99641318542 42.045167510672, -70.996412568485 42.04516683708, -70.99624559226 42.044984867358, -70.99556612028 42.044244384471, -70.995222223127 42.043869608196, -70.994825034847 42.043436756401, -70.994824649038 42.043436335519, -70.994757070382 42.043362688238, -70.994280526825 42.042843354937, -70.994277735329 42.042840311631, -70.993824245892 42.042346104489, -70.992983294344 42.041429641365, -70.992978187094 42.041424074561, -70.989325451209 42.03744335053, -70.987316479972 42.03525398968))","2.06703893","MA","023","25023","CSXT",,,"MBTA",,,,,,,,,,"(MBTA) MIDDLEBOROUGH","M","C","3326.58334636","0.033482841119267678","495111","495141","1","377214","US","1130","25",,"1"
"MULTILINESTRING ((-117.673848809675 33.570188938669, -117.674147330635 33.565838428701, -117.674243365639 33.564438750848, -117.674352999291 33.562841000012, -117.674520632921 33.560519526055, -117.674555833285 33.560032034151, -117.674624000097 33.559088000511, -117.674626047854 33.558820031319, -117.674626951672 33.558701818134, -117.674627348273 33.558649985708, -117.674627945423 33.558571908367, -117.674629000328 33.558434000029, -117.674617758802 33.558184836561, -117.674605000121 33.557902000677, -117.674603916438 33.557890398523, -117.674387379474 33.555571734048, -117.674323205651 33.554884535993, -117.67431727732 33.554821071735, -117.67428300056 33.554454000852, -117.674235135943 33.553643699098, -117.674198000237 33.553015000142, -117.674188860428 33.552608281747))","1.22228683","CA","059","06059","SCAX",,,"AMTK","BNSF",,,,,,,,"S","ORANGE","M","B","1967.08391015","0.017625879953411264","324261","324260","7","340382","US","617","06",,"2"
"MULTILINESTRING ((-79.308338000198 43.831726000555, -79.307799000523 43.831186000833, -79.307375999902 43.830741000097, -79.306789999859 43.830125999615, -79.306728999743 43.830061999362, -79.303613999986 43.826822000135, -79.303223999988 43.826394000183, -79.30314800008 43.826299000299, -79.303050000057 43.826177000069, -79.302819999343 43.82585199947, -79.302526000175 43.825328999634, -79.302283999807 43.824809999982, -79.301789000362 43.823750000562, -79.30058199956 43.821167000157, -79.30036899963 43.820741000297, -79.299836000231 43.819552000325, -79.299132999288 43.817986000054, -79.297001999942 43.813354999634, -79.295278000479 43.809607000363))","1.67854808","ON",,,"GO",,,"CN",,,,,,,,,,"UXBRIDGE","M","C","2701.36669023","0.025977400151773113","636781","636798","99","749449","CA","3622",,,"1"
"MULTILINESTRING ((-70.999449999918 42.22159999994, -70.999265986936 42.221656619457, -70.999189999619 42.221680000032, -70.998449999668 42.221909999847, -70.997877884257 42.222035357246, -70.996937512656 42.222241398222, -70.996828675803 42.222265244645, -70.996571340195 42.222303259888, -70.995991104806 42.22238897607, -70.995077392707 42.22246511897, -70.994319999868 42.222500000075, -70.992109999577 42.222539999222, -70.991010000111 42.222549999683, -70.987134009327 42.222447019215, -70.986869998951 42.222440000006, -70.985750000362 42.22239999996, -70.984233369275 42.222311365477, -70.984209999492 42.222310000306))","0.78625865","MA","021","25021","BCLR",,,"MBTA",,,,,,,,,,"(MBTA) GREENBUSH","M","C","1265.36317277","0.015343681358810401","495136","495147","1","374898","US","942","25",,"2"
"MULTILINESTRING ((-74.094488321579 40.815137836042, -74.094744999782 40.815711000063, -74.09501300045 40.816414000106, -74.095169999596 40.816906000312, -74.095302000287 40.817479000655, -74.095376000102 40.81798199957, -74.095419000287 40.81864400042, -74.095413000909 40.819187999427, -74.095363999549 40.819829000208, -74.095260000149 40.820520000598, -74.095145999388 40.821049999858, -74.09497399955 40.82168300027, -74.094791000105 40.822224000038, -74.094515000867 40.82290399992, -74.094220999899 40.823520000448, -74.093915999324 40.824072999869, -74.093530999556 40.824688999498, -74.093172000987 40.825197999588, -74.09155676913 40.827299679237))","0.89451274","NJ","003","34003","NJT",,,"NS",,,,,,,,,,"PASCACK VALLEY LINE","M","C","1439.58158481","0.013359417966964666","489308","489351","1","380337","US","1475","34",,"1"
"MULTILINESTRING ((-117.728933005354 33.654376362179, -117.728919899534 33.654367225967, -117.728848266734 33.654317287513, -117.728700029683 33.654213854686, -117.727907293487 33.653660711373, -117.727045231252 33.653059180037, -117.726680495009 33.6528046692, -117.726310434779 33.652546441465, -117.726173503105 33.652450888498, -117.725320274011 33.651855492337, -117.724821424569 33.651507379162, -117.723902327331 33.65086599437, -117.722718626164 33.650039933796, -117.722488406015 33.649879269013, -117.720279124282 33.648337408345, -117.718950177209 33.647409888056, -117.715955510339 33.645319675663, -117.715625325149 33.645089203704, -117.715379179805 33.644917390026, -117.713322196462 33.643481536044, -117.712015949177 33.642569681046, -117.710968267771 33.641838299298, -117.710693791086 33.641646685246))","1.36762845","CA","059","06059","SCAX",,,"AMTK","BNSF",,,,,,,,"S","ORANGE","M","B","2200.9890462","0.022242158504267032","324167","324204","7","335471","US","478","06",,"2"
"MULTILINESTRING ((-71.16543255227 42.598145942781, -71.166018276222 42.594728714159, -71.166023855616 42.5946961596, -71.166975000196 42.589146999934, -71.167110999273 42.588607000213, -71.167497830061 42.587346112034))","0.75777056","MA","017","25017","MBTA",,,"AMTK","ST",,,,,,,,,"(MBTA) HAVERHILL","M","B","1219.51593871","0.011005930733762791","494609","494601","1","375217","US","1041","25",,"1"
"MULTILINESTRING ((-75.638226973996 40.014725188217, -75.637507814934 40.014939486768, -75.63660000059 40.015210000141, -75.635405510256 40.015546139743, -75.634533856752 40.015791431629, -75.630167268704 40.017020228401, -75.628680952864 40.017438491393, -75.624515179832 40.018610777465))","0.76993111","PA","029","42029","AMTK",,,"NS","SEPA",,,,,,,,,"KEYSTONE CORRIDOR","M","B","1239.08649164","0.014251880101285379","482379","482435","2","415107","US","2582","42",,"2"
"MULTILINESTRING ((-88.080429977162 41.524026361428, -88.080017135283 41.524098247836, -88.079645371736 41.524162981037, -88.079454481639 41.524191753946, -88.079264852391 41.524220337099, -88.079214836595 41.524227876116, -88.079198574155 41.524230327668, -88.079198490518 41.524230339359, -88.079131744634 41.524240400074, -88.079113950648 41.524243081853, -88.079113861615 41.524243095343, -88.079035337311 41.524254199272, -88.078982163996 41.524261719403, -88.078859864291 41.524273762224, -88.078776085248 41.524280321879, -88.078241316883 41.524322189817, -88.078110914287 41.52433240072, -88.077756222572 41.524344204322, -88.077073391624 41.524366931089))","0.17486095","IL","197","17197","NIRC",,,"CSXT","IAIS",,,,,,,,,"ROCK ISLAND DISTRICT","M","C","281.41197696","0.0033791633920789484","410292","410328","4","492464","US","3041","17",,"1"
"MULTILINESTRING ((-79.500846000542 43.665672000662, -79.499362000456 43.665762000316, -79.499213999926 43.665770999832, -79.499057999927 43.665779999348, -79.498505000505 43.665811999924, -79.498091999446 43.665836000131))","0.13789677","ON",,,"CPRS",,,"GO",,,,,,,,,,"GALT","M","C","221.92378555","0.0027588822969952481","635834","635862","99","747080","CA","3610",,,"2"
"MULTILINESTRING ((-87.636883545439 41.850016054797, -87.636934039674 41.84943288492, -87.636950999089 41.849236999988, -87.63694745576 41.849058847888, -87.636930225649 41.848192803455, -87.636867999758 41.84506500005, -87.636826999666 41.844153000261, -87.636735285005 41.840413927661, -87.636686680246 41.838432383947, -87.636377999645 41.825848000585, -87.636405894816 41.824854988067))","1.74961887","IL","031","17031","NIRC",,,"UP",,,,,,,,,,"SOUTHWEST","M","C","2815.74426424","0.025171625770427437","414695","414709","4","493045","US","3109","17",,"2"
"MULTILINESTRING ((-87.947700545444 42.182705296312, -87.951151906935 42.189351421131, -87.955351185109 42.197437784126))","1.09556473","IL","097","17097","CN",,,"NIRC",,,,,,,,,,"WAUKESHA","M","C","1763.14405179","0.016600556752105273","411719","411626","4","514620","US","3425","17",,"2"
"MULTILINESTRING ((-74.029998693985 40.642335951243, -74.028619982926 40.641505461508, -74.028061390621 40.641230334612))","0.12705255","NY","047","36047","NYNJ",,,"LI","CSXT","NS","NYA","CPRS",,,,,,,"M","C","204.47166136","0.0022321926566093281","489798","489808","1","389323","US","2044","36","65TH STREET","1"
"MULTILINESTRING ((-73.690324999999 45.44990400017, -73.690776000112 45.449837999824, -73.691080000641 45.449796999732, -73.69160000034 45.449738000608, -73.691841999808 45.449715999594, -73.692244999507 45.449679999732, -73.692678000589 45.449648000055, -73.693066999642 45.449619999663, -73.695927000231 45.449411000817, -73.696356000229 45.449378999341, -73.696642000828 45.449358000172, -73.697022000365 45.44932999978, -73.697195999396 45.44931700008, -73.697518999902 45.449292999872, -73.697732000731 45.44927800008, -73.697868999854 45.449267999619, -73.698971000311 45.449185999434, -73.70116100058 45.449024000058, -73.701386999311 45.449007000173, -73.703558999648 45.448849000081, -73.704997000311 45.448737000312, -73.705525999525 45.448700000405, -73.706014999593 45.448672000013, -73.706408999775 45.448655000128, -73.706876999774 45.448635000105, -73.707356999426 45.448628999829, -73.70787800007 45.448627999782, -73.708950000942 45.448646000612, -73.709528999764 45.448658000267, -73.711069999781 45.448689999944, -73.711071998974 45.448689999944, -73.711184000541 45.448692000036, -73.711706999478 45.448702999644, -73.714766999397 45.448761999667, -73.715105999742 45.448768999989, -73.715127999857 45.448770000036))","1.21063641","QC",,,"CPRS",,,"AMT",,,,,,,,,,"VAUDREUIL","M","C","1948.33433452","0.024855661283809928","641432","641193","99","754652","CA","3662",,,"2"
"MULTILINESTRING ((-88.031991198535 41.974588113051, -88.02577009961 41.973544699828, -88.024669999421 41.973359999764, -88.024289999884 41.973330000179, -88.019760000524 41.972560000644, -88.017360000464 41.972120000138, -88.014122565204 41.971591748261))","0.93735626","IL","043","17043","NIRC",,,"CPRS",,,,,,,,,,"ELGIN","M","C","1508.53169697","0.018119897403646716","410931","411153","4","517075","US","3474","17",,"2"
"MULTILINESTRING ((-87.730136000276 41.887832900268, -87.725860000039 41.887920000508, -87.725662300275 41.887924800189, -87.724721199324 41.887947900176))","0.2773525","IL","031","17031","UP",,,"CSS","NIRC","CSXT",,,,,,,"S","GENEVA","M","C","446.35646795","0.0054160296709155993","413658","413718","4","492987","US","3088","17",,"3"
"MULTILINESTRING ((-74.918222400943 40.060212900005, -74.91644787487 40.060738785766, -74.91559424288 40.060991602281, -74.913356478718 40.061659914573, -74.912467750686 40.061924033767, -74.91121139509 40.062327351826, -74.910026976264 40.062677171914))","0.46350758","NJ","005","34005","NJT",,,"CSAO","CSXT","NS",,,,,,,,"RIVER LINE","M","C","745.9446267","0.008558171060643268","485512","485519","1","407570","US","2535","34",,"1"
"MULTILINESTRING ((-71.326839212859 42.415351228476, -71.326211399736 42.414501647933))","0.06709194","MA","017","25017","MBTA",,,"ST",,,,,,,,,,"(MBTA) FITCHBURG","M","C","107.97422674","0.0010563789177041184","494408","494410","1","377318","US","1177","25",,"1"
"MULTILINESTRING ((-87.780562116049 41.703317399778, -87.77937088306 41.704225070231, -87.77920451028 41.704344761901, -87.779051445668 41.704454479191))","0.11075424","IL","031","17031","NIRC",,,,,,,,,,,,,"SOUTHWEST","M","C","178.24203227","0.0018909116125030306","413250","413263","4","492747","US","3060","17",,"2"
"MULTILINESTRING ((-71.112297000406 42.331997999908, -71.111796999832 42.330697999313, -71.111535401438 42.330087602461, -71.111497000386 42.329997999408, -71.110896999697 42.328897999943, -71.111748680157 42.326257815246, -71.111896999947 42.325798000877, -71.112296999507 42.324498000283, -71.112197000291 42.323898000492, -71.112197000291 42.323098000472, -71.112095999231 42.321697999763, -71.1118959999 42.320997999858, -71.1118959999 42.320598000298, -71.111872330644 42.320337639371, -71.111795999785 42.319497999933))","0.89008342","MA","025","25025","MBTA",,,,,,,,,,,,,,"M","C","1432.45327703","0.013069320992197757","494789","494790","1","379568","US","1331","25",,"1"
"MULTILINESTRING ((-88.219518678744 42.19783807147, -88.217830000154 42.196980000427, -88.213460000079 42.194690000044, -88.212620000912 42.194289999584, -88.209230000164 42.192550000282, -88.206790000058 42.191300000195, -88.19960000034 42.187620000463))","1.23908582","IL","111","17111","UP",,,"NIRC",,,,,,,,,,"HARVARD","M","C","1994.11932505","0.022387275283377455","409457","409598","4","507463","US","3288","17",,"2"
"MULTILINESTRING ((-76.720703643059 39.072935768371, -76.720511549668 39.073076612096, -76.720483408982 39.073097243443, -76.718127296737 39.074824734974, -76.712655000328 39.078837000028, -76.712477557793 39.078978801531, -76.711760431199 39.079551883712, -76.711542748499 39.079725841375, -76.711494999894 39.079764000508, -76.711326143187 39.079916532722, -76.711109245595 39.080112464419, -76.710976556023 39.08023232696, -76.710948034025 39.080258092537, -76.710894999205 39.080306000322, -76.710867435883 39.080333321725))","0.73506592","MD","003","24003","AMTK",,,"MARC","NS",,,,,,,,,"NORTHEAST CORRIDOR","M","B","1182.97628668","0.01231250755612759","478035","478097","2","406225","US","2526","24",,"3"
"MULTILINESTRING ((-71.068693924085 42.371164600966, -71.06852560787 42.371058265127, -71.068034813656 42.370748195073))","0.04427315","MA","017","25017","MBTA",,,"AMTK","ST",,,,,,,,,,"M","B","71.25087847","0.00077962838946267954","494944","494947","1","374588","US","880","25",,"2"
"MULTILINESTRING ((-87.789067014531 41.917352602341, -87.788195000399 41.917035999612, -87.787548352774 41.916825750708, -87.787462999917 41.916798000328, -87.786852587777 41.916649573519, -87.786842000058 41.916646999659, -87.786158827368 41.916548282877, -87.78583966247 41.916502164743))","0.17646088","IL","031","17031","NIRC",,,"CPRS","UP","CN",,,,,,,,"ELGIN","M","C","283.9868283","0.0033492720532258139","413218","413230","4","513661","US","3419","17",,"3"
"MULTILINESTRING ((-86.763413193264 36.156916354706, -86.764756023172 36.157559350184, -86.765149999972 36.15774800007, -86.765185624817 36.157761631994, -86.76696099985 36.158441000552, -86.767448274119 36.158655140822, -86.76778700017 36.158803999305, -86.769702000347 36.159725000409, -86.769725374626 36.159738005505, -86.770552270671 36.160198072583))","0.45726891","TN","037","47037","NERR",,,"NRTX",,,,,,,,,,"NASHVILLE (NERR)","M","C","735.90445563","0.0078649369884077544","421862","421805","3","459077","US","2833","47",,"1"
"MULTILINESTRING ((-73.595241342914 40.751237611527, -73.59513712228 40.75126244001, -73.592866156948 40.751803447871, -73.590926877773 40.752265438599, -73.573965999431 40.756305999922, -73.571082747771 40.756991554916, -73.564871973962 40.758468300172, -73.563484336233 40.758798240746, -73.556609000305 40.760433000483, -73.553911337238 40.76105059371, -73.55262099896 40.761346000318, -73.550454964725 40.761860416125, -73.548281058724 40.762376700724))","2.56326642","NY","059","36059","LI",,,"NYA",,,,,,,,,,"MAIN LINE (LI)","M","C","4125.18567799","0.048263454047820391","491279","491309","1","383637","US","1683","36",,"1"
"MULTILINESTRING ((-71.558042947224 42.268561419074, -71.557255999964 42.268497999783, -71.556542077655 42.268414535502, -71.556298000752 42.268386000014, -71.555604388732 42.268281136365, -71.555285999949 42.268233000153, -71.554763221346 42.268130897423, -71.554092999792 42.2680000002, -71.553662761427 42.26789655838, -71.552970000165 42.267730000339, -71.552745806374 42.267666342728, -71.551923999593 42.267433000133, -71.551699276101 42.267357446289, -71.550349004303 42.266903475715, -71.548766869296 42.266371551006, -71.54844400099 42.266263000137, -71.548257496886 42.266208244915, -71.547681742818 42.266039211041, -71.547445999933 42.265970000115, -71.547007164049 42.265869133054, -71.546776000512 42.265816000208, -71.546383826852 42.265750301136, -71.5459999998 42.265686000509, -71.545522652249 42.265635115069, -71.545212000333 42.265602000232, -71.544769101313 42.26558057928, -71.544447000129 42.265564999425, -71.543982844732 42.265566360999, -71.543765000155 42.265567000417, -71.54328160826 42.265592600518, -71.542801999812 42.265618000071, -71.542206931005 42.265660333857, -71.540144474388 42.265807059149, -71.53919487934 42.265874614422))","0.99655715","MA","027","25027","MBTA",,,"AMTK","CSXT",,,,,,,,"C","BOSTON","M","B","1603.80647502","0.019242184324710841","493799","493823","1","375846","US","1061","25",,"2"
"MULTILINESTRING ((-71.736157886377 42.535262336188, -71.736184318352 42.535296237032, -71.740167910321 42.540405180355, -71.740761546508 42.541166516721))","0.47192985","MA","027","25027","MBTA",,,"PAS",,,,,,,,,,"(MBTA) FITCHBURG","M","C","759.49899632","0.0074868574430174105","493588","493586","1","379133","US","1276","25",,"2"
"MULTILINESTRING ((-77.624664385053 39.311505208399, -77.627530796009 39.312020634145))","0.15634309","MD","021","24021","CSXT",,,"AMTK","MARC",,,,,,,,"S","METROPOLITAN","M","B","251.6103225","0.0029123831254445798","473504","473501","2","394532","US","2314","24","BRUNSWICK","2"
"MULTILINESTRING ((-79.700364999545 43.575451000363, -79.699384000171 43.575742000293, -79.698888000681 43.5758960002, -79.698410000221 43.57604400073, -79.698386000014 43.5760520002, -79.697908000454 43.576200999876, -79.695397999818 43.576929000173, -79.694966999727 43.57703100038, -79.694600999936 43.577086999366, -79.694252999177 43.577121000034, -79.69392999957 43.577144000196, -79.693609000055 43.57715599985, -79.693576000332 43.577157999942, -79.693337000102 43.57716100008, -79.693121000034 43.577153999757, -79.692856999551 43.577131999642, -79.692569999806 43.577101000011, -79.692305000176 43.577049999458, -79.691976999439 43.576967999274, -79.691525000179 43.576843999851, -79.691123999673 43.576711000013, -79.690708999421 43.576526999621, -79.690247999745 43.576288999438, -79.688415000652 43.575297000456, -79.688153999408 43.575156000249, -79.688001000446 43.575073000019, -79.687685999409 43.574902000227, -79.682977999035 43.572351999545, -79.681596999202 43.571631999617))","1.08145902","ON",,,"CPRS",,,,,,,,,,,,,"GALT","M","C","1740.4430682","0.020328975030095172","633732","633850","99","736002","CA","3516",,,"2"
"MULTILINESTRING ((-76.996688430726 38.919988831519, -76.996430519553 38.920533017585, -76.996239999976 38.92093500015, -76.996073825946 38.921315240706, -76.996067743831 38.921329157715, -76.995790523314 38.921963496318, -76.995776328415 38.921995973535, -76.995664000393 38.922252999776, -76.995661980516 38.922257037732, -76.995524531732 38.9225319362, -76.995334000464 38.922912999635, -76.995213326734 38.92319017069, -76.995188502747 38.923247192204, -76.995141999703 38.923354000187, -76.995092284281 38.92348594602, -76.995071952409 38.923539906242, -76.994958630636 38.923840659319, -76.994879000166 38.924052, -76.994745843846 38.924477864962, -76.994652000489 38.924778000205, -76.994557475447 38.92514490921, -76.994544512619 38.925195231675, -76.994536372855 38.925226824858, -76.99448300079 38.925433999879, -76.994457135388 38.925565353059, -76.994389054911 38.925911103714, -76.994373012804 38.925992573299, -76.994314434563 38.926290066334, -76.994306928822 38.926328180501, -76.994292000076 38.926404000544, -76.994276774553 38.926505780417, -76.994187103152 38.927105211836))","0.51515233","DC","001","11001","CSXT",,,"AMTK","MARC",,,,,,,,"S","METROPOLITAN","M","B","829.05896268","0.0075859328100400863","476105","476131","2","393099","US","2199","11",,"2"
"MULTILINESTRING ((-76.696757412924 39.165891393873, -76.69674799972 39.165940999578, -76.696737136809 39.1659873983, -76.696718596386 39.166066577311, -76.696546370818 39.166802126517, -76.696181379167 39.168360956493, -76.69576065473 39.170157811834, -76.694939940626 39.173662960877, -76.693868339053 39.178239610769, -76.693836139726 39.178377127902, -76.69357078936 39.179510404981))","0.9634865","MD","003","24003","AMTK",,,"MARC","NS",,,,,,,,,"NORTHEAST CORRIDOR","M","B","1550.58432038","0.013986897524853352","478196","478219","2","394307","US","2283","24",,"3"
"MULTILINESTRING ((-72.92963484757 41.294272130954, -72.928986988559 41.294735098346, -72.928410988976 41.295245410547, -72.927727851359 41.295804039725, -72.926861240354 41.296638139339, -72.924903922578 41.298790868104, -72.924476926269 41.299270534108, -72.924192803455 41.299689754878, -72.923992308598 41.300126421597, -72.923816005504 41.300622624335, -72.923587758468 41.301441314965))","0.59771715","CT","009","09009","MNCW",,,"AMTK","CSXT","PW",,,,,,,,"NEW HAVEN LINE","M","B","961.93443368","0.0095662324149821745","492138","492162","1","374288","US","835","09",,"4"
"MULTILINESTRING ((-73.737874156667 40.717173167508, -73.735408017766 40.7177650725, -73.732353223123 40.718498260986))","0.30183075","NY","081","36081","LI",,,"NYA","PW",,,,,,,,,"MAIN LINE (LI)","M","C","485.7504734","0.0056777266512771114","491102","491118","1","388419","US","1862","36",,"1"
