"the_geom","fraarcid","miles","stateab","cntyfips","stcntyfips","fraregion","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","frfranode","tofranode","net","passngr","objectid","shape_stlength","country","stfips","tracks","carddirect","km","timezone","im_rt_type","ds"
"MULTILINESTRING ((-101.941200171 34.982574145, -101.941192602 34.982574122, -101.940513058 34.982572018, -101.93696101 34.982561019, -101.933861009 34.98255142, -101.932471064 34.982547116, -101.931461494 34.982562434, -101.931021064 34.982569116, -101.930813702 34.982586178, -101.929988064 34.982654116, -101.929847208 34.982675184, -101.9293171 34.982754473, -101.929052064 34.982794115, -101.928791141 34.982850635, -101.928191135 34.982980607, -101.928041065 34.983013116, -101.927692633 34.98311405, -101.927090979 34.983288339, -101.927033065 34.983305115, -101.926597882 34.983468822, -101.923839977 34.98450628, -101.922891079 34.984863233))","439149","1.06070036","TX","381","48381","5","BNSF",,,"UP",,,,,,,,,"S","HEREFORD","345932","345951","M",,"16403","0.0186714637973255","US","48","2",,"1.70703518","C","DS","BN-DS"
"MULTILINESTRING ((-104.716272614 37.546475519, -104.717270568 37.549167115, -104.717559567 37.549811115, -104.717948568 37.550426115, -104.718439568 37.550995115, -104.719025567 37.551510114, -104.719688567 37.551953115, -104.720415567 37.552322115, -104.720876566 37.552505115, -104.721579566 37.552725115, -104.727092565 37.554199115, -104.727664506 37.554428193))","356558","0.90188287","CO","055","08055","6","BNSF",,,"UP",,,,,,,,,"S","SPANISH PEAKS","341860","341842","M",,"7986","0.015003957512557436","US","08","1",,"1.45144269","M","DS","BN-DS"
"MULTILINESTRING ((-87.669829311 40.44492575, -87.669774655 40.445447208, -87.670072086 40.452514206, -87.670167265 40.454025164, -87.670298134 40.456737748, -87.670378471 40.458137902, -87.670381415 40.45818922, -87.670497781 40.458695298))","499587","0.95964091","IL","183","17183","4","CSXT",,,,,,,,,,,,"S",,"414295","414287","O",,"25008","0.013800404021901915","US","17","0",,"1.54439543","C",,
"MULTILINESTRING ((-80.52069699 37.151374562, -80.520400744 37.151520702, -80.520135445 37.151641973, -80.516976287 37.153086046, -80.512499628 37.155132359, -80.512415746 37.155170702, -80.511627747 37.155486701, -80.511598804 37.155495098, -80.510979747 37.155674701, -80.510905613 37.155690557, -80.510446746 37.155788701, -80.506431523 37.156549763, -80.502527749 37.157289701, -80.502128275 37.157343943, -80.501901749 37.157374701, -80.500721922 37.157463227, -80.500497908 37.157480036, -80.50039575 37.1574877, -80.500289013 37.157502078, -80.499957749 37.157546701, -80.499879249 37.15756802, -80.499418829 37.157693062, -80.49940175 37.157697701, -80.499278364 37.157750265, -80.49900975 37.1578647, -80.498921102 37.157914775, -80.498639751 37.158073701, -80.49853245 37.158168576, -80.49835475 37.1583257, -80.498102204 37.158614876, -80.498092751 37.1586257, -80.497829751 37.1590597, -80.497822247 37.159077852, -80.497736751 37.1592847, -80.497648751 37.1596327, -80.497645222 37.159664105, -80.497589701 37.160158183, -80.497583396 37.1602143, -80.49752975 37.1606917, -80.497495314 37.160875571, -80.497484693 37.160932273, -80.497480506 37.160954636, -80.49747375 37.1609907, -80.497388625 37.161231889, -80.497349987 37.161341363, -80.497346649 37.16135082, -80.49732975 37.161398699, -80.497090751 37.161792699, -80.497029249 37.161865848, -80.496921751 37.1619937, -80.496675751 37.162227699, -80.496563016 37.162312499, -80.49644975 37.1623977, -80.496137751 37.162583699, -80.496090542 37.16260297, -80.495625751 37.1627927, -80.495618947 37.162794475, -80.495330751 37.162869699, -80.495114203 37.162903447, -80.49494575 37.1629297, -80.494323065 37.16296054, -80.492014994 37.163074858, -80.490147479 37.163167356, -80.487817252 37.163282771))","391631","2.12428688","VA","121","51121","2","NS",,,,,,,,,,,,"S","CHRISTIANSBURG DISTRICT WEST ROANOKE TO BLUEFIELD","456911","457179","M",,"11993","0.037034798324028798","US","51","2",,"3.41871519","E","DS","NS-DS"
"MULTILINESTRING ((-76.826556959 42.134253149, -76.826302716 42.13336622, -76.825686394 42.131216178, -76.82496874 42.12871264, -76.824756776 42.127973202, -76.824389622 42.126692387, -76.823919515 42.125052418, -76.823510476 42.123625479, -76.82323299 42.12265747))","388365","0.82352199","NY","015","36015","1","NS",,,"CPRS","NYSW",,,,,,,,"S","SOUTHERN TIER LINE","477319","477341","M",,"11483","0.012062692128416656","US","36","1",,"1.32533282","E","DS","NS-DS"
"MULTILINESTRING ((-90.458362038 41.515627151, -90.455107263 41.515875724, -90.450306469 41.516242368, -90.449212468 41.516323368, -90.447665469 41.516439368, -90.447431181 41.516449735, -90.44709763 41.516464494))","507132","0.5827421","IL","161","17161","4","BNSF",,,"CPRS","IAIS",,,,,,,,"C","ROCK ISLAND SPUR","392848","393026","M",,"25296","0.011295759527438359","US","17","1",,"0.93783438","C",,
"MULTILINESTRING ((-94.8913741 30.045254284, -94.891036687 30.045512476, -94.889209142 30.046910926, -94.887434936 30.048268562, -94.88685616 30.048711447, -94.886525175 30.048964719, -94.885737884 30.04956716, -94.885673108 30.049616726, -94.885102496 30.050129861, -94.884988108 30.050232726, -94.884474108 30.050790726, -94.884087108 30.051295726, -94.883836348 30.051709809, -94.883631108 30.052048726, -94.883550595 30.052210721, -94.883381108 30.052551725, -94.883321561 30.052700739, -94.883295016 30.052767163, -94.883172109 30.053074725, -94.882803379 30.054278867, -94.882773626 30.054376028, -94.882453109 30.055422725, -94.882434753 30.055473063, -94.882215814 30.05607345, -94.882162108 30.056220724, -94.882026223 30.05650808, -94.881944109 30.056681725, -94.881764674 30.056996299, -94.881705109 30.057100725, -94.881382109 30.057584725, -94.881259688 30.057743541, -94.881129434 30.057912517, -94.881123109 30.057920725, -94.880602109 30.058489724, -94.880461664 30.058623371, -94.880339698 30.058739432, -94.880166189 30.058904541, -94.880143013 30.058926596, -94.879193542 30.059830104, -94.87909411 30.059924724, -94.87855498 30.060403544, -94.87850411 30.060448724, -94.878051087 30.060788704, -94.877971109 30.060848724, -94.877402286 30.061218055, -94.877338109 30.061259724, -94.876634109 30.061640724, -94.876616073 30.061648592, -94.87585011 30.061982723, -94.875786214 30.06200431, -94.87503611 30.062257724, -94.87498936 30.062268592, -94.874247603 30.062441036, -94.874137111 30.062466723, -94.873449763 30.062560067, -94.873327111 30.062576723, -94.872641441 30.062614059, -94.872372111 30.062628723, -94.871823311 30.062616051, -94.871609948 30.062611125, -94.871116111 30.062599723, -94.867874575 30.062372846, -94.866493709 30.062276199, -94.85422502 30.061417506, -94.841916527 30.06055603, -94.832994044 30.05993154, -94.823574695 30.059272276, -94.818888056 30.058944256, -94.818347904 30.05890645, -94.813156041 30.058543069))","439113","5.2936063","TX","291","48291","5","UP",,,"AMTK","BNSF","KCS",,,,,,,"S","LAFAYETTE (UP)","372705","373252","M","A","16394","0.08643682396751308","US","48","1",,"8.51925057","C","DS","UP-DS"
"MULTILINESTRING ((-80.80265755 41.871108187, -80.801881411 41.871453246, -80.800443069 41.872092713))","400006","0.13245981","OH","007","39007","2","CSXT",,,"AMTK","CPRS",,,,,,,,"S","ERIE WEST","455425","455434","M","A","13525","0.0024234722081696437","US","39","2",,"0.21317382","E","DS","CSXT-3"
"MULTILINESTRING ((-87.67104333 41.639298221, -87.670134543 41.639316891))","492481","0.04671303","IL","031","17031","4","IHB",,,"BNSF","UP","CPRS","CSXT","IAIS","NS",,,,"S","IHB MAIN LINE","414281","414292","M",,"24302","0.00090897875679046586","US","17","2",,"0.07517749","C",,
"MULTILINESTRING ((-92.485714833 40.03099662, -92.485649212 40.031023264, -92.485483046 40.031090737, -92.48484775 40.031411759, -92.484353047 40.031661736, -92.484228436 40.031737863, -92.483657647 40.032086569, -92.483492047 40.032187737, -92.48310049 40.032467125, -92.482731046 40.032730737, -92.482448382 40.03296147, -92.481822046 40.033472737, -92.478632047 40.036234736, -92.47810122 40.036724093, -92.478056048 40.036765735, -92.477711768 40.037113263, -92.4776997 40.037125445))","364295","0.60308583","MO","121","29121","6","BNSF",,,"AMTK","UP",,,,,,,,"S","MARCELINE","385060","385068","M","A","9013","0.010142764543321541","US","29","2",,"0.97057451","C","DS","BN-DS"
"MULTILINESTRING ((-76.997814349 38.916039737, -76.99783927 38.916307413, -76.997875023 38.916691461, -76.997882449 38.91677122, -76.997897716 38.916935208, -76.997884642 38.917160733, -76.997882694 38.917194344, -76.997877716 38.917280208, -76.997824743 38.917533388, -76.997809716 38.917605208, -76.997795037 38.917645948, -76.997712613 38.917874706, -76.997671716 38.917988208, -76.997623183 38.918085082, -76.99724119 38.918847562, -76.996910717 38.919507208, -76.996686147 38.919981039))","392141","0.2856021","DC","001","11001","2","CSXT",,,"AMTK","MARC",,,,,,,,"S","MAIN","476092","476105","M","B","12169","0.0042073822493209068","US","11","2",,"0.45963294","E","DS","CSXT-1"
"MULTILINESTRING ((-114.025167792 35.199722567, -114.025140465 35.199753763, -114.024995966 35.199903138, -114.024897673 35.200004746, -114.024636465 35.200274763, -114.024185993 35.20071069, -114.023769465 35.201113763, -114.023752178 35.201130356, -114.022309535 35.202514962, -114.022293819 35.202530046))","328087","0.2532182","AZ","015","04015","7","BNSF",,,"AMTK",,,,,,,,,"S","SELIGMAN","329854","329865","M","A","3735","0.0040181764923081318","US","04","2",,"0.407516","Z","DS","BN-DS"
"MULTILINESTRING ((-79.178987384 36.078216208, -79.177624512 36.078613876, -79.176654512 36.078864376, -79.175368613 36.079128676, -79.173497013 36.079239276, -79.171257414 36.079300676, -79.16559987 36.079313033))","486468","0.75275603","NC","135","37135","3","NS",,,"AMTK",,,,,,,,,"S","DANVILLE DISTRICT GREENSBORO TO FETNER","466689","466736","M","A","23665","0.013507170439448917","US","37","1",,"1.21144582","E",,
"MULTILINESTRING ((-80.909039206 35.193412541, -80.909179176 35.193972414, -80.909226155 35.194160331, -80.910223605 35.198720105, -80.910425514 35.19957263, -80.910584739 35.200244926, -80.911348622 35.20323546, -80.911499139 35.203824725, -80.911834638 35.205388425, -80.911987772 35.206081023, -80.912020739 35.206230125, -80.912285138 35.207403425, -80.912490475 35.208237605, -80.912545939 35.208462925, -80.912738432 35.209181388, -80.912959238 35.210005524, -80.913044281 35.210456972, -80.913150838 35.211022623, -80.913158399 35.211103573, -80.913173678 35.211267156, -80.913173678 35.211659669, -80.913173678 35.211740974, -80.913148694 35.2122823, -80.91313115 35.212445206, -80.913090397 35.212823628, -80.913065002 35.212952191, -80.91296977 35.213434299, -80.912957147 35.213498205, -80.912823095 35.213996879, -80.912748944 35.214272719, -80.91261196 35.214653706, -80.912605228 35.214670714, -80.912450821 35.215060781, -80.912409439 35.215165323, -80.912213071 35.215581413, -80.912089938 35.215842323, -80.91195321 35.216091952, -80.911741038 35.216479323, -80.911723229 35.216506925, -80.911461855 35.216912014, -80.911353838 35.217079423, -80.910947439 35.217626723, -80.910919293 35.21765953, -80.910540667 35.218100862, -80.910503039 35.218144722, -80.910176491 35.218482763))","479106","1.80302688","NC","119","37119","3","NS",,,,,,,,,,,,"S","COLUMBIA DISTRICT CHARLOTTE TO COLUMBIA","454679","454675","M",,"22691","0.026361072232674806","US","37","1",,"2.9016963","E","DS","NS-DS"
"MULTILINESTRING ((-98.274292331 29.626464284, -98.277872431 29.625195761, -98.278176779 29.625087922, -98.278221989 29.625071903, -98.278525915 29.624964214, -98.281517763 29.623904124, -98.287582509 29.621755226, -98.289342677 29.621131553, -98.289915734 29.620928503, -98.290706954 29.620648153, -98.295980882 29.618779461, -98.296311919 29.618662168, -98.297540266 29.618226931, -98.299149364 29.617647162, -98.300705603 29.617086439, -98.301062266 29.616957931, -98.301716266 29.616682931, -98.301777261 29.616654277, -98.302249496 29.616432434, -98.302510266 29.616309931, -98.305969132 29.614598813, -98.308123226 29.613533171, -98.308531163 29.613331363, -98.309304236 29.612948919, -98.310615006 29.612300474, -98.310761888 29.612227812, -98.310820264 29.612198932, -98.311563263 29.611865932, -98.311589996 29.611856323, -98.311684882 29.611822217, -98.311865615 29.611757253, -98.311991087 29.611712153, -98.312214263 29.611631932, -98.31224064 29.611624445, -98.312753263 29.611478932, -98.312754998 29.611478535))","450665","2.53803899","TX","091","48091","5","UP",,,"AMTK",,,,,,,,,"S","AUSTIN","353338","353148","M","A","18884","0.04133383592875662","US","48","1",,"4.08458598","C",,
"MULTILINESTRING ((-98.418659016 29.450325823, -98.412226298 29.454656963, -98.411529674 29.455125999, -98.406903247 29.458240966, -98.404271114 29.459968474, -98.404071693 29.460099357, -98.403716091 29.460332745, -98.403554248 29.460438966, -98.401752819 29.461651015))","441803","1.28337782","TX","029","48029","5","UP",,,"AMTK","BNSF",,,,,,,,"S","DEL RIO","352702","352767","M","A","17146","0.020349164354363482","US","48","1",,"2.06540052","C","DS","UP-DS"
"MULTILINESTRING ((-122.852886043 45.14525553, -122.851997843 45.145971815, -122.851355366 45.146489935, -122.844744784 45.151820998, -122.841398652 45.154519464))","303946","0.85118958","OR","047","41047","8","UP",,,"AMTK","BNSF",,,,,,,,"S","BROOKLYN","303062","303090","M","A","1010","0.014757392220279046","US","41","1",,"1.36985958","P","DS","UP-DS"
"MULTILINESTRING ((-97.367956169 37.26318355, -97.36658609 37.263243611, -97.366319589 37.263267405, -97.366091161 37.26329596, -97.365206002 37.263443485, -97.364937282 37.263483143))","352112","0.16649919","KS","191","20191","6","BNSF",,,,,,,,,,,,"S","PANHANDLE","357601","357639","Y",,"7388","0.0030381608302759593","US","20","0",,"0.26795501","C","INT",
"MULTILINESTRING ((-79.826371634 36.061545127, -79.825799541 36.061594218, -79.824915906 36.061670041))","479512","0.08121233","NC","081","37081","3","NS",,,,,,,,,,,,"S",,"464300","464306","Y",,"22796","0.0014610775192906479","US","37","0",,"0.13069883","E","DS","NS-DS"
"MULTILINESTRING ((-78.843107504 42.868104999, -78.841797922 42.870047473, -78.841563568 42.870395085, -78.839492856 42.873466528, -78.839430183 42.873560891))","385625","0.42183035","NY","029","36029","1","NS",,,"AMTK","CSXT","CN","RSR",,,,,,"S","BUFFALO CONSOLIDATED TERMINAL","468667","468719","M","A","11372","0.0065794743171582503","US","36","4",,"0.6788715","E","DS","CSX-DS-NS"
"MULTILINESTRING ((-112.58265775 43.267973754, -112.583937751 43.268103754, -112.58462775 43.268213754, -112.585177751 43.268323753, -112.58621775 43.268623753, -112.58744775 43.269083754, -112.593667748 43.272083754, -112.598057747 43.274173754, -112.620530609 43.284969649))","314132","2.24748299","ID","011","16011","8","UP",,,,,,,,,,,,"C","SCOVILLE","331114","331072","M",,"2361","0.041641115704285497","US","16","1",,"3.6169805","M",,
"MULTILINESTRING ((-96.787595256 32.759785474, -96.787455479 32.759724266, -96.785868764 32.758885215, -96.784989201 32.758420105, -96.784819512 32.758330375, -96.783962098 32.757841977, -96.78375273 32.757722716, -96.783110274 32.757389592, -96.783072957 32.757373182, -96.782992532 32.757337818, -96.782778234 32.757243588, -96.782734552 32.757224381, -96.782439266 32.757094539, -96.782388801 32.75707281))","450848","0.35543669","TX","113","48113","5","UP",,,"AMTK","BNSF","DGNO","KCS",,,,,,"S","DALLAS","361493","361517","M","A","18928","0.0058737653436072949","US","48","2",,"0.57202104","C","DS","BN-DS"
"MULTILINESTRING ((-94.58937563 38.345069959, -94.589627633 38.343868145, -94.589879633 38.342577145, -94.589961923 38.341878336, -94.590005633 38.341507146, -94.590042633 38.340817146, -94.590431587 38.327322811, -94.590472227 38.325912893, -94.590586934 38.321933255, -94.590816089 38.313982943, -94.590846641 38.312922959, -94.590957635 38.309072151, -94.591256091 38.298493232, -94.591267649 38.298083559, -94.591379674 38.29411277, -94.591661481 38.284123952, -94.591714228 38.282254311, -94.591821001 38.278469716, -94.59194424 38.274101414, -94.592070295 38.269633356, -94.592119298 38.267896382, -94.592121348 38.26782376))","353174","5.38365231","MO","013","29013","6","KCS",,,,,,,,,,,,"S","PITTSBURG","374910","374896","M",,"7535","0.077334681234616925","US","29","1",,"8.66416587","C",,
"MULTILINESTRING ((-112.356907212 43.177373655, -112.356888658 43.177390365, -112.355241161 43.178874152, -112.353225225 43.180689767, -112.350520407 43.183125808, -112.350167625 43.183443534, -112.350073574 43.18352824, -112.348948111 43.184541867))","534304","0.63829599","ID","011","16011","8","UP",,,,,,,,,,,,"C","MONTANA","331722","331733","M",,"27034","0.010711234849683936","US","16","1",,"1.02723988","M","DS","UP-DS"
"MULTILINESTRING ((-90.21340113 34.906066515, -90.212842443 34.906514308, -90.211903745 34.907456575))","457788","0.12842982","MS","033","28033","3","CN",,,,,,,,,,,,"S",,"395013","395035","O",,"20164","0.0020460411257328432","US","28","0",,"0.20668817","C",,
