Business Name,Address,Zip Code,Occupancy,Date Approved,Date Issued,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
GOODE'S OFF ROAD,10860 SWITZER AVE Ste:110,75238,S1,08/30/2017,08/31/2017,"10860 SWITZER AVE Ste:11075238
(32.896362, -96.704565)",9,3
FINE CHINA RESTAURANT,1914 COMMERCE ST Ste:180,75201,A2,08/30/2017,07/03/2018,"1914 COMMERCE ST Ste:18075201
(32.78078, -96.794907)",12,3
THE STRAND,1931 MARKET CENTER BLVD,75207,R2,08/30/2017,08/31/2017,"1931 MARKET CENTER BLVD75207
(32.796781, -96.824477)",6,3
POLLO REGIO,6614 E NORTHWEST HWY,75214,A2,08/30/2017,,6614 E NORTHWEST HWY75214,,
MELANIE'S WOOD WORK,2353 SANTA ANNA AVE Ste:21,75228,F1,08/30/2017,09/25/2017,"2353 SANTA ANNA AVE Ste:2175228
(32.855628, -96.671634)",13,3
SYDRI ENERGY,10210 N CENTRAL EXPY Ste:130,75231,B,08/30/2017,,"10210 N CENTRAL EXPY Ste:13075231
(32.885315, -96.769687)",11,3
DALLAS ZOO - MANAGEMENT,1025 S EWING AVE,75203,B,08/30/2017,04/11/2018,1025 S EWING AVE75203,,
"SUGARFINA, INC",8687 N CENTRAL EXPY Ste:1120,75225,M,08/30/2017,01/17/2018,"8687 N CENTRAL EXPY Ste:112075225
(32.86875, -96.770691)",11,3
CIRCA20C,159 PITTSBURG ST,75207,S1,08/30/2017,09/05/2017,"159 PITTSBURG ST75207
(32.786479, -96.819413)",6,3
POLLO REGIO,4416 LIVE OAK ST,75204,B,08/30/2017,09/27/2017,"4416 LIVE OAK ST75204
(32.79911, -96.776674)",2,3
MOURI TECH,9111 CYPRESS WATERS BLVD Ste:130,75019,B,08/30/2017,02/14/2018,"9111 CYPRESS WATERS BLVD Ste:13075019
(32.931469, -96.985998)",6,3
EL NORTENO,306 E SANER AVE,75216,M,08/30/2017,09/27/2017,"306 E SANER AVE75216
(32.71314, -96.82024)",4,3
TACOS SAZON,4441 LAWNVIEW AVE Ste:A,75227,M,08/30/2017,06/20/2018,"4441 LAWNVIEW AVE Ste:A75227
(32.783248, -96.721429)",7,3
"TEXAS HARDWOOD FLOORING, INC",2269 VANTAGE ST,75207,S1,08/30/2017,08/31/2017,"2269 VANTAGE ST75207
(32.799639, -96.835249)",6,3
THE COLTON APARTMENT,4917 WORTH ST,75214,R1,08/30/2017,09/01/2017,"4917 WORTH ST75214
(32.799094, -96.766935)",12,3
THOMPSON LAW LLP,3300 OAK LAWN AVE Ste:300,75219,B,08/30/2017,11/03/2017,"3300 OAK LAWN AVE Ste:30075219
(32.810396, -96.807398)",12,3
EDWARD ALLEN WATSON,5757 ALPHA RD Ste:211,75240,B,08/30/2017,08/31/2017,"5757 ALPHA RD Ste:21175240
(32.932866, -96.809088)",10,3
MOURI TECH,9111 CYPRESS WATERS BLVD Ste:130,75019,B,08/30/2017,09/01/2017,"9111 CYPRESS WATERS BLVD Ste:13075019
(32.931469, -96.985998)",6,3
LA MICHUACANA ESTILO CHICAGO,3068 FOREST LN Ste:113,75229,B,08/29/2017,08/28/2018,3068 FOREST LN Ste:11375229,,
MONEYGRAM,2828 N HARWOOD ST Ste:1700,75201,B,08/29/2017,10/26/2017,"2828 N HARWOOD ST Ste:170075201
(32.794184, -96.808459)",12,3
MIGENTE AUTO FINANCE,935 S BUCKNER BLVD,75217,B,08/29/2017,09/07/2017,"935 S BUCKNER BLVD75217
(32.728068, -96.683003)",5,3
MIX TOWING,2011 NAVARO ST,75208,S1,08/29/2017,08/30/2017,"2011 NAVARO ST75208
(32.771559, -96.847128)",6,3
ABYSSINIA MARKET,9191 FOREST LN Ste:1A,75243,M,08/29/2017,,"9191 FOREST LN Ste:1A75243
(32.909225, -96.743667)",9,3
COCO AND DASH,2819 N HENDERSON AVE,75206,M,08/29/2017,11/22/2017,"2819 N HENDERSON AVE75206
(32.819571, -96.78396)",12,3
SENDERO CONSULTING,2100 ROSS AVE Ste:400,75201,B,08/29/2017,12/18/2017,"2100 ROSS AVE Ste:40075201
(32.787953, -96.798017)",12,3
ISRAEL PRODUCE,1810 KELLY AVE,75215,S1,08/29/2017,09/05/2017,"1810 KELLY AVE75215
(32.768495, -96.782041)",2,3
AT&T MOBILITY,1848 SOUTH BLVD,75215,U,08/29/2017,04/27/2018,"1848 SOUTH BLVD75215
(32.763563, -96.776877)",7,3
OMNISOURCE UNITED INC,1900 LONE STAR DR,75212,S1,08/29/2017,08/30/2017,"1900 LONE STAR DR75212
(32.7749, -96.859009)",6,3
DENNIS GROUP,3114 S HASKELL AVE,75223,B,08/29/2017,10/30/2017,"3114 S HASKELL AVE75223
(32.782997, -96.740241)",2,3
TACO DINER,7150 SKILLMAN ST Ste:190,75231,A2,08/29/2017,,"7150 SKILLMAN ST Ste:19075231
(32.876889, -96.734775)",9,3
SOUTHWEST MEDIA GROUP,1717 MAIN ST Ste:4000,75201,B,08/29/2017,11/10/2017,"1717 MAIN ST Ste:400075201
(32.781114, -96.796947)",12,3
AZ NAILS & SPA,14760 PRESTON RD Ste:112,75254,B,08/29/2017,09/05/2017,"14760 PRESTON RD Ste:11275254
(32.948886, -96.803457)",10,3
SPECTRA THERAPIES,6001 SUMMERSIDE DR,,B,08/29/2017,03/01/2018,"6001 SUMMERSIDE DR
(32.990099, -96.803669)",14,3
MONEYGRAM,2828 N HARWOOD ST Ste:1750,75201,B,08/29/2017,10/26/2017,"2828 N HARWOOD ST Ste:175075201
(32.794184, -96.808459)",12,3
PEDIATRIC HEART SPECIALIST,12201 MERIT DR Ste:550,75251,B,08/29/2017,10/06/2017,"12201 MERIT DR Ste:55075251
(32.913578, -96.774114)",10,3
CHILDREN'S MEDICAL CENTER,1935 MEDICAL DISTRICT DR,75235,B,08/29/2017,,"1935 MEDICAL DISTRICT DR75235
(32.808272, -96.836925)",2,3
SHARON TURGEMAN SALON,6211 W NORTHWEST HWY Ste:C117A,,B,08/29/2017,08/30/2017,"6211 W NORTHWEST HWY Ste:C117A
(32.865729, -96.799915)",11,3
XPO LOGISTICS,10665 SANDEN DR Ste:100,75041,B,08/29/2017,,10665 SANDEN DR Ste:10075041,,
RETAILOUTLET.CO,9888 FERGUSON RD Ste:165,75228,M,08/29/2017,08/30/2017,"9888 FERGUSON RD Ste:16575228
(32.82273, -96.678004)",13,3
FORTUNE MOBILE 1,440 S BUCKNER BLVD Ste:105,75217,M,08/29/2017,08/30/2017,"440 S BUCKNER BLVD Ste:10575217
(32.719366, -96.682911)",5,3
JERSEY MIKE'S,7170 SKILLMAN ST Ste:140,75231,A2,08/28/2017,02/07/2018,"7170 SKILLMAN ST Ste:14075231
(32.877258, -96.734797)",9,3
JACK IN THE BOX,2323 W LEDBETTER DR,75224,A2,08/28/2017,,"2323 W LEDBETTER DR75224
(32.691288, -96.856716)",4,3
KBE AUTO SALES,2745 S WESTMORELAND RD Ste:B,75233,S1,08/28/2017,09/01/2017,"2745 S WESTMORELAND RD Ste:B75233
(32.717085, -96.874291)",3,3
SOUTH STAR AUTO SALES,507 W MOCKINGBIRD LN,75247,S1,08/28/2017,08/29/2017,"507 W MOCKINGBIRD LN75247
(32.806918, -96.873746)",6,3
TEXAS MULTISYSTEM ELECTRONICS,11129 SHADY TRL,75229,S1,08/28/2017,10/27/2017,"11129 SHADY TRL75229
(32.886065, -96.890428)",6,3
VENDERA RESOURCES,2602 MCKINNEY AVE Ste:230,75201,B,08/28/2017,09/05/2017,2602 MCKINNEY AVE Ste:23075201,,
"E-CORE SOFTWARE, INC",8360 L B J FWY Ste:255,75243,B,08/28/2017,12/14/2017,8360 L B J FWY Ste:25575243,,
BABY MANGO,9763 WEBB CHAPEL RD Ste:A,75220,M,08/28/2017,10/02/2017,"9763 WEBB CHAPEL RD Ste:A75220
(32.869076, -96.864801)",6,3
WOK & TACO TEMPTATION VENTURES LLC,1323 W CLARENDON DR Ste:A,75208,M,08/28/2017,09/25/2017,"1323 W CLARENDON DR Ste:A75208
(32.735015, -96.843669)",1,3
ALTERNATE SYSTEMS,17440 DALLAS PKWY Ste:210,,B,08/28/2017,08/29/2017,"17440 DALLAS PKWY Ste:210
(32.988082, -96.828125)",14,3
CUBESMART,2812 FOREST LN,75229,S1,08/28/2017,07/24/2018,2812 FOREST LN75229,,
PROTECH ELECTRONICS INC,11535 GOODNIGHT LN,75229,S1,08/28/2017,09/07/2017,"11535 GOODNIGHT LN75229
(32.90161, -96.90241)",6,3
GOOD EARTH,7922 FORNEY RD,75227,MIX,08/28/2017,08/29/2017,"7922 FORNEY RD75227
(32.778033, -96.685094)",7,3
STUDIO 11 DESIGNS,5646 MILTON ST Ste:340,75206,B,08/28/2017,11/10/2017,"5646 MILTON ST Ste:34075206
(32.848823, -96.770824)",12,3
HILLCREST HIGHSCHOOL,9924 HILLCREST RD,75230,E,08/28/2017,08/28/2017,"9924 HILLCREST RD75230
(32.883026, -96.786677)",11,3
JACK IN THE BOX,1020 W DAVIS ST,75208,A2,08/28/2017,,"1020 W DAVIS ST75208
(32.749502, -96.840086)",1,3
TEXAS PHYSICIAN ASSOCIATES,10611 GARLAND RD Ste:105,75218,B,08/28/2017,09/11/2017,"10611 GARLAND RD Ste:10575218
(32.843876, -96.689875)",13,3
MODERN DAY AUTO,2453 GLENDA LN Ste:2,75229,S1,08/28/2017,,"2453 GLENDA LN Ste:275229
(32.889714, -96.895286)",6,3
DALLAS DISPLAYS,2640 NORTHAVEN RD Ste:108,75229,S1,08/28/2017,09/05/2017,"2640 NORTHAVEN RD Ste:10875229
(32.903816, -96.887692)",6,3
MOMENTUM,1151 N BUCKNER BLVD Ste:107,75218,B,08/28/2017,08/29/2017,"1151 N BUCKNER BLVD Ste:10775218
(32.834734, -96.703615)",13,3
EAGLE OATS FOOD MART,2222 OATES DR,75228,M,08/28/2017,,"2222 OATES DR75228
(32.821446, -96.677918)",7,3
"PEAK TRAILER GROUP, LLC",4132 IRVING BLVD,75247,S2,08/28/2017,08/29/2017,"4132 IRVING BLVD75247
(32.808055, -96.887959)",6,3
XAI MEDITERRANEAN MARKET,810 W DAVIS ST,75208,MIX,08/28/2017,08/22/2018,"810 W DAVIS ST75208
(32.749483, -96.836238)",1,3
BULLION RESTAURANT,400 S RECORD ST,75202,F1,08/28/2017,08/29/2017,"400 S RECORD ST75202
(32.776335, -96.806174)",2,3
"STATE PRIDE, INC.",11005 INDIAN TRL Ste:104,75229,S1,08/28/2017,08/30/2017,"11005 INDIAN TRL Ste:10475229
(32.898141, -96.883631)",6,3
CAMPUS CHEFS INC.,4903 DON DR,75247,F1,08/28/2017,11/30/2017,"4903 DON DR75247
(32.806874, -96.877317)",6,3
CVS #10948,108 W DAVIS ST,75208,M,08/28/2017,08/21/2018,"108 W DAVIS ST75208
(32.749411, -96.823383)",1,3
JACK IN THE BOX,3811 LIVE OAK ST,75204,A2,08/28/2017,,"3811 LIVE OAK ST75204
(32.794692, -96.782046)",12,3
THE KATY,4719 COLE AVE,75205,S2,08/28/2017,08/29/2017,"4719 COLE AVE75205
(32.825902, -96.787311)",12,3
KDUB HOLDING COMPANY,1031 QUAKER ST,75207,S1,08/28/2017,08/29/2017,"1031 QUAKER ST75207
(32.801452, -96.847069)",6,3
NEW FRIENDS NEW LIFE,6060 N CENTRAL EXPY Ste:232,75206,B,08/28/2017,11/02/2017,"6060 N CENTRAL EXPY Ste:23275206
(32.840126, -96.776041)",12,3
JACK IN THE BOX,404 W ILLINOIS AVE,75224,A2,08/28/2017,05/04/2018,"404 W ILLINOIS AVE75224
(32.720331, -96.828492)",4,3
WELLS FARGO,1931 GREENVILLE AVE Ste:110,75206,B,08/25/2017,12/06/2017,"1931 GREENVILLE AVE Ste:11075206
(32.814423, -96.770195)",12,3
COUNTWORKS,1111 W MOCKINGBIRD LN Ste:930,75247,B,08/25/2017,10/02/2017,"1111 W MOCKINGBIRD LN Ste:93075247
(32.818074, -96.870563)",6,3
PRESTON VILLAGE APARTMENTS,6819 DEL NORTE LN,75225,R2,08/25/2017,08/25/2017,"6819 DEL NORTE LN75225
(32.868703, -96.787739)",11,3
SET UP,1111 W MOCKINGBIRD LN Ste:945,75247,B,08/25/2017,09/01/2017,"1111 W MOCKINGBIRD LN Ste:94575247
(32.818074, -96.870563)",6,3
DALLAS ISD,912 S ERVAY ST,75201,E,08/25/2017,08/28/2017,"912 S ERVAY ST75201
(32.7749, -96.793718)",2,3
NVOP,8700 N STEMMONS FWY Ste:124,75247,B,08/25/2017,09/21/2017,"8700 N STEMMONS FWY Ste:12475247
(32.830862, -96.873659)",6,3
HATCHWAYS,2346 VICTORY PARK LN,75202,MIX,08/25/2017,,"2346 VICTORY PARK LN75202
(32.786756, -96.809287)",2,3
TRAP BOUTIQUE,514 W JEFFERSON BLVD,75208,M,08/25/2017,08/29/2017,"514 W JEFFERSON BLVD75208
(32.743116, -96.830469)",1,3
EL CARNAL,1510 PEAVY RD,75218,S1,08/25/2017,08/28/2017,"1510 PEAVY RD75218
(32.833996, -96.691431)",13,3
A TASTE OF WAYS TO GO LLC,2949 E KIEST BLVD,75216,B,08/25/2017,09/06/2017,"2949 E KIEST BLVD75216
(32.726451, -96.785992)",4,3
BILLINGSLEY,11925 N STEMMONS FWY,75234,,08/25/2017,08/28/2017,"11925 N STEMMONS FWY75234
(32.910709, -96.899775)",6,3
DRAKES  BREWHOUSE,8499 GREENVILLE AVE Ste:108,75231,M,08/25/2017,08/28/2017,"8499 GREENVILLE AVE Ste:10875231
(32.893374, -96.753557)",9,3
CHEESE AND CHUTNEY,1318 W DAVIS ST,75208,B,08/25/2017,02/23/2018,"1318 W DAVIS ST75208
(32.74951, -96.84347)",1,3
ASCENT,2588 N HOUSTON ST,75201,MIX,08/25/2017,08/25/2017,2588 N HOUSTON ST75201,,
AMAZON,3351 BALMORHEA DR,75134,S1,08/25/2017,10/12/2017,3351 BALMORHEA DR75134,,
DALLAS EMPLOYMENT SERVICES,8150 N CENTRAL EXPY Ste:675,75206,B,08/25/2017,10/17/2017,"8150 N CENTRAL EXPY Ste:67575206
(32.861953, -96.769817)",12,3
ACKELS & ACKELS,3030 L B J FWY Ste:1550,75234,B,08/25/2017,10/12/2017,3030 L B J FWY Ste:155075234,,
MIDTOWN DRYCLEAN,5555 PRESTON OAKS RD Ste:1,75254,B,08/25/2017,08/28/2017,"5555 PRESTON OAKS RD Ste:175254
(32.943107, -96.813616)",10,3
WOODROW WILSON HIGH SCHOOL,100 S GLASGOW DR,75214,E,08/25/2017,08/25/2017,"100 S GLASGOW DR75214
(32.804901, -96.750684)",12,3
HATCHWAYS,2360 VICTORY PARK LN,75202,MIX,08/25/2017,,"2360 VICTORY PARK LN75202
(32.786895, -96.809276)",2,3
LAKE HILL PREPARATORY SCHOOL,2720 HILLSIDE DR,75214,E,08/25/2017,08/25/2017,"2720 HILLSIDE DR75214
(32.822871, -96.749923)",13,3
EXTRA SPACE STORAGE,5353 MAPLE AVE,75235,S1,08/25/2017,08/25/2017,"5353 MAPLE AVE75235
(32.818387, -96.832923)",2,3
CLEARVIEW ENERGY,901 MAIN ST Ste:4700,75202,B,08/25/2017,09/26/2017,"901 MAIN ST Ste:470075202
(32.779702, -96.803809)",12,3
J. L. LONG MIDDLE SCHOOL,6116 REIGER AVE,75214,E,08/25/2017,08/25/2017,"6116 REIGER AVE75214
(32.807485, -96.750094)",12,3
LAKEWOOD ELEMENTARY SCHOOL,3000 HILLBROOK ST,75214,E,08/25/2017,08/25/2017,"3000 HILLBROOK ST75214
(32.825754, -96.744364)",13,3
VIVIAN WATSON ASSOCIATES INC,1444 OAK LAWN AVE Ste:508,75207,M,08/25/2017,09/07/2017,"1444 OAK LAWN AVE Ste:50875207
(32.794943, -96.821233)",6,3
MENARA NETWORKS,3400 CARLISLE ST Ste:350,75204,B,08/25/2017,09/29/2017,"3400 CARLISLE ST Ste:35075204
(32.806809, -96.800243)",12,3
FREE MY MUSIC,1914 ABRAMS PKWY,75214,M,08/24/2017,03/15/2018,"1914 ABRAMS PKWY75214
(32.813594, -96.752726)",12,3
WHICH WICH / SUPERNOVA COFFEE / BURGUESA,1408 MAIN ST,75202,A2,08/24/2017,08/29/2017,"1408 MAIN ST75202
(32.780501, -96.79984)",12,3
COAL VINES,665 S LAMAR ST Ste:120,75202,A2,08/24/2017,10/27/2017,"665 S LAMAR ST Ste:12075202
(32.774788, -96.802872)",2,3
BIERGARTEN,665 S LAMAR ST Ste:110,75202,A2,08/24/2017,08/25/2017,"665 S LAMAR ST Ste:11075202
(32.774788, -96.802872)",2,3
KIRK HOPPER FINE ART,3008 COMMERCE ST,75226,A3,08/24/2017,,"3008 COMMERCE ST75226
(32.783822, -96.779897)",2,3
MERCY FAMILY CLINIC,2409 ALCO AVE,75211,B,08/24/2017,08/25/2017,"2409 ALCO AVE75211
(32.746934, -96.857234)",1,3
"YELLOW ROSE BARBESHOP, LLC",320 SINGLETON BLVD Ste:170,75212,B,08/24/2017,01/19/2018,"320 SINGLETON BLVD Ste:17075212
(32.778588, -96.828614)",6,3
KNIGHTVEST,5400 L B J FWY Ste:450,75230,B,08/24/2017,09/28/2017,5400 L B J FWY Ste:45075230,,
DIVINE ART STUDIO,11441 N STEMMONS FWY Ste:213,75229,B,08/24/2017,08/25/2017,"11441 N STEMMONS FWY Ste:21375229
(32.898919, -96.898515)",6,3
BROADSTONE LTD,305 W COMMERCE ST,75208,MIX,08/24/2017,08/25/2017,"305 W COMMERCE ST75208
(32.773909, -96.827724)",6,3
EXECUTIVE WORKSPACE,17330 PRESTON RD Ste:200D,,B,08/24/2017,08/25/2017,"17330 PRESTON RD Ste:200D
(32.988066, -96.802644)",14,3
DIAMOND EMPIRE FITNESS,4442 LAWNVIEW AVE Ste:160,75227,S1,08/24/2017,,"4442 LAWNVIEW AVE Ste:16075227
(32.783624, -96.721902)",7,3
RISD,6525 LA COSA DR,75248,E,08/24/2017,08/25/2017,"6525 LA COSA DR75248
(32.959591, -96.795309)",10,3
SIGNATURE MILLWORK,2861 MERRELL RD,75229,F1,08/24/2017,08/25/2017,"2861 MERRELL RD75229
(32.886476, -96.881739)",6,3
AMERICAN TOWER,3431 W WHEATLAND RD,75237,U,08/24/2017,,"3431 W WHEATLAND RD75237
(32.64757, -96.875629)",8,3
CVS HOME HEALTH AGENCY INC.,8111 L B J FWY Ste:1250,75240,B,08/24/2017,,8111 L B J FWY Ste:125075240,,
ESCALATION STUDIOS,12404 PARK CENTRAL DR Ste:360,75251,B,08/24/2017,,"12404 PARK CENTRAL DR Ste:36075251
(32.917195, -96.775687)",10,3
IBEKWE COMPANY,9450 SKILLMAN ST Ste:119,75243,B,08/24/2017,08/25/2017,"9450 SKILLMAN ST Ste:11975243
(32.904991, -96.711907)",9,3
SANGER ELEMENTARY SCHOOL,8410 SAN LEANDRO DR,75218,E,08/24/2017,08/25/2017,"8410 SAN LEANDRO DR75218
(32.814165, -96.710046)",13,3
ESTETICA LUPITA UNISEX,4442 LAWNVIEW AVE Ste:100,75227,B,08/24/2017,08/29/2017,"4442 LAWNVIEW AVE Ste:10075227
(32.783624, -96.721902)",7,3
T-MOBILE,703 MCKINNEY AVE Ste:B,75219,U,08/24/2017,,"703 MCKINNEY AVE Ste:B75219
(32.783274, -96.809581)",2,3
BIRDEYE,9111 CYPRESS WATERS BLVD Ste:140,75019,B,08/24/2017,08/25/2017,"9111 CYPRESS WATERS BLVD Ste:14075019
(32.931469, -96.985998)",6,3
THE LAW OFFICE OF ANGEL MATA,512 S FITZHUGH AVE,75223,B,08/24/2017,,"512 S FITZHUGH AVE75223
(32.792095, -96.760126)",2,3
DALLAS CHIN BAPTIST CHURCH,9850 WALNUT ST,75243,MIX,08/24/2017,08/10/2018,"9850 WALNUT ST75243
(32.922081, -96.716184)",9,3
BROADSTONE LTD,305 W COMMERCE ST,75208,MIX,08/24/2017,08/25/2017,"305 W COMMERCE ST75208
(32.773909, -96.827724)",6,3
DALLAS GOURMET BAKERY,2660 BRENNER DR,75220,F1,08/24/2017,08/22/2018,"2660 BRENNER DR75220
(32.872017, -96.886874)",6,3
WALGREENS,7859 WALNUT HILL LN Ste:110,75230,M,08/23/2017,08/24/2017,"7859 WALNUT HILL LN Ste:11075230
(32.880136, -96.772196)",11,3
NORTHWOOD CLUB,6315 ALPHA RD,75240,MIX,08/23/2017,01/08/2018,"6315 ALPHA RD75240
(32.933221, -96.796994)",10,3
UVALLE LAW FIRM PLLC,1601 BRYAN ST Ste:FL46,75201,B,08/23/2017,08/24/2017,"1601 BRYAN ST Ste:FL4675201
(32.782908, -96.798732)",12,3
LE GOURMET VALET,5601 W LOVERS LN Ste:110,75209,B,08/23/2017,12/29/2017,"5601 W LOVERS LN Ste:11075209
(32.851178, -96.817264)",11,3
CATFISH XPRESS & MORE,3662 W CAMP WISDOM RD Ste:2013,75237,M,08/23/2017,10/03/2017,"3662 W CAMP WISDOM RD Ste:201375237
(32.662038, -96.878952)",8,3
FL 1 BAR / CAFE,2950 CITYPLACE WEST BLVD,75204,A2,08/23/2017,,"2950 CITYPLACE WEST BLVD75204
(32.806959, -96.795647)",12,3
"PRESSURE CLEANING TECHNOLOGIES, INC",10031 MONROE DR Ste:302,75229,S1,08/23/2017,08/30/2017,"10031 MONROE DR Ste:30275229
(32.882499, -96.878279)",6,3
UPSIDE RESTAURANT,2950 CITYPLACE WEST BLVD,75204,R1,08/23/2017,,"2950 CITYPLACE WEST BLVD75204
(32.806959, -96.795647)",12,3
LANDMARK NURSERY,10900 PETAL ST,75238,B,08/23/2017,09/15/2017,"10900 PETAL ST75238
(32.885046, -96.69371)",9,3
ELEMENTARY SCHOOL # 5,8385 DURHAM ST,75225,E,08/23/2017,08/25/2017,8385 DURHAM ST75225,,
"JDB TEXAS VENTURES, LP",2814 S BUCKNER BLVD,75227,A2,08/23/2017,08/24/2017,"2814 S BUCKNER BLVD75227
(32.759747, -96.682724)",5,3
ZARA'S STORAGE,8687 N CENTRAL EXPY Ste:2262,75225,S1,08/23/2017,08/28/2017,"8687 N CENTRAL EXPY Ste:226275225
(32.86875, -96.770691)",11,3
EDWARDS JONES,8080 N CENTRAL EXPY Ste:1440,75206,B,08/23/2017,10/03/2017,"8080 N CENTRAL EXPY Ste:144075206
(32.86049, -96.769852)",12,3
LISA HAIR BRAIDING,11277 E NORTHWEST HWY Ste:114,75238,B,08/23/2017,08/24/2017,"11277 E NORTHWEST HWY Ste:11475238
(32.864406, -96.685829)",9,3
UNIQUE CHATEAUS OF DALLAS,1212 S RIVERFRONT BLVD Ste:150,75207,S1,08/23/2017,02/05/2018,"1212 S RIVERFRONT BLVD Ste:15075207
(32.764094, -96.801312)",2,3
R.C. BUCKNER LODGE #1176,4912 S BUCKNER BLVD,75227,A3,08/23/2017,,"4912 S BUCKNER BLVD75227
(32.782778, -96.682867)",7,3
A & R ALTERATION AND DESIGN,13340 AUDELIA RD Ste:126,75243,B,08/22/2017,08/23/2017,"13340 AUDELIA RD Ste:12675243
(32.930597, -96.717961)",9,3
CANALES FURNITURE,2639 W DAVIS ST,75211,S1,08/22/2017,08/23/2017,"2639 W DAVIS ST75211
(32.749504, -96.861523)",1,3
BAKER BOTTS,2001 ROSS AVE Ste:1100,75201,B,08/22/2017,12/27/2017,"2001 ROSS AVE Ste:110075201
(32.786953, -96.799213)",12,3
SERENDIPITY LABS,2323 ROSS AVE Ste:140,75201,B,08/22/2017,01/08/2018,"2323 ROSS AVE Ste:14075201
(32.789221, -96.796497)",12,3
SERENDIPITY LABS,2323 ROSS AVE Ste:1700,75201,B,08/22/2017,01/05/2018,"2323 ROSS AVE Ste:170075201
(32.789221, -96.796497)",12,3
WSL/JKO VENTURES,1167 MISSISSIPPI AVE,75207,U,08/22/2017,02/01/2018,"1167 MISSISSIPPI AVE75207
(32.802117, -96.848863)",6,3
"JANICE L. MATTOX, ATTORNEY AT LAW",4028 SWISS AVE,75204,B,08/22/2017,08/23/2017,"4028 SWISS AVE75204
(32.794698, -96.778601)",12,3
WSL/JKO VENTURES,1167 MISSISSIPPI AVE,75207,U,08/22/2017,02/01/2018,"1167 MISSISSIPPI AVE75207
(32.802117, -96.848863)",6,3
WSL/JKO VENTURES,1167 MISSISSIPPI AVE,75207,U,08/22/2017,02/01/2018,"1167 MISSISSIPPI AVE75207
(32.802117, -96.848863)",6,3
KIRK LECHTENBERGER,183 PARKHOUSE ST,75207,B,08/22/2017,08/23/2017,"183 PARKHOUSE ST75207
(32.784441, -96.81716)",6,3
WOMEN'S HEALTH ALLIANCE,7777 FOREST LN Ste:D1110,75251,B,08/22/2017,,"7777 FOREST LN Ste:D111075251
(32.909447, -96.772089)",10,3
LAW OFFICE FRANK JACKSON,6060 N CENTRAL EXPY Ste:214,75206,B,08/22/2017,,"6060 N CENTRAL EXPY Ste:21475206
(32.840126, -96.776041)",12,3
VERITEX COMMUNITY BANK,17950 PRESTON RD Ste:500,,B,08/22/2017,10/25/2017,"17950 PRESTON RD Ste:500
(32.996787, -96.798338)",14,3
J-MUNOZ INCOME TAX INC,4426 MAPLE AVE,75219,B,08/22/2017,08/29/2017,"4426 MAPLE AVE75219
(32.810961, -96.822007)",2,3
GRANITE PROPERTIES/FACTORY 603,603 MUNGER AVE,75202,B,08/22/2017,08/28/2017,"603 MUNGER AVE75202
(32.782833, -96.807591)",12,3
Q WASH & DRY,5665 ALPHA RD,75240,B,08/22/2017,08/24/2017,"5665 ALPHA RD75240
(32.93288, -96.810315)",10,3
STUDIO ZG,4617 S BUCKNER BLVD Ste:C,75227,B,08/22/2017,08/25/2017,"4617 S BUCKNER BLVD Ste:C75227
(32.777366, -96.682923)",7,3
THE PRETTY DIVER,3030 ROSS AVE,75204,A2,08/22/2017,10/24/2017,"3030 ROSS AVE75204
(32.793314, -96.791564)",12,3
SKY GLASS,2600 MANANA DR,75220,S1,08/22/2017,08/28/2017,"2600 MANANA DR75220
(32.873857, -96.890089)",6,3
IGLESIA DE DIOS EL SHADDAL,4950 W ILLINOIS AVE Ste:121,75211,A3,08/21/2017,08/30/2017,"4950 W ILLINOIS AVE Ste:12175211
(32.72039, -96.907699)",3,3
PALELERIA Y NEVERIA LA MICHOACANA,8086 SPRING VALLEY RD,75240,M,08/21/2017,02/08/2018,"8086 SPRING VALLEY RD75240
(32.939819, -96.766759)",,
BOOST MOBILE,516 S HAMPTON RD Ste:180,75208,M,08/21/2017,08/22/2017,"516 S HAMPTON RD Ste:18075208
(32.74058, -96.856717)",1,3
"CALISE PARTNERS, LLC",1601 BRYAN ST Ste:FL45,75201,B,08/21/2017,08/22/2017,"1601 BRYAN ST Ste:FL4575201
(32.782908, -96.798732)",12,3
CARROLL RESIDENCES,1518 N CARROLL AVE Ste:BU4,75204,R3,08/21/2017,,"1518 N CARROLL AVE Ste:BU475204
(32.801478, -96.77899)",2,3
SUN & MOON,11363 DENTON DR Ste:117,75229,M,08/21/2017,08/22/2017,"11363 DENTON DR Ste:11775229
(32.896923, -96.888765)",6,3
KING OF GRANITE MARBLE AND TILE,2630 NORTHAVEN RD Ste:114,75229,F2,08/21/2017,09/08/2017,"2630 NORTHAVEN RD Ste:11475229
(32.903821, -96.889323)",6,3
CREATIVE CIRCLE,1920 MCKINNEY AVE Ste:940,75201,B,08/21/2017,10/19/2017,"1920 MCKINNEY AVE Ste:94075201
(32.790235, -96.803731)",12,3
CARROLL RESIDENCES,1518 N CARROLL AVE Ste:BU2,75204,R3,08/21/2017,,"1518 N CARROLL AVE Ste:BU275204
(32.801478, -96.77899)",2,3
KUAI ASIAN KITCHEN,13710 DALLAS PKWY Ste:G,75240,A2,08/21/2017,12/12/2017,"13710 DALLAS PKWY Ste:G75240
(32.934553, -96.821633)",10,3
